# File: NREL_offshore_energy.csv
# Title: Offshore Wind Resource Potential by Country from NREL
# Units: PWh
# Comments: distance -  near =  0-50 miles; transitional = 50-100 miles; far = 100-5000 miles
# Source: Eurek et. al (2017); https://doi.org/10.1016/j.eneco.2016.11.015; raw data at https://catalog.data.gov/dataset/global-cfdda-based-onshore-and-offshore-wind-potential-supply-curves-by-country-class-and--912c6
# Column types: cccnnnnnnnnnn
#  ----------
IAM_country,depth_class,distance_to_shore,c1,c2,c3,c4,c5,c6,c7,c8,c9,total
"Korea, Democratic Peoples Republic of",shallow,near,0,0.012603441,0.062269111,0,0,0,0,0,0,0.074872551
"Korea, Democratic Peoples Republic of",transitional,near,0,0.001364428,0.03767052,0.000511886,0,0,0,0,0,0.039546833
"Korea, Democratic Peoples Republic of",deep,near,0,0.022423682,0.048635802,0.007904668,0,0,0,0,0,0.078964153
"Congo, the Democratic Republic of the",shallow,near,0.00045024,0,0,0,0,0,0,0,0,0.00045024
"Congo, the Democratic Republic of the",transitional,near,2.81E-05,0,0,0,0,0,0,0,0,2.81E-05
"Congo, the Democratic Republic of the",deep,near,7.88E-05,0,0,0,0,0,0,0,0,7.88E-05
Denmark,shallow,near,0,0,0,0.000458641,0.146666875,0.133108104,0.015260409,0,0,0.295494028
Denmark,transitional,near,0,0,0,0,0.043911429,0.059835448,0.02392606,0,0,0.127672936
Denmark,deep,near,0,0,0,0,0.050057845,0.026057186,0,0,0,0.076115031
Djibouti,shallow,near,0.000116518,0,0,0,0,0,0,0,0,0.000116518
Djibouti,transitional,near,0.000535983,0,4.39E-05,0,0,0,0,0,0,0.000579896
Djibouti,deep,near,0.00748194,0.009500707,0.000131738,0,0,0,0,0,0,0.017114386
Dominican Republic,shallow,near,0,0.000210176,0.00089158,0.000411834,0,0,0,0,0,0.00151359
Dominican Republic,transitional,near,0,0.000179123,0.001331003,4.58E-05,0,0,0,0,0,0.001555886
Dominican Republic,deep,near,0.00355661,0.010932068,0.041544403,0.012401686,0,0,0.006589685,0,0,0.075024451
Timor Leste,shallow,near,0,0,0,0,0,0,0,0,0,0
Timor Leste,transitional,near,0,0,0,0,0,0,0,0,0,0
Timor Leste,deep,near,0.007027042,0.005335079,8.88E-05,0.000276051,0,0,0,0,0,0.012726951
Ecuador,shallow,near,0.004560383,0,0,0,0,0,0,0,0,0.004560383
Ecuador,transitional,near,0.008249572,0,0,0,0,0,0,0,0,0.008249572
Ecuador,deep,near,0.032931426,0,0,0,0,0,0,0,0,0.032931426
Egypt,shallow,near,0.033787217,0.00522742,0.001205726,0.000384789,0,0,0,0,0,0.040605152
Egypt,transitional,near,0.02421767,0.02391456,0.005364757,0.001154367,0,0,0,0,0,0.054651354
Egypt,deep,near,0.064008707,0.167539836,0.083042613,0.01512363,0,0,0,0,0,0.329714787
El Salvador,shallow,near,0.001183994,0.000292305,0,0,0,0,0,0,0,0.001476299
El Salvador,transitional,near,0.004793732,0.014055356,0.001710424,0,0.0025386,0,0,0,0,0.023098112
El Salvador,deep,near,0.000115512,0.018185993,0.011280653,0.008848571,0.00680561,0,0,0,0,0.045236338
Equatorial Guinea,shallow,near,0.001104375,0,0,0,0,0,0,0,0,0.001104375
Equatorial Guinea,transitional,near,0.005508332,0,0,0,0,0,0,0,0,0.005508332
Equatorial Guinea,deep,near,0.020484134,0,0,0,0,0,0,0,0,0.020484134
Eritrea,shallow,near,0.03727322,0.004049479,0.001745798,0,0,0,0,0,0,0.043068498
Eritrea,transitional,near,0.065922016,0.027040325,0.006059367,0,0,0,0,0,0,0.099021708
Eritrea,deep,near,0.02403404,0.020323455,0.008153529,0,0,0,0,0,0,0.052511024
Estonia,shallow,near,0,0,0,0.014149417,0.010855489,0,0,0,0,0.025004906
Estonia,transitional,near,0,0,0,0.021959189,0.033700621,0,0,0,0,0.05565981
Estonia,deep,near,0,0,0,0.023083794,0.023295159,0,0,0,0,0.046378953
Fiji,shallow,near,0,0.001134916,0.010212068,0.042257928,0.018409695,0,0,0,0,0.072014606
Fiji,transitional,near,0,0.00045338,0.007428929,0.025127197,0.020448134,0,0,0,0,0.05345764
Fiji,deep,near,0,0.001173528,0.025373396,0.147961256,0.271262221,0,0,0,0,0.445770402
Finland,shallow,near,0,0,0.004143438,0.048100472,0.010202131,0.003044232,0,0,0,0.065490272
Finland,transitional,near,0,0,0,0.069036065,0.060158873,0.0057307,0,0,0,0.134925639
Finland,deep,near,0,0,0,0.034646498,0.067700064,0.002745748,0,0,0,0.105092311
France,shallow,near,0,0.001652017,0.005659426,0.018578304,0.072748711,0.001639291,0,0,0,0.10027775
France,transitional,near,0,0.008982481,0.029260134,0.050194707,0.095292547,0.028497951,0,0,0,0.212227819
France,deep,near,0,0.02420457,0.011709851,0.060327391,0.103488575,0.145923257,0,0,0,0.345653644
French Polynesia,shallow,near,0,0.000447413,0.000774489,4.63E-05,0,0,0,0,0,0.001268162
French Polynesia,transitional,near,0,0.000276038,0.000611015,0,0,0,0,0,0,0.000887053
French Polynesia,deep,near,0.001420997,0.008289149,0.051614489,0.008303788,0,0,0,0,0,0.069628423
Gabon,shallow,near,0.005577607,0,0,0,0,0,0,0,0,0.005577607
Gabon,transitional,near,0.024148004,0,0,0,0,0,0,0,0,0.024148004
Gabon,deep,near,0.011543136,0,0,0,0,0,0,0,0,0.011543136
Gambia,shallow,near,0.010425402,0.001396838,0,0,0,0,0,0,0,0.01182224
Gambia,transitional,near,0.002044532,0.001187312,0,0,0,0,0,0,0,0.003231844
Gambia,deep,near,0,0,0,0,0,0,0,0,0,0
Georgia,shallow,near,0,0,0,0,0,0,0,0,0,0
Georgia,transitional,near,0.000128313,0,0,0,0,0,0,0,0,0.000128313
Georgia,deep,near,0.034406093,0,0,0,0,0,0,0,0,0.034406093
Germany,shallow,near,0,0,0,0.00508902,0.048797579,0.076883465,0,0,0,0.130770063
Germany,transitional,near,0,0,0,0,0.023464758,0.033164458,0.001537551,0,0,0.058166767
Germany,deep,near,0,0,0,0,0,0,0,0,0,0
Ghana,shallow,near,0.001803793,0,0,0,0,0,0,0,0,0.001803793
Ghana,transitional,near,0.027209925,0,0,0,0,0,0,0,0,0.027209925
Ghana,deep,near,0.017903377,0,0,0,0,0,0,0,0,0.017903377
Greece,shallow,near,0,0.000151156,0.000571734,0,0.000263803,0,0,0,0,0.000986693
Greece,transitional,near,0.000417149,0.000517616,0.00959047,0.003412406,0.000158282,0,0,0,0,0.014095922
Greece,deep,near,0.015734008,0.066423162,0.212694014,0.477147869,0.299341221,0,0,0,0,1.071340275
Guadeloupe,shallow,near,0,0,0,5.15E-05,0,0.000181822,0,0,0,0.000233333
Guadeloupe,transitional,near,0,0,0,0.000103021,0.000842871,0.000545467,0,0,0,0.001491359
Guadeloupe,deep,near,0,0,0.001409448,0.021916471,0.03482086,0.00863505,0,0,0,0.066781828
Guam,shallow,near,0,0,0.000168833,0,0.002209575,0,0,0,0,0.002378408
Guam,transitional,near,0,0,0.000168833,4.70E-05,0.000276284,0,0,0,0,0.000492085
Guam,deep,near,0,0,0.006766947,0.019583225,0.029304132,0,0,0,0,0.055654303
Guatemala,shallow,near,0.003263364,0,0,4.90E-05,0.000162038,0,0,0,0,0.003474363
Guatemala,transitional,near,0.01077913,0.000963904,0,0.00166468,0.000810192,0,0,0,0,0.014217906
Guatemala,deep,near,0.010765587,0.009676114,0,0.015716539,0.001188281,0,0,0,0,0.037346521
Guinea,shallow,near,0.037907264,0,0,0,0,0,0,0,0,0.037907264
Guinea,transitional,near,0.000459722,0,0,0,0,0,0,0,0,0.000459722
Guinea,deep,near,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,shallow,near,0.043408449,0,0,0,0,0,0,0,0,0.043408449
Guinea-Bissau,transitional,near,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,deep,near,0,0,0,0,0,0,0,0,0,0
Guyana,shallow,near,0.02792167,0.055975773,0.006376365,0,0,0,0,0,0,0.090273807
Guyana,transitional,near,0.000945261,0.004572587,0.005325557,0,0,0,0,0,0,0.010843406
Guyana,deep,near,0,0,0,0,0,0,0,0,0,0
Haiti,shallow,near,0.000260971,0.000675137,0,0,0,0,0,0,0,0.000936108
Haiti,transitional,near,0.000602592,0.000135027,0,0,0,0,0,0,0,0.000737619
Haiti,deep,near,0.004868761,0.010868348,0.005921829,0.001495859,0,0,0,0,0,0.023154797
Honduras,shallow,near,0.008967366,0.019389287,0.031079182,0.075539691,0.120656822,0,0,0,0,0.255632348
Honduras,transitional,near,0.006853159,0.011891293,0.00101104,0.002694948,0.011619409,0,0,0,0,0.034069849
Honduras,deep,near,0.018833953,0.015408157,0.021003994,0.004710123,0,0,0,0,0,0.059956227
Iceland,shallow,near,0,0,0,0,0,0,0.005252068,0,0,0.005252068
Iceland,transitional,near,0,0,0,0,0,0.002358891,0.038645169,0.013177134,0,0.054181194
Iceland,deep,near,0,0,0,0,0,0.108921682,0.82718222,0.105601948,0,1.041705851
India,shallow,near,0.061997779,0.148406722,0.094974536,0.075754584,0.071078116,0.021913419,0,0,0,0.474125157
India,transitional,near,0.147522968,0.099747088,0.165697743,0.057892576,0.041828556,0.004453606,0,0,0,0.517142537
India,deep,near,0.009343778,0.101641593,0.142638714,0.052132447,0.008020378,0.009847859,0,0,0,0.323624769
Indonesia,shallow,near,0.916234099,0.114451338,0.084692285,0.11624839,0.085290916,0,0,0,0,1.316917029
Indonesia,transitional,near,0.687384908,0.086352589,0.002245756,0.035531243,0,0,0,0,0,0.811514497
Indonesia,deep,near,1.454999845,0.464283019,0.106456047,0.141336396,0,0,0,0,0,2.167075307
"Iran, Islamic Republic of",shallow,near,0.049271907,0.035187573,0,0,0,0,0,0,0,0.08445948
"Iran, Islamic Republic of",transitional,near,0.053549255,0.067842127,0,0,0,0,0,0,0,0.121391382
"Iran, Islamic Republic of",deep,near,0.133362427,0.066120289,0,0,0,0,0,0,0,0.199482715
Iraq,shallow,near,0,0.00183632,0,0,0,0,0,0,0,0.00183632
Iraq,transitional,near,0,0,0,0,0,0,0,0,0,0
Iraq,deep,near,0,0,0,0,0,0,0,0,0,0
Ireland,shallow,near,0,0,0,0,0,0.013449921,0.00150914,0,0,0.01495906
Ireland,transitional,near,0,0,0,0,0,0.056296702,0.032551793,0,0,0.088848495
Ireland,deep,near,0,0,0,0,0,0.15278444,0.418837752,0,0,0.571622192
Israel,shallow,near,0,0,0,0,0,0,0,0,0,0
Israel,transitional,near,0.002085738,0,0,0,0,0,0,0,0,0.002085738
Israel,deep,near,0.025173831,0,0,0,0,0,0,0,0,0.025173831
Italy,shallow,near,0.032367121,0.000195812,0.00021226,0,0,0,0,0,0,0.032775193
Italy,transitional,near,0.041965206,0.004971985,0.005106676,0,0,0,0,0,0,0.052043867
Italy,deep,near,0.155172286,0.38629812,0.165932654,0,0,0,0,0,0,0.707403059
Jamaica,shallow,near,0.000176041,0,0,0.005967922,0,0,0,0,0,0.006143963
Jamaica,transitional,near,0.000264061,0,4.33E-05,0.000850535,0,0,0,0,0,0.001157935
Jamaica,deep,near,0.00788689,6.45E-05,0.017614597,0.028214685,0.001182163,0,0,0,0,0.054962842
Japan,shallow,near,0,0.002338271,0.001551498,0.004591784,0.004452718,0,0,0,0,0.012934272
Japan,transitional,near,0,0.005159408,0.032446332,0.045503818,0.018490646,0.000428868,0,0,0,0.102029072
Japan,deep,near,0,0.025988424,0.59086784,1.749216721,0.960497,0.116355695,0,0,0,3.44292568
Kenya,shallow,near,0,0,0,0.004713865,0,0,0,0,0,0.004713865
Kenya,transitional,near,0,0,0,0.003407816,0,0,0,0,0,0.003407816
Kenya,deep,near,0,0,0.054921712,0.06193441,0,0,0,0,0,0.116856122
Kuwait,shallow,near,0,0.040675797,0,0,0,0,0,0,0,0.040675797
Kuwait,transitional,near,0,0.006546484,0,0,0,0,0,0,0,0.006546484
Kuwait,deep,near,0,0,0,0,0,0,0,0,0,0
Latvia,shallow,near,0,0,0.00018182,0.00793696,0.019689643,0,0,0,0,0.027808423
Latvia,transitional,near,0,0,0.007818261,0.047650167,0.051426251,0,0,0,0,0.10689468
Latvia,deep,near,0,0,0,0.00156324,0.01084354,0,0,0,0,0.012406779
Lebanon,shallow,near,0,0,0,0,0,0,0,0,0,0
Lebanon,transitional,near,0,0,0,0,0,0,0,0,0,0
Lebanon,deep,near,0.005787909,0,0,0,0,0,0,0,0,0.005787909
Liberia,shallow,near,0.002109097,0,0,0,0,0,0,0,0,0.002109097
Liberia,transitional,near,0.010172072,0,0,0,0,0,0,0,0,0.010172072
Liberia,deep,near,0.021597984,0,0,0,0,0,0,0,0,0.021597984
Libyan Arab Jamahiriya,shallow,near,0,0.011158254,0.004406594,0,0,0,0,0,0,0.015564847
Libyan Arab Jamahiriya,transitional,near,0,0.048714309,0.039620388,0,0,0,0,0,0,0.088334697
Libyan Arab Jamahiriya,deep,near,0,0.084868798,0.24914767,0,0,0,0,0,0,0.334016468
Lithuania,shallow,near,0,0,0,0,0.00281213,0,0,0,0,0.00281213
Lithuania,transitional,near,0,0,0,0,0.026813252,0,0,0,0,0.026813252
Lithuania,deep,near,0,0,0,0,0.001197986,0,0,0,0,0.001197986
Madagascar,shallow,near,0.116287788,0.024512786,0.009170977,0.001420835,0.009990729,0.013888944,7.25E-05,0.005848472,0.002229335,0.183422383
Madagascar,transitional,near,0.053125906,0.026349723,0.006952767,0.011624055,0.031296381,0.044421499,0.000217548,0.003189217,0.00175182,0.178928916
Madagascar,deep,near,0.064143716,0.067640084,0.029412212,0.033981728,0.033443945,0.069990361,0.006888271,0.001127498,0.078323369,0.384951185
Malaysia,shallow,near,0.139566487,0,0,0,0,0,0,0,0,0.139566487
Malaysia,transitional,near,0.144941809,0,0,0,0,0,0,0,0,0.144941809
Malaysia,deep,near,0.056628494,0,0,0,0,0,0,0,0,0.056628494
Maldives,shallow,near,0.004392703,0,0,0,0,0,0,0,0,0.004392703
Maldives,transitional,near,0.0031868,0,0,0,0,0,0,0,0,0.0031868
Maldives,deep,near,0.082574567,0,0,0,0,0,0,0,0,0.082574567
Malta,shallow,near,0,0,0,0,0,0,0,0,0,0
Malta,transitional,near,0,0.000238459,0,0,0,0,0,0,0,0.000238459
Malta,deep,near,0,0.065404484,0.000161471,0,0,0,0,0,0,0.065565955
Mauritania,shallow,near,0,0,0,0.003669619,0.011335879,0.04384177,0.010930309,0.003495788,0.001377486,0.07465085
Mauritania,transitional,near,0,0,0,0.020931117,0.043407221,0.008235615,0,0,0,0.072573953
Mauritania,deep,near,0,0,0,0.022084077,0.025972755,0.013924872,0,0,0,0.061981705
Mauritius,shallow,near,0,0,0,0,0,0.000388337,0.003953058,0.00045214,0,0.004793535
Mauritius,transitional,near,0,0,0,0,0,0.00116501,0.042832828,0.005182818,0,0.049180656
Mauritius,deep,near,0,0,0,0.001143677,0.003596674,0.046217971,0.054329415,0.07649747,0,0.181785207
Mexico,shallow,near,0.033020883,0.008634412,0.142878649,0.131413842,0,0.004499922,0,0.001109918,0.001843349,0.323400974
Mexico,transitional,near,0.093526141,0.061784047,0.103597083,0.169414315,0,0.010369386,0,0.01038566,0.004524583,0.453601215
Mexico,deep,near,0.408473199,0.166676253,0.167780471,0.127421783,0.002238744,0.006130329,0,0.01506317,0.047613252,0.941397201
Morocco,shallow,near,5.89E-05,0,0.001890774,0.000423502,0,0,0,0,0,0.002373215
Morocco,transitional,near,0.004565831,0.004333592,0.050605147,0.026792718,0.00630808,0,0,0,0,0.092605367
Morocco,deep,near,0.051507241,0.096145231,0.119226814,0.043432302,0.035794151,0.005364536,0,0,0,0.351470276
Mozambique,shallow,near,0.0180484,0.046453789,0.023367811,0.000282198,0,0,0,0,0,0.088152198
Mozambique,transitional,near,0.017168506,0.033766757,0.036165036,0.005890499,0,0,0,0,0,0.092990798
Mozambique,deep,near,0.047096234,0.02030971,0.206064128,0.070528481,0,0,0,0,0,0.343998553
Myanmar,shallow,near,0.057179997,0.115199452,0.012591529,0,0,0,0,0,0,0.184970979
Myanmar,transitional,near,0.069959632,0.112924393,0.026951269,0,0,0,0,0,0,0.209835294
Myanmar,deep,near,0.059029331,0.052595576,0.135560381,0,0,0,0,0,0,0.247185288
Namibia,shallow,near,6.20E-05,0,0.00027535,0,0,0,0,0,0,0.00033732
Namibia,transitional,near,0.005983876,0.000243005,0.004845637,0,0.000712947,0,0.00021012,0,0,0.011995585
Namibia,deep,near,0.058584696,0.063638666,0.075172936,0.044516428,0.043883239,0.105877132,0.040553383,0.008649339,0.002228039,0.443103858
Netherlands,shallow,near,0,0,0,0,0.03175113,0.119889392,0,0,0,0.151640522
Netherlands,transitional,near,0,0,0,0,0,0.014436948,0,0,0,0.014436948
Netherlands,deep,near,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,shallow,near,0,0,0,0,0,0,7.08E-05,0,0,7.08E-05
Netherlands Antilles,transitional,near,0,0,0,0,0,0,0.003111751,0,0,0.003111751
Netherlands Antilles,deep,near,0,0,0,0.001480504,0,0.004693011,0.046239942,0.031714328,0,0.084127786
New Caledonia,shallow,near,0,0,0.004025532,0.006967874,0.005630217,0.015578842,0,0,0,0.032202465
New Caledonia,transitional,near,0,0,0.002484139,0.004107603,0.015776739,0.030992156,0,0,0,0.053360637
New Caledonia,deep,near,0,0,0.008482619,0.097637439,0.084990088,0.119046206,0,0,0,0.310156351
New Zealand,shallow,near,0,0,0.000449222,0.004453972,0.049348125,0.012382973,0.009300662,0.00105907,0.001253161,0.078247186
New Zealand,transitional,near,0,0,0.002923251,0.024094815,0.160439833,0.03903595,0.032837988,0.008391927,0.00462385,0.272347613
New Zealand,deep,near,0,0,0.007682246,0.117721515,0.86446018,0.458070621,0.373148049,0.179808673,0.451790497,2.452681782
Nicaragua,shallow,near,0.003316053,0.011495637,0.051057069,0.070637587,0.082514445,0.001383112,0,0,0,0.220403903
Nicaragua,transitional,near,0.00907507,0.015000664,0.016559385,0.000651987,0.005777719,0.001210051,0,0,0,0.048274877
Nicaragua,deep,near,0.00542872,0.011755794,0.033806058,0.000558846,0.021398368,0.023061679,0,0,0,0.096009465
Nigeria,shallow,near,0.031924569,0,0,0,0,0,0,0,0,0.031924569
Nigeria,transitional,near,0.02839412,0,0,0,0,0,0,0,0,0.02839412
Nigeria,deep,near,0.01429801,0,0,0,0,0,0,0,0,0.01429801
Norway,shallow,near,0,0,0,0,0.002214444,0.003104049,0,0,0,0.005318494
Norway,transitional,near,0,0,0,0,0.035828403,0.063606835,0.002817432,0,0,0.102252669
Norway,deep,near,0,0,0.000744422,0.027501267,0.656642774,1.121049692,0.275713014,0,0,2.081651168
Oman,shallow,near,0.001625104,0.000457109,0.012120861,0.023246284,0.028154983,0.016916159,0,0,0,0.082520501
Oman,transitional,near,0.0049982,0.003578809,0.00405888,0.017899524,0.034944861,0.01513318,0,0,0,0.080613454
Oman,deep,near,0.044983393,0.016092677,0.009389243,0.02250147,0.045719006,0.039818338,0,0,0,0.178504126
Pakistan,shallow,near,0.012757008,0.017432957,0.042763767,0.014039378,0,0,0,0,0,0.08699311
Pakistan,transitional,near,0.008017953,0.009732079,0.033532888,0.008033649,0,0,0,0,0,0.059316568
Pakistan,deep,near,0.027371131,0.024195903,0.024205477,0.001112078,0,0,0,0,0,0.076884589
Panama,shallow,near,0.013038787,0.001433586,0,0,0,0,0,0,0,0.014472373
Panama,transitional,near,0.033596908,0.009569532,0,0,0,0,0,0,0,0.04316644
