# File: aluminum_energy_region_IAA.csv
# Title: Aluminum and alumina energy by IAA region
# Units: EJ
# Description: Regional aluminum energy consumption
# Source: World aluminum Association
# Column types: ciccnc
# ----------
flow,year,IAA_region,fuel,value,unit
Aluminum,1983,North America,electricity,0.2760228,EJ
Aluminum,1984,North America,electricity,0.3316032,EJ
Aluminum,1985,North America,electricity,0.2911788,EJ
Aluminum,1986,North America,electricity,0.2665692,EJ
Aluminum,1987,North America,electricity,0.2945304,EJ
Aluminum,1988,North America,electricity,0.3284496,EJ
Aluminum,1989,North America,electricity,0.3394188,EJ
Aluminum,1990,North America,electricity,0.3330432,EJ
Aluminum,1991,North America,electricity,0.3483468,EJ
Aluminum,1992,North America,electricity,0.349938,EJ
Aluminum,1993,North America,electricity,0.345852,EJ
Aluminum,1994,North America,electricity,0.3199536,EJ
Aluminum,1995,North America,electricity,0.3208428,EJ
Aluminum,1996,North America,electricity,0.3373344,EJ
Aluminum,1997,North America,electricity,0.3413304,EJ
Aluminum,1998,North America,electricity,0.3506472,EJ
Aluminum,1999,North America,electricity,0.313092,EJ
Aluminum,2000,North America,electricity,0.3138444,EJ
Aluminum,2001,North America,electricity,0.2573352,EJ
Aluminum,2002,North America,electricity,0.2832552,EJ
Aluminum,2003,North America,electricity,0.2921328,EJ
Aluminum,2004,North America,electricity,0.2651616,EJ
Aluminum,2005,North America,electricity,0.2874276,EJ
Aluminum,2006,North America,electricity,0.2807964,EJ
Aluminum,2007,North America,electricity,0.2952324,EJ
Aluminum,2008,North America,electricity,0.304902,EJ
Aluminum,2009,North America,electricity,0.2204928,EJ
Aluminum,2010,North America,electricity,0.2415348,EJ
Aluminum,2011,North America,electricity,0.25056,EJ
Aluminum,2012,North America,electricity,0.243738,EJ
Aluminum,2013,North America,electricity,0.2431116,EJ
Aluminum,2014,North America,electricity,0.2056644,EJ
Aluminum,2015,North America,electricity,0.2414088,EJ
Aluminum,1980,Oceania,electricity,0.0276156,EJ
Aluminum,1981,Oceania,electricity,0.0310644,EJ
Aluminum,1982,Oceania,electricity,0.0324648,EJ
Aluminum,1983,Oceania,electricity,0.0412092,EJ
Aluminum,1984,Oceania,electricity,0.0571032,EJ
Aluminum,1985,Oceania,electricity,0.0625896,EJ
Aluminum,1986,Oceania,electricity,0.064062,EJ
Aluminum,1987,Oceania,electricity,0.0718884,EJ
Aluminum,1988,Oceania,electricity,0.0794736,EJ
Aluminum,1989,Oceania,electricity,0.0826668,EJ
Aluminum,1990,Oceania,electricity,0.0830772,EJ
Aluminum,1991,Oceania,electricity,0.084114,EJ
Aluminum,1992,Oceania,electricity,0.0826956,EJ
Aluminum,1993,Oceania,electricity,0.091044,EJ
Aluminum,1994,Oceania,electricity,0.08649,EJ
Aluminum,1995,Oceania,electricity,0.0858636,EJ
Aluminum,1996,Oceania,electricity,0.0907416,EJ
Aluminum,1997,Oceania,electricity,0.0987084,EJ
Aluminum,1998,Oceania,electricity,0.1070964,EJ
Aluminum,1999,Oceania,electricity,0.1095372,EJ
Aluminum,2000,Oceania,electricity,0.10449,EJ
Aluminum,2001,Oceania,electricity,0.1130436,EJ
Aluminum,2002,Oceania,electricity,0.1134,EJ
Aluminum,2003,Oceania,electricity,0.1167912,EJ
Aluminum,2004,Oceania,electricity,0.119376,EJ
Aluminum,2005,Oceania,electricity,0.1198044,EJ
Aluminum,2006,Oceania,electricity,0.1214784,EJ
Aluminum,2007,Oceania,electricity,0.1239012,EJ
Aluminum,2008,Oceania,electricity,0.1218528,EJ
Aluminum,2009,Oceania,electricity,0.1154016,EJ
Aluminum,2010,Oceania,electricity,0.0833364,EJ
Aluminum,2011,Oceania,electricity,0.1246572,EJ
Aluminum,2012,Oceania,electricity,0.113616,EJ
Aluminum,2013,Oceania,electricity,0.08262,EJ
Aluminum,2014,Oceania,electricity,0.1083024,EJ
Aluminum,2015,Oceania,electricity,0.1046808,EJ
Aluminum,1980,South America,electricity,0.0512604,EJ
Aluminum,1981,South America,electricity,0.0496908,EJ
Aluminum,1982,South America,electricity,0.0489924,EJ
Aluminum,1983,South America,electricity,0.0576072,EJ
Aluminum,1984,South America,electricity,0.0615528,EJ
Aluminum,1985,South America,electricity,0.0675216,EJ
Aluminum,1986,South America,electricity,0.0790632,EJ
Aluminum,1987,South America,electricity,0.0855072,EJ
Aluminum,1988,South America,electricity,0.0897624,EJ
Aluminum,1989,South America,electricity,0.0969696,EJ
Aluminum,1990,South America,electricity,0.1034676,EJ
Aluminum,1991,South America,electricity,0.11457,EJ
Aluminum,1992,South America,electricity,0.110484,EJ
Aluminum,1993,South America,electricity,0.1085796,EJ
Aluminum,1994,South America,electricity,0.1111824,EJ
Aluminum,1995,South America,electricity,0.1155456,EJ
Aluminum,1996,South America,electricity,0.1187964,EJ
Aluminum,1997,South America,electricity,0.11898,EJ
Aluminum,1998,South America,electricity,0.1189764,EJ
Aluminum,1999,South America,electricity,0.1105308,EJ
Aluminum,2000,South America,electricity,0.1196172,EJ
Aluminum,2001,South America,electricity,0.12078,EJ
Aluminum,2002,South America,electricity,0.12078,EJ
Aluminum,2003,South America,electricity,0.1248084,EJ
Aluminum,2004,South America,electricity,0.1322316,EJ
Aluminum,2005,South America,electricity,0.1245852,EJ
Aluminum,2006,South America,electricity,0.1363356,EJ
Aluminum,2007,South America,electricity,0.1409904,EJ
Aluminum,2008,South America,electricity,0.1493856,EJ
Aluminum,2009,South America,electricity,0.1053324,EJ
Aluminum,2010,South America,electricity,0.1250496,EJ
Aluminum,2011,South America,electricity,0.1224936,EJ
Aluminum,2012,South America,electricity,0.1145016,EJ
Aluminum,2013,South America,electricity,0.0986076,EJ
Aluminum,2014,South America,electricity,0.0758844,EJ
Aluminum,2015,South America,electricity,0.0737604,EJ
Alumina,2015,Africa & Asia (ex China),coal,0.054114,EJ
Alumina,2015,Africa & Asia (ex China),refined liquids,0.013314,EJ
Alumina,2015,Africa & Asia (ex China),gas,0.00051,EJ
Alumina,2015,Africa & Asia (ex China),electricity,0.000106,EJ
Alumina,2015,Africa & Asia (ex China),biomass,0.003609,EJ
Alumina,2014,Africa & Asia (ex China),coal,0.032045,EJ
Alumina,2014,Africa & Asia (ex China),refined liquids,0.007514,EJ
Alumina,2014,Africa & Asia (ex China),gas,0.000361,EJ
Alumina,2014,Africa & Asia (ex China),electricity,0.000075,EJ
Alumina,2014,Africa & Asia (ex China),biomass,0.002988,EJ
Alumina,2013,Africa & Asia (ex China),coal,0.0317,EJ
Alumina,2013,Africa & Asia (ex China),refined liquids,0.007374,EJ
Alumina,2013,Africa & Asia (ex China),gas,0.000387,EJ
Alumina,2013,Africa & Asia (ex China),electricity,0.000155,EJ
Alumina,2013,Africa & Asia (ex China),biomass,0.003315,EJ
Alumina,2011,Africa & Asia (ex China),coal,0.029083,EJ
Alumina,2011,Africa & Asia (ex China),refined liquids,0.009909,EJ
Alumina,2011,Africa & Asia (ex China),gas,0.00059,EJ
Alumina,2011,Africa & Asia (ex China),electricity,0.001175,EJ
Alumina,2011,Africa & Asia (ex China),biomass,0.003563,EJ
Alumina,2010,Africa & Asia (ex China),coal,0.012251,EJ
Alumina,2010,Africa & Asia (ex China),refined liquids,0.01157,EJ
Alumina,2010,Africa & Asia (ex China),gas,0.000589,EJ
Alumina,2010,Africa & Asia (ex China),electricity,0.000404,EJ
Alumina,2010,Africa & Asia (ex China),biomass,0.004224,EJ
Alumina,2009,Africa & Asia (ex China),coal,0.026274,EJ
Alumina,2009,Africa & Asia (ex China),refined liquids,0.017844,EJ
Alumina,2009,Africa & Asia (ex China),gas,0.000044,EJ
Alumina,2009,Africa & Asia (ex China),electricity,0.001251,EJ
Alumina,2009,Africa & Asia (ex China),biomass,0.001965,EJ
Alumina,2008,Africa & Asia (ex China),coal,0.03282,EJ
Alumina,2008,Africa & Asia (ex China),refined liquids,0.017598,EJ
Alumina,2008,Africa & Asia (ex China),gas,0.000052,EJ
Alumina,2008,Africa & Asia (ex China),electricity,0.000924,EJ
Alumina,2008,Africa & Asia (ex China),biomass,0.00308,EJ
Alumina,2007,Africa & Asia (ex China),coal,0.00781,EJ
Alumina,2007,Africa & Asia (ex China),refined liquids,0.011771,EJ
Alumina,2007,Africa & Asia (ex China),gas,0.00084,EJ
Alumina,2007,Africa & Asia (ex China),electricity,0.000599,EJ
Alumina,2007,Africa & Asia (ex China),biomass,0.002905,EJ
Alumina,2006,Africa & Asia (ex China),coal,0.027188,EJ
Alumina,2006,Africa & Asia (ex China),refined liquids,0.017817,EJ
Alumina,2006,Africa & Asia (ex China),gas,0.000021,EJ
Alumina,2006,Africa & Asia (ex China),electricity,0.002298,EJ
Alumina,2006,Africa & Asia (ex China),biomass,0.002516,EJ
Alumina,2005,Africa & Asia (ex China),coal,0.026767,EJ
Alumina,2005,Africa & Asia (ex China),refined liquids,0.014868,EJ
Alumina,2005,Africa & Asia (ex China),gas,0,EJ
Alumina,2005,Africa & Asia (ex China),electricity,0.002208,EJ
Alumina,2005,Africa & Asia (ex China),biomass,0.000703,EJ
Alumina,2004,Africa & Asia (ex China),coal,0.028802,EJ
Alumina,2004,Africa & Asia (ex China),refined liquids,0.013014,EJ
Alumina,2004,Africa & Asia (ex China),gas,0,EJ
Alumina,2004,Africa & Asia (ex China),electricity,0.000762,EJ
Alumina,2004,Africa & Asia (ex China),biomass,0,EJ
Alumina,2003,Africa & Asia (ex China),coal,0.010366,EJ
Alumina,2003,Africa & Asia (ex China),refined liquids,0.012521,EJ
Alumina,2003,Africa & Asia (ex China),gas,0,EJ
Alumina,2003,Africa & Asia (ex China),electricity,0.000754,EJ
Alumina,2003,Africa & Asia (ex China),biomass,0,EJ
Alumina,2001,Africa & Asia (ex China),coal,0.021541,EJ
Alumina,2001,Africa & Asia (ex China),refined liquids,0.015294,EJ
Alumina,2001,Africa & Asia (ex China),gas,0,EJ
Alumina,2001,Africa & Asia (ex China),electricity,0.00072,EJ
Alumina,2001,Africa & Asia (ex China),biomass,0,EJ
Alumina,2000,Africa & Asia (ex China),coal,0.019115,EJ
Alumina,2000,Africa & Asia (ex China),refined liquids,0.013533,EJ
Alumina,2000,Africa & Asia (ex China),gas,0,EJ
Alumina,2000,Africa & Asia (ex China),electricity,0.002734,EJ
Alumina,2000,Africa & Asia (ex China),biomass,0.00032,EJ
Alumina,1999,Africa & Asia (ex China),coal,0.020199,EJ
Alumina,1999,Africa & Asia (ex China),refined liquids,0.016541,EJ
Alumina,1999,Africa & Asia (ex China),gas,0,EJ
Alumina,1999,Africa & Asia (ex China),electricity,0.00297,EJ
Alumina,1999,Africa & Asia (ex China),biomass,0.000405,EJ
Alumina,1998,Africa & Asia (ex China),coal,0.018462,EJ
Alumina,1998,Africa & Asia (ex China),refined liquids,0.016838,EJ
Alumina,1998,Africa & Asia (ex China),gas,0,EJ
Alumina,1998,Africa & Asia (ex China),electricity,0.003215,EJ
Alumina,1998,Africa & Asia (ex China),biomass,0.000338,EJ
Alumina,1997,Africa & Asia (ex China),coal,0.017736,EJ
Alumina,1997,Africa & Asia (ex China),refined liquids,0.015652,EJ
Alumina,1997,Africa & Asia (ex China),gas,0,EJ
Alumina,1997,Africa & Asia (ex China),electricity,0.002007,EJ
Alumina,1997,Africa & Asia (ex China),biomass,0.000835,EJ
Alumina,1996,Africa & Asia (ex China),coal,0.017364,EJ
Alumina,1996,Africa & Asia (ex China),refined liquids,0.016901,EJ
Alumina,1996,Africa & Asia (ex China),gas,0,EJ
Alumina,1996,Africa & Asia (ex China),electricity,0.001972,EJ
Alumina,1996,Africa & Asia (ex China),biomass,0.000385,EJ
Alumina,1995,Africa & Asia (ex China),coal,0.016717,EJ
Alumina,1995,Africa & Asia (ex China),refined liquids,0.01704,EJ
Alumina,1995,Africa & Asia (ex China),gas,0,EJ
Alumina,1995,Africa & Asia (ex China),electricity,0.001951,EJ
Alumina,1995,Africa & Asia (ex China),biomass,0.000347,EJ
Alumina,1994,Africa & Asia (ex China),coal,0.016092,EJ
Alumina,1994,Africa & Asia (ex China),refined liquids,0.016402,EJ
Alumina,1994,Africa & Asia (ex China),gas,0.000176,EJ
Alumina,1994,Africa & Asia (ex China),electricity,0.001717,EJ
Alumina,1994,Africa & Asia (ex China),biomass,0.000188,EJ
Alumina,1993,Africa & Asia (ex China),coal,0.017206,EJ
Alumina,1993,Africa & Asia (ex China),refined liquids,0.016716,EJ
Alumina,1993,Africa & Asia (ex China),gas,0,EJ
Alumina,1993,Africa & Asia (ex China),electricity,0.001874,EJ
Alumina,1993,Africa & Asia (ex China),biomass,0.000116,EJ
Alumina,1992,Africa & Asia (ex China),coal,0.015377,EJ
Alumina,1992,Africa & Asia (ex China),refined liquids,0.015981,EJ
Alumina,1992,Africa & Asia (ex China),gas,0,EJ
Alumina,1992,Africa & Asia (ex China),electricity,0.00198,EJ
Alumina,1992,Africa & Asia (ex China),biomass,0,EJ
Alumina,1991,Africa & Asia (ex China),coal,0.015928,EJ
Alumina,1991,Africa & Asia (ex China),refined liquids,0.015461,EJ
Alumina,1991,Africa & Asia (ex China),gas,0.000015,EJ
Alumina,1991,Africa & Asia (ex China),electricity,0.002085,EJ
Alumina,1991,Africa & Asia (ex China),biomass,0,EJ
Alumina,1990,Africa & Asia (ex China),coal,0.014956,EJ
Alumina,1990,Africa & Asia (ex China),refined liquids,0.013896,EJ
Alumina,1990,Africa & Asia (ex China),gas,0,EJ
Alumina,1990,Africa & Asia (ex China),electricity,0.002094,EJ
Alumina,1990,Africa & Asia (ex China),biomass,0.00207,EJ
Alumina,1989,Africa & Asia (ex China),coal,0.012804,EJ
Alumina,1989,Africa & Asia (ex China),refined liquids,0.017323,EJ
Alumina,1989,Africa & Asia (ex China),gas,0,EJ
Alumina,1989,Africa & Asia (ex China),electricity,0.002227,EJ
Alumina,1989,Africa & Asia (ex China),biomass,0,EJ
Alumina,1988,Africa & Asia (ex China),coal,0.011911,EJ
Alumina,1988,Africa & Asia (ex China),refined liquids,0.015342,EJ
Alumina,1988,Africa & Asia (ex China),gas,0,EJ
Alumina,1988,Africa & Asia (ex China),electricity,0.002343,EJ
Alumina,1988,Africa & Asia (ex China),biomass,0,EJ
Alumina,1987,Africa & Asia (ex China),coal,0.008106,EJ
Alumina,1987,Africa & Asia (ex China),refined liquids,0.012137,EJ
Alumina,1987,Africa & Asia (ex China),gas,0,EJ
Alumina,1987,Africa & Asia (ex China),electricity,0.001503,EJ
Alumina,1987,Africa & Asia (ex China),biomass,0,EJ
Alumina,1986,Africa & Asia (ex China),coal,0.006854,EJ
Alumina,1986,Africa & Asia (ex China),refined liquids,0.011414,EJ
Alumina,1986,Africa & Asia (ex China),gas,0,EJ
Alumina,1986,Africa & Asia (ex China),electricity,0.001529,EJ
Alumina,1986,Africa & Asia (ex China),biomass,0,EJ
Alumina,1985,Africa & Asia (ex China),coal,0.007339,EJ
Alumina,1985,Africa & Asia (ex China),refined liquids,0.011097,EJ
Alumina,1985,Africa & Asia (ex China),gas,0,EJ
Alumina,1985,Africa & Asia (ex China),electricity,0.001943,EJ
Alumina,1985,Africa & Asia (ex China),biomass,0,EJ
Alumina,2015,North America,coal,0,EJ
Alumina,2015,North America,refined liquids,0,EJ
Alumina,2015,North America,gas,0.035672,EJ
Alumina,2015,North America,electricity,0.00198,EJ
Alumina,2015,North America,biomass,0.013404,EJ
Alumina,2014,North America,coal,0.000071,EJ
Alumina,2014,North America,refined liquids,0.000025,EJ
Alumina,2014,North America,gas,0.050384,EJ
Alumina,2014,North America,electricity,0.003113,EJ
Alumina,2014,North America,biomass,0.014727,EJ
Alumina,2013,North America,coal,0.000078,EJ
Alumina,2013,North America,refined liquids,0.000027,EJ
Alumina,2013,North America,gas,0.045164,EJ
Alumina,2013,North America,electricity,0.003064,EJ
Alumina,2013,North America,biomass,0.015476,EJ
Alumina,2011,North America,coal,0,EJ
Alumina,2011,North America,refined liquids,0,EJ
Alumina,2011,North America,gas,0.032296,EJ
Alumina,2011,North America,electricity,0.001918,EJ
Alumina,2011,North America,biomass,0.012322,EJ
Alumina,2010,North America,coal,0,EJ
Alumina,2010,North America,refined liquids,0,EJ
Alumina,2010,North America,gas,0.030271,EJ
Alumina,2010,North America,electricity,0.002079,EJ
Alumina,2010,North America,biomass,0.010998,EJ
Alumina,2009,North America,coal,0.000095,EJ
Alumina,2009,North America,refined liquids,0.001324,EJ
Alumina,2009,North America,gas,0.017369,EJ
Alumina,2009,North America,electricity,0.002322,EJ
Alumina,2009,North America,biomass,0.011002,EJ
Alumina,2008,North America,coal,0.000065,EJ
Alumina,2008,North America,refined liquids,0.003935,EJ
Alumina,2008,North America,gas,0.038978,EJ
Alumina,2008,North America,electricity,0.004185,EJ
Alumina,2008,North America,biomass,0.011842,EJ
Alumina,2007,North America,coal,0,EJ
Alumina,2007,North America,refined liquids,0.004299,EJ
Alumina,2007,North America,gas,0.037298,EJ
Alumina,2007,North America,electricity,0.003432,EJ
Alumina,2007,North America,biomass,0.011632,EJ
Alumina,2006,North America,coal,0,EJ
Alumina,2006,North America,refined liquids,0.003942,EJ
Alumina,2006,North America,gas,0.058125,EJ
Alumina,2006,North America,electricity,0.003625,EJ
Alumina,2006,North America,biomass,0,EJ
Alumina,2005,North America,coal,0,EJ
Alumina,2005,North America,refined liquids,0.005827,EJ
Alumina,2005,North America,gas,0.052919,EJ
Alumina,2005,North America,electricity,0.003494,EJ
Alumina,2005,North America,biomass,0,EJ
Alumina,2004,North America,coal,0,EJ
Alumina,2004,North America,refined liquids,0.004989,EJ
Alumina,2004,North America,gas,0.039838,EJ
Alumina,2004,North America,electricity,0.003182,EJ
Alumina,2004,North America,biomass,0,EJ
Alumina,2003,North America,coal,0,EJ
Alumina,2003,North America,refined liquids,0.00463,EJ
Alumina,2003,North America,gas,0.039963,EJ
Alumina,2003,North America,electricity,0.00312,EJ
Alumina,2003,North America,biomass,0,EJ
Alumina,2001,North America,coal,0,EJ
Alumina,2001,North America,refined liquids,0.003742,EJ
Alumina,2001,North America,gas,0.031967,EJ
Alumina,2001,North America,electricity,0.003901,EJ
