# File: aluminum_energy_region_IAA.csv
# Title: Aluminum and alumina energy by IAA region
# Units: EJ
# Description: Regional aluminum energy consumption
# Source: World aluminum Association
# Column types: ciccnc
# ----------
flow,year,IAA_region,fuel,value,unit
Alumina,2003,China,electricity,0.016956,EJ
Alumina,2003,China,biomass,0.00181,EJ
Alumina,2001,China,coal,0.116904,EJ
Alumina,2001,China,refined liquids,0.007356,EJ
Alumina,2001,China,gas,0.020325,EJ
Alumina,2001,China,electricity,0.015115,EJ
Alumina,2001,China,biomass,0.001613,EJ
Alumina,2000,China,coal,0.111849,EJ
Alumina,2000,China,refined liquids,0.007038,EJ
Alumina,2000,China,gas,0.019447,EJ
Alumina,2000,China,electricity,0.014462,EJ
Alumina,2000,China,biomass,0.001543,EJ
Alumina,1999,China,coal,0.106522,EJ
Alumina,1999,China,refined liquids,0.006703,EJ
Alumina,1999,China,gas,0.01852,EJ
Alumina,1999,China,electricity,0.013773,EJ
Alumina,1999,China,biomass,0.00147,EJ
Alumina,1998,China,coal,0.098055,EJ
Alumina,1998,China,refined liquids,0.00617,EJ
Alumina,1998,China,gas,0.017048,EJ
Alumina,1998,China,electricity,0.012678,EJ
Alumina,1998,China,biomass,0.001353,EJ
Alumina,1997,China,coal,0,EJ
Alumina,1997,China,refined liquids,0,EJ
Alumina,1997,China,gas,0,EJ
Alumina,1997,China,electricity,0,EJ
Alumina,1997,China,biomass,0,EJ
Alumina,1996,China,coal,0,EJ
Alumina,1996,China,refined liquids,0,EJ
Alumina,1996,China,gas,0,EJ
Alumina,1996,China,electricity,0,EJ
Alumina,1996,China,biomass,0,EJ
Alumina,1995,China,coal,0,EJ
Alumina,1995,China,refined liquids,0,EJ
Alumina,1995,China,gas,0,EJ
Alumina,1995,China,electricity,0,EJ
Alumina,1995,China,biomass,0,EJ
Alumina,1994,China,coal,0,EJ
Alumina,1994,China,refined liquids,0,EJ
Alumina,1994,China,gas,0,EJ
Alumina,1994,China,electricity,0,EJ
Alumina,1994,China,biomass,0,EJ
Alumina,1993,China,coal,0,EJ
Alumina,1993,China,refined liquids,0,EJ
Alumina,1993,China,gas,0,EJ
Alumina,1993,China,electricity,0,EJ
Alumina,1993,China,biomass,0,EJ
Alumina,1992,China,coal,0,EJ
Alumina,1992,China,refined liquids,0,EJ
Alumina,1992,China,gas,0,EJ
Alumina,1992,China,electricity,0,EJ
Alumina,1992,China,biomass,0,EJ
Alumina,1991,China,coal,0,EJ
Alumina,1991,China,refined liquids,0,EJ
Alumina,1991,China,gas,0,EJ
Alumina,1991,China,electricity,0,EJ
Alumina,1991,China,biomass,0,EJ
Alumina,1990,China,coal,0,EJ
Alumina,1990,China,refined liquids,0,EJ
Alumina,1990,China,gas,0,EJ
Alumina,1990,China,electricity,0,EJ
Alumina,1990,China,biomass,0,EJ
Alumina,1989,China,coal,0,EJ
Alumina,1989,China,refined liquids,0,EJ
Alumina,1989,China,gas,0,EJ
Alumina,1989,China,electricity,0,EJ
Alumina,1989,China,biomass,0,EJ
Alumina,1988,China,coal,0,EJ
Alumina,1988,China,refined liquids,0,EJ
Alumina,1988,China,gas,0,EJ
Alumina,1988,China,electricity,0,EJ
Alumina,1988,China,biomass,0,EJ
Alumina,1987,China,coal,0,EJ
Alumina,1987,China,refined liquids,0,EJ
Alumina,1987,China,gas,0,EJ
Alumina,1987,China,electricity,0,EJ
Alumina,1987,China,biomass,0,EJ
Alumina,1986,China,coal,0,EJ
Alumina,1986,China,refined liquids,0,EJ
Alumina,1986,China,gas,0,EJ
Alumina,1986,China,electricity,0,EJ
Alumina,1986,China,biomass,0,EJ
Alumina,1985,China,coal,0,EJ
Alumina,1985,China,refined liquids,0,EJ
Alumina,1985,China,gas,0,EJ
Alumina,1985,China,electricity,0,EJ
Alumina,1985,China,biomass,0,EJ
