# File: paper_food_TFE.csv
# Title: Paper industry and food processing industry final energy
# Units: ktoe
# Source: IEA energy balances
# Column types: cinn
# ----------
iso,year,TFE_food,TFE_paper
aze,2011,218,1
aze,2012,332,2
aze,2013,341,3
aze,2014,349,4
aze,2015,356,6
bel,1971,439,106
bel,1972,468,203
bel,1973,508,241
bel,1974,558,275
bel,1975,540,260
bel,1976,606,282
bel,1977,559,264
bel,1978,560,255
bel,1979,574,252
bel,1980,544,235
bel,1981,580,239
bel,1982,758,298
bel,1983,652,271
bel,1984,813,288
bel,1985,907,288
bel,1986,1058,306
bel,1987,899,351
bel,1988,792,350
bel,1989,730,347
bel,1990,746,370
bel,1991,700,334
bel,1992,702,364
bel,1993,654,404
bel,1994,623,410
bel,1995,648,504
bel,1996,706,441
bel,1997,789,458
bel,1998,676,442
bel,1999,685,498
bel,2000,726,534
bel,2001,716,513
bel,2002,718,556
bel,2003,1042,606
bel,2004,1057,647
bel,2005,944,621
bel,2006,1086,713
bel,2007,1059,843
bel,2008,963,739
bel,2009,1092,757
bel,2010,1284,747
bel,2011,1282,682
bel,2012,1344,676
bel,2013,1367,709
bel,2014,1404,713
bel,2015,1453,699
bgd,1974,7,1
bgr,1980,103,0
bgr,1987,124,87
bgr,1988,985,272
bgr,1989,957,318
bgr,1990,258,49
bgr,1991,191,176
bgr,1992,595,148
bgr,1993,492,108
bgr,1994,426,112
bgr,1995,411,144
bgr,1996,413,152
bgr,1997,362,153
bgr,1998,335,135
bgr,1999,324,99
bgr,2000,312,103
bgr,2001,295,75
bgr,2002,295,143
bgr,2003,269,162
bgr,2004,288,193
bgr,2005,296,196
bgr,2006,290,165
bgr,2007,280,172
bgr,2008,285,171
bgr,2009,263,76
bgr,2010,251,190
bgr,2011,235,219
bgr,2012,233,216
bgr,2013,240,251
bgr,2014,234,212
bgr,2015,249,245
bih,1981,164.1210449,61.26762411
bih,1982,164.1210449,51.58543481
bih,1983,105.8691847,34.12574918
bih,1984,117.9322402,33.17340269
bih,1985,115.0752007,33.17340269
bih,1986,115.7100984,37.30023748
bih,1987,104.9168382,38.88748162
bih,1988,9.047291643,7.93622074
bih,1989,79.3622074,31.42743413
bih,1993,7,0
bih,1994,10,0
bih,1995,10,0
bih,1996,11,0
bih,1997,11,0
bih,1998,11,0
bih,1999,11,0
bih,2008,24,17
bih,2009,26,16
bih,2010,30,16
bih,2011,31,17
bih,2012,30,20
bih,2013,46,24
bih,2014,44,23
bih,2015,57,25
blr,1971,617.74814,122.144483
blr,1972,642.1770366,129.2346641
blr,1973,663.6731765,136.3570733
blr,1974,694.1609551,143.4472543
blr,1975,718.364255,153.7924731
blr,1976,751.4947375,160.0447237
blr,1977,784.6896762,166.3292023
blr,1978,821.1074244,172.5814529
blr,1979,850.8861849,178.8659316
blr,1980,890.2689179,170.3254862
blr,1981,859.0398931,192.7240128
blr,1982,854.0123102,201.9412482
blr,1983,851.8530278,211.1262555
blr,1984,847.7922877,220.3434909
blr,1985,843.2481262,229.5607263
blr,1986,840.0897728,238.7779617
blr,1987,899.0671881,247.9951971
blr,1988,929.9417039,257.2124325
blr,1989,926.5899819,257.2124325
blr,1990,1030,232
blr,1991,1039,225
blr,1992,968,215
blr,1993,832,174
blr,1994,721,143
blr,1995,610,131
blr,1996,633,116
blr,1997,645,130
blr,1998,716,150
blr,1999,687,151
blr,2000,655,129
blr,2001,628,142
blr,2002,588,135
blr,2003,587,133
blr,2004,613,144
blr,2005,639,144
blr,2006,649,140
blr,2007,655,136
blr,2008,676,133
blr,2009,704,101
blr,2010,738,120
blr,2011,769,122
blr,2012,750,145
blr,2013,733,121
blr,2014,701,115
blr,2015,665,102
bra,1971,6011,1067
bra,1972,6497,1182
bra,1973,6847,1347
bra,1974,6924,1529
bra,1975,6564,1505
bra,1976,7274,1718
bra,1977,8165,1943
bra,1978,7801,2133
bra,1979,7547,2385
bra,1980,8139,2665
bra,1981,8239,2520
bra,1982,8427,2631
bra,1983,9186,2778
bra,1984,9093,2879
bra,1985,8738,3171
bra,1986,8786,3361
bra,1987,9500,3390
bra,1988,8753,3575
bra,1989,7976,3622
bra,1990,8348,3614
bra,1991,8428,3816
bra,1992,9452,4356
bra,1993,9510,4583
bra,1994,10938,4791
bra,1995,11273,4864
bra,1996,11735,5095
bra,1997,12364,5117
bra,1998,13672,5551
bra,1999,14523,5979
bra,2000,12510,6190
bra,2001,14414,6142
bra,2002,15835,6569
bra,2003,16647,7097
bra,2004,17595,7284
bra,2005,17919,7671
bra,2006,20109,7995
bra,2007,21247,8534
bra,2008,20680,8938
bra,2009,21644,9489
bra,2010,23226,10029
bra,2011,22974,10166
bra,2012,24101,9977
bra,2013,23321,10544
bra,2014,22192,11144
bra,2015,21456,11703
bwa,1998,32,0
bwa,1999,6,0
bwa,2000,8,0
bwa,2001,43,0
bwa,2002,46,0
bwa,2003,38,0
bwa,2004,16,0
bwa,2005,9,0
bwa,2006,8,0
bwa,2007,13,1
bwa,2008,19,2
bwa,2009,18,2
bwa,2010,12,2
bwa,2011,10,2
bwa,2012,11,2
bwa,2013,11,2
bwa,2014,13,2
bwa,2015,12,2
can,1971,354,10192
can,1972,355,10567
can,1973,1088,12205
can,1974,1091,12849
can,1975,1055,9943
can,1976,1035,10744
can,1977,1067,10870
can,1978,370,12788
can,1979,404,12911
can,1980,1060,13886
can,1981,1084,12714
can,1982,1075,12034
can,1983,872,12665
can,1984,965,13248
can,1985,943,14106
can,1986,981,14463
can,1987,1007,14976
can,1988,0,14826
can,1989,0,14537
can,1990,0,14868
can,1991,0,14880
can,1992,0,14767
can,1993,0,14662
can,1994,0,15956
can,1995,0,16739
can,1996,0,16162
can,1997,0,16299
can,1998,0,16191
can,1999,0,17273
can,2000,0,17648
can,2001,0,16018
can,2002,0,16743
can,2003,0,17027
can,2004,0,18462
can,2005,1331,17133
can,2006,1313,15899
can,2007,1335,15399
can,2008,1344,13776
can,2009,1521,12514
can,2010,1424,11244
can,2011,1381,10843
can,2012,1517,10626
can,2013,1446,11473
can,2014,1370,11179
can,2015,1332,10855
che,1971,31,93
che,1972,35,99
che,1973,35,105
che,1974,37,113
che,1975,41,101
che,1976,48,108
che,1977,50,107
che,1978,39,149
che,1979,42,180
che,1980,52,211
che,1981,56,239
che,1982,136,338
che,1983,134,338
che,1984,153,330
che,1985,156,346
che,1986,148,353
che,1987,162,360
che,1988,147,374
che,1989,161,377
che,1990,161,385
che,1991,181,392
che,1992,145,413
che,1993,179,375
che,1994,140,398
che,1995,131,417
che,1996,165,378
che,1997,153,382
che,1998,146,395
che,1999,384,608
che,2000,395,592
che,2001,405,626
che,2002,387,640
che,2003,374,635
che,2004,382,598
che,2005,386,566
che,2006,426,589
che,2007,421,600
che,2008,427,580
che,2009,482,467
che,2010,501,501
che,2011,457,425
che,2012,455,391
che,2013,503,376
che,2014,510,341
che,2015,486,348
chl,1971,93,173
chl,1972,93,198
chl,1973,88,192
chl,1974,103,189
chl,1975,92,188
chl,1976,98,189
chl,1977,117,534
chl,1978,73,610
chl,1979,53,575
chl,1980,57,626
chl,1981,70,573
chl,1982,36,551
chl,1983,62,666
chl,1984,102,711
chl,1985,85,696
chl,1986,131,669
chl,1987,127,667
chl,1988,128,674
chl,1989,132,591
chl,1990,0,671
chl,1991,0,974
chl,1992,0,1130
chl,1993,0,754
chl,1994,0,761
chl,1995,0,793
chl,1996,0,805
chl,1997,0,640
chl,1998,0,849
chl,1999,0,953
chl,2000,0,1272
chl,2001,0,1040
chl,2002,0,1220
chl,2003,0,935
chl,2004,0,1188
chl,2005,0,1318
chl,2006,0,1586
chl,2007,0,1873
chl,2008,0,1880
chl,2009,0,1914
chl,2010,0,1319
chl,2011,0,1947
chl,2012,12,2286
chl,2013,1,2267
chl,2014,47,2308
chl,2015,47,2160
chn,1971,278,223
chn,1972,307,245
chn,1973,336,268
chn,1974,340,272
chn,1975,394,315
chn,1976,409,327
chn,1977,450,360
chn,1978,516,413
chn,1979,567,454
chn,1980,8317,4693
chn,1981,8651,4354
chn,1982,9342,4735
chn,1983,10136,5088
chn,1984,10892,5534
chn,1985,13150,6980
chn,1986,14158,7501
chn,1987,15796,8036
chn,1988,16478,8499
chn,1989,17510,8817
chn,1990,17773,9118
chn,1991,18149,9299
chn,1992,18927,9971
chn,1993,20276,10675
chn,1994,20429,10841
chn,1995,23485,12781
chn,1996,20280,10945
chn,1997,19734,10593
chn,1998,22189,11511
chn,1999,18798,9720
chn,2000,18679,11504
chn,2001,19417,12247
chn,2002,20153,13617
chn,2003,18896,13963
chn,2004,27227,17462
chn,2005,31553,19489
chn,2006,34520,20834
chn,2007,38023,21370
chn,2008,40862,23137
chn,2009,41447,24856
chn,2010,42550,26007
chn,2011,43446,26332
chn,2012,43334,24366
chn,2013,44035,23856
chn,2014,39831,22180
chn,2015,39528,21336
col,1971,58,31
col,1972,50,24
col,1973,52,23
col,1974,65,30
col,1975,791,296
col,1976,833,314
col,1977,835,333
col,1978,844,351
col,1979,894,344
col,1980,949,338
col,1981,910,336
col,1982,918,325
col,1983,1041,384
col,1984,976,416
col,1985,1152,447
col,1986,1085,460
col,1987,1199,429
col,1988,1115,469
col,1989,1112,457
col,1990,1309,509
col,1991,1437,536
col,1992,1013,598
col,1993,1110,649
col,1994,1147,581
col,1995,1173,606
col,1996,1209,632
col,1997,1272,658
col,1998,1246,640
col,1999,1142,623
col,2000,1138,727
col,2001,1119,727
col,2002,1093,1267
col,2003,1199,648
col,2004,1139,626
col,2005,1145,651
col,2006,1157,599
col,2007,1279,622
col,2008,1330,663
col,2009,1208,683
col,2010,1153,588
col,2011,1147,653
col,2012,984,533
col,2013,2175,713
col,2014,2363,716
col,2015,2355,690
cri,1971,98,0
cri,1972,112,0
cri,1973,112,0
cri,1974,107,0
cri,1975,111,0
cri,1976,113,0
cri,1977,121,0
cri,1978,131,0
cri,1979,136,0
cri,1980,126,0
cri,1981,128,0
cri,1982,124,0
cri,1983,131,0
cri,1984,161,0
cri,1985,147,0
cri,1986,143,0
cri,1987,142,0
cri,1988,148,0
cri,1989,169,1
cri,1990,184,1
cri,1991,192,1
cri,1992,181,8
cri,1993,189,8
cri,1994,215,8
cri,1995,226,8
cri,1996,232,8
cri,1997,228,8
cri,1998,255,9
cri,1999,271,9
cri,2000,332,10
cri,2001,291,10
cri,2002,261,8
cri,2003,294,8
cri,2004,420,8
cri,2005,512,11
cri,2006,554,10
cri,2007,660,11
cri,2008,636,11
cri,2009,562,10
cri,2010,540,25
cri,2011,425,26
cri,2012,446,26
cri,2013,473,28
cri,2014,478,29
cri,2015,476,29
cyp,1984,4,0
cyp,1985,4,1
cyp,1986,5,1
cyp,1987,5,1
cyp,1988,5,1
cyp,1989,6,1
cyp,1990,6,1
cyp,1991,6,1
cyp,1992,7,1
cyp,1993,8,1
cyp,1994,8,1
cyp,1995,9,1
cyp,1996,9,1
cyp,1997,9,1
cyp,1998,10,1
cyp,1999,10,1
cyp,2000,11,1
cyp,2001,11,1
cyp,2002,13,1
cyp,2003,14,1
cyp,2004,14,2
cyp,2005,14,2
cyp,2006,18,2
cyp,2007,19,2
cyp,2008,20,2
cyp,2009,20,2
cyp,2010,20,2
cyp,2011,20,2
cyp,2012,33,2
cyp,2013,29,1
cyp,2014,29,2
cyp,2015,32,2
cze,1971,444,1092
cze,1972,440,1036
cze,1973,400,919
cze,1974,349,758
cze,1975,360,789
cze,1976,370,820
cze,1977,392,888
cze,1978,379,848
cze,1979,425,985
cze,1980,352,765
cze,1981,355,775
cze,1982,342,736
cze,1983,362,796
cze,1984,378,850
cze,1985,369,824
cze,1986,382,863
cze,1987,410,946
cze,1988,396,905
cze,1989,342,744
cze,1990,384,369
cze,1991,452,372
cze,1992,401,384
cze,1993,672,380
cze,1994,721,480
cze,1995,706,416
cze,1996,749,427
cze,1997,749,392
cze,1998,717,316
cze,1999,766,612
cze,2000,776,485
cze,2001,802,535
cze,2002,779,626
cze,2003,857,404
cze,2004,787,428
cze,2005,717,630
cze,2006,707,630
cze,2007,674,661
cze,2008,600,612
cze,2009,548,593
cze,2010,555,590
cze,2011,558,581
cze,2012,553,587
cze,2013,538,574
cze,2014,551,602
cze,2015,584,609
deu,1971,5441,3328
deu,1972,5839,3406
deu,1973,6077,3486
deu,1974,6290,3417
deu,1975,6309,3047
deu,1976,6425,3436
deu,1977,6384,3599
deu,1978,6610,3712
deu,1979,6672,3716
deu,1980,6538,3725
deu,1981,6417,3746
deu,1982,6146,3595
deu,1983,5980,3716
deu,1984,5924,3751
deu,1985,6048,4023
deu,1986,5836,3931
deu,1987,6118,3977
deu,1988,5786,3926
deu,1989,5815,4160
deu,1990,5652,3908
deu,1991,5217,3584
deu,1992,5045,3759
deu,1993,4702,3640
deu,1994,4570,3886
deu,1995,4557,4602
deu,1996,4559,4329
deu,1997,4415,4326
deu,1998,4394,4176
deu,1999,4453,4396
deu,2000,4510,4579
deu,2001,4499,4593
deu,2002,4615,4484
deu,2003,4804,4834
deu,2004,4867,5493
deu,2005,4844,6189
deu,2006,4802,5983
deu,2007,4912,6424
deu,2008,4783,5955
deu,2009,4718,5900
deu,2010,4815,6295
deu,2011,4932,6062
deu,2012,4989,5838
deu,2013,4946,5836
deu,2014,5005,5833
deu,2015,4891,5684
dnk,1971,12,1
dnk,1972,679,244
dnk,1973,822,197
dnk,1974,623,166
dnk,1975,648,137
dnk,1976,717,146
dnk,1977,717,142
dnk,1978,823,151
dnk,1979,834,161
dnk,1980,853,147
dnk,1981,744,138
dnk,1982,686,127
dnk,1983,625,129
dnk,1984,657,163
dnk,1985,699,171
dnk,1986,727,177
dnk,1987,706,186
dnk,1988,730,188
dnk,1989,752,174
dnk,1990,768,172
dnk,1991,799,167
dnk,1992,768,151
dnk,1993,817,132
dnk,1994,829,129
dnk,1995,851,133
dnk,1996,772,142
dnk,1997,783,139
dnk,1998,756,140
dnk,1999,749,132
dnk,2000,725,127
dnk,2001,755,136
dnk,2002,725,132
dnk,2003,689,139
dnk,2004,700,140
dnk,2005,719,127
dnk,2006,737,127
dnk,2007,682,118
dnk,2008,715,141
dnk,2009,631,139
dnk,2010,680,146
dnk,2011,650,126
dnk,2012,606,81
dnk,2013,576,94
dnk,2014,588,79
dnk,2015,573,78
dom,1971,466,0
dom,1972,481,0
dom,1973,483,0
dom,1974,505,0
dom,1975,505,0
dom,1976,528,0
dom,1977,515,0
dom,1978,515,0
dom,1979,524,0
dom,1980,460,0
dom,1981,602,0
dom,1982,787,0
dom,1983,732,0
dom,1984,852,0
dom,1985,325,0
dom,1986,324,0
dom,1987,329,0
dom,1988,181,0
dom,1989,159,0
dom,1990,124,0
dom,1991,124,0
dom,1992,141,0
dom,1993,191,0
dom,1994,245,0
dom,1995,225,0
dom,1996,216,0
dom,1997,233,0
dom,1998,397,25
dom,1999,395,27
dom,2000,444,29
dom,2001,434,25
dom,2002,533,54
dom,2003,543,64
dom,2004,449,15
dom,2005,453,22
dom,2006,444,20
dom,2007,452,18
dom,2008,465,26
dom,2009,515,50
dom,2010,528,47
dom,2011,476,25
dom,2012,529,32
dom,2013,578,58
dom,2014,512,33
dom,2015,466,21
dza,1973,12,5
dza,1974,12,6
dza,1975,15,5
dza,1976,16,8
dza,1977,18,10
dza,1978,23,13
dza,1979,24,16
dza,1980,26,17
dza,1981,29,20
dza,2009,353,0
dza,2010,250,0
dza,2011,439,0
dza,2012,488,0
dza,2013,523,0
dza,2014,552,0
dza,2015,593,0
esp,1971,1142,827
esp,1972,1150,830
esp,1973,1412,928
esp,1974,1481,1054
esp,1975,1475,1005
esp,1976,1676,1100
esp,1977,1659,1124
esp,1978,1580,1105
esp,1979,1575,1130
esp,1980,1643,1244
esp,1981,1643,1244
esp,1982,1652,1199
esp,1983,1682,1169
esp,1984,1640,1165
esp,1985,1614,1172
esp,1986,1559,1163
esp,1987,1637,1138
esp,1988,1798,1247
esp,1989,1621,1107
esp,1990,1668,1151
esp,1991,1728,1165
esp,1992,1743,1168
esp,1993,1740,1240
esp,1994,1879,1309
esp,1995,2043,1412
esp,1996,1850,1348
esp,1997,1968,1522
esp,1998,1952,1620
esp,1999,2276,2114
esp,2000,2558,2093
esp,2001,2759,1913
esp,2002,3107,2180
esp,2003,3107,2667
esp,2004,3072,2292
esp,2005,2879,2488
esp,2006,2218,2184
esp,2007,2273,2403
esp,2008,2197,2176
esp,2009,2138,1927
esp,2010,2207,1429
esp,2011,1823,1665
esp,2012,2068,1856
esp,2013,2181,1846
esp,2014,2277,1800
esp,2015,2265,1684
est,1971,130.0922139,25.72253186
est,1972,135.2367203,27.21566036
est,1973,139.7636144,28.7155758
est,1974,146.1840669,30.2087043
est,1975,151.2810647,32.38731452
est,1976,158.2580469,33.70398238
est,1977,165.2486031,35.02743718
est,1978,172.917854,36.34410504
est,1979,179.1889937,37.66755985
est,1980,187.4826438,35.8690187
est,1981,180.9060915,40.58594737
est,1982,179.8473276,42.52701442
est,1983,179.3926021,44.46129452
est,1984,178.5374467,46.40236156
est,1985,177.5804871,48.34342861
est,1986,176.9153662,50.28449566
est,1987,189.3354806,52.22556271
est,1988,195.8373765,54.16662976
est,1989,195.1315339,54.16662976
est,1990,245,57
est,1991,226,53
est,1992,135,39
est,1993,183,32
est,1994,311,27
est,1995,130,12
est,1996,170,78
est,1997,153,65
est,1998,124,46
est,1999,98,33
est,2000,87,43
est,2001,91,41
est,2002,91,44
est,2003,69,43
est,2004,80,34
est,2005,83,32
est,2006,76,46
est,2007,79,56
est,2008,72,54
est,2009,63,52
est,2010,70,67
est,2011,62,64
est,2012,61,63
est,2013,64,61
est,2014,64,59
est,2015,65,60
fin,1971,429,1726
fin,1972,437,2030
fin,1973,471,2228
fin,1974,455,2137
fin,1975,467,1921
fin,1976,475,2034
fin,1977,466,1810
fin,1978,561,1951
fin,1979,481,2054
fin,1980,489,2013
fin,1981,499,2164
fin,1982,515,2091
fin,1983,520,2125
fin,1984,673,3295
fin,1985,477,2928
fin,1986,487,3179
fin,1987,499,3548
fin,1988,431,3603
fin,1989,440,3910
fin,1990,448,3907
fin,1991,434,3709
fin,1992,414,3935
fin,1993,426,4093
fin,1994,457,4524
fin,1995,448,4380
fin,1996,413,4394
fin,1997,418,4705
fin,1998,437,5223
fin,1999,444,5137
fin,2000,274,6573
fin,2001,259,6195
fin,2002,254,6263
fin,2003,245,6198
fin,2004,230,6433
fin,2005,219,5723
fin,2006,232,6593
fin,2007,340,7162
fin,2008,324,6692
fin,2009,424,5311
fin,2010,422,6099
fin,2011,399,6046
fin,2012,381,5908
fin,2013,385,5915
fin,2014,399,5871
fin,2015,391,5885
fra,1971,2745,2544
fra,1972,2953,2419
fra,1973,3112,2746
fra,1974,3354,2726
fra,1975,3254,2428
fra,1976,3094,2532
fra,1977,3243,2537
fra,1978,3205,2403
fra,1979,3731,2657
fra,1980,3671,2655
fra,1981,3702,2428
fra,1982,3859,2438
fra,1983,3773,2344
fra,1984,3637,2414
fra,1985,3546,2377
fra,1986,3225,2426
fra,1987,3337,2632
fra,1988,3433,2702
fra,1989,3484,2813
fra,1990,3742,2948
fra,1991,4094,3110
fra,1992,4213,3280
fra,1993,4351,3158
fra,1994,4090,3217
fra,1995,4252,3318
fra,1996,4422,3309
fra,1997,4561,3507
fra,1998,4634,3459
fra,1999,4856,3434
fra,2000,5025,3570
fra,2001,5175,3403
fra,2002,5300,3489
fra,2003,5260,3493
fra,2004,5152,3264
fra,2005,4303,3275
fra,2006,4365,3250
fra,2007,4579,2793
fra,2008,4514,2482
fra,2009,4452,2219
fra,2010,4774,2499
fra,2011,4934,2508
fra,2012,4928,2640
fra,2013,4816,2675
fra,2014,4614,2484
fra,2015,4883,2379
gbr,1971,4320,3141
gbr,1972,4417,3442
gbr,1973,4634,3472
gbr,1974,4630,3228
gbr,1975,4273,2892
gbr,1976,4286,2971
gbr,1977,4364,3012
gbr,1978,4330,2686
gbr,1979,4447,2650
gbr,1980,4049,2238
gbr,1981,3585,1908
gbr,1982,3499,1767
gbr,1983,3256,1660
gbr,1984,3275,1718
gbr,1985,3325,1698
gbr,1986,3355,1821
gbr,1987,3484,1946
gbr,1988,3517,2036
gbr,1989,3414,2005
gbr,1990,3581,2056
gbr,1991,3489,2064
gbr,1992,3641,2343
gbr,1993,3715,2294
gbr,1994,3643,2360
gbr,1995,3662,2362
gbr,1996,3890,2292
gbr,1997,3735,2275
gbr,1998,3698,2202
gbr,1999,3635,2052
gbr,2000,3363,2340
gbr,2001,3595,2440
gbr,2002,3556,2377
gbr,2003,3459,2447
gbr,2004,3568,2377
gbr,2005,3306,2711
gbr,2006,3156,2554
gbr,2007,3104,2450
gbr,2008,3016,2338
gbr,2009,2626,1969
gbr,2010,2778,1910
gbr,2011,2752,1865
gbr,2012,2719,1841
gbr,2013,2740,1910
gbr,2014,2657,1864
gbr,2015,2494,1668
geo,1971,168.3929241,33.29555417
geo,1972,175.0520349,35.22827763
geo,1973,180.911701,37.1697862
geo,1974,189.2224119,39.10250966
geo,1975,195.820027,41.92252889
geo,1976,204.8511166,43.62683958
geo,1977,213.8997765,45.33993537
geo,1978,223.826947,47.04424606
geo,1979,231.9443855,48.75734185
geo,1980,242.6797858,46.42928859
geo,1981,234.1670175,52.53493771
geo,1982,232.7965409,55.04747821
geo,1983,232.2079387,57.5512336
geo,1984,231.1010153,60.0637741
geo,1985,229.8623152,62.5763146
geo,1986,229.0013748,65.0888551
geo,1987,245.0781199,67.6013956
geo,1988,253.4942521,70.1139361
geo,1989,252.580601,70.1139361
geo,1999,10,0
geo,2001,24,0
geo,2002,19,0
geo,2003,20,0
geo,2004,24,0
geo,2005,26,0
geo,2006,14,0
geo,2007,19,0
geo,2008,20,0
geo,2009,9,1
geo,2010,13,0
geo,2011,25,0
geo,2012,26,0
geo,2013,51,2
geo,2014,53,3
geo,2015,54,4
grc,1971,235,96
grc,1972,256,98
grc,1973,275,137
grc,1974,272,107
grc,1975,263,112
grc,1976,267,129
grc,1977,268,114
grc,1978,282,137
grc,1979,294,149
grc,1980,217,145
grc,1981,271,126
grc,1982,261,121
grc,1983,273,107
grc,1984,234,111
grc,1985,293,110
grc,1986,242,93
grc,1987,247,98
grc,1988,307,125
grc,1989,367,146
grc,1990,339,138
grc,1991,350,131
grc,1992,358,128
grc,1993,367,123
grc,1994,361,121
grc,1995,373,112
grc,1996,560,136
grc,1997,560,149
grc,1998,592,139
grc,1999,573,149
grc,2000,652,169
grc,2001,622,159
grc,2002,641,162
grc,2003,692,175
grc,2004,641,139
grc,2005,640,128
grc,2006,661,146
grc,2007,637,146
grc,2008,656,139
grc,2009,618,123
