# File: NREL_ATB_capital_2024.csv
# Title: Technology overnight capital cost assumptions by year from NREL 2024 ATB
# Units: 2022$/kW
# Source: NREL 2024 Annual Technology Baseline: https://atb.nrel.gov/electricity/2024/data
# Comments: tech_type corresponds to tab within the ATB workbooks; tech_detail corresponds to the more detailed technologies within those tabs
# Users can specify how ATB technologies are mapped to GCAM technologies in energy/mappings/atb_gcam_mapping.csv
# Column types: ccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# -------------
tech_type,tech_detail,input,case,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Land-Based Wind,Land-Based Wind - Class 4 - Technology 1,capital,Moderate,1471.555936,1585.264905,1481.281087,1380.33787,1349.931848,1319.525826,1289.119804,1258.713782,1228.307761,1214.484362,1200.660963,1186.837564,1173.014165,1159.190766,1145.367368,1131.543969,1117.72057,1103.897171,1090.073772,1076.250373,1062.426975,1048.603576,1034.780177,1020.956778,1007.133379,993.3099806,979.4865817,965.6631829,951.8397841
Land-Based Wind,Land-Based Wind - Class 4 - Technology 1,capital,Conservative,1471.555936,1607.244792,1523.242687,1440.283014,1429.858707,1419.434399,1409.010092,1398.585785,1388.161477,1377.738393,1367.315309,1356.892225,1346.46914,1336.046056,1325.622972,1315.199888,1304.776803,1294.353719,1283.930635,1273.507551,1263.084466,1252.661382,1242.238298,1231.815214,1221.392129,1210.969045,1200.545961,1190.122877,1179.699793
Land-Based Wind,Land-Based Wind - Class 5 - Technology 1,capital,Advanced,1471.555936,1576.666823,1464.866566,1356.888555,1318.666095,1280.443635,1242.221175,1203.998714,1165.776254,1150.139237,1134.502221,1118.865204,1103.228187,1087.591171,1071.954154,1056.317137,1040.68012,1025.043104,1009.406087,993.7690702,978.1320535,962.4950368,946.85802,931.2210033,915.5839866,899.9469699,884.3099532,868.6729364,853.0359197
Land-Based Wind,Land-Based Wind - Class 5 - Technology 1,capital,Moderate,1471.555936,1585.264905,1481.281087,1380.33787,1349.931848,1319.525826,1289.119804,1258.713782,1228.307761,1214.484362,1200.660963,1186.837564,1173.014165,1159.190766,1145.367368,1131.543969,1117.72057,1103.897171,1090.073772,1076.250373,1062.426975,1048.603576,1034.780177,1020.956778,1007.133379,993.3099806,979.4865817,965.6631829,951.8397841
Land-Based Wind,Land-Based Wind - Class 5 - Technology 1,capital,Conservative,1471.555936,1607.244792,1523.242687,1440.283014,1429.858707,1419.434399,1409.010092,1398.585785,1388.161477,1377.738393,1367.315309,1356.892225,1346.46914,1336.046056,1325.622972,1315.199888,1304.776803,1294.353719,1283.930635,1273.507551,1263.084466,1252.661382,1242.238298,1231.815214,1221.392129,1210.969045,1200.545961,1190.122877,1179.699793
Land-Based Wind,Land-Based Wind - Class 6 - Technology 1,capital,Advanced,1471.555936,1576.666823,1464.866566,1356.888555,1318.666095,1280.443635,1242.221175,1203.998714,1165.776254,1150.139237,1134.502221,1118.865204,1103.228187,1087.591171,1071.954154,1056.317137,1040.68012,1025.043104,1009.406087,993.7690702,978.1320535,962.4950368,946.85802,931.2210033,915.5839866,899.9469699,884.3099532,868.6729364,853.0359197
Land-Based Wind,Land-Based Wind - Class 6 - Technology 1,capital,Moderate,1471.555936,1585.264905,1481.281087,1380.33787,1349.931848,1319.525826,1289.119804,1258.713782,1228.307761,1214.484362,1200.660963,1186.837564,1173.014165,1159.190766,1145.367368,1131.543969,1117.72057,1103.897171,1090.073772,1076.250373,1062.426975,1048.603576,1034.780177,1020.956778,1007.133379,993.3099806,979.4865817,965.6631829,951.8397841
Land-Based Wind,Land-Based Wind - Class 6 - Technology 1,capital,Conservative,1471.555936,1607.244792,1523.242687,1440.283014,1429.858707,1419.434399,1409.010092,1398.585785,1388.161477,1377.738393,1367.315309,1356.892225,1346.46914,1336.046056,1325.622972,1315.199888,1304.776803,1294.353719,1283.930635,1273.507551,1263.084466,1252.661382,1242.238298,1231.815214,1221.392129,1210.969045,1200.545961,1190.122877,1179.699793
Land-Based Wind,Land-Based Wind - Class 7 - Technology 1,capital,Advanced,1471.555936,1576.666823,1464.866566,1356.888555,1318.666095,1280.443635,1242.221175,1203.998714,1165.776254,1150.139237,1134.502221,1118.865204,1103.228187,1087.591171,1071.954154,1056.317137,1040.68012,1025.043104,1009.406087,993.7690702,978.1320535,962.4950368,946.85802,931.2210033,915.5839866,899.9469699,884.3099532,868.6729364,853.0359197
Land-Based Wind,Land-Based Wind - Class 7 - Technology 1,capital,Moderate,1471.555936,1593.683618,1497.353174,1403.297994,1380.545347,1357.7927,1335.040052,1312.287405,1289.534758,1272.650009,1255.76526,1238.880512,1221.995763,1205.111014,1188.226266,1171.341517,1154.456768,1137.57202,1120.687271,1103.802522,1086.917774,1070.033025,1053.148276,1036.263528,1019.378779,1002.49403,985.6092815,968.7245328,951.8397841
Land-Based Wind,Land-Based Wind - Class 7 - Technology 1,capital,Conservative,1471.555936,1607.244792,1523.242687,1440.283014,1429.858707,1419.434399,1409.010092,1398.585785,1388.161477,1377.738393,1367.315309,1356.892225,1346.46914,1336.046056,1325.622972,1315.199888,1304.776803,1294.353719,1283.930635,1273.507551,1263.084466,1252.661382,1242.238298,1231.815214,1221.392129,1210.969045,1200.545961,1190.122877,1179.699793
Land-Based Wind,Land-Based Wind - Class 8 - Technology 2,capital,Advanced,1601.205215,1707.258744,1578.046672,1453.749781,1404.59797,1355.446159,1306.294348,1257.142536,1207.990725,1191.625564,1175.260402,1158.89524,1142.530079,1126.164917,1109.799756,1093.434594,1077.069432,1060.704271,1044.339109,1027.973947,1011.608786,995.2436242,978.8784625,962.5133009,946.1481393,929.7829776,913.417816,897.0526544,880.6874928
Land-Based Wind,Land-Based Wind - Class 8 - Technology 2,capital,Moderate,1601.205215,1726.760242,1615.276804,1506.935685,1475.512508,1444.089331,1412.666155,1381.242978,1349.819801,1334.84305,1319.866299,1304.889547,1289.912796,1274.936045,1259.959294,1244.982542,1230.005791,1215.02904,1200.052288,1185.075537,1170.098786,1155.122034,1140.145283,1125.168532,1110.191781,1095.215029,1080.238278,1065.261527,1050.284775
Land-Based Wind,Land-Based Wind - Class 8 - Technology 2,capital,Conservative,1601.205215,1746.769238,1653.475797,1561.505675,1548.272495,1535.039315,1521.806135,1508.572955,1495.339775,1484.285771,1473.231766,1462.177762,1451.123757,1440.069753,1429.015748,1417.961744,1406.907739,1395.853735,1384.79973,1373.745726,1362.691722,1351.637717,1340.583713,1329.529708,1318.475704,1307.421699,1296.367695,1285.31369,1274.259686
Land-Based Wind,Land-Based Wind - Class 9 - Technology 3,capital,Advanced,1537.113057,1660.880423,1556.803007,1455.447767,1428.226004,1401.004241,1373.782478,1346.560714,1319.338951,1301.870241,1284.401532,1266.932822,1249.464112,1231.995403,1214.526693,1197.057983,1179.589274,1162.120564,1144.651854,1127.183145,1109.714435,1092.245725,1074.777016,1057.308306,1039.839596,1022.370887,1004.902177,987.4334672,969.9647575
Land-Based Wind,Land-Based Wind - Class 9 - Technology 3,capital,Moderate,1537.113057,1664.942021,1564.556967,1466.524853,1442.995452,1419.466051,1395.93665,1372.407249,1348.877847,1333.982782,1319.087717,1304.192652,1289.297587,1274.402522,1259.507457,1244.612392,1229.717327,1214.822262,1199.927197,1185.032132,1170.137067,1155.242002,1140.346937,1125.451872,1110.556807,1095.661742,1080.766677,1065.871612,1050.976547
Land-Based Wind,Land-Based Wind - Class 9 - Technology 3,capital,Conservative,1537.113057,1682.839312,1598.724523,1515.335646,1508.07651,1500.817373,1493.558236,1486.299099,1479.039962,1467.679017,1456.318072,1444.957127,1433.596183,1422.235238,1410.874293,1399.513348,1388.152403,1376.791458,1365.430513,1354.069568,1342.708623,1331.347678,1319.986734,1308.625789,1297.264844,1285.903899,1274.542954,1263.182009,1251.821064
Land-Based Wind,Land-Based Wind - Class 10 - Technology 4,capital,Advanced,2102.711087,2231.057898,2051.44571,1879.281185,1804.80455,1730.327916,1655.851282,1581.374648,1506.898014,1486.204777,1465.51154,1444.818304,1424.125067,1403.43183,1382.738594,1362.045357,1341.35212,1320.658883,1299.965647,1279.27241,1258.579173,1237.885936,1217.1927,1196.499463,1175.806226,1155.11299,1134.419753,1113.726516,1093.033279
Land-Based Wind,Land-Based Wind - Class 10 - Technology 4,capital,Moderate,2102.711087,2249.351387,2086.369644,1929.172519,1871.32633,1813.480141,1755.633951,1697.787762,1639.941573,1621.974321,1604.007069,1586.039817,1568.072565,1550.105314,1532.138062,1514.17081,1496.203558,1478.236306,1460.269054,1442.301802,1424.334551,1406.367299,1388.400047,1370.432795,1352.465543,1334.498291,1316.531039,1298.563788,1280.596536
Land-Based Wind,Land-Based Wind - Class 10 - Technology 4,capital,Conservative,2102.711087,2291.135716,2166.139726,2043.12978,2023.269344,2003.408908,1983.548472,1963.688037,1943.827601,1929.730828,1915.634054,1901.537281,1887.440508,1873.343734,1859.246961,1845.150188,1831.053415,1816.956641,1802.859868,1788.763095,1774.666322,1760.569548,1746.472775,1732.376002,1718.279229,1704.182455,1690.085682,1675.988909,1661.892135
Fixed-Bottom Offshore Wind,Offshore Wind - Class 1,capital,Advanced,3864.6133,3578.322,3409.3898,3291.4663,2960.4225,2647.9144,2347.6032,2296.7766,2252.6339,2193.4837,2143.5507,2100.4829,2062.7131,2029.1473,2006.7028,1985.8528,1966.3993,1948.1781,1931.0521,1914.9051,1899.6382,1885.1663,1871.4161,1858.3236,1845.8326,1833.8939,1822.4639,1811.5038,1800.979
Fixed-Bottom Offshore Wind,Offshore Wind - Class 1,capital,Moderate,4398.7469,4255.8072,4154.3581,4076.2974,4013.1728,3960.3744,3663.7631,3372.892,3086.5276,2782.3998,2486.246,2447.4197,2413.2224,2382.7134,2362.2497,2343.1937,2325.3734,2308.6461,2292.8921,2278.0099,2263.913,2250.5267,2237.7865,2225.6361,2214.0261,2202.9129,2192.258,2182.027,2172.1893
Fixed-Bottom Offshore Wind,Offshore Wind - Class 1,capital,Conservative,5341.3355,5315.2594,5291.5013,5269.6963,5249.5584,5230.8594,5213.4146,5197.0723,4815.144,4405.4236,4002.017,3603.3631,3208.4113,2816.4216,2799.3127,2783.3415,2768.3715,2754.289,2740.9985,2728.4189,2716.4807,2705.1241,2694.2973,2683.9547,2674.0567,2664.5679,2655.4573,2646.6968,2638.2617
Fixed-Bottom Offshore Wind,Offshore Wind - Class 2,capital,Advanced,3821.1989,3538.1237,3371.0893,3254.4905,2927.1657,2618.1682,2321.2307,2270.975,2227.3282,2168.8425,2119.4705,2076.8864,2039.5409,2006.3522,1984.1599,1963.5441,1944.3091,1926.2927,1909.359,1893.3934,1878.298,1863.9887,1850.393,1837.4475,1825.0968,1813.2923,1801.9907,1791.1537,1780.7471
Fixed-Bottom Offshore Wind,Offshore Wind - Class 2,capital,Moderate,4349.3321,4207.9982,4107.6888,4030.505,3968.0895,3915.8842,3622.605,3335.0016,3051.8541,2751.1428,2458.316,2419.9259,2386.1127,2355.9464,2335.7126,2316.8706,2299.2505,2282.7112,2267.1342,2252.4192,2238.4806,2225.2447,2212.6476,2200.6337,2189.1541,2178.1658,2167.6306,2157.5145,2147.7873
Fixed-Bottom Offshore Wind,Offshore Wind - Class 2,capital,Conservative,5281.3319,5255.5487,5232.0576,5210.4975,5190.5858,5172.0969,5154.8481,5138.6893,4761.0516,4355.9339,3957.0591,3562.8836,3172.3686,2784.7824,2767.8657,2752.0739,2737.2721,2723.3478,2710.2066,2697.7683,2685.9642,2674.7352,2664.03,2653.8037,2644.0168,2634.6346,2625.6263,2616.9643,2608.624
Fixed-Bottom Offshore Wind,Offshore Wind - Class 3,capital,Advanced,3920.2217,3629.8108,3458.4479,3338.8276,3003.0204,2686.0155,2381.3832,2329.8252,2285.0473,2225.046,2174.3945,2130.707,2092.3937,2058.3449,2035.5775,2014.4275,1994.694,1976.2107,1958.8382,1942.4589,1926.9723,1912.2922,1898.3442,1885.0632,1872.3925,1860.282,1848.6875,1837.5697,1826.8935
Fixed-Bottom Offshore Wind,Offshore Wind - Class 3,capital,Moderate,4462.041,4317.0445,4214.1357,4134.9517,4070.9188,4017.3607,3716.4814,3421.425,3130.94,2822.4361,2522.0209,2482.6359,2447.9466,2416.9986,2396.2404,2376.9102,2358.8334,2341.8655,2325.8848,2310.7885,2296.4887,2282.9098,2269.9863,2257.6611,2245.884,2234.6109,2223.8027,2213.4245,2203.4452
Fixed-Bottom Offshore Wind,Offshore Wind - Class 3,capital,Conservative,5418.1926,5391.7413,5367.6414,5345.5226,5325.0949,5306.1269,5288.4311,5271.8536,4884.4297,4468.8138,4059.6025,3655.2124,3254.5775,2856.9474,2839.5923,2823.3913,2808.2059,2793.9208,2780.4391,2767.6784,2755.5684,2744.0485,2733.0658,2722.5745,2712.534,2702.9087,2693.6669,2684.7805,2676.224
Fixed-Bottom Offshore Wind,Offshore Wind - Class 4,capital,Advanced,4178.5825,3869.0322,3686.3757,3558.8718,3200.9334,2863.0364,2538.3274,2483.3715,2435.6425,2371.6869,2317.6972,2271.1304,2230.2921,2193.9994,2169.7315,2147.1876,2126.1536,2106.4522,2087.9348,2070.4759,2053.9687,2038.3212,2023.4539,2009.2976,1995.7919,1982.8832,1970.5246,1958.6741,1947.2942
Fixed-Bottom Offshore Wind,Offshore Wind - Class 4,capital,Moderate,4756.1102,4601.5578,4491.8668,4407.4642,4339.2113,4282.1234,3961.4148,3646.9128,3337.2835,3008.4477,2688.2338,2646.2532,2609.2776,2576.29,2554.1638,2533.5596,2514.2915,2496.2053,2479.1714,2463.0802,2447.838,2433.3642,2419.5889,2406.4514,2393.8982,2381.8821,2370.3616,2359.2994,2348.6625
Fixed-Bottom Offshore Wind,Offshore Wind - Class 4,capital,Conservative,5775.2767,5747.0821,5721.3939,5697.8173,5676.0434,5655.8253,5636.9632,5619.2932,5206.3363,4763.3294,4327.1492,3896.1078,3469.0693,3045.2335,3026.7346,3009.4659,2993.2797,2978.0532,2963.6829,2950.0813,2937.1732,2924.894,2913.1876,2902.0048,2891.3026,2881.0429,2871.1921,2861.72,2852.5996
Fixed-Bottom Offshore Wind,Offshore Wind - Class 5,capital,Advanced,4262.9896,3947.1864,3760.8402,3630.7608,3265.592,2920.8695,2589.6014,2533.5354,2484.8423,2419.5948,2364.5146,2317.0071,2275.3439,2238.3181,2213.56,2190.5607,2169.1018,2149.0024,2130.1109,2112.2994,2095.4587,2079.4951,2064.3275,2049.8853,2036.1067,2022.9373,2010.3291,1998.2392,1986.6294
Fixed-Bottom Offshore Wind,Offshore Wind - Class 5,capital,Moderate,4852.1833,4694.5089,4582.6022,4496.4947,4426.863,4368.622,4041.4351,3720.5801,3404.6964,3069.2181,2742.5359,2699.7073,2661.9849,2628.3309,2605.7577,2584.7373,2565.08,2546.6285,2529.2505,2512.8342,2497.2841,2482.5179,2468.4645,2455.0616,2442.2547,2429.996,2418.2427,2406.9571,2396.1053
Fixed-Bottom Offshore Wind,Offshore Wind - Class 5,capital,Conservative,5891.9368,5863.1728,5836.9656,5812.9128,5790.699,5770.0725,5750.8295,5732.8025,5311.5039,4859.5483,4414.5573,3974.8089,3539.1442,3106.747,3087.8745,3070.2569,3053.7438,3038.2096,3023.5491,3009.6727,2996.5039,2983.9767,2972.0337,2960.6251,2949.7067,2939.2398,2929.19,2919.5265,2910.2219
Fixed-Bottom Offshore Wind,Offshore Wind - Class 6,capital,Advanced,4125.8744,3820.2287,3639.8762,3513.9806,3160.5572,2826.9224,2506.3092,2452.0465,2404.9196,2341.7707,2288.4621,2242.4827,2202.1595,2166.3246,2142.3628,2120.1033,2099.3346,2079.8816,2061.5978,2044.3592,2028.0602,2012.61,1997.9302,1983.9526,1970.6172,1957.8714,1945.6687,1933.9676,1922.7313
Fixed-Bottom Offshore Wind,Offshore Wind - Class 6,capital,Moderate,4696.1172,4543.5142,4435.2069,4351.869,4284.4769,4228.1092,3911.4459,3600.911,3295.1874,2970.4995,2654.3247,2612.8737,2576.3645,2543.793,2521.9458,2501.6015,2482.5765,2464.7184,2447.8994,2432.0112,2416.9612,2402.67,2389.0685,2376.0967,2363.7018,2351.8373,2340.4621,2329.5395,2319.0367
Fixed-Bottom Offshore Wind,Offshore Wind - Class 6,capital,Conservative,5702.428,5674.5891,5649.2249,5625.9457,5604.4464,5584.4833,5565.8592,5548.4121,5140.6642,4703.2453,4272.567,3846.9628,3425.3109,3006.8213,2988.5557,2971.5049,2955.5229,2940.4884,2926.2994,2912.8693,2900.124,2887.9997,2876.4409,2865.3992,2854.832,2844.7018,2834.9752,2825.6225,2816.6172
Fixed-Bottom Offshore Wind,Offshore Wind - Class 7,capital,Advanced,4306.0874,3987.0915,3798.8614,3667.4669,3298.6064,2950.3989,2615.7817,2559.1489,2509.9635,2444.0563,2388.4193,2340.4315,2298.3471,2260.9469,2235.9385,2212.7067,2191.0309,2170.7283,2151.6458,2133.6543,2116.6433,2100.5183,2085.1974,2070.6092,2056.6913,2043.3888,2030.6531,2018.4409,2006.7138
Fixed-Bottom Offshore Wind,Offshore Wind - Class 7,capital,Moderate,4901.2377,4741.9693,4628.9312,4541.9532,4471.6176,4412.7877,4082.293,3758.1944,3439.1171,3100.2472,2770.2623,2727.0007,2688.8969,2654.9027,2632.1013,2610.8684,2591.0124,2572.3743,2554.8206,2538.2384,2522.5311,2507.6156,2493.4201,2479.8817,2466.9454,2454.5627,2442.6906,2431.2909,2420.3293
Fixed-Bottom Offshore Wind,Offshore Wind - Class 7,capital,Conservative,5951.5029,5922.4481,5895.976,5871.6801,5849.2417,5828.4066,5808.9691,5790.7598,5365.202,4908.6772,4459.1874,4014.9933,3574.9242,3138.1555,3119.0922,3101.2965,3084.6164,3068.9252,3054.1165,3040.0998,3026.7979,3014.144,3002.0803,2990.5563,2979.5275,2968.9548,2958.8034,2949.0422,2939.6436
Floating Offshore Wind,Offshore Wind - Class 8,capital,Advanced,,,,,,,,,3966.1254,3483.0834,3211.2779,3026.467,2888.4126,2779.257,2541.0971,2384.6025,2269.8841,2180.2613,2107.2527,2045.9889,1993.4306,1947.5606,1906.9761,1870.6642,1837.8715,1808.0229,1780.6704,1755.4585,1732.1009
Floating Offshore Wind,Offshore Wind - Class 8,capital,Moderate,,,,,,,,,5748.9416,4939.0924,4344.3075,4143.6816,3992.1954,3871.3814,3604.3733,3426.1726,3294.0394,3189.8704,3104.371,3032.1627,2969.8659,2915.2248,2866.6625,2823.0353,2783.4887,2747.3684,2714.1626,2683.464,2654.9435
Floating Offshore Wind,Offshore Wind - Class 8,capital,Conservative,,,,,,,,,8996.5065,8049.6555,7310.5778,6660.3695,6059.172,5488.8703,5204.2704,5011.3386,4866.6283,4751.4989,4656.2859,4575.3521,4505.132,4443.2317,4387.969,4338.1185,4292.7608,4251.189,4212.8485,4177.2965,4144.1738
Floating Offshore Wind,Offshore Wind - Class 9,capital,Advanced,,,,,,,,,4125.9303,3623.4253,3340.6682,3148.4107,3004.7938,2891.2401,2643.4841,2480.684,2361.3433,2268.1094,2192.1591,2128.4268,2073.7507,2026.0325,1983.8128,1946.0379,1911.9238,1880.8725,1852.4179,1826.1902,1801.8915
Floating Offshore Wind,Offshore Wind - Class 9,capital,Moderate,,,,,,,,,5980.5806,5138.1005,4519.3503,4310.6407,4153.0507,4027.3689,3749.6024,3564.2215,3426.7643,3318.3981,3229.4538,3154.336,3089.5291,3032.6864,2982.1674,2936.7823,2895.6423,2858.0666,2823.5228,2791.5874,2761.9177
Floating Offshore Wind,Offshore Wind - Class 9,capital,Conservative,,,,,,,,,9358.9977,8373.9959,7605.1389,6928.7321,6303.3108,5710.0303,5413.9632,5213.2577,5062.7167,4942.9484,4843.899,4759.7043,4686.6548,4622.2603,4564.771,4512.9119,4465.7266,4422.4798,4382.5945,4345.61,4311.1527
Floating Offshore Wind,Offshore Wind - Class 10,capital,Advanced,,,,,,,,,4157.0305,3650.7377,3365.8492,3172.1426,3027.4431,2913.0334,2663.41,2499.3827,2379.1425,2285.2058,2208.683,2144.4704,2089.3821,2041.3042,1998.7662,1960.7066,1926.3354,1895.05,1866.381,1839.9556,1815.4736
Floating Offshore Wind,Offshore Wind - Class 10,capital,Moderate,,,,,,,,,6025.6606,5176.8301,4553.4159,4343.1331,4184.3553,4057.7261,3777.8658,3591.0876,3452.5943,3343.4113,3253.7965,3178.1125,3112.8171,3055.5459,3004.6461,2958.919,2917.4689,2879.6099,2844.8058,2812.6296,2782.7363
Floating Offshore Wind,Offshore Wind - Class 10,capital,Conservative,,,,,,,,,9429.5433,8437.1168,7662.4644,6980.959,6350.8235,5753.071,5454.7722,5252.5538,5100.8781,4980.207,4880.411,4795.5816,4721.9815,4657.1017,4599.179,4546.929,4499.388,4455.8153,4415.6293,4378.366,4343.649
Floating Offshore Wind,Offshore Wind - Class 11,capital,Advanced,,,,,,,,,4207.9542,3695.4593,3407.081,3211.0014,3064.5294,2948.7182,2696.0369,2530.0002,2408.287,2313.1996,2235.7394,2170.7402,2114.9771,2066.3103,2023.2512,1984.7253,1949.933,1918.2644,1889.2442,1862.4951,1837.7132
Floating Offshore Wind,Offshore Wind - Class 11,capital,Moderate,,,,,,,,,6099.4751,5240.2464,4609.1954,4396.3366,4235.6138,4107.4334,3824.1448,3635.0785,3494.8887,3384.3682,3293.6556,3217.0445,3150.9492,3092.9765,3041.4531,2995.1658,2953.2079,2914.8852,2879.6547,2847.0844,2816.8249
Floating Offshore Wind,Offshore Wind - Class 11,capital,Conservative,,,,,,,,,9545.0555,8540.4717,7756.3298,7066.476,6428.6212,5823.5463,5521.5933,5316.8977,5163.364,5041.2147,4940.1962,4854.3276,4779.8259,4714.1513,4655.5191,4602.629,4554.5057,4510.3991,4469.7209,4432.0011,4396.8589
Floating Offshore Wind,Offshore Wind - Class 12,capital,Advanced,,,,,,,,,4300.5932,3776.8157,3482.0886,3281.6923,3131.9957,3013.6348,2755.3907,2585.6987,2461.306,2364.1252,2284.9597,2218.5295,2161.5388,2111.8005,2067.7935,2028.4194,1992.8612,1960.4954,1930.8363,1903.4983,1878.1709
Floating Offshore Wind,Offshore Wind - Class 12,capital,Moderate,,,,,,,,,6233.7563,5355.6115,4710.6678,4493.1229,4328.8617,4197.8594,3908.3342,3715.1055,3571.8294,3458.8757,3366.1661,3287.8684,3220.318,3161.069,3108.4114,3061.105,3018.2234,2979.057,2943.0509,2909.7635,2878.8379
Floating Offshore Wind,Offshore Wind - Class 12,capital,Conservative,,,,,,,,,9755.1919,8728.492,7927.087,7222.0459,6570.1487,5951.7529,5643.1524,5433.9504,5277.0365,5152.1981,5048.9556,4961.1967,4885.0548,4817.9343,4758.0113,4703.9569,4654.7741,4609.6965,4568.1227,4529.5726,4493.6566
