# File: A54.CalPrice_trans.csv
# Title: Prices by service in the base years. Used to calibrate sigma parameter
# Units: 1975$/unit
# Source: GCAM v5.4 output
# Column types: ccnnnn 
# ----------
region,sector,1990,2005,2010,2015
Central America and Caribbean,trn_shipping_intl,0.00190325,0.00177785,0.00228149,0.00241533
Central Asia,trn_aviation_intl,0.0758552,0.0762113,0.0848845,0.0839686
Central Asia,trn_freight,0.0143575,0.0162446,0.0213443,0.0245633
Central Asia,trn_pass,0.141763,0.141361,0.166322,0.180064
Central Asia,trn_shipping_intl,0,0.00167148,0.0022713,0.002418
China,trn_aviation_intl,0.0746021,0.0780327,0.0884974,0.0886341
China,trn_freight,0.0214945,0.0257634,0.0288417,0.030132
China,trn_pass,0.0317247,0.0656125,0.0891363,0.109216
China,trn_shipping_intl,0.00164247,0.00170828,0.0023382,0.00248325
Colombia,trn_aviation_intl,0.080458,0.0823924,0.0940507,0.09127
Colombia,trn_freight,0.0443804,0.0409543,0.0485319,0.0653444
Colombia,trn_pass,0.193004,0.216041,0.24385,0.257976
Colombia,trn_shipping_intl,0.00166566,0.00169703,0.00239519,0.00241454
EU-12,trn_aviation_intl,0.0817964,0.0869582,0.0967738,0.096774
EU-12,trn_freight,0.0307973,0.0357198,0.0416636,0.0433906
EU-12,trn_pass,0.201379,0.234884,0.258059,0.278449
EU-12,trn_shipping_intl,0.00167113,0.00173473,0.0023496,0.00247974
EU-15,trn_aviation_intl,0.09964,0.108988,0.11538,0.113981
EU-15,trn_freight,0.0231948,0.0241286,0.0296175,0.0321043
EU-15,trn_pass,0.37469,0.42666,0.437474,0.447184
EU-15,trn_shipping_intl,0.00166226,0.0017246,0.00233472,0.00247433
Europe_Eastern,trn_aviation_intl,0.0772732,0.0779258,0.085838,0.0842301
Europe_Eastern,trn_freight,0.0132979,0.0121987,0.0160825,0.0166213
Europe_Eastern,trn_pass,0.163139,0.154627,0.169396,0.170824
Europe_Eastern,trn_shipping_intl,0,0.00174313,0.00234495,0.00252117
Europe_Non_EU,trn_aviation_intl,0.0793156,0.0807861,0.088153,0.0876591
Europe_Non_EU,trn_freight,0.0270355,0.0265746,0.0303309,0.0373743
Europe_Non_EU,trn_pass,0.210843,0.231896,0.247131,0.265737
Europe_Non_EU,trn_shipping_intl,0.00167987,0.00171083,0.00232793,0.00247458
European Free Trade Association,trn_aviation_intl,0.129214,0.143663,0.151014,0.150398
European Free Trade Association,trn_freight,0.0155682,0.0152446,0.0151164,0.0176984
European Free Trade Association,trn_pass,0.574856,0.667128,0.682899,0.692714
European Free Trade Association,trn_shipping_intl,0.00162701,0.00167269,0.00224719,0.00239377
India,trn_aviation_intl,0.0729244,0.0748145,0.0829337,0.0809876
India,trn_freight,0.0372661,0.0444871,0.0550407,0.0586802
India,trn_pass,0.0285204,0.0396448,0.0476447,0.0545675
India,trn_shipping_intl,0.00163959,0.00170648,0.00232252,0.00243894
Indonesia,trn_aviation_intl,0.0758408,0.0774731,0.0863753,0.0857344
Indonesia,trn_freight,0.0406247,0.0461786,0.05735,0.0597012
Indonesia,trn_pass,0.0546072,0.0637097,0.0731325,0.0807379
Indonesia,trn_shipping_intl,0.00164411,0.00167688,0.00227007,0.00243632
Japan,trn_aviation_intl,0.106706,0.113737,0.119745,0.119649
Japan,trn_freight,0.0490642,0.0558567,0.0677507,0.068711
Japan,trn_pass,0.472295,0.51176,0.52106,0.540462
Japan,trn_shipping_intl,0.00165808,0.00171096,0.00228373,0.00239811
Mexico,trn_aviation_intl,0.0824862,0.0880717,0.097191,0.0966388
Mexico,trn_freight,0.0450409,0.0445363,0.0558463,0.0576227
Mexico,trn_pass,0.208962,0.254877,0.25907,0.276135
Mexico,trn_shipping_intl,0.00165782,0.00171681,0.0023557,0.00251944
Middle East,trn_aviation_intl,0.0814294,0.0848464,0.0926374,0.0914539
Middle East,trn_freight,0.103691,0.104929,0.120098,0.124123
Middle East,trn_pass,0.162433,0.180211,0.194361,0.203181
Middle East,trn_shipping_intl,0.00164607,0.00169387,0.00227259,0.0024193
Pakistan,trn_aviation_intl,0.0748018,0.0759205,0.083738,0.0817735
Pakistan,trn_freight,0.101026,0.102457,0.117319,0.120905
Pakistan,trn_pass,0.0377148,0.0419711,0.0456545,0.0466428
Pakistan,trn_shipping_intl,0.00164643,0.00168755,0.00225837,0.0023902
Russia,trn_aviation_intl,0.0851498,0.0847289,0.0937913,0.0929355
Russia,trn_freight,0.0100292,0.00967185,0.0122499,0.0128114
Russia,trn_pass,0.227128,0.229106,0.252363,0.26329
Russia,trn_shipping_intl,0.00168086,0.00170177,0.00227885,0.00242592
South Africa,trn_aviation_intl,0.0885665,0.0896083,0.0969123,0.0956098
South Africa,trn_freight,0.0636251,0.0652373,0.0859438,0.0929541
South Africa,trn_pass,0.127097,0.135284,0.14857,0.151927
South Africa,trn_shipping_intl,0.0019483,0.00195468,0.00251147,0.00269088
South America_Northern,trn_aviation_intl,0.0863808,0.0878718,0.100051,0.0948622
South America_Northern,trn_freight,0.0521111,0.0527883,0.0652158,0.0671934
South America_Northern,trn_pass,0.238409,0.240236,0.261329,0.260229
South America_Northern,trn_shipping_intl,0.00168339,0.00172641,0.00244563,0.00245821
South America_Southern,trn_aviation_intl,0.0786531,0.0819392,0.0915162,0.0909618
South America_Southern,trn_freight,0.0278127,0.0352351,0.0405653,0.050245
South America_Southern,trn_pass,0.175652,0.209486,0.231377,0.243859
South America_Southern,trn_shipping_intl,0.00163519,0.00167912,0.00226964,0.00240774
South Asia,trn_aviation_intl,0.0744372,0.0753742,0.0832298,0.0814216
South Asia,trn_freight,0.0408749,0.0353821,0.0517663,0.0509288
South Asia,trn_pass,0.0314044,0.0384146,0.0451228,0.049734
South Asia,trn_shipping_intl,0.00164169,0.00167277,0.00223645,0.00236632
South Korea,trn_aviation_intl,0.0787503,0.0891583,0.0994001,0.100417
South Korea,trn_freight,0.0215668,0.0726723,0.11045,0.233625
South Korea,trn_pass,0.201588,0.269392,0.303976,0.321708
South Korea,trn_shipping_intl,0.00164656,0.00170319,0.00232569,0.00249189
Southeast Asia,trn_aviation_intl,0.0755703,0.0779795,0.0864422,0.0851444
Southeast Asia,trn_freight,0.0483301,0.0578172,0.062637,0.063961
Southeast Asia,trn_pass,0.0494253,0.0619785,0.0720176,0.0788391
Southeast Asia,trn_shipping_intl,0.00164043,0.00169503,0.00227191,0.00241022
Taiwan,trn_aviation_intl,0.0834299,0.093888,0.104971,0.104989
Taiwan,trn_freight,0.0614036,0.0661036,0.0795007,0.0956371
Taiwan,trn_pass,0.116428,0.203585,0.240572,0.262781
Taiwan,trn_shipping_intl,0.00168984,0.00173989,0.00229554,0.0024068
USA,trn_aviation_intl,0.104186,0.117211,0.122621,0.124345
USA,trn_freight,0.0555917,0.0580644,0.068209,0.0635744
USA,trn_pass,0.309112,0.375204,0.384428,0.401867
USA,trn_shipping_intl,0.0016605,0.00170839,0.0022818,0.00243693
