# ../aglu-data/LDS//Water_footprint_m3.csv
# Written by LA000.LDS_names.R
# Thu Mar 17 17:34:28 2016
# "  "
# "  "
"iso","GLU","GTAP_crop","water_type","value"
"tur",99,"Barley","gray",4047597
"eri",100,"Barley","gray",103583
"yem",100,"Barley","gray",16071
"pak",102,"Barley","gray",241208
"jpn",103,"Barley","gray",41264
"pak",104,"Barley","gray",578298
"mex",105,"Barley","gray",1784856
"chn",106,"Barley","gray",95117992
"ind",107,"Barley","gray",23499742
"pak",107,"Barley","gray",2121862
"chn",108,"Barley","gray",9831404
"chn",109,"Barley","gray",2606305
"btn",110,"Barley","gray",25272
"chn",110,"Barley","gray",4737338
"ind",110,"Barley","gray",92023304
"npl",110,"Barley","gray",2842717
"chn",112,"Barley","gray",743970
"ind",113,"Barley","gray",915299
"mex",114,"Barley","gray",882465
"mex",115,"Barley","gray",1382655
"ind",117,"Barley","gray",96976
"ind",118,"Barley","gray",622786
"ind",120,"Barley","gray",7356021
"ind",122,"Barley","gray",3340318
"ind",123,"Barley","gray",156456
"chn",124,"Barley","gray",61015
"chn",125,"Barley","gray",3968800
"tha",125,"Barley","gray",994427
"chn",127,"Barley","gray",2125863
"tha",127,"Barley","gray",9140
"mex",130,"Barley","gray",96539
"mex",131,"Barley","gray",9824457
"mex",132,"Barley","gray",7352718
"mex",134,"Barley","gray",2857104
"chn",137,"Barley","gray",634148
"tha",139,"Barley","gray",353475
"dza",144,"Barley","gray",2777708
"egy",144,"Barley","gray",231332
"lby",144,"Barley","gray",2506953
"mar",144,"Barley","gray",379506
"tun",144,"Barley","gray",516199
"tha",146,"Barley","gray",548844
"tha",148,"Barley","gray",144084
"bol",156,"Barley","gray",1354094
"bra",156,"Barley","gray",410702
"col",156,"Barley","gray",279369
"ecu",156,"Barley","gray",426924
"per",156,"Barley","gray",49937832
"ecu",157,"Barley","gray",1243532
"cod",162,"Barley","gray",4
"col",166,"Barley","gray",3771705
"arg",169,"Barley","gray",23337
"chl",169,"Barley","gray",21683958
"eth",170,"Barley","gray",18838724
"ken",170,"Barley","gray",501254
"ken",171,"Barley","gray",467125
"eri",179,"Barley","gray",15247
"eth",179,"Barley","gray",29029988
"ken",179,"Barley","gray",456948
"per",180,"Barley","gray",17117640
"cod",183,"Barley","gray",3500
"zmb",183,"Barley","gray",3
"cod",188,"Barley","gray",2
"aus",189,"Barley","gray",190269232
"aus",191,"Barley","gray",177639936
"bra",192,"Barley","gray",47023
"aus",193,"Barley","gray",63715704
"zaf",194,"Barley","gray",6289299
"bra",195,"Barley","gray",21076360
"ury",195,"Barley","gray",169256
"zaf",198,"Barley","gray",2206459
"zaf",199,"Barley","gray",61437
"bol",200,"Barley","gray",263133
"chl",200,"Barley","gray",16746
"per",200,"Barley","gray",9317587
"nzl",201,"Barley","gray",37690108
"aus",202,"Barley","gray",244149904
"arg",203,"Barley","gray",221383
"zaf",204,"Barley","gray",1746066
"arg",205,"Barley","gray",7897
"arg",206,"Barley","gray",5776267
"bol",206,"Barley","gray",921379
"bra",206,"Barley","gray",64652408
"ury",206,"Barley","gray",23908706
"chl",207,"Barley","gray",114599
"aus",208,"Barley","gray",366393600
"arg",209,"Barley","gray",11550261
"arg",210,"Barley","gray",27116390
"aus",211,"Barley","gray",4203695
"arg",212,"Barley","gray",29768
"arg",213,"Barley","gray",394592
"chl",213,"Barley","gray",6921
"arg",215,"Barley","gray",3740
"mex",217,"Barley","gray",22608
"usa",217,"Barley","gray",21839504
"usa",218,"Barley","gray",14545164
"usa",219,"Barley","gray",54679
"usa",220,"Barley","gray",2382130
"mex",221,"Barley","gray",50850
"usa",221,"Barley","gray",10694315
"usa",222,"Barley","gray",21157208
"can",223,"Barley","gray",28059328
"usa",223,"Barley","gray",305094368
"usa",224,"Barley","gray",627971
"usa",225,"Barley","gray",47143
"usa",226,"Barley","gray",3777807
"can",227,"Barley","gray",64949080
"usa",227,"Barley","gray",7085121
"usa",228,"Barley","gray",3769542
"can",229,"Barley","gray",825228
"usa",229,"Barley","gray",207354496
"usa",230,"Barley","gray",3048
"mex",231,"Barley","gray",885068
"usa",231,"Barley","gray",11363736
"can",232,"Barley","gray",5632782
"usa",232,"Barley","gray",5120014
"usa",233,"Barley","gray",29883042
"ind",235,"Barley","gray",98464
"chn",37,"Cassava","gray",350610
"chn",42,"Cassava","gray",3908178
"chn",43,"Cassava","gray",43695040
"chn",56,"Cassava","gray",479303
"chn",66,"Cassava","gray",18811434
"chn",68,"Cassava","gray",830658
"chn",77,"Cassava","gray",26977318
"chn",78,"Cassava","gray",26739964
"chn",79,"Cassava","gray",39635712
"chn",85,"Cassava","gray",2952339
"bdi",87,"Cassava","gray",96275
"cod",87,"Cassava","gray",34665
"ken",87,"Cassava","gray",1250
"rwa",87,"Cassava","gray",121789
"tza",87,"Cassava","gray",109
"uga",87,"Cassava","gray",1199194
"jam",101,"Cassava","gray",336228
"chn",106,"Cassava","gray",89650552
"chn",108,"Cassava","gray",7915633
"vnm",108,"Cassava","gray",2572079
"chn",109,"Cassava","gray",818131
"vnm",109,"Cassava","gray",48640420
"ind",110,"Cassava","gray",5070572
"blz",111,"Cassava","gray",151776
"hnd",111,"Cassava","gray",3539
"chn",112,"Cassava","gray",2425854
"vnm",112,"Cassava","gray",726078
"ind",116,"Cassava","gray",4498
"ind",117,"Cassava","gray",695940
"phl",119,"Cassava","gray",140188416
"ind",122,"Cassava","gray",18455
"ind",123,"Cassava","gray",6032650
"chn",124,"Cassava","gray",1026371
"chn",125,"Cassava","gray",560677
"khm",125,"Cassava","gray",5804
"lao",125,"Cassava","gray",12026
"tha",125,"Cassava","gray",307344640
"vnm",125,"Cassava","gray",13820301
"khm",126,"Cassava","gray",5264
"vnm",126,"Cassava","gray",78260592
"chn",127,"Cassava","gray",481978
"ind",128,"Cassava","gray",1238581
"ind",129,"Cassava","gray",27221354
"mex",131,"Cassava","gray",5319
"mex",133,"Cassava","gray",199472
"mex",134,"Cassava","gray",128673
"cri",135,"Cassava","gray",1718407
"hnd",135,"Cassava","gray",109234
"nic",135,"Cassava","gray",288432
"pan",135,"Cassava","gray",1239106
"slv",135,"Cassava","gray",53630
"chn",137,"Cassava","gray",180925
"ind",137,"Cassava","gray",79200
"idn",139,"Cassava","gray",3294
"mys",139,"Cassava","gray",6134409
"tha",139,"Cassava","gray",21356550
"ind",140,"Cassava","gray",4737249
"ben",142,"Cassava","gray",3342649
"bfa",142,"Cassava","gray",1426
"civ",142,"Cassava","gray",3398920
"gha",142,"Cassava","gray",1880141
"gmb",142,"Cassava","gray",316942
"nga",142,"Cassava","gray",37274860
"sen",142,"Cassava","gray",1425346
"col",143,"Cassava","gray",1015430
"pan",143,"Cassava","gray",27014
"tto",143,"Cassava","gray",39474
"ven",143,"Cassava","gray",528266
"mli",144,"Cassava","gray",3
"ind",145,"Cassava","gray",16446184
"tha",146,"Cassava","gray",119436320
"ind",147,"Cassava","gray",2690686
"tha",148,"Cassava","gray",120111400
"ben",149,"Cassava","gray",265849
"bfa",149,"Cassava","gray",26548
"civ",149,"Cassava","gray",302383
"cmr",149,"Cassava","gray",690511
"mli",149,"Cassava","gray",86
"ner",149,"Cassava","gray",10675
"nga",149,"Cassava","gray",34495312
"caf",151,"Cassava","gray",152
"cmr",151,"Cassava","gray",339978
"ner",151,"Cassava","gray",1734
"nga",151,"Cassava","gray",1393485
"mli",152,"Cassava","gray",47
"sen",152,"Cassava","gray",91559
"ind",153,"Cassava","gray",23948882
"ind",155,"Cassava","gray",50028216
"bra",156,"Cassava","gray",54742688
"col",156,"Cassava","gray",753814
"ecu",156,"Cassava","gray",3389
"guy",156,"Cassava","gray",1037911
"per",156,"Cassava","gray",25610374
"sur",156,"Cassava","gray",143518
"ven",156,"Cassava","gray",552332
"col",157,"Cassava","gray",303072
"pan",157,"Cassava","gray",16208
"per",157,"Cassava","gray",3318
"idn",158,"Cassava","gray",7877605
"brn",159,"Cassava","gray",8643
"idn",159,"Cassava","gray",124226
"mys",159,"Cassava","gray",5798100
"ben",160,"Cassava","gray",97602
"bfa",160,"Cassava","gray",34225
"civ",160,"Cassava","gray",161678
"gha",160,"Cassava","gray",2581982
"mli",160,"Cassava","gray",13
"bra",161,"Cassava","gray",702120
"guy",161,"Cassava","gray",6527848
"sur",161,"Cassava","gray",99258
"ven",161,"Cassava","gray",36616
"ago",162,"Cassava","gray",20059
"cmr",162,"Cassava","gray",2258984
"cod",162,"Cassava","gray",3540
"cog",162,"Cassava","gray",87896
"gab",162,"Cassava","gray",459282
"nga",162,"Cassava","gray",25449868
"idn",163,"Cassava","gray",107944784
"idn",164,"Cassava","gray",34923412
"idn",165,"Cassava","gray",18081148
"mys",165,"Cassava","gray",216692
"col",166,"Cassava","gray",3962811
"ven",166,"Cassava","gray",1188
"idn",167,"Cassava","gray",507751
"png",167,"Cassava","gray",188995
"bra",168,"Cassava","gray",747770
"ken",170,"Cassava","gray",1754
"ken",171,"Cassava","gray",1816
"moz",171,"Cassava","gray",12921485
"tza",171,"Cassava","gray",8615
"bra",172,"Cassava","gray",36015860
"png",173,"Cassava","gray",67256
"bra",174,"Cassava","gray",39030788
"idn",175,"Cassava","gray",292504288
"tls",175,"Cassava","gray",78127
"png",178,"Cassava","gray",169816
"ken",179,"Cassava","gray",1409
"uga",179,"Cassava","gray",2089
"per",180,"Cassava","gray",4422584
"png",181,"Cassava","gray",161035
"ago",182,"Cassava","gray",1774068
"ago",183,"Cassava","gray",1815934
"bdi",183,"Cassava","gray",56126
"caf",183,"Cassava","gray",612
"cmr",183,"Cassava","gray",582184
"cod",183,"Cassava","gray",740748
"cog",183,"Cassava","gray",188420
"gab",183,"Cassava","gray",2160
"rwa",183,"Cassava","gray",13556
"uga",183,"Cassava","gray",8384
"zmb",183,"Cassava","gray",34
"bra",186,"Cassava","gray",38860688
"bra",187,"Cassava","gray",11867790
"ago",188,"Cassava","gray",520451
"cod",188,"Cassava","gray",138
"moz",188,"Cassava","gray",1236756
"moz",190,"Cassava","gray",1902984
"bra",192,"Cassava","gray",34570104
"bra",195,"Cassava","gray",84072672
"ago",197,"Cassava","gray",368324
"moz",198,"Cassava","gray",185275
"moz",199,"Cassava","gray",778995
"per",200,"Cassava","gray",137521
"arg",206,"Cassava","gray",20410296
"bra",206,"Cassava","gray",58356124
"pry",206,"Cassava","gray",22060522
"chn",37,"Coconuts","gray",39056
"chn",42,"Coconuts","gray",480207
"chn",43,"Coconuts","gray",2820046
"chn",56,"Coconuts","gray",51753
"pak",58,"Coconuts","gray",1
"chn",66,"Coconuts","gray",1188485
"chn",68,"Coconuts","gray",93981
"chn",76,"Coconuts","gray",20
"chn",77,"Coconuts","gray",1657720
"chn",78,"Coconuts","gray",1744978
"chn",79,"Coconuts","gray",2485450
"chn",85,"Coconuts","gray",289995
"pak",85,"Coconuts","gray",3
"chn",89,"Coconuts","gray",323
"ind",89,"Coconuts","gray",15875
"pak",89,"Coconuts","gray",378837
"chn",92,"Coconuts","gray",406
"pak",97,"Coconuts","gray",381
"jam",101,"Coconuts","gray",3627742
"pak",102,"Coconuts","gray",4502
"pak",104,"Coconuts","gray",15630
"chn",106,"Coconuts","gray",5908470
"ind",107,"Coconuts","gray",22522
"pak",107,"Coconuts","gray",73525
"chn",108,"Coconuts","gray",857652
"vnm",108,"Coconuts","gray",834822
"chn",109,"Coconuts","gray",133870
"vnm",109,"Coconuts","gray",13641317
"bgd",110,"Coconuts","gray",5037960
"chn",110,"Coconuts","gray",47883
"ind",110,"Coconuts","gray",13536885
"npl",110,"Coconuts","gray",10027
"blz",111,"Coconuts","gray",779149
"chn",112,"Coconuts","gray",193480
"vnm",112,"Coconuts","gray",296741
"ind",113,"Coconuts","gray",230325
"mex",115,"Coconuts","gray",1095202
"bgd",116,"Coconuts","gray",171637
"ind",116,"Coconuts","gray",88077
"ind",117,"Coconuts","gray",809117
"ind",118,"Coconuts","gray",4115584
"phl",119,"Coconuts","gray",71320336
"ind",120,"Coconuts","gray",1623433
"ind",122,"Coconuts","gray",2771694
"ind",123,"Coconuts","gray",10890485
"chn",124,"Coconuts","gray",86807
"chn",125,"Coconuts","gray",124296
"khm",125,"Coconuts","gray",956
"tha",125,"Coconuts","gray",17563408
"vnm",125,"Coconuts","gray",12097844
"khm",126,"Coconuts","gray",3154
"vnm",126,"Coconuts","gray",21239708
"chn",127,"Coconuts","gray",61677
"tha",127,"Coconuts","gray",161971
"ind",128,"Coconuts","gray",2141731
"ind",129,"Coconuts","gray",84268448
"mex",130,"Coconuts","gray",619225
"mex",131,"Coconuts","gray",20
"blz",133,"Coconuts","gray",777
"mex",133,"Coconuts","gray",583905
"mex",134,"Coconuts","gray",3167452
"mex",135,"Coconuts","gray",55623
"pan",135,"Coconuts","gray",6099091
"mex",136,"Coconuts","gray",2997386
"chn",137,"Coconuts","gray",32313
"ind",137,"Coconuts","gray",21252
"idn",139,"Coconuts","gray",3144
"mys",139,"Coconuts","gray",1759914
"sgp",139,"Coconuts","gray",19682
"tha",139,"Coconuts","gray",6168011
"ind",140,"Coconuts","gray",60940164
"ben",142,"Coconuts","gray",159127
"civ",142,"Coconuts","gray",2848217
"gha",142,"Coconuts","gray",156188
"sen",142,"Coconuts","gray",3688
"pan",143,"Coconuts","gray",92841
"tto",143,"Coconuts","gray",2445484
"ind",145,"Coconuts","gray",24901128
"tha",146,"Coconuts","gray",9949143
"ind",147,"Coconuts","gray",7206310
"tha",148,"Coconuts","gray",2614534
"vnm",148,"Coconuts","gray",6380
"ben",149,"Coconuts","gray",38998
"civ",149,"Coconuts","gray",253785
"cmr",149,"Coconuts","gray",10895
"cmr",151,"Coconuts","gray",5241
"nga",151,"Coconuts","gray",1
"sen",152,"Coconuts","gray",1860
"ind",153,"Coconuts","gray",53267036
"lka",154,"Coconuts","gray",41808312
"ind",155,"Coconuts","gray",118912416
"bra",156,"Coconuts","gray",130049
"ecu",156,"Coconuts","gray",1357
"guy",156,"Coconuts","gray",782195
"per",156,"Coconuts","gray",1215329
"sur",156,"Coconuts","gray",1705
"ven",156,"Coconuts","gray",1
"pan",157,"Coconuts","gray",928186
"per",157,"Coconuts","gray",1938
"idn",158,"Coconuts","gray",3055309
"brn",159,"Coconuts","gray",72535
"idn",159,"Coconuts","gray",198570
"mys",159,"Coconuts","gray",1788038
"ben",160,"Coconuts","gray",14980
"civ",160,"Coconuts","gray",135836
"gha",160,"Coconuts","gray",580187
"bra",161,"Coconuts","gray",23
"guy",161,"Coconuts","gray",5456641
"sur",161,"Coconuts","gray",2004105
"cmr",162,"Coconuts","gray",10823
"cog",162,"Coconuts","gray",330
"idn",163,"Coconuts","gray",52724812
"idn",164,"Coconuts","gray",19631220
"idn",165,"Coconuts","gray",34847860
"mys",165,"Coconuts","gray",62016
"idn",167,"Coconuts","gray",15131948
"png",167,"Coconuts","gray",916585
"bra",168,"Coconuts","gray",11184
"moz",171,"Coconuts","gray",579252
"tza",171,"Coconuts","gray",80
"bra",172,"Coconuts","gray",116438
"png",173,"Coconuts","gray",2273234
"bra",174,"Coconuts","gray",399719
"idn",175,"Coconuts","gray",24964854
"tls",175,"Coconuts","gray",5925
"idn",178,"Coconuts","gray",187242
"png",178,"Coconuts","gray",1141197
"per",180,"Coconuts","gray",672184
"idn",181,"Coconuts","gray",106967
"png",181,"Coconuts","gray",995406
"cmr",183,"Coconuts","gray",150
"cog",183,"Coconuts","gray",1879
"bra",186,"Coconuts","gray",2232663
"bra",187,"Coconuts","gray",51102
"moz",188,"Coconuts","gray",356275
"moz",190,"Coconuts","gray",156373
"bra",192,"Coconuts","gray",594596
"bra",195,"Coconuts","gray",2437340
"moz",198,"Coconuts","gray",50479
"moz",199,"Coconuts","gray",91312
"per",200,"Coconuts","gray",135414
"bra",206,"Coconuts","gray",353465
"ind",235,"Coconuts","gray",537039
"chn",37,"Coffee","gray",25361
"chn",42,"Coffee","gray",311639
"chn",43,"Coffee","gray",1831004
"chn",56,"Coffee","gray",33594
"chn",66,"Coffee","gray",771534
"chn",68,"Coffee","gray",61268
"chn",76,"Coffee","gray",13
"chn",77,"Coffee","gray",1076281
"chn",78,"Coffee","gray",1133138
"chn",79,"Coffee","gray",1614116
"chn",85,"Coffee","gray",187542
"bdi",87,"Coffee","gray",39236
"cod",87,"Coffee","gray",977
"eri",87,"Coffee","gray",878
"eth",87,"Coffee","gray",1751742
"ken",87,"Coffee","gray",3080879
"rwa",87,"Coffee","gray",27975
"tza",87,"Coffee","gray",206846
"uga",87,"Coffee","gray",830377
"chn",89,"Coffee","gray",126
"chn",92,"Coffee","gray",108
"yem",93,"Coffee","gray",5364248
"yem",94,"Coffee","gray",26516
"mex",96,"Coffee","gray",621557
"eth",100,"Coffee","gray",21774
"yem",100,"Coffee","gray",181988
"jam",101,"Coffee","gray",2162853
"mex",105,"Coffee","gray",26025474
"chn",106,"Coffee","gray",3835672
"chn",108,"Coffee","gray",556806
"vnm",108,"Coffee","gray",3102755
"chn",109,"Coffee","gray",86920
"vnm",109,"Coffee","gray",49991684
"chn",110,"Coffee","gray",31100
"ind",110,"Coffee","gray",173169
"mmr",110,"Coffee","gray",78
"npl",110,"Coffee","gray",88891
"blz",111,"Coffee","gray",56577
"gtm",111,"Coffee","gray",58504316
"hnd",111,"Coffee","gray",3842660
"mex",111,"Coffee","gray",4890
"chn",112,"Coffee","gray",125972
"vnm",112,"Coffee","gray",1105273
"mex",115,"Coffee","gray",6717159
"mmr",116,"Coffee","gray",9343
"phl",119,"Coffee","gray",89907288
"chn",124,"Coffee","gray",56353
"chn",125,"Coffee","gray",80766
"khm",125,"Coffee","gray",132
"lao",125,"Coffee","gray",28004
"mmr",125,"Coffee","gray",4265
"tha",125,"Coffee","gray",17337208
"vnm",125,"Coffee","gray",44433712
"khm",126,"Coffee","gray",142
"vnm",126,"Coffee","gray",77959224
"chn",127,"Coffee","gray",39996
"mmr",127,"Coffee","gray",12863
"tha",127,"Coffee","gray",49791
"ind",129,"Coffee","gray",15055068
"mex",130,"Coffee","gray",52530812
"mex",131,"Coffee","gray",1250231
"mex",132,"Coffee","gray",23361118
"gtm",133,"Coffee","gray",47290980
"mex",133,"Coffee","gray",36873976
"mex",134,"Coffee","gray",22691376
"cri",135,"Coffee","gray",201033504
"gtm",135,"Coffee","gray",68762888
"hnd",135,"Coffee","gray",156130560
"mex",135,"Coffee","gray",11041118
"nic",135,"Coffee","gray",38642820
"pan",135,"Coffee","gray",12030062
"slv",135,"Coffee","gray",80030088
"mex",136,"Coffee","gray",33615028
"chn",137,"Coffee","gray",20983
"mmr",137,"Coffee","gray",84891
"mmr",138,"Coffee","gray",22975
"mmr",139,"Coffee","gray",6198
"mys",139,"Coffee","gray",8161173
"tha",139,"Coffee","gray",5862325
"ben",142,"Coffee","gray",9252
"civ",142,"Coffee","gray",9332273
"gha",142,"Coffee","gray",15107
"nga",142,"Coffee","gray",20398
"tgo",142,"Coffee","gray",986667
"col",143,"Coffee","gray",85148696
"pan",143,"Coffee","gray",170751
"tto",143,"Coffee","gray",1356052
"ven",143,"Coffee","gray",57988188
"ind",145,"Coffee","gray",1662553
"mmr",146,"Coffee","gray",4
"tha",146,"Coffee","gray",9560211
"tha",148,"Coffee","gray",2573361
"vnm",148,"Coffee","gray",25378
"ben",149,"Coffee","gray",2232
"civ",149,"Coffee","gray",3862
"cmr",149,"Coffee","gray",388267
"nga",149,"Coffee","gray",2068
"cmr",151,"Coffee","gray",14608
"ind",153,"Coffee","gray",137391456
"ind",155,"Coffee","gray",20998420
"bol",156,"Coffee","gray",1609926
"bra",156,"Coffee","gray",43136792
"col",156,"Coffee","gray",194196880
"ecu",156,"Coffee","gray",1360616
"per",156,"Coffee","gray",87190456
"ven",156,"Coffee","gray",114185096
"col",157,"Coffee","gray",75939272
"ecu",157,"Coffee","gray",12127603
"pan",157,"Coffee","gray",1745783
"idn",158,"Coffee","gray",3381288
"idn",159,"Coffee","gray",72885
"mys",159,"Coffee","gray",5478253
"ben",160,"Coffee","gray",858
"civ",160,"Coffee","gray",5575
"gha",160,"Coffee","gray",53137
"tgo",160,"Coffee","gray",233336
"guy",161,"Coffee","gray",1005374
"sur",161,"Coffee","gray",222234
"ven",161,"Coffee","gray",882185
"ago",162,"Coffee","gray",3025
"cmr",162,"Coffee","gray",3586961
"cod",162,"Coffee","gray",44
"cog",162,"Coffee","gray",8568
"gab",162,"Coffee","gray",4130
"nga",162,"Coffee","gray",2845
"idn",163,"Coffee","gray",270908384
"idn",164,"Coffee","gray",21499412
"idn",165,"Coffee","gray",13763857
"mys",165,"Coffee","gray",295433
"col",166,"Coffee","gray",552169920
"ven",166,"Coffee","gray",93134
"idn",167,"Coffee","gray",188867
"png",167,"Coffee","gray",649256
"eth",170,"Coffee","gray",847596
"ken",170,"Coffee","gray",6934813
"ken",171,"Coffee","gray",13440117
"moz",171,"Coffee","gray",9108
"mwi",171,"Coffee","gray",97418
"tza",171,"Coffee","gray",655822
"bra",172,"Coffee","gray",3810
"png",173,"Coffee","gray",1705310
"bra",174,"Coffee","gray",750144
"idn",175,"Coffee","gray",106985088
"tls",175,"Coffee","gray",48356
"png",178,"Coffee","gray",811563
"eth",179,"Coffee","gray",1568092
"ken",179,"Coffee","gray",6168886
"tza",179,"Coffee","gray",322835
"uga",179,"Coffee","gray",20432
"ecu",180,"Coffee","gray",615730
"per",180,"Coffee","gray",4291295
"png",181,"Coffee","gray",706677
"ago",182,"Coffee","gray",265926
"ago",183,"Coffee","gray",258697
"bdi",183,"Coffee","gray",23359
"caf",183,"Coffee","gray",449
"cmr",183,"Coffee","gray",136644
"cod",183,"Coffee","gray",49003
"cog",183,"Coffee","gray",6151
"rwa",183,"Coffee","gray",1633
"tza",183,"Coffee","gray",429967
"uga",183,"Coffee","gray",1976
"bra",186,"Coffee","gray",4972002
"bra",187,"Coffee","gray",467985
"ago",188,"Coffee","gray",69629
"cod",188,"Coffee","gray",32
"moz",188,"Coffee","gray",5597
"mwi",188,"Coffee","gray",3082087
"tza",188,"Coffee","gray",110112
"moz",190,"Coffee","gray",2541
"bra",192,"Coffee","gray",17306892
"bra",195,"Coffee","gray",196467472
"ago",197,"Coffee","gray",46224
"moz",198,"Coffee","gray",794
"moz",199,"Coffee","gray",1436
"bol",200,"Coffee","gray",1328773
"per",200,"Coffee","gray",1654468
"bol",206,"Coffee","gray",13108
"bra",206,"Coffee","gray",219386704
"pry",206,"Coffee","gray",4732676
"kaz",18,"Cotton","gray",16525
"chn",37,"Cotton","gray",49539
"kaz",38,"Cotton","gray",1102351
"chn",42,"Cotton","gray",238958704
"kaz",42,"Cotton","gray",440296
"aze",45,"Cotton","gray",78838
"geo",45,"Cotton","gray",55144
"kaz",45,"Cotton","gray",320247
"geo",47,"Cotton","gray",4060
"afg",52,"Cotton","gray",689803
"irn",52,"Cotton","gray",81254288
"tkm",52,"Cotton","gray",129543
"rom",54,"Cotton","gray",7671712
"mkd",55,"Cotton","gray",6040149
"rom",55,"Cotton","gray",293416
"chn",56,"Cotton","gray",33489
"kaz",56,"Cotton","gray",6018793
"afg",58,"Cotton","gray",2562649
"kaz",58,"Cotton","gray",390485
"kgz",58,"Cotton","gray",121685
"tjk",58,"Cotton","gray",7437869
"chn",66,"Cotton","gray",36996996
"chn",68,"Cotton","gray",6927728
"kaz",68,"Cotton","gray",2754815
"kgz",68,"Cotton","gray",839248
"geo",70,"Cotton","gray",859565
"tur",70,"Cotton","gray",2526050
"aze",72,"Cotton","gray",56857256
"geo",72,"Cotton","gray",2022525
"irn",72,"Cotton","gray",9967930
"egy",75,"Cotton","gray",1676726
"isr",75,"Cotton","gray",25754798
"syr",75,"Cotton","gray",45979576
"tur",75,"Cotton","gray",336512320
"kaz",76,"Cotton","gray",6095503
"kgz",76,"Cotton","gray",5852515
"tjk",76,"Cotton","gray",3422290
"uzb",76,"Cotton","gray",19784
"chn",77,"Cotton","gray",1545783424
"chn",78,"Cotton","gray",1386585856
"chn",79,"Cotton","gray",728111296
"dza",80,"Cotton","gray",115124
"egy",80,"Cotton","gray",1571
"tun",80,"Cotton","gray",2336012
"irn",82,"Cotton","gray",61669968
"irn",84,"Cotton","gray",1064260
"irq",84,"Cotton","gray",112997072
"syr",84,"Cotton","gray",99643376
"tur",84,"Cotton","gray",150943312
"chn",85,"Cotton","gray",785057728
"kgz",85,"Cotton","gray",191098
"bdi",87,"Cotton","gray",183286
"cod",87,"Cotton","gray",5366
"egy",87,"Cotton","gray",388981792
"ken",87,"Cotton","gray",168
"sdn",87,"Cotton","gray",157113776
"tza",87,"Cotton","gray",1449000
"uga",87,"Cotton","gray",1757019
"irn",88,"Cotton","gray",3697181
"afg",89,"Cotton","gray",950268
"chn",89,"Cotton","gray",214233
"ind",89,"Cotton","gray",336892384
"pak",89,"Cotton","gray",3187388160
"afg",90,"Cotton","gray",479500
"irn",90,"Cotton","gray",201089
"yem",93,"Cotton","gray",4558075
"yem",94,"Cotton","gray",41058
"isr",95,"Cotton","gray",12787244
"syr",95,"Cotton","gray",3916554
"mex",96,"Cotton","gray",3578129
"usa",96,"Cotton","gray",302601
"afg",97,"Cotton","gray",2499800
"syr",99,"Cotton","gray",17153964
"tur",99,"Cotton","gray",218307
"sdn",100,"Cotton","gray",1006278
"yem",100,"Cotton","gray",40537
"pak",102,"Cotton","gray",9551423
"pak",104,"Cotton","gray",27656440
"mex",105,"Cotton","gray",12214450
"chn",106,"Cotton","gray",4325286912
"ind",107,"Cotton","gray",3354544384
"pak",107,"Cotton","gray",667787776
"chn",108,"Cotton","gray",5105168
"vnm",108,"Cotton","gray",218088
"chn",109,"Cotton","gray",1000340
"vnm",109,"Cotton","gray",5468237
"bgd",110,"Cotton","gray",19829694
"ind",110,"Cotton","gray",148976432
"npl",110,"Cotton","gray",2234033
"gtm",111,"Cotton","gray",2513617
"vnm",112,"Cotton","gray",98395
"ind",113,"Cotton","gray",240710944
"mex",114,"Cotton","gray",336005
"bgd",116,"Cotton","gray",451259
"ind",116,"Cotton","gray",837249
"ind",117,"Cotton","gray",195585824
"ind",118,"Cotton","gray",808098
"ind",120,"Cotton","gray",79676
"ind",122,"Cotton","gray",5609403
"ind",123,"Cotton","gray",438896768
"chn",125,"Cotton","gray",795952
"khm",125,"Cotton","gray",280
"lao",125,"Cotton","gray",1821
"tha",125,"Cotton","gray",8409940
"vnm",125,"Cotton","gray",4992016
"khm",126,"Cotton","gray",91
"vnm",126,"Cotton","gray",8382642
"chn",127,"Cotton","gray",135317
"tha",127,"Cotton","gray",1029221
"ind",128,"Cotton","gray",5140349
"ind",129,"Cotton","gray",44032720
"gtm",133,"Cotton","gray",125149
"cri",135,"Cotton","gray",115204
"gtm",135,"Cotton","gray",3778933
"chn",137,"Cotton","gray",133176
"ind",137,"Cotton","gray",1281767
"idn",139,"Cotton","gray",426
"tha",139,"Cotton","gray",23600014
"ind",140,"Cotton","gray",711753920
"ben",142,"Cotton","gray",1768986
"bfa",142,"Cotton","gray",631696
"civ",142,"Cotton","gray",12187784
"gha",142,"Cotton","gray",1022078
"gmb",142,"Cotton","gray",542886
"mli",142,"Cotton","gray",100
"nga",142,"Cotton","gray",5015032
"sen",142,"Cotton","gray",2727885
"tgo",142,"Cotton","gray",21475016
"col",143,"Cotton","gray",1964228
"ven",143,"Cotton","gray",8306044
"dza",144,"Cotton","gray",7075
"egy",144,"Cotton","gray",1077890
"sdn",144,"Cotton","gray",844
"ind",145,"Cotton","gray",21016414
"tha",146,"Cotton","gray",34869768
"ind",147,"Cotton","gray",50112932
"tha",148,"Cotton","gray",5094150
"ben",149,"Cotton","gray",1304235
"bfa",149,"Cotton","gray",1371998
"civ",149,"Cotton","gray",1087913
"cmr",149,"Cotton","gray",2762002
"mli",149,"Cotton","gray",9181
"ner",149,"Cotton","gray",1743159
