# ../aglu-data/LDS//Water_footprint_m3.csv
# Written by LA000.LDS_names.R
# Thu Mar 17 17:34:28 2016
# "  "
# "  "
"iso","GLU","GTAP_crop","water_type","value"
"lva",20,"Soybean","green",87787
"rus",20,"Soybean","green",2467545
"deu",21,"Soybean","green",157425
"lva",22,"Soybean","green",8389
"rus",22,"Soybean","green",7098410
"can",23,"Soybean","green",93822768
"usa",23,"Soybean","green",4445253120
"lva",25,"Soybean","green",49139
"rus",25,"Soybean","green",2167760
"deu",28,"Soybean","green",265488
"deu",29,"Soybean","green",31232
"pol",30,"Soybean","green",186591
"ukr",30,"Soybean","green",7056989
"aut",31,"Soybean","green",293992
"cze",31,"Soybean","green",13640022
"deu",31,"Soybean","green",429928
"aut",32,"Soybean","green",127161
"che",32,"Soybean","green",6534695
"deu",32,"Soybean","green",362373
"fra",32,"Soybean","green",821237
"pol",33,"Soybean","green",187234
"rus",33,"Soybean","green",3091855
"lva",35,"Soybean","green",385
"pol",35,"Soybean","green",10040
"rus",35,"Soybean","green",1194355
"chn",37,"Soybean","green",195469504
"prk",37,"Soybean","green",34012472
"rus",37,"Soybean","green",1741809
"kaz",38,"Soybean","green",2567149
"rus",38,"Soybean","green",60955284
"rus",39,"Soybean","green",60482820
"ukr",39,"Soybean","green",223005456
"can",40,"Soybean","green",5079089
"fra",41,"Soybean","green",38437972
"chn",42,"Soybean","green",313030496
"kaz",42,"Soybean","green",575095
"rus",42,"Soybean","green",335314
"chn",43,"Soybean","green",8753051648
"rus",43,"Soybean","green",52419928
"fra",44,"Soybean","green",7374817
"aze",45,"Soybean","green",488
"kaz",45,"Soybean","green",888546
"rus",45,"Soybean","green",49604004
"fra",46,"Soybean","green",13301851
"mda",47,"Soybean","green",2411872
"rus",47,"Soybean","green",67480096
"ukr",47,"Soybean","green",140347552
"rus",48,"Soybean","green",73848680
"mda",49,"Soybean","green",32275100
"pol",49,"Soybean","green",4858
"ukr",49,"Soybean","green",37507664
"ita",50,"Soybean","green",351627808
"jpn",51,"Soybean","green",606796864
"irn",52,"Soybean","green",10383969
"kaz",52,"Soybean","green",130
"rus",53,"Soybean","green",303624256
"ukr",53,"Soybean","green",37132380
"aut",54,"Soybean","green",65387044
"bgr",54,"Soybean","green",14920697
"bih",54,"Soybean","green",10523942
"che",54,"Soybean","green",27901
"cze",54,"Soybean","green",517110
"deu",54,"Soybean","green",231792
"hrv",54,"Soybean","green",101033984
"hun",54,"Soybean","green",96375816
"ita",54,"Soybean","green",5282176
"mda",54,"Soybean","green",20325166
"rom",54,"Soybean","green",335916800
"scg",54,"Soybean","green",382377056
"svk",54,"Soybean","green",23141020
"svn",54,"Soybean","green",201987
"ukr",54,"Soybean","green",11873818
"alb",55,"Soybean","green",1247383
"bgr",55,"Soybean","green",2429376
"bih",55,"Soybean","green",6284600
"grc",55,"Soybean","green",5005409
"hrv",55,"Soybean","green",58947332
"ita",55,"Soybean","green",21360898
"mkd",55,"Soybean","green",173383
"rom",55,"Soybean","green",11817432
"scg",55,"Soybean","green",56543328
"svn",55,"Soybean","green",3259
"chn",56,"Soybean","green",17357748
"kaz",56,"Soybean","green",21138914
"rus",56,"Soybean","green",332050336
"ita",57,"Soybean","green",533719200
"kaz",58,"Soybean","green",80114
"kgz",58,"Soybean","green",2723
"pak",58,"Soybean","green",16
"tjk",58,"Soybean","green",324668
"ita",59,"Soybean","green",138138
"esp",60,"Soybean","green",319
"fra",60,"Soybean","green",137754
"fra",61,"Soybean","green",4322052
"ita",61,"Soybean","green",112862
"che",62,"Soybean","green",923054
"fra",62,"Soybean","green",53326048
"ita",62,"Soybean","green",42858
"fra",64,"Soybean","green",211206400
"kor",65,"Soybean","green",538033088
"prk",65,"Soybean","green",753433600
"chn",66,"Soybean","green",2093249536
"prk",66,"Soybean","green",129893168
"chn",68,"Soybean","green",42036744
"kaz",68,"Soybean","green",1716636
"kgz",68,"Soybean","green",81358
"geo",70,"Soybean","green",1326680
"esp",71,"Soybean","green",902822
"aze",72,"Soybean","green",245936
"geo",72,"Soybean","green",3066526
"irn",72,"Soybean","green",40059476
"fra",73,"Soybean","green",153223
"egy",75,"Soybean","green",15986
"syr",75,"Soybean","green",1682213
"tur",75,"Soybean","green",54116440
"kaz",76,"Soybean","green",3852629
"kgz",76,"Soybean","green",333030
"rus",76,"Soybean","green",1472198
"tjk",76,"Soybean","green",143941
"chn",77,"Soybean","green",3463029504
"chn",78,"Soybean","green",4021339136
"chn",79,"Soybean","green",4169978368
"mar",80,"Soybean","green",133580
"esp",81,"Soybean","green",3117471
"irn",82,"Soybean","green",24322300
"esp",83,"Soybean","green",976
"irn",84,"Soybean","green",31481824
"irq",84,"Soybean","green",952838
"syr",84,"Soybean","green",1774391
"tur",84,"Soybean","green",324930
"chn",85,"Soybean","green",17162366
"kaz",85,"Soybean","green",1621
"kgz",85,"Soybean","green",1
"pak",85,"Soybean","green",123
"mar",86,"Soybean","green",1889845
"bdi",87,"Soybean","green",3871395
"cod",87,"Soybean","green",1720751
"egy",87,"Soybean","green",10284423
"eri",87,"Soybean","green",561
"eth",87,"Soybean","green",1498892
"ken",87,"Soybean","green",7465525
"rwa",87,"Soybean","green",96749040
"tza",87,"Soybean","green",2495862
"uga",87,"Soybean","green",452965888
"irn",88,"Soybean","green",9042844
"chn",89,"Soybean","green",46682
"ind",89,"Soybean","green",2380590
"pak",89,"Soybean","green",8602086
"irn",90,"Soybean","green",1367703
"syr",95,"Soybean","green",518798
"mex",96,"Soybean","green",48118348
"afg",97,"Soybean","green",6824
"irn",97,"Soybean","green",70103
"pak",97,"Soybean","green",4611
"syr",99,"Soybean","green",1187408
"tur",99,"Soybean","green",93713
"eth",100,"Soybean","green",18131
"irn",102,"Soybean","green",334454
"pak",102,"Soybean","green",50592
"irn",104,"Soybean","green",60064
"pak",104,"Soybean","green",195634
"mex",105,"Soybean","green",3374904
"chn",106,"Soybean","green",12416663552
"ind",107,"Soybean","green",10012312
"pak",107,"Soybean","green",1137003
"chn",108,"Soybean","green",2232385024
"vnm",108,"Soybean","green",28765224
"chn",109,"Soybean","green",425959136
"lao",109,"Soybean","green",1198368
"vnm",109,"Soybean","green",248479456
"btn",110,"Soybean","green",4101356
"chn",110,"Soybean","green",39534600
"ind",110,"Soybean","green",13673312256
"mmr",110,"Soybean","green",301587
"npl",110,"Soybean","green",120750936
"blz",111,"Soybean","green",1833677
"gtm",111,"Soybean","green",17933468
"hnd",111,"Soybean","green",112095
"mex",111,"Soybean","green",10205357
"chn",112,"Soybean","green",295958624
"vnm",112,"Soybean","green",5323504
"ind",113,"Soybean","green",721031616
"mex",114,"Soybean","green",5397
"ind",116,"Soybean","green",996391
"mmr",116,"Soybean","green",3592200
"ind",117,"Soybean","green",1335794176
"phl",119,"Soybean","green",3662935
"ind",122,"Soybean","green",35445640
"ind",123,"Soybean","green",4574066688
"chn",124,"Soybean","green",56772280
"chn",125,"Soybean","green",331741504
"khm",125,"Soybean","green",211234800
"lao",125,"Soybean","green",13246343
"mmr",125,"Soybean","green",68767344
"tha",125,"Soybean","green",156994656
"vnm",125,"Soybean","green",82612840
"khm",126,"Soybean","green",16921874
"lao",126,"Soybean","green",5688231
"vnm",126,"Soybean","green",147799408
"chn",127,"Soybean","green",197683328
"mmr",127,"Soybean","green",175396768
"tha",127,"Soybean","green",51657872
"ind",129,"Soybean","green",659782848
"mex",132,"Soybean","green",289472544
"gtm",133,"Soybean","green",14455637
"mex",133,"Soybean","green",4280800
"gtm",135,"Soybean","green",20723784
"hnd",135,"Soybean","green",4781484
"mex",135,"Soybean","green",30943522
"nic",135,"Soybean","green",18815758
"pan",135,"Soybean","green",308391
"slv",135,"Soybean","green",2579583
"mex",136,"Soybean","green",10559652
"chn",137,"Soybean","green",66299516
"ind",137,"Soybean","green",260451
"mmr",137,"Soybean","green",264500928
"mmr",138,"Soybean","green",49811200
"idn",139,"Soybean","green",48042
"mmr",139,"Soybean","green",9252545
"tha",139,"Soybean","green",15651395
"ind",140,"Soybean","green",944921536
"ben",142,"Soybean","green",14028763
"bfa",142,"Soybean","green",403787
"civ",142,"Soybean","green",4546957
"lbr",142,"Soybean","green",18101280
"nga",142,"Soybean","green",309478656
"col",143,"Soybean","green",883184
"pan",143,"Soybean","green",5528
"ven",143,"Soybean","green",1175307
"egy",144,"Soybean","green",49830
"mar",144,"Soybean","green",2534
"lao",146,"Soybean","green",225516
"mmr",146,"Soybean","green",82508
"tha",146,"Soybean","green",419042368
"khm",148,"Soybean","green",1970496
"tha",148,"Soybean","green",82433936
"ben",149,"Soybean","green",155131
"bfa",149,"Soybean","green",7076985
"civ",149,"Soybean","green",288004
"cmr",149,"Soybean","green",14926993
"nga",149,"Soybean","green",1652655488
"cmr",151,"Soybean","green",6038593
"nga",151,"Soybean","green",99498376
"lka",154,"Soybean","green",6246416
"bol",156,"Soybean","green",1961768192
"bra",156,"Soybean","green",9180861440
"col",156,"Soybean","green",96586944
"ecu",156,"Soybean","green",1666477
"per",156,"Soybean","green",7031607
"ven",156,"Soybean","green",2181601
"col",157,"Soybean","green",1412110
"ecu",157,"Soybean","green",105800488
"pan",157,"Soybean","green",51896
"per",157,"Soybean","green",9742
"idn",158,"Soybean","green",87792
"tls",158,"Soybean","green",27516
"idn",159,"Soybean","green",781164
"ben",160,"Soybean","green",91578
"bfa",160,"Soybean","green",10341401
"civ",160,"Soybean","green",177513
"sur",161,"Soybean","green",158724
"ven",161,"Soybean","green",27527
"cmr",162,"Soybean","green",11887205
"cod",162,"Soybean","green",6918
"gab",162,"Soybean","green",5109187
"nga",162,"Soybean","green",445736864
"idn",163,"Soybean","green",904159232
"idn",164,"Soybean","green",310032160
"idn",165,"Soybean","green",55063240
"col",166,"Soybean","green",21199678
"ven",166,"Soybean","green",5688
"idn",167,"Soybean","green",4809364
"eth",170,"Soybean","green",920908
"tza",171,"Soybean","green",7467621
"bra",172,"Soybean","green",57067220
"bra",174,"Soybean","green",4841958912
"idn",175,"Soybean","green",2800613376
"tls",175,"Soybean","green",3016850
"mdg",177,"Soybean","green",235048
"idn",178,"Soybean","green",288205
"eth",179,"Soybean","green",2638610
"tza",179,"Soybean","green",3417530
"uga",179,"Soybean","green",203523
"per",180,"Soybean","green",2698111
"bdi",183,"Soybean","green",916776
"cod",183,"Soybean","green",50619228
"rwa",183,"Soybean","green",11706313
"tza",183,"Soybean","green",4758233
"bra",186,"Soybean","green",33830864
"bra",187,"Soybean","green",1381417984
"tza",188,"Soybean","green",1324638
"zmb",188,"Soybean","green",59654016
"zwe",188,"Soybean","green",113806592
"aus",189,"Soybean","green",72877000
"zwe",190,"Soybean","green",85118320
"bra",192,"Soybean","green",4991999488
"aus",193,"Soybean","green",92068
"zaf",194,"Soybean","green",223685888
"bra",195,"Soybean","green",4754192896
"ury",195,"Soybean","green",110048408
"zwe",197,"Soybean","green",7868408
"zaf",198,"Soybean","green",158397808
"zaf",199,"Soybean","green",108846784
"zwe",199,"Soybean","green",46526088
"per",200,"Soybean","green",720843
"arg",203,"Soybean","green",5811784192
"zaf",204,"Soybean","green",16941612
"arg",205,"Soybean","green",150008128
"arg",206,"Soybean","green",33011507200
"bol",206,"Soybean","green",1769012736
"bra",206,"Soybean","green",56920027136
"pry",206,"Soybean","green",8105199616
"ury",206,"Soybean","green",264517168
"aus",208,"Soybean","green",46116620
"arg",209,"Soybean","green",5001859584
"arg",210,"Soybean","green",6932690944
"arg",212,"Soybean","green",2540694
"usa",218,"Soybean","green",37586219008
"usa",219,"Soybean","green",11481725952
"usa",223,"Soybean","green",25886056448
"usa",224,"Soybean","green",4030577408
"usa",225,"Soybean","green",334975680
"usa",226,"Soybean","green",4915258880
"can",227,"Soybean","green",3554762752
"usa",227,"Soybean","green",7323734528
"usa",228,"Soybean","green",17250365440
"usa",230,"Soybean","green",755858944
"mex",231,"Soybean","green",3668365
"usa",231,"Soybean","green",1589556
"can",232,"Soybean","green",1944316
"usa",232,"Soybean","green",1403818
"usa",233,"Soybean","green",2535480832
"ind",235,"Soybean","green",5502107648
"esp",41,"Sugarcane","green",57
"jpn",51,"Sugarcane","green",223156720
"afg",52,"Sugarcane","green",298575
"irn",52,"Sugarcane","green",14034853
"afg",58,"Sugarcane","green",511498
"esp",60,"Sugarcane","green",1229776
"prt",60,"Sugarcane","green",69189
"esp",61,"Sugarcane","green",13469
"esp",63,"Sugarcane","green",49068
"esp",64,"Sugarcane","green",1116
"esp",67,"Sugarcane","green",744176
"esp",71,"Sugarcane","green",306278
"prt",71,"Sugarcane","green",72005
"irn",72,"Sugarcane","green",48374084
"esp",73,"Sugarcane","green",820344
"esp",74,"Sugarcane","green",757343
"prt",74,"Sugarcane","green",64346
"egy",75,"Sugarcane","green",1958658
"lbn",75,"Sugarcane","green",208180
"syr",75,"Sugarcane","green",3265
"chn",78,"Sugarcane","green",1162012160
"chn",79,"Sugarcane","green",996413
"mar",80,"Sugarcane","green",7169869
"esp",81,"Sugarcane","green",520525
"prt",81,"Sugarcane","green",55712
"irn",82,"Sugarcane","green",34537928
"esp",83,"Sugarcane","green",650158
"irn",84,"Sugarcane","green",50026680
"irq",84,"Sugarcane","green",21299676
"mar",86,"Sugarcane","green",47504384
"bdi",87,"Sugarcane","green",8617631
"caf",87,"Sugarcane","green",750801
"cod",87,"Sugarcane","green",6546308
"egy",87,"Sugarcane","green",213942464
"eth",87,"Sugarcane","green",84979392
"ken",87,"Sugarcane","green",91857920
"rwa",87,"Sugarcane","green",11728388
"sdn",87,"Sugarcane","green",166725600
"tza",87,"Sugarcane","green",15261170
"uga",87,"Sugarcane","green",179558688
"irn",88,"Sugarcane","green",12703413
"afg",89,"Sugarcane","green",11706216
"ind",89,"Sugarcane","green",764419328
"pak",89,"Sugarcane","green",3775961856
"afg",90,"Sugarcane","green",10121
"irn",90,"Sugarcane","green",1490479
"omn",94,"Sugarcane","green",41802
"lbn",95,"Sugarcane","green",147350
"mex",96,"Sugarcane","green",173063648
"afg",97,"Sugarcane","green",182770
"irn",97,"Sugarcane","green",114398
"lbn",99,"Sugarcane","green",7235
"eth",100,"Sugarcane","green",660648
"sdn",100,"Sugarcane","green",14069472
"som",100,"Sugarcane","green",26511248
"cub",101,"Sugarcane","green",10971966464
"dom",101,"Sugarcane","green",1387498624
"hti",101,"Sugarcane","green",212571328
"jam",101,"Sugarcane","green",434302528
"irn",102,"Sugarcane","green",385818
"jpn",103,"Sugarcane","green",4644101
"irn",104,"Sugarcane","green",56197
"pak",104,"Sugarcane","green",20534832
"mex",105,"Sugarcane","green",214356304
"chn",106,"Sugarcane","green",2739919360
"ind",107,"Sugarcane","green",887036992
"pak",107,"Sugarcane","green",470048576
"chn",108,"Sugarcane","green",5151222272
"vnm",108,"Sugarcane","green",20445450
"chn",109,"Sugarcane","green",275426368
"lao",109,"Sugarcane","green",408812
"vnm",109,"Sugarcane","green",472584064
"bgd",110,"Sugarcane","green",1967626240
"btn",110,"Sugarcane","green",4959462
"ind",110,"Sugarcane","green",17818634240
"npl",110,"Sugarcane","green",614340864
"blz",111,"Sugarcane","green",279008864
"gtm",111,"Sugarcane","green",673577280
"hnd",111,"Sugarcane","green",16916810
"mex",111,"Sugarcane","green",184129488
"chn",112,"Sugarcane","green",2513252096
"vnm",112,"Sugarcane","green",5199509
"ind",113,"Sugarcane","green",107676208
"mex",114,"Sugarcane","green",4468856
"mex",115,"Sugarcane","green",616718848
"bgd",116,"Sugarcane","green",62501144
"ind",116,"Sugarcane","green",72688
"mmr",116,"Sugarcane","green",12574226
"ind",117,"Sugarcane","green",1341086976
"ind",118,"Sugarcane","green",21761884
"phl",119,"Sugarcane","green",4498653696
"ind",120,"Sugarcane","green",69580544
"ind",122,"Sugarcane","green",116098424
"ind",123,"Sugarcane","green",2625396736
"chn",124,"Sugarcane","green",783379392
"chn",125,"Sugarcane","green",603134208
"khm",125,"Sugarcane","green",80522296
"lao",125,"Sugarcane","green",58591108
"mmr",125,"Sugarcane","green",63656616
"tha",125,"Sugarcane","green",4996092416
"vnm",125,"Sugarcane","green",922501120
"khm",126,"Sugarcane","green",6281563
"lao",126,"Sugarcane","green",6804209
"vnm",126,"Sugarcane","green",1813215744
"chn",127,"Sugarcane","green",471662880
"mmr",127,"Sugarcane","green",180324832
"tha",127,"Sugarcane","green",45731684
"ind",128,"Sugarcane","green",367429696
"ind",129,"Sugarcane","green",797337408
"mex",130,"Sugarcane","green",1601104896
"mex",131,"Sugarcane","green",273462560
"mex",132,"Sugarcane","green",958548992
"blz",133,"Sugarcane","green",98644
"gtm",133,"Sugarcane","green",421673184
"mex",133,"Sugarcane","green",1067247360
"mex",134,"Sugarcane","green",624233152
"cri",135,"Sugarcane","green",544240704
"gtm",135,"Sugarcane","green",1179852288
"hnd",135,"Sugarcane","green",621171200
"mex",135,"Sugarcane","green",12901011
"nic",135,"Sugarcane","green",525464896
"pan",135,"Sugarcane","green",371238528
"slv",135,"Sugarcane","green",722336640
"mex",136,"Sugarcane","green",463186144
"chn",137,"Sugarcane","green",321015808
"mmr",137,"Sugarcane","green",704411392
"mmr",138,"Sugarcane","green",476972416
"idn",139,"Sugarcane","green",20682
"mmr",139,"Sugarcane","green",37237148
"mys",139,"Sugarcane","green",210342784
"tha",139,"Sugarcane","green",2037783680
"ind",140,"Sugarcane","green",5030499328
"ben",142,"Sugarcane","green",10603802
"bfa",142,"Sugarcane","green",22519356
"civ",142,"Sugarcane","green",214093904
"gha",142,"Sugarcane","green",49452460
"gin",142,"Sugarcane","green",36386372
"gnb",142,"Sugarcane","green",1724338
"lbr",142,"Sugarcane","green",314746720
"nga",142,"Sugarcane","green",1975693
"sen",142,"Sugarcane","green",4679533
"sle",142,"Sugarcane","green",9434302
"col",143,"Sugarcane","green",415020096
"pan",143,"Sugarcane","green",164562
"tto",143,"Sugarcane","green",236010560
"ven",143,"Sugarcane","green",410053312
"egy",144,"Sugarcane","green",1458144
"ind",145,"Sugarcane","green",1401386624
"lao",146,"Sugarcane","green",28447
"mmr",146,"Sugarcane","green",80401
"tha",146,"Sugarcane","green",3456097024
"ind",147,"Sugarcane","green",97127488
"khm",148,"Sugarcane","green",6299954
"tha",148,"Sugarcane","green",1169150976
"vnm",148,"Sugarcane","green",609310
"ben",149,"Sugarcane","green",1662784
"bfa",149,"Sugarcane","green",2637689
"civ",149,"Sugarcane","green",15757262
"cmr",149,"Sugarcane","green",411743136
"gin",149,"Sugarcane","green",23361734
"mli",149,"Sugarcane","green",24348124
"ner",149,"Sugarcane","green",17619038
"nga",149,"Sugarcane","green",173790768
"sle",149,"Sugarcane","green",41178
