# File: GCAMFAOSTAT_GDP.csv
# Title: FAO real and nominal GDP since 1970
# Units: 2015 million USD or nominal million USD
# Description:  Data is preprocessed and generated by gcamfaostat.
# Data source: FAOSTAT (main domain:MK FAO.udpate:2024-06-12T00:00:00)
# Date of CSV last update: 2024-07-24
# Column types: iicicccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,item_code,item,element_code,element,unit,area,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
7,22008,Gross Domestic Product,6110,Value US$,million USD,Angola,3807.845629,4008.354404,4103.085021,5017.414098,5628.237036,4148.373898,3981.809822,4345.210241,4846.580654,5381.37576,7152.884551,6684.938833,6684.938833,6985.76108,7386.85741,9124.941507,8556.721706,9860.284778,10629.052744,12367.136841,13670.699913,16189.237424,18586.675505,13467.953136,13860.724187,6642.229111,8725.773846,10226.790656,8617.787793,8227.190091,12207.354573,11948.601236,15285.592487,17812.704626,23552.04585,36970.878079,52381.025105,65266.415707,88538.664888,70307.193221,83799.47893,111789.745968,128052.913438,136709.891897,145712.175328,116193.648767,101123.827421,122123.857987,101353.211188,83136.742483,54821.079797,69905.71408,113304.650637,84327.881286
7,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Angola,26647.759698,28246.62528,28303.118531,30595.671131,31544.136937,29966.93009,28408.649725,28635.918923,27118.21522,27199.569866,27852.359542,26626.855383,26626.855383,27745.183689,29409.895311,30439.241497,31406.042433,33604.58349,35477.325047,35614.790636,35456.4327,35807.933341,33717.365668,25630.789111,25974.078536,29870.190316,33915.919338,36383.05738,38089.839879,38920.765825,40109.64897,41369.091948,47380.021008,48796.61161,54141.348608,62278.359335,69532.514707,79273.55452,88124.009574,88880.59955,93199.497773,96435.365989,104673.017035,109859.136358,115157.233664,116193.648767,113172.613899,113059.441285,111589.668549,110808.540869,104560.892738,105815.62345,108990.092154,112793.84637
8,22008,Gross Domestic Product,6110,Value US$,million USD,Antigua and Barbuda,33.865823,41.156057,56.405489,78.360329,83.5295,85.416591,71.000877,80.823635,91.503578,112.682448,134.44962,152.098678,168.525878,187.261032,211.924459,244.77886,290.440741,337.174074,398.637037,438.796296,459.47037,481.707407,499.281481,535.174074,589.42963,577.281481,633.72963,680.618519,727.859259,766.2,783.837037,773.766667,802.52963,839.996296,898.355556,1014.981481,1149.025926,1302.388889,1370.07037,1228.32963,1148.7,1137.637037,1199.948148,1181.448148,1249.733333,1336.692593,1436.585185,1467.955556,1604.77037,1675.403704,1418.062963,1560.518519,1770.248148,1962.005543
8,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Antigua and Barbuda,283.350965,304.536084,327.045273,354.850742,366.92832,346.799023,315.742394,338.747305,350.700581,388.481471,414.522536,435.013867,436.721478,466.604668,501.397239,540.245386,585.710526,636.7254,684.966058,720.941857,742.654377,758.818834,767.609561,808.138415,862.09545,824.511646,878.966185,927.059774,970.920131,1006.91814,1018.782735,986.240607,1015.078103,1075.107359,1131.942813,1221.644663,1378.074311,1506.092896,1517.553269,1336.012966,1231.261603,1207.145958,1247.861376,1240.363272,1287.444083,1336.692593,1410.163356,1454.507892,1553.760052,1621.256318,1338.864733,1425.172891,1554.182042,1640.174935
9,22008,Gross Domestic Product,6110,Value US$,million USD,Argentina,33984.527481,40656.247705,38310.468037,43140.630753,48535.084322,51660.38969,54697.557257,61570.256911,63778.202228,73916.297161,81764.369519,84652.806574,87041.466175,94170.34221,99524.44894,95529.910653,114734.842768,117919.338027,137512.09321,83044.458652,153185.723202,205589.521324,247929.419773,256573.074883,279266.992407,279701.425371,295030.768611,317532.579013,324135.104738,307410.16202,308148.233467,291334.718272,110583.590317,140444.139675,165947.750429,200622.205937,234391.234167,289755.142707,365644.37665,336359.389616,426487.434874,530158.176682,581430.904393,613316.027357,567050.145343,644903.200499,557532.317366,643628.396191,524819.898609,447754.686715,385740.51026,487902.573876,631133.142842,554344.928666
9,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Argentina,246484.664475,255755.343889,261069.180652,270843.977037,285485.563059,283792.490964,283760.785494,301877.291022,292153.22339,312653.980258,317197.374102,300014.951546,290530.746981,302478.381303,308544.57708,287081.945321,307589.998049,315380.594656,309222.020264,287543.838401,283694.729405,313471.436594,345773.159285,367389.755403,388831.504177,377768.257739,398646.273221,430980.703772,447574.25303,432421.804283,429010.045039,410095.697936,365417.85394,397710.03168,433621.504495,472004.20541,509987.098924,555924.956323,578480.127675,544242.636234,599349.370113,635334.016745,628812.818388,643937.802685,627758.122763,644903.200499,631487.099619,649285.582294,632291.204604,619639.936317,558292.57849,618130.432523,648767.263627,650064.798156
10,22008,Gross Domestic Product,6110,Value US$,million USD,Australia,45216.64724,50468.450172,59401.609935,85802.769997,102280.021468,109112.628744,117566.749833,116494.885501,135923.702675,150464.837504,173480.197242,202084.639318,192128.147839,192507.308604,206661.728072,182183.051195,191415.738606,227262.669972,287735.449804,320019.031101,324201.895831,329713.010067,326237.684963,317301.57219,362526.556677,392109.900985,435621.701851,437322.804257,390624.407783,427545.40469,410129.327005,391243.080671,436338.347652,560400.195212,680595.917272,763348.878175,820063.840727,987077.353048,1058097.572091,1017308.051467,1301324.272013,1548126.837288,1591885.855569,1544341.035214,1464563.511809,1246298.652159,1307879.661796,1413693.490706,1456981.69667,1379623.893949,1437562.723235,1752688.161461,1776577.055828,1711511.886943
10,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Australia,313052.282645,325293.412785,333813.966281,347524.788227,352169.258269,361286.226116,374275.008603,377618.709921,392913.871832,404841.549031,418362.713654,432274.16987600003,422658.360578,442065.610395,465400.169438,483856.693311,496255.769583,524809.868948,545165.405387,564677.546072,562521.184981,564926.966798,587779.149817,611171.032939,634903.811381,659436.077772,685241.060679,717195.57561000006,753253.640818,782792.616643,798645.163746,830428.316271,856094.257795,892258.433532,920401.507055,945761.313605,981448.601794,1016645.586159,1035886.352215,1058950.756292,1084460.581176,1126954.188972,1156324.851544,1186474.877655,1212598.801979,1246298.652159,1275196.695997,1312258.542414,1340880.332978,1336392.589407,1364614.940912,1422869.621217,1465797.428419,1489191.555326
11,22008,Gross Domestic Product,6110,Value US$,million USD,Austria,15373.056894,17858.749698,22060.179956,29514.760528,35188.342682,40058.428685,42959.105617,51547.5668,62050.455509,73940.789595,82055.323544,71031.275399,71272.755267,72118.456194,67984.559664,69388.407938,99035.642853,124172.996179,133333.463418,133104.414997,166467.815849,173789.681002,195071.776032,190369.885933,203545.936673,241054.444975,237264.783294,212786.26675,218254.630506,217179.47608,196799.627787,197336.113323,213387.477629,261685.687441,300917.298368,315966.559717,335981.345831,388671.495783,430310.227057,400148.193471,391892.746545,431120.310089,409425.234155,430068.712972,441996.131737,381817.565894,395568.644341,417261.151845,454991.174096,444596.155845,435049.316956,479295.362747,470302.170937,523721.427814
11,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Austria,135119.010827,142027.820327,150844.709348,158216.94462,164456.625297,163860.793588,171360.706845,180065.797499,179686.482243,189311.747858,192589.653503,192311.756858,196179.636121,202012.2294,202115.810692,207166.034994,211933.740061,214810.037098,221889.917931,230514.945054,240532.297938,248810.524316,254019.433892,255357.631649,261491.626025,268468.179542,274775.930302,280528.637501,290575.562542,300909.392068,311067.257059,315009.002387,320211.54592,323226.24451,332066.870888,339518.668392,351245.78524,364338.174382,369659.055341,355742.951211,362278.282473,372866.942273,375404.098889,375499.844624,377982.923144,381817.565894,389413.586442,398208.774353,407866.871672,413783.099678,386336.90211,402709.34516,422065.288751,423922.376041
12,22008,Gross Domestic Product,6110,Value US$,million USD,Bahamas,762.965055,790.54041,850.048649,972.46812,1179.14444,1101.104088,1212.959869,1288.018707,1501.748179,1824.624083,2189.549043,2268.372957,2554.188014,2842.811439,3036.122483,3306.337382,3574.150547,3935.169678,4091.463142,4612.085023,4767.541687,4685.397547,4682.3848,4656.325033,4907.552998,5164.608418,5862.51396,6332.4,6833.2,7683.9,8076.5,8317.8,8881.2,8870.1,9055.3,9836.2,10167.3,10618.3,10526,9982,10095.8,10070.4,10720.445607,10568.415171,11111.580345,11710.756633,11928.529972,12490.734929,13022.1389,13578.832612,9754.559442,11527.573281,12897.421926,13961.820299
12,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Bahamas,4596.29317,4671.052281,4507.68989,4848.812425,4036.431284,3438.913262,3617.227276,3948.381872,4508.243476,5686.666572,6056.031597,5497.27759,5865.534595,6076.520918,6937.633728,7272.664556,7403.354354,7624.308897,7800.408145,8325.167326,8192.200809,7849.818337,7549.319056,7572.531427,7811.215155,8153.09301,8497.49395,9013.292701,9438.358286,10112.690726,10532.289932,10808.779352,11101.121269,10960.744672,11057.49957,11432.930439,11720.680598,11890.247657,11613.976892,11128.9998,11300.206772,11369.520449,11720.458474,11384.870863,11595.178716,11710.756633,11621.380112,11914.690118,12262.413716,12171.18176,9309.962663,10891.227628,12456.174967,12986.185212
13,22008,Gross Domestic Product,6110,Value US$,million USD,Bahrain,422.003552,454.985468,575.580428,820.273128,1123.155693,1184.510018,1704.61016,2143.884345,2448.582231,2919.845264,3764.309882,4249.495447,4467.526927,4577.031528,4785.937614,4475.022766,3740.429415,3800.396218,4173.233306,4478.281832,4909.130285,5197.557577,5432.210287,5946.492302,6410.10698,6786.968612,7059.043163,7315.426213,6997.873038,7582.447229,9062.906941,8976.207763,9593.509106,11074.822141,13150.166878,15968.726806,18504.758606,21730.012434,25710.874407,22938.220338,25713.271277,28776.595745,30749.202128,32539.62766,33387.765957,31050.531915,32235.106383,35473.670213,37801.861702,38653.457447,34622.257245,39303.406992,44382.68617,44864.008291
13,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Bahrain,4716.414144,4792.213657,5322.810248,6063.961042,6577.713297,5996.583698,7824.120381,8842.636957,9184.163347,9502.786589,9747.985023,9099.960589,8416.907806,9130.273582,9577.558638,8039.679444,8133.986536,8289.593236,9037.313737,9256.240911,9684.664548,10125.887008,10915.372077,12321.851566,12061.107243,12294.381106,12695.610838,12988.869687,13623.768775,14434.827288,15447.888695,15832.700917,16362.861483,17393.142528,18607.348445,19866.868612,21151.667871,22905.985879,24335.742374,24953.993683,26036.186897,26552.618572,27542.663632,29034.571377,30297.576309,31050.531915,32155.459257,33535.339273,34251.670428,34985.236619,33360.287506,34250.882906,35898.451123,36976.840595
14,22008,Gross Domestic Product,6110,Value US$,million USD,Barbados,217.984527,245.022768,280.300467,341.996846,408.931502,480.68117,521.708283,593.439439,664.15525,805.28824,1033.561744,1137.545044,1188.551211,1261.835248,1375.374738,1439.341489,1580.355027,1740.242042,1851.034127,2046.876309,2054.70044,2038.240621,1970.028303,2077.925952,2184.662326,2297.053607,2449.281689,2588.836721,2919.042911,3058.799903,3152.105872,3147.208319,3200.677486,3306.959448,3548.807712,3935.512483,4217.45,4674.01,4785.25,4465.5,4531.15,4656.4,4613.85,4685.55,4707.6,4734,4843.3,4992.3,5110.25,5341.1,4738.8,4923.1,5699.95,6154.19542
14,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Barbados,2635.984769,2739.123536,2774.01451,2811.205735,2680.461019,2787.817485,2909.372209,3015.337532,3162.393713,3412.001706,3561.210752,3492.523278,3320.294118,3337.161922,3455.680442,3492.967167,3670.966892,3765.071485,3895.131134,4035.400244,3902.233367,3749.535349,3487.640492,3530.253893,3663.864658,3737.99422,3886.253342,4070.467521,4222.72165,4236.482227,4425.135302,4320.377359,4354.556857,4449.10534,4511.693772,4690.581275,4956.466823,5065.611345,5099.346924,4842.570076,4732.537777,4697.131085,4682.769964,4621.931032,4621.87881,4734,4854.006751,4876.462323,4833.953404,4846.695635,4229.324089,4196.215177,4671.80329,4900.721651
16,22008,Gross Domestic Product,6110,Value US$,million USD,Bangladesh,6195.774654,5577.824265,6211.617337,6769.905343,8086.909309,8474.735042,9447.322262,9949.540465,12750.957172,14758.225423,16729.233787,16967.808187,15443.050924,15760.530887,18474.003543,19169.047073,20219.807923,22974.3972,24814.782417,26954.551854,28136.57139,30066.722399,30690.544964,31685.289282,33674.743447,37866.029743,39795.982701,41169.352757,42676.520395,44758.115448,45469.586064,45432.923187,47194.75539,51690.437358,55949.962466,57628.097481,69971.619881,81280.474314,95017.385937,107811.750283,123085.042438,135176.705233,143650.093137,174188.798106,199959.054185,228784.516185,263919.361069,288937.584596,316152.08784,349390.956428,373446.344847,414757.6888,432677.196297,414919.022569
16,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Bangladesh,32654.188087,30864.907393,26551.92897,27434.961214,30066.510706,28837.327378,30469.912642,31284.390483,33497.397504,35105.820132,35393.386602,36594.777714,37044.949386,38857.769242,40966.036942,42199.886873,44031.26944,45872.400023,47198.544999,48387.802942,51594.692778,53348.817134,55604.030989,58147.755626,60522.91057,63503.638151,66438.827948,70018.337442,73678.536695,77266.035275,81859.359645,86176.261678,89981.422876,94710.841308,100649.687359,106643.897769,113713.67868,123958.636467,133807.860088,143119.920036,153847.548033,166777.509001,180891.063972,195263.600696,210872.470955,228784.516185,249524.590078,265978.953492,285465.497185,307968.675537,318590.539508,340699.216281,364956.53769,385029.147263
17,22008,Gross Domestic Product,6110,Value US$,million USD,Bermuda,265.53611,300.883912,335.519057,384.122285,445.553344,491.733538,550.599032,597.643786,646.44254,751.525864,902.432407,986.968887,1101.104098,1226.38973,1291.037116,1428.256203,1585.802885,1735.769786,1854.571887,1966.357992,2034.951875,2114.195038,2150.214657,2290.22135,2382.30629,2556.766532,2714,2932.715906,3130.46,3324.9,3480.218951,3680.483,3937.228,4186.525,4484.702566,4868.135685,5368.123,6085.08898,6578.290955,6524.29266,6635.88,6313.98,6379.51,6465.76,6415.24,6655.66,6901.32,7120.91,7227.42,7423.46,6887.15,7286.59,7546,7807.641602
17,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Bermuda,3020.198589,3124.017917,3180.64664,3227.837243,3256.151606,3378.847174,3680.867032,3774.340119,3850.777343,4103.625404,4259.638037,4109.677618,4113.488272,4149.129089,4064.622245,4237.222429,4425.065227,4601.027752,4661.774049,4667.602108,4544.092106,4555.972378,4431.789909,4539.160673,4610.890618,4859.70387,5047.99498,5280.492906,5486.951065,5672.949406,5842.207897,6264.088336,6171.518523,6382.010635,6532.48883,6641.867611,6947.804631,7406.963325,7729.790753,7501.545352,7545.2367,7262.832745,6877.529123,6858.298415,6604.480647,6655.66,6611.969274,6850.756752,6821.109853,6841.974057,6373.775794,6719.192404,6754.932033,6874.5625
18,22008,Gross Domestic Product,6110,Value US$,million USD,Bhutan,61.775644,66.32873,70.098481,78.853743,92.846971,86.769539,88.409074,97.826681,94.030714,105.315824,128.593292,144.715922,152.191512,170.819919,167.818612,172.20323,203.764374,245.288277,264.62198,254.214325,273.600042,233.143033,234.703243,220.857694,259.552943,289.135174,305.64064,356.322548,360.373467,401.809192,439.14255000000003,476.396897,537.046607,621.982253,702.736807,796.938571,874.989734,1168.307576,1227.809259,1234.015533,1547.981484,1777.10067,1781.277015,1756.207129,1907.086375,2041.310839,2241.019331,2591.357992,2583.335718,2735.698018,2457.604338,2768.00402,2898.482939,3019.008637
18,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Bhutan,102.292351,105.03082,106.252598,107.811419,113.372618,109.623021,119.43938,128.876565,138.060969,144.675425,151.921835,169.319056,173.168089,187.20997,198.890038,210.31457,240.178287,315.487227,334.635926,360.041639,400.988331,403.956709,418.777269,427.207722,452.319568,482.982181,513.919103,544.103297,577.459363,623.320835,677.781415,733.385069,812.061452,874.381987,925.950602,991.904135,1033.742156,1223.546042,1282.271169,1368.814597,1532.317789,1739.317085,1739.317085,1776.213782,1878.802392,2041.310839,2248.756294,2397.661945,2481.624993,2624.446197,2356.269855,2460.449202,2588.733771,2709.860624
19,22008,Gross Domestic Product,6110,Value US$,million USD,Bolivia (Plurinational State of),1010.10101,1094.276094,1278.676194,1299.350325,2148.925537,2398.8006,2748.625687,2762.917257,3017.959618,3272.704506,3183.437442,3623.681669,3520.296837,3365.337062,3362.892398,3404.130919,3498.309189,3786.303712,4597.612362,4715.972853,4867.582598,5343.261954,5643.869242,5734.699036,5981.2233,6715.162206,7396.948398,7925.736316,8497.494131,8285.063968,8397.855942,8141.517335,7905.48515,8082.399992,8773.156956,9549.12231,11451.845378,13120.107745,16674.276973,17339.992191,19649.724661,23963.162972,27084.497483,30659.33888,32996.188013,33000.198248,33941.1262,37508.642165,40287.647931,40895.322844,36629.843805,40406.111695,44008.282878,
19,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Bolivia (Plurinational State of),8040.84043,8447.975233,9121.066411,9644.539144,9928.046913,10653.888183,11145.519043,11699.586831,11939.743614,11955.664551,11833.371977,11865.986688,11398.61657,10937.87065,10915.922096,10732.928693,10456.675537,10714.274131,11026.005718,11443.905774,11974.42092,12605.056971,12812.599027,13359.60684,13983.135123,14637.30479,15275.687737,16032.477192,16838.807333,16910.689738,17334.777873,17626.660695,18064.782948,18554.580603,19328.918093,20183.533275,21151.73913,22117.185829,23477.060515,24265.185302,25266.542224,26581.436404,27943.01088,29842.02104,31471.565392,33000.198248,34407.300578,35850.757819,37364.958856,38193.230057,34855.949753,36986.126769,38319.728286,39009.483396
20,22008,Gross Domestic Product,6110,Value US$,million USD,Botswana,66.797331,88.112318,114.693404,169.433503,235.512893,274.091111,296.96313,382.830782,455.912766,594.573127,852.423393,974.347887,853.465104,926.393354,969.84262,837.591558,1119.259574,1541.996035,1787.99838,3020.185206,3721.284135,3867.409908,4069.182434,4082.61365,4259.258811,4730.599691,4847.757704,5020.265168,4790.481509,5484.26305,5788.311645,5489.649947,5415.178142,7446.280137,8841.053979,9759.466367,9908.505883,10567.243932,10730.824386,10118.463554,12637.281065,15110.637088,13946.492223,14271.735712,15470.088104,13530.730351,15082.640966,16105.15335,17031.943706,16696.004661,14930.027227,18737.066307,20352.322155,19989.321858
20,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Botswana,431.428186,542.827721,685.927644,832.052073,905.254311,981.714356,1086.241182,1201.348833,1341.459649,1533.106241,1720.430478,1922.450724,2084.638801,2332.675508,2650.135894,2894.714716,3107.108615,3362.659571,3773.682328,5029.293348,5387.716364,5787.700491,5961.392683,6075.619367,6296.1602,6738.806093,7131.665016,7704.091604,7759.714618,8509.864911,8679.015144,8700.76526,9188.687776,9571.907471,9788.112779,10189.567988,10993.757558,11630.574615,12008.814868,10310.253759,11353.885967,12130.322146,12109.590126,13454.092456,14220.568444,13530.730351,14505.188191,15101.802775,15734.535182,16211.733334,14797.015624,16552.904633,17510.051388,18164.75221
