 Parameters for 1990 Calibration
 Can use this file instead of calibrating:
 Calibrated for inputs:
 ..\inputs\14reg\ERBPROIN_14.csv                                         
 ..\inputs\14reg\agLU\Auto_Deforest.csv                                  
 ..\inputs\14reg\cal_data1990_14.csv                                     
 ..\inputs\14reg\non-CO2\SO2\so2input14Reg.csv                           
 ..\inputs\14reg\non-CO2\CH4&N2O\ch4n2o_epadata.csv                      
 ..\inputs\14reg\non-CO2\CH4&N2O\ccurves_epa(11-02).csv                  
 ..\inputs\14reg\non-CO2\reactives\noxinput.csv                          
 ..\inputs\14reg\non-CO2\reactives\vocinput.csv                          
 ..\inputs\14reg\non-CO2\reactives\coinput.csv                           
 ..\inputs\14reg\non-CO2\highGWP\HGWPinputs.csv                          
 ..\inputs\14reg\non-CO2\highGWP\HGWPccurves.csv                         
 ..\inputs\14reg\non-CO2\CO2_Cement.csv                                  
 ..\inputs\14reg\non-CO2\blackcarbon\black_carbon.csv                    
 ..\inputs\14reg\non-CO2\blackcarbon\Aerosol_Forcing.csv                 
 ..\inputs\14reg\Scen\sres\SRES_B2_create25%.csv                         
 ..\inputs\14reg\Scen\UN_98Med_pop.csv                                   
 ..\inputs\14reg\foss\IIASA_WEC_Resources.csv                            
 ..\inputs\14reg\foss\Bal_Foss.csv                                       
 ..\inputs\14reg\tech\B2_elec_gen.csv                                    
 ..\inputs\14reg\Scen\SRES-B2_envcosts.csv                               
 
 
 
 Labor productivity growth rate
INPUT_TABLE
 Variable ID
 8
 ,,PROLM,
 Region,1975,1990,2005,2020,2035,2050,2065,2080,2095,
 1, 0.01700000, 0.01182053, 0.01625687, 0.01327163, 0.01153696, 0.00763936, 0.00891368, 0.00942800, 0.01144058,USA     
 2, 0.01700000, 0.00464944, 0.01929975, 0.00898325, 0.02427862, 0.00289829, 0.01244631, 0.00416035, 0.01079440,Canada  
 3, 0.01700000, 0.01276381, 0.02412501, 0.00601229, 0.01088040, 0.00525313, 0.01111539, 0.01198366, 0.00940605,WEurope 
 4, 0.01700000, 0.01029146, 0.01256980, 0.02274386, 0.00482081, 0.00944134, 0.00427238, 0.01259479, 0.01513707,Japan   
 5, 0.01700000, 0.02907385, 0.01214050, 0.02076053, 0.01868842, 0.01330929, 0.00680864,-0.00269523, 0.00938635,Aus&NZ  
 6, 0.01700000, 0.06596290,-0.03437571, 0.03504105, 0.05415488, 0.05387794, 0.02416891, 0.01594825, 0.01284700,FSU     
 7, 0.02500000, 0.09024491, 0.08126216, 0.07193781, 0.06492439, 0.04521973, 0.03182358, 0.01848914, 0.01175357,China&Re
 8, 0.02500000, 0.12315863,-0.00440557, 0.00818625, 0.02104482, 0.02584945, 0.01461361, 0.00903131, 0.00130054,MiddleEa
 9, 0.02500000, 0.06476590, 0.00343276, 0.01582551, 0.03870472, 0.04868245, 0.03907091, 0.03282567, 0.02193282,Africa  
10, 0.02500000, 0.01379231, 0.01084367, 0.01882774, 0.03586691, 0.03422829, 0.02302071, 0.01359649, 0.00661446,LatinAme
11, 0.02500000, 0.02518191, 0.02247681, 0.05082361, 0.04467511, 0.03793384, 0.02116152, 0.01815543, 0.01508882,S&EAsia 
12, 0.01700000, 0.05009889, 0.01940061, 0.05872671, 0.05832314, 0.04904288, 0.01765849, 0.01013359, 0.00828985,EEurope 
13, 0.01700000, 0.12904990, 0.04739461, 0.04314824, 0.02040874, 0.01349868, 0.00053104, 0.00127389, 0.00115519,Korea   
14, 0.02000000, 0.07369627, 0.03433722, 0.06048281, 0.05262516, 0.04454699, 0.02632216, 0.02241676, 0.01855213,India   
 
 
 1990 Normalized to unity
 BSJKLM Logit function scale parameters for enduse sectors
INPUT_TABLE
 Variable ID
240
 ,,BSJKLM,
 Fuel,1975,1990,2005,2020,2035,2050,2065,2080,2095,Sector,Region
 3, 0.01000000, 0.02655325, 0.00896283, 0.03277744, 0.02536593, 0.01605364, 0.01116821, 0.00715675, 0.00875995,11,S&EAsia 
 3, 0.01000000, 0.06320999, 0.04868030, 0.05278970, 0.01860120, 0.01809538, 0.00997307, 0.00578664, 0.00819393,12,EEurope 
 3, 0.01000000, 0.21382742, 0.01848085, 0.03495731,-0.00236876,-0.01341122,-0.00451776,-0.00505956, 0.00032100,13,Korea   
 3, 0.01000000, 0.14106254, 0.02462111, 0.03250901, 0.02009143, 0.01357716, 0.01013982, 0.00515780, 0.00566203,14,India   
 
 
 WASTE ENERGY Capacity
INPUT_TABLE
 Variable ID
49
 ,,"BIOLM(L,IM)",
 Value (EJ),Region
     5.48, 1,USA     
     1.00, 2,Canada  
     6.95, 3,WEurope 
     2.21, 4,Japan   
     0.50, 5,Aus&NZ  
     5.00, 6,FSU     
     5.00, 7,China&Re
     0.35, 8,MiddleEa
     6.00, 9,Africa  
     8.21,10,LatinAme
     2.50,11,S&EAsia 
     0.55,12,EEurope 
     1.00,13,Korea   
     5.00,14,India   
 
 
 Hydro parameters
INPUT_TABLE
 Variable ID
25
 ,,"HYDRO(I,L)",
 REGION,HYDRO1L,HYDRO2L,HYDRO3L,HYDRO4L,HYDRO5L,
 1, 0.40800000, 0.00420000, 1.54410000, 4.03000000, 0.09100000,USA     
 2,-0.15700000, 0.08180000, 1.32810000, 4.03000000, 0.61600000,Canada  
 3, 0.29750000, 0.04400000, 2.05990000, 4.03000000, 0.18500000,WEurope 
 4, 1.40340000, 0.09420000, 0.33380000, 4.03000000, 0.10700000,Japan   
 5, 0.73050000, 0.09120000, 0.14850000, 4.03000000, 0.21300000,Aus&NZ  
 6,-0.41640000, 0.13390000, 0.99010000, 4.03000000, 0.15000000,FSU     
 7,-2.06310000, 0.07460000, 1.92590000, 4.03000000, 0.23500000,China&Re
 8,-2.48970000, 0.07980000, 0.22070000, 4.03000000, 0.06300000,MiddleEa
 9,-2.90140000, 0.06220000, 1.44000000, 4.03000000, 0.17400000,Africa  
10,-1.98000000, 0.10120000, 3.26740000, 4.03000000, 0.67400000,LatinAme
11,-2.04910000, 0.09490000, 0.58600000, 4.03000000, 0.20500000,S&EAsia 
12,-0.03710000, 0.02430000, 0.27320000, 4.03000000, 0.10200000,EEurope 
13,-1.23330000, 0.41860000, 0.02180000, 4.03000000, 0.05900000,Korea   
14,-1.69570000, 0.07400000, 0.59000000, 4.03000000, 0.24600000,India   
 
 
 FEEDSTOCK USES OF FOSSIL FUELS (SFEDIL) -- SHARE OF EACH FOSSIL FUEL USED AS A 
 FEEDSTOCK.
INPUT_TABLE
 Variable ID
47
 ,,"SFEDIL(I,L)",
 OIL,GAS,COAL,REGION
 0.07800000, 0.02900000, 0.00700000, 1,USA     
 0.06000000, 0.02900000, 0.00700000, 2,Canada  
 0.05000000, 0.02900000, 0.00700000, 3,WEurope 
 0.04500000, 0.02900000, 0.00700000, 4,Japan   
 0.07400000, 0.02900000, 0.00700000, 5,Aus&NZ  
 0.09700000, 0.02900000, 0.00700000, 6,FSU     
 0.06900000, 0.02900000, 0.00700000, 7,China&Re
 0.04200000, 0.02900000, 0.00700000, 8,MiddleEa
 0.04100000, 0.02900000, 0.00700000, 9,Africa  
 0.04300000, 0.02900000, 0.00700000,10,LatinAme
 0.02500000, 0.02900000, 0.00700000,11,S&EAsia 
 0.09200000, 0.02900000, 0.00700000,12,EEurope 
 0.01800000, 0.02900000, 0.00700000,13,Korea   
 0.06300000, 0.02900000, 0.00700000,14,India   
 
 
 COEFFICIENTS FOR THE SUPPLY FUNCTION FOR BIOMASS
INPUT_TABLE
 Variable ID
48
 ,,"BIOPSM",
 PRICE,SHARE
 0.100, 0.000,
 0.560, 0.300,
 0.740, 0.700,
 0.930, 1.000,
 2.220, 1.500,
 
 
 INCOME ELASTICITY OF BIOMASS SUPPLY
INPUT_TABLE
 Variable ID
50
 ,"RYSHT",
 RYSHT
 0.100,
 
 
 COAL/BIOMASS SUBSECTOR LEVEL PRICE ELASTICITY
INPUT_TABLE
 Variable ID
81
 ,,"RSSPJK(J = 3)",
 COAL,BIOMASS,SECTOR
 -3.0, -3.0, 1
 -3.0, -3.0, 2
 -6.0, -6.0, 3
 
 
 1975 Base GDP/GNP
INPUT_TABLE
 Variable ID
7
 ,,"BIOLM(L,IM)",
 Region, Value (Millions $1990)
 1,  3469850.,USA     
 2,   319777.,Canada  
 3,  4874392.,WEurope 
 4,  1824593.,Japan   
 5,   128142.,Aus&NZ  
 6,   309837.,FSU     
 7,    62245.,China&Re
 8,    47091.,MiddleEa
 9,    75664.,Africa  
10,   464659.,LatinAme
11,   135170.,S&EAsia 
12,    90402.,EEurope 
13,    23360.,Korea   
14,    49088.,India   
 
 
 Market-based GDP to PPP conversion factors
INPUT_TABLE
 Variable ID
87
 ,,"PPPCONV(L)",
 Region, Value (Millions $1990)
 1,    1.0000,USA     
 2,    1.1200,Canada  
 3,    0.8800,WEurope 
 4,    0.8100,Japan   
 5,    1.0000,Aus&NZ  
 6,    1.8600,FSU     
 7,    4.4000,China&Re
 8,    1.5100,MiddleEa
 9,    2.8000,Africa  
10,    1.7600,LatinAme
11,    2.3400,S&EAsia 
12,    2.0000,EEurope 
13,    1.2300,Korea   
14,    4.1700,India   
 
 
 EOF
