# File: EPA_2019_MACC_Ag_updated_baseline.csv
# Title: nonCO2 GHG emissions MACC in EPA 2019 updated agriculture baseline data
# Source: EPA Global mitigation of Non-CO2 GHG Gases (https://www.epa.gov/global-mitigation-non-co2-greenhouse-gases/global-non-co2-greenhouse-gas-emission-projections)
# Units: MMTCO2e
# Description: this is the original raw data tap containing all species eventually should be only read in this file for all processes
# Column types: cciccn
source,country,year,gas,unit,value
CROP,Albania,2030,CH4,MMTCO2e,-0.014400022
CROP,Albania,2030,N2O,MMTCO2e,1.28817089
CROP,Albania,2030,dSOC,MMTCO2e,-0.006355228
CROP,Albania,2035,CH4,MMTCO2e,-0.014137148
CROP,Albania,2035,N2O,MMTCO2e,1.149017007
CROP,Albania,2035,dSOC,MMTCO2e,-0.006388015
CROP,Albania,2040,CH4,MMTCO2e,-0.01377714
CROP,Albania,2040,N2O,MMTCO2e,1.133062869
CROP,Albania,2040,dSOC,MMTCO2e,-0.006385128
CROP,Albania,2045,CH4,MMTCO2e,-0.013386457
CROP,Albania,2045,N2O,MMTCO2e,1.1139144
CROP,Albania,2045,dSOC,MMTCO2e,-0.006365326
CROP,Albania,2050,CH4,MMTCO2e,-0.012931063
CROP,Albania,2050,N2O,MMTCO2e,1.088670434
CROP,Albania,2050,dSOC,MMTCO2e,-0.00629885
CROP,Albania,2055,CH4,MMTCO2e,-0.01253466
CROP,Albania,2055,N2O,MMTCO2e,1.067668417
CROP,Albania,2055,dSOC,MMTCO2e,-0.006254812
CROP,Albania,2060,CH4,MMTCO2e,-0.012154951
CROP,Albania,2060,N2O,MMTCO2e,1.047430381
CROP,Albania,2060,dSOC,MMTCO2e,-0.006210256
CROP,Albania,2065,CH4,MMTCO2e,-0.011791185
CROP,Albania,2065,N2O,MMTCO2e,1.027933174
CROP,Albania,2065,dSOC,MMTCO2e,-0.00616524
CROP,Albania,2070,CH4,MMTCO2e,-0.011442646
CROP,Albania,2070,N2O,MMTCO2e,1.009154386
CROP,Albania,2070,dSOC,MMTCO2e,-0.006119816
CROP,Albania,2075,CH4,MMTCO2e,-0.011108648
CROP,Albania,2075,N2O,MMTCO2e,0.991072327
CROP,Albania,2075,dSOC,MMTCO2e,-0.006074037
CROP,Albania,2080,CH4,MMTCO2e,-0.010788539
CROP,Albania,2080,N2O,MMTCO2e,0.973666003
CROP,Albania,2080,dSOC,MMTCO2e,-0.006027948
CROP,Algeria,2005,CH4,MMTCO2e,-0.204951784
CROP,Algeria,2005,N2O,MMTCO2e,0.322951541
CROP,Algeria,2005,dSOC,MMTCO2e,0.105076684
CROP,Algeria,2010,CH4,MMTCO2e,-0.20729455
CROP,Algeria,2010,N2O,MMTCO2e,0.379455138
CROP,Algeria,2010,dSOC,MMTCO2e,0.107646756
CROP,Algeria,2015,CH4,MMTCO2e,-0.217054676
CROP,Algeria,2015,N2O,MMTCO2e,0.28841725
CROP,Algeria,2015,dSOC,MMTCO2e,0.108767352
CROP,Algeria,2020,CH4,MMTCO2e,-0.218784156
CROP,Algeria,2020,N2O,MMTCO2e,0.33415739
CROP,Algeria,2020,dSOC,MMTCO2e,0.109347211
CROP,Algeria,2025,CH4,MMTCO2e,-0.218041489
CROP,Algeria,2025,N2O,MMTCO2e,0.361765944
CROP,Algeria,2025,dSOC,MMTCO2e,0.109462329
CROP,Algeria,2030,CH4,MMTCO2e,-0.213443016
CROP,Algeria,2030,N2O,MMTCO2e,0.368106657
CROP,Algeria,2030,dSOC,MMTCO2e,0.108449844
CROP,Algeria,2035,CH4,MMTCO2e,-0.210854101
CROP,Algeria,2035,N2O,MMTCO2e,0.368325627
CROP,Algeria,2035,dSOC,MMTCO2e,0.106889628
CROP,Algeria,2040,CH4,MMTCO2e,-0.20643711
CROP,Algeria,2040,N2O,MMTCO2e,0.381029949
CROP,Algeria,2040,dSOC,MMTCO2e,0.104716802
CROP,Algeria,2045,CH4,MMTCO2e,-0.201178302
CROP,Algeria,2045,N2O,MMTCO2e,0.392575619
CROP,Algeria,2045,dSOC,MMTCO2e,0.102214316
CROP,Algeria,2050,CH4,MMTCO2e,-0.194660333
CROP,Algeria,2050,N2O,MMTCO2e,0.401436221
CROP,Algeria,2050,dSOC,MMTCO2e,0.098994345
CROP,Algeria,2055,CH4,MMTCO2e,-0.189027161
CROP,Algeria,2055,N2O,MMTCO2e,0.41204862
CROP,Algeria,2055,dSOC,MMTCO2e,0.096252076
CROP,Algeria,2060,CH4,MMTCO2e,-0.183557541
CROP,Algeria,2060,N2O,MMTCO2e,0.422943623
CROP,Algeria,2060,dSOC,MMTCO2e,0.093586162
CROP,Algeria,2065,CH4,MMTCO2e,-0.17824671
CROP,Algeria,2065,N2O,MMTCO2e,0.434128801
CROP,Algeria,2065,dSOC,MMTCO2e,0.09099447
CROP,Algeria,2070,CH4,MMTCO2e,-0.173090042
CROP,Algeria,2070,N2O,MMTCO2e,0.445611932
CROP,Algeria,2070,dSOC,MMTCO2e,0.088474925
CROP,Algeria,2075,CH4,MMTCO2e,-0.16808305
CROP,Algeria,2075,N2O,MMTCO2e,0.457401005
CROP,Algeria,2075,dSOC,MMTCO2e,0.086025512
CROP,Algeria,2080,CH4,MMTCO2e,-0.163221375
CROP,Algeria,2080,N2O,MMTCO2e,0.469504229
CROP,Algeria,2080,dSOC,MMTCO2e,0.083644271
CROP,Andorra,2005,CH4,MMTCO2e,-0.00062585
CROP,Andorra,2005,N2O,MMTCO2e,0.011295116
CROP,Andorra,2005,dSOC,MMTCO2e,-0.000166027
CROP,Andorra,2010,CH4,MMTCO2e,-0.000595835
CROP,Andorra,2010,N2O,MMTCO2e,0.011587083
CROP,Andorra,2010,dSOC,MMTCO2e,-0.000165015
CROP,Andorra,2015,CH4,MMTCO2e,-0.000592963
CROP,Andorra,2015,N2O,MMTCO2e,0.010206229
CROP,Andorra,2015,dSOC,MMTCO2e,-0.000161012
CROP,Andorra,2020,CH4,MMTCO2e,-0.000599123
CROP,Andorra,2020,N2O,MMTCO2e,0.009533609
CROP,Andorra,2020,dSOC,MMTCO2e,-0.000156861
CROP,Andorra,2025,CH4,MMTCO2e,-0.000574523
CROP,Andorra,2025,N2O,MMTCO2e,0.010265397
CROP,Andorra,2025,dSOC,MMTCO2e,-0.000152301
CROP,Andorra,2030,CH4,MMTCO2e,-0.000558033
CROP,Andorra,2030,N2O,MMTCO2e,0.009453343
CROP,Andorra,2030,dSOC,MMTCO2e,-0.000145794
CROP,Andorra,2035,CH4,MMTCO2e,-0.000489246
CROP,Andorra,2035,N2O,MMTCO2e,0.009486832
CROP,Andorra,2035,dSOC,MMTCO2e,-0.000138899
CROP,Andorra,2040,CH4,MMTCO2e,-0.000463982
CROP,Andorra,2040,N2O,MMTCO2e,0.009005533
CROP,Andorra,2040,dSOC,MMTCO2e,-0.000131546
CROP,Andorra,2045,CH4,MMTCO2e,-0.000438861
CROP,Andorra,2045,N2O,MMTCO2e,0.008525279
CROP,Andorra,2045,dSOC,MMTCO2e,-0.000124255
CROP,Andorra,2050,CH4,MMTCO2e,-0.000411708
CROP,Andorra,2050,N2O,MMTCO2e,0.008006416
CROP,Andorra,2050,dSOC,MMTCO2e,-0.000116382
CROP,Andorra,2055,CH4,MMTCO2e,-0.000387858
CROP,Andorra,2055,N2O,MMTCO2e,0.007549914
CROP,Andorra,2055,dSOC,MMTCO2e,-0.000109478
CROP,Andorra,2060,CH4,MMTCO2e,-0.000365413
CROP,Andorra,2060,N2O,MMTCO2e,0.007119872
CROP,Andorra,2060,dSOC,MMTCO2e,-0.000102989
CROP,Andorra,2065,CH4,MMTCO2e,-0.000344287
CROP,Andorra,2065,N2O,MMTCO2e,0.006714732
CROP,Andorra,2065,dSOC,MMTCO2e,-9.68896E-05
CROP,Andorra,2070,CH4,MMTCO2e,-0.000324402
CROP,Andorra,2070,N2O,MMTCO2e,0.006333028
CROP,Andorra,2070,dSOC,MMTCO2e,-9.11566E-05
CROP,Andorra,2075,CH4,MMTCO2e,-0.000305685
CROP,Andorra,2075,N2O,MMTCO2e,0.005973383
CROP,Andorra,2075,dSOC,MMTCO2e,-8.57675E-05
CROP,Andorra,2080,CH4,MMTCO2e,-0.000288065
CROP,Andorra,2080,N2O,MMTCO2e,0.005634501
CROP,Andorra,2080,dSOC,MMTCO2e,-8.07015E-05
CROP,Angola,2005,CH4,MMTCO2e,-0.046822941
CROP,Angola,2005,N2O,MMTCO2e,0.216426602
CROP,Angola,2005,dSOC,MMTCO2e,0.014878706
CROP,Angola,2010,CH4,MMTCO2e,-0.047752185
CROP,Angola,2010,N2O,MMTCO2e,0.322378057
CROP,Angola,2010,dSOC,MMTCO2e,0.014859711
CROP,Angola,2015,CH4,MMTCO2e,-0.049763419
CROP,Angola,2015,N2O,MMTCO2e,0.376784817
CROP,Angola,2015,dSOC,MMTCO2e,0.014839736
CROP,Angola,2020,CH4,MMTCO2e,-0.050953178
CROP,Angola,2020,N2O,MMTCO2e,0.37945017
CROP,Angola,2020,dSOC,MMTCO2e,0.014931836
CROP,Angola,2025,CH4,MMTCO2e,-0.052356798
CROP,Angola,2025,N2O,MMTCO2e,0.383378512
CROP,Angola,2025,dSOC,MMTCO2e,0.014992325
CROP,Angola,2030,CH4,MMTCO2e,-0.051925851
CROP,Angola,2030,N2O,MMTCO2e,0.383127522
CROP,Angola,2030,dSOC,MMTCO2e,0.015114222
CROP,Angola,2035,CH4,MMTCO2e,-0.052104943
CROP,Angola,2035,N2O,MMTCO2e,0.390090233
CROP,Angola,2035,dSOC,MMTCO2e,0.015228114
CROP,Angola,2040,CH4,MMTCO2e,-0.052191919
CROP,Angola,2040,N2O,MMTCO2e,0.389184003
CROP,Angola,2040,dSOC,MMTCO2e,0.015294115
CROP,Angola,2045,CH4,MMTCO2e,-0.05129399
CROP,Angola,2045,N2O,MMTCO2e,0.379562758
CROP,Angola,2045,dSOC,MMTCO2e,0.015456816
CROP,Angola,2050,CH4,MMTCO2e,-0.050744521
CROP,Angola,2050,N2O,MMTCO2e,0.373240897
CROP,Angola,2050,dSOC,MMTCO2e,0.015575697
CROP,Angola,2055,CH4,MMTCO2e,-0.050081285
CROP,Angola,2055,N2O,MMTCO2e,0.365687316
CROP,Angola,2055,dSOC,MMTCO2e,0.015715757
CROP,Angola,2060,CH4,MMTCO2e,-0.04945743
CROP,Angola,2060,N2O,MMTCO2e,0.358402474
CROP,Angola,2060,dSOC,MMTCO2e,0.015855497
CROP,Angola,2065,CH4,MMTCO2e,-0.048872304
CROP,Angola,2065,N2O,MMTCO2e,0.35137926
CROP,Angola,2065,dSOC,MMTCO2e,0.015995041
CROP,Angola,2070,CH4,MMTCO2e,-0.048325292
CROP,Angola,2070,N2O,MMTCO2e,0.344610813
CROP,Angola,2070,dSOC,MMTCO2e,0.016134511
CROP,Angola,2075,CH4,MMTCO2e,-0.047815814
CROP,Angola,2075,N2O,MMTCO2e,0.338090512
CROP,Angola,2075,dSOC,MMTCO2e,0.016274032
CROP,Angola,2080,CH4,MMTCO2e,-0.047343325
CROP,Angola,2080,N2O,MMTCO2e,0.331811974
CROP,Angola,2080,dSOC,MMTCO2e,0.016413725
CROP,Argentina,2005,CH4,MMTCO2e,-1.401798752
CROP,Argentina,2005,N2O,MMTCO2e,14.55277711
CROP,Argentina,2005,dSOC,MMTCO2e,0.575753691
CROP,Argentina,2010,CH4,MMTCO2e,-1.483475367
CROP,Argentina,2010,N2O,MMTCO2e,15.41434345
CROP,Argentina,2010,dSOC,MMTCO2e,0.586384703
CROP,Argentina,2015,CH4,MMTCO2e,-1.467128967
CROP,Argentina,2015,N2O,MMTCO2e,17.72637635
CROP,Argentina,2015,dSOC,MMTCO2e,0.595752669
CROP,Argentina,2020,CH4,MMTCO2e,-1.528753912
CROP,Argentina,2020,N2O,MMTCO2e,16.08924498
CROP,Argentina,2020,dSOC,MMTCO2e,0.590046428
CROP,Argentina,2025,CH4,MMTCO2e,-1.47524452
CROP,Argentina,2025,N2O,MMTCO2e,17.61761864
CROP,Argentina,2025,dSOC,MMTCO2e,0.57794122
CROP,Argentina,2030,CH4,MMTCO2e,-1.561221205
CROP,Argentina,2030,N2O,MMTCO2e,16.23912285
CROP,Argentina,2030,dSOC,MMTCO2e,0.565022208
CROP,Argentina,2035,CH4,MMTCO2e,-1.456315076
CROP,Argentina,2035,N2O,MMTCO2e,18.68350567
CROP,Argentina,2035,dSOC,MMTCO2e,0.553042657
CROP,Argentina,2040,CH4,MMTCO2e,-1.448393947
CROP,Argentina,2040,N2O,MMTCO2e,18.8454299
CROP,Argentina,2040,dSOC,MMTCO2e,0.54142793
CROP,Argentina,2045,CH4,MMTCO2e,-1.435618411
CROP,Argentina,2045,N2O,MMTCO2e,18.97082387
CROP,Argentina,2045,dSOC,MMTCO2e,0.527705952
CROP,Argentina,2050,CH4,MMTCO2e,-1.417698528
CROP,Argentina,2050,N2O,MMTCO2e,19.06817316
CROP,Argentina,2050,dSOC,MMTCO2e,0.513663125
CROP,Argentina,2055,CH4,MMTCO2e,-1.403362653
CROP,Argentina,2055,N2O,MMTCO2e,19.23834741
CROP,Argentina,2055,dSOC,MMTCO2e,0.500391702
CROP,Argentina,2060,CH4,MMTCO2e,-1.389684185
CROP,Argentina,2060,N2O,MMTCO2e,19.45009227
CROP,Argentina,2060,dSOC,MMTCO2e,0.48751414
CROP,Argentina,2065,CH4,MMTCO2e,-1.37665092
CROP,Argentina,2065,N2O,MMTCO2e,19.70537374
CROP,Argentina,2065,dSOC,MMTCO2e,0.475020781
CROP,Argentina,2070,CH4,MMTCO2e,-1.364251171
CROP,Argentina,2070,N2O,MMTCO2e,20.00632159
CROP,Argentina,2070,dSOC,MMTCO2e,0.462902303
CROP,Argentina,2075,CH4,MMTCO2e,-1.352473759
CROP,Argentina,2075,N2O,MMTCO2e,20.35524054
CROP,Argentina,2075,dSOC,MMTCO2e,0.451149715
CROP,Argentina,2080,CH4,MMTCO2e,-1.341308001
CROP,Argentina,2080,N2O,MMTCO2e,20.75462236
CROP,Argentina,2080,dSOC,MMTCO2e,0.439754351
CROP,Armenia,2005,CH4,MMTCO2e,-0.022514197
CROP,Armenia,2005,N2O,MMTCO2e,0.054494764
CROP,Armenia,2005,dSOC,MMTCO2e,0.01306492
CROP,Armenia,2010,CH4,MMTCO2e,-0.02356924
CROP,Armenia,2010,N2O,MMTCO2e,0.026239142
CROP,Armenia,2010,dSOC,MMTCO2e,0.013106339
CROP,Armenia,2015,CH4,MMTCO2e,-0.021974298
CROP,Armenia,2015,N2O,MMTCO2e,0.028158867
CROP,Armenia,2015,dSOC,MMTCO2e,0.013143319
CROP,Armenia,2020,CH4,MMTCO2e,-0.024219551
CROP,Armenia,2020,N2O,MMTCO2e,0.027011212
CROP,Armenia,2020,dSOC,MMTCO2e,0.013100791
CROP,Armenia,2025,CH4,MMTCO2e,-0.022360275
CROP,Armenia,2025,N2O,MMTCO2e,0.027756185
CROP,Armenia,2025,dSOC,MMTCO2e,0.012969085
CROP,Armenia,2030,CH4,MMTCO2e,-0.022320897
CROP,Armenia,2030,N2O,MMTCO2e,0.02885475
CROP,Armenia,2030,dSOC,MMTCO2e,0.012736664
CROP,Armenia,2035,CH4,MMTCO2e,-0.020864601
CROP,Armenia,2035,N2O,MMTCO2e,0.027578556
CROP,Armenia,2035,dSOC,MMTCO2e,0.012471668
CROP,Armenia,2040,CH4,MMTCO2e,-0.020200753
CROP,Armenia,2040,N2O,MMTCO2e,0.027346481
CROP,Armenia,2040,dSOC,MMTCO2e,0.01216503
CROP,Armenia,2045,CH4,MMTCO2e,-0.01946789
CROP,Armenia,2045,N2O,MMTCO2e,0.027007599
CROP,Armenia,2045,dSOC,MMTCO2e,0.01181251
CROP,Armenia,2050,CH4,MMTCO2e,-0.01864591
CROP,Armenia,2050,N2O,MMTCO2e,0.026524881
CROP,Armenia,2050,dSOC,MMTCO2e,0.011414129
CROP,Armenia,2055,CH4,MMTCO2e,-0.01791906
CROP,Armenia,2055,N2O,MMTCO2e,0.02613424
CROP,Armenia,2055,dSOC,MMTCO2e,0.011061824
CROP,Armenia,2060,CH4,MMTCO2e,-0.017223904
CROP,Armenia,2060,N2O,MMTCO2e,0.025756529
CROP,Armenia,2060,dSOC,MMTCO2e,0.010724021
CROP,Armenia,2065,CH4,MMTCO2e,-0.016559013
CROP,Armenia,2065,N2O,MMTCO2e,0.02539138
CROP,Armenia,2065,dSOC,MMTCO2e,0.010400065
CROP,Armenia,2070,CH4,MMTCO2e,-0.015923023
CROP,Armenia,2070,N2O,MMTCO2e,0.025038435
CROP,Armenia,2070,dSOC,MMTCO2e,0.010089332
CROP,Armenia,2075,CH4,MMTCO2e,-0.015314634
CROP,Armenia,2075,N2O,MMTCO2e,0.024697349
CROP,Armenia,2075,dSOC,MMTCO2e,0.009791225
CROP,Armenia,2080,CH4,MMTCO2e,-0.014732603
CROP,Armenia,2080,N2O,MMTCO2e,0.024367785
CROP,Armenia,2080,dSOC,MMTCO2e,0.009505177
CROP,Australia,2005,CH4,MMTCO2e,-1.466853943
CROP,Australia,2005,N2O,MMTCO2e,4.247807931
CROP,Australia,2005,dSOC,MMTCO2e,1.505272857
CROP,Australia,2010,CH4,MMTCO2e,-1.484394623
CROP,Australia,2010,N2O,MMTCO2e,4.646763076
CROP,Australia,2010,dSOC,MMTCO2e,1.51779106
CROP,Australia,2015,CH4,MMTCO2e,-1.454350677
CROP,Australia,2015,N2O,MMTCO2e,5.055925671
CROP,Australia,2015,dSOC,MMTCO2e,1.516922663
CROP,Australia,2020,CH4,MMTCO2e,-1.415262234
CROP,Australia,2020,N2O,MMTCO2e,5.535051746
CROP,Australia,2020,dSOC,MMTCO2e,1.505636033
CROP,Australia,2025,CH4,MMTCO2e,-1.470332811
CROP,Australia,2025,N2O,MMTCO2e,4.805223961
CROP,Australia,2025,dSOC,MMTCO2e,1.48634685
CROP,Australia,2030,CH4,MMTCO2e,-1.450431335
CROP,Australia,2030,N2O,MMTCO2e,4.691626544
CROP,Australia,2030,dSOC,MMTCO2e,1.447587316
CROP,Australia,2035,CH4,MMTCO2e,-1.33751538
CROP,Australia,2035,N2O,MMTCO2e,5.062695796
CROP,Australia,2035,dSOC,MMTCO2e,1.404446403
CROP,Australia,2040,CH4,MMTCO2e,-1.292351592
CROP,Australia,2040,N2O,MMTCO2e,5.016140851
CROP,Australia,2040,dSOC,MMTCO2e,1.356516391
CROP,Australia,2045,CH4,MMTCO2e,-1.244673196
CROP,Australia,2045,N2O,MMTCO2e,4.957138809
CROP,Australia,2045,dSOC,MMTCO2e,1.306052028
CROP,Australia,2050,CH4,MMTCO2e,-1.190987247
CROP,Australia,2050,N2O,MMTCO2e,4.865626816
CROP,Australia,2050,dSOC,MMTCO2e,1.249589742
CROP,Australia,2055,CH4,MMTCO2e,-1.143791453
CROP,Australia,2055,N2O,MMTCO2e,4.795555319
CROP,Australia,2055,dSOC,MMTCO2e,1.199929862
CROP,Australia,2060,CH4,MMTCO2e,-1.098772324
CROP,Australia,2060,N2O,MMTCO2e,4.72878445
CROP,Australia,2060,dSOC,MMTCO2e,1.152636914
CROP,Australia,2065,CH4,MMTCO2e,-1.055825973
CROP,Australia,2065,N2O,MMTCO2e,4.665205197
CROP,Australia,2065,dSOC,MMTCO2e,1.107592619
CROP,Australia,2070,CH4,MMTCO2e,-1.014853626
CROP,Australia,2070,N2O,MMTCO2e,4.604714792
CROP,Australia,2070,dSOC,MMTCO2e,1.064684868
CROP,Australia,2075,CH4,MMTCO2e,-0.975761372
CROP,Australia,2075,N2O,MMTCO2e,4.547216424
CROP,Australia,2075,dSOC,MMTCO2e,1.023807391
CROP,Australia,2080,CH4,MMTCO2e,-0.938459913
CROP,Australia,2080,N2O,MMTCO2e,4.492618975
CROP,Australia,2080,dSOC,MMTCO2e,0.984859444
CROP,Austria,2005,CH4,MMTCO2e,-0.058599961
CROP,Austria,2005,N2O,MMTCO2e,1.392457645
CROP,Austria,2005,dSOC,MMTCO2e,0.010906684
CROP,Austria,2010,CH4,MMTCO2e,-0.057588721
CROP,Austria,2010,N2O,MMTCO2e,1.217429717
CROP,Austria,2010,dSOC,MMTCO2e,0.010828818
CROP,Austria,2015,CH4,MMTCO2e,-0.059484133
CROP,Austria,2015,N2O,MMTCO2e,1.082158551
CROP,Austria,2015,dSOC,MMTCO2e,0.010624075
CROP,Austria,2020,CH4,MMTCO2e,-0.053243996
CROP,Austria,2020,N2O,MMTCO2e,1.217859474
CROP,Austria,2020,dSOC,MMTCO2e,0.010399888
CROP,Austria,2025,CH4,MMTCO2e,-0.055915438
CROP,Austria,2025,N2O,MMTCO2e,1.186525228
CROP,Austria,2025,dSOC,MMTCO2e,0.0101698
CROP,Austria,2030,CH4,MMTCO2e,-0.054125725
CROP,Austria,2030,N2O,MMTCO2e,1.087085176
CROP,Austria,2030,dSOC,MMTCO2e,0.009778083
CROP,Austria,2035,CH4,MMTCO2e,-0.050528344
CROP,Austria,2035,N2O,MMTCO2e,1.041436105
CROP,Austria,2035,dSOC,MMTCO2e,0.00935704
CROP,Austria,2040,CH4,MMTCO2e,-0.048177654
CROP,Austria,2040,N2O,MMTCO2e,1.007318348
CROP,Austria,2040,dSOC,MMTCO2e,0.008904821
CROP,Austria,2045,CH4,MMTCO2e,-0.045804031
CROP,Austria,2045,N2O,MMTCO2e,0.971427537
CROP,Austria,2045,dSOC,MMTCO2e,0.008451388
CROP,Austria,2050,CH4,MMTCO2e,-0.043232228
CROP,Austria,2050,N2O,MMTCO2e,0.930005787
CROP,Austria,2050,dSOC,MMTCO2e,0.007958606
CROP,Austria,2055,CH4,MMTCO2e,-0.040961583
CROP,Austria,2055,N2O,MMTCO2e,0.893747501
CROP,Austria,2055,dSOC,MMTCO2e,0.007524554
CROP,Austria,2060,CH4,MMTCO2e,-0.038815575
CROP,Austria,2060,N2O,MMTCO2e,0.85899659
CROP,Austria,2060,dSOC,MMTCO2e,0.007114573
CROP,Austria,2065,CH4,MMTCO2e,-0.03678719
CROP,Austria,2065,N2O,MMTCO2e,0.825688368
CROP,Austria,2065,dSOC,MMTCO2e,0.006727294
CROP,Austria,2070,CH4,MMTCO2e,-0.034869815
CROP,Austria,2070,N2O,MMTCO2e,0.793761007
CROP,Austria,2070,dSOC,MMTCO2e,0.006361428
CROP,Austria,2075,CH4,MMTCO2e,-0.033057218
CROP,Austria,2075,N2O,MMTCO2e,0.763155409
CROP,Austria,2075,dSOC,MMTCO2e,0.006015763
CROP,Austria,2080,CH4,MMTCO2e,-0.031343522
CROP,Austria,2080,N2O,MMTCO2e,0.733815082
CROP,Austria,2080,dSOC,MMTCO2e,0.005689153
CROP,Azerbaijan,2005,CH4,MMTCO2e,-0.031807791
CROP,Azerbaijan,2005,N2O,MMTCO2e,0.245624673
CROP,Azerbaijan,2005,dSOC,MMTCO2e,0.025301308
CROP,Azerbaijan,2010,CH4,MMTCO2e,-0.033603477
CROP,Azerbaijan,2010,N2O,MMTCO2e,0.251769449
CROP,Azerbaijan,2010,dSOC,MMTCO2e,0.025542228
CROP,Azerbaijan,2015,CH4,MMTCO2e,-0.03183072
CROP,Azerbaijan,2015,N2O,MMTCO2e,0.381306831
CROP,Azerbaijan,2015,dSOC,MMTCO2e,0.025609673
CROP,Azerbaijan,2020,CH4,MMTCO2e,-0.03314759
