# File: USDA_GDP_MER.csv
# Title: GDP MER by country 1969-2017
# Units: billion 2010 USD
# Source: http://www.ers.usda.gov/datafiles/International_Macroeconomic_Data/Historical_Data_Files/HistoricalRealGDPValues.xls
# Column types: ccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn 
# ----------
Country,iso,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Denmark,dnk,144.9202,147.8564,152.295,158.6532,164.6174,163.2742,161.2799,171.1075,174.4934,178.4624,185.5118,186.3664551,185.125,191.9461975,196.929245,205.1336212,213.3465271,223.8095856,224.3785553,224.3479919,225.795517,229.1265411,232.3197784,236.8663177,236.8915558,249.5236816,257.0783691,264.5338135,273.1599426,279.2190552,287.45047,298.2209473,300.6757507,302.0779419,303.2562561,311.3477173,318.6228638,331.0905457,334.1009827,332.3902893,316.0814819,321.9953308,326.2996826,327.0386658,330.0910645,335.4364624,340.8256226,347.5196838,355.3046265
Djibouti,dji,0.271375,0.2755077,0.2797032,0.2839626,0.2882869,0.2926771,0.2971341,0.301659,0.3062528,0.3109165,0.3156513,0.574039578,0.590683639,0.6006639,0.608107507,0.61151737,0.610290647,0.603034198,0.606017888,0.613284707,0.597339332,0.63860786,0.618512928,0.654775321,0.686460674,0.66982764,0.707348347,0.671337605,0.702244401,0.700943589,0.71621722,0.725509644,0.740019858,0.759260356,0.7835567,0.807063401,0.832647324,0.938393533,0.985313237,1.038520098,1.090446115,1.128611803,1.179399371,1.236010671,1.297811151,1.413583517,1.550472021,1.685708284,1.754658222
Dominica,dma,0.1451854,0.1491681,0.1532602,0.1574645,0.1617841,0.1662223,0.1707822,0.1754671,0.1802806,0.2015041,0.1643384,0.192630529,0.215908706,0.224835277,0.23088716,0.243415996,0.246542826,0.263992488,0.283841282,0.308135301,0.307386041,0.32353887,0.325505763,0.332170039,0.337753624,0.342587978,0.349353105,0.358582288,0.36392808,0.382044733,0.384655237,0.386098921,0.387925565,0.381124616,0.410422444,0.423761785,0.423387855,0.43579179,0.463338196,0.496331304,0.490525424,0.493824393,0.492683619,0.487394631,0.484433055,0.505882204,0.493013918,0.506021857,0.484700471
Dominican Republic,dom,5.67825,6.713207,7.443032,8.216672,9.276275,9.833028,10.34368,11.03962,11.58959,11.83768,12.3741,15.01695824,15.65966415,15.92567539,16.66270638,16.87147331,16.51336861,17.0949688,18.82452965,19.2303791,20.07661819,18.98157883,19.1607914,21.31081009,22.88024712,23.475214,24.80988121,26.29297256,28.62917328,30.55147171,32.36624527,33.87508392,34.70824432,36.26841736,35.78034973,36.69995499,40.16011429,43.84454727,47.09603882,48.60758972,49.06749344,53.15954971,54.82526398,56.31507111,59.06054688,63.57043076,68.04157257,72.5406189,75.8425293
Ecuador,ecu,13.78963,14.73725,15.6646,16.45059,18.74556,20.84666,23.13399,24.84525,25.24398,26.68461,27.68102,29.41229439,31.06316566,31.25415611,31.14887047,31.96661377,33.22449875,34.37565613,34.28659058,36.30622864,36.67139053,38.02086639,39.65247345,40.49084854,41.28982162,43.0480423,44.01772308,44.77999878,46.71802139,48.24407959,45.95760727,46.45936966,48.32500839,50.30477905,51.67451477,55.91751862,58.87628937,61.46892166,62.81512833,66.80836487,67.18682861,69.55536652,75.02807617,79.26113129,83.18179321,86.33344269,86.41880798,85.05651855,87.60664368
Egypt,egy,26.2976,27.76987,28.7254,29.30821,29.51492,30.2485,32.95248,37.77252,42.62136,45.08475,47.80736,51.56707382,53.50398254,58.8047142,63.15693283,67.00415039,71.42778778,73.3181839,75.16537476,79.14969635,83.08531189,87.82263184,88.77009583,92.70438385,95.39353943,99.1836853,103.7882614,108.9659729,114.9494324,119.5892181,126.8906937,133.7021942,138.428894,141.7102966,146.2341003,152.2149811,159.0326385,169.9325867,181.9812775,195.0067902,204.121109,214.6233521,218.4427795,223.2826233,228.162384,234.8153992,245.0815735,255.7344055,266.4272156
El Salvador,slv,9.139151,9.41125,9.77436,10.37231,10.87658,11.45695,11.79191,12.3873,13.22717,13.93122,13.34886,11.79106998,10.55879307,9.892977715,10.04483604,10.17913055,10.24189472,10.26129246,10.51921844,10.71671295,10.81982803,11.3425951,11.51209354,12.32001781,13.0369482,13.64835262,14.29459667,14.4114809,14.86327171,15.25776863,15.58741474,15.7629385,15.90122986,16.15260696,16.40494728,16.5510807,16.9991951,17.73745346,18.06747246,18.45180893,18.06738472,18.44792366,19.15112305,19.69005013,20.1577282,20.55670166,21.04546356,21.58855629,22.08997345
Equatorial Guinea,gnq,0.1303649,0.1323501,0.1343656,0.1364118,0.138489,0.1405981,0.1427391,0.1449128,0.1471197,0.1493601,0.1516346,0.164823756,0.174333125,0.178171381,0.187087774,0.188979939,0.213368133,0.208395466,0.217641413,0.223420367,0.220674127,0.216793448,0.214577302,0.289132863,0.321033508,0.374546051,0.440040171,0.733018875,1.832348943,2.267980576,2.850035429,3.369134426,5.504487991,6.575817108,7.493488789,10.34091854,12.07288837,13.00309467,14.990242,17.65837097,17.89558601,16.29855347,17.36185837,18.80512619,18.0278759,18.10270119,16.45733643,15.04597473,14.56145954
Eritrea,eri,0.7497196,0.7650201,0.7806329,0.796564,0.8128205,0.8294086,0.8463354,0.8636075,0.881232,0.8992164,0.9175679,0.77487278,0.790686667,0.806823015,0.823288858,0.84009099,0.857235432,0.874729991,0.892581165,0.910797417,0.929385245,0.948352039,1.059688568,1.179433465,1.338123441,1.622092009,1.668457627,1.822937489,1.967107892,2.00197649,2.00224638,1.939336181,2.109133482,2.172522068,2.114830256,2.145531893,2.200767517,2.17943716,2.210533857,1.994276762,2.07158494,2.117039442,2.300794125,2.462310076,2.537410498,2.664027214,2.791100979,2.881811857,2.963655233
Estonia,est,8.744611,9.015063,9.29388,9.581318,9.877648,10.18314,10.49808,10.82277,11.15749,11.50257,11.85832,12.92324162,13.10807228,13.85524082,14.36786461,14.77019501,14.84403706,15.00768471,15.53375816,15.97783566,16.46791458,15.30482292,14.08046055,11.09981632,10.46263218,10.25423717,10.51344109,11.07316113,12.37964153,12.88934422,12.77895355,14.12944221,15.02365398,15.93655109,17.11843109,18.19599342,19.90163422,21.94590759,23.64632034,22.36481857,19.07173157,19.50257874,20.9842453,21.88809204,22.31196404,22.9569397,23.34130478,23.82289696,24.97929382
Ethiopia,eth,7.137484,7.20958,7.282404,7.355963,7.430265,7.50532,7.58113,7.657708,7.735058,7.81319,7.892111,7.360516548,7.360516548,7.427939892,8.03963089,7.810661316,6.940213203,7.610750198,8.665549278,8.709195137,8.677750587,8.914345741,8.278085709,7.560170174,8.553791046,8.826654434,9.367508888,10.53153229,10.86158085,10.4859724,11.02727318,11.69698334,12.66798592,12.85987091,12.58192253,14.28961754,15.97847366,17.70969772,19.73855019,21.86804962,23.79299545,26.77914429,29.77259636,32.34727478,35.7703476,39.43948746,43.53822327,46.83047867,51.62864304
Fiji,fji,1.075579,1.212206,1.295714,1.392702,1.554435,1.594868,1.603325,1.647194,1.744445,1.77695,1.994179,1.860098839,1.977842927,1.859597802,1.785955429,1.935851097,1.846541047,1.989646196,1.858030796,1.875788927,2.01532197,2.132210732,2.074640751,2.201194048,2.248080254,2.36273241,2.421800852,2.538047075,2.482209921,2.514478683,2.735752821,2.689245224,2.743030071,2.830806971,2.859114885,3.010648251,3.031722546,3.087884665,3.061617613,3.093237877,3.050364256,3.140492439,3.225447178,3.270968437,3.42582345,3.617789984,3.756872654,3.77114892,3.914452553
Finland,fin,78.85074,83.05656,85.01414,91.59039,97.98691,101.1583,102.9841,103.3388,103.5863,106.6107,114.2034,122.6456375,124.2336273,128.0691528,132.0662689,136.3110504,141.131958,144.9794006,150.1393585,157.9614105,165.9980164,167.1197968,157.2356262,152.0081177,150.8916473,156.8356628,163.4339447,169.4137115,180.0051422,189.7767487,198.2106934,209.3795624,214.7832184,218.3922882,222.7469788,231.492157,237.927536,247.5759735,260.4122925,262.2890015,240.600235,247.7998199,254.1703033,250.5453491,248.6461182,247.0753632,247.4091034,252.6922302,259.3487854
France,fra,985.0999,1041.518,1097.043,1146.827,1222.639,1279.998,1265.616,1321.128,1368.329,1421.631,1470.668,1489.72937,1505.784912,1543.557983,1562.949585,1586.776245,1612.533447,1650.44812,1692.985474,1773.130615,1850.319092,1904.237671,1924.024658,1954.802734,1942.82666,1988.393433,2029.853027,2058.027588,2106.130615,2181.028809,2255.338379,2342.736572,2388.523926,2415.238525,2435.032227,2502.882568,2543.121826,2603.519531,2665.001465,2670.206055,2591.66626,2642.609619,2697.555176,2702.483398,2718.056152,2743.812256,2773.101563,2806.036133,2857.089355
Gabon,gab,3.741523,4.066262,4.483409,4.991692,5.499969,7.671746,9.143963,12.40153,10.84116,8.233946,8.273007,8.851861954,9.302893639,9.014734268,9.520302773,10.23517323,9.996391296,9.916060448,8.215848923,9.271203041,10.06345558,10.58597469,11.23304272,10.88592625,11.31554508,11.73566341,12.31937695,12.76595974,13.49851799,13.96797371,12.7202673,12.48074913,12.74724197,12.71549702,13.00125599,13.09090519,13.44124603,13.0640049,13.84890556,13.39072514,13.40817738,14.35864162,15.37695789,16.18461227,17.09725189,17.83482552,18.52668571,18.91248322,19.12141228
Gambia,gmb,0.193506,0.2054141,0.2052787,0.2057749,0.2248098,0.2380259,0.2675254,0.2871918,0.2970699,0.3158343,0.3116393,0.331180155,0.342181623,0.339565337,0.376520991,0.38983196,0.386665493,0.402484238,0.412362546,0.430823296,0.456223458,0.472459912,0.487139404,0.503598332,0.518767238,0.519567907,0.524149716,0.535804451,0.562058866,0.581730902,0.618961692,0.653004587,0.690878868,0.668425322,0.714346111,0.764707506,0.75750649,0.766021609,0.793836057,0.83935976,0.893495917,0.951808095,0.910926819,0.961936533,1.008002877,1.017074943,1.060809255,1.084320307,1.122271538
Georgia,geo,8.766452,9.822995,10.06571,10.35127,11.02231,11.99319,12.8784,13.66367,14.60599,15.6911,16.84757,17.59618759,18.52305222,18.89379883,19.70658875,20.77604866,21.80273056,20.0202961,20.27696419,21.40346336,19.86344147,16.92599106,13.35460663,7.358387947,5.20238018,4.661333084,4.782527447,5.318170547,5.877590656,6.060084343,6.233963966,6.348565578,6.653642654,7.01785183,7.79389286,8.250407219,9.042416573,9.890892029,11.11182308,11.36895561,10.95397758,11.63853741,12.4790163,13.27149391,13.72100544,14.35537338,14.76885319,15.1896143,15.94698238
Germany,deu,1387.845,1481.61,1528.025,1593.735,1669.876,1684.74,1670.137,1752.797,1811.466,1865.964,1943.408,2040.544067,2051.343506,2043.244019,2075.37207,2133.95874,2183.635986,2233.583252,2264.901611,2348.866699,2440.391602,2568.634277,2699.84668,2751.786621,2725.474854,2792.449707,2840.972412,2864.20874,2917.173828,2974.922852,3034.038574,3123.907959,3176.873047,3176.873047,3154.320313,3191.224854,3213.777588,3332.692383,3441.355957,3478.602295,3283.144531,3417.094482,3542.160156,3559.587402,3577.014648,3646.040039,3709.5979,3781.69873,3865.759277
Ghana,gha,8.5207,9.349206,9.836872,9.592166,9.86886,10.54513,9.234196,8.908211,9.110793,9.883018,9.634466,9.735368729,9.394332886,8.743902206,8.344853401,9.066480637,9.528111458,10.02349281,10.50410938,11.09529781,11.65959072,12.04771805,12.68405724,13.17612457,13.81516743,14.27106762,14.85795307,15.54178429,16.19397354,16.95515251,17.7011776,18.35612106,19.09036446,19.94943237,20.98680305,22.1620636,23.46962738,24.97166252,26.05713463,28.44131088,29.81914711,32.17477036,36.69440079,40.10433578,43.03697586,44.75237274,46.46953964,48.19908905,52.29946136
Greece,grc,105.3801,113.7625,122.6828,135.1476,146.0843,136.679,145.3811,155.3424,159.9111,171.4997,177.1283,184.5876923,181.719696,179.6614532,177.7235718,181.2968597,185.8466034,186.8086548,182.588913,190.4180603,197.6539459,197.6539459,203.7812195,205.2076874,201.9243622,205.9628448,210.2874908,216.3061829,226.0057831,234.8084869,242.0232086,251.5099487,261.9013672,272.1754456,287.9467163,302.5196838,304.3322144,321.5343933,332.0606384,330.9476624,316.7144775,299.3615723,272.0223694,252.1634064,243.9897156,245.7947083,245.0796814,244.4809265,247.7846527
Grenada,grd,0.1886095,0.1944428,0.2004565,0.2066561,0.2130476,0.2196367,0.2264296,0.2334326,0.2493225,0.2628226,0.2786231,0.29395932,0.298469216,0.310778856,0.322068155,0.333561063,0.353507012,0.378939301,0.413412988,0.425678104,0.441716492,0.459440857,0.465806633,0.461841911,0.452795297,0.460463613,0.470269084,0.491140723,0.515773892,0.576341212,0.616157234,0.646274745,0.633194745,0.654959738,0.716944933,0.712303102,0.806847513,0.774632692,0.822062731,0.829864562,0.774978101,0.771015882,0.776912808,0.767937124,0.786001325,0.843718588,0.898036838,0.931118667,0.96585238
Guatemala,gtm,9.949192,10.51708,11.10433,11.91861,12.72703,13.53839,13.80239,14.822,15.97949,16.77793,17.56875,18.22933197,18.34724998,17.69957542,17.24432564,17.32997894,17.22438049,17.24901962,17.86032295,18.55551529,19.28708458,19.88547897,20.61293983,21.61026382,22.45892715,23.36486244,24.52108383,25.24636269,26.3481369,27.66383743,28.72808266,29.76484108,30.45912933,31.63686943,32.43753052,33.45998764,34.5508194,36.40957642,38.70486069,39.974823,40.18495941,41.33823013,43.05870438,44.33755875,45.9767952,47.8960495,49.87896729,51.42147064,52.8408699
Guinea,gin,1.416144,1.459942,1.505095,1.551645,1.599633,1.649108,1.700111,1.752691,1.806898,1.862781,1.920393,2.535920143,2.551382542,2.597307682,2.631072998,2.667908192,2.801301718,2.8885355,2.983855247,3.172080278,3.299073696,3.441727877,3.531674862,3.647194147,3.831163883,3.983264923,4.166800976,4.352705479,4.57824564,4.745082378,4.925965309,5.049264908,5.233984947,5.504299641,5.57302618,5.703442097,5.874389648,5.943716049,6.349521637,6.612176895,6.538276196,6.853468418,7.238091946,7.666363239,7.968018055,8.263428688,8.57867527,9.475498199,10.67903328
Guinea Bissau,gnb,0.3379942,0.3606551,0.3465499,0.3686421,0.3727337,0.3897275,0.4203039,0.4410813,0.4094555,0.4632008,0.4724377,0.382058471,0.451469064,0.470431119,0.454444528,0.495840877,0.516500056,0.512399852,0.527259469,0.551513374,0.585155725,0.620850205,0.652513564,0.659691215,0.673544765,0.695098162,0.725682497,0.80986172,0.862502694,0.620139599,0.626499355,0.660499394,0.674957097,0.668307543,0.672106922,0.690666497,0.72013104,0.736761451,0.760801673,0.785174489,0.811626852,0.849050641,0.917694569,0.90197736,0.931344867,0.94032824,0.998008788,1.060512066,1.123283625
Guyana,guy,1.437724,1.498906,1.545565,1.494288,1.512887,1.629423,1.767647,1.794814,1.747455,1.715893,1.684394,1.552373886,1.575600028,1.367776275,1.274871588,1.210761547,1.239815831,1.228649974,1.239700437,1.193911791,1.134879708,1.100401163,1.166255832,1.257590532,1.360886931,1.476879478,1.550521374,1.672756195,1.776917815,1.746557951,1.798428655,1.773669243,1.813576818,1.832637429,1.814214706,1.873973608,1.837301612,1.931551456,2.067145586,2.108005524,2.18288517,2.273222685,2.391346216,2.517520905,2.643411398,2.745101213,2.831912518,2.925822496,3.01139307
Haiti,hti,4.397968,4.382957,4.753206,4.818876,4.876289,5.184497,5.064291,5.497459,5.523726,5.788906,6.211565,6.972284794,6.772852898,6.529103279,6.59036684,6.609919071,6.649023056,6.615132809,6.565600395,6.772553444,6.575240135,6.643499374,6.768541813,6.40906477,6.060992718,5.337087631,5.865016937,6.107995033,6.273198605,6.410069942,6.583798409,6.641081333,6.571723461,6.555198193,6.579045773,6.34727335,6.46184206,6.607183456,6.828080177,6.885704994,7.098008156,6.707774639,7.078294277,7.282510281,7.590855598,7.804170132,7.898695469,8.013440132,8.107460022
Honduras,hnd,3.403834,3.527282,3.668197,3.87957,4.184886,4.133511,4.221583,4.664878,5.149274,5.664495,5.92871,6.020792961,6.173312187,6.087427616,6.031158924,6.293254375,6.556830406,6.604215145,7.002541542,7.325348377,7.642231941,7.649635792,7.898404121,8.342634201,8.862382889,8.746882439,9.102266312,9.429515839,9.900399208,10.18766785,9.995167732,10.56970501,10.85753822,11.26516724,11.77739811,12.51140118,13.2684164,14.13978481,15.01480198,15.65016842,15.26961422,15.83934498,16.44689178,17.12593269,17.60401344,18.14235878,18.83904076,19.54590988,20.48123932
Hong Kong,hkg,21.0127,22.94727,24.62077,27.23348,30.57773,31.3163,31.47037,36.55727,40.84384,44.21782,49.32789,54.3135376,59.34343719,61.09392166,64.74551392,71.20306396,71.74213409,79.67407227,90.3491745,98.03939056,100.2717896,104.1127167,110.0491943,116.9106979,124.1605225,131.6549988,134.7802124,140.519989,147.6860962,138.9981995,142.4824677,153.4015656,154.2619476,156.8175201,161.6103668,175.6705017,188.6494751,201.9166718,214.9702454,219.544693,214.1459656,228.6386871,239.6469269,243.7216492,251.2806549,258.2220764,264.388031,270.1065369,280.347229
Hungary,hun,53.75115,56.27745,59.76665,63.41242,67.78787,71.78735,76.23817,78.98275,84.98544,88.7248,91.12036,84.14079285,86.56082916,89.01446533,89.66427612,92.03951263,91.81352234,93.25730133,96.99210358,99.05845642,99.81330872,96.2988205,91.82653809,89.01280212,88.49999237,91.10822296,92.46530151,92.47839355,95.56732178,99.61540985,102.7900467,107.1166611,111.2304916,116.2672348,120.7419205,126.7849503,132.3485413,137.4455109,138.0430756,139.2240601,130.0353088,130.9226379,133.0984497,130.910614,133.6547852,139.3053436,143.9959564,147.1828613,153.0535583
Iceland,isl,3.025429,3.251022,3.675633,3.902689,4.168306,4.406162,4.434632,4.698908,5.11346,5.421121,5.684619,6.044465065,6.302261829,6.438048363,6.299555302,6.559671402,6.775671005,7.200541973,7.815896034,7.80888319,7.829064369,7.920615196,7.902910709,7.636274815,7.736573696,8.015775681,8.025120735,8.409124374,8.838323593,9.458650589,9.82701683,10.27935314,10.68307877,10.74188995,10.99504471,11.88281631,12.64218998,13.27647305,14.52821541,14.76922703,13.8084507,13.31056881,13.57185841,13.75090599,14.34331417,14.65891743,15.29090881,16.43489075,17.03348541
India,ind,196.7074,206.852,210.2504,209.0871,215.9776,218.5376,238.5338,242.5008,260.0936,274.9515,260.5491,270.7220764,286.9821777,296.9569397,318.6018066,330.7747498,348.1546631,364.7844849,379.2495117,415.7628174,440.4896545,464.8639526,469.7767944,495.5317993,519.0734253,553.6381226,595.5733643,640.5363159,666.4768677,707.6945801,770.2954712,799.8825073,838.4685669,870.3637085,938.7776489,1013.156433,1107.226196,1209.799194,1328.375977,1380.0625,1497.088867,1650.689697,1760.268555,1856.315674,1974.861816,2121.203857,2294.175781,2457.353271,2620.134033
Indonesia,idn,65.81199,71.17704,76.15755,82.16083,90.193,97.64013,103.6776,109.886,119.3763,130.3655,139.6118,181.5370636,195.9277954,200.3292084,208.7289429,223.2888947,228.7865753,242.22789,254.1598663,268.8515625,288.8987122,309.821167,331.2359314,352.7579956,375.6745911,404.0003357,437.209198,471.3910217,493.5458374,428.7594299,432.1514587,453.4136353,469.9335938,491.078125,514.5534668,540.4400024,571.2049561,602.6266479,640.8634644,679.4030762,710.8517456,755.0941162,801.6818237,850.0236206,897.2616577,942.1846313,988.12854,1037.86377,1090.459351
Iran,irn,94.38011,103.6634,117.1181,136.1948,143.7313,157.2199,166.2661,195.7465,193.2006,178.7504,166.0159,186.7366333,177.0710754,225.2528534,244.5401917,223.0568542,227.8575134,204.6018219,205.9286957,194.8163605,206.5460205,235.1191406,264.2348328,271.7251892,274.5511169,270.4010315,276.5733643,290.8813171,292.2835083,298.6488953,301.2037048,318.8484497,321.3311157,344.6775818,374.7837524,391.1786804,403.6565247,423.8385315,458.4058533,459.5557861,464.1852722,491.0984802,504.0915527,466.5641785,465.6587219,487.0949402,480.6621704,545.0527344,568.4901123
Iraq,irq,19.08151,20.23354,21.41604,22.58075,23.90887,25.29259,26.06295,27.71204,29.27087,31.12201,33.34269,45.68400574,45.35108948,46.90843582,40.77594757,40.17032623,40.75436401,42.64846039,46.61701965,46.60814285,45.15465164,71.26209259,25.62078476,33.9711647,44.26097107,45.96702576,46.94153976,52.11486816,63.18298721,85.20674133,100.1880188,101.5971298,103.9392624,96.76726532,64.73648834,99.79632568,104.1879807,114.7716064,116.3527069,125.9263306,130.1817627,138.5167236,148.9698486,169.7309265,182.6304626,183.9088745,192.736496,213.9375153,212.2686157
Ireland,irl,34.63959,35.4432,36.67304,39.05305,40.89692,42.63922,45.05117,45.67955,49.43043,52.98286,54.61105,58.38526154,60.3266983,61.70424271,61.55349731,64.23376465,66.21577454,65.93215179,69.00662231,72.606987,76.82830048,83.33298492,84.94100952,87.78082275,90.14441681,95.33296967,104.5177536,112.6798248,124.2745209,134.8381042,149.155014,163.4140625,172.8980103,183.8066254,189.5404816,202.2041168,214.3492584,226.1849213,237.9662476,228.6000671,218.0232697,221.9513397,228.5763855,228.6613159,232.4087219,251.7645874,316.1087646,332.3613586,358.2934265
Israel,isr,35.44191,38.03176,42.30056,48.07918,49.68624,53.08491,54.84644,55.56815,55.56372,58.24273,61.90317,70.65435791,73.8526001,74.64823151,76.72477722,78.44535065,81.44056702,83.41694641,88.82780457,91.74113464,92.73994446,99.44483948,105.6259232,112.6895142,116.6342697,124.2145081,136.3649292,143.6118774,148.8700714,155.072876,160.680069,173.8060913,173.8500671,174.1314087,175.4679871,183.4863739,191.070694,201.0270386,212.6334381,218.9877625,222.0133057,233.6110687,244.4922791,249.2415619,259.4882507,268.3371582,276.4891052,287.8095093,297.3980713
Italy,ita,872.5594,918.8967,935.6033,970.1317,1039.262,1096.423,1073.506,1149.997,1179.443,1217.659,1290.221,1379.816895,1391.465576,1397.220459,1413.556885,1459.156128,1499.984497,1542.883667,1592.131836,1658.911865,1715.12207,1749.180664,1776.09082,1790.908325,1775.635376,1813.829712,1866.192017,1890.19812,1924.890137,1955.997925,1986.508545,2060.210205,2096.720947,2101.932129,2105.112793,2138.414307,2158.721924,2202.038574,2234.493652,2211.022461,2089.812988,2125.05835,2137.311768,2077.060547,2041.165649,2043.48584,2062.938965,2080.644287,2111.901855
Jamaica and Dependencies,jam,7.589786,8.618135,8.829975,10.42013,9.848529,9.432009,9.407854,8.778069,8.550055,8.545464,8.454878,7.962896824,8.173073769,8.342193604,8.501452446,8.370329857,8.12393856,8.276879311,8.926643372,9.281414986,9.947198868,10.36503506,10.86652088,11.07901955,12.12234211,12.29004097,12.5788517,12.56454563,12.42125225,12.13127136,12.25836754,12.36608219,12.53239727,12.78270626,13.25135994,13.42677116,13.54677963,13.93951797,14.13912487,14.02435207,13.41618156,13.21946049,13.44835186,13.36443901,13.43109417,13.52279663,13.64350891,13.83090591,13.89750004
Japan,jpn,1888.527,1869.193,1957.027,2121.683,2292.108,2264.024,2334.019,2426.795,2533.34,2666.896,2813.15,3019.286621,3146.378418,3250.601074,3365.121338,3516.618652,3700.656738,3823.76001,4004.64917,4276.365723,4484.112793,4703.507813,4864.25,4905.501953,4880.095703,4928.558105,5063.706055,5220.681152,5276.85791,5217.313477,5204.168457,5348.825684,5370.55957,5376.896484,5459.067383,5579.422852,5672.19043,5752.73584,5847.896973,5783.948242,5470.665527,5699.981445,5693.402344,5778.523926,5894.109863,5916.196289,5996.291504,6052.54834,6156.203613
Jordon,jor,1.39621,1.741696,2.087183,2.432669,2.778155,3.123641,3.429804,4.263573,4.54113,5.494955,5.996099,7.137834072,7.47384882,8.025794029,8.185539246,8.892822266,9.200193405,9.845509529,10.13059711,9.942966461,8.605427742,8.689223289,8.847705841,10.49911594,10.98532104,11.53309727,12.2465744,12.50220299,12.9157629,13.30245304,13.7559967,14.33997345,15.09549236,15.96868706,16.63315201,18.0581646,19.52928734,21.10985756,22.83574104,24.48731422,25.82838249,26.4253788,27.10894775,27.82765198,28.61483192,29.50084114,30.20641136,30.8116684,31.41866684
Kazakhstan,kaz,51.60889,53.20504,54.85056,56.54697,58.29584,60.09881,61.95753,63.87375,65.84921,67.8858,69.98536,72.14745331,74.37880707,76.6791687,79.05070496,81.49555206,84.01605988,86.61449432,89.29329681,92.05492401,94.90200043,96.29095459,85.69894409,81.1568985,73.69046021,64.40546417,59.12421417,59.41983414,60.4299736,59.28180313,60.88241577,66.84889221,75.87348938,83.30909729,91.05684662,99.7983017,109.4787445,121.1929703,131.9791412,136.3344574,137.9704742,148.0423126,158.9974518,166.6293335,176.6270905,184.0454407,186.2539825,188.3027802,195.8348846
Kenya,ken,5.851696,5.579273,6.816415,7.980824,8.451419,8.795021,8.872612,9.063725,9.920591,10.60635,11.41405,14.61028481,15.1616106,15.39001656,15.5914793,15.86514378,16.54743385,17.73513412,18.78808784,19.95354652,20.88943672,21.7651329,22.07819176,21.90167809,21.97903252,22.55769348,23.55163383,24.52828407,24.64476776,25.45563316,26.04248428,26.1986599,27.18894577,27.33763123,28.1393013,29.57561493,31.32254791,33.34989929,35.63460922,35.71738434,36.89853668,40.00011444,42.44342422,44.38020706,46.98918152,49.50644684,52.33747482,55.40926743,58.1162529
Kuwait,kwt,58.03993,59.88661,64.48076,67.31863,64.0801,57.95871,53.32196,58.17324,58.11311,62.38983,71.07084,52.48139572,42.49433899,37.26123047,41.14168549,43.29747009,41.45398331,45.00461197,48.66913986,43.77805328,55.11445999,40.71884155,23.74103737,43.84392548,58.74668121,63.70264816,66.79750824,67.20172119,68.8638382,71.38566589,70.10857391,73.39987183,73.93497467,76.15302277,89.34272766,98.95796967,108.9289246,117.1206512,124.1381149,127.2165451,118.2145691,115.4163589,126.5291519,134.9134521,136.4636536,137.147171,137.9604797,142.8539581,138.75914
Kyrgyzstan,kgz,2.197596,2.265564,2.335632,2.407869,2.482338,2.559112,2.63826,2.719856,2.803975,2.890697,2.980099,3.072273016,3.167291164,3.265249252,3.366236687,3.470345497,3.577676773,3.787774086,3.912769556,4.429256439,4.552821636,4.812459946,4.434630394,3.818717241,3.228369474,2.57994628,2.440014601,2.612877369,2.871948719,2.9328866,3.040107012,3.205083847,3.375644922,3.375059366,3.61233592,3.866169691,3.859382629,3.979135275,4.319067955,4.681939602,4.817074299,4.794358253,5.079923153,5.075445175,5.629454136,5.855985165,6.082952976,6.346701145,6.637610912
Laos,lao,1.197245,1.221678,1.24661,1.272051,1.298012,1.324502,1.351532,1.379115,1.40726,1.435979,1.465285,0.234633863,0.270607471,1.392524004,1.443201661,1.51686573,1.593770266,1.671627998,1.647794008,1.614670038,1.843801975,1.967421174,2.0519526,2.166038275,2.294106722,2.481283188,2.655748606,2.839747429,3.034897566,3.155310392,3.385849237,3.582187176,3.78821373,4.012428284,4.255862236,4.526436806,4.848156929,5.266032219,5.666083336,6.109449387,6.56776619,7.127792835,7.700771332,8.318842888,8.986537933,9.670589447,10.37360287,11.10214996,11.86739349
Latvia,lva,9.822943,10.61088,11.43203,12.01914,12.71476,13.33345,14.25015,15.05105,15.53289,16.04306,16.53138,20.54705811,21.4165287,21.91987991,23.06398201,24.3910408,24.29946136,25.44356155,26.03849411,27.36555481,28.92143059,28.55999184,24.96141815,16.94886589,15.01665783,15.34698772,12.77867985,13.08013058,14.2539587,15.18356895,15.58121967,16.42367363,17.48485947,18.72681427,20.30561447,21.99819946,24.3513546,27.24658203,29.96559143,28.90251923,24.74006844,23.76514244,25.28160095,26.30162048,26.94071007,27.44133568,28.25681114,28.88095284,30.1948452
