# File: USDA_GDP_MER.csv
# Title: GDP MER by country 1969-2017
# Units: billion 2010 USD
# Source: http://www.ers.usda.gov/datafiles/International_Macroeconomic_Data/Historical_Data_Files/HistoricalRealGDPValues.xls
# Column types: ccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn 
# ----------
Country,iso,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Lebanon,lbn,8.136905,8.388562,8.648002,8.915466,9.191202,9.475467,9.768521,10.07064,10.3821,10.7032,11.03423,14.35229301,14.43118286,9.122119904,11.19373512,16.17262459,20.10255814,18.74096107,21.87614059,15.7051239,9.038123131,11.43622303,15.80494022,16.51615143,17.67194748,19.08625984,20.33353806,21.37797165,20.88910103,21.63957214,21.5415287,21.83106232,22.67619896,23.45061493,24.20630455,25.63780975,26.33830833,26.7482605,29.24909019,32.312603,35.56146622,38.41962814,38.77220154,39.85947418,40.91026306,41.72966003,42.06999207,42.91139221,43.77855682
Lesotho,lso,0.3356476,0.342955,0.3604927,0.359762,0.4547567,0.5046894,0.4364882,0.4847164,0.5904283,0.6985764,0.7187926,0.732695997,0.737785578,0.770670176,0.785976946,0.829479992,0.851131499,0.891005754,0.897507608,0.974710524,1.031197429,1.093538046,1.169720531,1.251090527,1.29500103,1.372440457,1.417606592,1.496950507,1.552391768,1.576262236,1.583765626,1.645145178,1.703738451,1.716070652,1.794319749,1.824686289,1.887932181,1.967793465,2.062896252,2.201925755,2.249361992,2.385944366,2.550606251,2.703593493,2.753421783,2.839375973,2.910831213,2.980608463,3.147250414
Liberia,lbr,1.258902,1.342785,1.408646,1.466971,1.433877,1.502031,1.449932,1.526934,1.551182,1.625889,1.678973,2.757586956,2.69866395,2.633007288,2.583062887,2.528629541,2.507305145,2.46521759,2.44052577,2.390692949,1.753132105,0.858493567,0.73637104,0.478010237,0.320384502,0.250661314,0.239967555,0.269054532,0.555005193,0.722661912,0.879779041,1.131536007,1.164562345,1.20838213,0.844112635,0.866233468,0.911987662,0.985340357,1.079291463,1.15642786,1.217719674,1.292000055,1.397943974,1.509701848,1.64110446,1.652611017,1.652611017,1.626169205,1.666085124
Libya,lby,13.63679,14.31193,13.40891,11.6435,11.77246,10.07617,10.82831,13.32312,14.44434,14.93905,16.92539,73.21588135,58.54341888,59.43210602,56.63344955,51.92947769,52.24468613,46.31334686,39.5043602,42.49839401,45.5578537,47.25260925,54.7525444,53.21399689,51.13705444,52.12348938,45.50797653,46.67844009,46.32601929,46.13423157,46.32245636,48.02675629,47.18010712,46.72771835,52.80979538,55.16597748,61.71458054,65.72636414,69.90151215,71.76603699,71.19898224,74.77409363,28.35738754,63.27654648,54.67093658,41.54991531,37.86774445,36.80916595,46.62832642
Lithuania,ltu,17.50771,18.0492,18.60741,19.18289,19.77618,20.38782,21.01837,21.66842,22.33857,23.02947,23.74171,25.3255043,26.108778,26.91625404,27.74871635,28.60692406,29.49168396,30.40379906,31.34412193,32.31351852,33.31291199,34.00757599,32.0775032,25.25814629,21.15981102,19.09330368,19.32068634,20.3156929,22.0005188,23.64333725,23.37507057,24.27072525,25.85425186,27.60219383,30.51106834,32.50956726,35.02171326,37.6155777,41.7859993,42.88416672,36.53123856,37.13028336,39.3741188,40.88094711,42.31119919,43.80799484,44.69933701,45.7474823,47.49912262
Luxembourg,lux,11.61298,11.81736,12.13256,12.93309,14.00817,14.59826,13.63895,13.98461,14.20414,14.78296,15.12971,15.52637768,15.440835,15.61551666,16.0822773,17.07727814,17.55402565,19.3066082,20.06940651,21.76793671,23.900774,25.17227936,27.34821892,27.84586143,29.01556778,30.12423134,30.55566978,30.97991371,32.7487793,34.7283287,37.67363739,40.77786636,41.81035233,43.40728378,44.11451721,45.70801163,47.15806961,49.60014343,53.74401474,53.05631638,50.74380112,53.21247101,54.56365967,54.37131119,56.35824203,59.6111908,61.31707001,63.20725632,64.65972137
Macau,mac,1.674652,1.777763,1.887221,2.003419,2.126772,2.25772,2.39673,2.544299,2.700954,2.867255,3.043795,3.349508286,3.55574131,4.132416725,4.54656601,4.931196213,4.967324257,5.299788952,6.057329655,6.530517101,6.858664513,7.405869961,7.676917553,8.697927475,9.14899826,9.538122177,9.852434158,9.811196327,9.783791542,9.336510658,9.116306305,9.640249252,9.918698311,10.80612278,12.06540108,15.29356289,16.52614021,18.72650528,21.43204498,22.15936089,22.45208549,28.12434387,34.21965408,37.3805809,41.567276,41.06800842,32.19957352,31.92165375,34.82528305
Macedonia,mkd,5.156249,5.261479,5.368856,5.478425,5.590229,5.704315,5.82073,5.93952,6.060736,6.184424,6.310637,6.239701271,6.367042065,6.496982574,6.629572392,6.764870644,6.902929783,7.043805599,7.187557697,7.334242344,7.483920574,7.6933074,7.218571186,6.744657516,6.240880966,6.131155968,6.062809944,6.134660721,6.222998619,6.433257103,6.712398052,7.017754078,6.802502155,6.90413332,7.057558537,7.387458801,7.736396313,8.133816719,8.660358429,9.134228706,9.101471901,9.407169342,9.627285957,9.583368301,9.863706589,10.22172451,10.61440563,10.92471695,10.92692375
Madagascar,mdg,4.708022,4.956439,5.151196,5.08564,4.952473,5.051864,5.115452,4.958466,5.075683,4.940579,5.427455,5.419215202,4.893617153,4.805033207,4.848380089,4.93102932,4.988025665,5.085746765,5.145661354,5.320789337,5.537818909,5.711154461,5.35080719,5.414275646,5.527789593,5.523830891,5.618410587,5.739145279,5.951120377,6.185138702,6.473311424,6.781445503,7.189540386,6.278353691,6.892683506,7.255032063,7.588973999,7.97013855,8.467521667,9.071129799,8.707027435,8.7299366,8.85690403,9.125047684,9.330836296,9.640232086,9.940681458,10.35620117,10.78813648
Malawi,mwi,1.289438,1.295618,1.505749,1.599577,1.636378,1.753803,1.860555,1.95354,2.049616,2.249352,2.348238,2.50941658,2.376665354,2.436164141,2.526757717,2.662199736,2.78388834,2.777908564,2.823056221,2.912752867,2.951920509,3.11995244,3.3923316,3.143572569,3.448242426,3.095136166,3.612915754,3.877261162,4.024303436,4.181059837,4.308259964,4.376161098,4.158448696,4.229142666,4.470442295,4.712762833,4.866809845,5.09555006,5.584722996,6.011381149,6.51201582,6.959655762,7.297481537,7.435097218,7.821722031,8.267560959,8.499052048,8.7101717,9.058581352
Malaysia,mys,19.72434,20.90514,22.10791,24.18205,27.01479,29.25961,29.49419,32.90484,35.4571,37.81572,41.35114,45.77217865,48.94972992,51.85888672,55.10122299,59.3780632,58.76929092,59.49837875,62.58749771,68.80726624,75.0409317,81.80101776,89.60930634,97.57119751,107.2258148,117.1035004,128.6137085,141.4785461,151.8386536,140.6642151,149.2976379,162.5237122,163.3650665,172.1720428,182.1382141,194.493454,204.8641052,216.3054504,229.9300842,241.0397644,237.3915558,255.0175171,268.5179443,283.2151489,296.5085144,314.3189392,330.1228943,344.0535889,364.3588562
Maldives Islands,mdv,0.0756822,0.0825503,0.0900418,0.0982131,0.1071259,0.1168476,0.1274517,0.1390179,0.151634,0.1653948,0.1804044,0.387226224,0.417769641,0.448973864,0.468797743,0.550222397,0.626213908,0.680032015,0.740311265,0.804849029,0.879665732,0.844056129,0.902279615,0.960576475,1.012632489,1.088624001,1.168947339,1.260810733,1.366692901,1.469122171,1.559850097,1.619838953,1.555958509,1.669051647,1.898547053,2.013100624,1.748799562,2.205437183,2.375561714,2.60089159,2.412877083,2.588175774,2.8098979,2.880633831,3.090374708,3.316886902,3.391381741,3.600398064,3.918257475
Mali,mli,2.130049,2.26077,2.318848,2.454363,2.418648,2.381672,2.658543,3.020726,3.212502,3.165488,3.494561,3.171944857,3.219803333,2.982232094,3.036535025,3.027819872,3.642062426,3.740129471,3.734924555,4.010924816,4.178477287,4.073915005,4.552404881,4.405878544,4.545639992,4.71746254,4.760910988,5.096830845,5.34295845,5.747509956,6.075171947,6.071475983,7.005040646,7.222638607,7.881274223,8.004221916,8.5272789,8.924837112,9.236637115,9.677536964,10.13035583,10.67875767,11.02477646,10.93258953,11.18443203,11.97219181,12.68604279,13.42183304,14.13319016
Malta and Gozo,mlt,1.05581,1.112758,1.140065,1.206626,1.256654,1.382778,1.65325,1.934585,2.170298,2.412529,2.665621,2.904661417,3.000856876,3.069410086,3.050613165,3.079361439,3.158971548,3.281703472,3.416598082,3.704078913,4.00703907,4.25913763,4.525610447,4.737903595,4.95019722,5.22993803,5.561646461,5.771728516,6.075147152,6.386534691,6.687977314,7.140766621,7.184207439,7.398499489,7.586699963,7.620340347,7.908667564,8.053294182,8.374335289,8.654582977,8.441483498,8.740537643,8.856160164,9.096410751,9.515856743,10.28799629,11.27787113,11.86776924,12.62997532
Mauritania,mrt,1.055866,1.182421,1.204212,1.195386,1.140581,1.279305,1.213621,1.317338,1.292591,1.286067,1.34767,1.75243187,1.812895894,1.770475507,1.836608768,1.777343869,1.830571055,1.935162067,1.971937656,2.005862713,2.101694584,2.064467192,2.101381779,2.140764475,2.266505241,2.197133541,2.412887812,2.553289652,2.450016737,2.518073559,2.712288141,2.700614214,2.754863977,2.773184061,2.938971996,3.10788703,3.386646509,4.02567625,4.139113426,4.183814526,4.140215874,4.33785677,4.541912556,4.805119991,5.097764015,5.382196426,5.457546711,5.566697598,5.761532307
Mauritius,mus,1.265776,1.260683,1.314559,1.424277,1.594929,1.735471,1.751196,2.160976,2.302469,2.390672,2.47474,2.187994957,2.316700459,2.444051266,2.453431368,2.568703175,2.747343063,3.014990091,3.283053875,3.506017685,3.662566423,3.925785303,4.09991169,4.36692667,4.588856697,4.778658867,4.983555317,5.262028217,5.561305046,5.898910999,6.052918911,6.599292278,6.769129753,6.912182808,7.164951324,7.576632977,7.670688152,8.325631142,8.802441597,9.276625633,9.584153175,10.00367069,10.41157436,10.77557564,11.1376791,11.55473709,11.95553207,12.40984249,12.88141727
Mexico,mex,254.6773,271.2376,281.4428,304.6022,328.5473,347.5269,367.4906,383.7242,396.735,432.2704,474.1927,428.1326904,465.6910706,462.7669678,443.3479004,459.3535767,471.2663879,453.5754089,461.9926147,467.74646,487.3838501,512.0859375,533.7075195,553.0739136,719.380249,754.925354,707.4312744,755.3473511,807.0648804,848.7411499,872.1116943,915.2154541,911.5144043,911.1511841,924.3299561,960.5691528,982.7371826,1026.911987,1050.443115,1062.455933,1006.297119,1057.800659,1096.547852,1136.487793,1151.876831,1184.651001,1223.394653,1259.036133,1284.67749
Moldova,mda,5.25253,5.414979,5.582452,5.755104,5.933097,6.116596,6.305769,6.500792,6.701848,6.909121,7.122806,7.723240376,7.66831398,8.567876816,8.941193581,9.241372108,8.752423286,9.444616318,9.558158875,9.719927788,10.20906162,9.964043617,8.369796753,5.934185982,5.862975597,4.051316261,3.99459815,3.759833336,3.821759939,3.571733236,3.451427937,3.524174213,3.739148855,4.030802727,4.296835423,4.614801407,4.960911274,5.199034691,5.355005741,5.772696495,5.426334381,5.811604023,6.206792831,6.163345337,6.742699623,7.06634903,7.038083553,7.354797363,7.685763359
Mongolia,mng,1.153608,1.201675,1.251744,1.3039,1.35823,1.414823,1.473774,1.535181,1.599147,1.665778,1.735185,2.304283142,2.497294188,2.705621719,2.863468647,3.033370256,3.206662893,3.507287264,3.628592014,3.813939571,3.973293304,3.84676528,3.512345314,3.187226057,3.086229563,3.152101517,3.353092909,3.428037882,3.561618567,3.680574417,3.793581724,3.837058544,3.950355768,4.137325287,4.427129745,4.897530079,5.252780914,5.702221394,6.286585808,6.846115112,6.759265423,7.18950367,8.432624817,9.47150898,10.57483673,11.40868664,11.6801939,11.82540226,12.52128315
Morocco,mar,17.48948,18.31384,19.33885,19.81018,20.51529,21.66333,23.30069,25.82015,27.38463,27.99605,29.33812,27.21463203,26.7401638,29.13537979,29.53936195,31.43531227,33.32383728,36.41332245,36.2949791,40.60509491,41.76079559,43.18559647,46.3019104,45.330616,44.99490356,49.75896454,47.06927109,52.89308929,52.06758499,55.83652496,56.44029999,57.51993179,61.73037338,63.65725708,67.45196533,70.68765259,73.01443481,78.54501343,81.31890869,86.13565063,89.79103851,93.21720886,98.10710144,101.0600891,105.6435852,108.4637375,113.3983002,114.784523,119.4906845
Mozambique,moz,1.603208,1.671226,1.742132,1.816044,1.893093,1.973411,2.057137,2.144414,2.235395,2.330235,2.4291,2.25642705,2.369248629,2.205770493,1.859464645,1.73859942,1.755985379,1.715597749,1.967790604,2.129149437,2.26754427,2.290219545,2.402440071,2.276760578,2.476367474,2.6288836,2.687699795,3.409221411,3.778850317,4.226998806,4.557676315,4.634176731,5.223689079,5.68306303,6.052496433,6.525268555,7.094315529,7.793179989,8.371906281,8.947576523,9.5159235,10.15227509,10.87487411,11.65766811,12.49022198,13.42000294,14.30491638,14.84320259,15.39398861
Namibia,nam,3.964453,4.004498,4.044948,4.085806,4.127077,4.168765,4.210873,4.253407,4.296371,4.339768,4.383604,4.412899494,4.455768585,4.43803072,4.357105255,4.346783638,4.366960526,4.575145245,4.737734795,4.776259899,4.865035057,4.964644909,5.370038509,5.756108761,5.665188789,5.763189793,5.987897396,6.178990841,6.439750671,6.651720047,6.875835419,7.115952015,7.199774265,7.544547558,7.864420891,8.829349518,9.052666664,9.692977905,10.33437157,10.60821247,10.63961029,11.28216267,11.85657597,12.45671844,13.15612888,13.99176407,14.84620285,14.95014191,14.83497524
Nepal,npl,3.342905,3.429018,3.388028,3.493659,3.477011,3.69723,3.751079,3.916073,4.03422,4.211957,4.311733,4.291419506,4.649408817,4.825127602,4.681463718,5.134682655,5.450203896,5.699041367,5.795675278,6.241757393,6.512003422,6.813837051,7.247752666,7.545374393,7.835859776,8.479654312,8.773766518,9.241257668,9.707813263,10.00063896,10.4419241,11.08932304,11.62158394,11.63556099,12.09458828,12.66092968,13.10142708,13.54223919,14.00424099,14.85914898,15.53272629,16.28084755,16.83794975,17.64300346,18.37146378,19.47172737,20.11875343,20.20182228,21.71683884
Netherlands,nld,278.2922,294.1403,306.8789,314.571,332.7666,346.9289,347.3556,363.9859,370.979,379.6256,387.3013,425.5672302,422.2324524,416.9935608,425.6251526,438.6564331,449.9745483,462.5152588,471.4475708,487.6710815,509.2267151,530.5288086,543.4691162,552.7410889,559.6920776,576.2650757,594.2216797,615.4159546,641.8779907,670.9255981,704.8187256,734.694397,750.3012695,751.0787964,753.2113037,768.5068359,785.109375,812.7344971,842.7932739,857.112793,824.8203735,836.3898315,850.3042603,841.3161621,839.7147827,851.6361694,870.8896484,890.1357422,918.2837524
New Zealand,nzl,56.22897,55.60938,57.71445,60.66892,65.40126,69.32105,68.12063,68.75334,66.04698,66.24888,67.71289,70.02644348,73.28593445,73.9675827,76.55066681,80.21974182,81.51501465,83.72064972,80.11135864,81.71681213,82.14657593,82.68023682,81.32217407,82.35211945,87.73204041,92.30848694,96.533638,99.77519226,102.776825,103.8725433,109.2674103,111.7690201,116.0136185,121.8845901,127.4184875,131.5845947,135.951767,139.4496918,144.693573,142.4572906,145.1868744,146.5838013,150.5354004,154.2979126,157.4116516,162.9918976,170.2194366,176.1285248,181.4628601
Nicaragua,nic,5.287842,5.35943,5.536547,5.659498,6.022669,6.877432,6.866893,7.22462,7.829211,7.215495,5.304919,5.407287598,5.697295666,5.650784969,5.911467552,5.818888664,5.581370354,5.524590492,5.48556757,4.802624226,4.721094131,4.716700554,4.707705498,4.725852013,4.70736742,4.864480972,5.152064323,5.478925228,5.69625473,5.907681465,6.323344231,6.58270216,6.777605534,6.828704357,7.000837803,7.372734547,7.688464165,7.980999947,8.386143684,8.674267769,8.388653755,8.758601189,9.311855316,9.916766167,10.40537453,10.90332031,11.42325687,11.95543861,12.53660393
Niger,ner,2.651906,2.732943,2.888156,2.738945,2.272022,2.471397,2.402366,2.418659,2.606458,2.957615,3.168996,3.098252296,3.117117882,3.167711973,3.017215729,2.509558678,2.703360319,2.875294924,2.877438784,3.075956821,3.104684114,3.064808846,3.141557932,2.936840057,2.979407787,3.098720074,3.179465055,3.288174152,3.378729343,3.730869055,3.709649324,3.657361507,3.917193174,4.034674644,4.248512268,4.252760887,4.444134712,4.70189476,4.849842548,5.314830303,5.276952744,5.718593597,5.848879337,6.541960716,6.886618614,7.405115128,7.726318836,8.106895447,8.503688812
Nigeria,nga,71.84519,89.8117,102.5987,106.0504,111.7694,124.2436,117.7485,128.3957,136.1304,128.2836,136.9549,143.7698669,124.8959274,123.5805435,117.3391724,114.9671173,124.5356293,113.6335602,101.4160233,109.0653534,116.1188202,130.9425659,130.1335297,130.6979523,133.4300385,134.6439209,134.2299347,140.9329834,144.8822784,148.8167725,149.522522,157.4742584,164.4205627,170.6432953,188.3120117,251.8405304,260.5155945,281.9064331,301.1561279,320.0393982,342.2322693,369.0624084,387.0999146,403.6650085,425.4403687,452.2844543,464.282196,456.7753296,460.4959717
Norway,nor,122.2483,124.6949,131.6998,138.6378,144.8471,150.3783,157.9354,167.0838,173.9996,180.7055,188.5802,198.3088226,201.4783325,201.9524841,209.9756012,222.6842499,235.0506134,244.552124,248.8400421,248.2046204,250.7817078,255.6278992,263.5131836,272.9322205,280.697998,294.8885498,307.138092,322.5809631,339.6283569,348.5415344,355.5587463,366.9554138,374.6076355,379.9934082,383.488739,398.6712036,409.1352234,418.9343872,431.4397888,433.5141296,426.1832275,429.1309814,433.3018494,445.094696,449.7432251,458.6261902,467.6615601,472.7659302,481.8371277
Oman,omn,5.047533,5.748892,5.800529,6.370446,5.462525,6.090652,7.57881,9.135508,9.227521,8.886701,9.271648,11.43682575,13.38647079,14.93526363,17.42447472,20.33638,23.18493843,23.6491375,22.83542252,24.19733238,27.04217911,27.00691032,28.64733124,31.05768585,32.93448639,34.21095276,35.92041397,37.01452637,39.24780655,40.28486252,40.23458481,42.4078064,44.30871582,43.82107162,42.6515007,43.2026062,44.27854538,46.65721893,48.73472214,52.7308197,55.95396805,58.64239502,57.99219894,63.40442276,66.17684937,67.99739838,71.21976471,75.05435944,74.84970093
Pakistan,pak,24.64591,27.44408,27.57263,27.79691,29.76055,30.81413,32.11184,33.76758,35.10063,37.92571,39.35112,42.72046661,46.10425186,49.11830902,52.44773483,55.10432053,59.28790283,62.54971695,66.58563995,71.66298676,75.21730804,78.57093048,82.54785156,88.90890503,90.47170258,93.85300446,98.51055908,103.2849579,104.3326797,106.9934082,110.9095078,115.6343536,117.9267807,121.729248,127.6286392,137.0330505,147.5397797,156.6541138,164.2249146,167.019043,171.7484589,174.5079193,179.3040924,185.5923462,193.7518311,202.8091583,212.4043579,224.1433868,236.9209595
Panama,pan,5.332108,5.672657,6.219834,6.504719,6.85636,7.023758,7.135495,7.252776,7.336578,8.051154,8.414091,8.76210022,9.568810463,10.08059406,9.627838135,9.888701439,10.37742424,10.74766827,10.55323601,9.14122963,9.284038544,10.03595257,10.98123932,11.88188553,12.53013039,12.88725758,13.11300087,13.64797306,14.52976704,15.59646988,16.20741653,16.64750862,16.74310875,17.11633873,17.83616447,19.17781448,20.5569458,22.3356266,25.01232529,27.47745514,27.81899834,29.44028664,32.7710495,35.97567749,38.45923615,40.40781784,42.66085815,44.7890358,47.18816757
Papua New Guinea,png,2.722453,3.017643,3.20761,3.388634,3.609887,3.704123,3.671532,3.547123,3.576736,3.882541,3.953685,5.674108028,5.658513546,5.678484917,5.861511707,5.840719223,6.07435894,6.35943222,6.535620213,6.725756645,6.630279064,6.430563927,7.044483185,8.020079613,9.479917526,10.04322433,9.710547447,10.46153259,10.05307293,9.674160957,9.853671074,9.607836723,9.596183777,9.580935478,9.788276672,10.05463314,10.69257927,10.93791676,12.15178299,12.11602306,12.94058609,14.25077915,14.40857983,15.07835197,15.65584183,18.07019997,19.02773666,19.38926315,19.81582832
Paraguay,pry,3.044203,3.213259,3.391215,3.616096,3.880173,4.205391,4.493564,4.831747,5.387112,6.035111,6.751006,7.541693687,8.233302116,8.118231773,7.871224403,8.092925072,8.458979607,8.878953934,9.552183151,10.11723042,10.81888103,11.26497364,11.65853214,11.85631084,12.44158077,13.10321426,13.99722099,14.21750736,14.82068729,14.83077049,14.62817192,14.28965473,14.17047024,14.16743755,14.77957726,15.37924576,15.70736027,16.46243095,17.3549633,18.45858574,17.72657394,20.04751587,20.9180603,20.65889168,23.5586319,24.67115021,25.401968,26.42301559,26.62701607
Peru,per,41.83138,44.27304,46.12403,47.4477,49.99833,54.62321,56.48126,57.58869,57.82072,57.98421,61.3452,64.7115097,68.30432129,68.15219116,61.05885315,63.26203156,64.56594849,70.65190887,77.52362061,70.20439911,61.56080627,58.49349976,59.79162216,59.46844101,62.5867157,70.29011536,75.49959564,77.61280823,82.63964844,82.31608582,83.54663849,85.79769897,86.32783508,91.03575134,94.82741547,99.52915192,105.7846146,113.7490311,123.4386139,134.7043304,136.1804504,147.5276184,156.8619843,166.4928741,176.236908,180.4243317,186.2905884,193.6515198,198.545929
Philippines,phl,43.37125,45.00401,47.44711,50.03145,54.49458,56.43356,59.57396,64.82043,68.4517,71.99209,76.05221,79.97241211,82.71008301,85.70363617,87.31024933,80.91592407,75.00370789,77.56642151,80.91080475,86.37434387,91.73413849,94.52008057,93.97343445,94.29069519,96.28617859,100.510849,105.2134476,111.36409,117.1387253,116.4631653,120.0524597,125.3482437,128.9757996,133.6781464,140.3224335,149.7207031,156.8738556,165.0986938,176.0227203,183.3325195,185.4377747,199.5908966,206.8954163,220.723938,236.3159332,250.8382721,266.0555115,284.3487244,303.3560486
Poland,pol,119.7939,123.4988,127.3185,131.256,135.3156,139.5006,143.815,148.2629,152.8484,157.5756,162.449,233.3776703,210.1069183,200.0911865,211.2239075,223.1385345,231.2553711,241.0267334,245.745697,255.9017487,256.3551025,226.662323,210.7606506,216.0612335,224.1382751,236.0014801,252.4079742,267.6952515,284.9871521,298.1383057,311.9785461,326.2033997,330.2744446,337.017334,349.0234985,366.9481201,379.7680359,403.2361755,431.6030579,449.9449463,462.634552,479.3214722,503.3701477,511.4638672,518.5828857,535.6087646,556.2007446,572.1322021,598.1664429
Portugal,prt,64.81424,72.989,77.82938,84.06794,93.48412,94.55251,90.44171,96.6824,102.0991,104.9742,110.8936,120.974205,122.9316864,125.5567398,125.3393936,122.9830399,126.4357147,131.6713562,140.073822,150.5641022,160.2614136,166.5925751,173.8696899,175.7639465,172.1726074,173.8338013,181.278717,187.6174622,195.921814,205.3099365,213.2928314,221.3712769,225.6732025,227.4081726,225.2837219,229.3649292,231.1236572,234.7131195,240.5621948,241.0415649,233.8630981,238.303421,233.9499817,224.5258789,221.9883728,223.9711456,228.0520477,231.745163,237.9555359
Puerto Rico,pri,25.80223,28.04367,31.92413,34.28272,36.32814,36.34771,35.42776,37.29702,39.73391,42.35674,44.94041,48.40308762,48.95872498,48.19661331,47.06785965,49.85836411,51.40269852,53.96120071,57.07421875,60.43495941,63.0547905,61.26369095,62.67544556,65.53598785,68.57981873,71.45053864,74.70081329,76.4291687,80.15898132,84.59236145,89.15163422,92.06864166,97.88137054,98.77841187,98.83117676,107.4776001,105.3419113,103.8570251,102.6498566,100.7567215,98.78951263,98.38126373,98.02856445,98.05725861,97.75639343,96.59273529,95.51794434,93.02862549,90.81513214
Republic of South Africa,zaf,126.3753,133.0081,138.6996,140.9948,147.4411,156.4512,159.1037,162.6835,162.5305,167.43,173.7764,191.8941345,202.181076,201.4059448,197.6868896,207.7671661,205.2501068,205.2867126,209.5992432,218.40271,223.6329803,222.9223175,220.6524658,215.9369965,218.6006317,225.6704865,232.7015533,242.7233734,249.1478424,250.4368439,256.3424072,266.9922791,274.2958374,284.3564758,292.7423706,306.075531,322.227478,340.2840271,358.5248413,369.9655762,364.275116,375.3482361,387.6753235,396.2559509,406.1036377,413.6044006,418.896637,421.2648926,426.8258667
Romania,rom,77.78441,80.19012,82.67022,85.22704,87.86292,90.58033,93.38178,103.5919,115.008,123.9851,130.2972,116.5096283,116.6405334,121.2410736,128.5720215,136.2492065,136.1156464,139.2962189,140.4589539,139.7608948,131.6720428,124.2776794,108.2232285,98.73504639,100.2445374,104.1860962,111.6231155,115.9427109,110.3587418,108.0552826,107.6214066,110.1990356,116.3613739,122.3937759,129.1551514,139.9506989,145.7893219,157.5334625,168.3461914,182.251358,171.4796448,166.6583252,170.0411224,172.1465454,178.2260742,183.7088776,191.0091095,200.2172394,214.1264648
Russia,rus,823.7102,849.1858,875.4493,902.525,930.4382,959.2146,988.8811,1019.465,1050.995,1083.5,1117.01,1019.144836,1073.166992,1155.192505,1208.994141,1257.944824,1275.584717,1318.95459,1346.652588,1422.065186,1457.616699,1413.888306,1342.530151,1147.446167,1047.97937,916.2508545,878.2857666,846.6674194,858.520752,813.019104,865.0523682,951.5576172,1000.010803,1047.447998,1123.868286,1204.516479,1281.318726,1385.790283,1504.068481,1583.001343,1459.196655,1524.914917,1605.504883,1664.200439,1693.912354,1706.423584,1658.161865,1654.432495,1680.003906
Rwanda,rwa,1.155264,1.224596,1.239373,1.242633,1.285356,1.303477,1.275924,1.524788,1.555193,1.697507,1.898999,2.130860329,2.246698141,2.287382603,2.424175978,2.321372271,2.423576355,2.556197643,2.555583239,2.670554399,2.669578791,2.605527878,2.540014982,2.689182758,2.471125126,1.229432583,1.662489057,1.874384761,2.13398242,2.323024988,2.423434734,2.626298428,2.849128962,3.224987984,3.296014071,3.541490793,3.873608828,4.231029987,4.553996563,5.062279224,5.378583908,5.773083687,6.235918045,6.775058746,7.09070015,7.631335735,8.308080673,8.805013657,9.342171669
Samoa,wsm,0.3240525,0.3273257,0.3306321,0.3339718,0.3373452,0.3407528,0.3441947,0.3476714,0.3511832,0.3397757,0.3768438,0.393896341,0.358226418,0.354594707,0.356123149,0.360708445,0.374846369,0.395480067,0.397390634,0.391659051,0.40617907,0.388220072,0.379290998,0.378532439,0.394052207,0.384035021,0.409664154,0.439073801,0.441898882,0.451598078,0.461467475,0.493395448,0.527635932,0.550556421,0.575416625,0.602029681,0.627052963,0.639398456,0.679825306,0.686685383,0.653667688,0.656799734,0.69475323,0.697546899,0.684057295,0.692239642,0.70355624,0.753826499,0.772672117
Sao Tome and Principe,stp,0.0708338,0.0720735,0.0733348,0.0746183,0.0759242,0.0772529,0.0786049,0.0799806,0.0813803,0.0828046,0.0842538,0.118810825,0.106556796,0.109852366,0.105596721,0.099228755,0.10845691,0.102131575,0.099139005,0.101120532,0.104290977,0.102045961,0.103271537,0.103994437,0.105138376,0.107451417,0.10960044,0.111244448,0.112352796,0.115161598,0.118040644,0.118569903,0.122203462,0.125108093,0.133332029,0.138441622,0.148262352,0.161777422,0.167041019,0.180715293,0.185099944,0.197449803,0.206134036,0.212610722,0.222847492,0.237443849,0.246514171,0.256816536,0.266768068
Saudi Arabia,sau,65.23399,73.08454,87.65959,108.2541,135.9863,173.3726,182.4356,205.6393,220.0415,217.897,239.3067,355.7076111,362.6190186,287.4484863,241.3090363,230.0605316,207.5272522,242.8333282,226.727417,256.4498291,255.1598511,293.9273682,338.0396423,351.5191345,346.7253113,348.6625366,349.4020081,358.617218,362.5755615,373.0661926,359.0266418,379.2234192,374.631958,364.0704346,404.9994812,437.2311401,461.6017151,474.4730225,483.2371521,513.4383545,502.8653259,528.2072144,581.0112915,612.4524536,628.9840698,651.9575806,678.7296143,690.0687256,684.9935913
