RETRO_FIRES_V2_1973_ACETONE.nc,1973,forestfire,0.00608,0.1727,0.01238,0.01165,0.0001324,4.12E-05,0.009623,0.04832,0,0.0004296,0.000109,0,0.04384,0.0001642,0,0.0008237,0.01099,5.15E-05,2.28E-05,0.004422,0.03965,0.5831,,RETRO,FIRES,V2,1973,ACETONE
RETRO_FIRES_V2_1973_ACETONE.nc,1973,woodedfire,0.02943,0.09633,0,0.0006,0,0,0.01674,0,0,0,0,0,0.0001795,0,0,0,0,0,0,0.002182,0.0107,1.127,,RETRO,FIRES,V2,1973,ACETONE
RETRO_FIRES_V2_1973_ACETONE.nc,1973,grassfire,0.06576,0.004875,0,0.0001304,0,0,5.28E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002419,0.2549,,RETRO,FIRES,V2,1973,ACETONE
RETRO_FIRES_V2_1974_ACETONE.nc,1974,forestfire,0.008365,0.1835,0.01257,0.001296,0.0001492,2.37E-05,0.00373,0.02191,0,0.0004383,0,0,0.05926,0.0002959,0,0.0008168,0.0006579,4.94E-05,2.68E-05,0.007569,0.01242,0.4954,,RETRO,FIRES,V2,1974,ACETONE
RETRO_FIRES_V2_1974_ACETONE.nc,1974,woodedfire,0.0387,0.1307,0,0.0003639,0,0,0.02303,0,0,0,0,0,0.0003453,0,0,0,2.42E-05,0,0,0.003376,0.001898,0.933,,RETRO,FIRES,V2,1974,ACETONE
RETRO_FIRES_V2_1974_ACETONE.nc,1974,grassfire,0.08974,0.006014,0,0.0001014,0,0,1.16E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004474,0.2178,,RETRO,FIRES,V2,1974,ACETONE
RETRO_FIRES_V2_1975_ACETONE.nc,1975,forestfire,0.01107,0.1925,0.02068,0.01061,0.0001261,2.48E-05,0.004795,0.0205,0,0.0003915,0,0,0.05299,0.0004114,0,0.0007502,0.002583,4.66E-05,4.44E-05,0.004094,0.01504,0.5374,,RETRO,FIRES,V2,1975,ACETONE
RETRO_FIRES_V2_1975_ACETONE.nc,1975,woodedfire,0.05314,0.1757,0,0.0003083,0,0,0.01945,0,0,0,0,0,0.0002772,0,0,0,4.74E-06,0,0,0.001999,0.001531,1.22,,RETRO,FIRES,V2,1975,ACETONE
RETRO_FIRES_V2_1975_ACETONE.nc,1975,grassfire,0.118,0.0082,0,0.0001345,0,0,4.16E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003338,0.2837,,RETRO,FIRES,V2,1975,ACETONE
RETRO_FIRES_V2_1976_ACETONE.nc,1976,forestfire,0.01698,0.1939,0.04418,0.002591,5.53E-05,4.55E-05,0.004977,0.0746,0,0.0001986,0,0,0.04327,0.0003382,0,0.0003701,0.003101,2.33E-05,2.14E-05,0.009758,0.01088,0.6136,,RETRO,FIRES,V2,1976,ACETONE
RETRO_FIRES_V2_1976_ACETONE.nc,1976,woodedfire,0.07907,0.236,0,0.00158,0,0,0.02649,0,0,0,0,0,0.0001549,0,0,0,6.28E-06,0,0,0.006353,0.02231,1.37,,RETRO,FIRES,V2,1976,ACETONE
RETRO_FIRES_V2_1976_ACETONE.nc,1976,grassfire,0.1815,0.0111,0,0.0001753,0,0,1.30E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005524,0.3419,,RETRO,FIRES,V2,1976,ACETONE
RETRO_FIRES_V2_1977_ACETONE.nc,1977,forestfire,0.01691,0.2011,0.02563,0.01153,0.0001694,3.92E-05,0.008366,0.2213,0,0.0005141,0,0,0.05416,0.0004322,0,0.0009461,0.009521,5.76E-05,2.35E-05,0.01932,0.0369,0.8546,,RETRO,FIRES,V2,1977,ACETONE
RETRO_FIRES_V2_1977_ACETONE.nc,1977,woodedfire,0.08293,0.1128,0,0.0004917,0,0,0.01981,0,0,0,0,0,0.0002722,0,0,0,1.82E-06,0,0,0.004177,0.003759,1.236,,RETRO,FIRES,V2,1977,ACETONE
RETRO_FIRES_V2_1977_ACETONE.nc,1977,grassfire,0.1774,0.005341,0,9.94E-05,0,0,7.32E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008423,0.3727,,RETRO,FIRES,V2,1977,ACETONE
RETRO_FIRES_V2_1978_ACETONE.nc,1978,forestfire,0.01011,0.2131,0.004776,0.008594,0.0001575,3.39E-05,0.005841,0.07131,0,0.0005173,0,0,0.06033,0.0006257,0,0.0009752,0.01601,5.94E-05,2.76E-05,0.006833,0.01356,0.6759,,RETRO,FIRES,V2,1978,ACETONE
RETRO_FIRES_V2_1978_ACETONE.nc,1978,woodedfire,0.04961,0.1729,0,0.0003447,0,0,0.02153,0,0,0,0,0,0.0003276,0,0,0,7.12E-06,0,0,0.004505,0.002206,1.297,,RETRO,FIRES,V2,1978,ACETONE
RETRO_FIRES_V2_1978_ACETONE.nc,1978,grassfire,0.1082,0.009001,0,9.16E-05,0,0,8.14E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005104,0.2813,,RETRO,FIRES,V2,1978,ACETONE
RETRO_FIRES_V2_1979_ACETONE.nc,1979,forestfire,0.01646,0.2202,0.05805,0.01089,0.00012,6.64E-05,0.004839,0.137,0,0.0003585,0,0,0.08627,0.0004126,0,0.0006611,0.008471,4.34E-05,1.14E-05,0.01125,0.01914,0.8434,,RETRO,FIRES,V2,1979,ACETONE
RETRO_FIRES_V2_1979_ACETONE.nc,1979,woodedfire,0.08183,0.2061,0,0.0004075,0,0,0.02393,0,0,0,0,0,0.001416,0,0,0,1.39E-05,0,0,0.002556,0.003383,1.693,,RETRO,FIRES,V2,1979,ACETONE
RETRO_FIRES_V2_1979_ACETONE.nc,1979,grassfire,0.1756,0.00982,0,0.0001323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006969,0.4151,,RETRO,FIRES,V2,1979,ACETONE
RETRO_FIRES_V2_1980_ACETONE.nc,1980,forestfire,0.01915,0.225,0.09048,0.01236,0.0001529,2.96E-05,0.004565,0.1412,0,0.0004376,0,0,0.06249,0.0003715,0,0.0008351,0.01779,4.72E-05,3.14E-05,0.009987,0.0143,0.8825,,RETRO,FIRES,V2,1980,ACETONE
RETRO_FIRES_V2_1980_ACETONE.nc,1980,woodedfire,0.09507,0.2085,0,0.0003878,0,0,0.02302,0,0,0,0,0,0.003725,0,0,0,9.65E-07,0,0,0.003119,0.001835,1.751,,RETRO,FIRES,V2,1980,ACETONE
RETRO_FIRES_V2_1980_ACETONE.nc,1980,grassfire,0.2059,0.01083,0,0.0001029,0,0,7.42E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003759,0.4535,,RETRO,FIRES,V2,1980,ACETONE
RETRO_FIRES_V2_1981_ACETONE.nc,1981,forestfire,0.007815,0.2337,0.0866,0.01499,0.0002421,2.70E-05,0.004483,0.103,0,0.0008056,0,0,0.03545,0.0004057,0,0.001484,0.009937,9.02E-05,1.91E-05,0.01288,0.0204,0.7981,,RETRO,FIRES,V2,1981,ACETONE
RETRO_FIRES_V2_1981_ACETONE.nc,1981,woodedfire,0.03753,0.1786,0,0.0005777,0,0,0.01679,0,0,0,0,0,0.001423,0,0,0,1.50E-05,0,0,0.004895,0.00541,1.242,,RETRO,FIRES,V2,1981,ACETONE
RETRO_FIRES_V2_1981_ACETONE.nc,1981,grassfire,0.08426,0.008115,0,0.0002509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001129,0.2617,,RETRO,FIRES,V2,1981,ACETONE
RETRO_FIRES_V2_1982_ACETONE.nc,1982,forestfire,0.01578,0.2439,0.02814,0.01959,0.0001028,3.74E-05,0.005817,0.8649,0,0.0002871,0,0,0.09322,0.0001838,0,0.0005339,0.00521,3.46E-05,2.38E-05,0.004775,0.03144,1.666,,RETRO,FIRES,V2,1982,ACETONE
RETRO_FIRES_V2_1982_ACETONE.nc,1982,woodedfire,0.07638,0.1826,0,0.0004769,0,0,0.0222,0,0,0,0,0,0.0009626,0,0,0,1.55E-05,0,0,0.002123,0.003629,1.541,,RETRO,FIRES,V2,1982,ACETONE
RETRO_FIRES_V2_1982_ACETONE.nc,1982,grassfire,0.1712,0.009116,0,0.0001142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007933,0.3962,,RETRO,FIRES,V2,1982,ACETONE
RETRO_FIRES_V2_1983_ACETONE.nc,1983,forestfire,0.009298,0.2459,0.0285,0.009983,0.0002281,2.09E-05,0.008495,0.2505,0,0.0006833,0.0001146,0,0.05575,0.0004318,0,0.001322,0.03669,8.09E-05,1.32E-05,0.009708,0.01073,1.05,,RETRO,FIRES,V2,1983,ACETONE
RETRO_FIRES_V2_1983_ACETONE.nc,1983,woodedfire,0.04628,0.1926,0,0.0005054,0,0,0.02169,0,0,0,0,0,0.0007652,0,0,0,3.98E-06,0,0,0.005577,0.002252,1.438,,RETRO,FIRES,V2,1983,ACETONE
RETRO_FIRES_V2_1983_ACETONE.nc,1983,grassfire,0.1019,0.009495,0,0.0001136,0,0,5.63E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004677,0.3062,,RETRO,FIRES,V2,1983,ACETONE
RETRO_FIRES_V2_1984_ACETONE.nc,1984,forestfire,0.009519,0.2572,0.01141,0.009859,8.81E-05,4.65E-05,0.007106,0.09686,0,0.0003381,0.0001009,0,0.06111,0.0002928,0,0.0006118,0.01135,3.93E-05,2.22E-05,0.003933,0.02821,0.798,,RETRO,FIRES,V2,1984,ACETONE
RETRO_FIRES_V2_1984_ACETONE.nc,1984,woodedfire,0.04601,0.07278,0,0.0005198,0,0,0.02605,0,0,0,0,0,0.001355,0,0,0,7.11E-06,0,0,0.001633,0.004869,0.933,,RETRO,FIRES,V2,1984,ACETONE
RETRO_FIRES_V2_1984_ACETONE.nc,1984,grassfire,0.1029,0.003639,0,0.0001542,0,0,4.20E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009544,0.2567,,RETRO,FIRES,V2,1984,ACETONE
RETRO_FIRES_V2_1985_ACETONE.nc,1985,forestfire,0.01873,0.2582,0.01301,0.009665,0.0001859,2.49E-05,0.004254,0.08065,0,0.0004907,0,0,0.07511,0.0003989,0,0.0009543,0.006763,5.89E-05,2.95E-05,0.01215,0.05165,0.8129,,RETRO,FIRES,V2,1985,ACETONE
RETRO_FIRES_V2_1985_ACETONE.nc,1985,woodedfire,0.09401,0.08824,0,0.0006402,0,0,0.01895,0,0,0,0,0,0.0004768,0,0,0,7.87E-06,0,0,0.005151,0.00536,0.9642,,RETRO,FIRES,V2,1985,ACETONE
RETRO_FIRES_V2_1985_ACETONE.nc,1985,grassfire,0.2018,0.004841,0,0.0001126,0,0,3.39E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001259,0.3386,,RETRO,FIRES,V2,1985,ACETONE
RETRO_FIRES_V2_1986_ACETONE.nc,1986,forestfire,0.01317,0.2576,0.02026,0.01566,0.0001128,3.67E-05,0.005776,0.2355,0,0.0003786,0.000121,0,0.07712,0.0003043,0,0.0007173,0.0071,4.45E-05,2.41E-05,0.008613,0.06636,1.039,,RETRO,FIRES,V2,1986,ACETONE
RETRO_FIRES_V2_1986_ACETONE.nc,1986,woodedfire,0.06454,0.1314,0,0.000747,0,0,0.02303,0,0,0,0,0,0.00218,0,0,0,0,0,0,0.002313,0.01136,1.034,,RETRO,FIRES,V2,1986,ACETONE
RETRO_FIRES_V2_1986_ACETONE.nc,1986,grassfire,0.1399,0.006609,0,0.0001577,0,0,1.14E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002716,0.2794,,RETRO,FIRES,V2,1986,ACETONE
RETRO_FIRES_V2_1987_ACETONE.nc,1987,forestfire,0.007792,0.2563,0.02179,0.02625,0.0001373,1.94E-05,0.003727,0.5036,0,0.0005471,2.87E-05,0,0.09378,0.0001482,0,0.0008873,0.0198,6.04E-05,2.02E-05,0.006087,0.04921,1.354,,RETRO,FIRES,V2,1987,ACETONE
RETRO_FIRES_V2_1987_ACETONE.nc,1987,woodedfire,0.03788,0.2317,0,0.001375,0,0,0.01868,0,0,0,0,0,0.00288,0,0,0,3.82E-06,0,0,0.002557,0.01803,1.53,,RETRO,FIRES,V2,1987,ACETONE
RETRO_FIRES_V2_1987_ACETONE.nc,1987,grassfire,0.08338,0.0111,0,0.0002915,0,0,9.83E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003771,0.2892,,RETRO,FIRES,V2,1987,ACETONE
RETRO_FIRES_V2_1988_ACETONE.nc,1988,forestfire,0.008259,0.2524,0.02269,0.01904,0.0001166,2.11E-05,0.004679,0.06494,0,0.0008697,5.58E-05,0,0.1036,4.33E-05,0,0.0007524,0.01034,9.08E-05,2.21E-05,0.03053,0.06937,0.9048,,RETRO,FIRES,V2,1988,ACETONE
RETRO_FIRES_V2_1988_ACETONE.nc,1988,woodedfire,0.04014,0.1472,0,0.0004741,0,0,0.01928,0,0,0,0,0,0.002298,0,0,0,1.44E-05,0,0,0.008044,0.00577,0.9539,,RETRO,FIRES,V2,1988,ACETONE
RETRO_FIRES_V2_1988_ACETONE.nc,1988,grassfire,0.08789,0.00681,0,0.0001025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001417,0.2136,,RETRO,FIRES,V2,1988,ACETONE
RETRO_FIRES_V2_1989_ACETONE.nc,1989,forestfire,0.00847,0.2432,0.1163,0.01352,0.0004397,2.31E-05,0.003889,0.0806,0,0.0004564,0.0001612,0,0.0726,9.87E-05,0,0.002438,0.004269,6.89E-05,2.69E-05,0.003768,0.05029,0.9171,,RETRO,FIRES,V2,1989,ACETONE
RETRO_FIRES_V2_1989_ACETONE.nc,1989,woodedfire,0.04105,0.1514,0,0.0004789,0,0,0.0218,0,0,0,0,0,0.0003782,0,0,0,1.22E-06,0,0,0.00391,0.007364,1.118,,RETRO,FIRES,V2,1989,ACETONE
RETRO_FIRES_V2_1989_ACETONE.nc,1989,grassfire,0.09089,0.006893,0,0.00062,0,0,5.87E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001198,0.2535,,RETRO,FIRES,V2,1989,ACETONE
RETRO_FIRES_V2_1990_ACETONE.nc,1990,forestfire,0.01106,0.2429,0.01743,0.02102,0.0004317,2.95E-05,0.00487,0.1573,0,0.000915,2.80E-05,0,0.06087,0.0001213,0,0.001287,0.01552,7.10E-05,3.00E-05,0.04168,0.07953,1.031,,RETRO,FIRES,V2,1990,ACETONE
RETRO_FIRES_V2_1990_ACETONE.nc,1990,woodedfire,0.05453,0.2015,0,0.0005674,0,0,0.02146,0,0,0,0,0,8.05E-05,0,0,0,3.98E-05,0,0,0.008187,0.006105,1.783,,RETRO,FIRES,V2,1990,ACETONE
RETRO_FIRES_V2_1990_ACETONE.nc,1990,grassfire,0.1173,0.01006,0,0.0001892,0,0,6.34E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001252,0.3881,,RETRO,FIRES,V2,1990,ACETONE
RETRO_FIRES_V2_1991_ACETONE.nc,1991,forestfire,0.01619,0.2365,0.02851,0.01692,0.0001174,2.17E-05,0.006233,0.5479,0,0.0004466,0,0,0.1066,4.22E-05,0,0.001542,0.0101,4.19E-05,1.76E-05,0.02378,0.05816,1.422,,RETRO,FIRES,V2,1991,ACETONE
RETRO_FIRES_V2_1991_ACETONE.nc,1991,woodedfire,0.07753,0.168,0,0.0007715,0,0,0.02611,0,0,0,0,0,0,0,0,0,2.69E-06,0,0,0.003542,0.01002,1.315,,RETRO,FIRES,V2,1991,ACETONE
RETRO_FIRES_V2_1991_ACETONE.nc,1991,grassfire,0.1613,0.008355,0,9.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002431,0.3384,,RETRO,FIRES,V2,1991,ACETONE
RETRO_FIRES_V2_1992_ACETONE.nc,1992,forestfire,0.01098,0.2274,0.01784,0.009085,0.0001312,0.0001082,0.004055,0.4707,0,0.000502,3.17E-05,0,0.06431,0.0006755,0,0.0006472,0.03063,6.49E-05,1.78E-05,0.005993,0.0473,1.292,,RETRO,FIRES,V2,1992,ACETONE
RETRO_FIRES_V2_1992_ACETONE.nc,1992,woodedfire,0.05443,0.2294,0,0.0005499,0,0,0.01646,0,0,0,0,0,0.0001882,0,0,0,1.04E-05,0,0,0.002901,0.01004,2.01,,RETRO,FIRES,V2,1992,ACETONE
RETRO_FIRES_V2_1992_ACETONE.nc,1992,grassfire,0.1185,0.01031,0,0.0001319,0,0,1.18E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002696,0.4294,,RETRO,FIRES,V2,1992,ACETONE
