filename; year; sector; africa;central_america;east_asia;eastern_europe;ec25_europe;latin_america;middle_east;north_america;north_central_asia;oceania;oecd_europe;old_ec_europe;south_america;south_asia;south_east_asia;world;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1968_SO2.nc;1968;grassfire;0.111;0;0.0008703;0;0;0.008318;0;0;0.0008066;0.04214;0;0;0.008318;2.66E-07;3.66E-06;0.1635;0.1635;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;SO2;;
RETRO_FIRES_V2_1968_SO2.nc;1968;woodedfire;0.4985;0.0003323;0.003012;0;0.0001032;0.3297;3.24E-06;0.003927;0.007562;0.01837;9.99E-05;9.99E-05;0.3294;0.01779;1.87E-05;0.8769;0.8771;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;SO2;;
RETRO_FIRES_V2_1969_SO2.nc;1969;forestfire;0.07728;0.078;0.03229;0.002287;0.01765;0.2333;5.75E-05;0.1563;0.07829;0.02174;0.01496;0.01493;0.1553;0.01004;0.1643;0.8284;0.8326;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;SO2;;
RETRO_FIRES_V2_1969_SO2.nc;1969;grassfire;0.107;0;0.0002442;0;0;0.009329;0;0;0.0004318;0.09466;0;0;0.009329;5.90E-07;2.46E-06;0.2128;0.2128;m^2;RETRO;FIRES;V2;1973;SO2;;
RETRO_FIRES_V2_1969_SO2.nc;1969;woodedfire;0.4826;0.0001585;0.002046;0;2.37E-06;0.3699;2.37E-06;0.011;0.006553;0.04268;7.63E-05;0;0.3697;0.01541;2.45E-05;0.9298;0.9302;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1970_SO2.nc;1970;forestfire;0.08134;0.04822;0.02482;0.001976;0.02356;0.2088;0.0001205;0.0693;0.06919;0.01578;0.02055;0.02055;0.1606;0.009357;0.124;0.6638;0.6676;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;SO2;;
RETRO_FIRES_V2_1970_SO2.nc;1970;grassfire;0.1845;0;0.0006085;0;0;0.01179;0;0;0.0007075;0.07014;0;0;0.01179;8.71E-07;8.46E-07;0.268;0.268;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;SO2;;
RETRO_FIRES_V2_1970_SO2.nc;1970;woodedfire;0.8565;0.0005729;0.003042;0;4.86E-06;0.4724;4.86E-06;0.002566;0.007257;0.03163;6.45E-05;0;0.4718;0.01668;3.09E-05;1.388;1.389;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;SO2;;
RETRO_FIRES_V2_1971_SO2.nc;1971;forestfire;0.08541;0.06169;0.005043;0.004966;0.005491;0.2316;5.39E-05;0.09271;0.05465;0.01082;0.004219;0.004219;0.1699;0.00682;0.04205;0.5492;0.5504;m^2;RETRO;FIRES;V2;1974;SO2;;
RETRO_FIRES_V2_1971_SO2.nc;1971;grassfire;0.1072;0;0.0003001;0;0;0.004436;0;0;0.0003776;0.04822;0;0;0.004436;1.40E-06;2.70E-06;0.1608;0.1608;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1971_SO2.nc;1971;woodedfire;0.4744;0.0003901;0.001665;0;6.46E-05;0.1792;2.13E-06;0.004821;0.004638;0.02104;6.25E-05;6.25E-05;0.1788;0.01937;2.70E-05;0.7042;0.7044;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;SO2;;
RETRO_FIRES_V2_1972_SO2.nc;1972;forestfire;0.08955;0.04972;0.02684;0.03757;0.05626;0.2242;4.32E-05;0.05697;0.1434;0.02664;0.0521;0.05205;0.1745;0.007782;0.2232;0.99;1.002;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;SO2;;
RETRO_FIRES_V2_1972_SO2.nc;1972;grassfire;0.1128;0;0.0002179;0;0;0.008108;0;0;0.0004049;0.09973;0;0;0.008108;4.10E-07;3.97E-06;0.2219;0.2219;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;SO2;;
RETRO_FIRES_V2_1972_SO2.nc;1972;woodedfire;0.5046;0.000258;0.00171;0;4.69E-06;0.3235;1.79E-06;0.004204;0.006652;0.04455;4.08E-05;2.89E-06;0.3233;0.01969;1.95E-05;0.9045;0.9048;m^2;RETRO;FIRES;V2;1975;SO2;;
RETRO_FIRES_V2_1973_SO2.nc;1973;forestfire;0.09354;0.06525;0.023;0.002324;0.0119;0.2509;9.31E-05;0.03913;0.04735;0.01053;0.009523;0.009472;0.1856;0.02022;0.1222;0.6499;0.6537;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1973_SO2.nc;1973;grassfire;0.1281;0;0.0005102;0;0;0.004716;0;0;0.001052;0.04679;0;0;0.004716;3.76E-07;2.56E-06;0.1821;0.1821;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;SO2;;
RETRO_FIRES_V2_1973_SO2.nc;1973;woodedfire;0.572;0.0001278;0.005539;0;3.74E-05;0.1889;3.84E-06;0.00171;0.0151;0.0211;0.000193;3.36E-05;0.1888;0.01383;1.52E-05;0.8149;0.8151;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;SO2;;
RETRO_FIRES_V2_1974_SO2.nc;1974;forestfire;0.09761;0.08638;0.003338;0.007225;0.007784;0.2834;8.94E-05;0.03901;0.01538;0.01453;0.004689;0.004634;0.197;0.006636;0.03881;0.5191;0.5207;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;SO2;;
RETRO_FIRES_V2_1974_SO2.nc;1974;grassfire;0.08509;0;0.0001624;0;0;0.005801;0;0;0.0001777;0.06385;0;0;0.005801;8.22E-08;2.01E-07;0.1553;0.1553;m^2;RETRO;FIRES;V2;1976;SO2;;
RETRO_FIRES_V2_1974_SO2.nc;1974;woodedfire;0.3863;0.0002457;0.001157;0;3.82E-06;0.2296;3.82E-06;0.003091;0.00252;0.0278;0;0;0.2293;0.01926;3.08E-05;0.6691;0.67;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1975_SO2.nc;1975;forestfire;0.1017;0.08368;0.02003;0.002391;0.009347;0.2892;8.42E-05;0.05797;0.02087;0.01933;0.007966;0.007942;0.2055;0.009198;0.05538;0.5955;0.5992;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;SO2;;
RETRO_FIRES_V2_1975_SO2.nc;1975;grassfire;0.1098;0;0.0001852;0;0;0.008104;0;0;0.0001234;0.08393;0;0;0.008104;2.96E-07;3.41E-06;0.2024;0.2024;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;SO2;;
RETRO_FIRES_V2_1975_SO2.nc;1975;woodedfire;0.5029;0.0001972;0.0007885;0;2.53E-05;0.3139;3.41E-06;0.001587;0.002134;0.03795;2.19E-05;2.19E-05;0.3137;0.01626;7.92E-06;0.8751;0.8756;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;SO2;;
RETRO_FIRES_V2_1976_SO2.nc;1976;forestfire;0.1058;0.06166;0.005711;0.0007608;0.01187;0.2712;4.21E-05;0.1159;0.01282;0.02969;0.01115;0.0111;0.2095;0.008795;0.107;0.6795;0.6827;m^2;RETRO;FIRES;V2;1977;SO2;;
RETRO_FIRES_V2_1976_SO2.nc;1976;grassfire;0.09933;0;0.0006599;0;0;0.011;0;0;0.001871;0.1292;0;0;0.011;9.21E-07;9.11E-07;0.2463;0.2463;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1976_SO2.nc;1976;woodedfire;0.4477;0.0001102;0.008869;0;5.63E-05;0.4311;1.65E-06;0.004857;0.02895;0.05641;0.0004108;5.47E-05;0.431;0.02187;2.71E-05;0.9959;0.9978;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;SO2;;
RETRO_FIRES_V2_1977_SO2.nc;1977;forestfire;0.1098;0.08379;0.02235;0.002035;0.007139;0.3063;0.0001041;0.1022;0.06532;0.02965;0.005535;0.005496;0.2225;0.01565;0.2923;0.9631;0.9742;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;SO2;;
RETRO_FIRES_V2_1977_SO2.nc;1977;grassfire;0.1332;0;0.0002976;0;0;0.005173;0;0;0.0004534;0.1262;0;0;0.005173;5.21E-07;4.65E-06;0.2656;0.2656;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;SO2;;
RETRO_FIRES_V2_1977_SO2.nc;1977;woodedfire;0.5981;0.0001937;0.002225;0;4.43E-06;0.2032;4.43E-06;0.005959;0.005343;0.05909;0.0002168;0;0.203;0.01643;2.46E-05;0.8892;0.8894;m^2;RETRO;FIRES;V2;1978;SO2;;
RETRO_FIRES_V2_1978_SO2.nc;1978;forestfire;0.1139;0.09156;0.01696;0.002015;0.02336;0.3165;0.0001074;0.02165;0.01893;0.01773;0.02168;0.02167;0.225;0.0106;0.1671;0.7176;0.7208;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1978_SO2.nc;1978;grassfire;0.1143;0;0.0001924;0;0;0.008737;0;0;0.0002383;0.07697;0;0;0.008737;5.79E-07;8.85E-07;0.2006;0.2006;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;SO2;;
RETRO_FIRES_V2_1978_SO2.nc;1978;woodedfire;0.5263;0.0002331;0.001509;0;4.47E-06;0.3453;4.47E-06;0.003217;0.003199;0.0353;2.67E-05;0;0.3451;0.01812;2.13E-05;0.9321;0.9322;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;SO2;;
RETRO_FIRES_V2_1979_SO2.nc;1979;forestfire;0.1179;0.1296;0.02168;0.001791;0.01314;0.3743;7.84E-05;0.1441;0.02729;0.02903;0.0111;0.01104;0.2447;0.009109;0.2356;0.9839;0.9904;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;SO2;;
RETRO_FIRES_V2_1979_SO2.nc;1979;grassfire;0.1603;0;0.0007053;0;0;0.009516;0;0;0.0007789;0.1249;0;0;0.009516;0;3.65E-06;0.2962;0.2962;m^2;RETRO;FIRES;V2;1979;SO2;;
RETRO_FIRES_V2_1979_SO2.nc;1979;woodedfire;0.7469;0.001008;0.001904;0;3.14E-06;0.3833;3.14E-06;0.003042;0.004635;0.05837;0;0;0.3823;0.01978;2.86E-05;1.217;1.217;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1980_SO2.nc;1980;forestfire;0.1221;0.09881;0.02253;0.001379;0.01474;0.3444;8.53E-05;0.2106;0.02085;0.03373;0.01347;0.01341;0.2456;0.008473;0.2779;1.064;1.071;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;SO2;;
RETRO_FIRES_V2_1980_SO2.nc;1980;grassfire;0.1655;0;0.0002927;0;0;0.01051;0;0;0.0002413;0.1465;0;0;0.01051;5.28E-07;2.69E-06;0.3232;0.3232;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;SO2;;
RETRO_FIRES_V2_1980_SO2.nc;1980;woodedfire;0.7411;0.002651;0.0007554;0;6.75E-06;0.426;3.83E-06;0.00268;0.002618;0.06789;9.19E-05;2.92E-06;0.4234;0.0191;1.11E-05;1.26;1.26;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;SO2;;
RETRO_FIRES_V2_1981_SO2.nc;1981;forestfire;0.1261;0.05301;0.02973;0.003178;0.01455;0.2986;0.0001632;0.1981;0.03353;0.0139;0.01186;0.01178;0.2456;0.008927;0.2039;0.9361;0.9414;m^2;RETRO;FIRES;V2;1980;SO2;;
RETRO_FIRES_V2_1981_SO2.nc;1981;grassfire;0.1177;0;0.0004217;0;0;0.007788;0;0;0.0005251;0.05996;0;0;0.007788;0;4.39E-06;0.1869;0.1869;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1981_SO2.nc;1981;woodedfire;0.5321;0.001013;0.002892;0;0.0001341;0.3079;6.77E-06;0.004548;0.007907;0.02678;0.0001428;0.0001273;0.3068;0.01403;1.69E-05;0.8948;0.895;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;SO2;;
RETRO_FIRES_V2_1982_SO2.nc;1982;forestfire;0.1301;0.142;0.03632;0.002781;0.008178;0.4171;6.26E-05;0.06528;0.0438;0.04755;0.00756;0.00754;0.2751;0.01204;0.897;1.683;1.724;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;SO2;;
RETRO_FIRES_V2_1982_SO2.nc;1982;grassfire;0.1509;0;0.000187;0;0;0.008673;0;0;0.0002569;0.1218;0;0;0.008673;0;3.49E-06;0.2823;0.2823;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;SO2;;
RETRO_FIRES_V2_1982_SO2.nc;1982;woodedfire;0.6792;0.0006849;0.001131;0;3.05E-05;0.346;2.49E-06;0.001754;0.003485;0.0546;2.80E-05;2.80E-05;0.3453;0.01864;2.21E-05;1.105;1.105;m^2;RETRO;FIRES;V2;1981;SO2;;
RETRO_FIRES_V2_1983_SO2.nc;1983;forestfire;0.1342;0.08288;0.0202;0.01041;0.01386;0.3483;0.0001463;0.07384;0.01241;0.01637;0.01244;0.01242;0.2654;0.01898;0.3976;1.056;1.072;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1983_SO2.nc;1983;grassfire;0.1362;0;0.0002616;0;0;0.008998;0;0;0.0002479;0.07251;0;0;0.008998;4.01E-07;3.40E-06;0.2184;0.2184;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;SO2;;
RETRO_FIRES_V2_1983_SO2.nc;1983;woodedfire;0.6187;0.0005445;0.001726;0;1.33E-05;0.3519;6.08E-06;0.004239;0.004038;0.03311;7.19E-06;7.19E-06;0.3514;0.01805;8.98E-06;1.031;1.031;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;SO2;;
RETRO_FIRES_V2_1984_SO2.nc;1984;forestfire;0.1384;0.09426;0.01981;0.003232;0.02491;0.3717;7.11E-05;0.03097;0.03888;0.01694;0.0217;0.02169;0.2774;0.01335;0.1998;0.8737;0.8781;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;SO2;;
RETRO_FIRES_V2_1984_SO2.nc;1984;grassfire;0.105;0;0.0009014;0;0;0.003555;0;0;0.000998;0.07324;0;0;0.003555;2.99E-07;4.38E-06;0.1836;0.1836;m^2;RETRO;FIRES;V2;1982;SO2;;
RETRO_FIRES_V2_1984_SO2.nc;1984;woodedfire;0.4638;0.0009642;0.001847;0;8.91E-05;0.1427;2.82E-06;0.001555;0.006911;0.0329;0.0002514;8.63E-05;0.1418;0.02176;2.52E-05;0.6708;0.6712;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1985_SO2.nc;1985;forestfire;0.1423;0.1067;0.02036;0.003083;0.0102;0.3924;0.0001064;0.05244;0.0836;0.03281;0.007417;0.007404;0.2857;0.008673;0.1386;0.9038;0.9078;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;SO2;;
RETRO_FIRES_V2_1985_SO2.nc;1985;grassfire;0.09177;0;0.0002912;0;0;0.004719;0;0;0.0004498;0.1436;0;0;0.004719;2.41E-07;2.19E-06;0.2416;0.2416;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;SO2;;
RETRO_FIRES_V2_1985_SO2.nc;1985;woodedfire;0.4122;0.0003392;0.002453;0;4.38E-06;0.1889;4.38E-06;0.004625;0.007463;0.06697;0.000106;0;0.1885;0.01616;1.39E-05;0.6976;0.6978;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;SO2;;
RETRO_FIRES_V2_1986_SO2.nc;1986;forestfire;0.1464;0.1187;0.03062;0.01166;0.02772;0.4029;8.05E-05;0.06745;0.09465;0.0235;0.02537;0.02533;0.2842;0.01104;0.346;1.211;1.218;m^2;RETRO;FIRES;V2;1983;SO2;;
RETRO_FIRES_V2_1986_SO2.nc;1986;grassfire;0.09073;0;0.0006798;0;0;0.006447;0;0;0.001259;0.09958;0;0;0.006447;8.11E-07;7.19E-07;0.2004;0.2004;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1986_SO2.nc;1986;woodedfire;0.4055;0.001551;0.005093;0;0.0001052;0.2551;3.24E-06;0.002896;0.01538;0.04595;0.0004113;0.0001019;0.2535;0.01934;8.99E-06;0.7468;0.7473;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1984;SO2;;
RETRO_FIRES_V2_1987_SO2.nc;1987;forestfire;0.1505;0.1397;0.05108;0.008758;0.01929;0.4213;0.0001092;0.06297;0.0637;0.01417;0.01489;0.01488;0.2816;0.007344;0.6797;1.515;1.533;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1984;SO2;;
RETRO_FIRES_V2_1987_SO2.nc;1987;grassfire;0.1323;0;0.002784;0;0;0.01071;0;0;0.00354;0.05933;0;0;0.01071;7.00E-07;2.82E-06;0.2085;0.2085;m^2;RETRO;FIRES;V2;1992;SO2;;
RETRO_FIRES_V2_1987_SO2.nc;1987;woodedfire;0.6071;0.002049;0.009554;0;4.25E-05;0.4304;6.08E-06;0.002213;0.02565;0.02705;0.0002954;3.64E-05;0.4284;0.0155;9.20E-06;1.112;1.112;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1988_SO2.nc;1988;forestfire;0.1547;0.1544;0.0382;0.003067;0.01382;0.4319;0.0001642;0.1177;0.1108;0.01437;0.01029;0.01026;0.2775;0.008924;0.1519;1.07;1.073;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1993;SO2;;
RETRO_FIRES_V2_1988_SO2.nc;1988;grassfire;0.08196;0;0.0002866;0;0;0.006603;0;0;0.0005019;0.06254;0;0;0.006603;0;7.78E-06;0.1529;0.1529;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1993;SO2;;
RETRO_FIRES_V2_1988_SO2.nc;1988;woodedfire;0.366;0.001635;0.003238;0;1.60E-05;0.2627;1.60E-05;0.01115;0.008087;0.02864;1.86E-06;0;0.261;0.0163;2.93E-05;0.6941;0.6943;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1993;SO2;;
RETRO_FIRES_V2_1989_SO2.nc;1989;forestfire;0.1586;0.1075;0.02679;0.02449;0.04266;0.3717;0.0001247;0.2495;0.05536;0.01497;0.04085;0.04085;0.2642;0.007169;0.1222;1.121;1.125;m^2;RETRO;FIRES;V2;1993;SO2;;
RETRO_FIRES_V2_1989_SO2.nc;1989;grassfire;0.1078;0;0.001271;0;0;0.006627;0;0;0.001047;0.06467;0;0;0.006627;4.18E-07;1.69E-06;0.1819;0.1819;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1989_SO2.nc;1989;woodedfire;0.4835;0.0002691;0.002303;0;2.55E-05;0.2604;5.85E-06;0.003066;0.009339;0.02927;0.0001175;1.97E-05;0.2601;0.01808;3.27E-06;0.8051;0.8053;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1994;SO2;;
