filename; year; sector; australia;brazil;canada;china;france;germany;india;indonesia;iran;italy;japan;korea;mexico;poland;saudi_arabia;spain;thailand;turkey;uk;usa;ussr;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1963_N2O.nc;1963;grassfire;0.02496;0.003322;0;4.11E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003922;0.081;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1970;N2O;;
RETRO_FIRES_V2_1963_N2O.nc;1963;woodedfire;0.01111;0.0629;0;0.0001385;0;0;0.007421;0;0;0;0;0;0.0001406;0;0;0;4.50E-06;0;0;0.003467;0.001728;0.4323;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1970;N2O;;
RETRO_FIRES_V2_1964_N2O.nc;1964;forestfire;0.004473;0.02946;0.007936;0.005762;6.19E-05;2.12E-05;0.002263;0.008249;0;0.0001806;0;0;0.00673;0.0002205;0;0.0003606;0.001583;2.18E-05;7.68E-06;0.003545;0.02253;0.1352;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1970;N2O;;
RETRO_FIRES_V2_1964_N2O.nc;1964;grassfire;0.0416;0.002036;0;5.26E-05;0;0;7.57E-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003592;0.1235;m^2;RETRO;FIRES;V2;1970;N2O;;
RETRO_FIRES_V2_1964_N2O.nc;1964;woodedfire;0.01926;0.03779;0;0.0002219;0;0;0.009859;0;0;0;0;0;8.29E-05;0;0;0;3.65E-06;0;0;0.001993;0.001772;0.5052;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1965_N2O.nc;1965;forestfire;0.006952;0.03227;0.001524;0.005716;5.68E-05;2.19E-05;0.00163;0.04033;0;0.0001774;0;0;0.008823;0.0001744;0;0.0003299;0.002035;2.12E-05;7.28E-06;0.002339;0.0146;0.1594;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1971;N2O;;
RETRO_FIRES_V2_1965_N2O.nc;1965;grassfire;0.06441;0.002918;0;3.82E-05;0;0;2.01E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0004213;0.1433;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1971;N2O;;
RETRO_FIRES_V2_1965_N2O.nc;1965;woodedfire;0.0297;0.05864;0;0.0001673;0;0;0.007526;0;0;0;0;0;0.0004137;0;0;0;6.05E-06;0;0;0.0009241;0.001841;0.5335;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1971;N2O;;
RETRO_FIRES_V2_1966_N2O.nc;1966;forestfire;0.003327;0.03433;0.002921;0.004626;7.17E-05;1.46E-05;0.001239;0.008962;0;0.0002144;3.68E-05;0;0.005336;0.0001296;0;0.0004027;0.004853;2.42E-05;1.21E-05;0.003915;0.009112;0.1269;m^2;RETRO;FIRES;V2;1971;N2O;;
RETRO_FIRES_V2_1966_N2O.nc;1966;grassfire;0.03042;0.00288;0;5.30E-05;0;0;3.23E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003762;0.08932;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1966_N2O.nc;1966;woodedfire;0.01395;0.05774;0;0.0001393;0;0;0.006534;0;0;0;0;0;0.0002278;0;0;0;5.39E-06;0;0;0.002011;0.001728;0.4256;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1972;N2O;;
RETRO_FIRES_V2_1967_N2O.nc;1967;forestfire;0.003871;0.0362;0.003929;0.001422;6.46E-05;1.14E-05;0.001158;0.007079;0;0.0001826;7.81E-06;0;0.008741;0.0001241;0;0.0003485;0.001589;2.15E-05;7.60E-06;0.003921;0.0128;0.1219;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1972;N2O;;
RETRO_FIRES_V2_1967_N2O.nc;1967;grassfire;0.03717;0.003203;0;3.05E-05;0;0;7.92E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0004316;0.0985;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1972;N2O;;
RETRO_FIRES_V2_1967_N2O.nc;1967;woodedfire;0.01637;0.06177;0;0.0001375;0;0;0.007284;0;0;0;0;0;0.0001862;0;0;0;4.06E-06;0;0;0.002104;0.001868;0.4426;m^2;RETRO;FIRES;V2;1972;N2O;;
RETRO_FIRES_V2_1968_N2O.nc;1968;forestfire;0.002498;0.0385;0.009463;0.004184;5.31E-05;1.64E-05;0.001598;0.01364;0;0.000176;0.0001273;0;0.008154;0.0001148;0;0.0003338;0.001464;2.04E-05;9.06E-06;0.003752;0.01194;0.1426;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1968_N2O.nc;1968;grassfire;0.02392;0.003447;0;0.0001506;0;0;1.51E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002981;0.092;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;N2O;;
RETRO_FIRES_V2_1968_N2O.nc;1968;woodedfire;0.0104;0.07548;0;0.0001813;0;0;0.008492;0;0;0;0;0;0.0001886;0;0;0;2.15E-06;0;0;0.001878;0.001734;0.4918;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;N2O;;
RETRO_FIRES_V2_1969_N2O.nc;1969;forestfire;0.00566;0.04066;0.008735;0.006496;4.56E-05;1.01E-05;0.001927;0.01763;0;0.000125;0;0;0.02143;0.0002036;0;0.0002468;0.003244;1.49E-05;1.40E-05;0.009404;0.02045;0.1921;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;N2O;;
RETRO_FIRES_V2_1969_N2O.nc;1969;grassfire;0.05373;0.003986;0;3.19E-05;0;0;3.35E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0004388;0.1201;m^2;RETRO;FIRES;V2;1973;N2O;;
RETRO_FIRES_V2_1969_N2O.nc;1969;woodedfire;0.02421;0.08202;0;0.0001859;0;0;0.007441;0;0;0;0;0;9.00E-05;0;0;0;9.69E-06;0;0;0.002923;0.001854;0.5173;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1970_N2O.nc;1970;forestfire;0.004122;0.04331;0.01038;0.004759;7.88E-05;1.78E-05;0.00147;0.009018;0;0.0002661;0;0;0.01327;0.0001194;0;0.0005051;0.002747;3.13E-05;4.78E-06;0.002699;0.01726;0.1661;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;N2O;;
RETRO_FIRES_V2_1970_N2O.nc;1970;grassfire;0.03981;0.004922;0;4.86E-05;0;0;4.94E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0004172;0.1515;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;N2O;;
RETRO_FIRES_V2_1970_N2O.nc;1970;woodedfire;0.01795;0.1041;0;0.0001791;0;0;0.008166;0;0;0;0;0;0.0003252;0;0;0;0;0;0;0.001343;0.001758;0.7763;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;N2O;;
RETRO_FIRES_V2_1971_N2O.nc;1971;forestfire;0.002845;0.04507;0.01182;0.0005171;3.28E-05;1.60E-05;0.001285;0.005147;0;0.000119;0;0;0.01641;0.0001374;0;0.000217;0.0004806;1.40E-05;9.03E-06;0.004242;0.01327;0.1481;m^2;RETRO;FIRES;V2;1974;N2O;;
RETRO_FIRES_V2_1971_N2O.nc;1971;grassfire;0.02737;0.001791;0;3.00E-05;0;0;7.96E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000294;0.09099;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1971_N2O.nc;1971;woodedfire;0.01188;0.0389;0;0.0001519;0;0;0.009411;0;0;0;0;0;0.0002214;0;0;0;6.24E-06;0;0;0.001815;0.001167;0.3942;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;N2O;;
RETRO_FIRES_V2_1972_N2O.nc;1972;forestfire;0.005891;0.04678;0.003532;0.004805;3.24E-05;1.11E-05;0.001411;0.05027;0;9.83E-05;0.0002471;0;0.01323;0.0003448;0;0.0001838;0.002871;1.12E-05;1.27E-05;0.003815;0.04549;0.2519;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;N2O;;
RETRO_FIRES_V2_1972_N2O.nc;1972;grassfire;0.0566;0.00338;0;3.78E-05;0;0;2.32E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0005138;0.1256;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;N2O;;
RETRO_FIRES_V2_1972_N2O.nc;1972;woodedfire;0.02519;0.06717;0;0.0001931;0;0;0.009557;0;0;0;0;0;0.0001464;0;0;0;5.41E-07;0;0;0.001023;0.002128;0.5043;m^2;RETRO;FIRES;V2;1975;N2O;;
RETRO_FIRES_V2_1973_N2O.nc;1973;forestfire;0.002773;0.04907;0.003189;0.004852;6.23E-05;1.94E-05;0.004087;0.01307;0;0.000202;5.13E-05;0;0.01755;7.72E-05;0;0.0003873;0.003106;2.42E-05;1.07E-05;0.001727;0.01638;0.184;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1973_N2O.nc;1973;grassfire;0.02656;0.00195;0;4.08E-05;0;0;2.13E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0009373;0.1028;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;N2O;;
RETRO_FIRES_V2_1973_N2O.nc;1973;woodedfire;0.01186;0.03816;0;0.0001824;0;0;0.006759;0;0;0;0;0;7.25E-05;0;0;0;0;0;0;0.0008579;0.003739;0.4534;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;N2O;;
RETRO_FIRES_V2_1974_N2O.nc;1974;forestfire;0.003823;0.05212;0.005736;0.0004467;7.01E-05;1.11E-05;0.00118;0.004767;0;0.0002061;0;0;0.02354;0.0001391;0;0.000384;0.0001799;2.32E-05;1.26E-05;0.002844;0.005394;0.1543;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;N2O;;
RETRO_FIRES_V2_1974_N2O.nc;1974;grassfire;0.03624;0.002406;0;3.54E-05;0;0;4.67E-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001682;0.08792;m^2;RETRO;FIRES;V2;1976;N2O;;
RETRO_FIRES_V2_1974_N2O.nc;1974;woodedfire;0.01559;0.05219;0;0.0001264;0;0;0.009299;0;0;0;0;0;0.0001395;0;0;0;9.78E-06;0;0;0.001261;0.000691;0.3759;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1975_N2O.nc;1975;forestfire;0.005079;0.05473;0.00555;0.004752;5.93E-05;1.17E-05;0.001762;0.004429;0;0.0001841;0;0;0.02192;0.0001934;0;0.0003527;0.0008019;2.19E-05;2.09E-05;0.001598;0.005333;0.1656;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;N2O;;
RETRO_FIRES_V2_1975_N2O.nc;1975;grassfire;0.04764;0.003256;0;4.50E-05;0;0;1.68E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001184;0.1145;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;N2O;;
RETRO_FIRES_V2_1975_N2O.nc;1975;woodedfire;0.02144;0.07005;0;0.0001084;0;0;0.007854;0;0;0;0;0;0.0001119;0;0;0;1.91E-06;0;0;0.000783;0.0005267;0.4916;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;N2O;;
RETRO_FIRES_V2_1976_N2O.nc;1976;forestfire;0.007768;0.05516;0.0148;0.001096;2.60E-05;2.14E-05;0.001656;0.01886;0;9.34E-05;0;0;0.01698;0.000159;0;0.000174;0.0008757;1.09E-05;1.01E-05;0.004292;0.003807;0.1856;m^2;RETRO;FIRES;V2;1977;N2O;;
RETRO_FIRES_V2_1976_N2O.nc;1976;grassfire;0.0733;0.004421;0;5.37E-05;0;0;5.23E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001898;0.1376;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1976_N2O.nc;1976;woodedfire;0.03191;0.09402;0;0.0005001;0;0;0.0107;0;0;0;0;0;6.26E-05;0;0;0;2.54E-06;0;0;0.002515;0.007704;0.5496;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;N2O;;
RETRO_FIRES_V2_1977_N2O.nc;1977;forestfire;0.00774;0.05718;0.00903;0.005063;7.96E-05;1.84E-05;0.00338;0.05765;0;0.0002417;0;0;0.02217;0.0002032;0;0.0004448;0.002774;2.71E-05;1.11E-05;0.004982;0.01378;0.2577;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;N2O;;
RETRO_FIRES_V2_1977_N2O.nc;1977;grassfire;0.07164;0.00213;0;3.31E-05;0;0;2.96E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003273;0.1504;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;N2O;;
RETRO_FIRES_V2_1977_N2O.nc;1977;woodedfire;0.03348;0.04497;0;0.0001462;0;0;0.007999;0;0;0;0;0;0.0001099;0;0;0;7.34E-07;0;0;0.001242;0.001324;0.4977;m^2;RETRO;FIRES;V2;1978;N2O;;
RETRO_FIRES_V2_1978_N2O.nc;1978;forestfire;0.004631;0.06062;0.002131;0.00357;7.40E-05;1.59E-05;0.002143;0.01778;0;0.0002432;0;0;0.02452;0.0002942;0;0.0004585;0.004615;2.79E-05;1.30E-05;0.003103;0.004709;0.2075;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1978_N2O.nc;1978;grassfire;0.04369;0.003592;0;3.17E-05;0;0;3.29E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001984;0.1136;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;N2O;;
RETRO_FIRES_V2_1978_N2O.nc;1978;woodedfire;0.02003;0.06869;0;0.000115;0;0;0.008695;0;0;0;0;0;0.0001323;0;0;0;2.87E-06;0;0;0.001817;0.0007882;0.5225;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;N2O;;
RETRO_FIRES_V2_1979_N2O.nc;1979;forestfire;0.00754;0.06253;0.0228;0.004307;5.64E-05;3.12E-05;0.001659;0.0328;0;0.0001685;0;0;0.03496;0.000194;0;0.0003108;0.002402;2.04E-05;5.36E-06;0.003386;0.007451;0.2598;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;N2O;;
RETRO_FIRES_V2_1979_N2O.nc;1979;grassfire;0.07091;0.003936;0;4.13E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002545;0.1675;m^2;RETRO;FIRES;V2;1979;N2O;;
RETRO_FIRES_V2_1979_N2O.nc;1979;woodedfire;0.03303;0.08187;0;0.0001313;0;0;0.009664;0;0;0;0;0;0.000572;0;0;0;5.63E-06;0;0;0.0008502;0.001188;0.6817;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1980_N2O.nc;1980;forestfire;0.008765;0.06392;0.03319;0.005439;7.19E-05;1.39E-05;0.001517;0.0319;0;0.0002057;0;0;0.02598;0.0001747;0;0.0003926;0.0051;2.22E-05;1.48E-05;0.004155;0.005679;0.2691;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;N2O;;
RETRO_FIRES_V2_1980_N2O.nc;1980;grassfire;0.08316;0.004339;0;3.22E-05;0;0;3.00E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001335;0.1831;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;N2O;;
RETRO_FIRES_V2_1980_N2O.nc;1980;woodedfire;0.03836;0.08245;0;0.0001442;0;0;0.009297;0;0;0;0;0;0.001504;0;0;0;3.90E-07;0;0;0.001191;0.0005899;0.7053;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;N2O;;
RETRO_FIRES_V2_1981_N2O.nc;1981;forestfire;0.003579;0.06647;0.03581;0.006628;0.0001138;1.27E-05;0.001668;0.02379;0;0.0003788;0;0;0.0143;0.0001907;0;0.0006977;0.002803;4.24E-05;9.00E-06;0.00475;0.007959;0.2475;m^2;RETRO;FIRES;V2;1980;N2O;;
RETRO_FIRES_V2_1981_N2O.nc;1981;grassfire;0.03403;0.00324;0;9.27E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0004106;0.1056;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1981_N2O.nc;1981;woodedfire;0.01515;0.07128;0;0.0001905;0;0;0.00678;0;0;0;0;0;0.0005747;0;0;0;6.04E-06;0;0;0.001818;0.001811;0.4999;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;N2O;;
RETRO_FIRES_V2_1982_N2O.nc;1982;forestfire;0.007224;0.06918;0.01152;0.008729;4.83E-05;1.76E-05;0.002147;0.235;0;0.000135;0;0;0.03735;8.64E-05;0;0.000251;0.001504;1.63E-05;1.12E-05;0.001993;0.01128;0.4893;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;N2O;;
RETRO_FIRES_V2_1982_N2O.nc;1982;grassfire;0.06916;0.00365;0;4.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003106;0.1599;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;N2O;;
RETRO_FIRES_V2_1982_N2O.nc;1982;woodedfire;0.03081;0.07272;0;0.0001429;0;0;0.008965;0;0;0;0;0;0.0003887;0;0;0;6.25E-06;0;0;0.0008211;0.001321;0.6209;m^2;RETRO;FIRES;V2;1981;N2O;;
RETRO_FIRES_V2_1983_N2O.nc;1983;forestfire;0.004264;0.06983;0.01212;0.004269;0.0001072;9.83E-06;0.00342;0.06898;0;0.0003213;5.39E-05;0;0.02238;0.000203;0;0.0006213;0.01066;3.80E-05;6.22E-06;0.004221;0.003756;0.3197;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1983_N2O.nc;1983;grassfire;0.04116;0.00379;0;3.76E-05;0;0;2.28E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001793;0.1236;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;N2O;;
RETRO_FIRES_V2_1983_N2O.nc;1983;woodedfire;0.01866;0.07708;0;0.0001754;0;0;0.008758;0;0;0;0;0;0.000309;0;0;0;1.61E-06;0;0;0.002212;0.0006935;0.5796;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;N2O;;
RETRO_FIRES_V2_1984_N2O.nc;1984;forestfire;0.004374;0.07306;0.004709;0.003927;4.14E-05;2.18E-05;0.002649;0.02175;0;0.000159;4.74E-05;0;0.02507;0.0001377;0;0.0002877;0.003319;1.85E-05;1.04E-05;0.001403;0.01102;0.2395;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;N2O;;
RETRO_FIRES_V2_1984_N2O.nc;1984;grassfire;0.04157;0.001456;0;4.64E-05;0;0;1.70E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003471;0.1035;m^2;RETRO;FIRES;V2;1982;N2O;;
RETRO_FIRES_V2_1984_N2O.nc;1984;woodedfire;0.01856;0.02893;0;0.0001856;0;0;0.01052;0;0;0;0;0;0.0005472;0;0;0;2.87E-06;0;0;0.000601;0.001588;0.3757;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1985_N2O.nc;1985;forestfire;0.008572;0.07332;0.005183;0.003728;8.74E-05;1.17E-05;0.00148;0.019;0;0.0002307;0;0;0.0298;0.0001875;0;0.0004487;0.001973;2.77E-05;1.39E-05;0.004282;0.02009;0.2502;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;N2O;;
RETRO_FIRES_V2_1985_N2O.nc;1985;grassfire;0.08149;0.001929;0;3.46E-05;0;0;1.37E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0004506;0.1366;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;N2O;;
RETRO_FIRES_V2_1985_N2O.nc;1985;woodedfire;0.03795;0.03462;0;0.0002056;0;0;0.007652;0;0;0;0;0;0.0001925;0;0;0;3.18E-06;0;0;0.001937;0.001805;0.3876;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;N2O;;
RETRO_FIRES_V2_1986_N2O.nc;1986;forestfire;0.00603;0.07324;0.00599;0.006513;5.30E-05;1.72E-05;0.002088;0.05818;0;0.000178;5.69E-05;0;0.0316;0.0001431;0;0.0003372;0.0021;2.09E-05;1.13E-05;0.002388;0.02251;0.3078;m^2;RETRO;FIRES;V2;1983;N2O;;
RETRO_FIRES_V2_1986_N2O.nc;1986;grassfire;0.05652;0.002646;0;5.20E-05;0;0;4.60E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0009503;0.1126;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1986_N2O.nc;1986;woodedfire;0.02606;0.05273;0;0.0002706;0;0;0.009299;0;0;0;0;0;0.0008803;0;0;0;0;0;0;0.0007482;0.003922;0.416;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1984;N2O;;
RETRO_FIRES_V2_1987_N2O.nc;1987;forestfire;0.003568;0.07287;0.006435;0.01144;6.45E-05;9.10E-06;0.001243;0.1286;0;0.0002572;1.35E-05;0;0.03817;6.97E-05;0;0.0004172;0.005843;2.84E-05;9.48E-06;0.002382;0.01809;0.3969;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1984;N2O;;
RETRO_FIRES_V2_1987_N2O.nc;1987;grassfire;0.03367;0.004444;0;8.97E-05;0;0;3.97E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001422;0.1164;m^2;RETRO;FIRES;V2;1992;N2O;;
RETRO_FIRES_V2_1987_N2O.nc;1987;woodedfire;0.01528;0.0921;0;0.0003905;0;0;0.007541;0;0;0;0;0;0.001163;0;0;0;1.54E-06;0;0;0.000974;0.00629;0.6144;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1988_N2O.nc;1988;forestfire;0.003779;0.07159;0.009745;0.008025;5.48E-05;9.93E-06;0.001698;0.0148;0;0.0004089;2.63E-05;0;0.04171;2.04E-05;0;0.0003537;0.003062;4.27E-05;1.04E-05;0.007953;0.02801;0.2846;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1993;N2O;;
RETRO_FIRES_V2_1988_N2O.nc;1988;grassfire;0.0355;0.002717;0;3.23E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0005047;0.08615;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1993;N2O;;
RETRO_FIRES_V2_1988_N2O.nc;1988;woodedfire;0.0162;0.05853;0;0.0001574;0;0;0.007788;0;0;0;0;0;0.0009279;0;0;0;5.82E-06;0;0;0.002442;0.002038;0.3829;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1993;N2O;;
RETRO_FIRES_V2_1989_N2O.nc;1989;forestfire;0.003891;0.06898;0.04395;0.005851;0.0002067;1.09E-05;0.00126;0.02014;0;0.0002146;7.58E-05;0;0.02897;4.64E-05;0;0.001146;0.001228;3.24E-05;1.26E-05;0.00141;0.01912;0.2898;m^2;RETRO;FIRES;V2;1993;N2O;;
