RETRO_FIRES_V2_1970_PM2_5.nc;1970;forestfire;1.299;0.6629;0.2901;0.02566;0.2501;3.155;0.001566;0.7947;0.7754;0.2069;0.2114;0.2113;2.492;0.1325;1.493;8.78;8.824;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1970;PM2;5
RETRO_FIRES_V2_1970_PM2_5.nc;1970;grassfire;2.443;0;0.005479;0;0;0.1539;0;0;0.007129;0.9288;0;0;0.1539;1.15E-05;1.12E-05;3.543;3.543;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1970;PM2;5
RETRO_FIRES_V2_1970_PM2_5.nc;1970;woodedfire;11.34;0.007587;0.02736;0;6.44E-05;6.169;6.44E-05;0.03287;0.07353;0.4189;0.0005354;0;6.161;0.2209;0.0003513;18.27;18.27;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1970;PM2;5
RETRO_FIRES_V2_1971_PM2_5.nc;1971;forestfire;1.364;0.8441;0.05024;0.0645;0.06348;3.483;0.0006996;1.033;0.6464;0.1416;0.04696;0.04696;2.639;0.1015;0.4766;7.532;7.549;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1971;PM2;5
RETRO_FIRES_V2_1971_PM2_5.nc;1971;grassfire;1.419;0;0.002744;0;0;0.05817;0;0;0.003969;0.6386;0;0;0.05817;1.86E-05;2.32E-05;2.127;2.127;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1971;PM2;5
RETRO_FIRES_V2_1971_PM2_5.nc;1971;woodedfire;6.283;0.005166;0.01566;0;0.0006623;2.343;2.82E-05;0.05482;0.04772;0.2781;0.0006341;0.0006341;2.337;0.2565;0.0003576;9.271;9.274;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1971;PM2;5
RETRO_FIRES_V2_1972_PM2_5.nc;1972;forestfire;1.43;0.6784;0.306;0.488;0.5401;3.396;0.0005616;0.5806;1.7;0.3609;0.4866;0.4861;2.717;0.1141;3.169;13.13;13.29;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1972;PM2;5
RETRO_FIRES_V2_1972_PM2_5.nc;1972;grassfire;1.493;0;0.00211;0;0;0.1058;0;0;0.004748;1.321;0;0;0.1058;5.42E-06;3.54E-05;2.935;2.935;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1972;PM2;5
RETRO_FIRES_V2_1972_PM2_5.nc;1972;woodedfire;6.682;0.003416;0.01649;0;4.77E-05;4.228;2.37E-05;0.04231;0.0721;0.5891;0.0003583;2.40E-05;4.224;0.2608;0.0002332;11.89;11.89;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1972;PM2;5
RETRO_FIRES_V2_1973_PM2_5.nc;1973;forestfire;1.493;0.8963;0.2752;0.03019;0.1287;3.776;0.001209;0.396;0.5715;0.1379;0.1026;0.102;2.88;0.2719;1.69;9.11;9.163;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;PM2;5
RETRO_FIRES_V2_1973_PM2_5.nc;1973;grassfire;1.696;0;0.004556;0;0;0.06158;0;0;0.01201;0.6197;0;0;0.06158;4.98E-06;2.41E-05;2.406;2.406;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;PM2;5
RETRO_FIRES_V2_1973_PM2_5.nc;1973;woodedfire;7.576;0.001692;0.04883;0;0.0003709;2.466;5.09E-05;0.02155;0.1545;0.2783;0.001642;0.00032;2.465;0.1832;0.0002013;10.7;10.7;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;PM2;5
RETRO_FIRES_V2_1974_PM2_5.nc;1974;forestfire;1.558;1.188;0.03547;0.09386;0.09904;4.243;0.001161;0.4734;0.1906;0.1903;0.05941;0.05872;3.055;0.09865;0.4378;7.483;7.507;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;PM2;5
RETRO_FIRES_V2_1974_PM2_5.nc;1974;grassfire;1.127;0;0.001629;0;0;0.07573;0;0;0.001977;0.8456;0;0;0.07573;1.09E-06;2.67E-06;2.055;2.055;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;PM2;5
RETRO_FIRES_V2_1974_PM2_5.nc;1974;woodedfire;5.116;0.003254;0.01074;0;5.06E-05;3.013;5.06E-05;0.0361;0.02643;0.3663;0;0;3.01;0.2551;0.0004075;8.819;8.83;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;PM2;5
RETRO_FIRES_V2_1975_PM2_5.nc;1975;forestfire;1.623;1.139;0.2513;0.03106;0.1038;4.332;0.001094;0.5838;0.2339;0.2529;0.08726;0.08697;3.193;0.1304;0.654;8.301;8.343;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;PM2;5
RETRO_FIRES_V2_1975_PM2_5.nc;1975;grassfire;1.454;0;0.001884;0;0;0.1047;0;0;0.001438;1.112;0;0;0.1047;3.92E-06;2.91E-05;2.676;2.676;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;PM2;5
RETRO_FIRES_V2_1975_PM2_5.nc;1975;woodedfire;6.66;0.002612;0.007664;0;0.0002265;4.115;4.51E-05;0.01986;0.02192;0.5016;0.0001814;0.0001814;4.112;0.2154;0.0001049;11.54;11.54;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;PM2;5
RETRO_FIRES_V2_1976_PM2_5.nc;1976;forestfire;1.69;0.8512;0.0668;0.009883;0.1191;4.11;0.0005462;1.27;0.1421;0.3889;0.1098;0.1092;3.258;0.1289;1.377;9.406;9.449;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;PM2;5
RETRO_FIRES_V2_1976_PM2_5.nc;1976;grassfire;1.316;0;0.005952;0;0;0.1428;0;0;0.02159;1.71;0;0;0.1428;1.22E-05;1.21E-05;3.241;3.241;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;PM2;5
RETRO_FIRES_V2_1976_PM2_5.nc;1976;woodedfire;5.93;0.00146;0.08064;0;0.0005351;5.649;2.19E-05;0.06196;0.2976;0.746;0.003467;0.0005132;5.647;0.2896;0.0003582;13.03;13.05;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;PM2;5
RETRO_FIRES_V2_1977_PM2_5.nc;1977;forestfire;1.753;1.144;0.2763;0.02644;0.08937;4.603;0.001352;1.059;0.7381;0.3886;0.06843;0.06802;3.459;0.2142;3.899;13.16;13.3;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;PM2;5
RETRO_FIRES_V2_1977_PM2_5.nc;1977;grassfire;1.765;0;0.002735;0;0;0.06721;0;0;0.00488;1.671;0;0;0.06721;6.90E-06;4.00E-05;3.514;3.514;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;PM2;5
RETRO_FIRES_V2_1977_PM2_5.nc;1977;woodedfire;7.921;0.002565;0.01995;0;5.86E-05;2.663;5.86E-05;0.05795;0.05453;0.782;0.001799;0;2.66;0.2176;0.0003259;11.71;11.71;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;PM2;5
RETRO_FIRES_V2_1978_PM2_5.nc;1978;forestfire;1.818;1.251;0.2037;0.02617;0.2356;4.751;0.001395;0.2728;0.2088;0.2322;0.2137;0.2136;3.5;0.1496;2.219;10.21;10.25;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;PM2;5
RETRO_FIRES_V2_1978_PM2_5.nc;1978;grassfire;1.514;0;0.001855;0;0;0.1137;0;0;0.002586;1.019;0;0;0.1137;7.67E-06;1.17E-05;2.654;2.654;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;PM2;5
RETRO_FIRES_V2_1978_PM2_5.nc;1978;woodedfire;6.971;0.003087;0.01372;0;5.92E-05;4.52;5.92E-05;0.04252;0.03272;0.4675;0.0002211;0;4.517;0.2399;0.0002821;12.28;12.28;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;PM2;5
RETRO_FIRES_V2_1979_PM2_5.nc;1979;forestfire;1.883;1.77;0.2552;0.02326;0.1397;5.568;0.001019;1.631;0.3212;0.3809;0.1149;0.1142;3.798;0.1313;2.912;13.35;13.44;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;PM2;5
RETRO_FIRES_V2_1979_PM2_5.nc;1979;grassfire;2.123;0;0.006218;0;0;0.1246;0;0;0.007339;1.654;0;0;0.1246;0;3.21E-05;3.916;3.916;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;PM2;5
RETRO_FIRES_V2_1979_PM2_5.nc;1979;woodedfire;9.891;0.01335;0.01755;0;4.16E-05;5.013;4.16E-05;0.0317;0.04781;0.772;0;0;4.999;0.262;0.0003668;16.03;16.03;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;PM2;5
RETRO_FIRES_V2_1980_PM2_5.nc;1980;forestfire;1.95;1.342;0.2864;0.01792;0.1561;5.157;0.001108;2.364;0.2468;0.4426;0.1393;0.1388;3.815;0.1232;3.338;14.16;14.25;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;PM2;5
RETRO_FIRES_V2_1980_PM2_5.nc;1980;grassfire;2.192;0;0.002661;0;0;0.1375;0;0;0.002366;1.94;0;0;0.1375;6.99E-06;2.68E-05;4.277;4.277;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;PM2;5
RETRO_FIRES_V2_1980_PM2_5.nc;1980;woodedfire;9.815;0.0351;0.007673;0;8.93E-05;5.559;5.07E-05;0.03226;0.02619;0.8973;0.0007766;3.87E-05;5.524;0.2529;0.0001465;16.59;16.59;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;PM2;5
RETRO_FIRES_V2_1981_PM2_5.nc;1981;forestfire;2.013;0.7256;0.366;0.04128;0.1685;4.543;0.00212;2.34;0.3939;0.1827;0.1334;0.1324;3.818;0.1251;2.484;12.71;12.78;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;PM2;5
RETRO_FIRES_V2_1981_PM2_5.nc;1981;grassfire;1.558;0;0.004284;0;0;0.1014;0;0;0.005825;0.794;0;0;0.1014;0;3.77E-05;2.471;2.471;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;PM2;5
RETRO_FIRES_V2_1981_PM2_5.nc;1981;woodedfire;7.047;0.01341;0.02626;0;0.001146;4.036;8.97E-05;0.05276;0.07943;0.3542;0.001197;0.001056;4.023;0.1859;0.0002238;11.77;11.77;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;PM2;5
RETRO_FIRES_V2_1982_PM2_5.nc;1982;forestfire;2.078;1.958;0.4583;0.03612;0.08804;6.217;0.0008136;0.7741;0.4988;0.68;0.08;0.07975;4.259;0.1687;12.67;23.9;24.47;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;PM2;5
RETRO_FIRES_V2_1982_PM2_5.nc;1982;grassfire;1.999;0;0.00187;0;0;0.1134;0;0;0.003045;1.614;0;0;0.1134;0;3.42E-05;3.736;3.736;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;PM2;5
RETRO_FIRES_V2_1982_PM2_5.nc;1982;woodedfire;8.995;0.009071;0.01078;0;0.0002655;4.534;3.29E-05;0.02152;0.03896;0.7213;0.0002326;0.0002326;4.525;0.2468;0.0002929;14.57;14.58;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;PM2;5
RETRO_FIRES_V2_1983_PM2_5.nc;1983;forestfire;2.143;1.137;0.2471;0.1352;0.1568;5.253;0.0019;0.8982;0.144;0.2145;0.1383;0.1381;4.116;0.2588;5.758;15.3;15.55;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;PM2;5
RETRO_FIRES_V2_1983_PM2_5.nc;1983;grassfire;1.804;0;0.002489;0;0;0.117;0;0;0.002595;0.9603;0;0;0.117;5.31E-06;3.38E-05;2.889;2.889;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;PM2;5
RETRO_FIRES_V2_1983_PM2_5.nc;1983;woodedfire;8.193;0.007211;0.01587;0;0.0001401;4.627;8.05E-05;0.05423;0.03826;0.4372;5.96E-05;5.96E-05;4.62;0.239;0.0001189;13.6;13.6;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;PM2;5
RETRO_FIRES_V2_1984_PM2_5.nc;1984;forestfire;2.21;1.284;0.2357;0.04198;0.2519;5.593;0.0009229;0.3609;0.4511;0.2222;0.2103;0.2101;4.309;0.1882;2.396;12.12;12.18;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1984;PM2;5
RETRO_FIRES_V2_1984_PM2_5.nc;1984;grassfire;1.39;0;0.007897;0;0;0.04645;0;0;0.0095;0.9699;0;0;0.04645;3.96E-06;3.83E-05;2.425;2.425;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1984;PM2;5
RETRO_FIRES_V2_1984_PM2_5.nc;1984;woodedfire;6.142;0.01277;0.01755;0;0.0007533;1.868;3.73E-05;0.01783;0.06929;0.4346;0.002086;0.000716;1.856;0.2881;0.0003338;8.832;8.838;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1984;PM2;5
RETRO_FIRES_V2_1985_PM2_5.nc;1985;forestfire;2.273;1.462;0.2347;0.04005;0.1183;5.899;0.001382;0.5921;0.9723;0.43;0.08416;0.08399;4.437;0.1236;1.683;12.58;12.63;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1985;PM2;5
RETRO_FIRES_V2_1985_PM2_5.nc;1985;grassfire;1.215;0;0.002677;0;0;0.06125;0;0;0.004973;1.901;0;0;0.06125;3.19E-06;2.06E-05;3.195;3.195;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1985;PM2;5
RETRO_FIRES_V2_1985_PM2_5.nc;1985;woodedfire;5.459;0.004493;0.02244;0;5.81E-05;2.453;5.81E-05;0.05451;0.07563;0.8863;0.000879;0;2.449;0.214;0.0001843;9.156;9.159;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1985;PM2;5
RETRO_FIRES_V2_1986_PM2_5.nc;1986;forestfire;2.337;1.618;0.37;0.1515;0.2775;6.037;0.001045;0.6806;0.9995;0.309;0.2469;0.2464;4.419;0.1559;4.339;16.19;16.3;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1986;PM2;5
RETRO_FIRES_V2_1986_PM2_5.nc;1986;grassfire;1.202;0;0.006087;0;0;0.0843;0;0;0.01369;1.319;0;0;0.0843;1.07E-05;5.97E-06;2.642;2.642;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1986;PM2;5
RETRO_FIRES_V2_1986_PM2_5.nc;1986;woodedfire;5.37;0.02054;0.04653;0;0.0008884;3.361;4.29E-05;0.02958;0.1576;0.6083;0.003436;0.0008456;3.341;0.2561;0.000119;9.81;9.817;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1986;PM2;5
RETRO_FIRES_V2_1987_PM2_5.nc;1987;forestfire;2.402;1.901;0.6284;0.1138;0.2126;6.284;0.001418;0.6566;0.7245;0.1871;0.1576;0.1574;4.383;0.1057;8.838;20.53;20.78;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1987;PM2;5
RETRO_FIRES_V2_1987_PM2_5.nc;1987;grassfire;1.753;0;0.02405;0;0;0.1401;0;0;0.03405;0.7857;0;0;0.1401;9.26E-06;2.44E-05;2.742;2.742;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1987;PM2;5
RETRO_FIRES_V2_1987_PM2_5.nc;1987;woodedfire;8.04;0.02714;0.08462;0;0.0003925;5.631;8.05E-05;0.02655;0.2614;0.3575;0.002472;0.000312;5.604;0.2052;0.0001218;14.56;14.56;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1987;PM2;5
RETRO_FIRES_V2_1988_PM2_5.nc;1988;forestfire;2.469;2.115;0.4592;0.03984;0.155;6.414;0.002133;1.253;1.315;0.1881;0.1117;0.1113;4.299;0.1269;1.866;14.56;14.6;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1988;PM2;5
RETRO_FIRES_V2_1988_PM2_5.nc;1988;grassfire;1.085;0;0.002617;0;0;0.0859;0;0;0.005861;0.8282;0;0;0.0859;0;6.98E-05;2.018;2.018;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1988;PM2;5
RETRO_FIRES_V2_1988_PM2_5.nc;1988;woodedfire;4.847;0.02165;0.02894;0;0.0002122;3.436;0.0002122;0.1096;0.08316;0.3787;2.46E-05;0;3.414;0.2159;0.0003882;9.083;9.086;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1988;PM2;5
