TIMER_REGION,TIMER_SECTOR,UNIT,POLL,IDYEARS,CLE,MFR,SLE
Asia-Stan,End_Use_Industry_LLF,kt,CO,2005,0.206431419,0.206431419,0.206431419
Asia-Stan,End_Use_Industry_LLF,kt,CO,2010,0.12694215,0.12694215,0.12694215
Asia-Stan,End_Use_Industry_LLF,kt,CO,2020,0.163708934,0.163708934,0.163708934
Asia-Stan,End_Use_Industry_LLF,kt,CO,2030,0.074334552,0.074334552,0.074334552
Asia-Stan,End_Use_Industry_LLF,kt,NOX,2000,0.289800003,0.144900001,0.188370002
Asia-Stan,End_Use_Industry_LLF,kt,NOX,2005,0.361254983,0.180627492,0.234815739
Asia-Stan,End_Use_Industry_LLF,kt,NOX,2010,0.222148762,0.111074381,0.144396695
Asia-Stan,End_Use_Industry_LLF,kt,NOX,2020,0.286490635,0.143245318,0.186218913
Asia-Stan,End_Use_Industry_LLF,kt,NOX,2030,0.130085465,0.065042733,0.084555552
Asia-Stan,End_Use_Industry_LLF,kt,OC,2000,0.0015525,0.0015525,0.0015525
Asia-Stan,End_Use_Industry_LLF,kt,OC,2005,0.001935295,0.001935295,0.001935295
Asia-Stan,End_Use_Industry_LLF,kt,OC,2010,0.001190083,0.001190083,0.001190083
Asia-Stan,End_Use_Industry_LLF,kt,OC,2020,0.001534771,0.001534771,0.001534771
Asia-Stan,End_Use_Industry_LLF,kt,OC,2030,0.000696886,0.000696886,0.000696886
Asia-Stan,End_Use_Industry_LLF,kt,VOC,2000,0.01035,0.01035,0.01035
Asia-Stan,End_Use_Industry_LLF,kt,VOC,2005,0.012901964,0.012901964,0.012901964
Asia-Stan,End_Use_Industry_LLF,kt,VOC,2010,0.007933884,0.007933884,0.007933884
Asia-Stan,End_Use_Industry_LLF,kt,VOC,2020,0.010231808,0.010231808,0.010231808
Asia-Stan,End_Use_Industry_LLF,kt,VOC,2030,0.004645909,0.004645909,0.004645909
Asia-Stan,End_Use_Industry_NatGas,kt,BC,2000,0.001835361,0.001835361,0.001835361
Asia-Stan,End_Use_Industry_NatGas,kt,BC,2005,0.001942845,0.001942845,0.001942845
Asia-Stan,End_Use_Industry_NatGas,kt,BC,2010,0.0019944,0.0019944,0.0019944
Asia-Stan,End_Use_Industry_NatGas,kt,BC,2020,0.002808207,0.002808207,0.002808207
Asia-Stan,End_Use_Industry_NatGas,kt,BC,2030,0.00328048,0.00328048,0.00328048
Asia-Stan,End_Use_Industry_NatGas,kt,CO,2000,9.587706343,8.820689836,9.050794788
Asia-Stan,End_Use_Industry_NatGas,kt,CO,2005,10.14918874,9.337253644,9.580834174
Asia-Stan,End_Use_Industry_NatGas,kt,CO,2010,10.41850655,9.585026022,9.83507018
Asia-Stan,End_Use_Industry_NatGas,kt,CO,2020,14.66973828,13.49615922,13.84823294
Asia-Stan,End_Use_Industry_NatGas,kt,CO,2030,17.13683751,15.76589051,16.17717461
Asia-Stan,End_Use_Industry_NatGas,kt,NOX,2000,27.39344669,5.478689339,12.05311655
Asia-Stan,End_Use_Industry_NatGas,kt,NOX,2005,28.99768212,5.799536425,12.75898013
Asia-Stan,End_Use_Industry_NatGas,kt,NOX,2010,29.76716156,5.953432312,13.09755109
Asia-Stan,End_Use_Industry_NatGas,kt,NOX,2020,41.91353795,8.382707591,18.4419567
Asia-Stan,End_Use_Industry_NatGas,kt,NOX,2030,48.96239289,9.792478578,21.54345287
Asia-Stan,End_Use_Industry_NatGas,kt,OC,2000,0.020545085,0.020545085,0.020545085
Asia-Stan,End_Use_Industry_NatGas,kt,OC,2005,0.021748262,0.021748262,0.021748262
Asia-Stan,End_Use_Industry_NatGas,kt,OC,2010,0.022325371,0.022325371,0.022325371
Asia-Stan,End_Use_Industry_NatGas,kt,OC,2020,0.031435153,0.031435153,0.031435153
Asia-Stan,End_Use_Industry_NatGas,kt,OC,2030,0.036721795,0.036721795,0.036721795
Asia-Stan,End_Use_Industry_NatGas,kt,VOC,2000,0.547868934,0.547868934,0.547868934
Asia-Stan,End_Use_Industry_NatGas,kt,VOC,2005,0.579953642,0.579953642,0.579953642
Asia-Stan,End_Use_Industry_NatGas,kt,VOC,2010,0.595343231,0.595343231,0.595343231
Asia-Stan,End_Use_Industry_NatGas,kt,VOC,2020,0.838270759,0.838270759,0.838270759
Asia-Stan,End_Use_Industry_NatGas,kt,VOC,2030,0.979247858,0.979247858,0.979247858
Asia-Stan,End_Use_Others_Bio_Mod,kt,BC,2000,0.000253598,5.10E-08,7.61E-05
Asia-Stan,End_Use_Others_Bio_Mod,kt,BC,2005,0.001139688,2.29E-07,0.000342067
Asia-Stan,End_Use_Others_Bio_Mod,kt,BC,2010,0.001642001,2.53E-05,0.000510325
Asia-Stan,End_Use_Others_Bio_Mod,kt,BC,2020,0.007245518,0.000130662,0.002265119
Asia-Stan,End_Use_Others_Bio_Mod,kt,BC,2030,0.013976302,0.000373109,0.004454067
Asia-Stan,End_Use_Others_Bio_Mod,kt,CO,2000,0.0051,0.00357,0.004029
Asia-Stan,End_Use_Others_Bio_Mod,kt,CO,2005,0.022919818,0.016043873,0.018106657
Asia-Stan,End_Use_Others_Bio_Mod,kt,CO,2010,0.056360013,0.048112206,0.050586548
Asia-Stan,End_Use_Others_Bio_Mod,kt,CO,2020,0.267672588,0.232140829,0.242800356
Asia-Stan,End_Use_Others_Bio_Mod,kt,CO,2030,0.631352093,0.570253503,0.58858308
Asia-Stan,End_Use_Others_Bio_Mod,kt,NOX,2000,0.00204,0.00204,0.00204
Asia-Stan,End_Use_Others_Bio_Mod,kt,NOX,2005,0.009167927,0.009167927,0.009167927
Asia-Stan,End_Use_Others_Bio_Mod,kt,NOX,2010,0.016495614,0.016495614,0.016495614
Asia-Stan,End_Use_Others_Bio_Mod,kt,NOX,2020,0.075801087,0.075801087,0.075801087
Asia-Stan,End_Use_Others_Bio_Mod,kt,NOX,2030,0.162929572,0.162929572,0.162929572
Asia-Stan,End_Use_Others_Bio_Mod,kt,OC,2000,0.000693785,8.85E-06,0.000214328
Asia-Stan,End_Use_Others_Bio_Mod,kt,OC,2005,0.003117928,3.98E-05,0.000963207
Asia-Stan,End_Use_Others_Bio_Mod,kt,OC,2010,0.006435269,0.000318961,0.002153854
Asia-Stan,End_Use_Others_Bio_Mod,kt,OC,2020,0.029473242,0.001607823,0.009967449
Asia-Stan,End_Use_Others_Bio_Mod,kt,OC,2030,0.065669467,0.00437238,0.022761506
Asia-Stan,End_Use_Others_Bio_Mod,kt,VOC,2000,0.0017,0.0005083,0.00086581
Asia-Stan,End_Use_Others_Bio_Mod,kt,VOC,2005,0.007639939,0.002284342,0.003891021
Asia-Stan,End_Use_Others_Bio_Mod,kt,VOC,2010,0.010538864,0.004114739,0.006041977
Asia-Stan,End_Use_Others_Bio_Mod,kt,VOC,2020,0.046586085,0.018910792,0.02721338
Asia-Stan,End_Use_Others_Bio_Mod,kt,VOC,2030,0.088253518,0.040664506,0.05494121
Asia-Stan,End_Use_Others_Bio_Trad,kt,BC,2000,0.293709003,0.002257787,0.089693152
Asia-Stan,End_Use_Others_Bio_Trad,kt,BC,2005,1.317638491,0.01014668,0.402394223
Asia-Stan,End_Use_Others_Bio_Trad,kt,BC,2010,0.777916699,0.006083353,0.237633357
Asia-Stan,End_Use_Others_Bio_Trad,kt,BC,2020,1.279064086,0.01047121,0.391049072
Asia-Stan,End_Use_Others_Bio_Trad,kt,BC,2030,2.138294665,0.017994892,0.654084824
Asia-Stan,End_Use_Others_Bio_Trad,kt,CO,2000,10.1765401,0.97614001,3.736260037
Asia-Stan,End_Use_Others_Bio_Trad,kt,CO,2005,45.24891669,4.386853243,16.64547228
Asia-Stan,End_Use_Others_Bio_Trad,kt,CO,2010,26.55335578,2.593935238,9.7817614
Asia-Stan,End_Use_Others_Bio_Trad,kt,CO,2020,41.70544218,4.259073571,15.49298415
Asia-Stan,End_Use_Others_Bio_Trad,kt,CO,2030,68.61996176,7.160754702,25.59851682
Asia-Stan,End_Use_Others_Bio_Trad,kt,NOX,2000,0.201960002,0.201960002,0.201960002
Asia-Stan,End_Use_Others_Bio_Trad,kt,NOX,2005,0.907624809,0.907624809,0.907624809
Asia-Stan,End_Use_Others_Bio_Trad,kt,NOX,2010,0.533358173,0.533358173,0.533358173
Asia-Stan,End_Use_Others_Bio_Trad,kt,NOX,2020,0.871712499,0.871712499,0.871712499
Asia-Stan,End_Use_Others_Bio_Trad,kt,NOX,2030,1.466366151,1.466366151,1.466366151
Asia-Stan,End_Use_Others_Bio_Trad,kt,OC,2000,1.493394947,0.016514517,0.459578646
Asia-Stan,End_Use_Others_Bio_Trad,kt,OC,2005,6.621939699,0.074217592,2.038534224
Asia-Stan,End_Use_Others_Bio_Trad,kt,OC,2010,3.858840178,0.043960712,1.188424552
Asia-Stan,End_Use_Others_Bio_Trad,kt,OC,2020,6.256465264,0.073562445,1.928433291
Asia-Stan,End_Use_Others_Bio_Trad,kt,OC,2030,10.18345464,0.123931458,3.141788413
Asia-Stan,End_Use_Others_Bio_Trad,kt,VOC,2000,4.386238044,0.122795761,1.401828446
Asia-Stan,End_Use_Others_Bio_Trad,kt,VOC,2005,19.37443574,0.55185422,6.198628675
Asia-Stan,End_Use_Others_Bio_Trad,kt,VOC,2010,11.27170479,0.325962489,3.609685178
Asia-Stan,End_Use_Others_Bio_Trad,kt,VOC,2020,17.97565136,0.542028305,5.772115221
Asia-Stan,End_Use_Others_Bio_Trad,kt,VOC,2030,29.01790617,0.910407002,9.342656754
Asia-Stan,End_Use_Others_Coal,kt,BC,2000,0.525554754,0.420605724,0.452090433
Asia-Stan,End_Use_Others_Coal,kt,BC,2005,0.508485486,0.406748393,0.437269521
Asia-Stan,End_Use_Others_Coal,kt,BC,2010,12.43356606,9.946488071,10.69261147
Asia-Stan,End_Use_Others_Coal,kt,BC,2020,3.403931117,2.721681076,2.926356088
Asia-Stan,End_Use_Others_Coal,kt,BC,2030,3.594415115,2.87679267,3.092079403
Asia-Stan,End_Use_Others_Coal,kt,CO,2000,18.94135032,4.636452218,8.927921648
Asia-Stan,End_Use_Others_Coal,kt,CO,2005,18.36120912,4.520554336,8.672750771
Asia-Stan,End_Use_Others_Coal,kt,CO,2010,467.7568528,114.3606152,220.3794864
Asia-Stan,End_Use_Others_Coal,kt,CO,2020,132.0517093,33.37045393,62.97483054
Asia-Stan,End_Use_Others_Coal,kt,CO,2030,148.2525088,37.64606239,70.82799632
Asia-Stan,End_Use_Others_Coal,kt,NOX,2000,0.508490885,0.508490885,0.508490885
Asia-Stan,End_Use_Others_Coal,kt,NOX,2005,0.50183307,0.50183307,0.50183307
Asia-Stan,End_Use_Others_Coal,kt,NOX,2010,12.39142373,12.39142373,12.39142373
Asia-Stan,End_Use_Others_Coal,kt,NOX,2020,3.757382871,3.757382871,3.757382871
Asia-Stan,End_Use_Others_Coal,kt,NOX,2030,4.106631646,4.106631646,4.106631646
Asia-Stan,End_Use_Others_Coal,kt,OC,2000,0.919832773,0.295552131,0.482836324
Asia-Stan,End_Use_Others_Coal,kt,OC,2005,0.883589467,0.285618052,0.465009476
Asia-Stan,End_Use_Others_Coal,kt,OC,2010,21.91884371,7.220700791,11.63014367
Asia-Stan,End_Use_Others_Coal,kt,OC,2020,5.989321877,2.041150248,3.225601737
Asia-Stan,End_Use_Others_Coal,kt,OC,2030,6.351260748,2.256146988,3.484681116
Asia-Stan,End_Use_Others_Coal,kt,SO2,2000,4.751219961,3.484803566,3.864728484
Asia-Stan,End_Use_Others_Coal,kt,SO2,2005,4.68921806,3.439078291,3.814120222
Asia-Stan,End_Use_Others_Coal,kt,SO2,2010,115.7853049,84.91311564,94.17477243
Asia-Stan,End_Use_Others_Coal,kt,SO2,2020,35.10774199,25.75004162,28.55735173
Asia-Stan,End_Use_Others_Coal,kt,SO2,2030,38.37305625,28.1363741,31.20737875
Asia-Stan,End_Use_Others_Coal,kt,VOC,2000,1.181280625,0.37704157,0.618313287
Asia-Stan,End_Use_Others_Coal,kt,VOC,2005,1.133388022,0.364782615,0.595364237
Asia-Stan,End_Use_Others_Coal,kt,VOC,2010,27.66097744,8.806823822,14.46306991
Asia-Stan,End_Use_Others_Coal,kt,VOC,2020,7.607296066,2.604496523,4.105336386
Asia-Stan,End_Use_Others_Coal,kt,VOC,2030,7.999643068,2.825035926,4.377418068
Asia-Stan,End_Use_Others_HLF,kt,BC,2000,2.110330581,0.373799456,0.894758793
Asia-Stan,End_Use_Others_HLF,kt,BC,2005,1.697298779,0.346132975,0.751482716
Asia-Stan,End_Use_Others_HLF,kt,BC,2010,2.446695895,0.445624142,1.045945668
Asia-Stan,End_Use_Others_HLF,kt,BC,2020,5.974402635,0.487903195,2.133853027
Asia-Stan,End_Use_Others_HLF,kt,BC,2030,6.90930686,0.310048699,2.289826147
Asia-Stan,End_Use_Others_HLF,kt,CO,2000,16.7724955,8.113968847,10.71152684
Asia-Stan,End_Use_Others_HLF,kt,CO,2005,14.59981908,7.640762003,9.728479125
Asia-Stan,End_Use_Others_HLF,kt,CO,2010,22.30331238,11.88220261,15.00853554
Asia-Stan,End_Use_Others_HLF,kt,CO,2020,44.9465429,18.6665851,26.55057244
Asia-Stan,End_Use_Others_HLF,kt,CO,2030,52.58171359,21.14170902,30.57371039
Asia-Stan,End_Use_Others_HLF,kt,NOX,2000,48.11911689,7.132655297,19.42859377
Asia-Stan,End_Use_Others_HLF,kt,NOX,2005,40.18318997,7.315382767,17.17572493
Asia-Stan,End_Use_Others_HLF,kt,NOX,2010,59.25342996,11.00191919,25.47737242
Asia-Stan,End_Use_Others_HLF,kt,NOX,2020,131.2826078,10.66268761,46.84866367
Asia-Stan,End_Use_Others_HLF,kt,NOX,2030,151.6985413,9.645905924,52.26169654
Asia-Stan,End_Use_Others_HLF,kt,OC,2000,1.25244099,0.042433899,0.405436026
Asia-Stan,End_Use_Others_HLF,kt,OC,2005,0.97881819,0.038738932,0.32076271
Asia-Stan,End_Use_Others_HLF,kt,OC,2010,1.45110729,0.056477195,0.474866223
Asia-Stan,End_Use_Others_HLF,kt,OC,2020,3.932783512,0.089192075,1.242269506
Asia-Stan,End_Use_Others_HLF,kt,OC,2030,4.725278289,0.093448008,1.482997092
Asia-Stan,End_Use_Others_HLF,kt,SO2,2000,79.03380515,15.33650148,34.44569258
Asia-Stan,End_Use_Others_HLF,kt,SO2,2005,76.02932895,14.35208704,32.85525961
Asia-Stan,End_Use_Others_HLF,kt,SO2,2010,104.095462,18.23205802,43.99107922
Asia-Stan,End_Use_Others_HLF,kt,SO2,2020,108.0036543,17.72007696,44.80515016
Asia-Stan,End_Use_Others_HLF,kt,SO2,2030,79.48447178,8.976913029,30.12918065
Asia-Stan,End_Use_Others_HLF,kt,VOC,2000,6.732986021,0.913559857,2.659387706
Asia-Stan,End_Use_Others_HLF,kt,VOC,2005,5.337494853,0.819359695,2.174800243
Asia-Stan,End_Use_Others_HLF,kt,VOC,2010,7.963750024,1.260455623,3.271443943
Asia-Stan,End_Use_Others_HLF,kt,VOC,2020,20.82947932,2.319590623,7.872557233
Asia-Stan,End_Use_Others_HLF,kt,VOC,2030,24.99795939,2.684556652,9.378577473
Asia-Stan,End_Use_Others_LLF,kt,BC,2000,0.10845557,0.10845557,0.10845557
Asia-Stan,End_Use_Others_LLF,kt,BC,2005,0.216893679,0.216893679,0.216893679
Asia-Stan,End_Use_Others_LLF,kt,BC,2010,0.419826334,0.419826334,0.419826334
Asia-Stan,End_Use_Others_LLF,kt,BC,2020,0.162627883,0.162627883,0.162627883
Asia-Stan,End_Use_Others_LLF,kt,BC,2030,0.227295767,0.227295767,0.227295767
Asia-Stan,End_Use_Others_LLF,kt,CO,2000,0.338923656,0.338923656,0.338923656
Asia-Stan,End_Use_Others_LLF,kt,CO,2005,0.677792747,0.677792747,0.677792747
Asia-Stan,End_Use_Others_LLF,kt,CO,2010,1.311957294,1.311957294,1.311957294
Asia-Stan,End_Use_Others_LLF,kt,CO,2020,0.508212133,0.508212133,0.508212133
Asia-Stan,End_Use_Others_LLF,kt,CO,2030,0.71029927,0.71029927,0.71029927
Asia-Stan,End_Use_Others_LLF,kt,NOX,2000,0.508385484,0.355869839,0.401624532
Asia-Stan,End_Use_Others_LLF,kt,NOX,2005,1.01668912,0.711682384,0.803184405
Asia-Stan,End_Use_Others_LLF,kt,NOX,2010,1.967935941,1.377555158,1.554669393
Asia-Stan,End_Use_Others_LLF,kt,NOX,2020,0.7623182,0.53362274,0.602231378
Asia-Stan,End_Use_Others_LLF,kt,NOX,2030,1.065448906,0.745814234,0.841704635
Asia-Stan,End_Use_Others_LLF,kt,OC,2000,0.020335419,0.020335419,0.020335419
Asia-Stan,End_Use_Others_LLF,kt,OC,2005,0.040667565,0.040667565,0.040667565
Asia-Stan,End_Use_Others_LLF,kt,OC,2010,0.078717438,0.078717438,0.078717438
Asia-Stan,End_Use_Others_LLF,kt,OC,2020,0.030492728,0.030492728,0.030492728
Asia-Stan,End_Use_Others_LLF,kt,OC,2030,0.042617956,0.042617956,0.042617956
Asia-Stan,End_Use_Others_LLF,kt,VOC,2000,0.016946183,0.016946183,0.016946183
Asia-Stan,End_Use_Others_LLF,kt,VOC,2005,0.033889637,0.033889637,0.033889637
Asia-Stan,End_Use_Others_LLF,kt,VOC,2010,0.065597865,0.065597865,0.065597865
Asia-Stan,End_Use_Others_LLF,kt,VOC,2020,0.025410607,0.025410607,0.025410607
Asia-Stan,End_Use_Others_LLF,kt,VOC,2030,0.035514964,0.035514964,0.035514964
Asia-Stan,End_Use_Others_NatGas,kt,BC,2000,0.003150256,0.003150256,0.003150256
Asia-Stan,End_Use_Others_NatGas,kt,BC,2005,0.003865555,0.003865555,0.003865555
Asia-Stan,End_Use_Others_NatGas,kt,BC,2010,0.002714778,0.002714778,0.002714778
Asia-Stan,End_Use_Others_NatGas,kt,BC,2020,0.003965394,0.003965394,0.003965394
Asia-Stan,End_Use_Others_NatGas,kt,BC,2030,0.004471863,0.004471863,0.004471863
Asia-Stan,End_Use_Others_NatGas,kt,CO,2000,14.57581286,14.57581286,14.57581286
Asia-Stan,End_Use_Others_NatGas,kt,CO,2005,17.88540272,17.88540272,17.88540272
Asia-Stan,End_Use_Others_NatGas,kt,CO,2010,12.56091329,12.56091329,12.56091329
Asia-Stan,End_Use_Others_NatGas,kt,CO,2020,18.34734567,18.34734567,18.34734567
Asia-Stan,End_Use_Others_NatGas,kt,CO,2030,20.69071166,20.69071166,20.69071166
