# File: MOVES_motorcycle_data.csv
# Title: Emissions and Distance data for motorcycles to be used for EF calculations
# Units: emissions are in g/year (mass) and distance is in miles
# Source: EPA-ORD Dan Loughlin using MOVES 3.0. Ran 4 month per year one county per state chosen at random
# Column types: nnnnnnnnnnnnn
# ----------
Year,State,ModelYr,NH3,CO,CH4,N2O,NOx,Total_PM10,Total_PM25,SO2,VOC,Distance
2045,51,2032,444,85920,615,16,5078,177,156,19,17151,7383
2045,51,2033,498,96271,689,18,5689,198,175,21,18677,8272
2045,51,2034,559,108029,773,20,6384,222,197,24,20410,9282
2045,51,2035,626,121144,867,23,7159,249,220,27,22200,10409
2045,51,2036,701,135636,971,26,8016,279,247,30,23418,11654
2045,51,2037,791,153042,1095,29,9044,315,278,34,25590,13150
2045,51,2038,906,175291,1255,33,10359,360,319,39,28295,15062
2045,51,2039,1045,202164,1447,38,11947,416,368,45,31451,17371
2045,51,2040,1232,238212,1705,45,14078,490,433,53,35595,20468
2045,51,2041,1476,285343,2042,54,16863,587,519,63,40751,24518
2045,51,2042,1807,349505,2502,66,20655,719,636,77,47415,30031
2045,51,2043,2319,448538,3210,84,26507,922,816,99,57281,38540
2045,51,2044,3138,606871,4344,114,35864,1248,1104,134,71891,52145
2045,51,2045,5884,1137943,8145,214,67249,2340,2070,252,119569,97777
2045,53,2015,1419,265218,2081,62,17514,518,458,62,246800,23394
2045,53,2016,227,42333,332,10,2795,83,73,10,34782,3734
2045,53,2017,259,48386,380,11,3195,95,84,11,37310,4268
2045,53,2018,371,69382,544,16,4582,136,120,16,49650,6120
2045,53,2019,422,78859,619,18,5207,154,136,18,52857,6956
2045,53,2020,485,90717,712,21,5990,177,157,21,55186,8002
2045,53,2021,547,102178,802,24,6747,200,177,24,58865,9013
2045,53,2022,605,113137,888,26,7471,221,196,26,60284,9979
2045,53,2023,689,128803,1011,30,8505,252,223,30,65497,11361
2045,53,2024,761,142145,1115,33,9387,278,246,33,70695,12538
2045,53,2025,836,156300,1226,36,10321,305,270,36,76083,13787
2045,53,2026,924,172600,1354,40,11398,337,298,40,60400,15224
2045,53,2027,1030,192387,1509,45,12704,376,333,45,65711,16970
2045,53,2028,1156,216058,1695,50,14267,422,373,50,71695,19058
2045,53,2029,1294,241803,1897,56,15967,472,418,56,78067,21329
2045,53,2030,1448,270613,2123,63,17870,529,468,63,85118,23870
2045,53,2031,1636,305668,2398,71,20185,597,528,71,83312,26962
2045,53,2032,1829,341798,2682,80,22570,668,591,79,90321,30149
2045,53,2033,2050,382975,3005,89,25290,748,662,89,97916,33781
2045,53,2034,2300,429749,3372,100,28378,840,743,100,106547,37907
2045,53,2035,2579,481921,3781,112,31823,942,833,112,115300,42509
2045,53,2036,2888,539573,4233,126,35630,1054,933,125,120320,47594
2045,53,2037,3258,608818,4777,142,40203,1190,1052,142,130704,53702
2045,53,2038,3732,697327,5471,162,46048,1362,1205,162,143543,61509
2045,53,2039,4304,804229,6310,187,53107,1571,1390,187,158377,70938
2045,53,2040,5071,947631,7435,221,62576,1851,1638,220,177730,83587
2045,53,2041,6075,1135122,8906,264,74957,2218,1962,264,201449,100125
2045,53,2042,7441,1390367,10909,324,91812,2717,2403,323,231579,122639
2045,53,2043,9549,1784328,14000,415,117827,3486,3084,415,275535,157389
2045,53,2044,12920,2414190,18941,562,159420,4717,4173,561,338753,212947
2045,53,2045,24226,4526853,35517,1054,298929,8845,7824,1053,542751,399298
2045,54,2015,365,71476,518,13,4356,148,131,16,45145,6063
2045,54,2016,58,11409,83,2,695,24,21,2,6388,968
2045,54,2017,67,13040,95,2,795,27,24,3,6873,1106
2045,54,2018,95,18698,136,4,1139,39,34,4,9174,1586
2045,54,2019,108,21252,154,4,1295,44,39,5,9801,1803
2045,54,2020,125,24448,177,5,1490,50,45,5,10283,2074
2045,54,2021,141,27537,200,5,1678,57,50,6,11005,2336
2045,54,2022,156,30490,221,6,1858,63,56,7,11320,2586
2045,54,2023,177,34712,252,7,2115,72,63,8,12340,2945
2045,54,2024,196,38308,278,7,2334,79,70,8,13341,3250
2045,54,2025,215,42123,305,8,2567,87,77,9,14380,3573
2045,54,2026,237,46516,337,9,2835,96,85,10,11583,3946
2045,54,2027,265,51848,376,10,3160,107,95,11,12633,4398
2045,54,2028,297,58228,422,11,3548,120,106,13,13826,4939
2045,54,2029,333,65166,472,12,3971,135,119,14,15100,5528
2045,54,2030,372,72930,529,14,4444,151,133,16,16513,6187
2045,54,2031,421,82377,597,16,5020,170,150,18,16333,6988
2045,54,2032,470,92114,668,17,5613,190,168,20,17780,7814
2045,54,2033,527,103212,748,19,6290,213,188,23,19362,8755
2045,54,2034,591,115817,840,22,7058,239,211,25,21159,9825
2045,54,2035,663,129878,942,24,7915,268,237,28,23015,11017
2045,54,2036,742,145415,1054,27,8861,300,266,32,24217,12335
2045,54,2037,838,164076,1190,31,9998,339,300,36,26466,13918
2045,54,2038,959,187929,1363,35,11452,388,343,41,29268,15942
2045,54,2039,1107,216740,1572,41,13208,447,396,47,32537,18386
2045,54,2040,1304,255387,1852,48,15563,527,466,56,36829,21664
2045,54,2041,1562,305914,2218,58,18642,631,559,67,42173,25951
2045,54,2042,1913,374703,2717,71,22834,773,684,82,49080,31786
2045,54,2043,2455,480876,3487,91,29304,993,878,105,59309,40792
2045,54,2044,3322,650623,4717,123,39648,1343,1188,142,74464,55192
2045,54,2045,6228,1219985,8846,230,74343,2518,2228,266,123930,103491
2045,55,2015,902,175486,1221,34,11249,357,316,39,110855,14981
2045,55,2016,144,28010,195,5,1796,57,50,6,15617,2391
2045,55,2017,164,32015,223,6,2052,65,58,7,16797,2733
2045,55,2018,236,45908,319,9,2943,94,83,10,22370,3919
2045,55,2019,268,52179,363,10,3345,106,94,11,23891,4454
2045,55,2020,308,60025,417,12,3848,122,108,13,25003,5124
2045,55,2021,347,67608,470,13,4334,138,122,15,26752,5772
2045,55,2022,385,74859,521,14,4799,152,135,16,27448,6391
2045,55,2023,438,85225,593,16,5463,174,154,19,29912,7276
2045,55,2024,483,94053,654,18,6029,192,169,21,32334,8029
2045,55,2025,531,103419,719,20,6629,211,186,23,34850,8829
2045,55,2026,587,114204,794,22,7321,233,206,25,27078,9749
2045,55,2027,654,127297,885,25,8160,259,229,28,29540,10867
2045,55,2028,734,142959,994,28,9164,291,258,31,32337,12204
2045,55,2029,822,159993,1113,31,10256,326,288,35,35325,13658
2045,55,2030,920,179056,1245,35,11478,365,323,39,38638,15286
2045,55,2031,1039,202251,1407,39,12965,412,364,44,37615,17266
2045,55,2032,1162,226157,1573,44,14497,461,408,50,40974,19307
2045,55,2033,1302,253402,1762,49,16244,516,457,56,44653,21633
2045,55,2034,1461,284352,1978,55,18228,579,512,63,48832,24275
2045,55,2035,1638,318872,2218,62,20441,650,575,70,53159,27222
2045,55,2036,1834,357019,2483,69,22886,727,643,79,55705,30478
2045,55,2037,2069,402835,2802,78,25823,821,726,89,60948,34390
2045,55,2038,2370,461399,3209,89,29577,940,831,102,67486,39389
2045,55,2039,2734,532133,3701,103,34111,1084,959,117,75128,45428
2045,55,2040,3221,627017,4361,121,40194,1277,1130,138,85174,53528
2045,55,2041,3859,751074,5224,145,48146,1530,1353,165,97713,64118
2045,55,2042,4726,919963,6399,178,58972,1874,1658,202,113967,78536
2045,55,2043,6065,1180635,8212,228,75682,2405,2128,260,138095,100789
2045,55,2044,8206,1597393,11110,308,102397,3254,2879,351,174009,136368
2045,55,2045,15388,2995275,20833,578,192005,6102,5398,659,291441,255703
2045,56,2015,1263,248629,2096,66,16003,492,435,57,229349,22106
2045,56,2016,202,39685,335,10,2554,78,69,9,32410,3529
2045,56,2017,230,45359,382,12,2920,90,79,10,34794,4033
2045,56,2018,330,65042,548,17,4187,129,114,15,46381,5783
2045,56,2019,375,73927,623,20,4758,146,129,17,49425,6573
2045,56,2020,432,85043,717,22,5474,168,149,20,51715,7561
2045,56,2021,487,95787,808,25,6165,189,168,22,55212,8517
2045,56,2022,539,106060,894,28,6827,210,186,24,56658,9430
2045,56,2023,613,120747,1018,32,7772,239,211,28,61610,10736
2045,56,2024,677,133254,1123,35,8577,264,233,31,66528,11848
2045,56,2025,744,146524,1235,39,9431,290,256,34,71629,13028
2045,56,2026,822,161804,1364,43,10415,320,283,37,57160,14386
2045,56,2027,916,180354,1521,48,11609,357,316,41,62224,16036
2045,56,2028,1029,202544,1708,53,13037,401,354,47,67940,18009
2045,56,2029,1151,226679,1911,60,14591,448,397,52,74032,20155
2045,56,2030,1288,253687,2139,67,16329,502,444,58,80776,22556
2045,56,2031,1455,286549,2416,76,18444,567,501,66,79313,25478
2045,56,2032,1627,320419,2701,85,20624,634,561,74,86067,28490
2045,56,2033,1823,359021,3027,95,23109,710,628,83,93401,31922
2045,56,2034,2046,402870,3396,106,25931,797,705,93,101737,35820
2045,56,2035,2295,451778,3809,119,29079,893,790,104,110227,40169
2045,56,2036,2569,505825,4264,134,32558,1000,885,116,115268,44974
2045,56,2037,2899,570738,4812,151,36736,1129,998,131,125392,50746
2045,56,2038,3320,653711,5511,173,42077,1293,1144,150,137932,58123
2045,56,2039,3829,753927,6356,199,48528,1491,1319,173,152455,67034
2045,56,2040,4512,888359,7489,235,57181,1757,1554,204,171433,78987
2045,56,2041,5405,1064123,8971,281,68494,2104,1862,245,194783,94615
2045,56,2042,6620,1303403,10989,344,83896,2578,2280,300,224577,115890
2045,56,2043,8496,1672724,14102,442,107667,3308,2926,385,268209,148727
2045,56,2044,11495,2263188,19080,597,145674,4476,3959,521,331451,201227
2045,56,2045,21554,4243711,35778,1120,273153,8392,7424,976,536145,377322
2050,1,2020,1273,260678,2118,66,13620,540,478,58,221958,22562
2050,1,2021,253,51808,421,13,2707,107,95,11,41229,4484
2050,1,2022,283,58007,471,15,3031,120,106,13,42271,5021
2050,1,2023,321,65812,535,17,3438,136,121,15,45808,5696
2050,1,2024,373,76280,620,19,3985,158,140,17,49820,6602
2050,1,2025,433,88684,720,22,4633,184,162,20,54134,7676
2050,1,2026,493,101002,820,26,5277,209,185,22,58468,8742
2050,1,2027,565,115775,940,29,6049,240,212,26,63807,10020
2050,1,2028,646,132308,1075,33,6913,274,242,29,69663,11451
2050,1,2029,715,146408,1189,37,7649,303,268,32,75434,12672
2050,1,2030,792,162127,1317,41,8471,336,297,36,81801,14032
2050,1,2031,887,181598,1475,46,9488,376,333,40,69790,15717
2050,1,2032,977,200129,1626,51,10456,414,367,44,75089,17321
2050,1,2033,1082,221604,1800,56,11578,459,406,49,80805,19180
2050,1,2034,1201,246000,1998,62,12853,509,451,54,87302,21291
2050,1,2035,1319,270011,2193,68,14107,559,495,60,93384,23370
2050,1,2036,1450,296974,2412,75,15516,615,544,66,91300,25703
2050,1,2037,1605,328628,2670,83,17170,681,602,73,97952,28443
2050,1,2038,1793,367086,2982,93,19179,760,672,81,105862,31771
2050,1,2039,1996,408779,3321,103,21357,847,749,91,114315,35380
2050,1,2040,2263,463315,3764,117,24207,959,849,103,125031,40100
2050,1,2041,2562,524732,4263,133,27416,1087,961,116,133029,45416
2050,1,2042,2907,595209,4835,150,31098,1233,1090,132,145241,51515
2050,1,2043,3333,682541,5545,172,35661,1413,1250,151,159651,59074
2050,1,2044,3862,790780,6424,200,41316,1638,1449,175,176902,68442
2050,1,2045,4525,926654,7528,234,48415,1919,1698,205,197354,80202
2050,1,2046,5394,1104645,8973,279,57714,2288,2024,245,222520,95607
2050,1,2047,6584,1348206,10952,341,70439,2792,2470,299,254755,116687
2050,1,2048,8379,1715924,13939,434,89651,3553,3143,380,300406,148513
2050,1,2049,11233,2300290,18686,581,120183,4764,4214,510,365600,199090
2050,1,2050,20853,4270127,34688,1079,223100,8843,7822,946,578912,369580
2050,4,2020,6638,1369443,12610,291,83998,2834,2507,292,1062126,112675
2050,4,2021,1319,272165,2506,58,16694,563,498,58,197557,22393
2050,4,2022,1477,304735,2806,65,18692,631,558,65,203318,25073
2050,4,2023,1676,345733,3183,74,21206,715,633,74,220562,28446
2050,4,2024,1942,400729,3690,85,24580,829,734,86,240240,32971
2050,4,2025,2258,465891,4290,99,28576,964,853,99,261495,38333
2050,4,2026,2572,530603,4886,113,32546,1098,971,113,282834,43657
2050,4,2027,2948,608212,5600,129,37306,1259,1113,130,309091,50042
2050,4,2028,3369,695065,6400,148,42633,1438,1272,148,337913,57188
2050,4,2029,3728,769141,7082,164,47177,1592,1408,164,366151,63283
2050,4,2030,4129,851713,7843,181,52242,1763,1559,182,397312,70077
2050,4,2031,4624,954001,8784,203,58516,1974,1746,204,351959,78493
2050,4,2032,5096,1051354,9681,224,64487,2176,1925,224,378954,86503
2050,4,2033,5643,1164168,10720,248,71407,2409,2131,249,408159,95785
2050,4,2034,6264,1292334,11900,275,79268,2674,2366,276,441351,106330
2050,4,2035,6876,1418471,13061,302,87005,2935,2597,303,472496,116709
2050,4,2036,7562,1560120,14366,332,95693,3229,2856,333,469609,128363
2050,4,2037,8368,1726410,15897,367,105893,3573,3161,369,504304,142045
2050,4,2038,9348,1928446,17757,410,118285,3991,3530,412,545598,158668
2050,4,2039,10410,2147474,19774,457,131720,4444,3931,459,589755,176689
2050,4,2040,11798,2433972,22412,518,149293,5037,4456,520,645812,200262
2050,4,2041,13362,2756616,25383,586,169083,5705,5047,589,691398,226808
2050,4,2042,15157,3126860,28792,665,191793,6471,5724,668,755855,257271
2050,4,2043,17381,3585646,33016,763,219933,7420,6564,766,832099,295019
2050,4,2044,20137,4154271,38252,884,254811,8597,7605,887,923534,341804
2050,4,2045,23597,4868070,44825,1036,298593,10074,8912,1039,1032276,400534
2050,4,2046,28130,5803126,53435,1234,355947,12009,10624,1239,1166552,477468
2050,4,2047,34332,7082649,65217,1507,434429,14657,12966,1512,1339242,582744
2050,4,2048,43696,9014406,83004,1918,552917,18655,16503,1925,1584809,741685
2050,4,2049,58577,12084299,111272,2571,741216,25008,22123,2580,1938122,994269
2050,4,2050,108738,22432594,206559,4772,1375950,46424,41067,4790,3096713,1845704
2050,5,2020,942,179396,1336,36,10102,371,328,40,137210,15133
2050,5,2021,187,35654,266,7,2008,74,65,8,25469,3008
2050,5,2022,210,39920,297,8,2248,82,73,9,26029,3367
2050,5,2023,238,45291,337,9,2550,94,83,10,28192,3820
2050,5,2024,276,52495,391,11,2956,108,96,12,30637,4428
2050,5,2025,320,61032,455,12,3437,126,112,14,33261,5148
2050,5,2026,365,69509,518,14,3914,144,127,16,35897,5863
2050,5,2027,418,79676,593,16,4487,165,146,18,39146,6721
2050,5,2028,478,91053,678,18,5127,188,166,20,42709,7681
2050,5,2029,529,100757,751,20,5674,208,184,23,46231,8499
2050,5,2030,586,111574,831,22,6283,231,204,25,50115,9412
2050,5,2031,656,124974,931,25,7037,258,228,28,41209,10542
2050,5,2032,723,137727,1026,28,7756,285,252,31,44333,11618
2050,5,2033,801,152506,1136,31,8588,315,279,34,47700,12865
2050,5,2034,889,169295,1261,34,9533,350,309,38,51527,14281
2050,5,2035,976,185819,1384,37,10464,384,340,42,55109,15675
2050,5,2036,1073,204375,1522,41,11509,422,374,46,53033,17240
2050,5,2037,1188,226159,1685,45,12735,467,413,51,56903,19077
2050,5,2038,1326,252626,1882,51,14226,522,462,56,61505,21310
2050,5,2039,1477,281318,2095,56,15841,581,514,63,66423,23730
2050,5,2040,1674,318849,2375,64,17955,659,583,71,72658,26896
2050,5,2041,1896,361116,2690,72,20335,746,660,81,76945,30462
2050,5,2042,2151,409617,3051,82,23066,847,749,92,84034,34553
2050,5,2043,2466,469718,3499,94,26450,971,859,105,92405,39623
2050,5,2044,2858,544208,4054,109,30645,1125,995,122,102430,45906
2050,5,2045,3349,637715,4750,128,35910,1318,1166,142,114324,53794
2050,5,2046,3992,760207,5663,153,42808,1571,1390,170,128973,64127
2050,5,2047,4872,927823,6911,186,52247,1917,1696,207,147754,78266
2050,5,2048,6201,1180883,8796,237,66497,2440,2159,264,174379,99613
2050,5,2049,8312,1583039,11792,318,89143,3272,2894,354,212471,133536
2050,5,2050,15430,2938660,21890,590,165479,6073,5372,657,337176,247889
2050,6,2020,1194,218606,1747,46,16212,453,401,17,100192,20224
2050,6,2021,237,43446,347,9,3222,90,80,3,18680,4019
2050,6,2022,266,48645,389,10,3608,101,89,4,19181,4500
2050,6,2023,301,55190,441,12,4093,114,101,4,20846,5106
2050,6,2024,349,63969,511,14,4744,133,117,5,22769,5918
2050,6,2025,406,74371,594,16,5516,154,136,6,24860,6880
2050,6,2026,462,84701,677,18,6282,176,155,6,26958,7836
2050,6,2027,530,97090,776,21,7200,201,178,7,29534,8982
2050,6,2028,606,110954,887,24,8229,230,204,8,32366,10265
2050,6,2029,670,122779,981,26,9106,255,225,9,35112,11359
2050,6,2030,742,135960,1087,29,10083,282,249,10,38144,12578
2050,6,2031,831,152288,1217,32,11294,316,279,12,31001,14089
2050,6,2032,916,167829,1341,36,12447,348,308,13,33467,15527
2050,6,2033,1015,185838,1485,39,13782,385,341,14,36161,17193
2050,6,2034,1126,206297,1649,44,15300,428,378,16,39224,19086
2050,6,2035,1236,226433,1810,48,16793,470,415,17,42119,20949
2050,6,2036,1360,249044,1991,53,18470,516,457,19,40518,23040
2050,6,2037,1505,275590,2203,58,20438,572,506,21,43723,25496
2050,6,2038,1681,307841,2461,65,22830,638,565,23,47555,28480
2050,6,2039,1872,342803,2740,73,25423,711,629,26,51665,31715
2050,6,2040,2121,388537,3106,82,28815,806,713,30,56917,35946
2050,6,2041,2403,440042,3517,93,32635,913,807,34,60665,40711
2050,6,2042,2725,499145,3990,106,37018,1035,916,38,66811,46179
2050,6,2043,3125,572381,4575,121,42449,1187,1050,44,74171,52954
2050,6,2044,3621,663152,5301,141,49181,1375,1217,51,83078,61352
2050,6,2045,4243,777097,6211,165,57632,1612,1426,59,93834,71893
2050,6,2046,5058,926362,7404,196,68701,1921,1699,71,107347,85703
2050,6,2047,6173,1130613,9037,240,83849,2345,2074,86,125060,104599
2050,6,2048,7857,1438982,11502,305,106719,2984,2640,110,150734,133128
2050,6,2049,10532,1929034,15419,409,143062,4001,3539,147,188931,178465
2050,6,2050,19551,3580939,28622,760,265572,7426,6569,273,315409,331292
2050,8,2020,272,50762,375,10,3351,100,88,12,30103,4514
2050,8,2021,54,10088,74,2,666,20,18,2,5604,897
2050,8,2022,60,11296,83,2,746,22,20,3,5770,1004
2050,8,2023,69,12815,95,2,846,25,22,3,6264,1140
2050,8,2024,79,14854,110,3,981,29,26,3,6830,1321
2050,8,2025,92,17269,127,3,1140,34,30,4,7443,1536
2050,8,2026,105,19668,145,4,1298,39,34,4,8058,1749
2050,8,2027,121,22545,166,4,1488,44,39,5,8815,2005
2050,8,2028,138,25764,190,5,1701,51,45,6,9646,2291
2050,8,2029,153,28510,210,5,1882,56,50,7,10456,2535
2050,8,2030,169,31571,233,6,2084,62,55,7,11351,2807
2050,8,2031,189,35362,261,7,2334,70,62,8,9774,3144
2050,8,2032,209,38971,288,7,2573,77,68,9,10534,3465
2050,8,2033,231,43153,318,8,2849,85,75,10,11359,3837
2050,8,2034,256,47904,353,9,3162,94,83,11,12297,4260
2050,8,2035,281,52579,388,10,3471,104,92,12,13180,4675
2050,8,2036,309,57830,427,11,3818,114,101,13,12967,5142
2050,8,2037,342,63994,472,12,4225,126,111,15,13950,5690
2050,8,2038,383,71483,527,14,4719,141,124,16,15121,6356
2050,8,2039,426,79602,587,15,5255,157,139,18,16375,7078
2050,8,2040,483,90221,666,17,5956,178,157,21,17971,8022
2050,8,2041,547,102181,754,20,6745,201,178,23,19220,9086
2050,8,2042,620,115905,855,22,7651,228,202,27,21068,10306
2050,8,2043,711,132911,981,25,8774,262,231,30,23265,11818
2050,8,2044,824,153988,1136,29,10166,303,268,35,25909,13693
2050,8,2045,966,180447,1332,35,11912,355,314,41,29073,16045
2050,8,2046,1151,215108,1587,41,14200,423,375,49,33006,19127
2050,8,2047,1405,262536,1937,50,17331,517,457,60,38102,23345
2050,8,2048,1788,334142,2466,64,22058,658,582,76,45406,29712
2050,8,2049,2397,447936,3305,86,29571,882,780,102,56060,39830
2050,8,2050,4450,831522,6136,159,54893,1637,1448,190,91138,73938
2050,9,2020,3298,623600,6225,167,38343,1302,1152,150,404577,58107
2050,9,2021,655,123935,1237,33,7620,259,229,30,75298,11548
2050,9,2022,734,138766,1385,37,8532,290,256,33,76970,12930
2050,9,2023,833,157435,1572,42,9680,329,291,38,83542,14670
2050,9,2024,965,182479,1822,49,11220,381,337,44,91067,17003
2050,9,2025,1122,212152,2118,57,13045,443,392,51,99212,19768
2050,9,2026,1278,241619,2412,65,14857,504,446,58,107386,22514
2050,9,2027,1465,276960,2765,74,17030,578,512,66,117439,25807
2050,9,2028,1674,316510,3160,85,19461,661,585,76,128479,29493
2050,9,2029,1852,350241,3496,94,21535,731,647,84,139262,32636
2050,9,2030,2051,387842,3872,104,23847,810,716,93,151165,36139
2050,9,2031,2297,434421,4337,117,26711,907,802,104,119072,40480
2050,9,2032,2532,478752,4779,129,29437,1000,884,115,128419,44610
2050,9,2033,2804,530124,5292,142,32596,1107,979,127,138598,49397
2050,9,2034,3112,588487,5874,158,36184,1229,1087,141,150166,54835
2050,9,2035,3416,645926,6448,173,39716,1349,1193,155,161073,60188
2050,9,2036,3757,710427,7092,191,43682,1483,1312,170,152571,66198
2050,9,2037,4158,786151,7848,211,48338,1641,1452,189,164437,73254
2050,9,2038,4644,878149,8766,236,53995,1834,1622,211,178609,81827
2050,9,2039,5172,977888,9762,263,60128,2042,1806,235,193797,91120
2050,9,2040,5862,1108349,11064,298,68150,2314,2047,266,213178,103277
2050,9,2041,6639,1255272,12531,337,77183,2621,2319,301,225814,116967
2050,9,2042,7530,1423869,14214,382,87550,2973,2630,341,248297,132677
2050,9,2043,8635,1632784,16299,438,100396,3409,3016,392,275155,152144
2050,9,2044,10005,1891718,18884,508,116317,3950,3494,454,307598,176271
2050,9,2045,11724,2216761,22128,595,136303,4628,4094,532,346656,206559
2050,9,2046,13975,2642551,26379,710,162484,5517,4881,634,395563,246234
2050,9,2047,17057,3225203,32195,866,198309,6734,5957,774,459435,300526
2050,9,2048,21709,4104866,40976,1102,252397,8571,7582,984,551681,382493
2050,9,2049,29102,5502793,54931,1478,338352,11489,10164,1320,688072,512753
2050,9,2050,54023,10215063,101970,2743,628098,21328,18868,2450,1138888,951845
2050,10,2020,6012,1151765,11680,317,67494,2414,2135,276,765803,107772
2050,10,2021,1195,228903,2321,63,13414,480,424,55,142577,21419
