BLDGID5,REGION5,CENDIV5,SQFT5,YRCONC5,PBA5,ADJWT5,ELHTBTU5,ELCLBTU5,ELVNBTU5,ELWTBTU5,ELLTBTU5,ELCKBTU5,ELRFBTU5,ELOFBTU5,ELMSBTU5,NGHTBTU5,NGWTBTU5,NGCKBTU5,NGMSBTU5,FKHTBTU5,FKWTBTU5,FKMSBTU5,DHHTBTU5,DHWTBTU5,DHMSBTU5
198,3,5,300000,5,5,139.66,86162,777815,31909,337989,842757,0,10926,77076,57257,              ,              ,              ,              ,              ,              ,              ,              ,              ,
199,4,9,7000,6,2,444.28,20277,37540,8232,0,23846,0,336,11677,3265,              ,              ,              ,              ,              ,              ,              ,              ,              ,
200,2,3,15000,3,2,1426.16,0,17085,382,32818,40630,0,729,24632,6245,              ,              ,              ,              ,              ,              ,              ,907000,0,0
201,3,5,1500,7,5,1337.55,0,0,0,0,518038,0,4464,27161,20694,              ,              ,              ,              ,              ,              ,              ,              ,              ,
202,1,1,4000,4,3,1682.09,7957,11027,8202,81914,152453,0,2543,13163,5265,              ,              ,              ,              ,              ,              ,              ,              ,              ,
203,2,3,900000,5,2,218.46,0,14525919,25233986,0,43322677,0,537389,21621186,7311592,              ,              ,              ,              ,              ,              ,              ,32277555,6831445,0
204,1,2,7000,3,3,163.17,0,19141,14826,0,145602,0,5347,21995,3644,70716,60584,0,0,              ,              ,              ,              ,              ,
205,2,3,80000,5,3,517.24,0,274170,265223,0,3508353,85476,107854,102240,502326,2384348,831997,0,0,              ,              ,              ,              ,              ,
206,1,1,100000,6,2,12.03,1909778,2332429,1349748,725666,3702911,90739,77024,2790985,854748,222010,0,0,101405,0,0,79331,              ,              ,
207,1,2,30000,3,3,287.68,0,87941,6465,0,1312405,0,65099,255190,48067,4262626,546064,234027,0,              ,              ,              ,              ,              ,
208,1,2,50000,4,14,424.75,145591,201059,5425,0,449925,0,26968,10934,48849,0,0,14200,0,4261562,1009074,0,              ,              ,
209,1,2,2500,4,15,1421.18,27264,243232,34995,0,196833,0,94556,995,11135,66826,62784,188351,0,              ,              ,              ,              ,              ,
210,2,4,400000,9,20,10.69,0,0,0,0,1672873,0,4660,7544,43852,              ,              ,              ,              ,              ,              ,              ,              ,              ,
211,1,2,60000,6,14,21.37,0,276846,80961,461137,897845,0,30959,42085,60283,1488448,0,0,0,              ,              ,              ,              ,              ,
212,3,5,50001,2,1,279.33,              ,              ,              ,              ,              ,              ,              ,              ,,              ,              ,              ,              ,              ,              ,              ,              ,              ,
213,2,3,10000,4,5,563.63,0,0,0,0,215720,0,7790,48994,37329,              ,              ,              ,              ,              ,              ,              ,              ,              ,
214,2,3,50000,5,12,436.92,25046,10651,0,0,62398,0,2853,1202,5702,245267,68887,0,0,              ,              ,              ,              ,              ,
215,3,5,12500,6,3,1914.28,0,21439,9047,36291,102405,0,4601,19357,2911,605092,0,0,102757,              ,              ,              ,              ,              ,
216,3,7,1500,5,14,1423.83,0,313,8979,0,15062,0,672,333,1414,84807,62546,0,0,              ,              ,              ,              ,              ,
217,4,9,1500,9,3,1440.92,0,0,0,0,31370,0,3496,11804,4722,              ,              ,              ,              ,              ,              ,              ,              ,              ,
218,4,8,22500,3,13,412.43,95622,10283,106295,0,270290,0,7482,4413,18432,0,883911,0,0,              ,              ,              ,              ,              ,
219,4,9,250000,9,20,76.94,0,590028,18349,5062150,8588293,0,17617,28529,165824,              ,              ,              ,              ,              ,              ,              ,              ,              ,
220,2,4,1500,5,12,4283.14,0,3888,2136,0,1460,0,458,83,408,              ,              ,              ,              ,              ,              ,              ,              ,              ,
221,2,3,140000,2,2,319.58,0,1289637,62833,0,955722,0,19248,413979,414571,10725992,1367845,0,0,              ,              ,              ,              ,              ,
222,3,7,80000,6,14,3.94,0,688733,431215,0,2053842,0,124406,55684,236171,837931,213261,38004,0,              ,              ,              ,              ,              ,
223,4,9,35000,2,13,1.09,35527,0,0,0,1570008,20133,24692,16859,79523,0,0,105472,0,              ,              ,              ,1169370,1813630,0
224,3,5,120000,5,2,10.87,740791,900685,1354553,542058,4269124,0,58603,2223224,628922,              ,              ,              ,              ,              ,              ,              ,              ,              ,
225,1,2,9000,6,3,1896.5,9428,18236,10907,0,94482,0,3600,14596,3551,115979,39812,0,0,              ,              ,              ,              ,              ,
226,4,9,250000,4,2,241.5,43537,4692843,6077047,755967,12026428,0,67910,2026280,1993666,985560,64226,0,0,0,0,1159864,              ,              ,
227,3,5,10000,5,18,389,15394,296556,24693,0,162988,0,10633,4716,38908,0,1894080,0,0,              ,              ,              ,              ,              ,
228,3,7,500000,9,2,1.04,362139,3923379,3013602,717953,3428852,0,116169,4220790,1565795,              ,              ,              ,              ,0,0,184042,              ,              ,
229,2,3,1500,4,2,1854.51,18572,6829,2930,0,9346,0,137,4330,1630,120281,49607,0,0,              ,              ,              ,              ,              ,
230,3,5,450000,6,16,21.91,942833,11617968,3455130,0,13541613,2267424,1382025,2885328,3781612,58476138,66482329,0,0,0,0,214969,              ,              ,
231,3,5,160000,7,5,153.93,0,14280,644,0,118933,0,1720,12181,8965,94591,15203,0,0,              ,              ,              ,              ,              ,
232,3,7,20000,3,2,553.72,0,103161,43449,0,58714,0,1053,35922,8641,529753,71595,0,0,              ,              ,              ,              ,              ,
233,3,7,2000,3,3,541.42,0,7756,4895,12645,14713,0,777,2625,1050,34713,0,0,9225,              ,              ,              ,              ,              ,
234,4,9,10000,6,18,435.97,5945,178907,18482,0,74700,0,4726,2096,17293,0,514912,0,0,              ,              ,              ,              ,              ,
235,3,7,100000,4,12,225.04,0,72244,14802,15791,15711,0,2442,546,2674,272745,0,0,86582,              ,              ,              ,              ,              ,
236,4,8,1001,6,2,2021.16,0,2272,1161,3420,4719,0,78,2754,618,122995,0,0,7894,              ,              ,              ,              ,              ,
237,3,7,20000,6,1,541.42,8262,38340,7630,0,84938,0,535,737,4285,181405,8,0,0,              ,              ,              ,              ,              ,
238,3,6,120000,7,14,10.24,0,0,413760,1310910,3351311,0,149245,264853,169963,2995,0,607,0,              ,              ,              ,              ,              ,
239,2,3,4500,4,3,609.32,0,1646,5962,0,27885,0,1399,4883,1953,343634,38948,0,0,              ,              ,              ,              ,              ,
240,2,3,80000,6,5,150.1,35592,20279,2324,0,322240,0,1058,8683,6616,200924,33791,0,0,              ,              ,              ,              ,              ,
241,4,9,50001,6,5,133.42,0,66749,4452,0,336129,0,5063,39165,25613,320053,85990,0,0,              ,              ,              ,              ,              ,
242,3,5,5001,5,5,1438.51,0,22205,3063,60986,81096,0,1271,8747,6665,              ,              ,              ,              ,              ,              ,              ,              ,              ,
243,4,9,5001,7,15,1349.78,0,338045,54518,0,345680,0,198418,7928,55241,216210,392673,1178078,0,              ,              ,              ,              ,              ,
244,4,8,50000,5,14,384.94,0,671057,253211,0,1010716,0,67978,24687,117080,397428,58522,0,0,0,0,68513,              ,              ,
245,1,2,60000,3,14,275.92,0,157543,3756,0,315977,0,27846,9494,41074,6771305,449497,0,0,              ,              ,              ,              ,              ,
246,2,4,1001,7,1,1837.42,0,16235,4203,15790,312,0,76,101,586,              ,              ,              ,              ,              ,              ,              ,              ,              ,
247,4,8,4000,3,12,2115.72,6361,14159,5719,5753,5457,1542,886,618,3028,121693,0,0,28850,              ,              ,              ,              ,              ,
248,4,9,6000,4,14,1389.2,0,87169,34247,40005,66897,0,5358,1773,8686,67399,0,0,0,              ,              ,              ,              ,              ,
249,2,3,35000,3,1,141.14,5155,0,334,6443,9,0,27,36,211,              ,              ,              ,              ,              ,              ,              ,              ,              ,
250,2,3,1500,3,5,1525.12,              ,              ,              ,              ,              ,              ,              ,              ,,              ,              ,              ,              ,              ,              ,              ,              ,              ,
251,4,9,1500,3,14,1259.45,0,0,0,0,50474,0,2734,1448,7094,              ,              ,              ,              ,              ,              ,              ,              ,              ,
252,3,7,9000,6,2,415.45,207997,110487,27793,85392,80912,0,1428,47874,13601,              ,              ,              ,              ,              ,              ,              ,              ,              ,
253,3,5,15000,4,3,225.04,1719,80458,18592,84308,154698,0,64147,76129,30452,              ,              ,              ,              ,              ,              ,              ,              ,              ,
254,2,3,9000,6,3,222.14,29497,803,1802,13852,9823,0,733,2792,673,              ,              ,              ,              ,              ,              ,              ,              ,              ,
255,1,2,600000,9,2,1.07,984203,893108,1830576,272835,2759138,0,75533,2918325,933091,768366,103367,25842,158592,0,0,111645,              ,              ,
256,3,7,4500,4,12,1882.46,0,6267,2268,0,1063,0,253,47,232,              ,              ,              ,              ,              ,              ,              ,              ,              ,
257,4,9,80000,6,14,462.22,46939,1882386,488173,0,5577712,0,191283,389099,322849,4294421,1608746,0,0,              ,              ,              ,              ,              ,
