SO2 Region 4,resid others,trad biomass,trad biomass generic,ALL,SO2_4,,,15,7,,,,,,,,,,,
SO2 Region 4,comm heating,biomass,biomass boiler,ALL,SO2_4,,,17,7,,,,,,,,,,,
SO2 Region 4,comm heating,coal,coal boiler,ALL,SO2_4,,,18,7,,,,,,,,,,,
SO2 Region 4,comm heating,gas,gas boiler,ALL,SO2_4,,,20,7,,,,,,,,,,,
SO2 Region 4,comm heating,refined liquids,oil boiler,ALL,SO2_4,,,21,7,,,,,,,,,,,
SO2 Region 4,comm heating,trad biomass,trad biomass boiler,ALL,SO2_4,,,22,7,,,,,,,,,,,
SO2 Region 4,comm cooling,gas,gas AC,ALL,SO2_4,,,25,7,,,,,,,,,,,
SO2 Region 4,comm others,biomass,biomass generic,ALL,SO2_4,,,26,7,,,,,,,,,,,
SO2 Region 4,comm others,coal,coal generic,ALL,SO2_4,,,27,7,,,,,,,,,,,
SO2 Region 4,comm others,gas,gas generic,ALL,SO2_4,,,29,7,,,,,,,,,,,
SO2 Region 4,comm others,refined liquids,oil generic,ALL,SO2_4,,,30,7,,,,,,,,,,,
SO2 Region 4,comm others,trad biomass,trad biomass generic,ALL,SO2_4,,,31,7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
130005_dist_heat,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
region,supplysector,subsector,technology,period,generic-ghg,input-driver,,,,,,,,,,,,,,
Eastern Europe,district heat,biomass,biomass,ALL,SO2_1,,,33,7,,,,,,,,,,,
Eastern Europe,district heat,coal,coal,ALL,SO2_1,,,34,7,,,,,,,,,,,
Eastern Europe,district heat,gas,gas,ALL,SO2_1,,,35,7,,,,,,,,,,,
Eastern Europe,district heat,refined liquids,refined liquids,ALL,SO2_1,,,36,7,,,,,,,,,,,
China,district heat,biomass,biomass,ALL,SO2_2,,,33,7,,,,,,,,,,,
China,district heat,coal,coal,ALL,SO2_2,,,34,7,,,,,,,,,,,
China,district heat,gas,gas,ALL,SO2_2,,,35,7,,,,,,,,,,,
China,district heat,refined liquids,refined liquids,ALL,SO2_2,,,36,7,,,,,,,,,,,
Former Soviet Union,district heat,biomass,biomass,ALL,SO2_4,,,33,7,,,,,,,,,,,
Former Soviet Union,district heat,coal,coal,ALL,SO2_4,,,34,7,,,,,,,,,,,
Former Soviet Union,district heat,gas,gas,ALL,SO2_4,,,35,7,,,,,,,,,,,
Former Soviet Union,district heat,refined liquids,refined liquids,ALL,SO2_4,,,36,7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
OUTPUT-DRIVER GHGs,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
13001,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
region,supplysector,subsector,technology,period,generic-ghg,output-driver,,,,,,,,,,,,,,
ALL,resid cooling,electricity,electric AC,ALL,HFC134a,,,8,10,,,,,,,,,,,
ALL,comm cooling,electricity,electric AC,ALL,HFC134a,,,24,10,,,,,,,,,,,
ALL,resid cooling,electricity,electric AC,ALL,HFC125,,,8,11,,,,,,,,,,,
ALL,comm cooling,electricity,electric AC,ALL,HFC125,,,24,11,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Emissions unit,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
13005,,,,,,,,,,,,,,,,,,,,
,,,,,emissions-unit,,,,,,,,,,,,,,,
region,supplysector,subsector,technology,generic-ghg,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,,,,,
ALL,resid cooling,electricity,electric AC,HFC134a,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg,,,,,,,
ALL,comm cooling,electricity,electric AC,HFC134a,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg,,,,,,,
ALL,resid cooling,electricity,electric AC,HFC125,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg,,,,,,,
ALL,comm cooling,electricity,electric AC,HFC125,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Uncontrolled emissions coefficients,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
13015,,,,,,,,,,,,,,,,,,,,
,,,,,uncontrolled-emiss-coef,,,,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,USA,Canada,Western Europe,Japan,Australia_NZ,Former Soviet Union,China,Middle East,Africa,Latin America,Southeast Asia,Eastern Europe,Korea,India,,lookup
resid heating,biomass,biomass boiler,1990,CH4,0.384890471,1.145597088,0.213172223,0.40932551,0.754255907,0.577687266,0.265830141,4.371420384,0.895262399,3.216797934,3.184909072,0.223369664,0.07441318,2.682993874,,CH4buildingbiomassbiomass
resid heating,coal,coal boiler,1990,CH4,0.04009191,0.153890148,0.2835803,0.055273182,0.446682415,0.179558397,0.137267206,0.20659127,0.282789266,0.12658407,0.486859351,0.239802553,0.373713083,0.00632021,,CH4buildingcoalcoal
resid heating,gas,gas boiler,1990,CH4,0.001723452,0.006615357,0.011690524,0.002376057,0.019201772,0.006952569,0.005315038,0.007999292,0.010949707,0.004901383,0.018851377,0.009285245,0.014470311,0.000244721,,CH4buildinggasgas
resid heating,refined liquids,oil boiler,1990,CH4,0.004065168,0.015603877,0.028753967,0.005604491,0.045291903,0.018206541,0.013918374,0.020947571,0.028673759,0.012835145,0.049365692,0.02431507,0.037893089,0.000640845,,CH4buildingrefined liquidsrefined liquids
resid heating,trad biomass,trad biomass boiler,1990,CH4,0,0,0,0,0,0,0.171882964,0,0.325822304,0.107893947,0.493479385,0,0,0.482933915,,CH4buildingtrad biomasstrad biomass
resid cooling,gas,gas AC,1990,CH4,0.001723452,0.006615357,0.011690524,0.002376057,0.019201772,0.006952569,0.005315038,0.007999292,0.010949707,0.004901383,0.018851377,0.009285245,0.014470311,0.000244721,,CH4buildinggasgas
resid others,biomass,biomass generic,1990,CH4,0.384890471,1.145597088,0.213172223,0.40932551,0.754255907,0.577687266,0.265830141,4.371420384,0.895262399,3.216797934,3.184909072,0.223369664,0.07441318,2.682993874,,CH4buildingbiomassbiomass
resid others,coal,coal generic,1990,CH4,0.04009191,0.153890148,0.2835803,0.055273182,0.446682415,0.179558397,0.137267206,0.20659127,0.282789266,0.12658407,0.486859351,0.239802553,0.373713083,0.00632021,,CH4buildingcoalcoal
resid others,gas,gas generic,1990,CH4,0.001723452,0.006615357,0.011690524,0.002376057,0.019201772,0.006952569,0.005315038,0.007999292,0.010949707,0.004901383,0.018851377,0.009285245,0.014470311,0.000244721,,CH4buildinggasgas
resid others,refined liquids,oil generic,1990,CH4,0.004065168,0.015603877,0.028753967,0.005604491,0.045291903,0.018206541,0.013918374,0.020947571,0.028673759,0.012835145,0.049365692,0.02431507,0.037893089,0.000640845,,CH4buildingrefined liquidsrefined liquids
resid others,trad biomass,trad biomass generic,1990,CH4,0,0,0,0,0,0,0.171882964,0,0.325822304,0.107893947,0.493479385,0,0,0.482933915,,CH4buildingtrad biomasstrad biomass
comm heating,biomass,biomass boiler,1990,CH4,0.384890471,1.145597088,0.213172223,0.40932551,0.754255907,0.577687266,0.265830141,4.371420384,0.895262399,3.216797934,3.184909072,0.223369664,0.07441318,2.682993874,,CH4buildingbiomassbiomass
comm heating,coal,coal boiler,1990,CH4,0.04009191,0.153890148,0.2835803,0.055273182,0.446682415,0.179558397,0.137267206,0.20659127,0.282789266,0.12658407,0.486859351,0.239802553,0.373713083,0.00632021,,CH4buildingcoalcoal
comm heating,gas,gas boiler,1990,CH4,0.001723452,0.006615357,0.011690524,0.002376057,0.019201772,0.006952569,0.005315038,0.007999292,0.010949707,0.004901383,0.018851377,0.009285245,0.014470311,0.000244721,,CH4buildinggasgas
comm heating,refined liquids,oil boiler,1990,CH4,0.004065168,0.015603877,0.028753967,0.005604491,0.045291903,0.018206541,0.013918374,0.020947571,0.028673759,0.012835145,0.049365692,0.02431507,0.037893089,0.000640845,,CH4buildingrefined liquidsrefined liquids
comm heating,trad biomass,trad biomass boiler,1990,CH4,0,0,0,0,0,0,0.171882964,0,0.325822304,0.107893947,0.493479385,0,0,0.482933915,,CH4buildingtrad biomasstrad biomass
comm cooling,gas,gas AC,1990,CH4,0.001723452,0.006615357,0.011690524,0.002376057,0.019201772,0.006952569,0.005315038,0.007999292,0.010949707,0.004901383,0.018851377,0.009285245,0.014470311,0.000244721,,CH4buildinggasgas
comm others,biomass,biomass generic,1990,CH4,0.384890471,1.145597088,0.213172223,0.40932551,0.754255907,0.577687266,0.265830141,4.371420384,0.895262399,3.216797934,3.184909072,0.223369664,0.07441318,2.682993874,,CH4buildingbiomassbiomass
comm others,coal,coal generic,1990,CH4,0.04009191,0.153890148,0.2835803,0.055273182,0.446682415,0.179558397,0.137267206,0.20659127,0.282789266,0.12658407,0.486859351,0.239802553,0.373713083,0.00632021,,CH4buildingcoalcoal
comm others,gas,gas generic,1990,CH4,0.001723452,0.006615357,0.011690524,0.002376057,0.019201772,0.006952569,0.005315038,0.007999292,0.010949707,0.004901383,0.018851377,0.009285245,0.014470311,0.000244721,,CH4buildinggasgas
comm others,refined liquids,oil generic,1990,CH4,0.004065168,0.015603877,0.028753967,0.005604491,0.045291903,0.018206541,0.013918374,0.020947571,0.028673759,0.012835145,0.049365692,0.02431507,0.037893089,0.000640845,,CH4buildingrefined liquidsrefined liquids
comm others,trad biomass,trad biomass generic,1990,CH4,0,0,0,0,0,0,0.171882964,0,0.325822304,0.107893947,0.493479385,0,0,0.482933915,,CH4buildingtrad biomasstrad biomass
resid heating,biomass,biomass boiler,1990,N2O,0.011395572,0.005351965,0.00153976,0.006543669,0.002313118,0.019033898,0.005392801,0.050095297,0.010641558,0.04488277,0.025163031,0.004536187,0.005180813,0.043961999,,N2Obuildingbiomassbiomass
resid heating,coal,coal boiler,1990,N2O,0.003396183,0.003681133,0.002715993,0.0033892,0.002134952,0.003100798,0.001471448,0.004146341,0.002496531,0.002983436,0.002458485,0.002287518,0.006789445,0.000790966,,N2Obuildingcoalcoal
resid heating,gas,gas boiler,1990,N2O,0.000127744,0.000138462,0.00010216,0.000127482,8.03042E-05,0.000116634,5.53472E-05,0.000155961,9.39047E-05,0.000112219,9.24737E-05,8.60429E-05,0.000255379,2.97514E-05,,N2Obuildinggasgas
resid heating,refined liquids,oil boiler,1990,N2O,0.001003564,0.001087766,0.000802569,0.0010015,0.000630873,0.000916278,0.000434809,0.001225234,0.000737719,0.000881598,0.000726476,0.000675956,0.002006264,0.000233728,,N2Obuildingrefined liquidsrefined liquids
resid heating,trad biomass,trad biomass boiler,1990,N2O,0,0,0,0,0,0,0.003486928,0,0.003872895,0.001505404,0.003898836,0,0,0.007913078,,N2Obuildingtrad biomasstrad biomass
resid cooling,gas,gas AC,1990,N2O,0.000127744,0.000138462,0.00010216,0.000127482,8.03042E-05,0.000116634,5.53472E-05,0.000155961,9.39047E-05,0.000112219,9.24737E-05,8.60429E-05,0.000255379,2.97514E-05,,N2Obuildinggasgas
resid others,biomass,biomass generic,1990,N2O,0.011395572,0.005351965,0.00153976,0.006543669,0.002313118,0.019033898,0.005392801,0.050095297,0.010641558,0.04488277,0.025163031,0.004536187,0.005180813,0.043961999,,N2Obuildingbiomassbiomass
resid others,coal,coal generic,1990,N2O,0.003396183,0.003681133,0.002715993,0.0033892,0.002134952,0.003100798,0.001471448,0.004146341,0.002496531,0.002983436,0.002458485,0.002287518,0.006789445,0.000790966,,N2Obuildingcoalcoal
resid others,gas,gas generic,1990,N2O,0.000127744,0.000138462,0.00010216,0.000127482,8.03042E-05,0.000116634,5.53472E-05,0.000155961,9.39047E-05,0.000112219,9.24737E-05,8.60429E-05,0.000255379,2.97514E-05,,N2Obuildinggasgas
resid others,refined liquids,oil generic,1990,N2O,0.001003564,0.001087766,0.000802569,0.0010015,0.000630873,0.000916278,0.000434809,0.001225234,0.000737719,0.000881598,0.000726476,0.000675956,0.002006264,0.000233728,,N2Obuildingrefined liquidsrefined liquids
resid others,trad biomass,trad biomass generic,1990,N2O,0,0,0,0,0,0,0.003486928,0,0.003872895,0.001505404,0.003898836,0,0,0.007913078,,N2Obuildingtrad biomasstrad biomass
comm heating,biomass,biomass boiler,1990,N2O,0.011395572,0.005351965,0.00153976,0.006543669,0.002313118,0.019033898,0.005392801,0.050095297,0.010641558,0.04488277,0.025163031,0.004536187,0.005180813,0.043961999,,N2Obuildingbiomassbiomass
comm heating,coal,coal boiler,1990,N2O,0.003396183,0.003681133,0.002715993,0.0033892,0.002134952,0.003100798,0.001471448,0.004146341,0.002496531,0.002983436,0.002458485,0.002287518,0.006789445,0.000790966,,N2Obuildingcoalcoal
comm heating,gas,gas boiler,1990,N2O,0.000127744,0.000138462,0.00010216,0.000127482,8.03042E-05,0.000116634,5.53472E-05,0.000155961,9.39047E-05,0.000112219,9.24737E-05,8.60429E-05,0.000255379,2.97514E-05,,N2Obuildinggasgas
comm heating,refined liquids,oil boiler,1990,N2O,0.001003564,0.001087766,0.000802569,0.0010015,0.000630873,0.000916278,0.000434809,0.001225234,0.000737719,0.000881598,0.000726476,0.000675956,0.002006264,0.000233728,,N2Obuildingrefined liquidsrefined liquids
comm heating,trad biomass,trad biomass boiler,1990,N2O,0,0,0,0,0,0,0.003486928,0,0.003872895,0.001505404,0.003898836,0,0,0.007913078,,N2Obuildingtrad biomasstrad biomass
comm cooling,gas,gas AC,1990,N2O,0.000127744,0.000138462,0.00010216,0.000127482,8.03042E-05,0.000116634,5.53472E-05,0.000155961,9.39047E-05,0.000112219,9.24737E-05,8.60429E-05,0.000255379,2.97514E-05,,N2Obuildinggasgas
comm others,biomass,biomass generic,1990,N2O,0.011395572,0.005351965,0.00153976,0.006543669,0.002313118,0.019033898,0.005392801,0.050095297,0.010641558,0.04488277,0.025163031,0.004536187,0.005180813,0.043961999,,N2Obuildingbiomassbiomass
comm others,coal,coal generic,1990,N2O,0.003396183,0.003681133,0.002715993,0.0033892,0.002134952,0.003100798,0.001471448,0.004146341,0.002496531,0.002983436,0.002458485,0.002287518,0.006789445,0.000790966,,N2Obuildingcoalcoal
comm others,gas,gas generic,1990,N2O,0.000127744,0.000138462,0.00010216,0.000127482,8.03042E-05,0.000116634,5.53472E-05,0.000155961,9.39047E-05,0.000112219,9.24737E-05,8.60429E-05,0.000255379,2.97514E-05,,N2Obuildinggasgas
comm others,refined liquids,oil generic,1990,N2O,0.001003564,0.001087766,0.000802569,0.0010015,0.000630873,0.000916278,0.000434809,0.001225234,0.000737719,0.000881598,0.000726476,0.000675956,0.002006264,0.000233728,,N2Obuildingrefined liquidsrefined liquids
comm others,trad biomass,trad biomass generic,1990,N2O,0,0,0,0,0,0,0.003486928,0,0.003872895,0.001505404,0.003898836,0,0,0.007913078,,N2Obuildingtrad biomasstrad biomass
resid heating,biomass,biomass boiler,1990,NOx,0.382008524,0.141614348,0.14310916,0.385750007,0.779946195,0.486549213,0.215169637,2.321273339,0.471259867,2.215054807,0.508898128,0.423901782,0.212243769,0.572766536,,NOxbuildingbiomassbiomass
resid heating,coal,coal boiler,1990,NOx,0.43128769,0.352687748,0.948254065,0.319515068,1.805005145,0.300961307,0.104882747,0.659998283,0.308898805,0.60589944,0.16874045,0.479790557,0.586799221,0.031194634,,NOxbuildingcoalcoal
resid heating,gas,gas boiler,1990,NOx,0.063901417,0.052255716,0.140497353,0.047340711,0.267437234,0.044591707,0.015524993,0.097788151,0.04576776,0.089772636,0.025001302,0.071087808,0.086942667,0.00462193,,NOxbuildinggasgas
resid heating,refined liquids,oil boiler,1990,NOx,0.073235033,0.059888328,0.161018779,0.054255424,0.306499846,0.051104893,0.017792616,0.112071355,0.052452724,0.102885072,0.028653061,0.081471087,0.09964175,0.005297021,,NOxbuildingrefined liquidsrefined liquids
resid heating,trad biomass,trad biomass boiler,1990,NOx,0,0,0,0,0,0,0.139126417,0,0.171510583,0.07429469,0.078850206,0,0,0.103096913,,NOxbuildingtrad biomasstrad biomass
resid cooling,gas,gas AC,1990,NOx,0.063901417,0.052255716,0.140497353,0.047340711,0.267437234,0.044591707,0.015524993,0.097788151,0.04576776,0.089772636,0.025001302,0.071087808,0.086942667,0.00462193,,NOxbuildinggasgas
resid others,biomass,biomass generic,1990,NOx,0.382008524,0.141614348,0.14310916,0.385750007,0.779946195,0.486549213,0.215169637,2.321273339,0.471259867,2.215054807,0.508898128,0.423901782,0.212243769,0.572766536,,NOxbuildingbiomassbiomass
resid others,coal,coal generic,1990,NOx,0.43128769,0.352687748,0.948254065,0.319515068,1.805005145,0.300961307,0.104882747,0.659998283,0.308898805,0.60589944,0.16874045,0.479790557,0.586799221,0.031194634,,NOxbuildingcoalcoal
resid others,gas,gas generic,1990,NOx,0.063901417,0.052255716,0.140497353,0.047340711,0.267437234,0.044591707,0.015524993,0.097788151,0.04576776,0.089772636,0.025001302,0.071087808,0.086942667,0.00462193,,NOxbuildinggasgas
resid others,refined liquids,oil generic,1990,NOx,0.073235033,0.059888328,0.161018779,0.054255424,0.306499846,0.051104893,0.017792616,0.112071355,0.052452724,0.102885072,0.028653061,0.081471087,0.09964175,0.005297021,,NOxbuildingrefined liquidsrefined liquids
resid others,trad biomass,trad biomass generic,1990,NOx,0,0,0,0,0,0,0.139126417,0,0.171510583,0.07429469,0.078850206,0,0,0.103096913,,NOxbuildingtrad biomasstrad biomass
comm heating,biomass,biomass boiler,1990,NOx,0.382008524,0.141614348,0.14310916,0.385750007,0.779946195,0.486549213,0.215169637,2.321273339,0.471259867,2.215054807,0.508898128,0.423901782,0.212243769,0.572766536,,NOxbuildingbiomassbiomass
comm heating,coal,coal boiler,1990,NOx,0.43128769,0.352687748,0.948254065,0.319515068,1.805005145,0.300961307,0.104882747,0.659998283,0.308898805,0.60589944,0.16874045,0.479790557,0.586799221,0.031194634,,NOxbuildingcoalcoal
comm heating,gas,gas boiler,1990,NOx,0.063901417,0.052255716,0.140497353,0.047340711,0.267437234,0.044591707,0.015524993,0.097788151,0.04576776,0.089772636,0.025001302,0.071087808,0.086942667,0.00462193,,NOxbuildinggasgas
comm heating,refined liquids,oil boiler,1990,NOx,0.073235033,0.059888328,0.161018779,0.054255424,0.306499846,0.051104893,0.017792616,0.112071355,0.052452724,0.102885072,0.028653061,0.081471087,0.09964175,0.005297021,,NOxbuildingrefined liquidsrefined liquids
comm heating,trad biomass,trad biomass boiler,1990,NOx,0,0,0,0,0,0,0.139126417,0,0.171510583,0.07429469,0.078850206,0,0,0.103096913,,NOxbuildingtrad biomasstrad biomass
comm cooling,gas,gas AC,1990,NOx,0.063901417,0.052255716,0.140497353,0.047340711,0.267437234,0.044591707,0.015524993,0.097788151,0.04576776,0.089772636,0.025001302,0.071087808,0.086942667,0.00462193,,NOxbuildinggasgas
comm others,biomass,biomass generic,1990,NOx,0.382008524,0.141614348,0.14310916,0.385750007,0.779946195,0.486549213,0.215169637,2.321273339,0.471259867,2.215054807,0.508898128,0.423901782,0.212243769,0.572766536,,NOxbuildingbiomassbiomass
comm others,coal,coal generic,1990,NOx,0.43128769,0.352687748,0.948254065,0.319515068,1.805005145,0.300961307,0.104882747,0.659998283,0.308898805,0.60589944,0.16874045,0.479790557,0.586799221,0.031194634,,NOxbuildingcoalcoal
comm others,gas,gas generic,1990,NOx,0.063901417,0.052255716,0.140497353,0.047340711,0.267437234,0.044591707,0.015524993,0.097788151,0.04576776,0.089772636,0.025001302,0.071087808,0.086942667,0.00462193,,NOxbuildinggasgas
comm others,refined liquids,oil generic,1990,NOx,0.073235033,0.059888328,0.161018779,0.054255424,0.306499846,0.051104893,0.017792616,0.112071355,0.052452724,0.102885072,0.028653061,0.081471087,0.09964175,0.005297021,,NOxbuildingrefined liquidsrefined liquids
comm others,trad biomass,trad biomass generic,1990,NOx,0,0,0,0,0,0,0.139126417,0,0.171510583,0.07429469,0.078850206,0,0,0.103096913,,NOxbuildingtrad biomasstrad biomass
resid heating,biomass,biomass boiler,1990,CO,9.037549736,9.522232449,4.365928951,5.012801406,12.71660703,5.556465997,8.187029911,75.27698095,16.46454218,58.62822145,41.57617173,5.756653084,1.326301177,48.00750956,,CObuildingbiomassbiomass
resid heating,coal,coal boiler,1990,CO,1.115067507,2.072476082,5.999059012,0.326934342,7.415977423,1.609227092,4.0954061,3.989070316,4.690649225,0.776209878,8.459396704,5.572964094,7.017599529,0.08512043,,CObuildingcoalcoal
resid heating,gas,gas boiler,1990,CO,0.059415684,0.11043061,0.31965616,0.017420495,0.395155783,0.085746673,0.218221188,0.212555152,0.249938351,0.041359865,0.450753736,0.296951955,0.373928463,0.00453559,,CObuildinggasgas
resid heating,refined liquids,oil boiler,1990,CO,0.088717858,0.164891935,0.477301746,0.026011801,0.590035698,0.128034563,0.325841849,0.317381479,0.37320104,0.061757407,0.673053025,0.443400454,0.558339649,0.006772417,,CObuildingrefined liquidsrefined liquids
resid heating,trad biomass,trad biomass boiler,1990,CO,0,0,0,0,0,0,5.293647165,0,5.992114799,1.966436917,6.441937014,0,0,8.641262565,,CObuildingtrad biomasstrad biomass
resid cooling,gas,gas AC,1990,CO,0.059415684,0.11043061,0.31965616,0.017420495,0.395155783,0.085746673,0.218221188,0.212555152,0.249938351,0.041359865,0.450753736,0.296951955,0.373928463,0.00453559,,CObuildinggasgas
resid others,biomass,biomass generic,1990,CO,9.037549736,9.522232449,4.365928951,5.012801406,12.71660703,5.556465997,8.187029911,75.27698095,16.46454218,58.62822145,41.57617173,5.756653084,1.326301177,48.00750956,,CObuildingbiomassbiomass
resid others,coal,coal generic,1990,CO,1.115067507,2.072476082,5.999059012,0.326934342,7.415977423,1.609227092,4.0954061,3.989070316,4.690649225,0.776209878,8.459396704,5.572964094,7.017599529,0.08512043,,CObuildingcoalcoal
resid others,gas,gas generic,1990,CO,0.059415684,0.11043061,0.31965616,0.017420495,0.395155783,0.085746673,0.218221188,0.212555152,0.249938351,0.041359865,0.450753736,0.296951955,0.373928463,0.00453559,,CObuildinggasgas
resid others,refined liquids,oil generic,1990,CO,0.088717858,0.164891935,0.477301746,0.026011801,0.590035698,0.128034563,0.325841849,0.317381479,0.37320104,0.061757407,0.673053025,0.443400454,0.558339649,0.006772417,,CObuildingrefined liquidsrefined liquids
resid others,trad biomass,trad biomass generic,1990,CO,0,0,0,0,0,0,5.293647165,0,5.992114799,1.966436917,6.441937014,0,0,8.641262565,,CObuildingtrad biomasstrad biomass
comm heating,biomass,biomass boiler,1990,CO,9.037549736,9.522232449,4.365928951,5.012801406,12.71660703,5.556465997,8.187029911,75.27698095,16.46454218,58.62822145,41.57617173,5.756653084,1.326301177,48.00750956,,CObuildingbiomassbiomass
comm heating,coal,coal boiler,1990,CO,1.115067507,2.072476082,5.999059012,0.326934342,7.415977423,1.609227092,4.0954061,3.989070316,4.690649225,0.776209878,8.459396704,5.572964094,7.017599529,0.08512043,,CObuildingcoalcoal
comm heating,gas,gas boiler,1990,CO,0.059415684,0.11043061,0.31965616,0.017420495,0.395155783,0.085746673,0.218221188,0.212555152,0.249938351,0.041359865,0.450753736,0.296951955,0.373928463,0.00453559,,CObuildinggasgas
comm heating,refined liquids,oil boiler,1990,CO,0.088717858,0.164891935,0.477301746,0.026011801,0.590035698,0.128034563,0.325841849,0.317381479,0.37320104,0.061757407,0.673053025,0.443400454,0.558339649,0.006772417,,CObuildingrefined liquidsrefined liquids
comm heating,trad biomass,trad biomass boiler,1990,CO,0,0,0,0,0,0,5.293647165,0,5.992114799,1.966436917,6.441937014,0,0,8.641262565,,CObuildingtrad biomasstrad biomass
comm cooling,gas,gas AC,1990,CO,0.059415684,0.11043061,0.31965616,0.017420495,0.395155783,0.085746673,0.218221188,0.212555152,0.249938351,0.041359865,0.450753736,0.296951955,0.373928463,0.00453559,,CObuildinggasgas
comm others,biomass,biomass generic,1990,CO,9.037549736,9.522232449,4.365928951,5.012801406,12.71660703,5.556465997,8.187029911,75.27698095,16.46454218,58.62822145,41.57617173,5.756653084,1.326301177,48.00750956,,CObuildingbiomassbiomass
comm others,coal,coal generic,1990,CO,1.115067507,2.072476082,5.999059012,0.326934342,7.415977423,1.609227092,4.0954061,3.989070316,4.690649225,0.776209878,8.459396704,5.572964094,7.017599529,0.08512043,,CObuildingcoalcoal
comm others,gas,gas generic,1990,CO,0.059415684,0.11043061,0.31965616,0.017420495,0.395155783,0.085746673,0.218221188,0.212555152,0.249938351,0.041359865,0.450753736,0.296951955,0.373928463,0.00453559,,CObuildinggasgas
comm others,refined liquids,oil generic,1990,CO,0.088717858,0.164891935,0.477301746,0.026011801,0.590035698,0.128034563,0.325841849,0.317381479,0.37320104,0.061757407,0.673053025,0.443400454,0.558339649,0.006772417,,CObuildingrefined liquidsrefined liquids
comm others,trad biomass,trad biomass generic,1990,CO,0,0,0,0,0,0,5.293647165,0,5.992114799,1.966436917,6.441937014,0,0,8.641262565,,CObuildingtrad biomasstrad biomass
resid heating,biomass,biomass boiler,1990,BC,0.074364366,0.052209358,0.020075293,0.024414378,0.097299275,0.141269209,0.053355535,0.004072955,0.097140078,0.938042649,0.257475158,0.028130323,0.155840896,0.265156609,,BCbuildingbiomassbiomass
resid heating,coal,coal boiler,1990,BC,0.250771516,0.204414762,0.051054405,0.024834657,0.355702693,0.207147281,0.108739716,0,0.269984648,0.508341909,0.077234518,0.133935786,0.379288424,0.131644521,,BCbuildingcoalcoal
resid heating,gas,gas boiler,1990,BC,9.27289E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,,BCbuildinggasgas
resid heating,refined liquids,oil boiler,1990,BC,0.001055777,0.000876095,0.001033691,0.004023837,0.002893961,0.001247159,0.005529215,0.002286362,0.004794736,0.004997799,0.003803683,0.000846532,0.002512814,0.005758352,,BCbuildingrefined liquidsrefined liquids
resid heating,trad biomass,trad biomass boiler,1990,BC,0,0,0,0,0,0,0.034499126,0,0.034671546,0.014310937,0.037736185,0,0,0.046082541,,BCbuildingtrad biomasstrad biomass
resid cooling,gas,gas AC,1990,BC,9.27289E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,,BCbuildinggasgas
resid others,biomass,biomass generic,1990,BC,0.074364366,0.052209358,0.020075293,0.024414378,0.097299275,0.141269209,0.053355535,0.004072955,0.097140078,0.938042649,0.257475158,0.028130323,0.155840896,0.265156609,,BCbuildingbiomassbiomass
resid others,coal,coal generic,1990,BC,0.250771516,0.204414762,0.051054405,0.024834657,0.355702693,0.207147281,0.108739716,0,0.269984648,0.508341909,0.077234518,0.133935786,0.379288424,0.131644521,,BCbuildingcoalcoal
