# File: IMAGE_an_Feedfrac_Rimg_C_S_F_Y.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Author: Page Kyle,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Description: IMAGE animal feed fractions by IMAGE region / animal type / feeding system / feed type / and year,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Original source: aglu-data/RawData/IMAGE/Agr Production.xls [Agr Production],,,,,,,,,,,,,,,,,,,,,,,,,,,
# ----------,,,,,,,,,,,,,,,,,,,,,,,,,,,
commodity,system,input,year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Beef,Pastoral,Pasture_FodderGrass,2005,1,1,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.925,0.9,1,0.95,1,0.95,1,0.95,0.5,0.95,0.95,0.6,0.6,0.6,1
Beef,Pastoral,FodderHerb_Residue,2005,0,0,0,0,0,0,0,0,0,0.020133338,0.075650131,0,0,0,0,0,0,0,0,0,0,0,0.214084448,0
Beef,Pastoral,Scavenging_Other,2005,0,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.050112722,0.000444026,0,0.05,0,0.05,0,0.05,0.5,0.05,0.05,0.4,0.4,0.00187709,0
Beef,Pastoral,FeedCrops,2005,0,0,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,0.00475394,0.023905843,0,4.16E-17,0,4.16E-17,0,4.16E-17,0,4.16E-17,4.16E-17,0,0,0.184038463,0
Dairy,Mixed,Pasture_FodderGrass,2005,0.4,0.4,0.45,0.45,0.45,0.45,0.15,0.45,0.65,0.45,0.4,0.4,0.15,0.5,0.15,0.5,0.15,0.1,0.45,0.45,0.45,0.45,0.2,0.6
Dairy,Mixed,FodderHerb_Residue,2005,0.199409406,0.26319015,0.261422755,0.261630742,0.466360094,0.44761524,0.506775229,0.39856745,0.282161049,0.40266677,0.453900787,0.29643239,0.578485577,0.180130541,0.70497458,0.265123276,0.306735539,0.358609929,0.406699023,0.36871572,0.20794801,0.347941454,0.428168895,0.22338939
Dairy,Mixed,Scavenging_Other,2005,0.000856053,0.000742023,0.051535935,0.050510197,0.050299115,0.051653733,0.053849427,0.050153469,0.05040314,0.052254433,0.002664153,0.003508024,0.051736972,0.004421319,0.052042403,0.0037013,0.054820304,0.50155994,0.053088366,0.05044338,0.101366922,0.10020458,0.00375418,0.007897669
Dairy,Mixed,FeedCrops,2005,0.399734542,0.336067827,0.23704131,0.237859061,0.033340791,0.050731027,0.289375344,0.10127908,0.017435811,0.095078797,0.14343506,0.300059586,0.219777451,0.315448141,0.092983017,0.231175424,0.488444156,0.039830131,0.090212611,0.1308409,0.240685068,0.101853966,0.368076925,0.168712941
Dairy,Pastoral,Pasture_FodderGrass,2005,1,1,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.925,0.9,1,0.95,1,0.95,1,0.95,0.5,0.95,0.95,0.6,0.6,0.6,1
Dairy,Pastoral,FodderHerb_Residue,2005,0,0,0,0,0,0,0,0,0,0.020133338,0.075650131,0,0,0,0,0,0,0,0,0,0,0,0.214084448,0
Dairy,Pastoral,Scavenging_Other,2005,0,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.050112722,0.000444026,0,0.05,0,0.05,0,0.05,0.5,0.05,0.05,0.4,0.4,0.00187709,0
Dairy,Pastoral,FeedCrops,2005,0,0,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,0.00475394,0.023905843,0,4.16E-17,0,4.16E-17,0,4.16E-17,0,4.16E-17,4.16E-17,0,0,0.184038463,0
Pork,Mixed,Pasture_FodderGrass,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pork,Mixed,FodderHerb_Residue,2005,0.1575,0.1575,0.42,0.7,0.3,0.55,0.42,0.42,0.4725,0.42,0.315,0.2625,0.42,0.3,0.42,0.42,0.42,0.45,0.105,0.7,0.75,0.7,0.42,0.42
Pork,Mixed,Scavenging_Other,2005,0.001075723,0.001202273,0.00322787,0.000966856,0.00088515,0.005282997,0,0.000488122,0.002570958,0.00271765,0.008116808,0.006854619,0,0.011333843,0.003029339,0.009409011,0.00893655,0.000906791,0.003422268,0.000458829,0.001259446,0.000268858,0.003958636,0.02170602
Pork,Mixed,FeedCrops,2005,0.841424277,0.841297727,0.57677213,0.299033144,0.69911485,0.444717003,0.58,0.579511878,0.524929042,0.57728235,0.676883192,0.730645381,0.58,0.688666157,0.576970661,0.570590989,0.57106345,0.549093209,0.891577732,0.299541171,0.248740554,0.299731142,0.576041364,0.55829398
Poultry,Mixed,Pasture_FodderGrass,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poultry,Mixed,FodderHerb_Residue,2005,0.1575,0.1575,0.3675,0.7,0.3,0.5,0.2625,0.2625,0.42,0.2625,0.21,0.2625,0.2625,0.2,0.2625,0.2625,0.2625,0.4,0.105,0.7,0.75,0.7,0.2625,0.2625
Poultry,Mixed,Scavenging_Other,2005,0.001122707,0.001217284,0.003261435,0.0010502,0.000917583,0.00527565,0.005706785,0.000427894,0.002537247,0.002778268,0.008112491,0.006885788,0.003965422,0.011270767,0.002841716,0.009422829,0.005469246,0.000919358,0.003507636,0.000457587,0.001217878,0.000153949,0.003960106,0.021703345
Poultry,Mixed,FeedCrops,2005,0.841377293,0.841282716,0.629238565,0.2989498,0.699082417,0.49472435,0.731793215,0.737072106,0.577462753,0.734721732,0.781887509,0.730614212,0.733534578,0.788729233,0.734658284,0.728077171,0.732030754,0.599080642,0.891492364,0.299542413,0.248782122,0.299846051,0.733539894,0.715796655
SheepGoat,Mixed,Pasture_FodderGrass,2005,0.9,0.9,0.9,0.9,0.9,0.9,0.5,0.85,0.85,0.8,0.9,0.9,0.5,0.9,0.5,0.9,0.5,0.45,0.9,0.9,0.85,0.85,0.8,0.8
SheepGoat,Mixed,FodderHerb_Residue,2005,0.033234901,0.043865025,0.026142276,0.026163074,0.046636009,0.044761524,0.253387614,0.039856745,0.047026841,0.080533354,0.075650131,0.049405398,0.289242788,0.036026108,0.35248729,0.053024655,0.15336777,0.044826241,0.040669902,0.036871572,0.023105334,0.038660162,0.107042224,0.055847347
SheepGoat,Mixed,Scavenging_Other,2005,0.000142675,0.00012367,0.050153594,0.05005102,0.050029911,0.050165373,0.101924714,0.100015347,0.10006719,0.100450887,0.000444026,0.000584671,0.100868486,0.000884264,0.101021201,0.00074026,0.102410152,0.500194993,0.050308837,0.050044338,0.10015188,0.100022731,0.000938545,0.101974417
SheepGoat,Mixed,FeedCrops,2005,0.066622424,0.056011305,0.023704131,0.023785906,0.003334079,0.005073103,0.144687672,0.010127908,0.002905968,0.019015759,0.023905843,0.050009931,0.109888726,0.063089628,0.046491508,0.046235085,0.244222078,0.004978766,0.009021261,0.01308409,0.026742785,0.011317107,0.092019231,0.042178235
SheepGoat,Pastoral,Pasture_FodderGrass,2005,1,1,0.95,0.95,0.95,0.95,0.9,0.9,0.9,0.9,1,1,0.9,1,0.9,1,0.9,0.5,0.95,0.95,0.9,0.9,1,0.9
SheepGoat,Pastoral,FodderHerb_Residue,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SheepGoat,Pastoral,Scavenging_Other,2005,0,0,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0,0,0.1,0,0.1,0,0.1,0.5,0.05,0.05,0.1,0.1,0,0.1
SheepGoat,Pastoral,FeedCrops,2005,0,0,4.16E-17,4.16E-17,4.16E-17,4.16E-17,-2.78E-17,-2.78E-17,-2.78E-17,-2.78E-17,0,0,-2.78E-17,0,-2.78E-17,0,-2.78E-17,0,4.16E-17,4.16E-17,-2.78E-17,-2.78E-17,0,-2.78E-17
Beef,Mixed,Pasture_FodderGrass,2030,0.6,0.6,0.7,0.7,0.7,0.7,0.35,0.6,0.75,0.6,0.6,0.6,0.35,0.6,0.35,0.6,0.35,0.2,0.55,0.55,0.55,0.55,0.2,0.75
Beef,Mixed,FodderHerb_Residue,2030,0.132939604,0.1754601,0.130711378,0.130815371,0.233180047,0.22380762,0.380081421,0.278997215,0.188107366,0.281866739,0.302600525,0.197621594,0.433864183,0.144104433,0.528730935,0.212098621,0.230051655,0.268957447,0.325359218,0.294972576,0.161737341,0.270621131,0.428168895,0.139618369
Beef,Mixed,Scavenging_Other,2030,0.000624024,0.000488938,0.050903575,0.050219763,0.050134482,0.050765496,0.053668706,0.050138653,0.050297162,0.051565529,0.001845464,0.00246631,0.051440003,0.003574901,0.052576409,0.003212783,0.053821117,0.50112288,0.052507696,0.050427611,0.101433387,0.100214002,0.004385621,0.004133419
Beef,Mixed,FeedCrops,2030,0.266436372,0.224050962,0.118385047,0.118964866,0.016685471,0.025426884,0.216249872,0.070864132,0.011595472,0.066567733,0.095554012,0.199912097,0.164695814,0.252320667,0.068692656,0.184688596,0.366127228,0.029919673,0.072133086,0.104599813,0.186829272,0.079164867,0.367445484,0.106248213
Beef,Pastoral,Pasture_FodderGrass,2030,1,1,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.925,0.9,1,0.95,1,0.95,1,0.95,0.5,0.95,0.95,0.6,0.6,0.6,1
Beef,Pastoral,FodderHerb_Residue,2030,0,0,0,0,0,0,0,0,0,0.020133338,0.075650131,0,0,0,0,0,0,0,0,0,0,0,0.214084448,0
Beef,Pastoral,Scavenging_Other,2030,0,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.050111823,0.000461366,0,0.05,0,0.05,0,0.05,0.5,0.05,0.05,0.4,0.4,0.00219281,0
Beef,Pastoral,FeedCrops,2030,0,0,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,0.004754838,0.023888503,0,4.16E-17,0,4.16E-17,0,4.16E-17,0,4.16E-17,4.16E-17,0,0,0.183722742,0
Dairy,Mixed,Pasture_FodderGrass,2030,0.4,0.4,0.45,0.45,0.45,0.45,0.15,0.45,0.65,0.45,0.4,0.4,0.15,0.5,0.15,0.5,0.15,0.1,0.45,0.45,0.45,0.45,0.2,0.6
Dairy,Mixed,FodderHerb_Residue,2030,0.199409406,0.26319015,0.261422755,0.261630742,0.466360094,0.44761524,0.506775229,0.39856745,0.282161049,0.40266677,0.453900787,0.29643239,0.578485577,0.180130541,0.70497458,0.265123276,0.306735539,0.358609929,0.406699023,0.36871572,0.20794801,0.347941454,0.428168895,0.22338939
Dairy,Mixed,Scavenging_Other,2030,0.000936037,0.000733406,0.05180715,0.050439527,0.050268964,0.051530992,0.054891608,0.050198076,0.050445744,0.052236469,0.002768195,0.003699465,0.051920005,0.004468626,0.053435211,0.004015978,0.055094823,0.501497174,0.05313462,0.050534514,0.101842926,0.100275146,0.004385621,0.00661347
Dairy,Mixed,FeedCrops,2030,0.399654558,0.336076443,0.236770094,0.237929731,0.033370941,0.050853768,0.288333163,0.101234474,0.017393207,0.095096761,0.143331018,0.299868145,0.219594419,0.315400834,0.091590209,0.230860746,0.488169638,0.039892898,0.090166357,0.130749766,0.240209063,0.1017834,0.367445484,0.169997141
Dairy,Pastoral,Pasture_FodderGrass,2030,1,1,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.925,0.9,1,0.95,1,0.95,1,0.95,0.5,0.95,0.95,0.6,0.6,0.6,1
Dairy,Pastoral,FodderHerb_Residue,2030,0,0,0,0,0,0,0,0,0,0.020133338,0.075650131,0,0,0,0,0,0,0,0,0,0,0,0.214084448,0
Dairy,Pastoral,Scavenging_Other,2030,0,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.050111823,0.000461366,0,0.05,0,0.05,0,0.05,0.5,0.05,0.05,0.4,0.4,0.00219281,0
Dairy,Pastoral,FeedCrops,2030,0,0,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,0.004754838,0.023888503,0,4.16E-17,0,4.16E-17,0,4.16E-17,0,4.16E-17,4.16E-17,0,0,0.183722742,0
Pork,Mixed,Pasture_FodderGrass,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pork,Mixed,FodderHerb_Residue,2030,0.165375,0.165375,0.441,0.7,0.315,0.55,0.441,0.441,0.496125,0.441,0.33075,0.275625,0.441,0.315,0.441,0.441,0.441,0.4725,0.11025,0.7,0.75,0.7,0.441,0.441
Pork,Mixed,Scavenging_Other,2030,0.001075723,0.001202273,0.00332827,0.000996929,0.00091553,0.005464317,0,0.000494839,0.002606339,0.002755049,0.008116808,0.007370558,0,0.012177677,0.003299105,0.010109535,0.00973236,0.000933544,0.003703915,0.00049659,0.001302672,0.000278086,0.003958636,0.02170602
Pork,Mixed,FeedCrops,2030,0.833549277,0.833422727,0.55567173,0.299003071,0.68408447,0.444535683,0.559,0.558505161,0.501268661,0.556244951,0.661133192,0.717004442,0.559,0.672822323,0.555700895,0.548890465,0.54926764,0.526566456,0.886046085,0.29950341,0.248697328,0.299721914,0.555041364,0.53729398
Poultry,Mixed,Pasture_FodderGrass,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poultry,Mixed,FodderHerb_Residue,2030,0.165375,0.165375,0.385875,0.7,0.315,0.5,0.275625,0.275625,0.441,0.275625,0.2205,0.275625,0.275625,0.21,0.275625,0.275625,0.275625,0.42,0.11025,0.7,0.75,0.7,0.275625,0.275625
Poultry,Mixed,Scavenging_Other,2030,0.001122707,0.001217284,0.003699272,0.001191185,0.00105816,0.006083898,0.006317137,0.000450758,0.002686497,0.002949238,0.008112491,0.007878151,0.004522547,0.012385108,0.003240966,0.010354464,0.006237653,0.001039929,0.003790861,0.000494535,0.001408385,0.00017803,0.003960106,0.021703345
Poultry,Mixed,FeedCrops,2030,0.833502293,0.833407716,0.610425728,0.298808815,0.68394184,0.493916102,0.718057863,0.723924242,0.556313503,0.721425762,0.771387509,0.716496849,0.719852453,0.777614892,0.721134034,0.714020536,0.718137347,0.578960071,0.885959139,0.299505465,0.248591615,0.29982197,0.720414894,0.702671655
SheepGoat,Mixed,Pasture_FodderGrass,2030,0.9,0.9,0.9,0.9,0.9,0.9,0.5,0.85,0.85,0.8,0.9,0.9,0.5,0.9,0.5,0.9,0.5,0.45,0.9,0.9,0.85,0.85,0.8,0.8
SheepGoat,Mixed,FodderHerb_Residue,2030,0.033234901,0.043865025,0.026142276,0.026163074,0.046636009,0.044761524,0.253387614,0.039856745,0.047026841,0.080533354,0.075650131,0.049405398,0.289242788,0.036026108,0.35248729,0.053024655,0.15336777,0.044826241,0.040669902,0.036871572,0.023105334,0.038660162,0.107042224,0.055847347
SheepGoat,Mixed,Scavenging_Other,2030,0.000156006,0.000122234,0.050180715,0.050043953,0.050026896,0.050153099,0.102445804,0.100019808,0.100074291,0.100447294,0.000461366,0.000616577,0.100960002,0.000893725,0.101717606,0.000803196,0.102547412,0.500187147,0.050313462,0.050053451,0.10020477,0.100030572,0.001096405,0.101653367
SheepGoat,Mixed,FeedCrops,2030,0.066609093,0.056012741,0.023677009,0.023792973,0.003337094,0.005085377,0.144166582,0.010123447,0.002898868,0.019019352,0.023888503,0.049978024,0.109797209,0.063080167,0.045795104,0.046172149,0.244084819,0.004986612,0.009016636,0.013074977,0.026689896,0.011309267,0.091861371,0.042499285
SheepGoat,Pastoral,Pasture_FodderGrass,2030,1,1,0.95,0.95,0.95,0.95,0.9,0.9,0.9,0.9,1,1,0.9,1,0.9,1,0.9,0.5,0.95,0.95,0.9,0.9,1,0.9
SheepGoat,Pastoral,FodderHerb_Residue,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SheepGoat,Pastoral,Scavenging_Other,2030,0,0,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0,0,0.1,0,0.1,0,0.1,0.5,0.05,0.05,0.1,0.1,0,0.1
SheepGoat,Pastoral,FeedCrops,2030,0,0,4.16E-17,4.16E-17,4.16E-17,4.16E-17,-2.78E-17,-2.78E-17,-2.78E-17,-2.78E-17,0,0,-2.78E-17,0,-2.78E-17,0,-2.78E-17,0,4.16E-17,4.16E-17,-2.78E-17,-2.78E-17,0,-2.78E-17
