FID,GCAM_region,Country,PY_ID,Province,AEZ,Crop1,Crop2,Crop3,Crop4,Crop5,Crop6,Crop7,Crop8,Crop9,Crop10,Crop11,Crop12,Crop13,Crop14,Crop15,Crop16,Crop17,Crop18,Crop19,Crop20,Crop21,Crop22,Crop23,Crop24,Crop26,Total water (km^3/year)
4746,1,United States,4945,North Dakota,8,26860887.43,82841326.34,0,4268520.882,0,5658.061444,0,14621722.44,407165.1397,21121613.12,0,0,0,0,1017796.838,0,0,0,0,0,0,0,0,0,0,0.15114469
4747,1,United States,5526,South Dakota,8,12213522.3,77716658.94,0,66800.61158,0,7695.278192,729853.5591,13496866.86,603026.7321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104834424
4748,1,United States,5685,Wyoming,8,0,0,0,74152.78823,0,6759.259686,0,0,0,8595.545178,0,0,346830.851,0,0,0,0,0,0,0,0,0,0,0,0,0.000436338
4749,1,United States,5928,Nebraska,8,198350357,4328101421,0,81643.76338,0,0,9951261.962,1051407368,859088.0414,16574394.77,0,0,47349986.56,0,0,0,0,0,0,93100.73085,0,0,0,0,0,5.652768622
4750,1,United States,6268,Kansas,8,0,4584049.954,0,0,0,8990.497077,0,8047191.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012640232
4946,1,United States,6021,California,8,32216.39774,5215.923687,1299.419608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4109.416532,0,0,0,739961.5962,0,0.000782803
4951,1,United States,6021,California,8,18183.1471,1738.641229,649.7098039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2054.708266,0,0,0,160325.0125,0,0.000182951
4952,1,United States,6158,Colorado,8,0,0,0,33291.60318,0,8455.629359,0,0,0,14504.98249,0,0,22990.78221,0,0,0,0,0,0,0,0,0,0,0,0,7.92E-05
4973,1,United States,6021,California,8,0,0,0,0,0,6789.801496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79E-06
4993,1,United States,6268,Kansas,8,0,58835947.7,0,0,0,0,5826721.746,16775495.14,0,0,0,0,0,0,0,0,0,0,0,60552.29573,0,0,0,0,0,0.081498717
4994,1,United States,6643,Oklahoma,8,0,291984.9041,0,0,0,0,57875.41201,242411.7532,0,0,0,0,0,0,0,0,0,0,0,11814.80917,712923.86,0,0,0,0,0.001317011
5133,1,United States,6158,Colorado,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5134,1,United States,6642,New Mexico,8,0,5810388.889,0,0,0,0,0,0,0,14357.02861,0,0,0,0,0,82960.34008,15063.82704,0,0,4057.617164,567302.3916,0,0,485085.9353,0,0.006979216
5151,1,United States,6021,California,8,116023626.6,107811300.9,3158239.357,14126540.1,0,4237.583196,4088264.239,0,0,3386148.903,0,0,3326335.668,0,0,0,0,153042359.3,0,114784222.6,19308359.34,0,0,505973406.8,0,1.045033041
5153,1,United States,6642,New Mexico,8,1477.485992,54210.58336,0,0,0,0,0,0,0,6777.256775,0,0,0,0,0,66368.27206,7088.859782,0,0,0,449690.9202,0,0,172657.7058,0,0.000758271
5154,1,United States,6642,New Mexico,8,4405.448642,443541.1366,0,0,0,0,0,0,0,3388.628387,0,0,0,0,0,41480.17004,4430.537364,0,0,20288.08582,276732.874,0,0,131548.7282,0,0.000925816
5155,1,United States,6643,Oklahoma,8,10356761.05,3906346.925,0,8633.840344,0,0,680543.3254,1340695.439,0,0,0,0,0,0,0,1949319.026,0,0,0,0,1084883.487,0,0,0,0,0.019327183
5239,1,United States,6021,California,8,5164494.263,1362360.049,385277.9137,641399.8336,0,5982.846216,86645.35526,0,0,798063.31,0,0,22332.83208,0,0,0,0,448475.7783,0,10896117.93,0,0,0,40969207.04,0,0.060780357
5240,1,United States,6021,California,8,0,0,27937.52157,0,0,6809.075797,0,0,0,36531.06701,0,0,0,0,0,0,0,420446.0421,0,675999.0195,0,0,0,6219788.306,0,0.007387511
5426,1,United States,6021,California,8,0,0,1299.419608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104474.4711,0,51367.70665,0,0,0,583747.4814,0,0.000740889
5816,1,United States,6641,Arizona,8,63551.85373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650159.0272,0,23413.31436,5935237.958,0,0,332982.7183,0,0.007005345
5841,1,United States,6021,California,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792477.0855,0,4109.416532,0,0,0,970171.8706,0,0.001766758
5843,1,United States,6021,California,8,506701.4627,0,3248.54902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300682.6241,0,0,5768.244598,0,0,191846.4843,0,0.001008247
5845,1,United States,6642,New Mexico,8,0,1379905.758,0,0,0,0,0,0,0,0,0,0,0,0,0,8296.034008,0,0,0,133901.3664,76101.54034,0,0,106883.3417,0,0.001705088
5955,1,United States,6643,Oklahoma,8,61245604.02,7429286.277,0,9825.030697,457624.6763,0,734298.2068,1335169.453,0,0,0,0,0,0,0,7305527.699,0,0,0,127108.3918,31642275.42,0,0,0,0,0.110286719
5956,1,United States,6720,Texas,8,0,323213.2933,133625.8824,0,0,10306.69117,0,0,0,0,0,0,0,0,0,153411.6462,0,169322.2534,0,69860.08105,0,0,0,587858.3792,0,0.001447598
6200,1,United States,6720,Texas,8,8233057.182,0,332155.7647,0,14695.25715,0,0,0,0,0,0,0,0,0,0,3712189.171,0,102477.2663,0,39920.04631,1272649.77,0,0,390535.2869,0,0.01409768
6255,1,United States,6720,Texas,8,0,179557.725,7635.764706,0,0,8404.578151,0,0,0,0,0,0,0,0,0,0,0,19214.48743,0,4990.005789,0,0,0,448087.8555,0,0.00066789
6417,1,United States,6720,Texas,8,20122119.44,26708801.93,2038749.176,0,0,0,0,16325.01223,0,3871108.775,0,0,0,0,0,17040505.28,0,169781.1083,0,74850.08684,5184291.088,0,0,637189.1523,0,0.075863721
6693,1,United States,6720,Texas,8,0,0,0,0,0,8404.578151,0,0,0,0,0,0,0,0,0,0,0,151365.0839,0,64870.07526,0,0,0,456309.651,0,0.000680949
6852,1,United States,6720,Texas,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2327,1,United States,4946,Washington,9,0,73886.63212,0,0,0,0,0,0,0,5653.705801,0,0,0,0,0,0,0,0,0,0,0,0,0,247462.9286,0,0.000327003
2328,1,United States,4947,Idaho,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2330,1,United States,4944,Montana,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2331,1,United States,4947,Idaho,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2456,1,United States,4946,Washington,9,917.9173208,13194.04145,0,0,0,0,0,0,0,7538.274402,0,0,2378.148875,0,0,0,0,0,0,0,0,0,0,176409.2164,0,0.000200438
2896,1,United States,4946,Washington,9,0,112995.812,0,45442.17714,0,0,0,0,0,85747.87132,0,0,23781.48875,0,0,0,0,0,0,712706.6257,0,0,0,0,0,0.000980674
2897,1,United States,5407,Oregon,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3385,1,United States,5407,Oregon,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3254.849414,0,0,0,0,0,3.25E-06
3397,1,United States,5127,Maine,9,2754.38994,0,0,9002.300449,0,0,0,0,0,1960322.417,0,0,0,0,0,0,0,0,0,0,0,0,0,507176.4971,0,0.002479256
3403,1,United States,5644,New Hampshire,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12250.64003,0,1.23E-05
3404,1,United States,5679,Vermont,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3459,1,United States,5682,New York,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3665,1,United States,5407,Oregon,9,321733.3027,806102.6371,0,48534.42433,1446257.04,0,0,0,0,177114.549,0,0,166856.067,0,0,0,0,0,0,1273419.976,0,0,0,0,0,0.004240018
3666,1,United States,6021,California,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3891,1,United States,6021,California,9,164622.1557,33344.94112,14077.24339,0,0,2520.401535,0,0,0,1779.870345,0,0,0,0,0,0,0,0,0,10192.8179,0,0,0,1722439.988,0,0.001948977
4662,1,United States,6021,California,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759539.6817,0,0.00075954
4726,1,United States,6021,California,9,7497848.256,7378563.818,16370074.4,1355370.879,0,2520.401535,265963.5807,0,3288239.663,53989.40046,0,0,0,0,0,0,0,554462.2585,0,207933.4852,34076.77989,0,0,45560130.26,0,0.082569173
4727,1,United States,6021,California,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,1,United States,6021,California,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4877,1,United States,4910,Minnesota,9,1056017.056,87014743.47,0,1800267.374,0,0,0,62062757.42,7128.563845,8754838.253,0,0,1774884.2,0,0,0,0,0,0,23297.86949,0,0,0,340567.7928,0,0.162834502
4879,1,United States,4945,North Dakota,9,3751913.684,0,0,842118.6093,0,0,0,2044617.524,0,0,0,0,0,0,222015.1527,0,0,0,0,0,0,0,0,9800.512022,0,0.006870465
4884,1,United States,5018,US Great Lakes,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4890,1,United States,5526,South Dakota,9,831309.6957,48387920.04,0,0,0,0,27830.63842,55587311.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14700.76803,0,0.104849073
4891,1,United States,5886,Iowa,9,391516.8261,66521818.11,0,0,0,0,0,28047131.84,0,20009.56245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094980476
4892,1,United States,5928,Nebraska,9,0,4148776689,0,359846.9342,0,0,28450865.42,966910581.2,285461.0801,3062433.883,0,0,1222754.168,0,0,0,0,0,0,46184.6001,0,0,0,0,0,5.149114816
4893,1,United States,6268,Kansas,9,16495542.04,56315797.54,0,0,0,0,10302899.82,17564980.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10067922
4992,1,United States,6021,California,9,1495966.415,0,270107.1075,141349.1028,0,0,0,0,0,0,0,0,22953.40108,0,0,0,0,4284247.729,0,7132933.967,4018409.052,0,0,15663668.34,0,0.033029635
4995,1,United States,6268,Kansas,9,8474235.092,25873252.62,0,0,0,8990.497077,6141022.023,5873216.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046370716
4996,1,United States,6643,Oklahoma,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249020.4031,0,0,0,0,0.00024902
5152,1,United States,6021,California,9,0,0,87982.77117,0,0,6809.075797,0,0,0,29071.21563,0,0,0,0,0,0,0,1481132.977,0,1575809.648,0,0,0,2339872.245,0,0.005520678
5348,1,United States,6021,California,9,113415197.8,101991757.6,12251600.89,8474706.528,84067.4852,0,1387104.076,0,4043564.088,1975656.083,0,0,11385682.05,0,0,0,0,36656115.98,0,265806266.7,117763940.2,0,0,549994934.2,0,1.225230594
5350,1,United States,6643,Oklahoma,9,32944182.02,5807588.705,0,41438.09817,266267.8566,0,2025807.219,2118908.508,0,0,0,0,0,0,0,16604823.48,0,0,0,11723.49247,8112551.859,0,0,0,0,0.067933291
5423,1,United States,6021,California,9,6481414.815,1027926.679,460149.8932,0,0,0,18670.44926,0,0,98486.15908,0,0,0,0,0,0,0,28205700.44,0,108043.8698,0,0,0,27387530.85,0,0.063787923
5424,1,United States,7083,California,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5427,1,United States,6643,Oklahoma,9,0,404178.5602,0,0,0,0,17436.78304,104936.9086,0,0,0,0,0,0,0,580064.6399,0,0,0,9464.28806,0,0,0,0,0,0.001116081
5428,1,United States,6720,Texas,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5952,1,United States,6021,California,9,2227206.16,0,1423561.238,0,5865.173386,0,0,0,0,222483.7931,0,0,0,0,0,0,0,15632755.34,0,7715332.442,1171890.505,0,0,48585813.69,0,0.076984908
5953,1,United States,7115,California,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5957,1,United States,6720,Texas,9,0,3943815.791,904771.2808,0,0,10306.69117,0,0,0,0,0,0,0,0,0,8175493.764,0,148397.7441,0,64360.36446,0,0,0,369969.3288,0,0.013617115
6201,1,United States,6720,Texas,9,0,0,36190.85123,0,0,10306.69117,0,0,0,2442.959297,0,0,0,0,0,13949.46942,0,58068.68247,0,24753.98633,0,0,0,149457.8083,0,0.00029517
6418,1,United States,6720,Texas,9,607656.2149,0,15510.36481,0,0,10306.69117,0,0,0,0,0,0,0,0,0,0,0,77424.90997,0,34655.58087,0,0,0,161708.4484,0,0.000907262
6483,1,United States,6720,Texas,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6484,1,United States,7630,Texas,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6485,1,United States,7683,Texas,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,1,United States,4946,Washington,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2312,1,United States,4946,Washington,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2313,1,United States,4982,Washington,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2314,1,United States,4986,Washington,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2315,1,United States,4987,Washington,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2316,1,United States,4993,Washington,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2317,1,United States,4994,Washington,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2318,1,United States,4996,Washington,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2319,1,United States,4998,Washington,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1,United States,4999,Washington,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2321,1,United States,5000,Washington,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2322,1,United States,5004,Washington,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2323,1,United States,5006,Washington,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2377,1,United States,4946,Washington,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2418,1,United States,4946,Washington,10,2682.793425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319201.083,0,0.000321884
2844,1,United States,5127,Maine,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4313.528149,0,4.31E-06
3521,1,United States,4946,Washington,10,3760468.343,0,0,21161.78183,0,0,0,0,0,1187487.612,0,0,70432.26735,0,0,0,0,0,0,678767.0593,0,0,0,8849879.789,0,0.014568197
3522,1,United States,5014,Washington,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3523,1,United States,5080,Washington,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3524,1,United States,5117,Washington,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3525,1,United States,5157,Washington,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3526,1,United States,5158,Washington,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3527,1,United States,5171,Washington,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3528,1,United States,5174,Washington,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,1,United States,5178,Washington,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
