Country,AEZ,crop,bl (1000m3),Area (km2),gn (1000m3),Area (km2)
MMR,12,Rice,8407.85,882.9715199,451381.15,882.9715199
MMR,15,Rice,809.6,13.25570678,5611.39,13.25570678
MMR,16,Rice,335.23,16.9852747,8009.36,16.9852747
BEN,3,Rice,546.26,59.29214821,26523.94,59.29214821
BEN,4,Rice,624.3,100.777557,43607.71,100.777557
BEN,5,Rice,137.54,31.04115039,11662.81,31.04115039
BRA,1,Rice,0,0.588504382,152.48,0.588504382
BRA,2,Rice,11501.39,49.49769897,10885.02,49.49769897
BRA,3,Rice,21767.42,784.7701764,335003.89,784.7701764
BRA,4,Rice,32911.56,5100.417127,2664214.68,5100.417127
BRA,5,Rice,83281.09,9661.200384,5923835.95,9661.200384
BRA,6,Rice,135472.7,3123.554963,1919402.53,3123.554963
BRA,10,Rice,61.3,13.25902579,6777,13.25902579
BRA,11,Rice,0,0.244435076,0,0.244435076
BRA,12,Rice,3304817.42,11136.85976,8779597.78,11136.85976
BGR,9,Rice,10932.81,32.04663672,8418.21,32.04663672
BGR,10,Rice,1036.52,6.063147786,1894.84,6.063147786
BGR,11,Rice,0,0,0,0
BRN,6,Rice,264.39,4.066920737,3173.39,4.066920737
CAN,7,Rice,0,0,0,0
CAN,8,Rice,0,0,0,0
CAN,9,Rice,0,0,0,0
CAN,10,Rice,0,0,0,0
CAN,11,Rice,0,0,0,0
CAN,13,Rice,0,0,0,0
CAN,14,Rice,0,0,0,0
CAN,15,Rice,0,0,0,0
CAN,16,Rice,0,0,0,0
KHM,4,Rice,25498.85,1099.419348,426258.81,1099.419348
KHM,5,Rice,787670.08,19054.15906,9393207.18,19054.15906
KHM,6,Rice,0,421.0598502,222959.57,421.0598502
LKA,3,Rice,54036.78,128.4031776,84980.77,128.4031776
LKA,4,Rice,614702.77,2167.204185,1174107.42,2167.204185
LKA,5,Rice,218576.1,1366.115372,526326.36,1366.115372
LKA,6,Rice,702623.68,3884.908462,1448520.1,3884.908462
COG,5,Rice,0,4.151421533,1738.29,4.151421533
COG,6,Rice,0,13.81876412,4903.7,13.81876412
COD,4,Rice,0,34.99171161,368.05,34.99171161
COD,5,Rice,550.23,2187.251942,867863.8,2187.251942
COD,6,Rice,1793.03,2033.794059,723877.88,2033.794059
COD,9,Rice,0,0.013860643,0,0.013860643
COD,10,Rice,0,0.150703365,0,0.150703365
BDI,4,Rice,403.64,1.069440752,132.83,1.069440752
BDI,5,Rice,66388.37,155.7416244,33088.08,155.7416244
BDI,6,Rice,14785.18,30.12735953,16192.95,30.12735953
CHN,5,Rice,6805.58,195.9123901,32789.31,195.9123901
CHN,6,Rice,980963.95,13229.27762,2696332.92,13229.27762
CHN,7,Rice,5040553.74,875.4427543,1076627.1,875.4427543
CHN,8,Rice,3346971.87,5355.870239,2640400.14,5355.870239
CHN,9,Rice,4066622.47,9892.689518,4446363.83,9892.689518
CHN,10,Rice,3384914.94,9575.761279,4699412.74,9575.761279
CHN,11,Rice,15541182.95,56428.07774,35504805.95,56428.07774
CHN,12,Rice,13109540.29,203480.1202,50615435.01,203480.1202
CHN,13,Rice,158362.69,63.26480092,46553.43,63.26480092
CHN,14,Rice,1573.93,20.91795564,1355.08,20.91795564
CHN,15,Rice,32379.57,423.3664942,39853.14,423.3664942
CHN,16,Rice,98705.28,281.849587,256186.85,281.849587
CHN,17,Rice,9365.51,8.187934098,22572.41,8.187934098
AFG,7,Rice,173001.32,170.1635785,13169.2,170.1635785
AFG,8,Rice,650409.64,938.7382451,95497.04,938.7382451
AFG,9,Rice,6102.8,11.18009815,3563.63,11.18009815
AFG,10,Rice,1902.88,3.658634029,1234.58,3.658634029
AFG,13,Rice,84768.22,135.1720887,14118.54,135.1720887
AFG,14,Rice,37051.66,48.53888514,6705.18,48.53888514
BTN,5,Rice,3998.09,44.07542405,36401.44,44.07542405
BTN,11,Rice,6033.66,68.9928722,45203.87,68.9928722
BTN,12,Rice,4353.77,58.12096279,40790.6,58.12096279
BTN,14,Rice,59.62,5.368903053,211.7,5.368903053
BTN,15,Rice,0,0.2177695,0,0.2177695
BTN,16,Rice,7180.5,35.5714509,35347.2,35.5714509
CHL,1,Rice,0,0,0,0
CHL,7,Rice,0,0.226574158,0.28,0.226574158
CHL,8,Rice,205.24,1.192298624,23.21,1.192298624
CHL,9,Rice,21258.68,21.68540633,2214.71,21.68540633
CHL,10,Rice,155737.34,206.6576421,21855.83,206.6576421
CHL,11,Rice,6064.05,12.01193781,2176.69,12.01193781
CHL,12,Rice,0,0,0,0
CHL,13,Rice,0.92,5.460134814,57.79,5.460134814
CHL,14,Rice,0,3.360087061,3.92,3.360087061
CHL,15,Rice,0,0,0,0
CHL,16,Rice,0,0,0,0
CHL,17,Rice,0,0,0,0
CHL,18,Rice,0,0,0,0
CMR,2,Rice,0,3.446462094,440.53,3.446462094
CMR,3,Rice,52724.97,26.27898366,68599.83,26.27898366
CMR,4,Rice,0,57.95917824,12743.23,57.95917824
CMR,5,Rice,7064.79,93.34587413,53783.91,93.34587413
CMR,6,Rice,0,9.222114036,2367.36,9.222114036
TCD,1,Rice,0,0.251428409,0,0.251428409
TCD,2,Rice,7436.57,4.177320669,6781.93,4.177320669
TCD,3,Rice,20483.79,193.1745772,334292.24,193.1745772
TCD,4,Rice,0,77.03582727,114221.71,77.03582727
TCD,7,Rice,0,0,0,0
COL,2,Rice,0,0.000716918,0,0.000716918
COL,3,Rice,0,0.038659968,0,0.038659968
COL,4,Rice,1168.41,9.38784654,2966.75,9.38784654
COL,5,Rice,155130.75,389.6524418,322289.82,389.6524418
COL,6,Rice,697372.54,3909.845476,2260066.97,3909.845476
COL,11,Rice,185.91,13.68503896,2916.19,13.68503896
COL,12,Rice,15477.11,119.1467705,52658.47,119.1467705
CRI,4,Rice,6975.33,187.7122654,58671.1,187.7122654
CRI,5,Rice,8524.65,215.6936855,89448.38,215.6936855
CRI,6,Rice,6977.57,147.5620388,97877.04,147.5620388
CAF,3,Rice,0,0.577467657,0.08,0.577467657
CAF,4,Rice,0,23.04581987,7852.62,23.04581987
CAF,5,Rice,49.46,94.35721252,51719.69,94.35721252
CAF,6,Rice,0,13.4036285,7988.09,13.4036285
CUB,4,Rice,0,375.3823438,191787.89,375.3823438
CUB,5,Rice,0,1332.840029,696915.09,1332.840029
CUB,6,Rice,0,141.9171617,72137.51,141.9171617
DNK,10,Rice,0,0,0,0
DJI,1,Rice,0,0,0,0
DOM,4,Rice,36191.38,33.75610092,21288.55,33.75610092
DOM,5,Rice,232810.77,439.4200558,185141.13,439.4200558
DOM,6,Rice,202980.87,702.2004446,229975.99,702.2004446
ECU,1,Rice,27589.3,63.60889046,27935.47,63.60889046
ECU,2,Rice,80468.91,219.4168528,103842.81,219.4168528
ECU,3,Rice,165747.4,571.8194574,397711.16,571.8194574
ECU,4,Rice,43409.4,699.5167203,358324.53,699.5167203
ECU,5,Rice,32017.66,767.2580164,374666.45,767.2580164
ECU,6,Rice,20554.78,330.4399735,217390.25,330.4399735
ECU,8,Rice,10799.87,98.04953842,40168.87,98.04953842
ECU,9,Rice,24774.23,106.2307754,56309.12,106.2307754
ECU,10,Rice,16667.89,149.4943646,67873.43,149.4943646
ECU,11,Rice,39352.64,193.9006664,115438.82,193.9006664
ECU,12,Rice,6408.77,15.184503,17918.93,15.184503
EGY,1,Rice,4995458.78,5408.724357,286867.27,5408.724357
EGY,2,Rice,274508.06,267.3855049,16390.39,267.3855049
EGY,7,Rice,41910.06,34.592201,3087.63,34.592201
IRL,10,Rice,0,0,0,0
IRL,11,Rice,0,0,0,0
IRL,12,Rice,0,0,0,0
GNQ,6,Rice,0,0,0,0
EST,10,Rice,0,0,0,0
EST,16,Rice,0,0,0,0
ERI,1,Rice,0,0,0,0
ERI,2,Rice,0,0.023184358,7.16,0.023184358
SLV,4,Rice,9636.32,45.06708068,35837.85,45.06708068
SLV,5,Rice,3980.81,42.42949223,12847.62,42.42949223
ETH,1,Rice,549.42,1.330959788,520.25,1.330959788
ETH,2,Rice,2478.13,7.733465297,6792.97,7.733465297
ETH,3,Rice,125.32,3.863353998,327.54,3.863353998
ETH,4,Rice,914.79,5.802506443,4979.99,5.802506443
ETH,5,Rice,1399.08,4.67916427,4677.65,4.67916427
ETH,6,Rice,3.39,0.132702513,18.17,0.132702513
ETH,8,Rice,10.42,0.415438217,34.35,0.415438217
ETH,9,Rice,26.5,1.825233935,135.36,1.825233935
ETH,10,Rice,1119.9,3.069572699,5958.28,3.069572699
ETH,11,Rice,1483.51,4.908223298,6834.43,4.908223298
ETH,12,Rice,129.21,0.459842536,569.23,0.459842536
AUT,10,Rice,0,0,0,0
AUT,11,Rice,0,0,0,0
AUT,13,Rice,0,0,0,0
AUT,14,Rice,0,7.68259E-24,0,7.68259E-24
AUT,15,Rice,0,1.32616E-24,0,1.32616E-24
AUT,16,Rice,0,0,0,0
CZE,10,Rice,0,0,0,0
GUF,6,Rice,4135.93,81.07833243,53570.89,81.07833243
FIN,9,Rice,0,0,0,0
FIN,10,Rice,0,0,0,0
FIN,14,Rice,0,0,0,0
FIN,15,Rice,0,0,0,0
FRA,9,Rice,0,0,0,0
FRA,10,Rice,8931.84,34.95213927,7947.07,34.95213927
FRA,11,Rice,75260.73,137.258758,44288.05,137.258758
FRA,12,Rice,201.98,2.002285794,167.36,2.002285794
FRA,15,Rice,514.11,5.114129996,1355.85,5.114129996
FRA,16,Rice,442.72,7.919879025,1071.26,7.919879025
GMB,3,Rice,3214.93,114.881239,61843.04,114.881239
GAB,5,Rice,0,0.540876553,0,0.540876553
GAB,6,Rice,2013.37,3.733412415,1848.29,3.733412415
GEO,9,Rice,0,0.072557271,0,0.072557271
GEO,10,Rice,0,0,0,0
GEO,11,Rice,0,0,0,0
GEO,12,Rice,0,0,0,0
GEO,14,Rice,0,0,0,0
GEO,15,Rice,0,0.020227682,0,0.020227682
GEO,16,Rice,0,0.018652597,0,0.018652597
GHA,3,Rice,540.62,41.27809861,19708.94,41.27809861
GHA,4,Rice,6197.05,568.1401576,275282.57,568.1401576
GHA,5,Rice,2492.43,391.607246,173003.08,391.607246
GHA,6,Rice,1635.83,123.5042106,52489.9,123.5042106
DEU,10,Rice,0,0,0,0
DEU,11,Rice,0,0,0,0
DEU,15,Rice,0,0,0,0
DEU,16,Rice,0,0,0,0
GRC,9,Rice,64936.77,132.3101335,29610.5,132.3101335
GRC,10,Rice,39010.66,81.09922978,14105.86,81.09922978
GRC,11,Rice,1241.7,2.635177576,381.63,2.635177576
GTM,5,Rice,3602.61,57.18677358,40842.14,57.18677358
GTM,6,Rice,1201.68,73.94834441,27584.23,73.94834441
GTM,12,Rice,47.22,10.04539618,3222.93,10.04539618
GIN,3,Rice,30.56,4.795891161,3630.8,4.795891161
GIN,4,Rice,17458.64,2588.238906,2593650.69,2588.238906
GIN,5,Rice,3969.7,1544.996053,1430295.93,1544.996053
GIN,6,Rice,20.2,383.2843808,342764.13,383.2843808
GUY,4,Rice,0,33.59183852,139.8,33.59183852
GUY,5,Rice,0,0,0,0
GUY,6,Rice,162630.03,1015.030928,535748.84,1015.030928
HTI,4,Rice,51146.76,37.93489063,39382.46,37.93489063
HTI,5,Rice,38028.72,294.2109579,87021.75,294.2109579
HTI,6,Rice,30985.12,167.0272561,62232.79,167.0272561
HND,4,Rice,2192.64,23.74041979,7178,23.74041979
HND,5,Rice,1955.18,35.16035381,5690.43,35.16035381
HND,6,Rice,7940.75,12.0793929,30428.35,12.0793929
HRV,10,Rice,0,0,0,0
HRV,11,Rice,0,0,0,0
HRV,12,Rice,0,0,0,0
HUN,9,Rice,348.24,0.936708436,260.84,0.936708436
HUN,10,Rice,6504.7,23.25621314,6857.84,23.25621314
HUN,11,Rice,0,0.101212362,0,0.101212362
ISL,13,Rice,0,0,0,0
ISL,14,Rice,0,0,0,0
ISL,15,Rice,0,0,0,0
IND,1,Rice,539.02,50.85082243,1632.19,50.85082243
IND,2,Rice,1884458.57,5699.953357,2361343.32,5699.953357
IND,3,Rice,23140195.01,167557.1381,68223500.46,167557.1381
IND,4,Rice,14902888.75,161524.9385,65120137.97,161524.9385
IND,5,Rice,1036376.59,29320.90011,12497028.48,29320.90011
IND,6,Rice,81084.8,12563.13854,4910466.12,12563.13854
IND,7,Rice,1074937.1,2137.411903,531542.77,2137.411903
IND,8,Rice,9466104.15,24080.73313,8795255.75,24080.73313
IND,9,Rice,4461219.41,19017.56731,7909335.78,19017.56731
IND,10,Rice,909469.6,4201.834418,1665610.53,4201.834418
IND,11,Rice,118065.16,2181.544616,984731.42,2181.544616
IND,12,Rice,66122.99,2627.058893,1070539.61,2627.058893
IND,13,Rice,501.06,5.406599168,3522.77,5.406599168
IND,14,Rice,958.88,32.31659636,9435.45,32.31659636
IND,15,Rice,20129.28,153.7617566,46551.19,153.7617566
IND,16,Rice,5237.79,73.32922037,27510.14,73.32922037
IRN,1,Rice,0,0.957344521,11.88,0.957344521
IRN,7,Rice,1882463.53,2085.08591,192723.34,2085.08591
IRN,8,Rice,2342586.95,2985.885239,302215.37,2985.885239
IRN,9,Rice,274928.6,128.2890305,16984.45,128.2890305
ISR,1,Rice,0,0,0,0
ISR,2,Rice,0,0,0,0
ISR,3,Rice,0,0,0,0
ISR,7,Rice,0,0,0,0
ISR,8,Rice,0,0,0,0
ISR,9,Rice,0,0,0,0
ISR,10,Rice,0,0,0,0
ITA,9,Rice,425.84,14.75113285,1770.01,14.75113285
ITA,10,Rice,43692.25,129.6434754,45433.96,129.6434754
ITA,11,Rice,568593.53,2039.359534,759493.2,2039.359534
ITA,12,Rice,80.86,0.389619061,120.45,0.389619061
ITA,13,Rice,0,0,0,0
ITA,14,Rice,62.92,8.771791774,779.6,8.771791774
ITA,15,Rice,73.92,17.38502626,1067.1,17.38502626
ITA,16,Rice,0.12,0.348468231,14.52,0.348468231
CIV,4,Rice,651.7,600.1414409,263726.92,600.1414409
CIV,5,Rice,2354.42,2995.967694,1255636.55,2995.967694
CIV,6,Rice,382.53,1259.717776,518298.15,1259.717776
IRQ,7,Rice,1234301.82,646.2550744,48168.98,646.2550744
IRQ,8,Rice,135512.59,100.2273297,5218.72,100.2273297
IRQ,9,Rice,475.96,5.60337063,16.86,5.60337063
IRQ,10,Rice,0,0,0.08,0
JPN,9,Rice,7583.05,199.0168631,34791.93,199.0168631
JPN,10,Rice,460529.44,5365.654712,1790784.13,5365.654712
JPN,11,Rice,891881.99,6535.550896,2856635.16,6535.550896
JPN,12,Rice,382584.59,2547.952395,1136756.89,2547.952395
JPN,15,Rice,0,103.4465636,4237.64,103.4465636
JOR,1,Rice,0,0,0,0
JOR,7,Rice,0,0,0,0
JOR,8,Rice,0,0,0,0
JOR,9,Rice,0,0,0,0
KEN,1,Rice,4465.57,22.55305137,3080.25,22.55305137
KEN,2,Rice,0,35.15159451,117.51,35.15159451
KEN,3,Rice,2719.94,16.96817136,3976.73,16.96817136
KEN,4,Rice,2771.75,8.822076667,2863.89,8.822076667
KEN,5,Rice,23.3,8.799278653,106.48,8.799278653
KEN,6,Rice,25318.86,31.19653634,45053.73,31.19653634
KGZ,7,Rice,176.81,0.761062723,79.79,0.761062723
KGZ,8,Rice,8394.93,15.95714968,3018.36,15.95714968
KGZ,13,Rice,1476.31,15.89617669,2231.37,15.89617669
KGZ,14,Rice,3969.09,27.29491044,3389.52,27.29491044
PRK,9,Rice,18536.63,185.2763573,81979.2,185.2763573
PRK,10,Rice,666455.83,4630.614049,2100829.48,4630.614049
PRK,11,Rice,22246.58,189.1931024,92325.31,189.1931024
PRK,15,Rice,24863.78,424.391699,186024.36,424.391699
KOR,10,Rice,203363.82,2884.847683,1326394.06,2884.847683
KOR,11,Rice,554807.3,6661.463024,3153130.71,6661.463024
KWT,7,Rice,0,0,0,0
KAZ,7,Rice,654145,585.4421712,69609.85,585.4421712
KAZ,8,Rice,112514.14,133.1533639,15511.55,133.1533639
KAZ,13,Rice,185.36,19.92961537,185.23,19.92961537
KAZ,14,Rice,307.36,9.273647512,93.12,9.273647512
KAZ,15,Rice,0,0,0,0
LAO,4,Rice,129311.88,2387.297565,1211092.91,2387.297565
LAO,5,Rice,88664.67,1889.497856,971458.61,1889.497856
LAO,6,Rice,15899.77,963.9891491,487887.09,963.9891491
LAO,10,Rice,4786.88,64.14161067,30058.36,64.14161067
LAO,11,Rice,47024.38,1736.389681,812820.07,1736.389681
LAO,12,Rice,1648.64,72.05969433,34253.41,72.05969433
LBN,8,Rice,0,0,0,0
LBN,9,Rice,0,0,0,0
LBN,10,Rice,0,0,0,0
LVA,10,Rice,0,0,0,0
BLR,10,Rice,0,0.016793505,0,0.016793505
LTU,10,Rice,0,0,0,0
LBR,5,Rice,0,131.2878942,90722.61,131.2878942
LBR,6,Rice,0,969.2087939,658686.8,969.2087939
SVK,10,Rice,0,2.25101E-22,0,2.25101E-22
SVK,11,Rice,0,1.83515E-23,0,1.83515E-23
SVK,15,Rice,0,0,0,0
SVK,16,Rice,0,0,0,0
LIE,10,Rice,0,0,0,0
LBY,1,Rice,0,0,0,0
LBY,2,Rice,0,0,0,0
LBY,7,Rice,0,0,0,0
LBY,8,Rice,0,0,0,0
LBY,9,Rice,0,0,0,0
MDG,2,Rice,131253.33,92.29142355,133575.6,92.29142355
MDG,3,Rice,131622.43,1004.237435,346938.4,1004.237435
MDG,4,Rice,835101.54,1802.55545,2154891.02,1802.55545
MDG,5,Rice,190699.43,1273.391006,731673.67,1273.391006
MDG,6,Rice,655744.86,5760.304932,3013271.16,5760.304932
MDG,10,Rice,72823.99,138.5370652,168603.8,138.5370652
MDG,11,Rice,43983.91,43.73605598,104475.69,43.73605598
MNG,7,Rice,0,3.59975E-05,0,3.59975E-05
MNG,8,Rice,0,0.000100388,0,0.000100388
MNG,13,Rice,0,0.000656578,0,0.000656578
MNG,14,Rice,0,6.54199E-05,0,6.54199E-05
MNG,15,Rice,0,0,0,0
MKD,9,Rice,10086.94,30.95935243,4999.34,30.95935243
MKD,10,Rice,475.95,2.909254803,392.28,2.909254803
MLI,1,Rice,201342.59,717.7817411,276321.74,717.7817411
MLI,2,Rice,647374.35,1520.101799,879741.96,1520.101799
MLI,3,Rice,109623.51,385.3156279,320623.21,385.3156279
MLI,4,Rice,2173.6,259.9252329,129557.83,259.9252329
MLI,7,Rice,0,0,0,0
MAR,1,Rice,0,0,0,0
MAR,2,Rice,0,0,0,0
MAR,3,Rice,0,0,0,0
MAR,4,Rice,27450.65,7.508057527,6035.55,7.508057527
MAR,7,Rice,0,0,0,0
MAR,8,Rice,0,0.003959648,0,0.003959648
MAR,9,Rice,735.97,6.186127196,143.2,6.186127196
MAR,10,Rice,10431.11,46.01629604,2698.1,46.01629604
MRT,1,Rice,41813.55,144.3063055,31701.12,144.3063055
MRT,2,Rice,9027.83,41.64865881,9110.03,41.64865881
MRT,7,Rice,0,0,0,0
OMN,1,Rice,0,0,0,0
MEX,1,Rice,0,0,0,0
MEX,2,Rice,6779.17,4.334210834,7387.69,4.334210834
MEX,3,Rice,32785.54,122.6148433,102347.83,122.6148433
MEX,4,Rice,18476.92,106.6511536,68656.1,106.6511536
MEX,5,Rice,6145.06,183.9424346,51536.87,183.9424346
MEX,6,Rice,28861.36,233.5935063,120012.82,233.5935063
MEX,7,Rice,0,0.27061445,0,0.27061445
MEX,8,Rice,1354.69,1.456156972,1213.65,1.456156972
MEX,9,Rice,9902.96,28.9651666,21786.3,28.9651666
MEX,10,Rice,12632.18,64.05729906,41139.62,64.05729906
MEX,11,Rice,0,0.038634935,0,0.038634935
MEX,12,Rice,0.21,0.494642224,57.44,0.494642224
MYS,6,Rice,1054697.45,6492.63949,4521789.73,6492.63949
MOZ,1,Rice,0,0.002798858,0,0.002798858
MOZ,2,Rice,0,0.065382587,0,0.065382587
MOZ,3,Rice,2377.08,76.40054276,81645.64,76.40054276
MOZ,4,Rice,7495.82,331.6773946,421501.73,331.6773946
MOZ,5,Rice,3027.37,332.485801,453800.59,332.485801
MOZ,9,Rice,0,1.385564299,1233.19,1.385564299
MOZ,10,Rice,179.96,1.176395137,1684.66,1.176395137
MOZ,11,Rice,0,0,0,0
MWI,3,Rice,2273.28,67.05187901,56466.9,67.05187901
MWI,4,Rice,9541.28,173.1645862,172297.61,173.1645862
MWI,5,Rice,1520.46,13.70170819,15472.86,13.70170819
MWI,9,Rice,0.91,2.200493644,1598.82,2.200493644
MWI,10,Rice,0,0.045676497,0,0.045676497
NER,1,Rice,28919.79,41.0369141,16036.25,41.0369141
NER,2,Rice,94392.09,137.2419507,66088.96,137.2419507
NER,3,Rice,1062.78,5.924640263,1834.59,5.924640263
NER,7,Rice,0,0,0,0
BEL,10,Rice,0,0,0,0
BEL,11,Rice,0,0,0,0
HKG,12,Rice,78.38,0.541447762,518.41,0.541447762
AND,10,Rice,48.94,0.058526018,63.07,0.058526018
LUX,10,Rice,0,0,0,0
LUX,11,Rice,0,0,0,0
PSE,2,Rice,0,0,0,0
PSE,3,Rice,0,0,0,0
PSE,8,Rice,0,0,0,0
PSE,9,Rice,0,0,0,0
MNE,10,Rice,0,0,0,0
MNE,11,Rice,0,0,0,0
MNE,16,Rice,0,0,0,0
NGA,1,Rice,490.61,151.5352599,57262.57,151.5352599
NGA,2,Rice,17952.28,2994.458892,1465712.35,2994.458892
NGA,3,Rice,5027.07,2386.214918,1382638.37,2386.214918
NGA,4,Rice,2316.44,5125.541108,3046016.1,5125.541108
NGA,5,Rice,1761.33,9397.065477,5811145.5,9397.065477
NGA,6,Rice,65.91,864.1377758,535777.21,864.1377758
NLD,11,Rice,0,0,0,0
NOR,9,Rice,0,0,0,0
NOR,10,Rice,0,0,0,0
NOR,14,Rice,0,0,0,0
NOR,15,Rice,0,0,0,0
NOR,16,Rice,0,0,0,0
NPL,3,Rice,57286.74,630.5231502,291662.1,630.5231502
NPL,4,Rice,345569.18,4613.662266,2186927.92,4613.662266
NPL,5,Rice,24618.7,782.5121485,399576.05,782.5121485
NPL,10,Rice,128461.68,2611.272173,1231696.73,2611.272173
NPL,11,Rice,216884.54,4663.211095,2196056.78,4663.211095
NPL,12,Rice,37545.95,1930.61495,939343.12,1930.61495
NPL,13,Rice,1114.73,28.64788368,11325.46,28.64788368
NPL,14,Rice,2614.83,40.15614374,14235.9,40.15614374
NPL,15,Rice,6814.42,216.5347754,89445.25,216.5347754
NPL,16,Rice,1570.92,20.56217672,7485.96,20.56217672
SUR,6,Rice,66805.07,443.7055298,172169.96,443.7055298
NIC,4,Rice,20740.98,436.1399224,206672.33,436.1399224
NIC,5,Rice,1665.35,193.4435174,81266.7,193.4435174
NIC,6,Rice,291.87,134.2546939,57582.64,134.2546939
NZL,6,Rice,0,0,0,0
NZL,10,Rice,0,0,0,0
NZL,11,Rice,0,0,0,0
NZL,12,Rice,0,0,0,0
NZL,15,Rice,0,0,0,0
NZL,16,Rice,0,0,0,0
NZL,17,Rice,0,0,0,0
PRY,1,Rice,0,1.749319469,416.88,1.749319469
PRY,3,Rice,0,0.414988693,33.96,0.414988693
PRY,4,Rice,0,7.564937741,1316.52,7.564937741
PRY,5,Rice,0,2.283433276,221.96,2.283433276
PRY,6,Rice,0,8.580069261,2202.13,8.580069261
PRY,7,Rice,0,0.655275764,27.26,0.655275764
PRY,8,Rice,0,1.643328272,0,1.643328272
PRY,9,Rice,0,0.919036877,127.16,0.919036877
PRY,10,Rice,0,0.182164996,0,0.182164996
PRY,11,Rice,0,0.363034494,0,0.363034494
PRY,12,Rice,62470.64,258.960793,164632.76,258.960793
