Country,AEZ,crop,bl (1000m3),Area (km2),gn (1000m3),Area (km2)
MDG,4,Coconuts,0,59.07435351,52154.67,59.07435351
MDG,5,Coconuts,0,57.64169,59201.21,57.64169
MDG,6,Coconuts,0,148.4008707,184629.07,148.4008707
MDG,10,Coconuts,0,0.925559492,787.63,0.925559492
MDG,11,Coconuts,0,0.137888276,125.09,0.137888276
MNG,7,Coconuts,0,0.000189787,0.08,0.000189787
MNG,8,Coconuts,0,1.68054E-05,0.01,1.68054E-05
MNG,13,Coconuts,0,0.000385051,0.17,0.000385051
MNG,14,Coconuts,0,6.66987E-05,0.04,6.66987E-05
MNG,15,Coconuts,0,0,0,0
MKD,9,Coconuts,0,5.7154E-23,0,5.7154E-23
MKD,10,Coconuts,0,0,0,0
MLI,1,Coconuts,0,0,0,0
MLI,2,Coconuts,0,0.007856623,6.69,0.007856623
MLI,3,Coconuts,0,0.006161828,6.09,0.006161828
MLI,4,Coconuts,0,0.174178873,179.76,0.174178873
MLI,7,Coconuts,0,0,0,0
MAR,1,Coconuts,0,0,0,0
MAR,2,Coconuts,0,0,0,0
MAR,3,Coconuts,0,0,0,0
MAR,4,Coconuts,0,0,0,0
MAR,7,Coconuts,0,0,0,0
MAR,8,Coconuts,0,0,0,0
MAR,9,Coconuts,0,0,0,0
MAR,10,Coconuts,0,0,0,0
MRT,1,Coconuts,0,0.006001641,4.02,0.006001641
MRT,2,Coconuts,0,0.016282866,12.53,0.016282866
MRT,7,Coconuts,0,0,0,0
OMN,1,Coconuts,0,0,0,0
MEX,1,Coconuts,0,0,0,0
MEX,2,Coconuts,0,0,0,0
MEX,3,Coconuts,0,418.9741614,407197.43,418.9741614
MEX,4,Coconuts,0,426.1246104,444753.39,426.1246104
MEX,5,Coconuts,0,190.1154739,214934.44,190.1154739
MEX,6,Coconuts,0,572.6846802,660947.36,572.6846802
MEX,7,Coconuts,0,0,0,0
MEX,8,Coconuts,0,0,0,0
MEX,9,Coconuts,0,1.651696815,1692.58,1.651696815
MEX,10,Coconuts,0,0.734794931,802.1,0.734794931
MEX,11,Coconuts,0,0,0,0
MEX,12,Coconuts,0,0,0,0
MYS,6,Coconuts,0,1871.460832,2930779.38,1871.460832
MOZ,1,Coconuts,0,11.0625424,8542.75,11.0625424
MOZ,2,Coconuts,0,25.41329029,20582.65,25.41329029
MOZ,3,Coconuts,0,219.1662314,174721.51,219.1662314
MOZ,4,Coconuts,0,372.0346472,323692.88,372.0346472
MOZ,5,Coconuts,0,99.49066931,101051.86,99.49066931
MOZ,9,Coconuts,0,27.71646922,18798.1,27.71646922
MOZ,10,Coconuts,0,30.89077804,22928.69,30.89077804
MOZ,11,Coconuts,0,0.304694624,314.7,0.304694624
MWI,3,Coconuts,0,0.891355084,694.3,0.891355084
MWI,4,Coconuts,0,0.282825578,257.45,0.282825578
MWI,5,Coconuts,0,0,0,0
MWI,9,Coconuts,0,0,0,0
MWI,10,Coconuts,0,0.884658436,654.12,0.884658436
NER,1,Coconuts,0,0,0,0
NER,2,Coconuts,0,3.05854E-21,0,3.05854E-21
NER,3,Coconuts,0,0.14924245,151.13,0.14924245
NER,7,Coconuts,0,0,0,0
BEL,10,Coconuts,0,0,0,0
BEL,11,Coconuts,0,0,0,0
HKG,12,Coconuts,0,0.002822606,3.21,0.002822606
AND,10,Coconuts,0,2.48523E-26,0,2.48523E-26
LUX,10,Coconuts,0,0,0,0
LUX,11,Coconuts,0,0,0,0
PSE,2,Coconuts,0,1.75742E-22,0,1.75742E-22
PSE,3,Coconuts,0,1.88511E-21,0,1.88511E-21
PSE,8,Coconuts,0,2.89446E-22,0,2.89446E-22
PSE,9,Coconuts,0,5.63548E-21,0,5.63548E-21
MNE,10,Coconuts,0,0,0,0
MNE,11,Coconuts,0,0,0,0
MNE,16,Coconuts,0,0,0,0
NGA,1,Coconuts,0,0,0,0
NGA,2,Coconuts,0,0.000728967,0.59,0.000728967
NGA,3,Coconuts,0,0.204479106,168.85,0.204479106
NGA,4,Coconuts,0,2.641817928,2822.94,2.641817928
NGA,5,Coconuts,0,189.2303593,219889.43,189.2303593
NGA,6,Coconuts,0,120.8139439,153713.45,120.8139439
NLD,11,Coconuts,0,0,0,0
NOR,9,Coconuts,0,0,0,0
NOR,10,Coconuts,0,0,0,0
NOR,14,Coconuts,0,0,0,0
NOR,15,Coconuts,0,0,0,0
NOR,16,Coconuts,0,0,0,0
NPL,3,Coconuts,0,0.06727009,70.57,0.06727009
NPL,4,Coconuts,0,0.399330179,451.84,0.399330179
NPL,5,Coconuts,0,0.070573769,91.99,0.070573769
NPL,10,Coconuts,0,0.247432872,284.17,0.247432872
NPL,11,Coconuts,0,0.508447937,602.23,0.508447937
NPL,12,Coconuts,0,0.180501808,224.72,0.180501808
NPL,13,Coconuts,0,0.003928387,4.12,0.003928387
NPL,14,Coconuts,0,0.00767805,7.48,0.00767805
NPL,15,Coconuts,0,0.020725974,21.94,0.020725974
NPL,16,Coconuts,0,0.005545892,5.3,0.005545892
SUR,6,Coconuts,0,10.58785337,12630.34,10.58785337
NIC,4,Coconuts,0,4.015230023,4833.02,4.015230023
NIC,5,Coconuts,0,3.279496578,3874.42,3.279496578
NIC,6,Coconuts,0,2.326174621,3082.77,2.326174621
NZL,6,Coconuts,0,0,0,0
NZL,10,Coconuts,0,0,0,0
NZL,11,Coconuts,0,0,0,0
NZL,12,Coconuts,0,0,0,0
NZL,15,Coconuts,0,0,0,0
NZL,16,Coconuts,0,0,0,0
NZL,17,Coconuts,0,0,0,0
PRY,1,Coconuts,0,0,0,0
PRY,3,Coconuts,0,0,0,0
PRY,4,Coconuts,0,0,0,0
PRY,5,Coconuts,0,0,0,0
PRY,6,Coconuts,0,0,0,0
PRY,7,Coconuts,0,0,0,0
PRY,8,Coconuts,0,0,0,0
PRY,9,Coconuts,0,0,0,0
PRY,10,Coconuts,0,0,0,0
PRY,11,Coconuts,0,0,0,0
PRY,12,Coconuts,0,0,0,0
PER,1,Coconuts,0,2.011699947,840.81,2.011699947
PER,2,Coconuts,0,0.131815371,121.75,0.131815371
PER,3,Coconuts,0,0.119275036,101.93,0.119275036
PER,4,Coconuts,0,0.189136809,169.78,0.189136809
PER,5,Coconuts,0,0.477605078,469.5,0.477605078
PER,6,Coconuts,0,1.827224152,2143.64,1.827224152
PER,7,Coconuts,0,1.512791066,841.94,1.512791066
PER,8,Coconuts,0,2.652777511,1936.68,2.652777511
PER,9,Coconuts,0,1.950947644,1579.72,1.950947644
PER,10,Coconuts,0,0.419969152,371.32,0.419969152
PER,11,Coconuts,0,0.304104642,274.82,0.304104642
PER,12,Coconuts,0,0.336423345,345.38,0.336423345
PER,13,Coconuts,0,0.523123767,381.86,0.523123767
PER,14,Coconuts,0,1.383225402,896.19,1.383225402
PER,15,Coconuts,0,1.377844974,1003.8,1.377844974
PER,16,Coconuts,0,1.289797582,994.34,1.289797582
PAK,1,Coconuts,0,0.727937983,614.44,0.727937983
PAK,2,Coconuts,0,0.000542846,0.38,0.000542846
PAK,7,Coconuts,0,3.420075233,3241.74,3.420075233
PAK,8,Coconuts,0,0.465500851,740.72,0.465500851
PAK,9,Coconuts,0,0.351242472,603.88,0.351242472
PAK,10,Coconuts,0,0.573332703,1089.33,0.573332703
PAK,11,Coconuts,0,0.167167548,336.28,0.167167548
PAK,12,Coconuts,0,0.166907743,341.21,0.166907743
PAK,13,Coconuts,0,0.006599052,8.56,0.006599052
PAK,14,Coconuts,0,0.015866553,21.97,0.015866553
POL,10,Coconuts,0,0,0,0
POL,15,Coconuts,0,0,0,0
POL,16,Coconuts,0,0,0,0
PAN,5,Coconuts,0,28.05907291,32287.38,28.05907291
PAN,6,Coconuts,0,9.281580669,11562.46,9.281580669
PRT,10,Coconuts,0,8.33903E-23,0,8.33903E-23
PRT,11,Coconuts,0,2.37749E-23,0,2.37749E-23
PRT,12,Coconuts,0,1.20665E-24,0,1.20665E-24
PNG,5,Coconuts,0,141.3016653,147318.73,141.3016653
PNG,6,Coconuts,0,1917.776141,2364147.06,1917.776141
GNB,3,Coconuts,0,27.57276828,22054.18,27.57276828
GNB,4,Coconuts,0,58.60099948,53224.7,58.60099948
QAT,1,Coconuts,0,0,0,0
ROU,8,Coconuts,0,0,0,0
ROU,9,Coconuts,0,9.31253E-22,0,9.31253E-22
ROU,10,Coconuts,0,0,0,0
ROU,11,Coconuts,0,0,0,0
ROU,15,Coconuts,0,0,0,0
ROU,16,Coconuts,0,0,0,0
MDA,8,Coconuts,0,0,0,0
MDA,9,Coconuts,0,0,0,0
MDA,10,Coconuts,0,0,0,0
PHL,4,Coconuts,0,934.937742,1033367.03,934.937742
PHL,5,Coconuts,0,4194.174682,5025286.64,4194.174682
PHL,6,Coconuts,0,20991.82162,28498217.86,20991.82162
RUS,7,Coconuts,0,3.06343E-24,0,3.06343E-24
RUS,8,Coconuts,0,0.001690004,1.01,0.001690004
RUS,9,Coconuts,0,0.007874334,5,0.007874334
RUS,10,Coconuts,0,0.023124454,16.17,0.023124454
RUS,11,Coconuts,0,0,0,0
RUS,13,Coconuts,0,6.08535E-24,0,6.08535E-24
RUS,14,Coconuts,0,3.77738E-24,0,3.77738E-24
RUS,15,Coconuts,0,0.009983293,5.22,0.009983293
RUS,16,Coconuts,0,0.006024415,4.2,0.006024415
RWA,5,Coconuts,0,0,0,0
RWA,6,Coconuts,0,0,0,0
SAU,1,Coconuts,0,3.16232E-21,0,3.16232E-21
SAU,7,Coconuts,0,7.74802E-21,0,7.74802E-21
ZAF,1,Coconuts,0,0,0,0
ZAF,2,Coconuts,0,0,0,0
ZAF,3,Coconuts,0,0,0,0
ZAF,4,Coconuts,0,0,0,0
ZAF,5,Coconuts,0,0,0,0
ZAF,6,Coconuts,0,0,0,0
ZAF,7,Coconuts,0,0,0,0
ZAF,8,Coconuts,0,0,0,0
ZAF,9,Coconuts,0,0,0,0
ZAF,10,Coconuts,0,0,0,0
ZAF,11,Coconuts,0,0,0,0
LSO,9,Coconuts,0,0,0,0
LSO,10,Coconuts,0,0,0,0
LSO,11,Coconuts,0,0,0,0
BWA,7,Coconuts,0,0,0,0
BWA,8,Coconuts,0,0,0,0
BWA,9,Coconuts,0,0,0,0
SEN,1,Coconuts,0,0.904389452,406.97,0.904389452
SEN,2,Coconuts,0,4.635013381,2863.53,4.635013381
SEN,3,Coconuts,0,8.330760552,6915.06,8.330760552
SEN,4,Coconuts,0,0.008616754,10.15,0.008616754
SVN,10,Coconuts,0,0,0,0
SVN,11,Coconuts,0,0,0,0
SVN,12,Coconuts,0,0,0,0
SVN,15,Coconuts,0,0,0,0
SLE,4,Coconuts,0,17.19436906,20665.5,17.19436906
SLE,5,Coconuts,0,9.454902412,11840.9,9.454902412
SGP,6,Coconuts,0,0.071107496,195.46,0.071107496
SOM,1,Coconuts,23398.59,14.20207163,11566.92,14.20207163
SOM,2,Coconuts,9878.91,10.62451365,6896.97,10.62451365
ESP,4,Coconuts,0,2.09098E-25,0,2.09098E-25
ESP,8,Coconuts,0,5.2891E-24,0,5.2891E-24
ESP,9,Coconuts,0,4.01147E-22,0,4.01147E-22
ESP,10,Coconuts,0,2.76138E-22,0,2.76138E-22
ESP,11,Coconuts,0,1.1254E-23,0,1.1254E-23
ESP,12,Coconuts,0,4.12389E-24,0,4.12389E-24
ESP,15,Coconuts,0,1.95854E-25,0,1.95854E-25
SDN,1,Coconuts,0,0,0,0
SDN,2,Coconuts,0,0,0,0
SDN,3,Coconuts,0,0,0,0
SDN,4,Coconuts,0,0,0,0
SDN,5,Coconuts,0,0,0,0
SDN,7,Coconuts,0,0,0,0
SDN,8,Coconuts,0,0,0,0
SWE,9,Coconuts,0,0,0,0
SWE,10,Coconuts,0,0,0,0
SWE,13,Coconuts,0,0,0,0
SWE,14,Coconuts,0,0,0,0
SWE,15,Coconuts,0,0,0,0
SWE,16,Coconuts,0,0,0,0
SYR,7,Coconuts,0,8.10794E-21,0,8.10794E-21
SYR,8,Coconuts,0,4.10155E-20,0,4.10155E-20
SYR,9,Coconuts,0,4.35251E-20,0,4.35251E-20
SYR,10,Coconuts,0,3.01054E-20,0,3.01054E-20
CHE,10,Coconuts,0,0,0,0
CHE,11,Coconuts,0,0,0,0
CHE,13,Coconuts,0,0,0,0
CHE,14,Coconuts,0,0,0,0
CHE,15,Coconuts,0,0,0,0
TTO,5,Coconuts,0,5.081220016,6412.95,5.081220016
TTO,6,Coconuts,0,18.95232805,21998.19,18.95232805
THA,4,Coconuts,0,2353.674735,2713237.29,2353.674735
THA,5,Coconuts,0,602.5232457,759770.11,602.5232457
THA,6,Coconuts,0,273.6168546,392640.01,273.6168546
THA,10,Coconuts,0,6.842950422,7263.31,6.842950422
THA,11,Coconuts,0,2.444414848,2677.43,2.444414848
TJK,8,Coconuts,0,5.21761E-21,0,5.21761E-21
TJK,9,Coconuts,0,4.53581E-22,0,4.53581E-22
TJK,13,Coconuts,0,9.53891E-22,0,9.53891E-22
TJK,14,Coconuts,0,8.90998E-22,0,8.90998E-22
TGO,3,Coconuts,0,1.839610166,1923.1,1.839610166
TGO,4,Coconuts,0,19.94363038,21551.46,19.94363038
TGO,5,Coconuts,0,18.660463,21307.37,18.660463
TUN,7,Coconuts,0,0,0,0
TUN,8,Coconuts,0,0,0,0
TUN,9,Coconuts,0,0,0,0
TUN,10,Coconuts,0,0,0,0
TUR,7,Coconuts,0,0,0,0
TUR,8,Coconuts,0,5.88888E-20,0,5.88888E-20
TUR,9,Coconuts,0,6.22424E-20,0,6.22424E-20
TUR,10,Coconuts,0,1.90648E-19,0,1.90648E-19
TUR,11,Coconuts,0,1.97484E-24,0,1.97484E-24
TUR,14,Coconuts,0,0,0,0
TUR,15,Coconuts,0,0,0,0
TUR,16,Coconuts,0,2.96395E-24,0,2.96395E-24
TKM,7,Coconuts,0,1.35857E-22,0,1.35857E-22
TKM,8,Coconuts,0,2.88324E-24,0,2.88324E-24
TZA,1,Coconuts,0,2.708902234,1866.79,2.708902234
TZA,2,Coconuts,0,98.8371727,78961.99,98.8371727
TZA,3,Coconuts,0,387.1855269,284238.11,387.1855269
TZA,4,Coconuts,0,2041.237432,1660156.11,2041.237432
TZA,5,Coconuts,0,268.4541492,256736.1,268.4541492
TZA,6,Coconuts,0,82.58801178,94651.77,82.58801178
UGA,2,Coconuts,0,0,0,0
UGA,3,Coconuts,0,0,0,0
UGA,4,Coconuts,0,0,0,0
UGA,5,Coconuts,0,0.005338786,6.41,0.005338786
UGA,6,Coconuts,0,0.057935734,0,0.057935734
GBR,10,Coconuts,0,0,0,0
GBR,11,Coconuts,0,0,0,0
GBR,12,Coconuts,0,0,0,0
GBR,15,Coconuts,0,0,0,0
GBR,16,Coconuts,0,0,0,0
UKR,8,Coconuts,0,0,0,0
UKR,9,Coconuts,0,0,0,0
UKR,10,Coconuts,0,0,0,0
UKR,11,Coconuts,0,0,0,0
UKR,15,Coconuts,0,0,0,0
UKR,16,Coconuts,0,0,0,0
USA,7,Coconuts,0,0,0,0
USA,8,Coconuts,0,0,0,0
USA,9,Coconuts,0,0,0,0
USA,10,Coconuts,0,0,0,0
USA,11,Coconuts,0,0,0,0
USA,12,Coconuts,0,0,0,0
USA,13,Coconuts,0,0,0,0
USA,14,Coconuts,0,0,0,0
USA,15,Coconuts,0,0,0,0
USA,16,Coconuts,0,0,0,0
BFA,1,Coconuts,0,0,0,0
BFA,2,Coconuts,0,0,0,0
BFA,3,Coconuts,0,0.005918496,0,0.005918496
BFA,4,Coconuts,0,0.158375877,174.44,0.158375877
URY,12,Coconuts,0,0,0,0
UZB,7,Coconuts,0,3.0349E-20,0,3.0349E-20
UZB,8,Coconuts,0,4.88232E-20,0,4.88232E-20
UZB,14,Coconuts,0,1.51992E-21,0,1.51992E-21
VEN,1,Coconuts,0,0.291680602,203.4,0.291680602
VEN,2,Coconuts,0,1.824631681,1418.47,1.824631681
VEN,3,Coconuts,0,1.014672786,882.22,1.014672786
VEN,4,Coconuts,0,87.24443219,88866.94,87.24443219
VEN,5,Coconuts,0,119.3973538,146281.79,119.3973538
VEN,6,Coconuts,0,14.97811804,18321.57,14.97811804
VNM,4,Coconuts,0,6.547839607,6648.33,6.547839607
VNM,5,Coconuts,0,752.2823039,947936.89,752.2823039
VNM,6,Coconuts,0,548.0839726,630813.57,548.0839726
VNM,11,Coconuts,0,6.638257423,7545.17,6.638257423
VNM,12,Coconuts,0,105.6620733,113161.69,105.6620733
NAM,1,Coconuts,0,0,0,0
NAM,2,Coconuts,0,0,0,0
NAM,7,Coconuts,0,0,0,0
NAM,8,Coconuts,0,0,0,0
NAM,9,Coconuts,0,0,0,0
SWZ,2,Coconuts,0,0,0,0
SWZ,3,Coconuts,0,0,0,0
SWZ,10,Coconuts,0,0,0,0
SWZ,11,Coconuts,0,0,0,0
YEM,1,Coconuts,0,0,0,0
ZMB,3,Coconuts,0,0,0,0
ZMB,4,Coconuts,0,0,0,0
ZMB,8,Coconuts,0,0,0,0
ZMB,9,Coconuts,0,0,0,0
ZMB,10,Coconuts,0,0,0,0
ZWE,1,Coconuts,0,0,0,0
ZWE,2,Coconuts,0,0,0,0
ZWE,3,Coconuts,0,0.100699403,72.84,0.100699403
ZWE,4,Coconuts,0,0.040105821,35.08,0.040105821
ZWE,7,Coconuts,0,0,0,0
ZWE,8,Coconuts,0,0,0,0
ZWE,9,Coconuts,0,0.329254462,243.39,0.329254462
ZWE,10,Coconuts,0,0,0,0
ZWE,11,Coconuts,0,0,0,0
IDN,4,Coconuts,0,387.7051125,382798.1,387.7051125
IDN,5,Coconuts,0,1366.3675,1679421.29,1366.3675
IDN,6,Coconuts,0,20890.81253,31355817.31,20890.81253
ARE,1,Coconuts,0,0,0,0
TLS,4,Coconuts,0,0.815005383,756.84,0.815005383
TLS,5,Coconuts,0,0,0,0
SMR,11,Coconuts,0,0,0,0
ESH,1,Coconuts,0,0,0,0
ESH,7,Coconuts,0,0,0,0
SRB,9,Coconuts,0,0,0,0
SRB,10,Coconuts,0,0,0,0
SRB,11,Coconuts,0,0,0,0
TWN,4,Coconuts,0,1.738893146,0,1.738893146
TWN,5,Coconuts,0,4.648453077,0,4.648453077
TWN,6,Coconuts,0,8.925171701,0,8.925171701
TWN,12,Coconuts,0,17.20661646,0,17.20661646
DZA,1,Maize,0,0,0,0
DZA,7,Maize,0,0.085147251,0,0.085147251
DZA,8,Maize,0,1.613102313,233.17,1.613102313
DZA,9,Maize,0,14.78802711,507.87,14.78802711
DZA,10,Maize,0,19.99382867,0,19.99382867
AZE,8,Maize,24412.75,73.72918678,14410.16,73.72918678
AZE,9,Maize,60132.42,171.7832179,36647.6,171.7832179
AZE,10,Maize,318.47,5.123285951,1545.14,5.123285951
AZE,14,Maize,98.34,3.527842116,124.49,3.527842116
AZE,15,Maize,250.01,4.742086121,490.14,4.742086121
ALB,9,Maize,16901.57,126.4504999,17132.68,126.4504999
ALB,10,Maize,24741.14,204.0709431,35037.77,204.0709431
ALB,11,Maize,76843.48,357.5388566,72046.89,357.5388566
ALB,16,Maize,18.43,3.485993396,338.1,3.485993396
ARM,8,Maize,256.24,13.02009891,4219.22,13.02009891
ARM,9,Maize,102.9,5.882497545,1959.25,5.882497545
ARM,14,Maize,0.01,1.665393442,589.63,1.665393442
ARM,15,Maize,14.49,8.46887047,3064.57,8.46887047
AGO,1,Maize,0,58.22631873,23308.87,58.22631873
AGO,2,Maize,0,180.839601,84754.94,180.839601
AGO,3,Maize,0,221.1907646,116641.81,221.1907646
AGO,4,Maize,0,2626.005245,1618196.13,2626.005245
AGO,5,Maize,0,2073.519652,1374410.38,2073.519652
AGO,8,Maize,0,60.37148055,29891.85,60.37148055
AGO,9,Maize,0,215.465009,129704.1,215.465009
AGO,10,Maize,0,1307.330124,865401.6,1307.330124
AGO,11,Maize,0,453.1034515,322219.19,453.1034515
ARG,7,Maize,9384.85,499.7674237,114792,499.7674237
ARG,8,Maize,15478.43,2973.793352,796822.37,2973.793352
ARG,9,Maize,19405.14,4505.664874,1739466.04,4505.664874
ARG,10,Maize,48663.86,8654.21878,4109389.62,8654.21878
ARG,11,Maize,54104.38,5776.770379,2797486.07,5776.770379
ARG,12,Maize,72188.39,12153.21082,6619297.04,12153.21082
ARG,13,Maize,0.02,8.699288906,897.41,8.699288906
ARG,14,Maize,4.68,1.386923325,198.53,1.386923325
ARG,15,Maize,0,0.195019721,0,0.195019721
ARG,16,Maize,0,0.021498415,0,0.021498415
AUS,1,Maize,0,4.142322121,574.72,4.142322121
AUS,2,Maize,0,9.238730365,955.04,9.238730365
AUS,3,Maize,1.95,41.37267285,8242.66,41.37267285
AUS,4,Maize,2.17,18.28256236,3927.98,18.28256236
AUS,5,Maize,0.24,0.806612749,147.91,0.806612749
AUS,6,Maize,7.82,2.271412512,508.1,2.271412512
AUS,7,Maize,12964.27,174.2196797,23882.97,174.2196797
AUS,8,Maize,57986.54,113.3215267,39124.52,113.3215267
AUS,9,Maize,78020.37,124.1474125,44940.13,124.1474125
AUS,10,Maize,11220.21,84.19238892,18269.85,84.19238892
AUS,11,Maize,76019.7,46.70612825,105721.91,46.70612825
AUS,12,Maize,11366.49,68.32084279,23335.19,68.32084279
AUS,17,Maize,0,0,0,0
BGD,4,Maize,0,7.951164259,14946.43,7.951164259
BGD,5,Maize,0,27.77115578,68873.42,27.77115578
BGD,6,Maize,0,1.616197764,5335.95,1.616197764
BGD,11,Maize,0,8.364390525,3503.51,8.364390525
BGD,12,Maize,0,0.432895335,1601.29,0.432895335
BLZ,5,Maize,231.64,13.43679086,7227.76,13.43679086
BLZ,6,Maize,504.96,136.7848497,71694.91,136.7848497
BIH,10,Maize,274.83,1007.578821,391295.65,1007.578821
BIH,11,Maize,601.32,1063.698117,417466.23,1063.698117
BIH,12,Maize,34.91,11.37867168,4018.69,11.37867168
BOL,1,Maize,0.03,8.272494269,3164.14,8.272494269
BOL,2,Maize,0.01,3.660707845,1687.81,3.660707845
BOL,3,Maize,238.79,122.3815998,65582.36,122.3815998
BOL,4,Maize,204.58,223.3078159,139722.83,223.3078159
BOL,5,Maize,0.34,360.0161928,224977.52,360.0161928
BOL,6,Maize,0.1,198.609731,98867.34,198.609731
BOL,7,Maize,53.86,86.46483918,42908.99,86.46483918
BOL,8,Maize,24534.07,479.703208,232548.65,479.703208
BOL,9,Maize,15159.98,1037.771756,540130.69,1037.771756
BOL,10,Maize,1.26,202.1913347,121479.11,202.1913347
BOL,11,Maize,0.14,78.35687475,48173.22,78.35687475
BOL,12,Maize,0,4.89618063,2366.38,4.89618063
BOL,13,Maize,2.61,28.2562242,8621.36,28.2562242
BOL,14,Maize,276.79,22.11168796,9548.96,22.11168796
BOL,15,Maize,12800.04,20.89217066,30484.13,20.89217066
BOL,16,Maize,667.56,10.63366374,6933.82,10.63366374
MMR,4,Maize,729.9,50.39939129,12630.58,50.39939129
MMR,5,Maize,10288.44,1347.130016,283455.6,1347.130016
MMR,6,Maize,13.26,162.687174,32073.3,162.687174
MMR,11,Maize,761.06,436.1354602,93366.2,436.1354602
MMR,12,Maize,56.69,245.1370396,49067.57,245.1370396
MMR,15,Maize,0,0.508918509,52.98,0.508918509
MMR,16,Maize,0,0.518388583,58.04,0.518388583
BEN,3,Maize,0,192.3619847,148036.73,192.3619847
BEN,4,Maize,0,1777.681598,1236059.06,1777.681598
BEN,5,Maize,0,2129.958432,1458580.55,2129.958432
BRA,1,Maize,101.32,11.44919019,2819.06,11.44919019
BRA,2,Maize,1347.42,774.7855973,276339.22,774.7855973
BRA,3,Maize,3077.04,10570.48634,4433424.03,10570.48634
BRA,4,Maize,4106.49,8923.050505,3738942.41,8923.050505
BRA,5,Maize,3097.98,28181.61065,13527628.83,28181.61065
BRA,6,Maize,3573.91,20566.20012,10903150.05,20566.20012
BRA,10,Maize,34.66,48.55125483,20448.52,48.55125483
BRA,11,Maize,0.06,14.57350532,7120.11,14.57350532
BRA,12,Maize,4150.02,44359.26273,24998916.33,44359.26273
BGR,9,Maize,20871.89,4125.250229,1219676.11,4125.250229
BGR,10,Maize,1585.03,469.1437026,135818.1,469.1437026
BGR,11,Maize,17.96,11.84731531,4906.17,11.84731531
BRN,6,Maize,0,0.06724149,0,0.06724149
CAN,7,Maize,28715.9,107.4421289,28205.71,107.4421289
CAN,8,Maize,4988.17,38.50961475,5771.99,38.50961475
CAN,9,Maize,1782.66,976.0308195,239491.69,976.0308195
CAN,10,Maize,11295.85,12582.25256,3820768.55,12582.25256
CAN,11,Maize,129.49,18.82219588,1079.95,18.82219588
CAN,13,Maize,0,10.18262034,0,10.18262034
CAN,14,Maize,0,3.727735674,217.45,3.727735674
CAN,15,Maize,57.1,72.30345758,10227.62,72.30345758
CAN,16,Maize,11.86,9.15281399,73.83,9.15281399
KHM,4,Maize,0,24.87703109,9020.48,24.87703109
KHM,5,Maize,0.88,558.3820607,266942.01,558.3820607
KHM,6,Maize,0,8.76782,3103.13,8.76782
LKA,3,Maize,0,3.316590111,1376.8,3.316590111
LKA,4,Maize,0,40.74944433,17589.17,40.74944433
LKA,5,Maize,0,25.06698781,11102.37,25.06698781
LKA,6,Maize,0,185.2762694,82737.99,185.2762694
COG,5,Maize,0,14.90000634,7816.44,14.90000634
COG,6,Maize,0,69.32141565,22315.05,69.32141565
COD,4,Maize,0.21,1615.321737,485315.19,1615.321737
COD,5,Maize,0.03,9203.466821,3006576.54,9203.466821
COD,6,Maize,0.01,3863.867873,1162157.11,3863.867873
COD,9,Maize,0,0.656163624,135.36,0.656163624
COD,10,Maize,0,8.304139072,2550.01,8.304139072
BDI,4,Maize,0,7.337735225,2741.23,7.337735225
BDI,5,Maize,0,1001.379749,365259.51,1001.379749
BDI,6,Maize,0,135.105961,50980.25,135.105961
CHN,5,Maize,109.16,75.15907888,26820.49,75.15907888
CHN,6,Maize,1135.57,707.9981539,315585.2,707.9981539
CHN,7,Maize,3125470.4,6087.921001,2393444.84,6087.921001
CHN,8,Maize,3033361.97,56710.86892,21623123.7,56710.86892
CHN,9,Maize,2087163.7,77255.15248,31173585.57,77255.15248
CHN,10,Maize,368927,33492.17943,13057738.13,33492.17943
CHN,11,Maize,147108.3,34104.11025,13210023.66,34104.11025
CHN,12,Maize,100615.63,32894.4207,12907906.03,32894.4207
CHN,13,Maize,123101.61,892.2434563,270774.41,892.2434563
CHN,14,Maize,15287.63,234.2526088,90773.44,234.2526088
CHN,15,Maize,6025.64,1203.908763,407450.78,1203.908763
CHN,16,Maize,3959.36,725.3548985,247321.72,725.3548985
CHN,17,Maize,122.05,49.16665279,17627.93,49.16665279
AFG,7,Maize,205407.45,125.8867439,21961.12,125.8867439
AFG,8,Maize,891696.61,694.3860346,184779.8,694.3860346
AFG,9,Maize,5471.9,8.246665788,5925.68,8.246665788
AFG,10,Maize,1475.04,2.698682304,2223.78,2.698682304
AFG,13,Maize,98647.63,99.74328892,24801.34,99.74328892
AFG,14,Maize,41082.38,35.85360777,12207.83,35.85360777
BTN,5,Maize,0,123.6566609,48671.2,123.6566609
BTN,11,Maize,0,89.01053414,33509.29,89.01053414
BTN,12,Maize,0,129.8438617,48292.28,129.8438617
BTN,14,Maize,0,0.14388956,27.25,0.14388956
BTN,15,Maize,0,0.647039352,176.55,0.647039352
BTN,16,Maize,0,23.36671096,9029.15,23.36671096
CHL,1,Maize,0,1.120560863,19.76,1.120560863
CHL,7,Maize,14159.3,73.94703448,5646.07,73.94703448
CHL,8,Maize,59775.49,119.5162067,11733.38,119.5162067
CHL,9,Maize,81099.47,140.0226524,19039.97,140.0226524
CHL,10,Maize,306325.6,627.4166821,94596.5,627.4166821
CHL,11,Maize,2097.8,32.37280422,1606.69,32.37280422
CHL,12,Maize,209.17,54.57773346,4343.14,54.57773346
CHL,13,Maize,308.88,48.11876457,3806.01,48.11876457
