# File: gains_iso_sector_emissions.csv
# Title: Sectorwise emission factors from GAINS dataset by ISO
# Units: kt/EJ
# Comments: These emissions factors are used to divide CEDS emissions into different transportation  categories
# Source:GAINS dataset
# Column types: ccinnn
# ----------
Non.co2,iso,year,Freight,Motorcycle,Passenger
N2O,bol,2045,0.974751418,0.164435799,0.223320736
N2O,bra,2045,0.41318667,0.073846836,0.068338724
N2O,brb,2045,1.229044766,0.156041471,0.315624459
N2O,brn,2045,1.156355497,0.128050361,0.287019579
N2O,btn,2045,1.549378114,0.213497076,0.430149847
N2O,bwa,2045,1.311095187,0.180444197,0.297979713
N2O,caf,2045,1.311095187,0.180444197,0.297979713
N2O,can,2045,0.078474226,0.086090403,0.023021339
N2O,che,2045,0.024945899,0.122165437,0.048319694
N2O,chl,2045,0.974751418,0.164435799,0.223320736
N2O,chn,2045,0.127850744,0.109190181,0.06844886
N2O,civ,2045,1.311095187,0.180444197,0.297979713
N2O,cmr,2045,1.311095187,0.180444197,0.297979713
N2O,cod,2045,1.311095187,0.180444197,0.297979713
N2O,cog,2045,1.311095187,0.180444197,0.297979713
N2O,cok,2045,0.30815933,0.161781844,0.051960085
N2O,col,2045,0.974751418,0.164435799,0.223320736
N2O,com,2045,1.324477581,0.215694053,0.365215653
N2O,cpv,2045,1.311095187,0.180444197,0.297979713
N2O,cri,2045,1.229044766,0.156041471,0.315624459
N2O,cub,2045,1.229044766,0.156041471,0.315624459
N2O,cuw,2045,1.229044766,0.156041471,0.315624459
N2O,cym,2045,1.229044766,0.156041471,0.315624459
N2O,cyp,2045,0.044239124,0.085199321,0.060792432
N2O,cze,2045,0.044239124,0.085199321,0.060792432
N2O,deu,2045,0.024945899,0.122165437,0.048319694
N2O,dji,2045,1.324477581,0.215694053,0.365215653
N2O,dma,2045,1.229044766,0.156041471,0.315624459
N2O,dnk,2045,0.024945899,0.122165437,0.048319694
N2O,dom,2045,1.229044766,0.156041471,0.315624459
N2O,dza,2045,1.309355053,0.197494703,0.365075742
N2O,ecu,2045,0.974751418,0.164435799,0.223320736
N2O,egy,2045,1.309355053,0.197494703,0.365075742
N2O,eri,2045,1.324477581,0.215694053,0.365215653
N2O,esh,2045,1.309355053,0.197494703,0.365075742
N2O,esp,2045,0.024945899,0.122165437,0.048319694
N2O,est,2045,0.044239124,0.085199321,0.060792432
N2O,eth,2045,1.324477581,0.215694053,0.365215653
N2O,fin,2045,0.024945899,0.122165437,0.048319694
N2O,fji,2045,0.30815933,0.161781844,0.051960085
N2O,flk,2045,0.974751418,0.164435799,0.223320736
N2O,fra,2045,0.024945899,0.122165437,0.048319694
N2O,fro,2045,0.024945899,0.122165437,0.048319694
N2O,fsm,2045,0.30815933,0.161781844,0.051960085
N2O,gab,2045,1.311095187,0.180444197,0.297979713
N2O,gbr,2045,0.024945899,0.122165437,0.048319694
N2O,geo,2045,0.647384453,0.288595258,0.147188074
N2O,gha,2045,1.311095187,0.180444197,0.297979713
N2O,gib,2045,0.024945899,0.122165437,0.048319694
N2O,gin,2045,1.311095187,0.180444197,0.297979713
N2O,glp,2045,1.229044766,0.156041471,0.315624459
N2O,gmb,2045,1.311095187,0.180444197,0.297979713
N2O,gnb,2045,1.311095187,0.180444197,0.297979713
N2O,gnq,2045,1.311095187,0.180444197,0.297979713
N2O,grc,2045,0.024945899,0.122165437,0.048319694
N2O,grd,2045,1.229044766,0.156041471,0.315624459
N2O,grl,2045,0.024945899,0.122165437,0.048319694
N2O,gtm,2045,1.229044766,0.156041471,0.315624459
N2O,guf,2045,0.974751418,0.164435799,0.223320736
N2O,gum,2045,0.30815933,0.161781844,0.051960085
N2O,guy,2045,0.974751418,0.164435799,0.223320736
N2O,hkg,2045,0.127850744,0.109190181,0.06844886
N2O,hnd,2045,1.229044766,0.156041471,0.315624459
N2O,hrv,2045,0.044239124,0.085199321,0.060792432
N2O,hti,2045,1.229044766,0.156041471,0.315624459
N2O,hun,2045,0.044239124,0.085199321,0.060792432
N2O,idn,2045,1.507194666,0.101536456,0.204775182
N2O,ind,2045,0.08938312,0.093112558,0.044708587
N2O,irl,2045,0.024945899,0.122165437,0.048319694
N2O,irn,2045,1.138671425,0.183376032,0.091713056
N2O,irq,2045,1.138671425,0.183376032,0.091713056
N2O,isl,2045,0.024945899,0.122165437,0.048319694
N2O,isr,2045,1.138671425,0.183376032,0.091713056
N2O,ita,2045,0.024945899,0.122165437,0.048319694
N2O,jam,2045,1.229044766,0.156041471,0.315624459
N2O,jor,2045,1.138671425,0.183376032,0.091713056
N2O,jpn,2045,0.090359356,0.06303113,0.026297277
N2O,kaz,2045,0.784267779,0.157925809,0.606740532
N2O,ken,2045,1.324477581,0.215694053,0.365215653
N2O,kgz,2045,0.784267779,0.157925809,0.606740532
N2O,khm,2045,1.156355497,0.128050361,0.287019579
N2O,kir,2045,0.30815933,0.161781844,0.051960085
N2O,kna,2045,1.229044766,0.156041471,0.315624459
N2O,kor,2045,0.11494245,0.112952301,0.089472439
N2O,kwt,2045,1.138671425,0.183376032,0.091713056
N2O,lao,2045,1.156355497,0.128050361,0.287019579
N2O,lbn,2045,1.138671425,0.183376032,0.091713056
N2O,lbr,2045,1.311095187,0.180444197,0.297979713
N2O,lby,2045,1.309355053,0.197494703,0.365075742
N2O,lca,2045,1.229044766,0.156041471,0.315624459
N2O,lie,2045,0.024945899,0.122165437,0.048319694
N2O,lka,2045,1.549378114,0.213497076,0.430149847
N2O,lso,2045,1.311095187,0.180444197,0.297979713
N2O,ltu,2045,0.044239124,0.085199321,0.060792432
N2O,lux,2045,0.024945899,0.122165437,0.048319694
N2O,lva,2045,0.044239124,0.085199321,0.060792432
N2O,mac,2045,0.127850744,0.109190181,0.06844886
N2O,mar,2045,1.309355053,0.197494703,0.365075742
N2O,mda,2045,0.77162741,0.241876655,0.090411746
N2O,mdg,2045,1.324477581,0.215694053,0.365215653
N2O,mdv,2045,1.549378114,0.213497076,0.430149847
N2O,mex,2045,0.07642414,0.219754477,0.080085493
N2O,mhl,2045,0.30815933,0.161781844,0.051960085
N2O,mkd,2045,0.044239124,0.085199321,0.060792432
N2O,mli,2045,1.311095187,0.180444197,0.297979713
N2O,mlt,2045,0.044239124,0.085199321,0.060792432
N2O,mmr,2045,1.156355497,0.128050361,0.287019579
N2O,mne,2045,0.044239124,0.085199321,0.060792432
N2O,mng,2045,0.127850744,0.109190181,0.06844886
N2O,moz,2045,1.311095187,0.180444197,0.297979713
N2O,mrt,2045,1.311095187,0.180444197,0.297979713
N2O,msr,2045,1.229044766,0.156041471,0.315624459
N2O,mtq,2045,1.229044766,0.156041471,0.315624459
N2O,mus,2045,1.324477581,0.215694053,0.365215653
N2O,mwi,2045,1.311095187,0.180444197,0.297979713
N2O,mys,2045,1.156355497,0.128050361,0.287019579
N2O,nam,2045,1.311095187,0.180444197,0.297979713
N2O,ncl,2045,0.30815933,0.161781844,0.051960085
N2O,ner,2045,1.311095187,0.180444197,0.297979713
N2O,nga,2045,1.311095187,0.180444197,0.297979713
N2O,nic,2045,1.229044766,0.156041471,0.315624459
N2O,niu,2045,0.30815933,0.161781844,0.051960085
N2O,nld,2045,0.024945899,0.122165437,0.048319694
N2O,nor,2045,0.024945899,0.122165437,0.048319694
N2O,npl,2045,1.549378114,0.213497076,0.430149847
N2O,nzl,2045,0.30815933,0.161781844,0.051960085
N2O,omn,2045,1.138671425,0.183376032,0.091713056
N2O,pak,2045,1.549378114,0.213497076,0.430149847
N2O,pan,2045,1.229044766,0.156041471,0.315624459
N2O,per,2045,0.974751418,0.164435799,0.223320736
N2O,phl,2045,1.156355497,0.128050361,0.287019579
N2O,plw,2045,0.30815933,0.161781844,0.051960085
N2O,png,2045,1.507194666,0.101536456,0.204775182
N2O,pol,2045,0.044239124,0.085199321,0.060792432
N2O,pri,2045,1.229044766,0.156041471,0.315624459
N2O,prk,2045,0.11494245,0.112952301,0.089472439
N2O,prt,2045,0.024945899,0.122165437,0.048319694
N2O,pry,2045,0.974751418,0.164435799,0.223320736
N2O,pse,2045,1.138671425,0.183376032,0.091713056
N2O,pyf,2045,0.30815933,0.161781844,0.051960085
N2O,qat,2045,1.138671425,0.183376032,0.091713056
N2O,reu,2045,1.324477581,0.215694053,0.365215653
N2O,rou,2045,0.044239124,0.085199321,0.060792432
N2O,rus,2045,0.647384453,0.288595258,0.147188074
N2O,rwa,2045,1.324477581,0.215694053,0.365215653
N2O,sau,2045,1.138671425,0.183376032,0.091713056
N2O,sdn,2045,1.324477581,0.215694053,0.365215653
N2O,sen,2045,1.311095187,0.180444197,0.297979713
N2O,sgp,2045,1.156355497,0.128050361,0.287019579
N2O,slb,2045,0.30815933,0.161781844,0.051960085
N2O,sle,2045,1.311095187,0.180444197,0.297979713
N2O,slv,2045,1.229044766,0.156041471,0.315624459
N2O,som,2045,1.324477581,0.215694053,0.365215653
N2O,spm,2045,0.108353455,0.079394052,0.023754453
N2O,srb,2045,0.044239124,0.085199321,0.060792432
N2O,srb (kosovo),2045,0.044239124,0.085199321,0.060792432
N2O,ssd,2045,1.324477581,0.215694053,0.365215653
N2O,stp,2045,1.311095187,0.180444197,0.297979713
N2O,sur,2045,0.974751418,0.164435799,0.223320736
N2O,svk,2045,0.044239124,0.085199321,0.060792432
N2O,svn,2045,0.044239124,0.085199321,0.060792432
N2O,swe,2045,0.024945899,0.122165437,0.048319694
N2O,swz,2045,1.311095187,0.180444197,0.297979713
N2O,sxm,2045,1.229044766,0.156041471,0.315624459
N2O,syc,2045,1.324477581,0.215694053,0.365215653
N2O,syr,2045,1.138671425,0.183376032,0.091713056
N2O,tca,2045,1.229044766,0.156041471,0.315624459
N2O,tcd,2045,1.311095187,0.180444197,0.297979713
N2O,tgo,2045,1.311095187,0.180444197,0.297979713
N2O,tha,2045,1.156355497,0.128050361,0.287019579
N2O,tjk,2045,0.784267779,0.157925809,0.606740532
N2O,tkl,2045,0.30815933,0.161781844,0.051960085
N2O,tkm,2045,0.784267779,0.157925809,0.606740532
N2O,tls,2045,1.507194666,0.101536456,0.204775182
N2O,ton,2045,0.30815933,0.161781844,0.051960085
N2O,tto,2045,1.229044766,0.156041471,0.315624459
N2O,tun,2045,1.309355053,0.197494703,0.365075742
N2O,tur,2045,0.027172279,0.109484847,0.109153304
N2O,twn,2045,0.127850744,0.109190181,0.06844886
N2O,tza,2045,1.311095187,0.180444197,0.297979713
N2O,uga,2045,1.324477581,0.215694053,0.365215653
N2O,ukr,2045,0.77162741,0.241876655,0.090411746
N2O,ury,2045,0.974751418,0.164435799,0.223320736
N2O,usa,2045,0.108353455,0.079394052,0.023754453
N2O,uzb,2045,0.784267779,0.157925809,0.606740532
N2O,vct,2045,1.229044766,0.156041471,0.315624459
N2O,ven,2045,0.974751418,0.164435799,0.223320736
N2O,vgb,2045,1.229044766,0.156041471,0.315624459
N2O,vir,2045,1.229044766,0.156041471,0.315624459
N2O,vnm,2045,1.156355497,0.128050361,0.287019579
N2O,vut,2045,0.30815933,0.161781844,0.051960085
N2O,wlf,2045,0.30815933,0.161781844,0.051960085
N2O,wsm,2045,0.30815933,0.161781844,0.051960085
N2O,yem,2045,1.138671425,0.183376032,0.091713056
N2O,zaf,2045,0.755668781,0.185833528,0.147365797
N2O,zmb,2045,1.311095187,0.180444197,0.297979713
N2O,zwe,2045,1.311095187,0.180444197,0.297979713
BC,abw,2050,0.065461519,0.001843741,0.011139098
BC,afg,2050,0.068498757,0.016523324,0.028338197
BC,ago,2050,0.074298432,0.013437165,0.007930838
BC,alb,2050,0.000472451,0.002858324,0.001392084
BC,are,2050,0.044317427,0.002476184,0.001782968
BC,arg,2050,0.026264815,0.002428469,0.008424578
BC,arm,2050,0.020169711,0.009602661,0.00604807
BC,asm,2050,0.00430781,0.001973653,0.001282251
BC,atg,2050,0.065461519,0.001843741,0.011139098
BC,aus,2050,0.00430781,0.001973653,0.001282251
BC,aut,2050,0.000471063,0.002903689,0.001657741
BC,aze,2050,0.020169711,0.009602661,0.00604807
BC,bdi,2050,0.075452516,0.01571953,0.021880518
BC,bel,2050,0.000471063,0.002903689,0.001657741
BC,ben,2050,0.074298432,0.013437165,0.007930838
BC,bfa,2050,0.074298432,0.013437165,0.007930838
BC,bgd,2050,0.068498757,0.016523324,0.028338197
BC,bgr,2050,0.000472451,0.002858324,0.001392084
BC,bhr,2050,0.044317427,0.002476184,0.001782968
BC,bhs,2050,0.065461519,0.001843741,0.011139098
BC,bih,2050,0.000472451,0.002858324,0.001392084
BC,blr,2050,0.013074862,0.005028283,0.004743387
BC,blz,2050,0.065461519,0.001843741,0.011139098
BC,bmu,2050,0.065461519,0.001843741,0.011139098
BC,bol,2050,0.026264815,0.002428469,0.008424578
BC,bra,2050,0.007911332,0.00166461,0.001436172
BC,brb,2050,0.065461519,0.001843741,0.011139098
BC,brn,2050,0.039542887,0.003888696,0.004295293
BC,btn,2050,0.068498757,0.016523324,0.028338197
BC,bwa,2050,0.074298432,0.013437165,0.007930838
BC,caf,2050,0.074298432,0.013437165,0.007930838
BC,can,2050,0.001765531,0.00171774,0.00165252
BC,che,2050,0.000471063,0.002903689,0.001657741
BC,chl,2050,0.026264815,0.002428469,0.008424578
BC,chn,2050,0.001769585,0.007494984,0.00219293
BC,civ,2050,0.074298432,0.013437165,0.007930838
BC,cmr,2050,0.074298432,0.013437165,0.007930838
BC,cod,2050,0.074298432,0.013437165,0.007930838
BC,cog,2050,0.074298432,0.013437165,0.007930838
BC,cok,2050,0.00430781,0.001973653,0.001282251
BC,col,2050,0.026264815,0.002428469,0.008424578
BC,com,2050,0.075452516,0.01571953,0.021880518
BC,cpv,2050,0.074298432,0.013437165,0.007930838
BC,cri,2050,0.065461519,0.001843741,0.011139098
BC,cub,2050,0.065461519,0.001843741,0.011139098
BC,cuw,2050,0.065461519,0.001843741,0.011139098
BC,cym,2050,0.065461519,0.001843741,0.011139098
BC,cyp,2050,0.000472451,0.002858324,0.001392084
BC,cze,2050,0.000472451,0.002858324,0.001392084
BC,deu,2050,0.000471063,0.002903689,0.001657741
BC,dji,2050,0.075452516,0.01571953,0.021880518
BC,dma,2050,0.065461519,0.001843741,0.011139098
BC,dnk,2050,0.000471063,0.002903689,0.001657741
BC,dom,2050,0.065461519,0.001843741,0.011139098
BC,dza,2050,0.064126484,0.00286304,0.02662662
BC,ecu,2050,0.026264815,0.002428469,0.008424578
BC,egy,2050,0.064126484,0.00286304,0.02662662
BC,eri,2050,0.075452516,0.01571953,0.021880518
BC,esh,2050,0.064126484,0.00286304,0.02662662
BC,esp,2050,0.000471063,0.002903689,0.001657741
BC,est,2050,0.000472451,0.002858324,0.001392084
BC,eth,2050,0.075452516,0.01571953,0.021880518
BC,fin,2050,0.000471063,0.002903689,0.001657741
BC,fji,2050,0.00430781,0.001973653,0.001282251
BC,flk,2050,0.026264815,0.002428469,0.008424578
BC,fra,2050,0.000471063,0.002903689,0.001657741
BC,fro,2050,0.000471063,0.002903689,0.001657741
BC,fsm,2050,0.00430781,0.001973653,0.001282251
BC,gab,2050,0.074298432,0.013437165,0.007930838
BC,gbr,2050,0.000471063,0.002903689,0.001657741
BC,geo,2050,0.020169711,0.009602661,0.00604807
BC,gha,2050,0.074298432,0.013437165,0.007930838
BC,gib,2050,0.000471063,0.002903689,0.001657741
BC,gin,2050,0.074298432,0.013437165,0.007930838
BC,glp,2050,0.065461519,0.001843741,0.011139098
BC,gmb,2050,0.074298432,0.013437165,0.007930838
BC,gnb,2050,0.074298432,0.013437165,0.007930838
BC,gnq,2050,0.074298432,0.013437165,0.007930838
BC,grc,2050,0.000471063,0.002903689,0.001657741
BC,grd,2050,0.065461519,0.001843741,0.011139098
BC,grl,2050,0.000471063,0.002903689,0.001657741
BC,gtm,2050,0.065461519,0.001843741,0.011139098
BC,guf,2050,0.026264815,0.002428469,0.008424578
BC,gum,2050,0.00430781,0.001973653,0.001282251
BC,guy,2050,0.026264815,0.002428469,0.008424578
BC,hkg,2050,0.001769585,0.007494984,0.00219293
BC,hnd,2050,0.065461519,0.001843741,0.011139098
BC,hrv,2050,0.000472451,0.002858324,0.001392084
BC,hti,2050,0.065461519,0.001843741,0.011139098
BC,hun,2050,0.000472451,0.002858324,0.001392084
BC,idn,2050,0.054441688,0.002108041,0.004280961
BC,ind,2050,0.000963699,0.002099425,0.001794258
BC,irl,2050,0.000471063,0.002903689,0.001657741
BC,irn,2050,0.044317427,0.002476184,0.001782968
BC,irq,2050,0.044317427,0.002476184,0.001782968
BC,isl,2050,0.000471063,0.002903689,0.001657741
BC,isr,2050,0.044317427,0.002476184,0.001782968
BC,ita,2050,0.000471063,0.002903689,0.001657741
BC,jam,2050,0.065461519,0.001843741,0.011139098
BC,jor,2050,0.044317427,0.002476184,0.001782968
BC,jpn,2050,0.001621389,0.001502934,0.001886697
BC,kaz,2050,0.013759203,0.002682039,0.002117992
BC,ken,2050,0.075452516,0.01571953,0.021880518
BC,kgz,2050,0.013759203,0.002682039,0.002117992
BC,khm,2050,0.039542887,0.003888696,0.004295293
BC,kir,2050,0.00430781,0.001973653,0.001282251
BC,kna,2050,0.065461519,0.001843741,0.011139098
BC,kor,2050,0.003736031,0.011960848,0.002875134
BC,kwt,2050,0.044317427,0.002476184,0.001782968
BC,lao,2050,0.039542887,0.003888696,0.004295293
BC,lbn,2050,0.044317427,0.002476184,0.001782968
BC,lbr,2050,0.074298432,0.013437165,0.007930838
BC,lby,2050,0.064126484,0.00286304,0.02662662
BC,lca,2050,0.065461519,0.001843741,0.011139098
BC,lie,2050,0.000471063,0.002903689,0.001657741
BC,lka,2050,0.068498757,0.016523324,0.028338197
BC,lso,2050,0.074298432,0.013437165,0.007930838
BC,ltu,2050,0.000472451,0.002858324,0.001392084
BC,lux,2050,0.000471063,0.002903689,0.001657741
BC,lva,2050,0.000472451,0.002858324,0.001392084
BC,mac,2050,0.001769585,0.007494984,0.00219293
BC,mar,2050,0.064126484,0.00286304,0.02662662
BC,mda,2050,0.013074862,0.005028283,0.004743387
BC,mdg,2050,0.075452516,0.01571953,0.021880518
BC,mdv,2050,0.068498757,0.016523324,0.028338197
BC,mex,2050,0.001069754,0.007402685,0.002043944
BC,mhl,2050,0.00430781,0.001973653,0.001282251
BC,mkd,2050,0.000472451,0.002858324,0.001392084
BC,mli,2050,0.074298432,0.013437165,0.007930838
BC,mlt,2050,0.000472451,0.002858324,0.001392084
BC,mmr,2050,0.039542887,0.003888696,0.004295293
BC,mne,2050,0.000472451,0.002858324,0.001392084
BC,mng,2050,0.001769585,0.007494984,0.00219293
BC,moz,2050,0.074298432,0.013437165,0.007930838
BC,mrt,2050,0.074298432,0.013437165,0.007930838
BC,msr,2050,0.065461519,0.001843741,0.011139098
BC,mtq,2050,0.065461519,0.001843741,0.011139098
BC,mus,2050,0.075452516,0.01571953,0.021880518
BC,mwi,2050,0.074298432,0.013437165,0.007930838
BC,mys,2050,0.039542887,0.003888696,0.004295293
BC,nam,2050,0.074298432,0.013437165,0.007930838
BC,ncl,2050,0.00430781,0.001973653,0.001282251
BC,ner,2050,0.074298432,0.013437165,0.007930838
BC,nga,2050,0.074298432,0.013437165,0.007930838
BC,nic,2050,0.065461519,0.001843741,0.011139098
BC,niu,2050,0.00430781,0.001973653,0.001282251
BC,nld,2050,0.000471063,0.002903689,0.001657741
BC,nor,2050,0.000471063,0.002903689,0.001657741
BC,npl,2050,0.068498757,0.016523324,0.028338197
BC,nzl,2050,0.00430781,0.001973653,0.001282251
BC,omn,2050,0.044317427,0.002476184,0.001782968
BC,pak,2050,0.068498757,0.016523324,0.028338197
BC,pan,2050,0.065461519,0.001843741,0.011139098
BC,per,2050,0.026264815,0.002428469,0.008424578
BC,phl,2050,0.039542887,0.003888696,0.004295293
BC,plw,2050,0.00430781,0.001973653,0.001282251
BC,png,2050,0.054441688,0.002108041,0.004280961
BC,pol,2050,0.000472451,0.002858324,0.001392084
BC,pri,2050,0.065461519,0.001843741,0.011139098
BC,prk,2050,0.003736031,0.011960848,0.002875134
BC,prt,2050,0.000471063,0.002903689,0.001657741
BC,pry,2050,0.026264815,0.002428469,0.008424578
BC,pse,2050,0.044317427,0.002476184,0.001782968
BC,pyf,2050,0.00430781,0.001973653,0.001282251
BC,qat,2050,0.044317427,0.002476184,0.001782968
BC,reu,2050,0.075452516,0.01571953,0.021880518
BC,rou,2050,0.000472451,0.002858324,0.001392084
BC,rus,2050,0.020169711,0.009602661,0.00604807
BC,rwa,2050,0.075452516,0.01571953,0.021880518
BC,sau,2050,0.044317427,0.002476184,0.001782968
BC,sdn,2050,0.075452516,0.01571953,0.021880518
BC,sen,2050,0.074298432,0.013437165,0.007930838
BC,sgp,2050,0.039542887,0.003888696,0.004295293
BC,slb,2050,0.00430781,0.001973653,0.001282251
BC,sle,2050,0.074298432,0.013437165,0.007930838
BC,slv,2050,0.065461519,0.001843741,0.011139098
BC,som,2050,0.075452516,0.01571953,0.021880518
BC,spm,2050,0.002000806,0.001578081,0.001390827
BC,srb,2050,0.000472451,0.002858324,0.001392084
BC,srb (kosovo),2050,0.000472451,0.002858324,0.001392084
BC,ssd,2050,0.075452516,0.01571953,0.021880518
BC,stp,2050,0.074298432,0.013437165,0.007930838
BC,sur,2050,0.026264815,0.002428469,0.008424578
BC,svk,2050,0.000472451,0.002858324,0.001392084
BC,svn,2050,0.000472451,0.002858324,0.001392084
BC,swe,2050,0.000471063,0.002903689,0.001657741
BC,swz,2050,0.074298432,0.013437165,0.007930838
BC,sxm,2050,0.065461519,0.001843741,0.011139098
BC,syc,2050,0.075452516,0.01571953,0.021880518
BC,syr,2050,0.044317427,0.002476184,0.001782968
BC,tca,2050,0.065461519,0.001843741,0.011139098
BC,tcd,2050,0.074298432,0.013437165,0.007930838
BC,tgo,2050,0.074298432,0.013437165,0.007930838
BC,tha,2050,0.039542887,0.003888696,0.004295293
BC,tjk,2050,0.013759203,0.002682039,0.002117992
BC,tkl,2050,0.00430781,0.001973653,0.001282251
BC,tkm,2050,0.013759203,0.002682039,0.002117992
BC,tls,2050,0.054441688,0.002108041,0.004280961
BC,ton,2050,0.00430781,0.001973653,0.001282251
BC,tto,2050,0.065461519,0.001843741,0.011139098
BC,tun,2050,0.064126484,0.00286304,0.02662662
BC,tur,2050,0.000236007,0.003396581,0.000546767
BC,twn,2050,0.001769585,0.007494984,0.00219293
BC,tza,2050,0.074298432,0.013437165,0.007930838
BC,uga,2050,0.075452516,0.01571953,0.021880518
BC,ukr,2050,0.013074862,0.005028283,0.004743387
BC,ury,2050,0.026264815,0.002428469,0.008424578
BC,usa,2050,0.002000806,0.001578081,0.001390827
BC,uzb,2050,0.013759203,0.002682039,0.002117992
BC,vct,2050,0.065461519,0.001843741,0.011139098
BC,ven,2050,0.026264815,0.002428469,0.008424578
BC,vgb,2050,0.065461519,0.001843741,0.011139098
BC,vir,2050,0.065461519,0.001843741,0.011139098
BC,vnm,2050,0.039542887,0.003888696,0.004295293
BC,vut,2050,0.00430781,0.001973653,0.001282251
BC,wlf,2050,0.00430781,0.001973653,0.001282251
BC,wsm,2050,0.00430781,0.001973653,0.001282251
BC,yem,2050,0.044317427,0.002476184,0.001782968
BC,zaf,2050,0.00638962,0.002369643,0.006095554
BC,zmb,2050,0.074298432,0.013437165,0.007930838
BC,zwe,2050,0.074298432,0.013437165,0.007930838
CH4,abw,2050,0.017487391,0.059352896,0.013584425
CH4,afg,2050,0.015963081,0.072091084,0.012172891
CH4,ago,2050,0.017599715,0.207180407,0.014141663
CH4,alb,2050,0.004759475,0.017637482,0.002101338
CH4,are,2050,0.017556522,0.043221571,0.01528936
CH4,arg,2050,0.016897134,0.059809549,0.011751563
CH4,arm,2050,0.020175378,0.115924344,0.013172664
CH4,asm,2050,0.017541994,0.075657895,0.005565932
CH4,atg,2050,0.017487391,0.059352896,0.013584425
CH4,aus,2050,0.017541994,0.075657895,0.005565932
CH4,aut,2050,0.00131519,0.03635361,0.001231384
CH4,aze,2050,0.020175378,0.115924344,0.013172664
CH4,bdi,2050,0.017600118,0.206946546,0.012752037
CH4,bel,2050,0.00131519,0.03635361,0.001231384
CH4,ben,2050,0.017599715,0.207180407,0.014141663
CH4,bfa,2050,0.017599715,0.207180407,0.014141663
CH4,bgd,2050,0.015963081,0.072091084,0.012172891
CH4,bgr,2050,0.004759475,0.017637482,0.002101338
CH4,bhr,2050,0.017556522,0.043221571,0.01528936
CH4,bhs,2050,0.017487391,0.059352896,0.013584425
CH4,bih,2050,0.004759475,0.017637482,0.002101338
CH4,blr,2050,0.016839948,0.061499579,0.012250228
CH4,blz,2050,0.017487391,0.059352896,0.013584425
CH4,bmu,2050,0.017487391,0.059352896,0.013584425
CH4,bol,2050,0.016897134,0.059809549,0.011751563
CH4,bra,2050,0.017207171,0.040228668,0.010524631
CH4,brb,2050,0.017487391,0.059352896,0.013584425
CH4,brn,2050,0.017438981,0.059421496,0.018731539
CH4,btn,2050,0.015963081,0.072091084,0.012172891
CH4,bwa,2050,0.017599715,0.207180407,0.014141663
CH4,caf,2050,0.017599715,0.207180407,0.014141663
CH4,can,2050,0.017052342,0.040590406,0.010105365
CH4,che,2050,0.00131519,0.03635361,0.001231384
CH4,chl,2050,0.016897134,0.059809549,0.011751563
CH4,chn,2050,0.015808999,0.040983241,0.008188658
CH4,civ,2050,0.017599715,0.207180407,0.014141663
CH4,cmr,2050,0.017599715,0.207180407,0.014141663
CH4,cod,2050,0.017599715,0.207180407,0.014141663
CH4,cog,2050,0.017599715,0.207180407,0.014141663
CH4,cok,2050,0.017541994,0.075657895,0.005565932
CH4,col,2050,0.016897134,0.059809549,0.011751563
CH4,com,2050,0.017600118,0.206946546,0.012752037
CH4,cpv,2050,0.017599715,0.207180407,0.014141663
CH4,cri,2050,0.017487391,0.059352896,0.013584425
CH4,cub,2050,0.017487391,0.059352896,0.013584425
CH4,cuw,2050,0.017487391,0.059352896,0.013584425
CH4,cym,2050,0.017487391,0.059352896,0.013584425
CH4,cyp,2050,0.004759475,0.017637482,0.002101338
CH4,cze,2050,0.004759475,0.017637482,0.002101338
CH4,deu,2050,0.00131519,0.03635361,0.001231384
CH4,dji,2050,0.017600118,0.206946546,0.012752037
CH4,dma,2050,0.017487391,0.059352896,0.013584425
CH4,dnk,2050,0.00131519,0.03635361,0.001231384
CH4,dom,2050,0.017487391,0.059352896,0.013584425
CH4,dza,2050,0.016236247,0.201034738,0.012288612
CH4,ecu,2050,0.016897134,0.059809549,0.011751563
CH4,egy,2050,0.016236247,0.201034738,0.012288612
CH4,eri,2050,0.017600118,0.206946546,0.012752037
CH4,esh,2050,0.016236247,0.201034738,0.012288612
CH4,esp,2050,0.00131519,0.03635361,0.001231384
CH4,est,2050,0.004759475,0.017637482,0.002101338
CH4,eth,2050,0.017600118,0.206946546,0.012752037
CH4,fin,2050,0.00131519,0.03635361,0.001231384
CH4,fji,2050,0.017541994,0.075657895,0.005565932
CH4,flk,2050,0.016897134,0.059809549,0.011751563
CH4,fra,2050,0.00131519,0.03635361,0.001231384
CH4,fro,2050,0.00131519,0.03635361,0.001231384
CH4,fsm,2050,0.017541994,0.075657895,0.005565932
CH4,gab,2050,0.017599715,0.207180407,0.014141663
CH4,gbr,2050,0.00131519,0.03635361,0.001231384
CH4,geo,2050,0.020175378,0.115924344,0.013172664
CH4,gha,2050,0.017599715,0.207180407,0.014141663
CH4,gib,2050,0.00131519,0.03635361,0.001231384
CH4,gin,2050,0.017599715,0.207180407,0.014141663
CH4,glp,2050,0.017487391,0.059352896,0.013584425
CH4,gmb,2050,0.017599715,0.207180407,0.014141663
CH4,gnb,2050,0.017599715,0.207180407,0.014141663
CH4,gnq,2050,0.017599715,0.207180407,0.014141663
CH4,grc,2050,0.00131519,0.03635361,0.001231384
CH4,grd,2050,0.017487391,0.059352896,0.013584425
