# File: gains_iso_sector_emissions.csv
# Title: Sectorwise emission factors from GAINS dataset by ISO
# Units: kt/EJ
# Comments: These emissions factors are used to divide CEDS emissions into different transportation  categories
# Source:GAINS dataset
# Column types: ccinnn
# ----------
Non.co2,iso,year,Freight,Motorcycle,Passenger
BC,gab,1990,0.067707261,0.057971326,0.001223621
BC,gbr,1990,0.025211797,0.011727813,0.011184261
BC,geo,1990,0.030750331,0.024241671,0.007523279
BC,gha,1990,0.067707261,0.057971326,0.001223621
BC,gib,1990,0.025211797,0.011727813,0.011184261
BC,gin,1990,0.067707261,0.057971326,0.001223621
BC,glp,1990,0.067553741,0.041578132,0.001430964
BC,gmb,1990,0.067707261,0.057971326,0.001223621
BC,gnb,1990,0.067707261,0.057971326,0.001223621
BC,gnq,1990,0.067707261,0.057971326,0.001223621
BC,grc,1990,0.025211797,0.011727813,0.011184261
BC,grd,1990,0.067553741,0.041578132,0.001430964
BC,grl,1990,0.025211797,0.011727813,0.011184261
BC,gtm,1990,0.067553741,0.041578132,0.001430964
BC,guf,1990,0.066163879,0.042084984,0.006508742
BC,gum,1990,0.030480018,0.002251341,0.006103774
BC,guy,1990,0.066163879,0.042084984,0.006508742
BC,hkg,1990,0.042498186,0.013810712,0.007787911
BC,hnd,1990,0.067553741,0.041578132,0.001430964
BC,hrv,1990,0.033535542,0.012236811,0.014582046
BC,hti,1990,0.067553741,0.041578132,0.001430964
BC,hun,1990,0.033535542,0.012236811,0.014582046
BC,idn,1990,0.075256713,0.008246748,0.027995165
BC,ind,1990,0.069982075,0.051580874,0.001497702
BC,irl,1990,0.025211797,0.011727813,0.011184261
BC,irn,1990,0.065900833,0.018812511,0.001389141
BC,irq,1990,0.065900833,0.018812511,0.001389141
BC,isl,1990,0.025211797,0.011727813,0.011184261
BC,isr,1990,0.065900833,0.018812511,0.001389141
BC,ita,1990,0.025211797,0.011727813,0.011184261
BC,jam,1990,0.067553741,0.041578132,0.001430964
BC,jor,1990,0.065900833,0.018812511,0.001389141
BC,jpn,1990,0.038219197,0.001568569,0.005191218
BC,kaz,1990,0.022598243,0.04956901,0.007618393
BC,ken,1990,0.075442409,0.063149459,0.001309674
BC,kgz,1990,0.022598243,0.04956901,0.007618393
BC,khm,1990,0.064475239,0.009870401,0.02982752
BC,kir,1990,0.030480018,0.002251341,0.006103774
BC,kna,1990,0.067553741,0.041578132,0.001430964
BC,kor,1990,0.041715982,0.00751909,0.031799896
BC,kwt,1990,0.065900833,0.018812511,0.001389141
BC,lao,1990,0.064475239,0.009870401,0.02982752
BC,lbn,1990,0.065900833,0.018812511,0.001389141
BC,lbr,1990,0.067707261,0.057971326,0.001223621
BC,lby,1990,0.075455768,0.055486628,0.001358223
BC,lca,1990,0.067553741,0.041578132,0.001430964
BC,lie,1990,0.025211797,0.011727813,0.011184261
BC,lka,1990,0.075479963,0.054152732,0.03064586
BC,lso,1990,0.067707261,0.057971326,0.001223621
BC,ltu,1990,0.033535542,0.012236811,0.014582046
BC,lux,1990,0.025211797,0.011727813,0.011184261
BC,lva,1990,0.033535542,0.012236811,0.014582046
BC,mac,1990,0.042498186,0.013810712,0.007787911
BC,mar,1990,0.075455768,0.055486628,0.001358223
BC,mda,1990,0.019640884,0.01994577,0.005774531
BC,mdg,1990,0.075442409,0.063149459,0.001309674
BC,mdv,1990,0.075479963,0.054152732,0.03064586
BC,mex,1990,0.06989787,0.053712037,0.005293584
BC,mhl,1990,0.030480018,0.002251341,0.006103774
BC,mkd,1990,0.033535542,0.012236811,0.014582046
BC,mli,1990,0.067707261,0.057971326,0.001223621
BC,mlt,1990,0.033535542,0.012236811,0.014582046
BC,mmr,1990,0.064475239,0.009870401,0.02982752
BC,mne,1990,0.033535542,0.012236811,0.014582046
BC,mng,1990,0.042498186,0.013810712,0.007787911
BC,moz,1990,0.067707261,0.057971326,0.001223621
BC,mrt,1990,0.067707261,0.057971326,0.001223621
BC,msr,1990,0.067553741,0.041578132,0.001430964
BC,mtq,1990,0.067553741,0.041578132,0.001430964
BC,mus,1990,0.075442409,0.063149459,0.001309674
BC,mwi,1990,0.067707261,0.057971326,0.001223621
BC,mys,1990,0.064475239,0.009870401,0.02982752
BC,nam,1990,0.067707261,0.057971326,0.001223621
BC,ncl,1990,0.030480018,0.002251341,0.006103774
BC,ner,1990,0.067707261,0.057971326,0.001223621
BC,nga,1990,0.067707261,0.057971326,0.001223621
BC,nic,1990,0.067553741,0.041578132,0.001430964
BC,niu,1990,0.030480018,0.002251341,0.006103774
BC,nld,1990,0.025211797,0.011727813,0.011184261
BC,nor,1990,0.025211797,0.011727813,0.011184261
BC,npl,1990,0.075479963,0.054152732,0.03064586
BC,nzl,1990,0.030480018,0.002251341,0.006103774
BC,omn,1990,0.065900833,0.018812511,0.001389141
BC,pak,1990,0.075479963,0.054152732,0.03064586
BC,pan,1990,0.067553741,0.041578132,0.001430964
BC,per,1990,0.066163879,0.042084984,0.006508742
BC,phl,1990,0.064475239,0.009870401,0.02982752
BC,plw,1990,0.030480018,0.002251341,0.006103774
BC,png,1990,0.075256713,0.008246748,0.027995165
BC,pol,1990,0.033535542,0.012236811,0.014582046
BC,pri,1990,0.067553741,0.041578132,0.001430964
BC,prk,1990,0.041715982,0.00751909,0.031799896
BC,prt,1990,0.025211797,0.011727813,0.011184261
BC,pry,1990,0.066163879,0.042084984,0.006508742
BC,pse,1990,0.065900833,0.018812511,0.001389141
BC,pyf,1990,0.030480018,0.002251341,0.006103774
BC,qat,1990,0.065900833,0.018812511,0.001389141
BC,reu,1990,0.075442409,0.063149459,0.001309674
BC,rou,1990,0.033535542,0.012236811,0.014582046
BC,rus,1990,0.030750331,0.024241671,0.007523279
BC,rwa,1990,0.075442409,0.063149459,0.001309674
BC,sau,1990,0.065900833,0.018812511,0.001389141
BC,sdn,1990,0.075442409,0.063149459,0.001309674
BC,sen,1990,0.067707261,0.057971326,0.001223621
BC,sgp,1990,0.064475239,0.009870401,0.02982752
BC,slb,1990,0.030480018,0.002251341,0.006103774
BC,sle,1990,0.067707261,0.057971326,0.001223621
BC,slv,1990,0.067553741,0.041578132,0.001430964
BC,som,1990,0.075442409,0.063149459,0.001309674
BC,spm,1990,0.02823724,0.002131244,0.002655006
BC,srb,1990,0.033535542,0.012236811,0.014582046
BC,srb (kosovo),1990,0.033535542,0.012236811,0.014582046
BC,ssd,1990,0.075442409,0.063149459,0.001309674
BC,stp,1990,0.067707261,0.057971326,0.001223621
BC,sur,1990,0.066163879,0.042084984,0.006508742
BC,svk,1990,0.033535542,0.012236811,0.014582046
BC,svn,1990,0.033535542,0.012236811,0.014582046
BC,swe,1990,0.025211797,0.011727813,0.011184261
BC,swz,1990,0.067707261,0.057971326,0.001223621
BC,sxm,1990,0.067553741,0.041578132,0.001430964
BC,syc,1990,0.075442409,0.063149459,0.001309674
BC,syr,1990,0.065900833,0.018812511,0.001389141
BC,tca,1990,0.067553741,0.041578132,0.001430964
BC,tcd,1990,0.067707261,0.057971326,0.001223621
BC,tgo,1990,0.067707261,0.057971326,0.001223621
BC,tha,1990,0.064475239,0.009870401,0.02982752
BC,tjk,1990,0.022598243,0.04956901,0.007618393
BC,tkl,1990,0.030480018,0.002251341,0.006103774
BC,tkm,1990,0.022598243,0.04956901,0.007618393
BC,tls,1990,0.075256713,0.008246748,0.027995165
BC,ton,1990,0.030480018,0.002251341,0.006103774
BC,tto,1990,0.067553741,0.041578132,0.001430964
BC,tun,1990,0.075455768,0.055486628,0.001358223
BC,tur,1990,0.025502825,0.015264346,0.010987255
BC,twn,1990,0.042498186,0.013810712,0.007787911
BC,tza,1990,0.067707261,0.057971326,0.001223621
BC,uga,1990,0.075442409,0.063149459,0.001309674
BC,ukr,1990,0.019640884,0.01994577,0.005774531
BC,ury,1990,0.066163879,0.042084984,0.006508742
BC,usa,1990,0.02823724,0.002131244,0.002655006
BC,uzb,1990,0.022598243,0.04956901,0.007618393
BC,vct,1990,0.067553741,0.041578132,0.001430964
BC,ven,1990,0.066163879,0.042084984,0.006508742
BC,vgb,1990,0.067553741,0.041578132,0.001430964
BC,vir,1990,0.067553741,0.041578132,0.001430964
BC,vnm,1990,0.064475239,0.009870401,0.02982752
BC,vut,1990,0.030480018,0.002251341,0.006103774
BC,wlf,1990,0.030480018,0.002251341,0.006103774
BC,wsm,1990,0.030480018,0.002251341,0.006103774
BC,yem,1990,0.065900833,0.018812511,0.001389141
BC,zaf,1990,0.064789014,0.01798484,0.001465336
BC,zmb,1990,0.067707261,0.057971326,0.001223621
BC,zwe,1990,0.067707261,0.057971326,0.001223621
CH4,abw,1990,0.017595308,0.240130165,0.059697919
CH4,afg,1990,0.016252926,0.237206179,0.048759918
CH4,ago,1990,0.017601312,0.240925533,0.057182024
CH4,alb,1990,0.00841552,0.145818442,0.041510412
CH4,are,1990,0.017558884,0.241310622,0.058676701
CH4,arg,1990,0.017872597,0.240365,0.057790542
CH4,arm,1990,0.027345432,0.23264254,0.058037134
CH4,asm,1990,0.019239509,0.202353834,0.062370498
CH4,atg,1990,0.017595308,0.240130165,0.059697919
CH4,aus,1990,0.019239509,0.202353834,0.062370498
CH4,aut,1990,0.007423566,0.162956323,0.042133111
CH4,aze,1990,0.027345432,0.23264254,0.058037134
CH4,bdi,1990,0.017601243,0.240918073,0.0564249
CH4,bel,1990,0.007423566,0.162956323,0.042133111
CH4,ben,1990,0.017601312,0.240925533,0.057182024
CH4,bfa,1990,0.017601312,0.240925533,0.057182024
CH4,bgd,1990,0.016252926,0.237206179,0.048759918
CH4,bgr,1990,0.00841552,0.145818442,0.041510412
CH4,bhr,1990,0.017558884,0.241310622,0.058676701
CH4,bhs,1990,0.017595308,0.240130165,0.059697919
CH4,bih,1990,0.00841552,0.145818442,0.041510412
CH4,blr,1990,0.025948222,0.247687796,0.056590436
CH4,blz,1990,0.017595308,0.240130165,0.059697919
CH4,bmu,1990,0.017595308,0.240130165,0.059697919
CH4,bol,1990,0.017872597,0.240365,0.057790542
CH4,bra,1990,0.017600123,0.242919003,0.056245103
CH4,brb,1990,0.017595308,0.240130165,0.059697919
CH4,brn,1990,0.017746917,0.22188509,0.031791403
CH4,btn,1990,0.016252926,0.237206179,0.048759918
CH4,bwa,1990,0.017601312,0.240925533,0.057182024
CH4,caf,1990,0.017601312,0.240925533,0.057182024
CH4,can,1990,0.025182825,0.202237136,0.051876111
CH4,che,1990,0.007423566,0.162956323,0.042133111
CH4,chl,1990,0.017872597,0.240365,0.057790542
CH4,chn,1990,0.024973855,0.212398136,0.056107469
CH4,civ,1990,0.017601312,0.240925533,0.057182024
CH4,cmr,1990,0.017601312,0.240925533,0.057182024
CH4,cod,1990,0.017601312,0.240925533,0.057182024
CH4,cog,1990,0.017601312,0.240925533,0.057182024
CH4,cok,1990,0.019239509,0.202353834,0.062370498
CH4,col,1990,0.017872597,0.240365,0.057790542
CH4,com,1990,0.017601243,0.240918073,0.0564249
CH4,cpv,1990,0.017601312,0.240925533,0.057182024
CH4,cri,1990,0.017595308,0.240130165,0.059697919
CH4,cub,1990,0.017595308,0.240130165,0.059697919
CH4,cuw,1990,0.017595308,0.240130165,0.059697919
CH4,cym,1990,0.017595308,0.240130165,0.059697919
CH4,cyp,1990,0.00841552,0.145818442,0.041510412
CH4,cze,1990,0.00841552,0.145818442,0.041510412
CH4,deu,1990,0.007423566,0.162956323,0.042133111
CH4,dji,1990,0.017601243,0.240918073,0.0564249
CH4,dma,1990,0.017595308,0.240130165,0.059697919
CH4,dnk,1990,0.007423566,0.162956323,0.042133111
CH4,dom,1990,0.017595308,0.240130165,0.059697919
CH4,dza,1990,0.017596968,0.2401266,0.057255101
CH4,ecu,1990,0.017872597,0.240365,0.057790542
CH4,egy,1990,0.017596968,0.2401266,0.057255101
CH4,eri,1990,0.017601243,0.240918073,0.0564249
CH4,esh,1990,0.017596968,0.2401266,0.057255101
CH4,esp,1990,0.007423566,0.162956323,0.042133111
CH4,est,1990,0.00841552,0.145818442,0.041510412
CH4,eth,1990,0.017601243,0.240918073,0.0564249
CH4,fin,1990,0.007423566,0.162956323,0.042133111
CH4,fji,1990,0.019239509,0.202353834,0.062370498
CH4,flk,1990,0.017872597,0.240365,0.057790542
CH4,fra,1990,0.007423566,0.162956323,0.042133111
CH4,fro,1990,0.007423566,0.162956323,0.042133111
CH4,fsm,1990,0.019239509,0.202353834,0.062370498
CH4,gab,1990,0.017601312,0.240925533,0.057182024
CH4,gbr,1990,0.007423566,0.162956323,0.042133111
CH4,geo,1990,0.027345432,0.23264254,0.058037134
CH4,gha,1990,0.017601312,0.240925533,0.057182024
CH4,gib,1990,0.007423566,0.162956323,0.042133111
CH4,gin,1990,0.017601312,0.240925533,0.057182024
CH4,glp,1990,0.017595308,0.240130165,0.059697919
CH4,gmb,1990,0.017601312,0.240925533,0.057182024
CH4,gnb,1990,0.017601312,0.240925533,0.057182024
CH4,gnq,1990,0.017601312,0.240925533,0.057182024
CH4,grc,1990,0.007423566,0.162956323,0.042133111
CH4,grd,1990,0.017595308,0.240130165,0.059697919
CH4,grl,1990,0.007423566,0.162956323,0.042133111
CH4,gtm,1990,0.017595308,0.240130165,0.059697919
CH4,guf,1990,0.017872597,0.240365,0.057790542
CH4,gum,1990,0.019239509,0.202353834,0.062370498
CH4,guy,1990,0.017872597,0.240365,0.057790542
CH4,hkg,1990,0.024973855,0.212398136,0.056107469
CH4,hnd,1990,0.017595308,0.240130165,0.059697919
CH4,hrv,1990,0.00841552,0.145818442,0.041510412
CH4,hti,1990,0.017595308,0.240130165,0.059697919
CH4,hun,1990,0.00841552,0.145818442,0.041510412
CH4,idn,1990,0.017598757,0.215278141,0.034133419
CH4,ind,1990,0.015940263,0.236335016,0.058223963
CH4,irl,1990,0.007423566,0.162956323,0.042133111
CH4,irn,1990,0.017558884,0.241310622,0.058676701
CH4,irq,1990,0.017558884,0.241310622,0.058676701
CH4,isl,1990,0.007423566,0.162956323,0.042133111
CH4,isr,1990,0.017558884,0.241310622,0.058676701
CH4,ita,1990,0.007423566,0.162956323,0.042133111
CH4,jam,1990,0.017595308,0.240130165,0.059697919
CH4,jor,1990,0.017558884,0.241310622,0.058676701
CH4,jpn,1990,0.017905396,0.200944256,0.019399231
CH4,kaz,1990,0.043440499,0.242933948,0.057574055
CH4,ken,1990,0.017601243,0.240918073,0.0564249
CH4,kgz,1990,0.043440499,0.242933948,0.057574055
CH4,khm,1990,0.017746917,0.22188509,0.031791403
CH4,kir,1990,0.019239509,0.202353834,0.062370498
CH4,kna,1990,0.017595308,0.240130165,0.059697919
CH4,kor,1990,0.017599327,0.218010471,0.032074934
CH4,kwt,1990,0.017558884,0.241310622,0.058676701
CH4,lao,1990,0.017746917,0.22188509,0.031791403
CH4,lbn,1990,0.017558884,0.241310622,0.058676701
CH4,lbr,1990,0.017601312,0.240925533,0.057182024
CH4,lby,1990,0.017596968,0.2401266,0.057255101
CH4,lca,1990,0.017595308,0.240130165,0.059697919
CH4,lie,1990,0.007423566,0.162956323,0.042133111
CH4,lka,1990,0.016252926,0.237206179,0.048759918
CH4,lso,1990,0.017601312,0.240925533,0.057182024
CH4,ltu,1990,0.00841552,0.145818442,0.041510412
CH4,lux,1990,0.007423566,0.162956323,0.042133111
CH4,lva,1990,0.00841552,0.145818442,0.041510412
CH4,mac,1990,0.024973855,0.212398136,0.056107469
CH4,mar,1990,0.017596968,0.2401266,0.057255101
CH4,mda,1990,0.025948222,0.247687796,0.056590436
CH4,mdg,1990,0.017601243,0.240918073,0.0564249
CH4,mdv,1990,0.016252926,0.237206179,0.048759918
CH4,mex,1990,0.017600148,0.238278741,0.059756843
CH4,mhl,1990,0.019239509,0.202353834,0.062370498
CH4,mkd,1990,0.00841552,0.145818442,0.041510412
CH4,mli,1990,0.017601312,0.240925533,0.057182024
CH4,mlt,1990,0.00841552,0.145818442,0.041510412
CH4,mmr,1990,0.017746917,0.22188509,0.031791403
CH4,mne,1990,0.00841552,0.145818442,0.041510412
CH4,mng,1990,0.024973855,0.212398136,0.056107469
CH4,moz,1990,0.017601312,0.240925533,0.057182024
CH4,mrt,1990,0.017601312,0.240925533,0.057182024
CH4,msr,1990,0.017595308,0.240130165,0.059697919
CH4,mtq,1990,0.017595308,0.240130165,0.059697919
CH4,mus,1990,0.017601243,0.240918073,0.0564249
CH4,mwi,1990,0.017601312,0.240925533,0.057182024
CH4,mys,1990,0.017746917,0.22188509,0.031791403
CH4,nam,1990,0.017601312,0.240925533,0.057182024
CH4,ncl,1990,0.019239509,0.202353834,0.062370498
CH4,ner,1990,0.017601312,0.240925533,0.057182024
CH4,nga,1990,0.017601312,0.240925533,0.057182024
CH4,nic,1990,0.017595308,0.240130165,0.059697919
CH4,niu,1990,0.019239509,0.202353834,0.062370498
CH4,nld,1990,0.007423566,0.162956323,0.042133111
CH4,nor,1990,0.007423566,0.162956323,0.042133111
CH4,npl,1990,0.016252926,0.237206179,0.048759918
CH4,nzl,1990,0.019239509,0.202353834,0.062370498
CH4,omn,1990,0.017558884,0.241310622,0.058676701
CH4,pak,1990,0.016252926,0.237206179,0.048759918
CH4,pan,1990,0.017595308,0.240130165,0.059697919
CH4,per,1990,0.017872597,0.240365,0.057790542
CH4,phl,1990,0.017746917,0.22188509,0.031791403
CH4,plw,1990,0.019239509,0.202353834,0.062370498
CH4,png,1990,0.017598757,0.215278141,0.034133419
CH4,pol,1990,0.00841552,0.145818442,0.041510412
CH4,pri,1990,0.017595308,0.240130165,0.059697919
CH4,prk,1990,0.017599327,0.218010471,0.032074934
CH4,prt,1990,0.007423566,0.162956323,0.042133111
CH4,pry,1990,0.017872597,0.240365,0.057790542
CH4,pse,1990,0.017558884,0.241310622,0.058676701
CH4,pyf,1990,0.019239509,0.202353834,0.062370498
CH4,qat,1990,0.017558884,0.241310622,0.058676701
CH4,reu,1990,0.017601243,0.240918073,0.0564249
CH4,rou,1990,0.00841552,0.145818442,0.041510412
CH4,rus,1990,0.027345432,0.23264254,0.058037134
CH4,rwa,1990,0.017601243,0.240918073,0.0564249
CH4,sau,1990,0.017558884,0.241310622,0.058676701
CH4,sdn,1990,0.017601243,0.240918073,0.0564249
CH4,sen,1990,0.017601312,0.240925533,0.057182024
CH4,sgp,1990,0.017746917,0.22188509,0.031791403
CH4,slb,1990,0.019239509,0.202353834,0.062370498
CH4,sle,1990,0.017601312,0.240925533,0.057182024
CH4,slv,1990,0.017595308,0.240130165,0.059697919
CH4,som,1990,0.017601243,0.240918073,0.0564249
CH4,spm,1990,0.019155354,0.200961211,0.032272928
CH4,srb,1990,0.00841552,0.145818442,0.041510412
CH4,srb (kosovo),1990,0.00841552,0.145818442,0.041510412
CH4,ssd,1990,0.017601243,0.240918073,0.0564249
CH4,stp,1990,0.017601312,0.240925533,0.057182024
CH4,sur,1990,0.017872597,0.240365,0.057790542
CH4,svk,1990,0.00841552,0.145818442,0.041510412
CH4,svn,1990,0.00841552,0.145818442,0.041510412
CH4,swe,1990,0.007423566,0.162956323,0.042133111
CH4,swz,1990,0.017601312,0.240925533,0.057182024
CH4,sxm,1990,0.017595308,0.240130165,0.059697919
CH4,syc,1990,0.017601243,0.240918073,0.0564249
CH4,syr,1990,0.017558884,0.241310622,0.058676701
CH4,tca,1990,0.017595308,0.240130165,0.059697919
CH4,tcd,1990,0.017601312,0.240925533,0.057182024
CH4,tgo,1990,0.017601312,0.240925533,0.057182024
CH4,tha,1990,0.017746917,0.22188509,0.031791403
CH4,tjk,1990,0.043440499,0.242933948,0.057574055
CH4,tkl,1990,0.019239509,0.202353834,0.062370498
CH4,tkm,1990,0.043440499,0.242933948,0.057574055
CH4,tls,1990,0.017598757,0.215278141,0.034133419
CH4,ton,1990,0.019239509,0.202353834,0.062370498
CH4,tto,1990,0.017595308,0.240130165,0.059697919
CH4,tun,1990,0.017596968,0.2401266,0.057255101
CH4,tur,1990,0.016968019,0.235738255,0.049937988
CH4,twn,1990,0.024973855,0.212398136,0.056107469
CH4,tza,1990,0.017601312,0.240925533,0.057182024
CH4,uga,1990,0.017601243,0.240918073,0.0564249
CH4,ukr,1990,0.025948222,0.247687796,0.056590436
CH4,ury,1990,0.017872597,0.240365,0.057790542
CH4,usa,1990,0.019155354,0.200961211,0.032272928
CH4,uzb,1990,0.043440499,0.242933948,0.057574055
CH4,vct,1990,0.017595308,0.240130165,0.059697919
CH4,ven,1990,0.017872597,0.240365,0.057790542
CH4,vgb,1990,0.017595308,0.240130165,0.059697919
CH4,vir,1990,0.017595308,0.240130165,0.059697919
CH4,vnm,1990,0.017746917,0.22188509,0.031791403
CH4,vut,1990,0.019239509,0.202353834,0.062370498
CH4,wlf,1990,0.019239509,0.202353834,0.062370498
CH4,wsm,1990,0.019239509,0.202353834,0.062370498
CH4,yem,1990,0.017558884,0.241310622,0.058676701
CH4,zaf,1990,0.017600687,0.240907004,0.057180096
CH4,zmb,1990,0.017601312,0.240925533,0.057182024
CH4,zwe,1990,0.017601312,0.240925533,0.057182024
CO,abw,1990,1.068267002,17.57976192,7.743524715
CO,afg,1990,2.285801179,17.80598239,7.910274589
CO,ago,1990,1.071020768,16.30590719,6.842350822
CO,alb,1990,0.884773847,16.02570559,5.554456357
CO,are,1990,1.057837192,17.07928743,7.399080111
CO,arg,1990,1.124083988,17.30044351,7.253284559
CO,arm,1990,3.582333264,16.63285603,7.607903156
CO,asm,1990,1.413053303,14.00539973,7.308182068
CO,atg,1990,1.068267002,17.57976192,7.743524715
CO,aus,1990,1.413053303,14.00539973,7.308182068
CO,aut,1990,0.275798463,13.75530481,3.790117822
CO,aze,1990,3.582333264,16.63285603,7.607903156
CO,bdi,1990,1.169004982,19.16184982,7.94656774
CO,bel,1990,0.275798463,13.75530481,3.790117822
CO,ben,1990,1.071020768,16.30590719,6.842350822
CO,bfa,1990,1.071020768,16.30590719,6.842350822
CO,bgd,1990,2.285801179,17.80598239,7.910274589
CO,bgr,1990,0.884773847,16.02570559,5.554456357
CO,bhr,1990,1.057837192,17.07928743,7.399080111
CO,bhs,1990,1.068267002,17.57976192,7.743524715
CO,bih,1990,0.884773847,16.02570559,5.554456357
CO,blr,1990,3.222269876,17.25112225,7.196880743
CO,blz,1990,1.068267002,17.57976192,7.743524715
CO,bmu,1990,1.068267002,17.57976192,7.743524715
CO,bol,1990,1.124083988,17.30044351,7.253284559
CO,bra,1990,1.042619542,17.0131088,6.744975344
CO,brb,1990,1.068267002,17.57976192,7.743524715
CO,brn,1990,1.100284674,15.74455948,3.720070236
CO,btn,1990,2.285801179,17.80598239,7.910274589
CO,bwa,1990,1.071020768,16.30590719,6.842350822
CO,caf,1990,1.071020768,16.30590719,6.842350822
CO,can,1990,2.709571761,14.08112074,6.752191975
CO,che,1990,0.275798463,13.75530481,3.790117822
CO,chl,1990,1.124083988,17.30044351,7.253284559
CO,chn,1990,4.686782581,15.24414023,13.81899533
CO,civ,1990,1.071020768,16.30590719,6.842350822
CO,cmr,1990,1.071020768,16.30590719,6.842350822
CO,cod,1990,1.071020768,16.30590719,6.842350822
CO,cog,1990,1.071020768,16.30590719,6.842350822
CO,cok,1990,1.413053303,14.00539973,7.308182068
CO,col,1990,1.124083988,17.30044351,7.253284559
CO,com,1990,1.169004982,19.16184982,7.94656774
CO,cpv,1990,1.071020768,16.30590719,6.842350822
CO,cri,1990,1.068267002,17.57976192,7.743524715
CO,cub,1990,1.068267002,17.57976192,7.743524715
CO,cuw,1990,1.068267002,17.57976192,7.743524715
CO,cym,1990,1.068267002,17.57976192,7.743524715
CO,cyp,1990,0.884773847,16.02570559,5.554456357
CO,cze,1990,0.884773847,16.02570559,5.554456357
CO,deu,1990,0.275798463,13.75530481,3.790117822
CO,dji,1990,1.169004982,19.16184982,7.94656774
CO,dma,1990,1.068267002,17.57976192,7.743524715
CO,dnk,1990,0.275798463,13.75530481,3.790117822
