ALL,SheepGoat,Mixed,Pasture,ALL,CH4_AGR,,,,,,,,,,,,,
ALL,SheepGoat,Mixed,Scavenging,ALL,CH4_AGR,,,,,,,,,,,,,
ALL,SheepGoat,Pastoral,Pasture,ALL,CH4_AGR,,,,,,,,,,,,,
ALL,SheepGoat,Pastoral,Scavenging,ALL,CH4_AGR,,,,,,,,,,,,,

INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
10015,,,,,,,,,,,,,,,,,,
,,,,,uncontrolled-emiss-coef,,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,USA,Canada,Western Europe,Japan,Australia_NZ,Former Soviet Union,China,Middle East,Africa,Latin America,Southeast Asia,Eastern Europe,Korea,India
Beef,Mixed,Corn,1990,CH4_AGR,7.54699E-09,5.69397E-09,2.96324E-09,5.74502E-09,5.52367E-09,5.14815E-09,3.95988E-09,9.48323E-09,7.16371E-09,4.68218E-09,2.08147E-09,4.54835E-09,2.00643E-08,3.2438E-09
Beef,Mixed,FodderCrop,1990,CH4_AGR,8.57025E-09,7.45528E-09,5.60739E-09,6.39505E-09,1.3908E-08,5.83785E-09,1.10579E-08,1.46745E-08,7.72052E-09,6.81185E-09,3.22408E-09,7.99494E-09,9.25583E-09,1.32229E-08
Beef,Mixed,MiscCrop,1990,CH4_AGR,5.82485E-09,5.42313E-10,7.79548E-09,4.46741E-09,4.68323E-09,6.48168E-09,4.42768E-09,2.59878E-08,5.72996E-09,6.67486E-09,2.86661E-09,8.38588E-09,2.85944E-08,1.18964E-08
Beef,Mixed,OilCrop,1990,CH4_AGR,5.59202E-09,2.47435E-09,2.49651E-09,5.46949E-09,4.6953E-09,4.2427E-09,3.74784E-09,6.32976E-09,8.75384E-09,3.29933E-09,3.27163E-09,4.81841E-09,2.015E-08,1.16964E-08
Beef,Mixed,OtherGrain,1990,CH4_AGR,1.29967E-08,6.04266E-09,4.59933E-09,8.16881E-09,2.89947E-09,6.84896E-09,8.90958E-09,1.63001E-08,8.88666E-09,6.48184E-09,3.90988E-09,5.62388E-09,3.05389E-08,1.3849E-08
Beef,Mixed,Rice,1990,CH4_AGR,0,0,4.71063E-09,2.13227E-09,0,0,9.84609E-09,1.06009E-08,1.04675E-08,6.83943E-09,2.58096E-09,1.2663E-09,0,1.27563E-08
Beef,Mixed,SugarCrop,1990,CH4_AGR,0,1.50243E-08,7.23215E-09,0,0,4.60087E-09,1.04494E-08,1.63375E-08,7.60776E-09,8.84083E-09,2.34786E-09,7.66595E-09,0,1.34546E-08
Beef,Mixed,Wheat,1990,CH4_AGR,1.23139E-08,7.38178E-09,2.72879E-09,7.80852E-09,3.68562E-09,6.50698E-09,1.32454E-08,1.36072E-08,8.04315E-09,1.11258E-08,2.78932E-09,6.48382E-09,2.2561E-08,1.10701E-08
Beef,Mixed,Pasture,1990,CH4_AGR,8.29146E-09,6.39522E-09,5.29269E-09,7.63485E-09,1.01137E-08,6.03279E-09,9.6031E-09,1.44229E-08,7.12512E-09,6.74752E-09,3.81817E-09,6.79425E-09,1.34385E-08,1.28882E-08
Beef,Mixed,Scavenging,1990,CH4_AGR,0,0,4.93449E-09,0,0,4.75616E-09,9.6031E-09,1.44229E-08,7.27203E-09,6.74752E-09,3.31462E-09,1.40464E-08,1.34385E-08,1.28882E-08
Beef,Pastoral,Pasture,1990,CH4_AGR,8.75435E-09,7.10808E-09,5.51345E-09,0,9.67457E-09,4.62819E-09,1.08082E-08,1.38007E-08,9.41072E-09,9.46012E-09,3.59599E-09,0,1.3953E-08,1.37229E-08
Beef,Pastoral,Scavenging,1990,CH4_AGR,0,0,5.51345E-09,0,0,4.62819E-09,1.08082E-08,1.38007E-08,9.40764E-09,9.46012E-09,3.56449E-09,0,1.3953E-08,1.37229E-08
Dairy,Mixed,Corn,1990,CH4_AGR,4.8323E-09,6.14221E-09,4.93187E-09,2.02691E-09,2.28333E-09,9.59094E-09,3.63576E-09,7.16665E-09,9.59539E-09,8.85203E-09,3.48518E-09,5.39642E-09,1.47478E-08,5.02536E-09
Dairy,Mixed,FodderCrop,1990,CH4_AGR,5.5203E-09,7.87174E-09,8.9402E-09,2.26091E-09,6.15858E-09,9.68711E-09,1.08977E-08,1.26399E-08,1.06593E-08,1.41309E-08,5.04451E-09,1.0733E-08,5.37087E-09,2.23832E-08
Dairy,Mixed,MiscCrop,1990,CH4_AGR,3.6927E-09,6.24557E-10,1.30069E-08,1.56979E-09,1.9231E-09,1.29708E-08,4.08365E-09,3.21904E-08,7.65751E-09,1.25822E-08,4.83575E-09,1.14283E-08,2.66207E-08,1.98926E-08
Dairy,Mixed,OilCrop,1990,CH4_AGR,3.54036E-09,2.77913E-09,4.15407E-09,1.92801E-09,1.92824E-09,7.55015E-09,3.43406E-09,4.45186E-09,1.1755E-08,6.25044E-09,5.5404E-09,5.76938E-09,1.48422E-08,1.95225E-08
Dairy,Mixed,OtherGrain,1990,CH4_AGR,8.59366E-09,6.49053E-09,7.66138E-09,2.90439E-09,1.17413E-09,1.39916E-08,8.58973E-09,1.46828E-08,1.19359E-08,1.22218E-08,6.66199E-09,6.92359E-09,3.02705E-08,2.358E-08
Dairy,Mixed,Rice,1990,CH4_AGR,0,0,7.84723E-09,7.43764E-10,0,0,9.58336E-09,8.22856E-09,1.40947E-08,1.28893E-08,4.34205E-09,1.35271E-09,0,2.15001E-08
Dairy,Mixed,SugarCrop,1990,CH4_AGR,0,1.45394E-08,1.20635E-08,0,0,8.33518E-09,1.02336E-08,1.4732E-08,1.01974E-08,1.6612E-08,3.94116E-09,1.01638E-08,0,2.28244E-08
Dairy,Mixed,Wheat,1990,CH4_AGR,8.10901E-09,7.80103E-09,4.54111E-09,2.7731E-09,1.50165E-09,1.30398E-08,1.33555E-08,1.13932E-08,1.07884E-08,2.08354E-08,4.7019E-09,8.2299E-09,1.76716E-08,1.83717E-08
Dairy,Mixed,Pasture,1990,CH4_AGR,5.33203E-09,6.83971E-09,8.87959E-09,3.14114E-09,4.33862E-09,1.15301E-08,7.71639E-09,1.60023E-08,1.05978E-08,1.37229E-08,4.19321E-09,8.46198E-09,7.19257E-09,2.1749E-08
Dairy,Mixed,Scavenging,1990,CH4_AGR,0,0,6.51178E-09,0,0,8.05346E-09,8.57192E-09,1.29643E-08,1.04716E-08,1.37229E-08,4.70574E-09,2.45179E-08,7.89051E-09,2.1749E-08
Dairy,Pastoral,Pasture,1990,CH4_AGR,5.87152E-09,7.8999E-09,7.28738E-09,0,5.09043E-09,8.34574E-09,1.53788E-08,9.4994E-09,1.27012E-08,1.50932E-08,5.05979E-09,0,1.3074E-08,2.35082E-08
Dairy,Pastoral,Scavenging,1990,CH4_AGR,0,0,7.28738E-09,0,0,8.34574E-09,1.53788E-08,9.4994E-09,1.27029E-08,1.50932E-08,5.07145E-09,0,1.3074E-08,2.35082E-08
Pork,Mixed,Corn,1990,CH4_AGR,1.67982E-09,1.30169E-09,1.03963E-09,1.31215E-09,3.84226E-09,1.04156E-09,1.19886E-09,8.80104E-10,1.62378E-09,5.99179E-10,5.33929E-10,1.21094E-09,1.28688E-09,1.49007E-09
Pork,Mixed,FodderCrop,1990,CH4_AGR,1.71714E-09,1.25962E-09,1.34321E-09,1.34414E-09,2.42453E-09,1.22313E-09,1.18662E-09,1.35979E-09,1.44832E-09,5.71567E-10,5.90587E-10,1.50511E-09,1.49344E-09,3.50521E-09
Pork,Mixed,MiscCrop,1990,CH4_AGR,1.27822E-09,1.16411E-10,2.58319E-09,1.04522E-09,3.45117E-09,1.35908E-09,1.3195E-09,3.59167E-09,1.31627E-09,8.49063E-10,7.34027E-10,2.24014E-09,3.03758E-09,4.9315E-09
Pork,Mixed,OilCrop,1990,CH4_AGR,1.2248E-09,5.43576E-10,8.80884E-10,1.25566E-09,3.45712E-09,8.38378E-10,1.1429E-09,5.52749E-10,1.95541E-09,4.2399E-10,8.36974E-10,1.28315E-09,1.29754E-09,4.85956E-09
Pork,Mixed,OtherGrain,1990,CH4_AGR,3.02999E-09,1.38751E-09,1.58216E-09,1.78516E-09,2.44495E-09,1.45063E-09,2.30883E-09,1.75022E-09,1.98268E-09,8.24989E-10,9.98822E-10,1.4987E-09,3.81485E-09,5.61724E-09
Pork,Mixed,Rice,1990,CH4_AGR,0,0,1.6183E-09,5.22138E-10,0,0,2.48382E-09,1.00622E-09,2.30221E-09,8.69567E-10,6.61309E-10,3.36176E-10,0,5.23718E-09
Pork,Mixed,SugarCrop,1990,CH4_AGR,0,3.89302E-09,2.41212E-09,0,0,9.17607E-10,2.59172E-09,1.75574E-09,1.71737E-09,1.1173E-09,6.019E-10,2.04654E-09,0,5.48112E-09
Pork,Mixed,Wheat,1990,CH4_AGR,2.85386E-09,1.72426E-09,9.60114E-10,1.71745E-09,2.92206E-09,1.36533E-09,3.04784E-09,1.37576E-09,1.80839E-09,1.39654E-09,7.14361E-10,1.72916E-09,1.63685E-09,4.63213E-09
Poultry,Mixed,Corn,1990,CH4_AGR,8.29787E-10,1.00702E-09,5.96386E-10,3.75851E-10,1.77101E-09,4.50511E-10,4.1464E-10,3.0781E-10,3.50514E-10,1.76822E-10,3.65338E-10,5.96017E-10,4.30092E-10,2.60965E-10
Poultry,Mixed,FodderCrop,1990,CH4_AGR,8.49007E-10,9.76918E-10,7.7322E-10,3.91005E-10,1.07622E-09,5.59697E-10,4.10014E-10,4.93827E-10,3.23087E-10,1.33834E-10,3.84204E-10,7.67215E-10,5.0125E-10,4.3961E-10
Poultry,Mixed,MiscCrop,1990,CH4_AGR,6.25039E-10,9.70545E-11,1.5384E-09,2.94468E-10,1.56673E-09,6.33855E-10,4.6065E-10,1.42997E-09,2.81911E-10,2.52912E-10,4.99627E-10,1.25403E-09,1.05442E-09,1.01688E-09
Poultry,Mixed,OilCrop,1990,CH4_AGR,5.98111E-10,4.4085E-10,5.03417E-10,3.58403E-10,1.56979E-09,3.46536E-10,3.93588E-10,1.90524E-10,4.25723E-10,1.24313E-10,5.68171E-10,6.36952E-10,4.33754E-10,9.98342E-10
Poultry,Mixed,OtherGrain,1990,CH4_AGR,1.54982E-09,1.06783E-09,9.19491E-10,5.26946E-10,1.06843E-09,6.92174E-10,8.73305E-10,6.36972E-10,4.31964E-10,2.45519E-10,6.75191E-10,7.63425E-10,1.34734E-09,1.20072E-09
Poultry,Mixed,Rice,1990,CH4_AGR,0,0,9.41314E-10,1.42511E-10,0,0,9.53571E-10,3.53917E-10,5.05763E-10,2.59218E-10,4.50987E-10,1.50059E-10,0,1.09719E-09
Poultry,Mixed,SugarCrop,1990,CH4_AGR,0,2.60167E-09,1.43048E-09,0,0,3.85964E-10,1.00427E-09,6.39146E-10,3.71608E-10,3.36194E-10,4.11113E-10,1.11679E-09,0,1.16316E-09
Poultry,Mixed,Wheat,1990,CH4_AGR,1.45301E-09,1.3005E-09,5.49729E-10,5.04754E-10,1.29998E-09,6.37751E-10,1.22948E-09,4.92095E-10,3.92222E-10,4.24707E-10,4.86491E-10,9.06186E-10,5.51154E-10,9.40632E-10
SheepGoat,Mixed,Corn,1990,CH4_AGR,1.30631E-08,4.49287E-09,6.8565E-09,2.4293E-08,9.47019E-09,9.07337E-09,3.57251E-09,1.60739E-08,2.91542E-08,6.37092E-09,4.26966E-09,5.59966E-09,1.98134E-08,1.19209E-08
SheepGoat,Mixed,FodderCrop,1990,CH4_AGR,1.43647E-08,5.98613E-09,1.09932E-08,2.63876E-08,2.20605E-08,6.43109E-09,1.06512E-08,2.79385E-08,3.00636E-08,1.24615E-08,7.10863E-09,9.51246E-09,6.73417E-09,4.71408E-08
SheepGoat,Mixed,MiscCrop,1990,CH4_AGR,1.06692E-08,4.0732E-10,1.73893E-08,1.98579E-08,8.09491E-09,1.09909E-08,4.01129E-09,6.76482E-08,2.38806E-08,8.9982E-09,5.78725E-09,9.93975E-09,3.93246E-08,4.25808E-08
SheepGoat,Mixed,OilCrop,1990,CH4_AGR,1.0324E-08,1.8926E-09,5.79744E-09,2.33734E-08,8.11482E-09,7.68295E-09,3.37481E-09,1.00584E-08,3.47204E-08,4.51862E-09,6.55152E-09,5.91605E-09,1.99545E-08,4.18903E-08
SheepGoat,Mixed,OtherGrain,1990,CH4_AGR,1.91603E-08,4.78439E-09,1.05095E-08,3.16197E-08,5.10018E-09,1.14938E-08,8.40963E-09,3.22795E-08,3.51725E-08,8.74584E-09,7.73112E-09,6.84954E-09,4.61277E-08,4.92803E-08
SheepGoat,Mixed,Rice,1990,CH4_AGR,0,0,1.07547E-08,1.04569E-08,0,0,9.37561E-09,1.84031E-08,4.04108E-08,9.21301E-09,5.2407E-09,1.61233E-09,0,4.55409E-08
SheepGoat,Mixed,SugarCrop,1990,CH4_AGR,0,1.30502E-08,1.62005E-08,0,0,8.24199E-09,1.0007E-08,3.23833E-08,3.07375E-08,1.17993E-08,4.79E-09,9.15035E-09,0,4.79334E-08
SheepGoat,Mixed,Wheat,1990,CH4_AGR,1.84974E-08,5.92277E-09,6.32546E-09,3.06101E-08,6.43297E-09,1.10259E-08,1.30299E-08,2.52663E-08,3.2268E-08,1.46945E-08,5.63999E-09,7.82977E-09,2.42828E-08,3.97219E-08
SheepGoat,Mixed,Pasture,1990,CH4_AGR,1.40183E-08,5.08118E-09,1.08767E-08,2.62676E-08,1.66044E-08,8.56665E-09,9.12333E-09,3.22099E-08,2.58316E-08,1.17775E-08,6.67999E-09,8.52162E-09,1.08862E-08,4.59936E-08
SheepGoat,Mixed,Scavenging,1990,CH4_AGR,0,0,1.12294E-08,0,1.66044E-08,8.02825E-09,9.12333E-09,3.01027E-08,2.63949E-08,1.17775E-08,6.99464E-09,0,1.08862E-08,4.59936E-08
SheepGoat,Pastoral,Pasture,1990,CH4_AGR,1.46495E-08,5.04661E-09,1.25657E-08,0,1.6957E-08,7.59299E-09,1.00205E-08,2.97671E-08,2.83656E-08,1.41622E-08,6.45856E-09,0,1.67814E-08,4.40609E-08
SheepGoat,Pastoral,Scavenging,1990,CH4_AGR,0,0,1.25657E-08,0,1.6957E-08,7.59299E-09,1.00205E-08,2.97671E-08,2.83656E-08,1.41622E-08,6.69682E-09,0,1.67814E-08,4.40609E-08

MAC curves,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,technologies are named in header file (to keep the table short),,,,,,,,,,,,,,,
10080,,,,,,MAC,,,,,,,,,,,,
,,,,,,reduction,,,,,,,,,,,,
region,supplysector,subsector,technology,period,generic-ghg,0,10,20,30,40,50,75,100,125,150,175,200,
USA,Beef,Mixed,ALL,1990,CH4_AGR,0.123028894,0.123028894,0.123028894,0.14087164,0.14087164,0.14087164,0.14087164,0.14087164,0.19691589,0.202472223,0.202472223,0.202472223,
Canada,Beef,Mixed,ALL,1990,CH4_AGR,0.120490164,0.120490164,0.120490164,0.137964721,0.137964721,0.137964721,0.137964721,0.137964721,0.192852485,0.192852485,0.192852485,0.192852485,
Western Europe,Beef,Mixed,ALL,1990,CH4_AGR,0.113486668,0.116490166,0.116490166,0.132449554,0.132449554,0.132449554,0.132449554,0.132449554,0.182578158,0.182578158,0.18556342,0.18556342,
Japan,Beef,Mixed,ALL,1990,CH4_AGR,0.012689238,0.045934548,0.049628148,0.053891114,0.055762659,0.055762659,0.055762659,0.055762659,0.055762659,0.055762659,0.066115862,0.066115862,
Australia_NZ,Beef,Mixed,ALL,1990,CH4_AGR,0.025888961,0.191923943,0.210370659,0.231660923,0.241007868,0.255510474,0.255510474,0.255510474,0.255510474,0.255510474,0.255510474,0.26736642,
Former Soviet Union,Beef,Mixed,ALL,1990,CH4_AGR,0.133775991,0.133775991,0.133775991,0.153177377,0.153177377,0.153177377,0.153177377,0.153177377,0.214117331,0.221068616,0.221068616,0.223335259
China,Beef,Mixed,ALL,1990,CH4_AGR,0.010422719,0.077267271,0.084693793,0.093265109,0.097028125,0.097028125,0.097028125,0.097028125,0.097028125,0.126131501,0.126131501,0.126131501
Middle East,Beef,Mixed,ALL,1990,CH4_AGR,0.015412786,0.081554104,0.088902496,0.097383637,0.101107065,0.101107065,0.101107065,0.101107065,0.101107065,0.101107065,0.101107065,0.101107065
Africa,Beef,Mixed,ALL,1990,CH4_AGR,0.017561325,0.130188258,0.142701266,0.157143145,0.163483482,0.163483482,0.163483482,0.163483482,0.163483482,0.163483482,0.178886924,0.178886924
Latin America,Beef,Mixed,ALL,1990,CH4_AGR,0.28255935,0.28255935,0.28255935,0.322890741,0.322890741,0.322890741,0.322890741,0.322890741,0.460995732,0.460995732,0.460995732,0.460995732
Southeast Asia,Beef,Mixed,ALL,1990,CH4_AGR,0.021979338,0.075627148,0.081587494,0.088466623,0.091486728,0.091486728,0.091486728,0.091486728,0.091486728,0.126301214,0.126301214,0.126301214
Eastern Europe,Beef,Mixed,ALL,1990,CH4_AGR,0.015339028,0.047116518,0.050647041,0.054721791,0.067884481,0.067884481,0.067884481,0.067884481,0.077743677,0.077743677,0.077743677,0.077743677
Korea,Beef,Mixed,ALL,1990,CH4_AGR,0.013503012,0.071604726,0.078059907,0.085510149,0.088780987,0.088780987,0.088780987,0.088780987,0.088780987,0.092413583,0.103553939,0.103553939
India,Beef,Mixed,ALL,1990,CH4_AGR,0.017399187,0.080568634,0.087586846,0.095686912,0.099243038,0.099243038,0.099243038,0.099243038,0.118548614,0.118548614,0.118548614,0.118548614
USA,Dairy,Mixed,ALL,1990,CH4_AGR,0.123028894,0.123028894,0.123028894,0.14087164,0.14087164,0.14087164,0.14087164,0.14087164,0.19691589,0.202472223,0.202472223,0.202472223
Canada,Dairy,Mixed,ALL,1990,CH4_AGR,0.120490164,0.120490164,0.120490164,0.137964721,0.137964721,0.137964721,0.137964721,0.137964721,0.192852485,0.192852485,0.192852485,0.192852485
Western Europe,Dairy,Mixed,ALL,1990,CH4_AGR,0.113486668,0.116490166,0.116490166,0.132449554,0.132449554,0.132449554,0.132449554,0.132449554,0.182578158,0.182578158,0.18556342,0.18556342
Japan,Dairy,Mixed,ALL,1990,CH4_AGR,0.012689238,0.045934548,0.049628148,0.053891114,0.055762659,0.055762659,0.055762659,0.055762659,0.055762659,0.055762659,0.066115862,0.066115862
Australia_NZ,Dairy,Mixed,ALL,1990,CH4_AGR,0.025888961,0.191923943,0.210370659,0.231660923,0.241007868,0.255510474,0.255510474,0.255510474,0.255510474,0.255510474,0.255510474,0.26736642
Former Soviet Union,Dairy,Mixed,ALL,1990,CH4_AGR,0.133775991,0.133775991,0.133775991,0.153177377,0.153177377,0.153177377,0.153177377,0.153177377,0.214117331,0.221068616,0.221068616,0.223335259
China,Dairy,Mixed,ALL,1990,CH4_AGR,0.010422719,0.077267271,0.084693793,0.093265109,0.097028125,0.097028125,0.097028125,0.097028125,0.097028125,0.126131501,0.126131501,0.126131501
Middle East,Dairy,Mixed,ALL,1990,CH4_AGR,0.015412786,0.081554104,0.088902496,0.097383637,0.101107065,0.101107065,0.101107065,0.101107065,0.101107065,0.101107065,0.101107065,0.101107065
Africa,Dairy,Mixed,ALL,1990,CH4_AGR,0.017561325,0.130188258,0.142701266,0.157143145,0.163483482,0.163483482,0.163483482,0.163483482,0.163483482,0.163483482,0.178886924,0.178886924
Latin America,Dairy,Mixed,ALL,1990,CH4_AGR,0.28255935,0.28255935,0.28255935,0.322890741,0.322890741,0.322890741,0.322890741,0.322890741,0.460995732,0.460995732,0.460995732,0.460995732
Southeast Asia,Dairy,Mixed,ALL,1990,CH4_AGR,0.021979338,0.075627148,0.081587494,0.088466623,0.091486728,0.091486728,0.091486728,0.091486728,0.091486728,0.126301214,0.126301214,0.126301214
Eastern Europe,Dairy,Mixed,ALL,1990,CH4_AGR,0.015339028,0.047116518,0.050647041,0.054721791,0.067884481,0.067884481,0.067884481,0.067884481,0.077743677,0.077743677,0.077743677,0.077743677
Korea,Dairy,Mixed,ALL,1990,CH4_AGR,0.013503012,0.071604726,0.078059907,0.085510149,0.088780987,0.088780987,0.088780987,0.088780987,0.088780987,0.092413583,0.103553939,0.103553939
India,Dairy,Mixed,ALL,1990,CH4_AGR,0.017399187,0.080568634,0.087586846,0.095686912,0.099243038,0.099243038,0.099243038,0.099243038,0.118548614,0.118548614,0.118548614,0.118548614


INPUT_TABLE,,,,,,,,,,,,,,,,,
Variable ID,,,technologies are named in header file (to keep the table short),,,,,,,,,,,,,,
10080,,,,,,MAC,,,,,,,,,,,
,,,,,,reduction,,,,,,,,,,,
region,supplysector,subsector,technology,period,generic-ghg,0,10,20,30,40,50,75,100,125,150,175,200
USA,Pork,Mixed,ALL,1990,CH4_AGR,0,0,0,0,0,0,0,0,0,0.024551149,0.024551149,0.024551149
Canada,Pork,Mixed,ALL,1990,CH4_AGR,0,0,0,0,0,0,0,0,0,0,0,0
Western Europe,Pork,Mixed,ALL,1990,CH4_AGR,0.018500556,0.03463547,0.03463547,0.03463547,0.03463547,0.03463547,0.03463547,0.03463547,0.03463547,0.03463547,0.050672417,0.050672417
Japan,Pork,Mixed,ALL,1990,CH4_AGR,0.044621825,0.044621825,0.044621825,0.044621825,0.044621825,0.044621825,0.044621825,0.044621825,0.044621825,0.044621825,0.106174087,0.106174087
Australia_NZ,Pork,Mixed,ALL,1990,CH4_AGR,0,0,0,0,0,0.024551149,0.024551149,0.024551149,0.024551149,0.024551149,0.024551149,0.044621825
Former Soviet Union,Pork,Mixed,ALL,1990,CH4_AGR,0,0,0,0,0,0,0,0,0,0.061552262,0.061552262,0.081622937
China,Pork,Mixed,ALL,1990,CH4_AGR,0,0,0,0,0,0,0,0,0,0.139769116,0.139769116,0.139769116
Middle East,Pork,Mixed,ALL,1990,CH4_AGR,0.054657162,0.054657162,0.054657162,0.054657162,0.054657162,0.054657162,0.054657162,0.054657162,0.054657162,0.054657162,0.054657162,0.054657162
Africa,Pork,Mixed,ALL,1990,CH4_AGR,0,0,0,0,0,0,0,0,0,0,0.139769116,0.139769116
Latin America,Pork,Mixed,ALL,1990,CH4_AGR,0.054657162,0.054657162,0.054657162,0.054657162,0.054657162,0.054657162,0.054657162,0.054657162,0.194426278,0.194426278,0.194426278,0.194426278
Southeast Asia,Pork,Mixed,ALL,1990,CH4_AGR,0.054657162,0.054657162,0.054657162,0.054657162,0.054657162,0.054657162,0.054657162,0.054657162,0.054657162,0.194426278,0.194426278,0.194426278
Eastern Europe,Pork,Mixed,ALL,1990,CH4_AGR,0.050672417,0.050672417,0.050672417,0.050672417,0.106174087,0.106174087,0.106174087,0.106174087,0.154284927,0.154284927,0.154284927,0.154284927
Korea,Pork,Mixed,ALL,1990,CH4_AGR,0.024551149,0.024551149,0.024551149,0.024551149,0.024551149,0.024551149,0.024551149,0.024551149,0.024551149,0.044621825,0.106174087,0.106174087
India,Pork,Mixed,ALL,1990,CH4_AGR,0.054657162,0.054657162,0.054657162,0.054657162,0.054657162,0.054657162,0.054657162,0.054657162,0.194426278,0.194426278,0.194426278,0.194426278
USA,Poultry,Mixed,ALL,1990,CH4_AGR,0,0,0,0,0,0,0,0,0,0.024551149,0.024551149,0.024551149
Canada,Poultry,Mixed,ALL,1990,CH4_AGR,0,0,0,0,0,0,0,0,0,0,0,0
Western Europe,Poultry,Mixed,ALL,1990,CH4_AGR,0.018500556,0.03463547,0.03463547,0.03463547,0.03463547,0.03463547,0.03463547,0.03463547,0.03463547,0.03463547,0.050672417,0.050672417
Japan,Poultry,Mixed,ALL,1990,CH4_AGR,0.044621825,0.044621825,0.044621825,0.044621825,0.044621825,0.044621825,0.044621825,0.044621825,0.044621825,0.044621825,0.106174087,0.106174087
Australia_NZ,Poultry,Mixed,ALL,1990,CH4_AGR,0,0,0,0,0,0.024551149,0.024551149,0.024551149,0.024551149,0.024551149,0.024551149,0.044621825
Former Soviet Union,Poultry,Mixed,ALL,1990,CH4_AGR,0,0,0,0,0,0,0,0,0,0.061552262,0.061552262,0.081622937
China,Poultry,Mixed,ALL,1990,CH4_AGR,0,0,0,0,0,0,0,0,0,0.139769116,0.139769116,0.139769116
