# File: UCD_techs_emissions_revised.csv
# Title: UCD technologies mapping
# Units: NA
# Description: Maps UCD resived size classes to GCAM emissions technologies
# Source: Mishra et al. 2013.Documented in JIRA issue https://jira.pnnl.gov/jira/browse/JGCRI-358?src=confmacro.
# Column types: ccccccccccc 
# ----------
UCD_sector,mode,size.class,UCD_technology,UCD_fuel,UCD_category,fuel,supplysector,tranSubsector,tranTechnology,minicam.energy.input
Passenger,Rail,All,Tech-Adv-Electric,Electricity,trn_road and rail,electricity,trn_pass,Passenger Rail,Tech-Adv-Electric,elect_td_trn
Freight,Ship Domestic,All,Liquids,Liquids,trn_domestic ship,refined liquids,trn_freight,Domestic Ship,Liquids,refined liquids enduse
Freight,Ship International,All,Liquids,Liquids,trn_international ship,refined liquids,trn_shipping_intl,International Ship,Liquids,refined liquids enduse
Freight,Truck,Light truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Light truck,Liquids,refined liquids enduse
Freight,Truck,Light truck,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Light truck,NG,delivered gas
Freight,Truck,Light truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Light truck,Liquids,refined liquids enduse
Freight,Truck,Light truck,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Light truck,NG,delivered gas
Freight,Truck,Medium truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Medium truck,Liquids,refined liquids enduse
Freight,Truck,Medium truck,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Medium truck,NG,delivered gas
Freight,Truck,Heavy truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Heavy truck,Liquids,refined liquids enduse
Freight,Truck,Heavy truck,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Heavy truck,NG,delivered gas
Passenger,LDV_2W_3W,2W and 3W,Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV,2W and 3W,Liquids,refined liquids enduse
Passenger,LDV_2W_3W,2W and 3W,BEV,Electricity,trn_road and rail,electricity,trn_pass_road_LDV,2W and 3W,BEV,elect_td_trn
Passenger,LDV_4W,Car,Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV_4W,Car,Liquids,refined liquids enduse
Passenger,LDV_4W,Car,Hybrid Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV_4W,Car,Hybrid Liquids,refined liquids enduse
Passenger,LDV_4W,Car,NG,Natural Gas,trn_road and rail,gas,trn_pass_road_LDV_4W,Car,NG,delivered gas
Passenger,LDV_4W,Car,BEV,Electricity,trn_road and rail,electricity,trn_pass_road_LDV_4W,Car,BEV,elect_td_trn
Passenger,LDV_4W,Car,FCEV,Hydrogen,trn_road and rail,hydrogen,trn_pass_road_LDV_4W,Car,FCEV,H2 retail dispensing
Passenger,LDV_4W,Large Car and Truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,refined liquids enduse
Passenger,LDV_4W,Large Car and Truck,Hybrid Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,refined liquids enduse
Passenger,LDV_4W,Large Car and Truck,NG,Natural Gas,trn_road and rail,gas,trn_pass_road_LDV_4W,Large Car and Truck,NG,delivered gas
Passenger,LDV_4W,Large Car and Truck,BEV,Electricity,trn_road and rail,electricity,trn_pass_road_LDV_4W,Large Car and Truck,BEV,elect_td_trn
Passenger,LDV_4W,Large Car and Truck,FCEV,Hydrogen,trn_road and rail,hydrogen,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,H2 retail dispensing
Passenger,LDV_4W,Large Car and Truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,refined liquids enduse
Passenger,LDV_4W,Large Car and Truck,Hybrid Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,refined liquids enduse
Passenger,LDV_4W,Large Car and Truck,NG,Natural Gas,trn_road and rail,gas,trn_pass_road_LDV_4W,Large Car and Truck,NG,delivered gas
Passenger,LDV_4W,Large Car and Truck,BEV,Electricity,trn_road and rail,electricity,trn_pass_road_LDV_4W,Large Car and Truck,BEV,elect_td_trn
Passenger,LDV_4W,Large Car and Truck,FCEV,Hydrogen,trn_road and rail,hydrogen,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,H2 retail dispensing
Freight,Truck,Light truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Light truck,Liquids,refined liquids enduse
Freight,Truck,Light truck,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Light truck,NG,delivered gas
Freight,Truck,Light truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Light truck,Liquids,refined liquids enduse
Freight,Truck,Light truck,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Light truck,NG,delivered gas
Freight,Truck,Heavy truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Heavy truck,Liquids,refined liquids enduse
Freight,Truck,Heavy truck,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Heavy truck,NG,delivered gas
Passenger,LDV_2W_3W,2W and 3W,Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV,2W and 3W,Liquids,refined liquids enduse
Passenger,LDV_2W_3W,2W and 3W,BEV,Electricity,trn_road and rail,electricity,trn_pass_road_LDV,2W and 3W,BEV,elect_td_trn
Passenger,LDV_4W,Large Car and Truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,refined liquids enduse
Passenger,LDV_4W,Large Car and Truck,Hybrid Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,refined liquids enduse
Passenger,LDV_4W,Large Car and Truck,NG,Natural Gas,trn_road and rail,gas,trn_pass_road_LDV_4W,Large Car and Truck,NG,delivered gas
Passenger,LDV_4W,Large Car and Truck,BEV,Electricity,trn_road and rail,electricity,trn_pass_road_LDV_4W,Large Car and Truck,BEV,elect_td_trn
Passenger,LDV_4W,Large Car and Truck,FCEV,Hydrogen,trn_road and rail,hydrogen,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,H2 retail dispensing
Freight,Truck,Medium truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Medium truck,Liquids,refined liquids enduse
Freight,Truck,Medium truck,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Medium truck,NG,delivered gas
Freight,Truck,Heavy truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Heavy truck,Liquids,refined liquids enduse
Freight,Truck,Heavy truck,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Heavy truck,NG,delivered gas
Passenger,LDV_4W,Large Car and Truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,refined liquids enduse
Passenger,LDV_4W,Large Car and Truck,Hybrid Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,refined liquids enduse
Passenger,LDV_4W,Large Car and Truck,NG,Natural Gas,trn_road and rail,gas,trn_pass_road_LDV_4W,Large Car and Truck,NG,delivered gas
Passenger,LDV_4W,Large Car and Truck,BEV,Electricity,trn_road and rail,electricity,trn_pass_road_LDV_4W,Large Car and Truck,BEV,elect_td_trn
Passenger,LDV_4W,Large Car and Truck,FCEV,Hydrogen,trn_road and rail,hydrogen,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,H2 retail dispensing
Freight,Truck,Light truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Light truck,Liquids,refined liquids enduse
Freight,Truck,Light truck,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Light truck,NG,delivered gas
Freight,Truck,Medium truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Medium truck,Liquids,refined liquids enduse
Freight,Truck,Medium truck,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Medium truck,NG,delivered gas
Passenger,Bus,All,Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_bus,Bus,Liquids,refined liquids enduse
Passenger,Bus,All,NG,Natural Gas,trn_road and rail,gas,trn_pass_road_bus,Bus,NG,delivered gas
Passenger,Bus,All,Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_bus,Bus,Liquids,refined liquids enduse
Passenger,Bus,All,NG,Natural Gas,trn_road and rail,gas,trn_pass_road_bus,Bus,NG,delivered gas
Passenger,LDV_2W_3W,2W and 3W,LA-BEV,Electricity,trn_road and rail,electricity,trn_pass_road_LDV,2W and 3W,LA-BEV,elect_td_trn
Freight,Rail,All,Coal,Coal,trn_road and rail,coal,trn_freight,Freight Rail,Coal,delivered coal
Freight,Truck,Light truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Light truck,Liquids,refined liquids enduse
Freight,Truck,Light truck,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Light truck,NG,delivered gas
Freight,Truck,Light truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Light truck,Liquids,refined liquids enduse
Freight,Truck,Light truck,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Light truck,NG,delivered gas
Freight,Truck,Medium truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Medium truck,Liquids,refined liquids enduse
Freight,Truck,Medium truck,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Medium truck,NG,delivered gas
Freight,Truck,Heavy truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Heavy truck,Liquids,refined liquids enduse
Freight,Truck,Heavy truck,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Heavy truck,NG,delivered gas
Freight,Truck,Light truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Light truck,Liquids,refined liquids enduse
Freight,Truck,Light truck,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Light truck,NG,delivered gas
Freight,Truck,Medium truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Medium truck,Liquids,refined liquids enduse
Freight,Truck,Medium truck,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Medium truck,NG,delivered gas
Freight,Truck,Heavy truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Heavy truck,Liquids,refined liquids enduse
Freight,Truck,Heavy truck,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Heavy truck,NG,delivered gas
Freight,Truck,Heavy truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Heavy truck,Liquids,refined liquids enduse
Freight,Truck,Heavy truck,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Heavy truck,NG,delivered gas
Passenger,LDV_2W_3W,2W and 3W,Liquids,Liquids,trn_road and rail,refined liquids,trn_pass_road_LDV,2W and 3W,Liquids,refined liquids enduse
Passenger,LDV_2W_3W,2W and 3W,BEV,Electricity,trn_road and rail,electricity,trn_pass_road_LDV,2W and 3W,BEV,elect_td_trn
Freight,Truck,Medium truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Medium truck,Liquids,refined liquids enduse
Freight,Truck,Medium truck,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Medium truck,NG,delivered gas
Freight,Truck,Light truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Light truck,Liquids,refined liquids enduse
Freight,Truck,Light truck,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Light truck,NG,delivered gas
Freight,Truck,Medium truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Medium truck,Liquids,refined liquids enduse
Freight,Truck,Medium truck,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Medium truck,NG,delivered gas
Freight,Truck,Medium truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Medium truck,Liquids,refined liquids enduse
Freight,Truck,Medium truck,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Medium truck,NG,delivered gas
Freight,Truck,Heavy truck,Liquids,Liquids,trn_road and rail,refined liquids,trn_freight_road,Heavy truck,Liquids,refined liquids enduse
Freight,Truck,Heavy truck,NG,Natural Gas,trn_road and rail,gas,trn_freight_road,Heavy truck,NG,delivered gas
