# Assumed technology charactoristics including costs and efficiencies,,,,,,,,,,
# Source: Tables_Trn_Data.xlsx,,,,,,,,,,
supplysector,subsector,technology,year,share_weight,coefficient,input_cost,loadFactor,minicam_energy_input,market,tech_index
trn_freight,rail,rail electric,2065,0.5,2778.55264,0.480850167,40.80851914,elect_td_trn,USA,3
trn_freight,rail,rail electric,2080,0.5,2737.164838,0.480850167,40.80851914,elect_td_trn,USA,3
trn_freight,rail,rail electric,2095,0.5,2696.393526,0.480850167,40.80851914,elect_td_trn,USA,3
trn_freight,road,truck ICE,1975,1,12008.04258,0.550442667,5.110842609,refined liquids enduse,USA,4
trn_freight,road,truck ICE,1990,1,12008.04258,0.550442667,5.110842609,refined liquids enduse,USA,4
trn_freight,road,truck ICE,2005,1,12008.04258,0.550442667,5.110842609,refined liquids enduse,USA,4
trn_freight,road,truck ICE,2020,1,11222.54059,0.550442667,5.110842609,refined liquids enduse,USA,4
trn_freight,road,truck ICE,2035,1,10567.71911,0.550442667,5.110842609,refined liquids enduse,USA,4
trn_freight,road,truck ICE,2050,1,9951.105657,0.550442667,5.110842609,refined liquids enduse,USA,4
trn_freight,road,truck ICE,2065,1,9370.470845,0.550442667,5.110842609,refined liquids enduse,USA,4
trn_freight,road,truck ICE,2080,1,8823.715363,0.550442667,5.110842609,refined liquids enduse,USA,4
trn_freight,road,truck ICE,2095,1,8308.862393,0.550442667,5.110842609,refined liquids enduse,USA,4
trn_freight,domestic ship,domestic ship ICE,1975,1,294105.0657,2.236259251,1000,refined liquids enduse,USA,5
trn_freight,domestic ship,domestic ship ICE,1990,1,294105.0657,2.236259251,1000,refined liquids enduse,USA,5
trn_freight,domestic ship,domestic ship ICE,2005,1,294105.0657,2.236259251,1000,refined liquids enduse,USA,5
trn_freight,domestic ship,domestic ship ICE,2020,1,289724.2373,2.236259251,1000,refined liquids enduse,USA,5
trn_freight,domestic ship,domestic ship ICE,2035,1,285408.6634,2.236259251,1000,refined liquids enduse,USA,5
trn_freight,domestic ship,domestic ship ICE,2050,1,281157.3719,2.236259251,1000,refined liquids enduse,USA,5
trn_freight,domestic ship,domestic ship ICE,2065,1,276969.4053,2.236259251,1000,refined liquids enduse,USA,5
trn_freight,domestic ship,domestic ship ICE,2080,1,272843.8203,2.236259251,1000,refined liquids enduse,USA,5
trn_freight,domestic ship,domestic ship ICE,2095,1,268779.6879,2.236259251,1000,refined liquids enduse,USA,5
trn_passenger,air,air,1975,1,199239.2097,6.027208794,123.7391147,refined liquids enduse,USA,6
trn_passenger,air,air,1990,1,199239.2097,6.027208794,123.7391147,refined liquids enduse,USA,6
trn_passenger,air,air,2005,1,199239.2097,6.027208794,123.7391147,refined liquids enduse,USA,6
trn_passenger,air,air,2020,1,191897.0842,6.027208794,123.7391147,refined liquids enduse,USA,6
trn_passenger,air,air,2035,1,184825.5219,6.027208794,123.7391147,refined liquids enduse,USA,6
trn_passenger,air,air,2050,1,178014.5524,6.027208794,123.7391147,refined liquids enduse,USA,6
trn_passenger,air,air,2065,1,171454.5726,6.027208794,123.7391147,refined liquids enduse,USA,6
trn_passenger,air,air,2080,1,165136.3334,6.027208794,123.7391147,refined liquids enduse,USA,6
trn_passenger,air,air,2095,1,159050.9263,6.027208794,123.7391147,refined liquids enduse,USA,6
trn_passenger,high speed rail,high speed rail,1975,0,113626.0296,31.4758366,310.3333333,elect_td_trn,USA,7
trn_passenger,high speed rail,high speed rail,1990,0,113626.0296,31.4758366,310.3333333,elect_td_trn,USA,7
trn_passenger,high speed rail,high speed rail,2005,0,113626.0296,31.4758366,310.3333333,elect_td_trn,USA,7
trn_passenger,high speed rail,high speed rail,2020,1,111933.5184,31.00698974,310.3333333,elect_td_trn,USA,7
trn_passenger,high speed rail,high speed rail,2035,1,110266.2178,30.54512656,310.3333333,elect_td_trn,USA,7
trn_passenger,high speed rail,high speed rail,2050,1,108623.7525,30.09014304,310.3333333,elect_td_trn,USA,7
trn_passenger,high speed rail,high speed rail,2065,1,107005.7524,29.64193671,310.3333333,elect_td_trn,USA,7
trn_passenger,high speed rail,high speed rail,2080,1,105411.8532,29.20040662,310.3333333,elect_td_trn,USA,7
trn_passenger,high speed rail,high speed rail,2095,1,103841.6958,28.76545331,310.3333333,elect_td_trn,USA,7
trn_passenger,rail,rail ICE,1975,1,30105.71332,2.13109884,25.31658922,refined liquids enduse,USA,8
trn_passenger,rail,rail ICE,1990,1,30105.71332,2.13109884,25.31658922,refined liquids enduse,USA,8
trn_passenger,rail,rail ICE,2005,1,30105.71332,2.13109884,25.31658922,refined liquids enduse,USA,8
trn_passenger,rail,rail ICE,2020,1,29657.27506,2.13109884,25.31658922,refined liquids enduse,USA,8
trn_passenger,rail,rail ICE,2035,1,29215.51649,2.13109884,25.31658922,refined liquids enduse,USA,8
trn_passenger,rail,rail ICE,2050,1,28780.33812,2.13109884,25.31658922,refined liquids enduse,USA,8
trn_passenger,rail,rail ICE,2065,1,28351.64193,2.13109884,25.31658922,refined liquids enduse,USA,8
trn_passenger,rail,rail ICE,2080,1,27929.33136,2.13109884,25.31658922,refined liquids enduse,USA,8
trn_passenger,rail,rail ICE,2095,1,27513.3113,2.13109884,25.31658922,refined liquids enduse,USA,8
trn_passenger,rail,rail electric,1975,1,14548.86201,1.759574735,25.31658922,elect_td_trn,USA,9
trn_passenger,rail,rail electric,1990,1,14548.86201,1.759574735,25.31658922,elect_td_trn,USA,9
trn_passenger,rail,rail electric,2005,1,14548.86201,1.759574735,25.31658922,elect_td_trn,USA,9
trn_passenger,rail,rail electric,2020,1,14332.15011,1.759574735,25.31658922,elect_td_trn,USA,9
trn_passenger,rail,rail electric,2035,1,14118.66623,1.759574735,25.31658922,elect_td_trn,USA,9
trn_passenger,rail,rail electric,2050,1,13908.36229,1.759574735,25.31658922,elect_td_trn,USA,9
trn_passenger,rail,rail electric,2065,1,13701.19093,1.759574735,25.31658922,elect_td_trn,USA,9
trn_passenger,rail,rail electric,2080,1,13497.10547,1.759574735,25.31658922,elect_td_trn,USA,9
trn_passenger,rail,rail electric,2095,1,13296.05997,1.759574735,25.31658922,elect_td_trn,USA,9
trn_shipping_intl,international ship,international ship ICE,1975,1,2013405.247,52.78496738,19448.63471,refined liquids enduse,USA,10
trn_shipping_intl,international ship,international ship ICE,1990,1,2013405.247,52.78496738,19448.63471,refined liquids enduse,USA,10
trn_shipping_intl,international ship,international ship ICE,2005,1,2013405.247,52.78496738,19448.63471,refined liquids enduse,USA,10
trn_shipping_intl,international ship,international ship ICE,2020,1,1983414.662,52.78496738,19448.63471,refined liquids enduse,USA,10
trn_shipping_intl,international ship,international ship ICE,2035,1,1953870.801,52.78496738,19448.63471,refined liquids enduse,USA,10
trn_shipping_intl,international ship,international ship ICE,2050,1,1924767.009,52.78496738,19448.63471,refined liquids enduse,USA,10
trn_shipping_intl,international ship,international ship ICE,2065,1,1896096.732,52.78496738,19448.63471,refined liquids enduse,USA,10
trn_shipping_intl,international ship,international ship ICE,2080,1,1867853.511,52.78496738,19448.63471,refined liquids enduse,USA,10
trn_shipping_intl,international ship,international ship ICE,2095,1,1840030.985,52.78496738,19448.63471,refined liquids enduse,USA,10
trn_pass_road,LDV,LDV ICE,1975,1,3607.193794,0.257964214,1.630976458,refined liquids enduse,USA,11
trn_pass_road,LDV,LDV ICE,1990,1,3607.193794,0.257964214,1.630976458,refined liquids enduse,USA,11
trn_pass_road,LDV,LDV ICE,2005,1,3607.193794,0.257964214,1.630976458,refined liquids enduse,USA,11
trn_pass_road,LDV,LDV ICE,2020,1,2986.936842,0.257964214,1.630976458,refined liquids enduse,USA,11
trn_pass_road,LDV,LDV ICE,2035,1,2729.114806,0.257964214,1.630976458,refined liquids enduse,USA,11
trn_pass_road,LDV,LDV ICE,2050,1,2493.547075,0.257964214,1.630976458,refined liquids enduse,USA,11
trn_pass_road,LDV,LDV ICE,2065,1,2278.312734,0.257964214,1.630976458,refined liquids enduse,USA,11
trn_pass_road,LDV,LDV ICE,2080,1,2081.656675,0.257964214,1.630976458,refined liquids enduse,USA,11
trn_pass_road,LDV,LDV ICE,2095,1,1901.975286,0.257964214,1.630976458,refined liquids enduse,USA,11
trn_pass_road,LDV,LDV electric,1975,0,1202.397931,0.283760635,1.630976458,elect_td_trn,USA,12
trn_pass_road,LDV,LDV electric,1990,0,1202.397931,0.283760635,1.630976458,elect_td_trn,USA,12
trn_pass_road,LDV,LDV electric,2005,0,1202.397931,0.283760635,1.630976458,elect_td_trn,USA,12
trn_pass_road,LDV,LDV electric,2020,0.1,1158.088598,0.279533892,1.630976458,elect_td_trn,USA,12
trn_pass_road,LDV,LDV electric,2035,0.25,1115.412099,0.275370108,1.630976458,elect_td_trn,USA,12
trn_pass_road,LDV,LDV electric,2050,0.5,1074.308264,0.271268345,1.630976458,elect_td_trn,USA,12
trn_pass_road,LDV,LDV electric,2065,0.5,1034.719138,0.271268345,1.630976458,elect_td_trn,USA,12
trn_pass_road,LDV,LDV electric,2080,0.5,996.5889037,0.271268345,1.630976458,elect_td_trn,USA,12
trn_pass_road,LDV,LDV electric,2095,0.5,959.863799,0.271268345,1.630976458,elect_td_trn,USA,12
trn_pass_road,LDV,LDV gas,1975,0,3607.193794,0.283760635,1.630976458,delivered gas,USA,13
trn_pass_road,LDV,LDV gas,1990,0,3607.193794,0.283760635,1.630976458,delivered gas,USA,13
trn_pass_road,LDV,LDV gas,2005,0,3607.193794,0.283760635,1.630976458,delivered gas,USA,13
trn_pass_road,LDV,LDV gas,2020,0.01,2986.936842,0.283760635,1.630976458,delivered gas,USA,13
trn_pass_road,LDV,LDV gas,2035,0.1,2729.114806,0.283760635,1.630976458,delivered gas,USA,13
trn_pass_road,LDV,LDV gas,2050,0.25,2493.547075,0.283760635,1.630976458,delivered gas,USA,13
trn_pass_road,LDV,LDV gas,2065,0.25,2278.312734,0.283760635,1.630976458,delivered gas,USA,13
trn_pass_road,LDV,LDV gas,2080,0.25,2081.656675,0.283760635,1.630976458,delivered gas,USA,13
trn_pass_road,LDV,LDV gas,2095,0.25,1901.975286,0.283760635,1.630976458,delivered gas,USA,13
trn_pass_road,LDV,LDV fuel cell,1975,0,2284.55607,0.296658846,1.630976458,H2 Enduse,USA,14
trn_pass_road,LDV,LDV fuel cell,1990,0,2284.55607,0.296658846,1.630976458,H2 Enduse,USA,14
trn_pass_road,LDV,LDV fuel cell,2005,0,2284.55607,0.296658846,1.630976458,H2 Enduse,USA,14
trn_pass_road,LDV,LDV fuel cell,2020,0,2025.241899,0.292239978,1.630976458,H2 Enduse,USA,14
trn_pass_road,LDV,LDV fuel cell,2035,0.1,1795.361823,0.287886931,1.630976458,H2 Enduse,USA,14
trn_pass_road,LDV,LDV fuel cell,2050,0.25,1591.574852,0.283598724,1.630976458,H2 Enduse,USA,14
trn_pass_road,LDV,LDV fuel cell,2065,0.25,1410.919223,0.283598724,1.630976458,H2 Enduse,USA,14
trn_pass_road,LDV,LDV fuel cell,2080,0.25,1250.769357,0.283598724,1.630976458,H2 Enduse,USA,14
trn_pass_road,LDV,LDV fuel cell,2095,0.25,1108.797697,0.283598724,1.630976458,H2 Enduse,USA,14
trn_pass_road,bus,bus ICE,1975,1,15100.8582,1.019465753,18.86179987,refined liquids enduse,USA,15
trn_pass_road,bus,bus ICE,1990,1,15100.8582,1.019465753,18.86179987,refined liquids enduse,USA,15
trn_pass_road,bus,bus ICE,2005,1,15100.8582,1.019465753,18.86179987,refined liquids enduse,USA,15
trn_pass_road,bus,bus ICE,2020,1,14875.92406,1.019465753,18.86179987,refined liquids enduse,USA,15
trn_pass_road,bus,bus ICE,2035,1,14654.34043,1.019465753,18.86179987,refined liquids enduse,USA,15
trn_pass_road,bus,bus ICE,2050,1,14436.05738,1.019465753,18.86179987,refined liquids enduse,USA,15
trn_pass_road,bus,bus ICE,2065,1,14221.02575,1.019465753,18.86179987,refined liquids enduse,USA,15
trn_pass_road,bus,bus ICE,2080,1,14009.19712,1.019465753,18.86179987,refined liquids enduse,USA,15
trn_pass_road,bus,bus ICE,2095,1,13800.52378,1.019465753,18.86179987,refined liquids enduse,USA,15
trn_pass_road,bus,bus electric,1975,0,5033.619399,1.184494535,18.86179987,elect_td_trn,USA,16
trn_pass_road,bus,bus electric,1990,0,5033.619399,1.184494535,18.86179987,elect_td_trn,USA,16
trn_pass_road,bus,bus electric,2005,0,5033.619399,1.184494535,18.86179987,elect_td_trn,USA,16
trn_pass_road,bus,bus electric,2020,0.1,4958.641354,1.184494535,18.86179987,elect_td_trn,USA,16
trn_pass_road,bus,bus electric,2035,0.25,4884.780142,1.184494535,18.86179987,elect_td_trn,USA,16
trn_pass_road,bus,bus electric,2050,0.5,4812.019126,1.184494535,18.86179987,elect_td_trn,USA,16
trn_pass_road,bus,bus electric,2065,0.5,4740.341918,1.184494535,18.86179987,elect_td_trn,USA,16
trn_pass_road,bus,bus electric,2080,0.5,4669.732375,1.184494535,18.86179987,elect_td_trn,USA,16
trn_pass_road,bus,bus electric,2095,0.5,4600.174593,1.184494535,18.86179987,elect_td_trn,USA,16
trn_pass_road,bus,bus gas,1975,0,15100.8582,1.07043904,18.86179987,delivered gas,USA,17
trn_pass_road,bus,bus gas,1990,0,15100.8582,1.07043904,18.86179987,delivered gas,USA,17
trn_pass_road,bus,bus gas,2005,1,40974.01176,1.07043904,18.86179987,delivered gas,USA,17
trn_pass_road,bus,bus gas,2020,1,40363.68527,1.07043904,18.86179987,delivered gas,USA,17
trn_pass_road,bus,bus gas,2035,1,39762.44987,1.07043904,18.86179987,delivered gas,USA,17
trn_pass_road,bus,bus gas,2050,1,39170.17014,1.07043904,18.86179987,delivered gas,USA,17
trn_pass_road,bus,bus gas,2065,1,38586.71269,1.07043904,18.86179987,delivered gas,USA,17
trn_pass_road,bus,bus gas,2080,1,38011.9461,1.07043904,18.86179987,delivered gas,USA,17
trn_pass_road,bus,bus gas,2095,1,37445.74092,1.07043904,18.86179987,delivered gas,USA,17
trn_pass_road,bus,bus fuel cell,1975,0,9563.876858,1.172385616,18.86179987,H2 Enduse,USA,18
trn_pass_road,bus,bus fuel cell,1990,0,9563.876858,1.172385616,18.86179987,H2 Enduse,USA,18
trn_pass_road,bus,bus fuel cell,2005,0,9563.876858,1.172385616,18.86179987,H2 Enduse,USA,18
trn_pass_road,bus,bus fuel cell,2020,0.1,9421.418573,1.172385616,18.86179987,H2 Enduse,USA,18
trn_pass_road,bus,bus fuel cell,2035,0.25,9281.08227,1.172385616,18.86179987,H2 Enduse,USA,18
trn_pass_road,bus,bus fuel cell,2050,0.5,9142.836339,1.172385616,18.86179987,H2 Enduse,USA,18
trn_pass_road,bus,bus fuel cell,2065,0.5,9006.649644,1.172385616,18.86179987,H2 Enduse,USA,18
trn_pass_road,bus,bus fuel cell,2080,0.5,8872.491512,1.172385616,18.86179987,H2 Enduse,USA,18
trn_pass_road,bus,bus fuel cell,2095,0.5,8740.331726,1.172385616,18.86179987,H2 Enduse,USA,18
trn_passenger,road,road,1975,1,1,0,1,trn_pass_road,*,1
trn_passenger,road,road,1990,1,1,0,1,trn_pass_road,*,1
trn_passenger,road,road,2005,1,1,0,1,trn_pass_road,*,1
