# File: Pot_veg_carbon_Mg_per_ha.csv
# Title: Potential veg and soil C density for HYDE land cells
# Units: Mg/ha
# Author: lds
# Description: pot veg soil and veg carbon density (Mg/ha) for hyde land cells in country X glu X land type
# Original source: soil c for sage pot veg; veg c for sage pot veg; sage potential veg; country raster; new glu raster; hyde land area
# ----------
iso,glu_code,land_type,c_type,value
irq,84,302,veg_c,154
irq,84,401,soil_c,134
irq,84,401,veg_c,160
irq,84,402,soil_c,134
irq,84,402,veg_c,160
irq,84,502,soil_c,134
irq,84,502,veg_c,135
irq,84,802,soil_c,143
irq,84,802,veg_c,103
irq,84,901,soil_c,95
irq,84,901,veg_c,25
irq,84,902,soil_c,95
irq,84,902,veg_c,25
irq,84,1001,soil_c,123
irq,84,1001,veg_c,7
irq,84,1002,soil_c,123
irq,84,1002,veg_c,7
irq,84,1102,soil_c,69
irq,84,1102,veg_c,55
irq,84,1201,soil_c,69
irq,84,1201,veg_c,27
irq,84,1202,soil_c,69
irq,84,1202,veg_c,27
irq,84,1401,soil_c,38
irq,84,1401,veg_c,1
irq,84,1402,soil_c,38
irq,84,1402,veg_c,1
irq,94,1202,soil_c,69
irq,94,1202,veg_c,27
irq,94,1402,soil_c,38
irq,94,1402,veg_c,1
irq,99,1202,soil_c,69
irq,99,1202,veg_c,27
irq,99,1402,soil_c,38
irq,99,1402,veg_c,1
isl,11,602,soil_c,206
isl,11,602,veg_c,90
isl,11,702,soil_c,206
isl,11,702,veg_c,90
isl,11,801,soil_c,143
isl,11,801,veg_c,103
isl,11,802,soil_c,143
isl,11,802,veg_c,103
isl,11,902,soil_c,95
isl,11,902,veg_c,25
isl,11,1002,soil_c,123
isl,11,1002,veg_c,7
isl,11,1201,soil_c,69
isl,11,1201,veg_c,27
isl,11,1202,soil_c,69
isl,11,1202,veg_c,27
isl,11,1301,soil_c,203
isl,11,1301,veg_c,9
isl,11,1302,soil_c,203
isl,11,1302,veg_c,9
isl,11,1401,soil_c,38
isl,11,1401,veg_c,1
isl,11,1402,soil_c,38
isl,11,1402,veg_c,1
isl,11,1501,soil_c,85
isl,11,1502,soil_c,85
isr,75,902,soil_c,95
isr,75,902,veg_c,25
isr,75,1102,soil_c,69
isr,75,1102,veg_c,55
isr,75,1201,soil_c,69
isr,75,1201,veg_c,27
isr,75,1202,soil_c,69
isr,75,1202,veg_c,27
isr,95,902,soil_c,95
isr,95,902,veg_c,25
isr,95,1102,soil_c,69
isr,95,1102,veg_c,55
isr,95,1201,soil_c,69
isr,95,1201,veg_c,27
isr,95,1202,soil_c,69
isr,95,1202,veg_c,27
isr,95,1401,soil_c,38
isr,95,1401,veg_c,1
isr,95,1402,soil_c,38
isr,95,1402,veg_c,1
isr,98,1401,soil_c,38
isr,98,1401,veg_c,1
isr,98,1402,soil_c,38
isr,98,1402,veg_c,1
ita,50,401,soil_c,134
ita,50,401,veg_c,160
ita,50,402,soil_c,134
ita,50,402,veg_c,160
ita,50,501,soil_c,134
ita,50,501,veg_c,135
ita,50,502,soil_c,134
ita,50,502,veg_c,135
ita,50,601,soil_c,206
ita,50,601,veg_c,90
ita,50,602,soil_c,206
ita,50,602,veg_c,90
ita,50,801,soil_c,143
ita,50,801,veg_c,103
ita,50,802,soil_c,143
ita,50,802,veg_c,103
ita,50,902,soil_c,95
ita,50,902,veg_c,25
ita,50,1001,soil_c,123
ita,50,1001,veg_c,7
ita,50,1002,soil_c,123
ita,50,1002,veg_c,7
ita,50,1101,soil_c,69
ita,50,1101,veg_c,55
ita,50,1102,soil_c,69
ita,50,1102,veg_c,55
ita,50,1301,soil_c,203
ita,50,1301,veg_c,9
ita,50,1302,soil_c,203
ita,50,1302,veg_c,9
ita,54,402,soil_c,134
ita,54,402,veg_c,160
ita,54,602,soil_c,206
ita,54,602,veg_c,90
ita,54,801,soil_c,143
ita,54,801,veg_c,103
ita,54,802,soil_c,143
ita,54,802,veg_c,103
ita,54,1301,soil_c,203
ita,54,1301,veg_c,9
ita,54,1302,soil_c,203
ita,54,1302,veg_c,9
ita,54,1502,soil_c,85
ita,55,401,soil_c,134
ita,55,401,veg_c,160
ita,55,402,soil_c,134
ita,55,402,veg_c,160
ita,55,502,soil_c,134
ita,55,502,veg_c,135
ita,55,801,soil_c,143
ita,55,801,veg_c,103
ita,55,802,soil_c,143
ita,55,802,veg_c,103
ita,57,401,soil_c,134
ita,57,401,veg_c,160
ita,57,402,soil_c,134
ita,57,402,veg_c,160
ita,57,501,soil_c,134
ita,57,501,veg_c,135
ita,57,502,soil_c,134
ita,57,502,veg_c,135
ita,57,601,soil_c,206
ita,57,601,veg_c,90
ita,57,602,soil_c,206
ita,57,602,veg_c,90
ita,57,701,soil_c,206
ita,57,701,veg_c,90
ita,57,702,soil_c,206
ita,57,702,veg_c,90
ita,57,801,soil_c,143
ita,57,801,veg_c,103
ita,57,802,soil_c,143
ita,57,802,veg_c,103
ita,57,1001,soil_c,123
ita,57,1001,veg_c,7
ita,57,1002,soil_c,123
ita,57,1002,veg_c,7
ita,57,1301,soil_c,203
ita,57,1301,veg_c,9
ita,57,1302,soil_c,203
ita,57,1302,veg_c,9
ita,57,1501,soil_c,85
ita,57,1502,soil_c,85
ita,59,301,soil_c,71
ita,59,301,veg_c,154
ita,59,302,soil_c,71
ita,59,302,veg_c,154
ita,59,501,soil_c,134
ita,59,501,veg_c,135
ita,59,502,soil_c,134
ita,59,502,veg_c,135
ita,59,801,soil_c,143
ita,59,801,veg_c,103
ita,59,802,soil_c,143
ita,59,802,veg_c,103
ita,59,901,soil_c,95
ita,59,901,veg_c,25
ita,59,902,soil_c,95
ita,59,902,veg_c,25
ita,59,1101,soil_c,69
ita,59,1101,veg_c,55
ita,59,1102,soil_c,69
ita,59,1102,veg_c,55
ita,61,802,soil_c,143
ita,61,802,veg_c,103
ita,61,1302,soil_c,203
ita,61,1302,veg_c,9
ita,62,1201,soil_c,69
ita,62,1201,veg_c,27
ita,62,1301,soil_c,203
ita,62,1301,veg_c,9
ita,62,1302,soil_c,203
ita,62,1302,veg_c,9
ita,62,1502,soil_c,85
ita,63,102,soil_c,98
ita,63,102,veg_c,200
ita,63,301,soil_c,71
ita,63,301,veg_c,154
ita,63,302,soil_c,71
ita,63,302,veg_c,154
ita,63,401,soil_c,134
ita,63,401,veg_c,160
ita,63,501,soil_c,134
ita,63,501,veg_c,135
ita,63,801,soil_c,143
ita,63,801,veg_c,103
ita,63,802,soil_c,143
ita,63,802,veg_c,103
ita,63,902,soil_c,95
ita,63,902,veg_c,25
ita,63,1101,soil_c,69
ita,63,1101,veg_c,55
ita,63,1102,soil_c,69
ita,63,1102,veg_c,55
ita,63,1202,soil_c,69
ita,63,1202,veg_c,27
ita,69,401,soil_c,134
ita,69,401,veg_c,160
ita,69,501,soil_c,134
ita,69,501,veg_c,135
ita,69,502,soil_c,134
ita,69,502,veg_c,135
ita,69,801,soil_c,143
ita,69,801,veg_c,103
ita,69,802,soil_c,143
ita,69,802,veg_c,103
ita,69,1101,soil_c,69
ita,69,1101,veg_c,55
ita,69,1102,soil_c,69
ita,69,1102,veg_c,55
jam,101,101,soil_c,98
jam,101,101,veg_c,200
jam,101,102,soil_c,98
jam,101,102,veg_c,200
jam,101,201,soil_c,98
jam,101,201,veg_c,140
jam,101,202,soil_c,98
jam,101,202,veg_c,140
jam,101,901,soil_c,95
jam,101,901,veg_c,25
jam,101,902,soil_c,95
jam,101,902,veg_c,25
jam,101,1001,soil_c,123
jam,101,1001,veg_c,7
jam,101,1002,soil_c,123
jam,101,1002,veg_c,7
jor,84,1202,soil_c,69
jor,84,1202,veg_c,27
jor,84,1402,soil_c,38
jor,84,1402,veg_c,1
jor,93,1202,soil_c,69
jor,93,1202,veg_c,27
jor,93,1402,soil_c,38
jor,93,1402,veg_c,1
jor,95,902,soil_c,95
jor,95,902,veg_c,25
jor,95,1102,soil_c,69
jor,95,1102,veg_c,55
jor,95,1202,soil_c,69
jor,95,1202,veg_c,27
jor,95,1402,soil_c,38
jor,95,1402,veg_c,1
jor,98,1202,soil_c,69
jor,98,1202,veg_c,27
jor,98,1402,soil_c,38
jor,98,1402,veg_c,1
jor,99,1202,soil_c,69
jor,99,1202,veg_c,27
jor,99,1402,soil_c,38
jor,99,1402,veg_c,1
jpn,51,101,soil_c,98
jpn,51,101,veg_c,200
jpn,51,102,soil_c,98
jpn,51,102,veg_c,200
jpn,51,201,soil_c,98
jpn,51,201,veg_c,140
jpn,51,301,soil_c,71
jpn,51,301,veg_c,154
jpn,51,302,soil_c,71
jpn,51,302,veg_c,154
jpn,51,401,soil_c,134
jpn,51,401,veg_c,160
jpn,51,402,soil_c,134
jpn,51,402,veg_c,160
jpn,51,501,soil_c,134
jpn,51,501,veg_c,135
jpn,51,502,soil_c,134
jpn,51,502,veg_c,135
jpn,51,601,soil_c,206
jpn,51,601,veg_c,90
jpn,51,602,soil_c,206
jpn,51,602,veg_c,90
jpn,51,701,soil_c,206
jpn,51,701,veg_c,90
jpn,51,702,soil_c,206
jpn,51,702,veg_c,90
jpn,51,801,soil_c,143
jpn,51,801,veg_c,103
jpn,51,802,soil_c,143
jpn,51,802,veg_c,103
jpn,51,901,soil_c,95
jpn,51,901,veg_c,25
jpn,51,902,soil_c,95
jpn,51,902,veg_c,25
jpn,51,1001,soil_c,123
jpn,51,1001,veg_c,7
jpn,51,1002,soil_c,123
jpn,51,1002,veg_c,7
jpn,51,1101,soil_c,69
jpn,51,1101,veg_c,55
jpn,51,1102,soil_c,69
jpn,51,1102,veg_c,55
jpn,51,1202,soil_c,69
jpn,51,1202,veg_c,27
jpn,51,1301,soil_c,203
jpn,51,1301,veg_c,9
jpn,103,302,soil_c,71
jpn,103,302,veg_c,154
jpn,103,801,soil_c,143
jpn,103,801,veg_c,103
jpn,103,802,soil_c,143
jpn,103,802,veg_c,103
jpn,103,1102,soil_c,69
jpn,103,1102,veg_c,55
kaz,18,501,soil_c,134
kaz,18,501,veg_c,135
kaz,18,1002,soil_c,123
kaz,18,1002,veg_c,7
kaz,18,1201,soil_c,69
kaz,18,1201,veg_c,27
kaz,18,1202,soil_c,69
kaz,18,1202,veg_c,27
kaz,38,802,soil_c,143
kaz,38,802,veg_c,103
kaz,38,901,soil_c,95
kaz,38,901,veg_c,25
kaz,38,902,soil_c,95
kaz,38,902,veg_c,25
kaz,38,1001,soil_c,123
kaz,38,1001,veg_c,7
kaz,38,1002,soil_c,123
kaz,38,1002,veg_c,7
kaz,38,1201,soil_c,69
kaz,38,1201,veg_c,27
kaz,38,1202,soil_c,69
kaz,38,1202,veg_c,27
kaz,42,601,soil_c,206
kaz,42,601,veg_c,90
kaz,42,602,soil_c,206
kaz,42,602,veg_c,90
kaz,42,801,soil_c,143
kaz,42,801,veg_c,103
kaz,42,802,soil_c,143
kaz,42,802,veg_c,103
kaz,42,902,soil_c,95
kaz,42,902,veg_c,25
kaz,42,1001,soil_c,123
kaz,42,1001,veg_c,7
kaz,42,1002,soil_c,123
kaz,42,1002,veg_c,7
kaz,42,1201,soil_c,69
kaz,42,1201,veg_c,27
kaz,42,1202,soil_c,69
kaz,42,1202,veg_c,27
kaz,42,1301,soil_c,203
kaz,42,1301,veg_c,9
kaz,42,1302,soil_c,203
kaz,42,1302,veg_c,9
kaz,42,1401,soil_c,38
kaz,42,1401,veg_c,1
kaz,42,1402,soil_c,38
kaz,42,1402,veg_c,1
kaz,45,802,soil_c,143
kaz,45,802,veg_c,103
kaz,45,901,soil_c,95
kaz,45,901,veg_c,25
kaz,45,902,soil_c,95
kaz,45,902,veg_c,25
kaz,45,1001,soil_c,123
kaz,45,1001,veg_c,7
kaz,45,1002,soil_c,123
kaz,45,1002,veg_c,7
kaz,45,1201,soil_c,69
kaz,45,1201,veg_c,27
kaz,45,1202,soil_c,69
kaz,45,1202,veg_c,27
kaz,45,1302,soil_c,203
kaz,45,1302,veg_c,9
kaz,45,1401,soil_c,38
kaz,45,1401,veg_c,1
kaz,45,1402,soil_c,38
kaz,45,1402,veg_c,1
kaz,52,1001,soil_c,123
kaz,52,1001,veg_c,7
kaz,52,1002,soil_c,123
kaz,52,1002,veg_c,7
kaz,52,1201,soil_c,69
kaz,52,1201,veg_c,27
kaz,52,1202,soil_c,69
kaz,52,1202,veg_c,27
kaz,52,1302,soil_c,203
kaz,52,1302,veg_c,9
kaz,52,1401,soil_c,38
kaz,52,1401,veg_c,1
kaz,52,1402,soil_c,38
kaz,52,1402,veg_c,1
kaz,56,502,soil_c,134
kaz,56,502,veg_c,135
kaz,56,602,soil_c,206
kaz,56,602,veg_c,90
kaz,56,702,soil_c,206
kaz,56,702,veg_c,90
kaz,56,801,soil_c,143
kaz,56,801,veg_c,103
kaz,56,802,soil_c,143
kaz,56,802,veg_c,103
kaz,56,901,soil_c,95
kaz,56,901,veg_c,25
kaz,56,902,soil_c,95
kaz,56,902,veg_c,25
kaz,56,1001,soil_c,123
kaz,56,1001,veg_c,7
kaz,56,1002,soil_c,123
kaz,56,1002,veg_c,7
kaz,56,1201,soil_c,69
kaz,56,1201,veg_c,27
kaz,56,1202,soil_c,69
kaz,56,1202,veg_c,27
kaz,56,1301,soil_c,203
kaz,56,1301,veg_c,9
kaz,56,1302,soil_c,203
kaz,56,1302,veg_c,9
kaz,56,1402,soil_c,38
kaz,56,1402,veg_c,1
kaz,56,1502,soil_c,85
kaz,58,1002,soil_c,123
kaz,58,1002,veg_c,7
kaz,58,1202,soil_c,69
kaz,58,1202,veg_c,27
kaz,58,1402,soil_c,38
kaz,58,1402,veg_c,1
kaz,68,602,soil_c,206
kaz,68,602,veg_c,90
kaz,68,801,soil_c,143
kaz,68,801,veg_c,103
kaz,68,802,soil_c,143
kaz,68,802,veg_c,103
kaz,68,901,soil_c,95
kaz,68,901,veg_c,25
kaz,68,902,soil_c,95
kaz,68,902,veg_c,25
kaz,68,1001,soil_c,123
kaz,68,1001,veg_c,7
kaz,68,1002,soil_c,123
kaz,68,1002,veg_c,7
kaz,68,1201,soil_c,69
kaz,68,1201,veg_c,27
kaz,68,1202,soil_c,69
kaz,68,1202,veg_c,27
kaz,68,1301,soil_c,203
kaz,68,1301,veg_c,9
kaz,68,1302,soil_c,203
kaz,68,1302,veg_c,9
kaz,68,1401,soil_c,38
kaz,68,1401,veg_c,1
kaz,68,1402,soil_c,38
kaz,68,1402,veg_c,1
kaz,68,1501,soil_c,85
kaz,68,1502,soil_c,85
kaz,76,202,soil_c,98
kaz,76,202,veg_c,140
kaz,76,802,soil_c,143
kaz,76,802,veg_c,103
kaz,76,901,soil_c,95
kaz,76,901,veg_c,25
kaz,76,902,soil_c,95
kaz,76,902,veg_c,25
kaz,76,1001,soil_c,123
kaz,76,1001,veg_c,7
kaz,76,1002,soil_c,123
kaz,76,1002,veg_c,7
kaz,76,1101,soil_c,69
kaz,76,1101,veg_c,55
kaz,76,1102,soil_c,69
kaz,76,1102,veg_c,55
kaz,76,1201,soil_c,69
kaz,76,1201,veg_c,27
kaz,76,1202,soil_c,69
kaz,76,1202,veg_c,27
kaz,76,1301,soil_c,203
kaz,76,1301,veg_c,9
kaz,76,1302,soil_c,203
kaz,76,1302,veg_c,9
kaz,76,1401,soil_c,38
kaz,76,1401,veg_c,1
kaz,76,1402,soil_c,38
kaz,76,1402,veg_c,1
kaz,85,1302,soil_c,203
kaz,85,1302,veg_c,9
kaz,85,1501,soil_c,85
kaz,85,1502,soil_c,85
ken,87,101,soil_c,98
ken,87,101,veg_c,200
ken,87,102,soil_c,98
ken,87,102,veg_c,200
ken,87,201,soil_c,98
ken,87,201,veg_c,140
ken,87,202,soil_c,98
ken,87,202,veg_c,140
ken,87,901,soil_c,95
ken,87,901,veg_c,25
ken,87,902,soil_c,95
ken,87,902,veg_c,25
ken,87,1002,soil_c,123
ken,87,1002,veg_c,7
ken,87,1102,soil_c,69
ken,87,1102,veg_c,55
ken,87,1402,soil_c,38
ken,87,1402,veg_c,1
ken,170,101,soil_c,98
ken,170,101,veg_c,200
ken,170,102,soil_c,98
ken,170,102,veg_c,200
ken,170,202,soil_c,98
ken,170,202,veg_c,140
ken,170,901,soil_c,95
ken,170,901,veg_c,25
ken,170,902,soil_c,95
ken,170,902,veg_c,25
ken,170,1001,soil_c,123
ken,170,1001,veg_c,7
ken,170,1002,soil_c,123
ken,170,1002,veg_c,7
ken,170,1101,soil_c,69
ken,170,1101,veg_c,55
ken,170,1102,soil_c,69
ken,170,1102,veg_c,55
ken,170,1201,soil_c,69
ken,170,1201,veg_c,27
ken,170,1202,soil_c,69
ken,170,1202,veg_c,27
ken,170,1401,soil_c,38
ken,170,1401,veg_c,1
ken,170,1402,soil_c,38
ken,170,1402,veg_c,1
ken,171,101,soil_c,98
ken,171,101,veg_c,200
ken,171,102,soil_c,98
ken,171,102,veg_c,200
ken,171,201,soil_c,98
ken,171,201,veg_c,140
ken,171,202,soil_c,98
ken,171,202,veg_c,140
ken,171,901,soil_c,95
ken,171,901,veg_c,25
ken,171,902,soil_c,95
ken,171,902,veg_c,25
ken,171,1001,soil_c,123
ken,171,1001,veg_c,7
ken,171,1002,soil_c,123
ken,171,1002,veg_c,7
ken,171,1101,soil_c,69
ken,171,1101,veg_c,55
ken,171,1102,soil_c,69
ken,171,1102,veg_c,55
ken,171,1201,soil_c,69
ken,171,1201,veg_c,27
ken,171,1202,soil_c,69
ken,171,1202,veg_c,27
ken,179,102,soil_c,98
ken,179,102,veg_c,200
ken,179,202,soil_c,98
ken,179,202,veg_c,140
ken,179,901,soil_c,95
ken,179,901,veg_c,25
ken,179,902,soil_c,95
ken,179,902,veg_c,25
ken,179,1001,soil_c,123
ken,179,1001,veg_c,7
ken,179,1002,soil_c,123
ken,179,1002,veg_c,7
ken,179,1101,soil_c,69
ken,179,1101,veg_c,55
ken,179,1102,soil_c,69
ken,179,1102,veg_c,55
ken,179,1201,soil_c,69
ken,179,1201,veg_c,27
ken,179,1202,soil_c,69
ken,179,1202,veg_c,27
ken,179,1401,soil_c,38
ken,179,1401,veg_c,1
ken,179,1402,soil_c,38
ken,179,1402,veg_c,1
kgz,58,802,soil_c,143
kgz,58,802,veg_c,103
kgz,58,1002,soil_c,123
kgz,58,1002,veg_c,7
kgz,58,1302,soil_c,203
kgz,58,1302,veg_c,9
kgz,58,1402,soil_c,38
kgz,58,1402,veg_c,1
kgz,58,1502,soil_c,85
kgz,68,601,soil_c,206
kgz,68,601,veg_c,90
kgz,68,602,soil_c,206
kgz,68,602,veg_c,90
kgz,68,801,soil_c,143
kgz,68,801,veg_c,103
kgz,68,802,soil_c,143
kgz,68,802,veg_c,103
kgz,68,902,soil_c,95
kgz,68,902,veg_c,25
kgz,68,1002,soil_c,123
kgz,68,1002,veg_c,7
kgz,68,1202,soil_c,69
kgz,68,1202,veg_c,27
kgz,68,1301,soil_c,203
kgz,68,1301,veg_c,9
kgz,68,1302,soil_c,203
kgz,68,1302,veg_c,9
kgz,68,1402,soil_c,38
kgz,68,1402,veg_c,1
kgz,68,1501,soil_c,85
kgz,68,1502,soil_c,85
kgz,76,602,soil_c,206
kgz,76,602,veg_c,90
kgz,76,702,soil_c,206
kgz,76,702,veg_c,90
kgz,76,801,soil_c,143
kgz,76,801,veg_c,103
kgz,76,802,soil_c,143
kgz,76,802,veg_c,103
kgz,76,901,soil_c,95
kgz,76,901,veg_c,25
kgz,76,902,soil_c,95
kgz,76,902,veg_c,25
kgz,76,1001,soil_c,123
kgz,76,1001,veg_c,7
kgz,76,1002,soil_c,123
kgz,76,1002,veg_c,7
kgz,76,1101,soil_c,69
kgz,76,1101,veg_c,55
kgz,76,1102,soil_c,69
kgz,76,1102,veg_c,55
kgz,76,1201,soil_c,69
kgz,76,1201,veg_c,27
kgz,76,1202,soil_c,69
kgz,76,1202,veg_c,27
kgz,76,1301,soil_c,203
kgz,76,1301,veg_c,9
kgz,76,1302,soil_c,203
kgz,76,1302,veg_c,9
kgz,76,1401,soil_c,38
kgz,76,1401,veg_c,1
kgz,76,1402,soil_c,38
kgz,76,1402,veg_c,1
kgz,76,1502,soil_c,85
kgz,85,1002,soil_c,123
kgz,85,1002,veg_c,7
kgz,85,1202,soil_c,69
kgz,85,1202,veg_c,27
kgz,85,1301,soil_c,203
kgz,85,1301,veg_c,9
kgz,85,1302,soil_c,203
kgz,85,1302,veg_c,9
kgz,85,1501,soil_c,85
kgz,85,1502,soil_c,85
khm,125,101,soil_c,98
khm,125,101,veg_c,200
khm,125,102,soil_c,98
khm,125,102,veg_c,200
khm,125,201,soil_c,98
khm,125,201,veg_c,140
khm,125,202,soil_c,98
khm,125,202,veg_c,140
khm,125,801,soil_c,143
khm,125,801,veg_c,103
khm,125,802,soil_c,143
khm,125,802,veg_c,103
khm,125,901,soil_c,95
khm,125,901,veg_c,25
khm,125,902,soil_c,95
khm,125,902,veg_c,25
khm,125,1101,soil_c,69
khm,125,1101,veg_c,55
khm,125,1102,soil_c,69
khm,125,1102,veg_c,55
khm,126,102,soil_c,98
khm,126,102,veg_c,200
khm,126,201,soil_c,98
khm,126,201,veg_c,140
khm,126,202,soil_c,98
khm,126,202,veg_c,140
khm,126,902,soil_c,95
khm,126,902,veg_c,25
khm,148,101,soil_c,98
khm,148,101,veg_c,200
khm,148,102,soil_c,98
khm,148,102,veg_c,200
khm,148,201,soil_c,98
khm,148,201,veg_c,140
khm,148,202,soil_c,98
khm,148,202,veg_c,140
kor,65,401,soil_c,134
kor,65,401,veg_c,160
kor,65,402,soil_c,134
kor,65,402,veg_c,160
kor,65,501,soil_c,134
kor,65,501,veg_c,135
kor,65,502,soil_c,134
kor,65,502,veg_c,135
kor,65,801,soil_c,143
kor,65,801,veg_c,103
kor,65,802,soil_c,143
kor,65,802,veg_c,103
kor,65,901,soil_c,95
kor,65,901,veg_c,25
kor,65,902,soil_c,95
kor,65,902,veg_c,25
kor,65,1102,soil_c,69
kor,65,1102,veg_c,55
kwt,84,1202,soil_c,69
kwt,84,1202,veg_c,27
kwt,84,1402,soil_c,38
kwt,84,1402,veg_c,1
kwt,94,1202,soil_c,69
kwt,94,1202,veg_c,27
kwt,94,1402,soil_c,38
kwt,94,1402,veg_c,1
lao,109,102,soil_c,98
lao,109,102,veg_c,200
lao,109,202,soil_c,98
lao,109,202,veg_c,140
lao,109,802,soil_c,143
lao,109,802,veg_c,103
lao,125,101,soil_c,98
lao,125,101,veg_c,200
lao,125,102,soil_c,98
lao,125,102,veg_c,200
lao,125,201,soil_c,98
lao,125,201,veg_c,140
lao,125,202,soil_c,98
lao,125,202,veg_c,140
lao,125,402,soil_c,134
lao,125,402,veg_c,160
lao,125,801,soil_c,143
lao,125,801,veg_c,103
lao,125,802,soil_c,143
lao,125,802,veg_c,103
lao,125,901,soil_c,95
lao,125,901,veg_c,25
lao,125,902,soil_c,95
lao,125,902,veg_c,25
lao,125,1101,soil_c,69
lao,125,1101,veg_c,55
lao,125,1102,soil_c,69
lao,125,1102,veg_c,55
lao,126,101,soil_c,98
lao,126,101,veg_c,200
lao,126,102,soil_c,98
lao,126,102,veg_c,200
lao,126,201,soil_c,98
lao,126,201,veg_c,140
lao,126,202,soil_c,98
lao,126,202,veg_c,140
lao,126,801,soil_c,143
lao,126,801,veg_c,103
lao,126,802,soil_c,143
lao,126,802,veg_c,103
lao,146,102,soil_c,98
lao,146,102,veg_c,200
lao,146,802,soil_c,143
lao,146,802,veg_c,103
lao,146,902,soil_c,95
lao,146,902,veg_c,25
lbn,75,902,soil_c,95
lbn,75,902,veg_c,25
lbn,75,1002,soil_c,123
lbn,75,1002,veg_c,7
lbn,75,1102,soil_c,69
lbn,75,1102,veg_c,55
lbn,75,1202,soil_c,69
lbn,75,1202,veg_c,27
lbn,95,1002,soil_c,123
lbn,95,1002,veg_c,7
lbn,95,1102,soil_c,69
lbn,95,1102,veg_c,55
lbn,95,1201,soil_c,69
lbn,95,1201,veg_c,27
lbn,95,1202,soil_c,69
lbn,95,1202,veg_c,27
lbn,99,1002,soil_c,123
lbn,99,1002,veg_c,7
lbr,142,101,soil_c,98
lbr,142,101,veg_c,200
lbr,142,102,soil_c,98
lbr,142,102,veg_c,200
lbr,142,202,soil_c,98
lbr,142,202,veg_c,140
lbr,142,901,soil_c,95
lbr,142,901,veg_c,25
lbr,142,902,soil_c,95
lbr,142,902,veg_c,25
lbr,142,1101,soil_c,69
lbr,142,1101,veg_c,55
lbr,142,1102,soil_c,69
lbr,142,1102,veg_c,55
lby,80,902,soil_c,95
lby,80,902,veg_c,25
lby,80,1002,soil_c,123
lby,80,1002,veg_c,7
lby,80,1102,soil_c,69
lby,80,1102,veg_c,55
lby,80,1202,soil_c,69
lby,80,1202,veg_c,27
lby,80,1402,soil_c,38
lby,80,1402,veg_c,1
lby,144,902,soil_c,95
lby,144,902,veg_c,25
lby,144,1002,soil_c,123
lby,144,1002,veg_c,7
lby,144,1102,soil_c,69
lby,144,1102,veg_c,55
lby,144,1202,soil_c,69
lby,144,1202,veg_c,27
lby,144,1401,soil_c,38
lby,144,1401,veg_c,1
lby,144,1402,soil_c,38
lby,144,1402,veg_c,1
lby,151,1402,soil_c,38
lby,151,1402,veg_c,1
lie,32,402,soil_c,134
lie,32,402,veg_c,160
lie,32,601,soil_c,206
lie,32,601,veg_c,90
lie,32,802,soil_c,143
lie,32,802,veg_c,103
lka,154,101,soil_c,98
lka,154,101,veg_c,200
lka,154,102,soil_c,98
lka,154,102,veg_c,200
lka,154,202,soil_c,98
lka,154,202,veg_c,140
lka,154,802,soil_c,143
lka,154,802,veg_c,103
lso,194,901,soil_c,95
lso,194,901,veg_c,25
lso,194,902,soil_c,95
lso,194,902,veg_c,25
lso,194,1001,soil_c,123
lso,194,1001,veg_c,7
lso,194,1002,soil_c,123
lso,194,1002,veg_c,7
lso,194,1101,soil_c,69
lso,194,1101,veg_c,55
lso,194,1102,soil_c,69
lso,194,1102,veg_c,55
lso,194,1202,soil_c,69
lso,194,1202,veg_c,27
lso,198,901,soil_c,95
lso,198,901,veg_c,25
lso,198,902,soil_c,95
lso,198,902,veg_c,25
ltu,20,402,soil_c,134
ltu,20,402,veg_c,160
ltu,20,502,soil_c,134
ltu,20,502,veg_c,135
ltu,20,801,soil_c,143
ltu,20,801,veg_c,103
ltu,20,802,soil_c,143
ltu,20,802,veg_c,103
ltu,25,402,soil_c,134
ltu,25,402,veg_c,160
ltu,25,802,soil_c,143
ltu,25,802,veg_c,103
ltu,33,402,soil_c,134
ltu,33,402,veg_c,160
ltu,35,401,soil_c,134
ltu,35,401,veg_c,160
ltu,35,402,soil_c,134
ltu,35,402,veg_c,160
ltu,35,502,soil_c,134
ltu,35,502,veg_c,135
ltu,35,801,soil_c,143
ltu,35,801,veg_c,103
ltu,35,802,soil_c,143
ltu,35,802,veg_c,103
ltu,35,1301,soil_c,203
ltu,35,1301,veg_c,9
ltu,35,1302,soil_c,203
ltu,35,1302,veg_c,9
lux,32,502,soil_c,134
lux,32,502,veg_c,135
lux,32,802,soil_c,143
lux,32,802,veg_c,103
lva,20,401,soil_c,134
lva,20,401,veg_c,160
lva,20,402,soil_c,134
lva,20,402,veg_c,160
lva,20,501,soil_c,134
lva,20,501,veg_c,135
lva,20,502,soil_c,134
lva,20,502,veg_c,135
lva,20,801,soil_c,143
lva,20,801,veg_c,103
lva,20,802,soil_c,143
lva,20,802,veg_c,103
lva,22,401,soil_c,134
lva,22,401,veg_c,160
lva,22,402,soil_c,134
lva,22,402,veg_c,160
lva,22,801,soil_c,143
lva,22,801,veg_c,103
lva,22,802,soil_c,143
lva,22,802,veg_c,103
lva,25,401,soil_c,134
lva,25,401,veg_c,160
lva,25,402,soil_c,134
lva,25,402,veg_c,160
lva,25,801,soil_c,143
lva,25,801,veg_c,103
lva,25,802,soil_c,143
lva,25,802,veg_c,103
