# File: Pot_veg_carbon_Mg_per_ha.csv
# Title: Potential veg and soil C density for HYDE land cells
# Units: Mg/ha
# Author: lds
# Description: pot veg soil and veg carbon density (Mg/ha) for hyde land cells in country X glu X land type
# Original source: soil c for sage pot veg; veg c for sage pot veg; sage potential veg; country raster; new glu raster; hyde land area
# ----------
iso,glu_code,land_type,c_type,value
afg,90,1202,veg_c,27
afg,90,1401,soil_c,38
afg,90,1401,veg_c,1
afg,90,1402,soil_c,38
afg,90,1402,veg_c,1
afg,97,902,soil_c,95
afg,97,902,veg_c,25
afg,97,1002,soil_c,123
afg,97,1002,veg_c,7
afg,97,1201,soil_c,69
afg,97,1201,veg_c,27
afg,97,1202,soil_c,69
afg,97,1202,veg_c,27
afg,97,1401,soil_c,38
afg,97,1401,veg_c,1
afg,97,1402,soil_c,38
afg,97,1402,veg_c,1
afg,102,1202,soil_c,69
afg,102,1202,veg_c,27
afg,102,1402,soil_c,38
afg,102,1402,veg_c,1
ago,162,102,soil_c,98
ago,162,102,veg_c,200
ago,162,202,soil_c,98
ago,162,202,veg_c,140
ago,162,902,soil_c,95
ago,162,902,veg_c,25
ago,182,101,soil_c,98
ago,182,101,veg_c,200
ago,182,102,soil_c,98
ago,182,102,veg_c,200
ago,182,201,soil_c,98
ago,182,201,veg_c,140
ago,182,202,soil_c,98
ago,182,202,veg_c,140
ago,182,901,soil_c,95
ago,182,901,veg_c,25
ago,182,902,soil_c,95
ago,182,902,veg_c,25
ago,182,1001,soil_c,123
ago,182,1001,veg_c,7
ago,182,1002,soil_c,123
ago,182,1002,veg_c,7
ago,182,1201,soil_c,69
ago,182,1201,veg_c,27
ago,182,1202,soil_c,69
ago,182,1202,veg_c,27
ago,182,1401,soil_c,38
ago,182,1401,veg_c,1
ago,182,1402,soil_c,38
ago,182,1402,veg_c,1
ago,183,102,soil_c,98
ago,183,102,veg_c,200
ago,183,202,soil_c,98
ago,183,202,veg_c,140
ago,183,901,soil_c,95
ago,183,901,veg_c,25
ago,183,902,soil_c,95
ago,183,902,veg_c,25
ago,188,101,soil_c,98
ago,188,101,veg_c,200
ago,188,102,soil_c,98
ago,188,102,veg_c,200
ago,188,201,soil_c,98
ago,188,201,veg_c,140
ago,188,202,soil_c,98
ago,188,202,veg_c,140
ago,188,901,soil_c,95
ago,188,901,veg_c,25
ago,188,902,soil_c,95
ago,188,902,veg_c,25
ago,188,1002,soil_c,123
ago,188,1002,veg_c,7
ago,197,102,soil_c,98
ago,197,102,veg_c,200
ago,197,201,soil_c,98
ago,197,201,veg_c,140
ago,197,202,soil_c,98
ago,197,202,veg_c,140
ago,197,901,soil_c,95
ago,197,901,veg_c,25
ago,197,902,soil_c,95
ago,197,902,veg_c,25
ago,197,1002,soil_c,123
ago,197,1002,veg_c,7
ago,197,1202,soil_c,69
ago,197,1202,veg_c,27
alb,54,401,soil_c,134
alb,54,401,veg_c,160
alb,54,502,soil_c,134
alb,54,502,veg_c,135
alb,55,401,soil_c,134
alb,55,401,veg_c,160
alb,55,402,soil_c,134
alb,55,402,veg_c,160
alb,55,501,soil_c,134
alb,55,501,veg_c,135
alb,55,502,soil_c,134
alb,55,502,veg_c,135
alb,55,801,soil_c,143
alb,55,801,veg_c,103
alb,55,802,soil_c,143
alb,55,802,veg_c,103
alb,55,901,soil_c,95
alb,55,901,veg_c,25
alb,55,902,soil_c,95
alb,55,902,veg_c,25
alb,55,1002,soil_c,123
alb,55,1002,veg_c,7
alb,55,1101,soil_c,69
alb,55,1101,veg_c,55
alb,55,1102,soil_c,69
alb,55,1102,veg_c,55
and,73,402,soil_c,134
and,73,402,veg_c,160
and,73,902,soil_c,95
and,73,902,veg_c,25
and,73,1002,soil_c,123
and,73,1002,veg_c,7
are,94,1202,soil_c,69
are,94,1202,veg_c,27
are,94,1401,soil_c,38
are,94,1401,veg_c,1
are,94,1402,soil_c,38
are,94,1402,veg_c,1
arg,169,201,soil_c,98
arg,169,201,veg_c,140
arg,169,202,soil_c,98
arg,169,202,veg_c,140
arg,169,702,soil_c,206
arg,169,702,veg_c,90
arg,169,801,soil_c,143
arg,169,801,veg_c,103
arg,169,802,soil_c,143
arg,169,802,veg_c,103
arg,169,901,soil_c,95
arg,169,901,veg_c,25
arg,169,1001,soil_c,123
arg,169,1001,veg_c,7
arg,169,1002,soil_c,123
arg,169,1002,veg_c,7
arg,169,1202,soil_c,69
arg,169,1202,veg_c,27
arg,169,1301,soil_c,203
arg,169,1301,veg_c,9
arg,169,1302,soil_c,203
arg,169,1302,veg_c,9
arg,169,1401,soil_c,38
arg,169,1401,veg_c,1
arg,169,1402,soil_c,38
arg,169,1402,veg_c,1
arg,169,1501,soil_c,85
arg,169,1502,soil_c,85
arg,200,1001,soil_c,123
arg,200,1001,veg_c,7
arg,200,1002,soil_c,123
arg,200,1002,veg_c,7
arg,200,1301,soil_c,203
arg,200,1301,veg_c,9
arg,200,1302,soil_c,203
arg,200,1302,veg_c,9
arg,200,1401,soil_c,38
arg,200,1401,veg_c,1
arg,200,1402,soil_c,38
arg,200,1402,veg_c,1
arg,200,1502,soil_c,85
arg,203,101,soil_c,98
arg,203,101,veg_c,200
arg,203,102,soil_c,98
arg,203,102,veg_c,200
arg,203,202,soil_c,98
arg,203,202,veg_c,140
arg,203,902,soil_c,95
arg,203,902,veg_c,25
arg,203,1002,soil_c,123
arg,203,1002,veg_c,7
arg,203,1101,soil_c,69
arg,203,1101,veg_c,55
arg,203,1102,soil_c,69
arg,203,1102,veg_c,55
arg,203,1202,soil_c,69
arg,203,1202,veg_c,27
arg,203,1302,soil_c,203
arg,203,1302,veg_c,9
arg,203,1401,soil_c,38
arg,203,1401,veg_c,1
arg,203,1402,soil_c,38
arg,203,1402,veg_c,1
arg,205,102,soil_c,98
arg,205,102,veg_c,200
arg,205,202,soil_c,98
arg,205,202,veg_c,140
arg,205,802,soil_c,143
arg,205,802,veg_c,103
arg,205,1001,soil_c,123
arg,205,1001,veg_c,7
arg,205,1002,soil_c,123
arg,205,1002,veg_c,7
arg,205,1101,soil_c,69
arg,205,1101,veg_c,55
arg,205,1102,soil_c,69
arg,205,1102,veg_c,55
arg,205,1201,soil_c,69
arg,205,1201,veg_c,27
arg,205,1202,soil_c,69
arg,205,1202,veg_c,27
arg,205,1401,soil_c,38
arg,205,1401,veg_c,1
arg,205,1402,soil_c,38
arg,205,1402,veg_c,1
arg,205,1502,soil_c,85
arg,206,101,soil_c,98
arg,206,101,veg_c,200
arg,206,102,soil_c,98
arg,206,102,veg_c,200
arg,206,201,soil_c,98
arg,206,201,veg_c,140
arg,206,202,soil_c,98
arg,206,202,veg_c,140
arg,206,802,soil_c,143
arg,206,802,veg_c,103
arg,206,901,soil_c,95
arg,206,901,veg_c,25
arg,206,902,soil_c,95
arg,206,902,veg_c,25
arg,206,1001,soil_c,123
arg,206,1001,veg_c,7
arg,206,1002,soil_c,123
arg,206,1002,veg_c,7
arg,206,1101,soil_c,69
arg,206,1101,veg_c,55
arg,206,1102,soil_c,69
arg,206,1102,veg_c,55
arg,206,1202,soil_c,69
arg,206,1202,veg_c,27
arg,206,1301,soil_c,203
arg,206,1301,veg_c,9
arg,206,1302,soil_c,203
arg,206,1302,veg_c,9
arg,206,1402,soil_c,38
arg,206,1402,veg_c,1
arg,207,1402,soil_c,38
arg,207,1402,veg_c,1
arg,207,1501,soil_c,85
arg,207,1502,soil_c,85
arg,209,202,soil_c,98
arg,209,202,veg_c,140
arg,209,1002,soil_c,123
arg,209,1002,veg_c,7
arg,209,1102,soil_c,69
arg,209,1102,veg_c,55
arg,209,1202,soil_c,69
arg,209,1202,veg_c,27
arg,209,1402,soil_c,38
arg,209,1402,veg_c,1
arg,210,802,soil_c,143
arg,210,802,veg_c,103
arg,210,1001,soil_c,123
arg,210,1001,veg_c,7
arg,210,1002,soil_c,123
arg,210,1002,veg_c,7
arg,210,1102,soil_c,69
arg,210,1102,veg_c,55
arg,210,1202,soil_c,69
arg,210,1202,veg_c,27
arg,210,1302,soil_c,203
arg,210,1302,veg_c,9
arg,212,202,soil_c,98
arg,212,202,veg_c,140
arg,212,802,soil_c,143
arg,212,802,veg_c,103
arg,212,1001,soil_c,123
arg,212,1001,veg_c,7
arg,212,1002,soil_c,123
arg,212,1002,veg_c,7
arg,212,1101,soil_c,69
arg,212,1101,veg_c,55
arg,212,1102,soil_c,69
arg,212,1102,veg_c,55
arg,212,1201,soil_c,69
arg,212,1201,veg_c,27
arg,212,1202,soil_c,69
arg,212,1202,veg_c,27
arg,212,1301,soil_c,203
arg,212,1301,veg_c,9
arg,212,1302,soil_c,203
arg,212,1302,veg_c,9
arg,212,1401,soil_c,38
arg,212,1401,veg_c,1
arg,212,1402,soil_c,38
arg,212,1402,veg_c,1
arg,212,1501,soil_c,85
arg,212,1502,soil_c,85
arg,213,102,soil_c,98
arg,213,102,veg_c,200
arg,213,201,soil_c,98
arg,213,201,veg_c,140
arg,213,202,soil_c,98
arg,213,202,veg_c,140
arg,213,801,soil_c,143
arg,213,801,veg_c,103
arg,213,802,soil_c,143
arg,213,802,veg_c,103
arg,213,901,soil_c,95
arg,213,901,veg_c,25
arg,213,1001,soil_c,123
arg,213,1001,veg_c,7
arg,213,1002,soil_c,123
arg,213,1002,veg_c,7
arg,213,1102,soil_c,69
arg,213,1102,veg_c,55
arg,213,1201,soil_c,69
arg,213,1201,veg_c,27
arg,213,1202,soil_c,69
arg,213,1202,veg_c,27
arg,213,1301,soil_c,203
arg,213,1301,veg_c,9
arg,213,1302,soil_c,203
arg,213,1302,veg_c,9
arg,213,1402,soil_c,38
arg,213,1402,veg_c,1
arg,214,202,soil_c,98
arg,214,202,veg_c,140
arg,214,802,soil_c,143
arg,214,802,veg_c,103
arg,214,1001,soil_c,123
arg,214,1001,veg_c,7
arg,214,1002,soil_c,123
arg,214,1002,veg_c,7
arg,214,1402,soil_c,38
arg,214,1402,veg_c,1
arg,215,201,soil_c,98
arg,215,201,veg_c,140
arg,215,202,soil_c,98
arg,215,202,veg_c,140
arg,215,801,soil_c,143
arg,215,801,veg_c,103
arg,215,802,soil_c,143
arg,215,802,veg_c,103
arg,215,1001,soil_c,123
arg,215,1001,veg_c,7
arg,215,1002,soil_c,123
arg,215,1002,veg_c,7
arg,215,1102,soil_c,69
arg,215,1102,veg_c,55
arg,215,1202,soil_c,69
arg,215,1202,veg_c,27
arg,215,1301,soil_c,203
arg,215,1301,veg_c,9
arg,215,1302,soil_c,203
arg,215,1302,veg_c,9
arg,215,1401,soil_c,38
arg,215,1401,veg_c,1
arg,215,1402,soil_c,38
arg,215,1402,veg_c,1
arg,215,1501,soil_c,85
arg,215,1502,soil_c,85
arm,72,402,soil_c,134
arm,72,402,veg_c,160
arm,72,501,soil_c,134
arm,72,501,veg_c,135
arm,72,502,soil_c,134
arm,72,502,veg_c,135
arm,72,602,soil_c,206
arm,72,602,veg_c,90
arm,72,702,soil_c,206
arm,72,702,veg_c,90
arm,72,801,soil_c,143
arm,72,801,veg_c,103
arm,72,802,soil_c,143
arm,72,802,veg_c,103
arm,72,902,soil_c,95
arm,72,902,veg_c,25
arm,72,1001,soil_c,123
arm,72,1001,veg_c,7
arm,72,1002,soil_c,123
arm,72,1002,veg_c,7
arm,72,1201,soil_c,69
arm,72,1201,veg_c,27
arm,72,1202,soil_c,69
arm,72,1202,veg_c,27
arm,72,1302,soil_c,203
arm,72,1302,veg_c,9
aus,184,101,soil_c,98
aus,184,101,veg_c,200
aus,184,102,soil_c,98
aus,184,102,veg_c,200
aus,184,901,soil_c,95
aus,184,901,veg_c,25
aus,184,902,soil_c,95
aus,184,902,veg_c,25
aus,184,1001,soil_c,123
aus,184,1001,veg_c,7
aus,184,1002,soil_c,123
aus,184,1002,veg_c,7
aus,184,1101,soil_c,69
aus,184,1101,veg_c,55
aus,184,1102,soil_c,69
aus,184,1102,veg_c,55
aus,184,1201,soil_c,69
aus,184,1201,veg_c,27
aus,184,1202,soil_c,69
aus,184,1202,veg_c,27
aus,184,1402,soil_c,38
aus,184,1402,veg_c,1
aus,189,101,soil_c,98
aus,189,101,veg_c,200
aus,189,102,soil_c,98
aus,189,102,veg_c,200
aus,189,301,soil_c,71
aus,189,301,veg_c,154
aus,189,302,soil_c,71
aus,189,302,veg_c,154
aus,189,801,soil_c,143
aus,189,801,veg_c,103
aus,189,802,soil_c,143
aus,189,802,veg_c,103
aus,189,901,soil_c,95
aus,189,901,veg_c,25
aus,189,902,soil_c,95
aus,189,902,veg_c,25
aus,189,1001,soil_c,123
aus,189,1001,veg_c,7
aus,189,1002,soil_c,123
aus,189,1002,veg_c,7
aus,189,1101,soil_c,69
aus,189,1101,veg_c,55
aus,189,1102,soil_c,69
aus,189,1102,veg_c,55
aus,189,1201,soil_c,69
aus,189,1201,veg_c,27
aus,189,1202,soil_c,69
aus,189,1202,veg_c,27
aus,191,102,soil_c,98
aus,191,102,veg_c,200
aus,191,301,soil_c,71
aus,191,301,veg_c,154
aus,191,302,soil_c,71
aus,191,302,veg_c,154
aus,191,801,soil_c,143
aus,191,801,veg_c,103
aus,191,802,soil_c,143
aus,191,802,veg_c,103
aus,191,901,soil_c,95
aus,191,901,veg_c,25
aus,191,902,soil_c,95
aus,191,902,veg_c,25
aus,191,1002,soil_c,123
aus,191,1002,veg_c,7
aus,191,1101,soil_c,69
aus,191,1101,veg_c,55
aus,191,1102,soil_c,69
aus,191,1102,veg_c,55
aus,191,1201,soil_c,69
aus,191,1201,veg_c,27
aus,191,1202,soil_c,69
aus,191,1202,veg_c,27
aus,191,1402,soil_c,38
aus,191,1402,veg_c,1
aus,193,102,soil_c,98
aus,193,102,veg_c,200
aus,193,901,soil_c,95
aus,193,901,veg_c,25
aus,193,902,soil_c,95
aus,193,902,veg_c,25
aus,193,1001,soil_c,123
aus,193,1001,veg_c,7
aus,193,1002,soil_c,123
aus,193,1002,veg_c,7
aus,193,1101,soil_c,69
aus,193,1101,veg_c,55
aus,193,1102,soil_c,69
aus,193,1102,veg_c,55
aus,193,1201,soil_c,69
aus,193,1201,veg_c,27
aus,193,1202,soil_c,69
aus,193,1202,veg_c,27
aus,193,1401,soil_c,38
aus,193,1401,veg_c,1
aus,193,1402,soil_c,38
aus,193,1402,veg_c,1
aus,202,101,soil_c,98
aus,202,101,veg_c,200
aus,202,102,soil_c,98
aus,202,102,veg_c,200
aus,202,301,soil_c,71
aus,202,301,veg_c,154
aus,202,302,soil_c,71
aus,202,302,veg_c,154
aus,202,801,soil_c,143
aus,202,801,veg_c,103
aus,202,802,soil_c,143
aus,202,802,veg_c,103
aus,202,901,soil_c,95
aus,202,901,veg_c,25
aus,202,902,soil_c,95
aus,202,902,veg_c,25
aus,202,1001,soil_c,123
aus,202,1001,veg_c,7
aus,202,1002,soil_c,123
aus,202,1002,veg_c,7
aus,202,1101,soil_c,69
aus,202,1101,veg_c,55
aus,202,1102,soil_c,69
aus,202,1102,veg_c,55
aus,202,1201,soil_c,69
aus,202,1201,veg_c,27
aus,202,1202,soil_c,69
aus,202,1202,veg_c,27
aus,202,1401,soil_c,38
aus,202,1401,veg_c,1
aus,202,1402,soil_c,38
aus,202,1402,veg_c,1
aus,208,101,soil_c,98
aus,208,101,veg_c,200
aus,208,102,soil_c,98
aus,208,102,veg_c,200
aus,208,301,soil_c,71
aus,208,301,veg_c,154
aus,208,302,soil_c,71
aus,208,302,veg_c,154
aus,208,801,soil_c,143
aus,208,801,veg_c,103
aus,208,802,soil_c,143
aus,208,802,veg_c,103
aus,208,901,soil_c,95
aus,208,901,veg_c,25
aus,208,902,soil_c,95
aus,208,902,veg_c,25
aus,208,1001,soil_c,123
aus,208,1001,veg_c,7
aus,208,1002,soil_c,123
aus,208,1002,veg_c,7
aus,208,1101,soil_c,69
aus,208,1101,veg_c,55
aus,208,1102,soil_c,69
aus,208,1102,veg_c,55
aus,208,1201,soil_c,69
aus,208,1201,veg_c,27
aus,208,1202,soil_c,69
aus,208,1202,veg_c,27
aus,211,101,soil_c,98
aus,211,101,veg_c,200
aus,211,102,soil_c,98
aus,211,102,veg_c,200
aus,211,301,soil_c,71
aus,211,301,veg_c,154
aus,211,302,soil_c,71
aus,211,302,veg_c,154
aus,211,601,soil_c,206
aus,211,601,veg_c,90
aus,211,801,soil_c,143
aus,211,801,veg_c,103
aus,211,802,soil_c,143
aus,211,802,veg_c,103
aus,211,901,soil_c,95
aus,211,901,veg_c,25
aus,211,902,soil_c,95
aus,211,902,veg_c,25
aus,211,1101,soil_c,69
aus,211,1101,veg_c,55
aus,211,1102,soil_c,69
aus,211,1102,veg_c,55
aut,31,402,soil_c,134
aut,31,402,veg_c,160
aut,31,502,soil_c,134
aut,31,502,veg_c,135
aut,31,802,soil_c,143
aut,31,802,veg_c,103
aut,32,402,soil_c,134
aut,32,402,veg_c,160
aut,32,501,soil_c,134
aut,32,501,veg_c,135
aut,32,502,soil_c,134
aut,32,502,veg_c,135
aut,32,601,soil_c,206
aut,32,601,veg_c,90
aut,32,602,soil_c,206
aut,32,602,veg_c,90
aut,32,802,soil_c,143
aut,32,802,veg_c,103
aut,50,602,soil_c,206
aut,50,602,veg_c,90
aut,50,702,soil_c,206
aut,50,702,veg_c,90
aut,54,401,soil_c,134
aut,54,401,veg_c,160
aut,54,402,soil_c,134
aut,54,402,veg_c,160
aut,54,501,soil_c,134
aut,54,501,veg_c,135
aut,54,502,soil_c,134
aut,54,502,veg_c,135
aut,54,601,soil_c,206
aut,54,601,veg_c,90
aut,54,602,soil_c,206
aut,54,602,veg_c,90
aut,54,702,soil_c,206
aut,54,702,veg_c,90
aut,54,802,soil_c,143
aut,54,802,veg_c,103
aut,54,1002,soil_c,123
aut,54,1002,veg_c,7
aut,54,1202,soil_c,69
aut,54,1202,veg_c,27
aut,54,1302,soil_c,203
aut,54,1302,veg_c,9
aut,54,1502,soil_c,85
aut,57,602,soil_c,206
aut,57,602,veg_c,90
aut,57,802,soil_c,143
aut,57,802,veg_c,103
aut,57,1302,soil_c,203
aut,57,1302,veg_c,9
aut,57,1502,soil_c,85
aze,45,501,soil_c,134
aze,45,501,veg_c,135
aze,45,502,soil_c,134
aze,45,502,veg_c,135
aze,45,1302,soil_c,203
aze,45,1302,veg_c,9
aze,72,401,soil_c,134
aze,72,401,veg_c,160
aze,72,402,soil_c,134
aze,72,402,veg_c,160
aze,72,501,soil_c,134
aze,72,501,veg_c,135
aze,72,502,soil_c,134
aze,72,502,veg_c,135
aze,72,701,soil_c,206
aze,72,701,veg_c,90
aze,72,702,soil_c,206
aze,72,702,veg_c,90
aze,72,801,soil_c,143
aze,72,801,veg_c,103
aze,72,802,soil_c,143
aze,72,802,veg_c,103
aze,72,901,soil_c,95
aze,72,901,veg_c,25
aze,72,902,soil_c,95
aze,72,902,veg_c,25
aze,72,1001,soil_c,123
aze,72,1001,veg_c,7
aze,72,1002,soil_c,123
aze,72,1002,veg_c,7
aze,72,1201,soil_c,69
aze,72,1201,veg_c,27
aze,72,1202,soil_c,69
aze,72,1202,veg_c,27
aze,72,1301,soil_c,203
aze,72,1301,veg_c,9
aze,72,1302,soil_c,203
aze,72,1302,veg_c,9
aze,72,1401,soil_c,38
aze,72,1401,veg_c,1
aze,72,1402,soil_c,38
aze,72,1402,veg_c,1
bdi,87,102,soil_c,98
bdi,87,102,veg_c,200
bdi,87,201,soil_c,98
bdi,87,201,veg_c,140
bdi,87,202,soil_c,98
bdi,87,202,veg_c,140
bdi,87,901,soil_c,95
bdi,87,901,veg_c,25
bdi,87,902,soil_c,95
bdi,87,902,veg_c,25
bdi,87,1402,soil_c,38
bdi,87,1402,veg_c,1
bdi,183,202,soil_c,98
bdi,183,202,veg_c,140
bdi,183,901,soil_c,95
bdi,183,901,veg_c,25
bdi,183,902,soil_c,95
bdi,183,902,veg_c,25
bel,32,501,soil_c,134
bel,32,501,veg_c,135
bel,32,502,soil_c,134
bel,32,502,veg_c,135
bel,32,802,soil_c,143
bel,32,802,veg_c,103
bel,36,402,soil_c,134
bel,36,402,veg_c,160
bel,36,501,soil_c,134
bel,36,501,veg_c,135
bel,36,502,soil_c,134
bel,36,502,veg_c,135
bel,36,801,soil_c,143
bel,36,801,veg_c,103
bel,36,802,soil_c,143
bel,36,802,veg_c,103
bel,41,502,soil_c,134
bel,41,502,veg_c,135
bel,46,502,soil_c,134
bel,46,502,veg_c,135
ben,142,101,soil_c,98
ben,142,101,veg_c,200
ben,142,102,soil_c,98
ben,142,102,veg_c,200
ben,142,901,soil_c,95
ben,142,901,veg_c,25
ben,142,902,soil_c,95
ben,142,902,veg_c,25
ben,149,101,soil_c,98
ben,149,101,veg_c,200
ben,149,102,soil_c,98
ben,149,102,veg_c,200
ben,149,901,soil_c,95
ben,149,901,veg_c,25
ben,149,902,soil_c,95
ben,149,902,veg_c,25
ben,160,102,soil_c,98
ben,160,102,veg_c,200
ben,160,901,soil_c,95
ben,160,901,veg_c,25
ben,160,902,soil_c,95
ben,160,902,veg_c,25
bfa,142,101,soil_c,98
bfa,142,101,veg_c,200
bfa,142,102,soil_c,98
bfa,142,102,veg_c,200
bfa,142,901,soil_c,95
bfa,142,901,veg_c,25
bfa,142,902,soil_c,95
bfa,142,902,veg_c,25
bfa,149,901,soil_c,95
bfa,149,901,veg_c,25
bfa,149,902,soil_c,95
bfa,149,902,veg_c,25
bfa,149,1001,soil_c,123
bfa,149,1001,veg_c,7
bfa,149,1002,soil_c,123
bfa,149,1002,veg_c,7
bfa,149,1201,soil_c,69
bfa,149,1201,veg_c,27
bfa,149,1401,soil_c,38
bfa,149,1401,veg_c,1
bfa,149,1402,soil_c,38
bfa,149,1402,veg_c,1
bfa,160,101,soil_c,98
bfa,160,101,veg_c,200
bfa,160,102,soil_c,98
bfa,160,102,veg_c,200
bfa,160,901,soil_c,95
bfa,160,901,veg_c,25
bfa,160,902,soil_c,95
bfa,160,902,veg_c,25
bfa,160,1002,soil_c,123
bfa,160,1002,veg_c,7
bgd,110,101,soil_c,98
bgd,110,101,veg_c,200
bgd,110,102,soil_c,98
bgd,110,102,veg_c,200
bgd,110,201,soil_c,98
bgd,110,201,veg_c,140
bgd,110,202,soil_c,98
bgd,110,202,veg_c,140
bgd,110,801,soil_c,143
bgd,110,801,veg_c,103
bgd,110,802,soil_c,143
bgd,110,802,veg_c,103
bgd,110,1002,soil_c,123
bgd,110,1002,veg_c,7
bgd,110,1101,soil_c,69
bgd,110,1101,veg_c,55
bgd,110,1102,soil_c,69
bgd,110,1102,veg_c,55
bgd,110,1202,soil_c,69
bgd,110,1202,veg_c,27
bgd,116,101,soil_c,98
bgd,116,101,veg_c,200
bgd,116,102,soil_c,98
bgd,116,102,veg_c,200
bgd,116,202,soil_c,98
bgd,116,202,veg_c,140
bgd,116,801,soil_c,143
bgd,116,801,veg_c,103
bgd,116,802,soil_c,143
bgd,116,802,veg_c,103
bgr,54,401,soil_c,134
bgr,54,401,veg_c,160
bgr,54,501,soil_c,134
bgr,54,501,veg_c,135
bgr,54,502,soil_c,134
bgr,54,502,veg_c,135
bgr,54,801,soil_c,143
bgr,54,801,veg_c,103
bgr,54,802,soil_c,143
bgr,54,802,veg_c,103
bgr,54,901,soil_c,95
bgr,54,901,veg_c,25
bgr,54,902,soil_c,95
bgr,54,902,veg_c,25
bgr,54,1001,soil_c,123
bgr,54,1001,veg_c,7
bgr,54,1002,soil_c,123
bgr,54,1002,veg_c,7
bgr,55,102,soil_c,98
bgr,55,102,veg_c,200
bgr,55,401,soil_c,134
bgr,55,401,veg_c,160
bgr,55,402,soil_c,134
bgr,55,402,veg_c,160
bgr,55,501,soil_c,134
bgr,55,501,veg_c,135
bgr,55,502,soil_c,134
bgr,55,502,veg_c,135
bgr,55,801,soil_c,143
bgr,55,801,veg_c,103
bgr,55,802,soil_c,143
bgr,55,802,veg_c,103
bgr,55,901,soil_c,95
bgr,55,901,veg_c,25
bgr,55,902,soil_c,95
bgr,55,902,veg_c,25
bgr,55,1001,soil_c,123
bgr,55,1001,veg_c,7
bgr,55,1002,soil_c,123
bgr,55,1002,veg_c,7
bgr,55,1201,soil_c,69
bgr,55,1201,veg_c,27
bgr,55,1202,soil_c,69
bgr,55,1202,veg_c,27
bhr,94,1202,soil_c,69
bhr,94,1202,veg_c,27
bhr,94,1402,soil_c,38
bhr,94,1402,veg_c,1
bih,54,402,soil_c,134
bih,54,402,veg_c,160
bih,54,501,soil_c,134
bih,54,501,veg_c,135
bih,54,502,soil_c,134
bih,54,502,veg_c,135
bih,54,802,soil_c,143
bih,54,802,veg_c,103
bih,55,402,soil_c,134
bih,55,402,veg_c,160
bih,55,501,soil_c,134
bih,55,501,veg_c,135
bih,55,502,soil_c,134
bih,55,502,veg_c,135
bih,55,802,soil_c,143
bih,55,802,veg_c,103
bih,55,902,soil_c,95
bih,55,902,veg_c,25
blr,17,402,soil_c,134
blr,17,402,veg_c,160
blr,25,401,soil_c,134
blr,25,401,veg_c,160
blr,25,402,soil_c,134
blr,25,402,veg_c,160
blr,25,801,soil_c,143
blr,25,801,veg_c,103
blr,25,802,soil_c,143
blr,25,802,veg_c,103
blr,30,401,soil_c,134
blr,30,401,veg_c,160
blr,30,402,soil_c,134
blr,30,402,veg_c,160
blr,30,501,soil_c,134
blr,30,501,veg_c,135
blr,30,502,soil_c,134
