# File: Food_Demand_Training_Data.csv
# Title: Food_Demand_Training_Data
# Description: Training dataset for the food demand model
# Original source: analysis by RYC STW RPL and KBN
# Units: NA
# Column types: cinnnnnnnnnnnnnnnn
# ----------
iso,year,pop_thous,gdp_pcap_2010usd,cons_price_ns,ns_usd_p1000cal,share_s_ns.x,cons_exp_ns,ns_cal_pcap_day_thous,ns_cons_thous_t,cons_price_s,s_usd_p1000cal,share_s_ns.y,cons_exp_s,s_cal_pcap_day_thous,Tot_cal,s_cons_thous_t,gdp_pcap_thous2005usd
vnm,2012,90796,1427.69779,4727833.788,5281.370171,0.430824105,1.70E+11,0.970578633,0.709203494,2681018.426,1658.289964,0.569175895,70468866200,1.282263355,2.252841987,0.290796506,1.42769779
vnm,2010,89047,1301.916403,3949204.253,4989.858941,0.397333914,1.41E+11,0.870843179,0.668471118,2857933.057,1670.970076,0.602666086,71736783947,1.320873031,2.191716211,0.331528882,1.301916403
vnm,2009,88200,1235.086392,3894425.301,4701.437098,0.398490799,1.32E+11,0.870917591,0.658627433,2752979.705,1612.658484,0.601509201,68250351820,1.314622433,2.185540024,0.341372567,1.235086392
vnm,2008,87369,1182.97784,3676749.336,4404.53351,0.387713278,1.18E+11,0.840761205,0.650397979,2700977.13,1551.736574,0.612286722,65702978274,1.327751591,2.168512797,0.349602021,1.18297784
idn,2009,237487,2993.223963,1733822.196,4223.659569,0.387322935,3.50E+11,0.954956035,0.609684165,1503259.769,823.3014842,0.612677065,1.08E+11,1.510573239,2.465529274,0.390315835,2.993223963
idn,2008,234243,2900.420016,1636808.756,4172.531152,0.386731859,3.32E+11,0.93171387,0.606732876,1736325.133,962.5522689,0.613268141,1.22E+11,1.477484773,2.409198643,0.393267124,2.900420016
idn,2010,240676,3137.388679,1602358.079,3960.155439,0.38506206,3.36E+11,0.966576221,0.596331669,1473330.047,808.6975795,0.61493794,1.10E+11,1.543606741,2.510182962,0.403668331,3.137388679
idn,2005,224481,2544.558124,1640666.123,3953.889945,0.404563021,3.07E+11,0.948414892,0.614130817,1821457.746,1058.701544,0.595436979,1.21E+11,1.395879677,2.344294569,0.385869183,2.544558124
idn,2007,230973,2774.624986,1510120.224,3750.796898,0.397085474,2.99E+11,0.946617078,0.609715275,1691755.76,969.8422519,0.602914526,1.18E+11,1.437295553,2.383912631,0.390284725,2.774624986
idn,2006,227710,2646.465511,1463558.239,3711.722558,0.390230877,2.83E+11,0.917577933,0.609899362,1566718.84,887.6428513,0.609769123,1.06E+11,1.433794005,2.351371938,0.390100638,2.646465511
vnm,2007,86553,1130.144465,2895208.506,3613.01136,0.391880081,95707297974,0.838495504,0.655075688,2257216.408,1303.907545,0.608119919,53599231966,1.3011782,2.139673704,0.344924312,1.130144465
idn,2002,215038,2283.680719,1421977.418,3537.214135,0.384837907,2.48E+11,0.892787474,0.588196599,1476161.235,819.6729999,0.615162093,91813916988,1.427117756,2.31990523,0.411803401,2.283680719
vnm,2002,82548,832.8846954,2317210.737,3521.123959,0.321894747,66625721630,0.628002238,0.600480728,2247869.475,1170.803299,0.678105253,46668921968,1.322952988,1.950955227,0.399519272,0.832884695
vnm,2005,84948,1004.753534,2425387.367,3263.699369,0.360957036,74864857530,0.739812785,0.641164094,2267528.559,1249.819518,0.639042964,50756270456,1.309774037,2.049586822,0.358835906,1.004753534
idn,1998,202991,2112.209155,1532679.008,3186.219135,0.349278197,1.93E+11,0.816124043,0.542154325,1931333.743,1004.637492,0.650721803,1.13E+11,1.520477694,2.336601737,0.457845675,2.112209155
idn,2016,261556.38,3968.031168,1290673.964,3171.616848,0.2930393,2.83E+11,0.933748235,0.497027167,5726614.783,2836.762206,0.7069607,6.10E+11,2.252678413,3.186426648,0.502972833,3.968031168
vnm,2003,83353,885.3941094,2004746.968,3163.375084,0.332334419,63876166671,0.663703421,0.613474212,2300082.048,1214.689188,0.667665581,49276174830,1.333391621,1.997095042,0.386525788,0.885394109
vnm,2004,84151,943.0921256,2314788.293,3087.812101,0.351028837,68840331421,0.725838402,0.627718727,2223929.952,1208.464671,0.648971163,49809094988,1.341907396,2.067745799,0.372281273,0.943092126
afg,1984,11854,976.2945141,127.8077335,0.407453716,0.124775614,359121.5565,0.203706743,0.343151171,42.51745058,0.014544585,0.875224386,89919.57067,1.428877831,1.632584573,0.656848829,0.976294514
afg,1985,11529,1006.492887,155.3143081,0.33431887,0.11584315,262025.7575,0.186250991,0.307156673,119.2496289,0.040381389,0.88415685,241559.0461,1.421534974,1.607785964,0.692843327,1.006492887
afg,1986,11262,1061.183301,209.6034757,0.683573412,0.099897484,468945.0321,0.16688926,0.239499192,177.3554032,0.059626508,0.900102516,368564.5655,1.503715975,1.670605236,0.760500808,1.061183301
vnm,2001,81729,785.6111167,1811797.482,2986.924374,0.31579119,53500624483,0.600434413,0.596452658,2112962.828,1087.290803,0.68420881,42195777187,1.300930891,1.901365304,0.403547342,0.785611117
idn,1999,205947,2098.359248,1332384.408,2979.081761,0.359212935,1.84E+11,0.822634178,0.556785118,1620069.385,863.2286461,0.640787065,95223183571,1.467467591,2.290101769,0.443214882,2.098359248
afg,1991,12612,625.5195442,1470.442346,1.807430431,0.094516536,1073848.642,0.129063862,0.333844973,75.87859827,0.025213291,0.905483464,143510.523,1.236452346,1.365516208,0.666155027,0.625519544
afg,1992,13812,580.3953926,1067.232967,1.097213671,0.115627791,858021.0911,0.155116258,0.383294038,173.2882436,0.067777009,0.884372209,405379.7126,1.186397375,1.341513633,0.616705962,0.580395393
vnm,2006,85748,1064.836654,2471411.748,2873.944084,0.390782259,73245367653,0.814301032,0.648287959,1911985.373,1107.187572,0.609217741,43990688036,1.269470721,2.083771753,0.351712041,1.064836654
idn,2017,264650.96,4120.368541,1068824.2,2506.83092,0.299297332,2.33E+11,0.961246445,0.507433069,580316.6926,232.3945029,0.700702668,50519362526,2.25043085,3.211677295,0.492566931,4.120368541
idn,2015,258383.26,3824.274812,1373629.985,2341.064728,0.298822996,2.09E+11,0.945915111,0.494814572,5757039.516,2886.664154,0.701177004,6.04E+11,2.219554494,3.165469606,0.505185428,3.824274812
vnm,2000,80888,742.5784218,573433.5328,2258.238352,0.24412393,27692234935,0.415347181,0.568172211,2409651.125,1124.230867,0.75587607,42685854338,1.286031218,1.701378398,0.431827789,0.742578422
sle,2014,7017.15,567.8508382,814464.2849,2233.424844,0.370774792,5237336590,0.915557276,0.595683453,1147261.966,646.827685,0.629225208,2574089582,1.55375104,2.469308316,0.404316547,0.567850838
ita,1985,56772,26421.19897,1448239.046,2180.484579,0.549501878,81515170101,1.804090672,0.833756392,281951.2821,185.3795921,0.450498122,5681606429,1.479047649,3.283138321,0.166243608,26.42119897
ita,1984,56709,25730.58731,1308122.012,2060.967825,0.5443241,77077476189,1.806805569,0.829301051,388889.2888,254.5903276,0.4556759,7970703794,1.512550616,3.319356184,0.170698949,25.73058731
sle,2015,7171.91,441.7497022,816689.0645,1930.575998,0.380109873,4699292259,0.929860625,0.604460757,772489.3511,440.0266514,0.619890127,1746747396,1.516433701,2.446294326,0.395539243,0.441749702
idn,2014,255128.08,3692.986808,1299365.461,1923.833533,0.316697937,1.81E+11,1.008568791,0.522749092,4727671.407,2430.182777,0.683302063,4.92E+11,2.176070808,3.184639599,0.477250908,3.692986808
tur,1990,53995,6740.497116,597833.2586,1900.775904,0.400621255,58401168579,1.558993159,0.721952705,533734.8334,267.3217929,0.599378745,12288315008,2.3324458,3.891438959,0.278047295,6.740497116
idn,2013,249866,3590.97162,1675664.05,1895.470171,0.395132636,1.82E+11,1.052963292,0.605869919,3342065.361,1923.281273,0.604867364,2.83E+11,1.611871744,2.664835037,0.394130081,3.59097162
ita,1983,56622,24964.79506,1222209.744,1845.247021,0.560117912,69513518382,1.822790212,0.837332937,322445.9899,218.7714626,0.439882088,6472353722,1.431507091,3.254297303,0.162667063,24.96479506
afg,1990,11731,755.025059,80.57852761,0.395706073,0.112157301,301666.5245,0.178043657,0.441712204,742.6588049,0.253890707,0.887842699,1532179.64,1.409402321,1.587445978,0.558287796,0.755025059
ago,1970,5928,4041.85054,397.1459713,1.419532374,0.455241078,437471.487,0.142430629,0.829562594,959.4519953,0.53255077,0.544758922,196394.073,0.170437949,0.312868578,0.170437406,4.04185054
ago,1971,6049,4198.660175,676.5361252,2.904326726,0.42744514,850299.7354,0.132602015,0.809220986,561.8016943,0.294602835,0.57255486,115531.448,0.177617947,0.310219962,0.190779014,4.198660175
ago,1972,6181,4117.212553,433.348971,2.117719383,0.345436405,410604.6111,0.085941673,0.792843691,805.8211709,0.368587293,0.654563595,135418.9716,0.162849918,0.248791591,0.207156309,4.117212553
ago,1973,6323,4350.754158,512.5047698,3.256348997,0.333970107,614831.254,0.081810481,0.803082192,939.6104371,0.4233898,0.666029893,159423.1952,0.163153003,0.244963484,0.196917808,4.350754158
ago,1974,6475,4380.327864,111.567286,0.895683074,0.245153758,398722.2772,0.188357751,0.584566596,378.8693998,0.149252322,0.754846242,204577.1726,0.579967208,0.768324959,0.415433404,4.380327864
ago,1986,9321,3029.552248,3598.680284,4.791283473,0.611825681,13421582.83,0.823372764,0.813266042,522.7978384,0.440488075,0.388174319,782861.8368,0.522390889,1.345763653,0.186733958,3.029552248
ago,1987,9561,3160.260918,3507.314958,4.798477258,0.619494337,13511552.26,0.806873815,0.818310859,1004.844219,0.83988014,0.380505663,1452589.5,0.495597841,1.302471656,0.181689141,3.160260918
ago,1988,9798,3255.675967,5628.32679,5.24380057,0.686162094,17610203.01,0.939048226,0.843986254,766.2128447,0.799640526,0.313837906,1228263.841,0.429503365,1.368551591,0.156013746,3.255675967
ago,1989,10051,3186.022689,8024.195248,6.195279222,0.710750759,20816509.9,0.915893328,0.864435429,1460.162325,1.560000979,0.289249241,2133176.538,0.37273467,1.288627997,0.135564571,3.186022689
ago,1990,10334,3084.993997,8185.365972,7.317209459,0.558837837,14625930.95,0.529927808,0.684876749,3329.911031,2.532448114,0.441162163,3996051.177,0.41833978,0.948267589,0.315123251,3.084993997
ago,1991,10653,3022.282601,1174.408457,0.641555949,0.509777638,1185762.198,0.475333336,0.61976912,812.1886557,0.52867905,0.490222362,939652.9958,0.457099357,0.932432693,0.38023088,3.022282601
ago,1992,11003,2755.308707,312.7855466,0.229151978,0.658829679,782698.3703,0.85048536,0.82883176,594.425852,0.548522251,0.341170321,970204.2173,0.440417869,1.290903228,0.17116824,2.755308707
ago,1993,11372,2026.529209,287.0899642,0.232848777,0.62673055,843699.6029,0.872939544,0.797845374,262.6279671,0.227440721,0.37326945,490821.624,0.519907102,1.392846646,0.202154626,2.026529209
ago,1994,11743,1988.789554,544.1972247,0.626778517,0.383688765,852863.7953,0.317463391,0.529325513,889.6327177,0.464402748,0.616311235,1015035.797,0.509934802,0.827398194,0.470674487,1.988789554
ago,1995,12105,2218.712027,484.247683,0.48053237,0.460860805,879345.4061,0.414170528,0.56162465,1045.189669,0.575099088,0.539139195,1231149.124,0.484518454,0.898688983,0.43837535,2.218712027
ago,1996,12452,2449.019388,729.1582836,0.624370246,0.43804665,1220169.31,0.42997769,0.537095751,777.2908361,0.417889133,0.56195335,1047656.414,0.551601987,0.981579677,0.462904249,2.449019388
ago,1997,12791,2557.539995,620.6156648,0.671566437,0.442031937,1435694.876,0.457905441,0.544134727,869.84069,0.46664765,0.557968063,1259267.349,0.578004869,1.035910309,0.455865273,2.557539995
ago,1998,13138,2606.799512,642.7542995,0.709637105,0.423965754,1433772.097,0.421329324,0.539215686,913.5768838,0.488290113,0.576034246,1340414.956,0.572452178,0.993781502,0.460784314,2.606799512
ago,1999,13511,2590.130374,523.8263111,0.586112781,0.401332612,1213364.818,0.419787834,0.503597122,689.5100264,0.349106539,0.598667388,1078075.903,0.626197021,1.045984855,0.496402878,2.590130374
ago,2000,13925,2589.890478,724.110287,0.853195802,0.401321865,1839131.807,0.424107622,0.509138381,1442.77573,0.725974768,0.598678135,2334458.984,0.632669142,1.056776764,0.490861619,2.589890478
ago,2001,14385,2585.793644,980.067986,1.102046401,0.409416165,2528491.181,0.436977255,0.530810286,1934.257142,1.03036086,0.590583835,3410102.908,0.630340775,1.06731803,0.469189714,2.585793644
ago,2002,14887,2861.645301,1712.407862,1.835063797,0.429820019,4889435.733,0.490351516,0.596641937,1597.500739,0.872529174,0.570179981,3083989.268,0.650478352,1.140829868,0.403358063,2.861645301
ago,2003,15421,2845.148052,1715.739899,1.395503535,0.449222847,4231697.008,0.53873876,0.602699745,1874.198235,1.032179346,0.550777153,3837539.59,0.660529628,1.199268388,0.397300255,2.845148052
ago,2004,15977,3046.923678,1798.132155,1.525391664,0.419255547,4492019.135,0.504977618,0.573863636,2118.560601,1.120798827,0.580744453,4571872.913,0.699484962,1.204462579,0.426136364,3.046923678
ago,2005,16544,3384.732747,1488.357528,1.404298246,0.412598761,4562902.031,0.538081927,0.55854687,1482.955368,0.810027966,0.587401239,3747043.564,0.766046872,1.304128799,0.44145313,3.384732747
ago,2006,17122,3651.414915,1530.11335,1.543006622,0.419292195,5443727.364,0.564522452,0.578175418,1348.234786,0.73816317,0.580707805,3606798.119,0.781847595,1.346370047,0.421824582,3.651414915
ago,2007,17713,4024.055397,1743.756524,1.253951306,0.454033657,4876466.155,0.601505434,0.619297761,1566.23109,0.900708439,0.545966343,4211982.875,0.723298189,1.324803623,0.380702239,4.024055397
ago,2008,18314,4326.520649,2026.365246,1.485852161,0.468387862,6606172.999,0.665117337,0.661190965,1957.674009,1.155392942,0.531612138,5830332.308,0.754896696,1.420014032,0.338809035,4.326520649
ago,2009,18927,4222.337408,1906.458858,1.586800517,0.476390016,7483002.14,0.682619813,0.694861028,1548.127458,0.938422546,0.523609984,4864041.122,0.750281362,1.432901175,0.305138972,4.222337408
sle,2011,5865,467.3205095,1029993.271,1821.768096,0.486049152,3392186848,0.869812797,0.687901008,1055502.449,716.7968109,0.513950848,1411315577,0.919744479,1.789557276,0.312098992,0.467320509
sle,2017,7488.42,466.9400189,3360533.425,1817.466924,0.373044484,4635940105,0.933229033,0.577472681,1769797.218,1007.273547,0.626955516,4318121258,1.568427131,2.501656164,0.422527319,0.466940019
sle,2016,7328.83,459.7163418,873548.9803,1812.125746,0.388688774,4820091393,0.994350348,0.587628866,1934605.865,1126.997969,0.611311226,4714660765,1.563866957,2.558217304,0.412371134,0.459716342
pry,2003,5682,2601.122589,2130499.632,1795.541576,0.693574599,6950415754,1.866470903,0.852733686,691506.7185,662.899822,0.306425401,1133691276,0.824617996,2.691088899,0.147266314,2.601122589
sle,2013,6092,625.5652999,1035715.854,1774.888066,0.515874996,3854258180,0.976600797,0.723735409,999250.3081,721.0056798,0.484125004,1469337475,0.916495022,1.893095818,0.276264591,0.6255653
ago,2015,27884.38,3748.320013,1771.705421,2.967581138,0.399024894,18152397.07,0.601004223,0.611744584,2150.232861,1.184689925,0.600975106,10914216.57,0.905178052,1.506182275,0.388255416,3.748320013
ago,2016,28842.49,3530.30799,1224.844137,2.272992362,0.356475414,12173669.76,0.508742389,0.575026077,2783.570787,1.466954657,0.643524586,14183251.1,0.918403407,1.427145796,0.424973923,3.53030799
ago,2017,29816.77,3329.579331,1309.002088,2.111545551,0.373609251,13067869.76,0.568657646,0.587267332,999.817715,0.494078975,0.626390749,5126588.144,0.953407571,1.522065217,0.412732668,3.329579331
ago,1977,6990,3683.508615,967.376337,0.829279058,0.418973398,991975.316,0.468845905,0.53339787,331.9582054,0.186815164,0.581026602,309900.2028,0.650189116,1.119035021,0.46660213,3.683508615
ago,1978,7184,3394.08349,1216.792551,1.020814572,0.424136974,1341248.267,0.501075449,0.545614035,457.0211631,0.240079183,0.575863026,428282.0568,0.680324618,1.181400067,0.454385965,3.39408349
ago,1979,7399,3305.344651,1470.357565,1.187491126,0.442319507,1735506.406,0.541165319,0.564762671,586.5235989,0.324739576,0.557680493,598384.6266,0.682306198,1.223471517,0.435237329,3.305344651
ago,1980,7637,3279.192741,1396.930959,1.074085322,0.43978401,1627110.373,0.543453734,0.550874404,581.6270564,0.319856082,0.56021599,617232.6779,0.692274991,1.235728725,0.449125596,3.279192741
ago,1981,7902,3029.776521,1611.680913,1.621057118,0.424369723,2338472.156,0.500154287,0.577662722,695.2337899,0.37041964,0.575630277,724814.9264,0.678427171,1.178581458,0.422337278,3.029776521
ago,1982,8190,2923.234929,2382.91235,4.178327855,0.440339192,6148994.404,0.492294311,0.59538003,1003.848617,0.532072659,0.559660808,995199.3423,0.625694549,1.11798886,0.40461997,2.923234929
ago,1983,8490,2938.377947,2188.438419,3.978764116,0.422907293,5677020.004,0.46043855,0.585098612,1117.1403,0.584782031,0.577092707,1138588.158,0.628307275,1.088745825,0.414901388,2.938377947
ago,1984,8785,3010.089816,4056.964196,7.568818245,0.415012837,9555178.906,0.393709701,0.61459101,2054.935673,1.092981397,0.584987163,1944949.466,0.554959029,0.94866873,0.38540899,3.010089816
ago,1985,9064,3019.546145,4793.393211,8.602055883,0.488029116,14141521.81,0.496913879,0.696824446,1355.085806,0.868024859,0.511970884,1497013.033,0.521291516,1.018205395,0.303175554,3.019546145
ago,1976,6809,3751.41404,660.2670171,0.601318267,0.587996934,322847.7775,0.216031562,0.75,514.0599717,0.389548294,0.412003066,146548.0684,0.15137097,0.367402531,0.25,3.75141404
ago,1975,6638,4059.128016,63.63259815,0.660446819,0.166820161,211745.8547,0.132326538,0.367262724,379.7154821,0.138162447,0.833179839,221236.7637,0.660902153,0.793228692,0.632737276,4.059128016
idn,2012,246864,3443.287229,1499138.918,1727.148287,0.395404093,1.64E+11,1.055278953,0.616309088,3309434.944,1905.824657,0.604595907,2.77E+11,1.613583032,2.668861986,0.383690912,3.443287229
ita,1982,56510,24725.18629,1122268.66,1722.866945,0.545415886,63772264527,1.794576302,0.830306195,322717.2872,212.1477943,0.454584114,6544931294,1.495713451,3.290289754,0.169693805,24.72518629
idn,2011,243802,3288.249636,1409146.539,1634.607252,0.397068527,1.50E+11,1.033106924,0.618167031,2970502.034,1718.797187,0.602931473,2.40E+11,1.568728408,2.601835332,0.381832969,3.288249636
sle,2012,5979,528.0095876,900319.2592,1609.316732,0.508686375,3333876636,0.94926306,0.721265519,788105.0693,559.2845378,0.491313625,1119050060,0.916843656,1.866106716,0.278734481,0.528009588
pry,2002,5571,2543.069427,1632261.304,1589.389397,0.619584529,4323298098,1.337700371,0.805101634,291541.6416,225.1033338,0.380415471,375945077.8,0.821327668,2.159028039,0.194898366,2.543069427
ita,1986,56809,27159.13741,999209.8197,1542.172779,0.54908545,58910121131,1.842242824,0.830474729,251495.0663,166.4000293,0.45091455,5219928984,1.512868523,3.355111348,0.169525271,27.15913741
khm,2007,13747,722.7453054,921298.2877,1542.141108,0.285659234,4206775887,0.543656349,0.459655485,565877.0016,275.7211298,0.714340766,1880842716,1.359507579,1.903163928,0.540344515,0.722745305
khm,2006,13555,665.0625028,915231.5517,1502.258703,0.291170456,4125818325,0.555102247,0.471996387,485034.9389,239.6851171,0.708829544,1602510724,1.351348893,1.90645114,0.528003613,0.665062503
ita,1981,56376,24681.87484,894174.7592,1476.609296,0.521462258,54225552721,1.784642644,0.81094744,291341.5513,181.1441588,0.478537742,6104583513,1.637738589,3.422381233,0.18905256,24.68187484
ita,1977,55627,21923.10376,795250.7255,1417.60415,0.492603569,45461119147,1.579452769,0.795556572,233435.5339,137.6987882,0.507396431,4548467749,1.626883663,3.206336432,0.204443428,21.92310376
tur,1989,53066,6277.497899,472536.928,1345.840454,0.409940132,41015120375,1.573407424,0.713948507,407317.4768,208.7721872,0.590059868,9157959010,2.264732107,3.838139531,0.286051493,6.277497899
lbn,1995,3033,6769.082209,472714.7506,1344.201033,0.606428026,2818305653,1.893906752,0.875611247,33618.10813,25.58860864,0.393571974,34818931.54,1.22914606,3.123052812,0.124388753,6.769082209
ita,1976,55377,21472.27799,776259.3069,1342.090064,0.498212015,43544595266,1.605204277,0.798181291,344563.1373,205.8401773,0.501787985,6726494714,1.616725801,3.221930078,0.201818709,21.47227799
lbn,1996,3071,7028.714673,452722.193,1331.322935,0.609731307,2859175762,1.915952592,0.879046498,29636.35038,22.74669109,0.390268693,31268056.51,1.226337412,3.142290004,0.120953502,7.028714673
ita,1989,56824,30183.05589,832889.8734,1303.439455,0.562303848,52000925603,1.923514857,0.835346403,123289.5233,85.30745477,0.437696152,2649164146,1.497259985,3.420774841,0.164653597,30.18305589
idn,1997,200050,2467.106734,579573.5752,1285.232795,0.352959277,78092171208,0.832135939,0.548562549,564928.2616,296.7159394,0.647040723,33050161857,1.525461648,2.357597587,0.451437451,2.467106734
ita,1978,55849,22543.47494,714429.0091,1258.580143,0.505267914,43810759438,1.707621603,0.797525444,304713.5073,184.5329286,0.494732086,6289587122,1.672014338,3.379635941,0.202474556,22.54347494
ita,1987,56823,28019.14135,788234.2092,1220.675522,0.559549447,48052892891,1.898026532,0.83320594,209477.0434,142.277604,0.440450553,4408740466,1.494035673,3.392062205,0.16679406,28.01914135
khm,2005,13356,609.3397365,593958.6139,1195.978442,0.306684585,3466184722,0.594509881,0.489072257,515490.525,261.1052768,0.693315415,1710735663,1.343996029,1.93850591,0.510927743,0.609339737
gin,2016,11738.43,807.2201861,647950.0962,1190.636516,0.440383677,6030026262,1.182053482,0.632034632,688327.71,433.4045429,0.559616323,2789283287,1.502091147,2.684144629,0.367965368,0.807220186
ita,1988,56824,29193.85608,760688.4428,1177.121661,0.560322951,46404678469,1.900709521,0.834238343,145343.085,99.61121572,0.439677049,3081371355,1.491458365,3.392167886,0.165761657,29.19385608
col,2003,41872,4979.049561,1122205.471,1169.760491,0.603501974,24718208933,1.382622055,0.821768303,215616.896,172.9056707,0.396498026,2400444239,0.908376343,2.290998398,0.178231697,4.979049561
ita,1979,56046,23802.91491,670800.7861,1166.64972,0.500669188,42276807559,1.771430904,0.796536961,249691.4505,149.5242062,0.499330812,5403942374,1.766695557,3.538126461,0.203463039,23.80291491
col,2015,47520.67,7557.12552,995087.5952,1155.351811,0.620317955,33043443059,1.648904961,0.832051714,213647.8823,194.2593682,0.379682045,3400624853,1.009255984,2.658160944,0.167948286,7.55712552
ita,1980,56221,24542.72573,684687.5378,1143.595073,0.512358622,42192905912,1.797942221,0.805856914,245024.8894,149.6511435,0.487641378,5255011877,1.711205753,3.509147974,0.194143086,24.54272573
khm,2012,14865,868.5591853,340233.6398,1129.883817,0.261913527,2966204892,0.483848702,0.462993763,727314.2546,344.0230766,0.738086473,2545096481,1.363511789,1.847360491,0.537006237,0.868559185
gin,2017,12067.52,849.9559868,614444.4566,1112.777079,0.444325457,5808273496,1.185026316,0.630313015,556134.6959,351.6398459,0.555674543,2295388873,1.481996914,2.66702323,0.369686985,0.849955987
per,1989,21326,2886.655209,791710.483,1088.800258,0.510191306,8137061627,0.960101439,0.724809483,269148.0167,178.417836,0.489808694,1280121211,0.921744504,1.881845943,0.275190517,2.886655209
ita,1990,56832,30778.09032,677687.3667,1064.043691,0.570504087,43176041346,1.956129289,0.837418124,119609.5246,83.87265805,0.429495913,2562146990,1.472644198,3.428773487,0.162581876,30.77809032
pry,2000,5350,2255.886039,1073623.016,1059.547121,0.683367558,3554208436,1.71781334,0.852960103,206962.4192,189.9537638,0.316632442,295237536.9,0.795933939,2.513747279,0.147039897,2.255886039
pry,1999,5240,2382.469027,1033363.784,1057.075674,0.696336741,3476795887,1.719685245,0.864951768,199337.4179,193.8089202,0.303663259,277984010.4,0.74993203,2.469617275,0.135048232,2.382469027
ita,1975,55095,20146.65556,569728.7422,1031.180812,0.485113794,32422572705,1.563534965,0.792198065,263331.651,153.5332076,0.514886206,5123687174,1.659492259,3.223027224,0.207801935,20.14665556
col,2004,42528,5163.684984,938083.3123,1023.665073,0.59809713,21547689135,1.35604778,0.81751856,189414.8777,149.8161919,0.40190287,2119097599,0.911222389,2.267270169,0.18248144,5.163684984
col,2002,41216,4867.572144,964022.9852,1023.542642,0.599576644,20871201310,1.355447811,0.8073759,159652.764,126.3857598,0.400423356,1721132652,0.90522699,2.260674801,0.1926241,4.867572144
idn,1996,197098,2391.658155,481588.7676,1013.730561,0.356174705,62283534680,0.854034923,0.554776259,466631.4754,245.6549696,0.643825295,27282315640,1.543762876,2.397797799,0.445223741,2.391658155
pry,1998,5131,2470.043756,915455.6045,1012.963442,0.667829905,3093873982,1.630849817,0.852950766,156677.7763,139.2970798,0.332170095,211614551.7,0.811163943,2.44201376,0.147049234,2.470043756
idn,1995,194113,2252.34733,456045.8877,1009.41109,0.366224925,63001121355,0.880912396,0.577073056,428913.875,230.9101303,0.633775075,24940804065,1.524473847,2.405386243,0.422926944,2.25234733
pry,2001,5461,2255.347737,1034868.364,1005.753565,0.674085606,3388172551,1.690086366,0.845380875,123975.5363,115.6983405,0.325914394,188447143.1,0.817141725,2.507228091,0.154619125,2.255347737
cog,1999,3044,2354.996915,738999.6018,1005.608144,0.70773849,1515019061,1.355975375,0.868728522,6555.555387,6.540337888,0.29226151,4069005.814,0.559951758,1.915927133,0.131271478,2.354996915
ita,1974,54781,20694.68715,561420.8062,999.4844081,0.496408471,32378477309,1.620158774,0.796719209,301550.5525,179.6936739,0.503591529,5905442116,1.643602559,3.263761333,0.203280791,20.69468715
