# File: Food_Demand_Training_Data.csv
# Title: Food_Demand_Training_Data
# Description: Training dataset for the food demand model
# Original source: analysis by RYC STW RPL and KBN
# Units: NA
# Column types: cinnnnnnnnnnnnnnnn
# ----------
iso,year,pop_thous,gdp_pcap_2010usd,cons_price_ns,ns_usd_p1000cal,share_s_ns.x,cons_exp_ns,ns_cal_pcap_day_thous,ns_cons_thous_t,cons_price_s,s_usd_p1000cal,share_s_ns.y,cons_exp_s,s_cal_pcap_day_thous,Tot_cal,s_cons_thous_t,gdp_pcap_thous2005usd
swe,2013,9571,52941.96723,5308.177586,4.715939312,0.713647049,37768024.42,2.292481712,0.89393278,830.7237929,0.934899617,0.286352951,3004271.871,0.919864946,3.212346658,0.10606722,52.94196723
nld,2015,16938.5,52039.67156,3463.205733,4.712435912,0.726989379,61750723.46,2.119477352,0.900237369,1174.916905,1.324789989,0.273010621,6519212.047,0.795939865,2.915417216,0.099762631,52.03967156
mys,2017,31104.65,11720.92868,2906.043364,4.702759972,0.483167321,77384244.53,1.449377619,0.651226975,1255.595852,0.786095443,0.516832679,13836537.55,1.55036503,2.99974265,0.348773025,11.72092868
bmu,2011,65,85898.54109,12478.84503,4.695043136,0.750093528,188271.2297,1.690200211,0.891891892,595.6443825,0.713613537,0.249906472,9533.876853,0.563119073,2.253319283,0.108108108,85.89854109
kwt,2013,3369,40505.70324,4394.023999,4.69296184,0.546248438,10112816.54,1.752391873,0.829891839,3479.818412,2.560387388,0.453751562,4583093.424,1.455657343,3.208049216,0.170108161,40.50570324
bmu,2001,63,87428.52389,4186.918022,4.692612199,0.689926063,140121.4003,1.298543162,0.904761905,686.1511105,0.661862443,0.310073937,8882.193984,0.583605132,1.882148293,0.095238095,87.42852389
dnk,2008,5496,60478.58519,4188.67757,4.688690567,0.620989305,19078375.69,2.028384279,0.849939247,943.8131893,0.767764916,0.379010695,1906713.459,1.237991266,3.266375546,0.150060753,60.47858519
ncl,2014,267.74,39042.31146,3271.897062,4.688639017,0.533152083,450531.3231,0.983268372,0.76146789,3425.85897,2.42035293,0.466847917,203648.4955,0.860986584,1.844254956,0.23853211,39.04231146
nam,1990,1415,3549.967013,1871.867823,4.683832179,0.387432253,1650676.137,0.682356358,0.621495327,1424.392935,0.677288643,0.612567747,377392.005,1.078871194,1.761227552,0.378504673,3.549967013
che,1980,6304,55025.5983,4352.858389,4.681144297,0.71721379,26100281.77,2.423171198,0.890203266,665.6393632,0.70820755,0.28278621,1556909.314,0.955418608,3.378589806,0.109796734,55.0255983
are,2014,9214.17,38537.30418,2672.062266,4.675550432,0.491043805,21728030.95,1.381778848,0.730879199,5047.668527,3.363767722,0.508956195,16202192.71,1.432183643,2.813962491,0.269120801,38.53730418
mdv,2017,496.4,7885.520753,1830.576846,4.674524307,0.439168958,671916.1239,0.793328403,0.75210084,1639.41885,0.952973574,0.560831042,174927.8293,1.013102558,1.80643096,0.24789916,7.885520753
fin,1974,4692,21928.41588,3902.036495,4.672878558,0.705573058,16880306.5,2.109332119,0.879374337,841.3379899,0.865408764,0.294426942,1304525.824,0.880198297,2.989530416,0.120625663,21.92841588
pak,1983,88577,592.1150977,4683.554662,4.672129788,0.346006056,104575393.3,0.692310274,0.613891543,1625.897379,0.766544564,0.653993944,32429633.62,1.308551448,2.000861722,0.386108457,0.592115098
irl,1987,3537,19526.00074,5264.344914,4.670473487,0.651427655,13661415.18,2.265723216,0.858845096,1007.699967,0.85087056,0.348572345,1331757.075,1.21236556,3.478088776,0.141154904,19.52600074
brb,1976,247,10764.60216,4466.705034,4.668387503,0.64836321,748015.7296,1.777272475,0.802919708,648.1249779,0.577473977,0.35163679,50182.48864,0.963895513,2.741167988,0.197080292,10.76460216
svk,2015,5435.61,18696.64266,3448.060213,4.66689734,0.518060919,10324390.31,1.115051724,0.776928675,652.2880511,0.42466757,0.481939081,873970.1055,1.037304656,2.15235638,0.223071325,18.69664266
mus,1993,1098,4292.99293,2106.161451,4.661984534,0.495508451,2409546.706,1.289642438,0.682330827,848.8757061,0.565944297,0.504491549,297811.2079,1.313022432,2.60266487,0.317669173,4.29299293
mdv,2006,303,7278.670937,1200.211719,4.660548976,0.439885252,400201.3406,0.776436548,0.765100671,3584.56076,2.186217853,0.560114748,239041.0601,0.98865229,1.765088838,0.234899329,7.278670937
brn,1977,174,59693.18121,1826.738342,4.658729292,0.511030082,261168.3641,0.882695638,0.735294118,1807.555664,1.287577233,0.488969918,69065.64279,0.844591403,1.727287041,0.264705882,59.69318121
ury,2000,3321,8998.346507,2848.785664,4.656752331,0.547016548,8272627.381,1.465543057,0.809856084,1051.610318,0.680941518,0.452983452,1001733.067,1.213613658,2.679156715,0.190143916,8.998346507
ncl,1975,128,26378.89452,2149.601667,4.650670558,0.511464384,233417.1553,1.07427226,0.772727273,952.0781602,0.63304887,0.488535616,30348.36284,1.026113014,2.100385274,0.227272727,26.37889452
lso,1983,1407,511.0019829,976.9972212,4.647743305,0.201463819,1141160.414,0.478098743,0.487226277,2489.129879,0.905770013,0.798536181,881495.3763,1.895025849,2.373124592,0.512773723,0.511001983
hrv,2005,4389,13254.99437,3739.432072,4.645217758,0.603433469,12598666.7,1.693012107,0.826693227,636.7748521,0.489306993,0.396566531,872140.7848,1.112619656,2.805631763,0.173306773,13.25499437
deu,1983,78841,26323.51116,5125.735371,4.643464245,0.717404946,313687044.7,2.347521012,0.873173527,602.6074953,0.639479882,0.282595054,17016943.35,0.924718781,3.272239793,0.126826473,26.32351116
grd,2016,110.26,8449.301732,3331.44817,4.643018172,0.583006169,193056.6956,1.03317439,0.82,2400.801738,1.869771725,0.416993831,55607.01111,0.738975622,1.772150012,0.18,8.449301732
dom,2013,10404,5676.71708,4661.629008,4.643002251,0.701931881,30219119.44,1.713916671,0.869802906,3193.471586,3.734784921,0.298068119,10322123.87,0.727797001,2.441713672,0.130197094,5.67671708
mdv,2007,308,7712.862987,1274.754543,4.64009936,0.456236324,425682.7153,0.816046967,0.777070064,3656.389238,2.279020811,0.543763676,249188.1354,0.97260274,1.788649706,0.222929936,7.712862987
dnk,1996,5254,50349.03163,4995.594759,4.636784308,0.697705753,19976843.3,2.24660663,0.869196323,395.9033869,0.389325236,0.302294247,726741.7378,0.973384923,3.219991552,0.130803677,50.34903163
swe,2014,9692.13,53640.59357,2999.559311,4.635810434,0.685024089,32482242.9,1.980652315,0.883679313,961.5238942,0.981436196,0.314975911,3161942.064,0.910709238,2.891361554,0.116320687,53.64059357
bhs,2011,366,27753.13883,4592.987398,4.634414689,0.741080966,964607.0733,1.558050752,0.917562724,2125.030713,2.83308145,0.258919034,206021.6831,0.544352122,2.102402874,0.082437276,27.75313883
prt,2009,10581,22102.17421,3685.826914,4.628406932,0.632180479,36387007.93,2.035613072,0.86525382,1302.169508,1.097211701,0.367819521,5018788.958,1.184374163,3.219987235,0.13474618,22.10217421
ind,1990,868891,581.1673768,1904.883251,4.624243423,0.318593294,876374960.4,0.597573197,0.588996592,2496.618682,1.182829394,0.681406706,479447605.2,1.278088367,1.875661564,0.411003408,0.581167377
nld,1970,12958,24818.47516,4102.366291,4.621409212,0.767719952,49750995.23,2.276127087,0.911743451,493.597064,0.637746082,0.232280048,2077228.272,0.688661154,2.964788241,0.088256549,24.81847516
mus,1996,1142,4723.277137,2562.715844,4.608044545,0.50720737,2587785.655,1.347263873,0.695804196,1428.742121,0.958902338,0.49279263,523196.2935,1.308974882,2.656238754,0.304195804,4.723277137
ind,1988,833834,537.8085374,2586.21869,4.607780336,0.282725863,774758867,0.552461889,0.557031787,2317.603676,1.043388843,0.717274137,445082593.9,1.401593123,1.954055012,0.442968213,0.537808537
mlt,1984,350,8798.174197,3054.603424,4.599995711,0.565146491,956523.1081,1.627710372,0.801652893,2166.467263,1.501703538,0.434853509,240272.5662,1.252446184,2.880156556,0.198347107,8.798174197
hrv,2006,4379,13931.96747,3594.845322,4.59888886,0.630276773,13387319.48,1.821264003,0.847421422,562.2480901,0.461988919,0.369723227,788892.2782,1.068361764,2.889625767,0.152578578,13.93196747
bmu,2005,64,91252.77131,3424.233558,4.59739406,0.619609623,125508.8579,1.168664384,0.875,747.0921824,0.587747521,0.380390377,9850.64846,0.717465753,1.886130137,0.125,91.25277131
pak,1976,70269,480.4527762,1033.821195,4.59733271,0.258889087,57369747.1,0.48654203,0.572395711,1610.44469,0.668888872,0.741110913,23894636.92,1.392803428,1.879345459,0.427604289,0.480452776
ncl,2001,214,31171.36193,3090.84079,4.595117836,0.594887816,481246.691,1.340801434,0.805309735,2437.444487,1.967528939,0.405112184,140324.1639,0.91307131,2.253872744,0.194690265,31.17136193
isr,2015,7978.49,34999.96613,2776.943152,4.593746312,0.558718032,22368099.23,1.672047086,0.829515025,2295.180896,1.625772915,0.441281968,6252381.218,1.320602139,2.992649225,0.170484975,34.99996613
swe,1993,8738,35208.9309,3688.232836,4.592966718,0.705255543,32015917.52,2.185585241,0.887935451,487.5769766,0.502279815,0.294744457,1463246.58,0.913412367,3.098997608,0.112064549,35.2089309
cri,1979,2284,5217.758402,3542.919882,4.590830538,0.621975698,5562204.371,1.453338291,0.795954266,995.7131153,0.841766034,0.378024302,619859.6719,0.883309743,2.336648034,0.204045734,5.217758402
lbn,1971,2354,8490.990285,1530.652478,4.589456175,0.46384929,4370906.272,1.10843682,0.763195435,826.88525,0.467116123,0.53615071,514215.4412,1.281211811,2.389648631,0.236804565,8.490990285
mlt,2016,436.1,27195.80041,3325.7471,4.586964843,0.57496643,1198069.347,1.640882919,0.823708207,1596.877331,1.169844803,0.42503357,225873.6346,1.212993124,2.853876043,0.176291793,27.19580041
swe,2008,9235,52685.50125,3830.155704,4.581372198,0.709870229,34975111.63,2.264820405,0.894783772,799.2442031,0.875277022,0.290129771,2731004.354,0.925650629,3.190471034,0.105216228,52.68550125
ncl,1974,124,25568.0391,2153.080521,4.580105651,0.533702947,251310.397,1.212328767,0.802631579,804.7013098,0.549333469,0.466297053,26335.04651,1.059213433,2.271542201,0.197368421,25.5680391
sau,2014,30916.6,21087.62315,3894.627729,4.576143115,0.457708036,68980827.07,1.335808515,0.65951092,4966.499246,3.052015916,0.542291964,54507997.09,1.582664418,2.918472933,0.34048908,21.08762315
sau,1979,9257,36370.00133,1935.450614,4.575791556,0.432733392,16368201.25,1.058696788,0.760903562,1045.212048,0.57177561,0.567266608,2681187.344,1.387836824,2.446533612,0.239096438,36.37000133
deu,1972,79693,20706.28703,5459.609224,4.573364721,0.716873632,289683415.6,2.177583188,0.873666319,567.5059996,0.602501581,0.283126368,15072444.65,0.860027754,3.037610942,0.126333681,20.70628703
dom,1991,7392,2499.655685,3512.240881,4.573043122,0.649621552,14553572.54,1.17953137,0.81665047,3420.22555,3.439422322,0.350378448,5903734.021,0.636189438,1.815720809,0.18334953,2.499655685
mdv,2012,338,8522.586186,1765.012506,4.564231931,0.539782217,737579.8801,1.309880846,0.828793774,4533.7881,3.405109455,0.460217783,469155.9807,1.116803113,2.426683959,0.171206226,8.522586186
nld,2012,16714,50947.77644,4349.689454,4.563769785,0.732735914,63579793.66,2.283610983,0.90425732,922.2494532,1.062302316,0.267264086,5398046.728,0.832942935,3.116553918,0.09574268,50.94777644
vct,2008,109,6605.01633,3413.815432,4.563600401,0.588063877,230233.6403,1.268065854,0.813559322,2953.226193,2.371275348,0.411936123,83800.87079,0.888274475,2.156340329,0.186440678,6.60501633
bhs,2006,336,31164.86244,3733.104023,4.561482945,0.709574225,849895.5024,1.519243314,0.905511811,1658.395757,1.925675228,0.290425775,146851.9929,0.621819961,2.141063275,0.094488189,31.16486244
bgd,2004,141235,570.1443129,1734.494084,4.560025067,0.180198822,79463954.43,0.338039729,0.355489918,1225.259271,0.468062483,0.819801178,37107642.59,1.537886676,1.875926405,0.644510082,0.570144313
lca,2014,178.3,8147.998789,3423.098616,4.556118644,0.587686096,318336.0096,1.073609969,0.788732394,2615.545671,2.052563111,0.412313904,100616.6437,0.753232585,1.826842554,0.211267606,8.147998789
dnk,1997,5277,51764.24899,4939.959955,4.554603338,0.683385742,19895737.12,2.267929318,0.86337804,564.8882167,0.528260065,0.316614258,1069108.568,1.050737109,3.318666428,0.13662196,51.76424899
swe,2006,9090,52051.78374,3302.142254,4.552760095,0.709624781,33875494.4,2.242611932,0.894131185,541.4752492,0.589801686,0.290375219,1795757.398,0.917666561,3.160278494,0.105868815,52.05178374
phl,1972,37926,1319.265169,1810.324662,4.545774501,0.430892008,49684542.52,0.789557025,0.710738857,1555.635218,0.927582849,0.569107992,13390363.38,1.042820951,1.832377976,0.289261143,1.319265169
prt,2017,10288.53,21769.01518,2464.204268,4.543524799,0.612276038,32306187.86,1.893418511,0.859956688,1070.112936,0.831806509,0.387723962,3745333.576,1.199007769,3.092426279,0.140043312,21.76901518
mys,2015,30270.96,10912.1964,2532.011547,4.543264187,0.504104152,73669573.98,1.467577715,0.671957999,3607.510395,2.510295944,0.495895848,40041956.53,1.443681219,2.911258934,0.328042001,10.9121964
dza,1973,15936,2886.231639,1329.744346,4.540950147,0.251142756,12634194.77,0.478331133,0.526014866,1238.279159,0.495973815,0.748857244,4114697.962,1.426287341,1.904618474,0.473985134,2.886231639
isr,2006,6759,29560.62054,4257.98947,4.54026843,0.581804192,22658663.62,2.022914146,0.835041938,1279.419127,0.943104093,0.418195808,3383103.001,1.454053145,3.476967291,0.164958062,29.56062054
hrv,2008,4360,15032.01775,4205.642148,4.538517024,0.637207197,13544886.36,1.87534875,0.852282901,809.9872832,0.680104,0.362792803,1155619.114,1.06772653,2.94307528,0.147717099,15.03201775
sur,1983,370,6059.270457,2012.792335,4.537205958,0.461671434,666470.1832,1.087671233,0.662576687,1583.573784,0.887405962,0.538328566,151994.8931,1.268271011,2.355942244,0.337423313,6.059270457
lca,2003,162,6543.712062,3807.170477,4.535591874,0.63098298,411967.8099,1.536106883,0.84,2034.585494,1.676052906,0.36901702,89031.93036,0.898359547,2.43446643,0.16,6.543712062
hrv,2014,4255.51,13618.15585,3777.198822,4.533644113,0.588414634,11541161.81,1.638919508,0.818277311,995.7829292,0.739581794,0.411585366,1316936.321,1.146394475,2.785313983,0.181722689,13.61815585
bhs,2010,360,28043.80267,4831.929391,4.527079887,0.731582477,938237.3066,1.577245053,0.914893617,2079.125005,2.679735211,0.268417523,203767.0655,0.57869102,2.155936073,0.085106383,28.04380267
dza,1971,15098,2388.717829,1393.634468,4.523469899,0.286645501,12595330.53,0.505272403,0.564113326,1774.911952,0.74556332,0.713354499,5166336.289,1.257435894,1.762708297,0.435886674,2.388717829
hrv,2013,4290,13520.49977,4107.679718,4.518263951,0.609511589,12834490.21,1.814081809,0.836879433,715.6353784,0.561210141,0.390488411,1021312.663,1.162205831,2.976287639,0.163120567,13.52049977
tto,1972,969,6724.659167,2273.304201,4.51489398,0.513174084,1996124.926,1.250038876,0.739562624,854.5146604,0.561556899,0.486825916,235528.1945,1.185857472,2.435896348,0.260437376,6.724659167
vct,2012,109,6309.741862,2888.729124,4.513542451,0.568680462,246845.6367,1.374638683,0.819444444,3768.047496,2.962067489,0.431319538,122866.5594,1.042603996,2.417242679,0.180555556,6.309741862
are,2012,9206,35169.11221,3569.616618,4.510810903,0.502319576,21832505.2,1.440406644,0.738751308,4650.953416,3.181990331,0.497680424,15258725.51,1.427103824,2.867510468,0.261248692,35.16911221
phl,1975,41296,1442.700116,1948.339128,4.510647833,0.45483572,59666894.64,0.877594035,0.727137813,1722.172635,1.07106941,0.54516428,16981848.34,1.051880709,1.929474744,0.272862187,1.442700116
ncl,2012,253,39219.05516,3254.6265,4.504512942,0.621873182,577838.9202,1.389138557,0.84,2271.011649,1.987544095,0.378126818,155028.4394,0.844658617,2.233797174,0.16,39.21905516
nic,1984,3621,1601.588118,4021.731208,4.504176817,0.490433966,6068612.551,1.019418688,0.65270936,2787.128091,1.674315426,0.509566034,2343857.422,1.059186708,2.078605395,0.34729064,1.601588118
hrv,1994,4729,7830.582489,3210.670753,4.500745257,0.600615867,10560638.69,1.359388443,0.835915493,801.347528,0.606279263,0.399384133,945959.3459,0.903935785,2.263324228,0.164084507,7.830582489
nld,2013,16759,50714.26212,4538.804536,4.494816918,0.738337589,63183686.36,2.298010392,0.910303394,853.5557372,1.009928787,0.261662411,5031182.438,0.814401095,3.112411487,0.089696606,50.71426212
che,1979,6307,52579.718,4226.513386,4.487746219,0.724913247,24956087.46,2.415641677,0.894692924,717.1164476,0.78191408,0.275086753,1650026.368,0.916676622,3.332318298,0.105307076,52.579718
jor,1982,2463,3835.518592,2504.834313,4.483541984,0.417093536,4055946.585,1.006268111,0.671821306,1933.849062,1.010492016,0.582906464,1277524.636,1.406303706,2.412571816,0.328178694,3.835518592
zaf,2002,46188,6156.499324,2447.517221,4.483114884,0.379229876,81801110.9,1.082324057,0.597772161,2790.347886,1.342719148,0.620770124,40104469.79,1.771681193,2.854005251,0.402227839,6.156499324
deu,1970,79287,19348.09913,5163.010644,4.480279343,0.710617551,277278753.8,2.138536418,0.873635909,636.9756639,0.661543963,0.289382449,16672720.5,0.870869156,3.009405574,0.126364091,19.34809913
isr,2005,6604,28603.1281,3924.256054,4.479204607,0.593938231,22467869.48,2.080947205,0.849651903,1219.192728,0.92571287,0.406061769,3174593.431,1.422695253,3.503642458,0.150348097,28.6031281
mys,2011,28759,9336.835672,6634.34461,4.479000784,0.53392637,68413691.26,1.455108038,0.71212525,2773.496079,2.038893588,0.46607363,27185016.76,1.270189153,2.725297191,0.28787475,9.336835672
pyf,2005,255,24878.06379,4257.451769,4.478795787,0.616933788,591335.4078,1.418533441,0.820689655,2570.779561,2.300937603,0.383066212,188630.8647,0.880795058,2.299328499,0.179310345,24.87806379
per,1984,19081,3315.446601,2619.858093,4.475881386,0.523588716,29474932.17,0.945540748,0.737625869,2039.053063,1.317414963,0.476411284,7893845.062,0.860343754,1.805884502,0.262374131,3.315446601
mex,2004,109382,8781.784015,3193.893932,4.471353396,0.497041958,279181021.9,1.563897093,0.749812807,1607.307973,0.927058321,0.502958042,58572351.26,1.58251151,3.146408602,0.250187193,8.781784015
dnk,1998,5299,52692.78573,4167.926887,4.465842853,0.677204424,19681192.75,2.278563802,0.856517734,531.0348226,0.492244936,0.322795576,1034039.247,1.08609792,3.364661722,0.143482266,52.69278573
zaf,2012,52386,7564.157504,3382.904011,4.463030725,0.415421725,103518391,1.213052321,0.632008434,2341.089329,1.265707609,0.584578275,41311835.69,1.706997948,2.92005027,0.367991566,7.564157504
sau,1980,9843,36138.13195,2182.522205,4.462610406,0.480901779,20587405.21,1.284080614,0.764631446,899.2203128,0.544545259,0.519098221,2711688.362,1.386070902,2.670151516,0.235368554,36.13813195
brn,1996,303,38044.75835,2591.010158,4.460274295,0.4939641,629656.9222,1.276459153,0.768844221,1331.81936,0.873058262,0.5060359,126261.6859,1.307654053,2.584113206,0.231155779,38.04475835
sau,2010,27258,19378.06635,3096.805321,4.448311944,0.492003305,60904730.23,1.376160021,0.722233041,3438.173678,2.250582876,0.507996695,31815859.96,1.420894406,2.797054428,0.277766959,19.37806635
lso,1984,1438,513.1051106,880.2169173,4.448047299,0.195771635,1058546.296,0.45340751,0.466793169,2841.486264,1.023645969,0.804228365,1000736.772,1.862594547,2.316002058,0.533206831,0.513105111
blz,1986,170,2204.2851,3256.807344,4.447625535,0.550784345,309198.9272,1.120386785,0.819148936,933.0247419,0.622410459,0.449215655,35290.67303,0.91377921,2.034165995,0.180851064,2.2042851
moz,2005,21010,337.7298844,4600.162969,4.442762889,0.525711981,35389405.35,1.038726503,0.751184834,2090.552052,1.397575438,0.474288019,10043606,0.937120614,1.975847118,0.248815166,0.337729884
mlt,1981,335,8957.780937,2613.597918,4.442026289,0.542078293,911592.6351,1.678347986,0.794466403,1002.786395,0.658304382,0.457921707,114123.6477,1.417787773,3.09613576,0.205533597,8.957780937
bgd,2006,144869,627.9888716,1208.855106,4.439960612,0.195965466,84790638.2,0.361160678,0.369302133,9443.476053,4.15590882,0.804034534,325634157.6,1.481820562,1.84298124,0.630697867,0.627988872
mus,1982,989,2523.968423,3352.956046,4.435633358,0.479473312,1863941.85,1.164092691,0.613577023,1782.504816,1.113582884,0.520526688,508016.5115,1.263764422,2.427857113,0.386422977,2.523968423
bhs,2008,348,29816.11615,4991.759091,4.433780063,0.716688228,859709.9543,1.526531255,0.905882353,2070.241954,2.427613278,0.283311772,186076.5578,0.603448276,2.129979531,0.094117647,29.81611615
grd,2014,108.9,7747.343829,3254.095176,4.43282567,0.61038961,183341.6697,1.04054241,0.833333333,2421.38884,1.992165827,0.38961039,52593.17784,0.664176007,1.704718417,0.166666667,7.747343829
isr,2014,7854.21,34657.70201,4012.037217,4.430794767,0.55955522,21349031.35,1.680742444,0.834994138,2594.528379,1.858189742,0.44044478,7047500.488,1.322969046,3.00371149,0.165005862,34.65770201
pyf,1977,139,16826.75868,2680.616977,4.43014242,0.516509627,279276.1782,1.242534739,0.727272727,964.789574,0.635187025,0.483490373,37482.38637,1.163102395,2.405637134,0.272727273,16.82675868
hrv,2011,4324,13797.9183,4462.096695,4.429052026,0.606929938,12304969.5,1.760318325,0.836397632,704.530059,0.547575258,0.393070062,985246.6859,1.140046634,2.900364959,0.163602368,13.7979183
are,2009,7718,36942.78161,2367.163385,4.425988779,0.506266159,18147793.27,1.455512288,0.75308642,3158.459371,2.158036692,0.493733841,8629513.962,1.419481944,2.874994232,0.24691358,36.94278161
nld,1976,13709,28866.50314,3804.16563,4.423871763,0.746066438,50438110.33,2.278545141,0.901398898,432.7025015,0.515271691,0.253933562,1999563.322,0.775532922,3.054078063,0.098601102,28.86650314
dom,1998,8393,3485.986697,3969.029921,4.421941462,0.691572965,18553891.52,1.369657363,0.837483266,2225.369714,2.506068169,0.308427035,4689530.183,0.610838451,1.980495814,0.162516734,3.485986697
mlt,2017,437.93,28891.8872,3662.253358,4.41974766,0.568065333,1180558.797,1.671062086,0.820588235,1217.223448,0.847319046,0.431934667,172090.4983,1.270610271,2.941672357,0.179411765,28.8918872
pyf,2004,252,24825.48412,3943.462727,4.418599455,0.638170608,612859.7444,1.507936508,0.822695035,2317.112545,2.127839462,0.361829392,167333.2953,0.854968471,2.362904979,0.177304965,24.82548412
brn,1997,310,36637.75835,2907.934236,4.416723009,0.485847534,598156.7971,1.196906761,0.760416667,1998.300853,1.314295684,0.514152466,188364.8574,1.266637207,2.463543968,0.239583333,36.63775835
bmu,2004,64,89750.01373,3578.189795,4.414653873,0.620728672,121093.9557,1.174229452,0.875,1250.544683,0.986867911,0.379271328,16539.90619,0.717465753,1.891695205,0.125,89.75001373
dza,1976,17311,3098.311823,1357.846275,4.409448405,0.292542481,17226921.22,0.618313006,0.57974458,1489.456114,0.630739072,0.707457519,5959153.37,1.495270645,2.113583651,0.42025542,3.098311823
swe,1992,8678,36200.12236,8938.788847,4.406533875,0.712800578,30624396.93,2.1941076,0.890708252,316.35443,0.339957292,0.287199422,951941.6095,0.884043101,3.078150701,0.109291748,36.20012236
dom,2001,8799,3816.983774,3679.807497,4.403866218,0.718650885,21024585.79,1.486507651,0.860512588,2844.158295,3.508942682,0.281349115,6558389.319,0.581962147,2.068469798,0.139487412,3.816983774
pak,2002,149694,813.1871672,2967.59539,4.40153129,0.412526991,204844977.5,0.851773783,0.680649161,7054.287727,3.654003276,0.587473009,242173159.6,1.212997254,2.064771037,0.319350839,0.813187167
prt,2014,10418.22,21498.02612,2539.15828,4.398628534,0.601122371,30682325.43,1.834360104,0.849272237,2034.110798,1.616644494,0.398877629,7482768.372,1.217198437,3.051558541,0.150727763,21.49802612
dom,2000,8663,3808.009059,3340.271365,4.394157634,0.686374678,19630459.81,1.412842209,0.836809816,2472.795654,2.706380307,0.313625322,5524507.056,0.645570281,2.05841249,0.163190184,3.808009059
sau,1977,8237,38531.95633,1759.216908,4.393617599,0.418509491,11014052.41,0.833802039,0.751362882,795.8162983,0.430519014,0.581490509,1499527.863,1.158511295,1.992313334,0.248637118,38.53195633
kwt,2011,3125,40489.22928,4341.934175,4.390983743,0.472897467,7462389.051,1.489955068,0.769552488,4163.178617,2.693581255,0.527102533,5102397.1,1.66073863,3.150693699,0.230447512,40.48922928
mdv,2011,332,8463.548816,1617.49611,4.390336716,0.502700303,596646.7598,1.12147219,0.804545455,4508.951873,3.149270364,0.497299697,423387.9077,1.109423997,2.230896187,0.195454545,8.463548816
gab,2016,2007.87,9419.513838,2284.725213,4.382352477,0.428608247,2623626.781,0.816895107,0.666666667,6541.069602,3.994143149,0.571391753,3187805.53,1.089029736,1.905924843,0.333333333,9.419513838
hrv,1998,4555,9989.087677,3051.887487,4.380537333,0.603787832,10648560.59,1.462117498,0.844821954,776.4712155,0.591069271,0.396212168,942855.9686,0.959457468,2.421574967,0.155178046,9.989087677
pak,1986,97998,638.2759667,2024.775162,4.378668049,0.373100347,116544774.3,0.744116109,0.643564356,2232.896764,1.085104295,0.626899653,48528251.31,1.250296693,1.994412802,0.356435644,0.638275967
brb,1970,239,10682.20554,4524.919874,4.377691846,0.657984952,646979.0779,1.694159454,0.824817518,780.9683614,0.71855721,0.342015048,55199.56489,0.880609847,2.574769301,0.175182482,10.68220554
mus,1981,978,2419.362423,2301.180803,4.375904839,0.506760106,1968194.479,1.259993837,0.644110276,1541.184809,1.026582635,0.493239894,449417.346,1.226377567,2.486371404,0.355889724,2.419362423
hrv,2004,4400,12699.94496,3590.248694,4.371570405,0.600593234,11666409.94,1.661706102,0.828674778,844.6788724,0.63629752,0.399406766,1129262.661,1.105068493,2.766774595,0.171325222,12.69994496
prt,2013,10608,20926.50761,3569.288433,4.370616937,0.61535061,33400210.92,1.973695221,0.853952065,1395.281899,1.14701789,0.38464939,5479224.172,1.233736751,3.207431972,0.146047935,20.92650761
sur,1976,363,6259.217309,3392.108593,4.369826419,0.432921396,488328.1023,0.843428054,0.620155039,564.4481788,0.320915471,0.567078604,46975.60667,1.104796407,1.948224461,0.379844961,6.259217309
svk,2017,5447.9,19850.85003,4442.518598,4.364431925,0.646819472,11003431.19,1.267880774,0.854959118,451.5358665,0.373635999,0.353180528,514354.7884,0.692296416,1.96017719,0.145040882,19.85085003
mlt,2012,428,21253.60863,3001.998192,4.362615482,0.565094359,1210974.805,1.776853156,0.831134565,1636.141366,1.156588009,0.434905641,247081.8963,1.367494559,3.144347715,0.168865435,21.25360863
pyf,2003,249,24583.74398,4098.640858,4.362373241,0.624701728,571034.6573,1.440281675,0.817518248,2581.208537,2.248879524,0.375298272,176851.8858,0.865269296,2.305550971,0.182481752,24.58374398
isr,2009,7274,30445.68052,3287.481942,4.361400156,0.586650541,22255701.63,1.921981461,0.840865026,1774.743009,1.334863711,0.413349459,4799435.729,1.354213355,3.276194817,0.159134974,30.44568052
nld,1981,14165,30170.42384,3345.992962,4.360350579,0.762238606,51494257.82,2.284167517,0.911184475,651.8778471,0.820985648,0.237761394,3024289.459,0.712489302,2.996656819,0.088815525,30.17042384
mar,2001,29021,2040.143168,1556.100092,4.355351961,0.299094484,46487894.44,1.007653881,0.551932003,2615.120322,1.107042547,0.700905516,27690577.02,2.361361376,3.369015257,0.448067997,2.040143168
nga,1991,98085,1323.292749,3691.644188,4.352910078,0.425337794,135582745.5,0.870020062,0.599280736,4488.320696,2.396601404,0.574662206,100855410,1.1754602,2.045480262,0.400719264,1.323292749
mdv,1990,216,3902.544051,1464.329096,4.350509898,0.291521141,170670.5033,0.497590056,0.387755102,8034.900253,3.890582868,0.708478859,370928.1707,1.209284627,1.706874683,0.612244898,3.902544051
aus,1989,16851,40122.46493,8836.77991,4.348349005,0.730066723,57988364.8,2.168192937,0.889196469,188.586274,0.22223403,0.269933277,1095773.778,0.801662923,2.96985586,0.110803531,40.12246493
