"GCAM_region_ID","GCAM_commodity","year","Food_Mt","ID_R_C_Y"
11,"PalmFruit",1990,9.044008826,"11PalmFruit1990"
12,"PalmFruit",1990,0.027041894,"12PalmFruit1990"
13,"PalmFruit",1990,0.102248,"13PalmFruit1990"
14,"PalmFruit",1990,5.361021566,"14PalmFruit1990"
1,"Rice",1990,2.558343344,"1Rice1990"
2,"Rice",1990,0.205686596,"2Rice1990"
3,"Rice",1990,2.767707444,"3Rice1990"
4,"Rice",1990,12.020904186,"4Rice1990"
5,"Rice",1990,0.191542676,"5Rice1990"
6,"Rice",1990,2.635579692,"6Rice1990"
7,"Rice",1990,156.557903014,"7Rice1990"
8,"Rice",1990,3.923619762,"8Rice1990"
9,"Rice",1990,15.007254864,"9Rice1990"
10,"Rice",1990,16.856215022,"10Rice1990"
11,"Rice",1990,101.004822552,"11Rice1990"
12,"Rice",1990,0.46688698,"12Rice1990"
13,"Rice",1990,6.669618392,"13Rice1990"
14,"Rice",1990,100.595856532,"14Rice1990"
1,"Root_Tuber",1990,14.831400822,"1Root_Tuber1990"
2,"Root_Tuber",1990,2.14336733,"2Root_Tuber1990"
3,"Root_Tuber",1990,34.844613626,"3Root_Tuber1990"
4,"Root_Tuber",1990,4.601848138,"4Root_Tuber1990"
5,"Root_Tuber",1990,1.195313092,"5Root_Tuber1990"
6,"Root_Tuber",1990,27.751056468,"6Root_Tuber1990"
7,"Root_Tuber",1990,77.215508838,"7Root_Tuber1990"
8,"Root_Tuber",1990,2.843594144,"8Root_Tuber1990"
9,"Root_Tuber",1990,78.385262046,"9Root_Tuber1990"
10,"Root_Tuber",1990,23.03106249,"10Root_Tuber1990"
11,"Root_Tuber",1990,18.557680946,"11Root_Tuber1990"
12,"Root_Tuber",1990,9.204304948,"12Root_Tuber1990"
13,"Root_Tuber",1990,0.627817332,"13Root_Tuber1990"
14,"Root_Tuber",1990,17.285195942,"14Root_Tuber1990"
1,"SugarCrop",1990,7.741727744,"1SugarCrop1990"
2,"SugarCrop",1990,1.060692272,"2SugarCrop1990"
3,"SugarCrop",1990,15.157708818,"3SugarCrop1990"
4,"SugarCrop",1990,2.72376981,"4SugarCrop1990"
5,"SugarCrop",1990,0.934706168,"5SugarCrop1990"
6,"SugarCrop",1990,12.303686414,"6SugarCrop1990"
7,"SugarCrop",1990,9.833351574,"7SugarCrop1990"
8,"SugarCrop",1990,3.114648434,"8SugarCrop1990"
9,"SugarCrop",1990,11.65143038,"9SugarCrop1990"
10,"SugarCrop",1990,18.808974506,"10SugarCrop1990"
11,"SugarCrop",1990,13.143465592,"11SugarCrop1990"
12,"SugarCrop",1990,3.874765368,"12SugarCrop1990"
13,"SugarCrop",1990,0.793973748,"13SugarCrop1990"
14,"SugarCrop",1990,20.48016892,"14SugarCrop1990"
1,"Wheat",1990,20.422325938,"1Wheat1990"
2,"Wheat",1990,2.131125922,"2Wheat1990"
3,"Wheat",1990,47.043790588,"3Wheat1990"
4,"Wheat",1990,5.322275864,"4Wheat1990"
5,"Wheat",1990,1.463741678,"5Wheat1990"
6,"Wheat",1990,40.953880946,"6Wheat1990"
7,"Wheat",1990,92.21435672,"7Wheat1990"
8,"Wheat",1990,17.004743334,"8Wheat1990"
9,"Wheat",1990,28.197204488,"9Wheat1990"
10,"Wheat",1990,21.85342948,"10Wheat1990"
11,"Wheat",1990,21.927716422,"11Wheat1990"
12,"Wheat",1990,12.929591422,"12Wheat1990"
13,"Wheat",1990,2.039280798,"13Wheat1990"
14,"Wheat",1990,47.080218814,"14Wheat1990"
1,"Corn",2005,4.53586571,"1Corn2005"
2,"Corn",2005,0.684911848,"2Corn2005"
3,"Corn",2005,4.356610288,"3Corn2005"
4,"Corn",2005,1.831306722,"4Corn2005"
5,"Corn",2005,0.119409344,"5Corn2005"
6,"Corn",2005,1.51591369,"6Corn2005"
7,"Corn",2005,11.214193628,"7Corn2005"
8,"Corn",2005,1.259814698,"8Corn2005"
9,"Corn",2005,37.339128342,"9Corn2005"
10,"Corn",2005,26.199796212,"10Corn2005"
11,"Corn",2005,11.047855446,"11Corn2005"
12,"Corn",2005,1.629444376,"12Corn2005"
13,"Corn",2005,0.704863792,"13Corn2005"
14,"Corn",2005,5.7227047,"14Corn2005"
1,"MiscCrop",2005,75.738313748,"1MiscCrop2005"
2,"MiscCrop",2005,8.705112354,"2MiscCrop2005"
3,"MiscCrop",2005,127.121241576,"3MiscCrop2005"
4,"MiscCrop",2005,22.318558944,"4MiscCrop2005"
5,"MiscCrop",2005,5.448169526,"5MiscCrop2005"
6,"MiscCrop",2005,50.01407185,"6MiscCrop2005"
7,"MiscCrop",2005,457.77063595,"7MiscCrop2005"
8,"MiscCrop",2005,43.5845669,"8MiscCrop2005"
9,"MiscCrop",2005,114.631782792,"9MiscCrop2005"
10,"MiscCrop",2005,95.470914064,"10MiscCrop2005"
11,"MiscCrop",2005,78.923977708,"11MiscCrop2005"
12,"MiscCrop",2005,24.752967824,"12MiscCrop2005"
13,"MiscCrop",2005,14.097715774,"13MiscCrop2005"
14,"MiscCrop",2005,132.577845384,"14MiscCrop2005"
1,"OilCrop",2005,9.653153922,"1OilCrop2005"
2,"OilCrop",2005,0.908747298,"2OilCrop2005"
3,"OilCrop",2005,9.65175621,"3OilCrop2005"
4,"OilCrop",2005,2.947600084,"4OilCrop2005"
5,"OilCrop",2005,0.41530221,"5OilCrop2005"
6,"OilCrop",2005,3.401105936,"6OilCrop2005"
7,"OilCrop",2005,18.356341856,"7OilCrop2005"
8,"OilCrop",2005,1.963232508,"8OilCrop2005"
9,"OilCrop",2005,9.029728548,"9OilCrop2005"
10,"OilCrop",2005,6.916078766,"10OilCrop2005"
11,"OilCrop",2005,4.929972864,"11OilCrop2005"
12,"OilCrop",2005,1.658298876,"12OilCrop2005"
13,"OilCrop",2005,1.039854436,"13OilCrop2005"
14,"OilCrop",2005,7.949050902,"14OilCrop2005"
1,"OtherGrain",2005,1.762359388,"1OtherGrain2005"
2,"OtherGrain",2005,0.068343314,"2OtherGrain2005"
3,"OtherGrain",2005,2.786470386,"3OtherGrain2005"
4,"OtherGrain",2005,0.232618456,"4OtherGrain2005"
5,"OtherGrain",2005,0.097549808,"5OtherGrain2005"
6,"OtherGrain",2005,4.0937135,"6OtherGrain2005"
7,"OtherGrain",2005,3.04736486,"7OtherGrain2005"
8,"OtherGrain",2005,1.006216502,"8OtherGrain2005"
9,"OtherGrain",2005,33.43786261,"9OtherGrain2005"
10,"OtherGrain",2005,2.030052028,"10OtherGrain2005"
11,"OtherGrain",2005,1.17103619,"11OtherGrain2005"
12,"OtherGrain",2005,1.83762104,"12OtherGrain2005"
13,"OtherGrain",2005,0.151205642,"13OtherGrain2005"
14,"OtherGrain",2005,17.803840144,"14OtherGrain2005"
1,"PalmFruit",2005,0.28973602,"1PalmFruit2005"
2,"PalmFruit",2005,0.048651476,"2PalmFruit2005"
3,"PalmFruit",2005,1.602420094,"3PalmFruit2005"
4,"PalmFruit",2005,0.169127408,"4PalmFruit2005"
5,"PalmFruit",2005,0.18153192,"5PalmFruit2005"
6,"PalmFruit",2005,0.0644798,"6PalmFruit2005"
7,"PalmFruit",2005,2.77481502,"7PalmFruit2005"
8,"PalmFruit",2005,0.52581569,"8PalmFruit2005"
9,"PalmFruit",2005,3.811147648,"9PalmFruit2005"
10,"PalmFruit",2005,4.610517562,"10PalmFruit2005"
11,"PalmFruit",2005,12.739100736,"11PalmFruit2005"
12,"PalmFruit",2005,0.239827072,"12PalmFruit2005"
13,"PalmFruit",2005,0.185362,"13PalmFruit2005"
14,"PalmFruit",2005,7.80253033,"14PalmFruit2005"
1,"Rice",2005,3.691849636,"1Rice2005"
2,"Rice",2005,0.39716824,"2Rice2005"
3,"Rice",2005,4.21900346,"3Rice2005"
4,"Rice",2005,10.8839712,"4Rice2005"
5,"Rice",2005,0.362862476,"5Rice2005"
6,"Rice",2005,2.099527518,"6Rice2005"
7,"Rice",2005,180.008048952,"7Rice2005"
8,"Rice",2005,6.042546424,"8Rice2005"
9,"Rice",2005,26.147712218,"9Rice2005"
10,"Rice",2005,21.961493936,"10Rice2005"
11,"Rice",2005,130.280025412,"11Rice2005"
12,"Rice",2005,0.569221294,"12Rice2005"
13,"Rice",2005,5.441393688,"13Rice2005"
14,"Rice",2005,119.38291501,"14Rice2005"
1,"Root_Tuber",2005,18.84168745,"1Root_Tuber2005"
2,"Root_Tuber",2005,2.529964346,"2Root_Tuber2005"
3,"Root_Tuber",2005,33.094893808,"3Root_Tuber2005"
4,"Root_Tuber",2005,4.136836292,"4Root_Tuber2005"
5,"Root_Tuber",2005,1.406925528,"5Root_Tuber2005"
6,"Root_Tuber",2005,32.682302686,"6Root_Tuber2005"
7,"Root_Tuber",2005,99.445366008,"7Root_Tuber2005"
8,"Root_Tuber",2005,5.817681412,"8Root_Tuber2005"
9,"Root_Tuber",2005,118.740319046,"9Root_Tuber2005"
10,"Root_Tuber",2005,28.497569414,"10Root_Tuber2005"
11,"Root_Tuber",2005,25.528435704,"11Root_Tuber2005"
12,"Root_Tuber",2005,10.493156882,"12Root_Tuber2005"
13,"Root_Tuber",2005,0.788061,"13Root_Tuber2005"
14,"Root_Tuber",2005,27.879104264,"14Root_Tuber2005"
1,"SugarCrop",2005,9.970279654,"1SugarCrop2005"
2,"SugarCrop",2005,1.30560943,"2SugarCrop2005"
3,"SugarCrop",2005,16.38174357,"3SugarCrop2005"
4,"SugarCrop",2005,2.335368338,"4SugarCrop2005"
5,"SugarCrop",2005,1.020824448,"5SugarCrop2005"
6,"SugarCrop",2005,10.203269372,"6SugarCrop2005"
7,"SugarCrop",2005,11.332064246,"7SugarCrop2005"
8,"SugarCrop",2005,4.846270278,"8SugarCrop2005"
9,"SugarCrop",2005,18.283200378,"9SugarCrop2005"
10,"SugarCrop",2005,23.929051304,"10SugarCrop2005"
11,"SugarCrop",2005,22.254752902,"11SugarCrop2005"
12,"SugarCrop",2005,4.041878536,"12SugarCrop2005"
13,"SugarCrop",2005,0.89478587,"13SugarCrop2005"
14,"SugarCrop",2005,27.054404278,"14SugarCrop2005"
1,"Wheat",2005,25.164751944,"1Wheat2005"
2,"Wheat",2005,2.848906128,"2Wheat2005"
3,"Wheat",2005,53.749883572,"3Wheat2005"
4,"Wheat",2005,5.667072542,"4Wheat2005"
5,"Wheat",2005,1.685279356,"5Wheat2005"
6,"Wheat",2005,38.90583373,"6Wheat2005"
7,"Wheat",2005,93.037071938,"7Wheat2005"
8,"Wheat",2005,21.860061584,"8Wheat2005"
9,"Wheat",2005,41.49456874,"9Wheat2005"
10,"Wheat",2005,28.09223001,"10Wheat2005"
11,"Wheat",2005,31.66853255,"11Wheat2005"
12,"Wheat",2005,13.265211926,"12Wheat2005"
13,"Wheat",2005,2.398046514,"13Wheat2005"
14,"Wheat",2005,69.058112662,"14Wheat2005"
