"GCAM_region_ID","GCAM_commodity","year","kcalg","ID_R_C_Y"
1,"SheepGoat",1990,2.63,"1SheepGoat1990"
2,"SheepGoat",1990,2.63,"2SheepGoat1990"
3,"SheepGoat",1990,2.63,"3SheepGoat1990"
4,"SheepGoat",1990,2.63,"4SheepGoat1990"
5,"SheepGoat",1990,2.63,"5SheepGoat1990"
6,"SheepGoat",1990,2.63,"6SheepGoat1990"
7,"SheepGoat",1990,2.63,"7SheepGoat1990"
8,"SheepGoat",1990,2.63,"8SheepGoat1990"
9,"SheepGoat",1990,2.63,"9SheepGoat1990"
10,"SheepGoat",1990,2.63,"10SheepGoat1990"
11,"SheepGoat",1990,2.63,"11SheepGoat1990"
12,"SheepGoat",1990,2.63,"12SheepGoat1990"
13,"SheepGoat",1990,2.63,"13SheepGoat1990"
14,"SheepGoat",1990,2.63,"14SheepGoat1990"
1,"Beef",2005,1.5,"1Beef2005"
2,"Beef",2005,1.5,"2Beef2005"
3,"Beef",2005,1.5,"3Beef2005"
4,"Beef",2005,1.5,"4Beef2005"
5,"Beef",2005,1.5,"5Beef2005"
6,"Beef",2005,1.5,"6Beef2005"
7,"Beef",2005,1.5,"7Beef2005"
8,"Beef",2005,1.5,"8Beef2005"
9,"Beef",2005,1.5,"9Beef2005"
10,"Beef",2005,1.5,"10Beef2005"
11,"Beef",2005,1.5,"11Beef2005"
12,"Beef",2005,1.5,"12Beef2005"
13,"Beef",2005,1.5,"13Beef2005"
14,"Beef",2005,1.5,"14Beef2005"
1,"Dairy",2005,0.716089445197896,"1Dairy2005"
2,"Dairy",2005,0.797403480121606,"2Dairy2005"
3,"Dairy",2005,0.832234101544222,"3Dairy2005"
4,"Dairy",2005,0.661201196343196,"4Dairy2005"
5,"Dairy",2005,0.808352889677008,"5Dairy2005"
6,"Dairy",2005,0.671846937082106,"6Dairy2005"
7,"Dairy",2005,0.546531845968474,"7Dairy2005"
8,"Dairy",2005,0.847242913216817,"8Dairy2005"
9,"Dairy",2005,0.647577213114627,"9Dairy2005"
10,"Dairy",2005,0.573581410483374,"10Dairy2005"
11,"Dairy",2005,0.637790997420528,"11Dairy2005"
12,"Dairy",2005,0.733083595441885,"12Dairy2005"
13,"Dairy",2005,0.967773561598784,"13Dairy2005"
14,"Dairy",2005,0.784307813090008,"14Dairy2005"
1,"OtherMeat_Fish",2005,1.55847196554826,"1OtherMeat_Fish2005"
2,"OtherMeat_Fish",2005,2.47258533317939,"2OtherMeat_Fish2005"
3,"OtherMeat_Fish",2005,1.79363309628156,"3OtherMeat_Fish2005"
4,"OtherMeat_Fish",2005,0.721904130568905,"4OtherMeat_Fish2005"
5,"OtherMeat_Fish",2005,1.55419821972506,"5OtherMeat_Fish2005"
6,"OtherMeat_Fish",2005,1.56314860957057,"6OtherMeat_Fish2005"
7,"OtherMeat_Fish",2005,1.11302915526554,"7OtherMeat_Fish2005"
8,"OtherMeat_Fish",2005,1.08308238291030,"8OtherMeat_Fish2005"
9,"OtherMeat_Fish",2005,1.06122111443111,"9OtherMeat_Fish2005"
10,"OtherMeat_Fish",2005,1.97025916434046,"10OtherMeat_Fish2005"
11,"OtherMeat_Fish",2005,1.01478278814713,"11OtherMeat_Fish2005"
12,"OtherMeat_Fish",2005,3.72251811614484,"12OtherMeat_Fish2005"
13,"OtherMeat_Fish",2005,0.818437740726508,"13OtherMeat_Fish2005"
14,"OtherMeat_Fish",2005,0.77605411229334,"14OtherMeat_Fish2005"
1,"Pork",2005,3.26,"1Pork2005"
2,"Pork",2005,3.26,"2Pork2005"
3,"Pork",2005,3.26,"3Pork2005"
4,"Pork",2005,3.26,"4Pork2005"
5,"Pork",2005,3.26,"5Pork2005"
6,"Pork",2005,3.26,"6Pork2005"
7,"Pork",2005,3.26,"7Pork2005"
8,"Pork",2005,3.26,"8Pork2005"
9,"Pork",2005,3.26,"9Pork2005"
10,"Pork",2005,3.26,"10Pork2005"
11,"Pork",2005,3.26,"11Pork2005"
12,"Pork",2005,3.26,"12Pork2005"
13,"Pork",2005,3.26,"13Pork2005"
14,"Pork",2005,3.26,"14Pork2005"
1,"Poultry",2005,1.25759766603534,"1Poultry2005"
2,"Poultry",2005,1.25949253875106,"2Poultry2005"
3,"Poultry",2005,1.28475032623013,"3Poultry2005"
4,"Poultry",2005,1.31157253208796,"4Poultry2005"
5,"Poultry",2005,1.24518315441301,"5Poultry2005"
6,"Poultry",2005,1.29698471852067,"6Poultry2005"
7,"Poultry",2005,1.32225916326399,"7Poultry2005"
8,"Poultry",2005,1.25780905019367,"8Poultry2005"
9,"Poultry",2005,1.27512082065015,"9Poultry2005"
10,"Poultry",2005,1.26435387819221,"10Poultry2005"
11,"Poultry",2005,1.28642923902727,"11Poultry2005"
12,"Poultry",2005,1.28337392706639,"12Poultry2005"
13,"Poultry",2005,1.29818537274150,"13Poultry2005"
14,"Poultry",2005,1.35363854157912,"14Poultry2005"
1,"SheepGoat",2005,2.63,"1SheepGoat2005"
2,"SheepGoat",2005,2.63,"2SheepGoat2005"
3,"SheepGoat",2005,2.63,"3SheepGoat2005"
4,"SheepGoat",2005,2.63,"4SheepGoat2005"
5,"SheepGoat",2005,2.63,"5SheepGoat2005"
6,"SheepGoat",2005,2.63,"6SheepGoat2005"
7,"SheepGoat",2005,2.63,"7SheepGoat2005"
8,"SheepGoat",2005,2.63,"8SheepGoat2005"
9,"SheepGoat",2005,2.63,"9SheepGoat2005"
10,"SheepGoat",2005,2.63,"10SheepGoat2005"
11,"SheepGoat",2005,2.63,"11SheepGoat2005"
12,"SheepGoat",2005,2.63,"12SheepGoat2005"
13,"SheepGoat",2005,2.63,"13SheepGoat2005"
14,"SheepGoat",2005,2.63,"14SheepGoat2005"
