"GCAM_region_ID","Land_Type","AEZ1","AEZ2","AEZ3","AEZ4","AEZ5","AEZ6","AEZ7","AEZ8","AEZ9","AEZ10","AEZ11","AEZ12","AEZ13","AEZ14","AEZ15","AEZ16","AEZ17","AEZ18","ID_R_LT"
11,"Tundra",0,0,0,0,0,0,0,0.442745514,0.292906917,0.09861897,0.045369749,0.0067919,6.524102948,3.296102574,1.477147492,0.277426201,0,0,"11Tundra"
12,"Forest",0,0,0,0,0,0,0,0.023634609,16.652623292,103.29299033,25.708493574,1.377383302,0,0,1.06782614,0.937380176,0,0,"12Forest"
12,"Grassland",0,0,0,0,0,0,0,3.40083465,11.122329602,12.10099328,1.651281399,0.150388201,0,0,0.0150695,0,0,0,"12Grassland"
12,"RockIceDesert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12RockIceDesert"
12,"Shrubland",0,0,0,0,0,0,0,0.348254208,0.880681601,0,0.26608119,0,0,0,0,0,0,0,"12Shrubland"
12,"Tundra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12Tundra"
13,"Forest",0,0,0,0,0,0,0,0,0,0.136572046,0.20838251,0,0,0,0,0,0,0,"13Forest"
13,"Grassland",0,0,0,0,0,0,0,0,0,0.001188487,0,0,0,0,0,0,0,0,"13Grassland"
13,"RockIceDesert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13RockIceDesert"
13,"Shrubland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13Shrubland"
13,"Tundra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13Tundra"
14,"Forest",0,4.966695711,32.226994155,7.949238617,1.266283232,0.957956509,0,2.320352542,5.684515318,0.80426192,1.71644895,0.296017029,0,0.00412565,0.151876637,0.059064372,0,0,"14Forest"
14,"Grassland",0,0.923721048,4.834698956,1.253556605,0.018458714,0.00458435,0,0.530825645,0.884378999,4.188376592,2.170464278,0.127406301,0.00246834,0.440259703,1.286387259,0.883102859,0,0,"14Grassland"
14,"RockIceDesert",0.199208013,0.092517048,0,0,0.00231149,0,3.897832623,0.249876552,0,0.598851151,0,0,0.491364124,1.381235399,0.301593899,0.349443522,0,0,"14RockIceDesert"
14,"Shrubland",2.593574729,2.659573018,5.55847799,0.740006266,0.022958621,0.00229222,4.63381084,2.288912138,0.118217802,1.588669408,0.309827723,0.175889427,0.132589942,0.551511679,0.470383949,1.342967164,0,0,"14Shrubland"
14,"Tundra",0,0,0,0,0,0,0,0,0,0.250422909,0,0,0.423503995,1.955852494,0.525932619,0.146515271,0,0,"14Tundra"
