"GCAM_region_ID","GCAM_commodity","AEZ1","AEZ2","AEZ3","AEZ4","AEZ5","AEZ6","AEZ7","AEZ8","AEZ9","AEZ10","AEZ11","AEZ12","AEZ13","AEZ14","AEZ15","AEZ16","AEZ17","AEZ18"
4,"FodderHerb",0,0,0,0,0,0,0,0,0.162744,2.064081,1.664594,1.165133,0,0,0.087582,0,0,0
5,"FodderHerb",0,0.001068,0,0.00029,0,0.002936,0.492893,0.491843,0.678327,0.261033,0.86179,1.415898,0,0,0.000309,0.02379,0.000199,0
6,"FodderHerb",0,0,0,0,0,0,3.175152,22.695623,20.26268,26.490386,0.067165,0,2.342339,3.475602,6.853963,0.0479,0,0
7,"FodderHerb",0,0,0,0.00544,0.010467,0.021733,0.001342,0.008837,0.010639,0.033617,0,0.025968,0.004268,0.004482,0.006092,0,0,0
8,"FodderHerb",2.462968,0.000638,0.004202,0,0,0,4.589843,7.928435,1.458722,0.053348,0,0,0,0,0,0,0,0
9,"FodderHerb",37.109275,3.323996,0.068927,0.085331,0.074344,0.227315,12.183771,0.749968,0.688493,0.681511,0.235807,0,0,0,0,0,0,0
10,"FodderHerb",0.698617,0.07577,0.325447,1.210745,0.23844,1.703404,4.234529,12.548672,21.881297,21.551195,13.461661,8.734685,0.18132,0.397095,0.401289,0.400655,0,0
11,"FodderHerb",0,0,0,0,0,0,0.07431,0.068652,0,0,0,0,0.000187,0.000578,0,0,0,0
12,"FodderHerb",0,0,0,0,0,0,0,0.914167,6.074064,43.499025,7.77353,0.13578,0,0,0.31226,0.183181,0,0
13,"FodderHerb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"FodderHerb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"MiscCrop",0,0,0,0,0,0,6.966802,8.013861,11.972354,16.286462,3.820365,10.936269,0.104239,0.034534,0.019025,0.001885,0,0
2,"MiscCrop",0,0,0,0,0,0,1.068419,0.530742,0.415478,1.932349,0.043727,0,0.353293,0.227538,0.621449,0.016744,0,0
3,"MiscCrop",0,0,0,0.00367,0,0,0.030944,11.361991,23.732269,34.099356,37.833301,3.327057,0.000238,0.425181,0.932509,0.178912,0,0
4,"MiscCrop",0,0,0,0,0,0,0,0,0.448483,5.225735,4.118608,2.632015,0,0,0.239597,0,0,0
5,"MiscCrop",0.004921,0.036987,0.038744,0.033935,0.000874,0.002665,0.422869,0.958059,0.682335,0.274972,0.776666,1.186841,0,0,0,0.017042,0.000709,0
6,"MiscCrop",0,0,0,0,0,0,2.386949,7.563897,6.306542,7.771282,0.135869,0.182048,0.216396,0.392582,0.40919,0.109363,0,0
7,"MiscCrop",0,0,0,0.5491,8.039775,29.240117,3.252733,35.669275,65.1239,37.98515,57.478235,152.917026,0.587873,0.164324,0.768017,0.16456,0.004078,0
8,"MiscCrop",4.647448,0.051706,0.382434,0,0,0,7.938731,14.832538,5.430043,2.224856,0,0,0,0,0,0,0,0
9,"MiscCrop",16.144074,6.1942,5.244955,10.115422,21.10604,13.443298,6.232526,1.856635,5.566339,6.573463,0.32898,0.024357,0,0,0,0,0,0
10,"MiscCrop",1.445516,2.558566,6.359366,10.935921,28.611172,34.666834,6.841235,2.934092,3.708778,5.008252,1.173295,11.107461,0.328028,0.217902,0.149476,0.190796,0.000183,0
11,"MiscCrop",0.965875,0,0.081717,11.602085,12.783802,25.43203,4.309999,0.735794,0.418844,1.307797,1.755982,1.28254,0.007847,0.023676,0.020444,0.013811,0,0
12,"MiscCrop",0,0,0,0,0,0,0,0.436993,4.151074,15.272011,2.995012,0.070162,0,0,0.05385,0.032698,0,0
13,"MiscCrop",0,0,0,0,0,0,0,0,0,3.607426,9.556591,0,0,0,0,0,0,0
14,"MiscCrop",0.721661,5.542628,40.564834,31.004415,7.534814,1.392158,1.110385,9.519285,16.791327,1.379501,0.883661,0.466355,0.003297,0.002337,0.038849,0.010622,0,0
1,"OilCrop",0,0,0,0,0,0,1.167305,6.006057,7.980237,35.088942,24.606141,5.692106,0.013576,0.000531,0.000284,0,0,0
2,"OilCrop",0,0,0,0,0,0,1.0191,1.271971,2.28712,2.879626,0,0,0.390554,0.36258,2.316835,0.095209,0,0
3,"OilCrop",0,0,0,0.021331,0,0,0.001847,0.816464,3.671723,12.582244,7.266938,0.701157,2.4e-05,0.022147,0.125058,0.072375,0,0
4,"OilCrop",0,0,0,0,0,0,0,0,0.005652,0.083788,0.081149,0.076094,0,0,0.003029,0,0,0
5,"OilCrop",5.8e-05,0.000586,0.000776,0.007067,0,2.7e-05,0.19166,0.215401,0.431346,0.17843,0.08508,0.075478,0,0,0,1.5e-05,0,0
6,"OilCrop",0,0,0,0,0,0,0.165603,3.485049,2.625108,1.292229,0.035745,0.005771,0.12473,0.177058,0.085371,0.008449,0,0
7,"OilCrop",0,0,0,0.019812,0.313282,1.180218,0.600006,5.457796,7.438726,5.879646,8.935276,12.738501,0.205215,0.166821,0.498454,0.114532,0.005109,0
8,"OilCrop",0.022159,0.00487,0.027548,0,0,0,0.109841,0.37434,0.374084,0.271377,0,0,0,0,0,0,0,0
9,"OilCrop",0.634088,1.99132,2.483165,2.248952,1.557897,0.424538,0.320271,0.404017,0.84381,0.839507,0.04758,0.002826,0,0,0,0,0,0
10,"OilCrop",0.071102,0.075086,0.302584,2.525396,15.130793,4.333126,0.097162,1.402363,3.370451,6.941076,6.176468,27.562034,2.1e-05,5.2e-05,0,4.6e-05,0,0
11,"OilCrop",0.07181,0,0.004119,1.066664,1.837304,1.926021,0.36614,0.057394,0.035056,0.084995,0.194016,0.091829,8.8e-05,0.00065,0.001876,0.001505,0,0
12,"OilCrop",0,0,0,0,0,0,0,0.211549,1.09411,3.566131,0.562199,0.014391,0,0,0.004654,0.004742,0,0
13,"OilCrop",0,0,0,0,0,0,0,0,0,0.050746,0.126869,0,0,0,0,0,0,0
14,"OilCrop",0.155622,3.081703,7.818774,2.803875,0.296771,0.098754,0.538388,2.918264,2.648172,0.058122,0.023817,0.018533,0.000225,0.000112,0.001894,0.000199,0,0
1,"OtherGrain",0,0,0,0,0,0,6.572938,4.456941,2.583446,4.84693,2.482126,0.630588,0.11995,0.116699,0.008257,0,0,0
2,"OtherGrain",0,0,0,0,0,0,2.09562,2.584862,3.633484,1.589234,0.000717,0,0.779517,0.69416,4.79187,0.204722,0,0
3,"OtherGrain",0,0,0,0.001447,0,0,0.026463,4.436357,10.726455,37.011718,16.94112,3.440445,0.000252,0.075968,2.655531,0.741282,0,0
4,"OtherGrain",0,0,0,0,0,0,0,0,0.006892,0.084896,0.068281,0.047395,0,0,0.003746,0,0,0
5,"OtherGrain",0.002632,0.01737,0.003074,0.028186,5.6e-05,0.00093,1.292188,2.141353,2.550396,0.78708,0.454815,0.837263,0,0,7.8e-05,0.005856,0.000437,0
6,"OtherGrain",0,0,0,0,0,0,1.220557,10.123331,11.0604,17.551611,0.031802,0.009481,2.604887,2.537373,3.659408,0.081542,0,0
7,"OtherGrain",0,0,0,0.002507,0.004383,0.061336,0.229583,5.359679,3.20783,0.863112,0.984353,0.978728,0.047727,0.044889,0.084243,0.038146,0.002388,0
8,"OtherGrain",0.596244,0.000993,0.001831,0,0,0,0.961445,1.935147,0.615009,0.252482,0,0,0,0,0,0,0,0
9,"OtherGrain",1.638797,9.103133,7.565893,4.500991,2.538439,0.562332,0.941523,0.528923,1.581929,1.119949,0.34499,0.075143,0,0,0,0,0,0
10,"OtherGrain",0.048325,0.203858,0.664272,1.001956,1.138318,0.566371,1.963175,0.668707,3.429052,1.741302,1.162202,2.10008,0.008333,0.021129,0.036071,0.023127,0,0
11,"OtherGrain",0.066794,0,0.003377,0.186494,0.200476,0.018003,0.335112,0.106626,0.030197,0.10333,0.126676,0.091968,0.007046,0.007957,0.004638,0.003652,0,0
12,"OtherGrain",0,0,0,0,0,0,0,0.143262,1.470235,21.160489,1.007613,0.014497,0,0,0.032996,0.028187,0,0
13,"OtherGrain",0,0,0,0,0,0,0,0,0,0.084147,0.203744,0,0,0,0,0,0,0
14,"OtherGrain",0.15844,1.255945,9.156183,2.238891,0.191497,0.038756,0.526938,3.873674,1.180339,0.119742,0.169562,0.010438,0.000293,0.003435,0.006015,0.010341,0,0
1,"PalmFruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"PalmFruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"PalmFruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"PalmFruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"PalmFruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"PalmFruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"PalmFruit",0,0,0,0.041262,0.595361,0.444242,0,0,0,0,0.001525,0.066284,0,0,0,0,0,0
8,"PalmFruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,"PalmFruit",0.00437,0.022385,0.277516,2.013552,8.704758,2.736486,0,0,0.009691,0.014448,0.000122,0,0,0,0,0,0,0
10,"PalmFruit",0.019811,0.220075,0.482951,1.410001,2.953929,4.593203,0.000656,0.025778,0.036698,0.082082,0.171978,0.281118,0.000192,0.001883,0.000212,0,0,0
11,"PalmFruit",0,0,0.053768,5.671086,7.555005,129.221374,0,0,0,0.013831,0.011289,0.012222,0,0,0,0,0,0
12,"PalmFruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,"PalmFruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"PalmFruit",0,0.288203,2.006439,2.940217,4.174933,0.048201,0,0,0.000411,0,0.008875,0.004552,0,0,0,0,0,0
1,"Rice",0,0,0,0,0,0,0,0.003416,0.306561,2.056143,4.05432,2.814069,0,0.000665,0,0,0,0
2,"Rice",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Rice",0,0,0,0.000889,0,0,0,0.05817,0.672603,0.807743,1.426918,0.002005,0,0.005336,0.013063,0.004668,0,0
4,"Rice",0,0,0,0,0,0,0,0,0.125355,3.992723,5.0483,2.935393,0,0,0.068281,0,0,0
5,"Rice",0,0,0,0,0,0,0.299255,0.165766,0.3123,0.074575,0.027237,0,0,0,0,0,0,0
6,"Rice",0,0,0,0,0,0,0.381499,0.307461,0.079552,0.085601,0.003338,0,0.008691,0.013452,0.18285,0.001678,0,0
7,"Rice",0,0,0,0.906326,22.134608,22.943425,0.624888,3.995887,7.75051,8.915807,40.701529,128.406182,0.030975,0.012158,0.62663,0.116372,0.00496,0
8,"Rice",0.000777,0,0,0,0,0,1.27635,1.261036,0.049379,0,0,0,0,0,0,0,0,0
9,"Rice",6.003874,1.076461,0.873434,2.498626,3.349383,2.035542,0.032129,0,0.004238,0.064249,0.01224,0,0,0,0,0,0,0
10,"Rice",0.293537,0.161206,0.506377,1.822784,4.626675,4.521967,0.183359,0.433806,0.380247,0.251696,0.232993,7.51153,0.067576,0.176404,0.123984,0.09092,0,0
11,"Rice",1.478939,0,0.258694,44.41184,64.259662,49.722108,3.978881,0.786833,0.257583,1.498095,2.832337,1.180773,0.016496,0.036842,0.050043,0.01762,0,0
12,"Rice",0,0,0,0,0,0,0,0.001148,0.033366,0.009753,0,0,0,0,0,0,0,0
13,"Rice",0,0,0,0,0,0,0,0,0,2.063685,4.850595,0,0,0,0,0,0,0
14,"Rice",0.07528,2.027928,43.537924,49.687428,8.908443,3.789288,0.98115,11.121133,7.395985,1.292939,1.04585,0.745721,0.001494,0.00582,0.042262,0.009353,0,0
1,"Root_Tuber",0,0,0,0,0,0,10.667568,3.587926,1.64293,3.42608,0.615658,1.064019,0.103678,0.051815,0.01385,0.006339,0,0
2,"Root_Tuber",0,0,0,0,0,0,0.628003,0.185327,1.824373,1.600865,0.092898,0,0.021875,0,0.290444,0.017303,0,0
3,"Root_Tuber",0,0,0,0.000862,0,0,0.00239,2.986413,3.012691,17.479112,22.855697,1.774774,0.000329,0.064587,0.74164,0.377385,0,0
4,"Root_Tuber",0,0,0,0,0,0,0,0,0.105825,1.342794,1.311502,1.562586,0,0,0.057049,0,0,0
5,"Root_Tuber",0,0,0,0,0,0,0.033463,0.012934,0.041238,0.010258,0.362014,0.41675,0,0,0,0.006029,0.002972,0
6,"Root_Tuber",0,0,0,0,0,0,0.929783,6.245504,12.431454,35.863539,0.052495,0.06856,1.744315,2.100413,6.555645,0.16171,0,0
7,"Root_Tuber",0,0,0,0.166386,2.411368,11.330775,1.8578,20.270202,23.393987,25.489961,38.523873,63.088211,0.217635,0.449897,0.84656,0.535277,0.020005,0
8,"Root_Tuber",0.242465,0.008265,0.047406,0,0,0,1.558877,2.489796,0.738564,0.276495,0,0,0,0,0,0,0,0
9,"Root_Tuber",2.371546,2.681094,4.67017,28.387567,70.612978,27.714564,0.750106,0.729749,2.103101,2.745274,0.719475,0.050496,0,0,0,0,0,0
10,"Root_Tuber",0.423695,0.386354,1.724932,5.147999,7.629866,13.358515,0.674017,1.286114,1.565459,1.336461,1.356452,9.170996,0.141735,0.301182,0.420195,0.291685,0,0
11,"Root_Tuber",0.000836,0,0.074484,17.700156,11.592543,15.79917,1.485828,2.916392,0.139977,0.565946,0.585984,0.395603,0.423074,0.192145,0.015864,0.010319,0,0
12,"Root_Tuber",0,0,0,0,0,0,0,0.044469,0.74594,26.667526,1.732537,0.061675,0,0,0.078681,0.134572,0,0
13,"Root_Tuber",0,0,0,0,0,0,0,0,0,0.242852,0.645574,0,0,0,0,0,0,0
14,"Root_Tuber",0.04314,0.592822,8.519335,9.13172,4.99771,0.361952,0.28129,2.103726,2.500655,0.238256,0.480989,0.162354,0.002978,0.001451,0.00467,0.007457,0,0
1,"SugarCrop",0,0,0,0,0,0,9.838224,3.182492,9.94132,15.136144,2.120371,21.603196,0.386395,0.06007,0,0,0,0
2,"SugarCrop",0,0,0,0,0,0,0,0,0.392808,0.116369,0,0,0,0,0,0,0,0
3,"SugarCrop",0,0,0,0.005677,0,0,0.070635,9.774176,11.572989,42.224596,54.360068,2.595847,0.00118,0.152218,1.157401,0.099864,0,0
4,"SugarCrop",0,0,0,0,0,0,0,0,0.123538,1.547319,1.306335,1.609693,0,0,0.066944,0,0,0
5,"SugarCrop",0.149788,3.179902,4.215993,2.071326,0.075623,0.209366,4.034834,2.001198,1.964394,6.087968,1.621706,2.887267,0,0,0,0,0,0
6,"SugarCrop",0,0,0,0,0,0,0.182747,3.927738,11.706704,17.846885,0.112898,0,0.229242,0.424287,0.219626,0.033062,0,0
7,"SugarCrop",0,0,0,0.704407,10.727779,45.531587,2.74131,3.269458,1.334807,1.118197,10.969016,43.123072,0.669794,0.072733,0.371233,0.035246,0,0
8,"SugarCrop",0.015312,0,0,0,0,0,2.275988,4.267896,0.826566,0.453526,0,0,0,0,0,0,0,0
9,"SugarCrop",15.768397,5.227648,4.420841,3.076755,5.903606,15.048444,3.44008,0.730646,3.202841,7.057051,3.576413,0.003829,0,0,0,0,0,0
10,"SugarCrop",1.716894,2.299086,7.468995,50.200019,201.227521,253.695018,2.804527,2.740802,8.745286,20.552253,1.659365,17.407824,0.122499,0.496091,0.368479,0.310095,0,0
11,"SugarCrop",7.735411,0,0.881135,44.232248,36.171533,50.779905,26.292515,4.049437,2.777457,5.777968,4.093497,1.93504,0.001127,0.054757,0.012266,0.000808,0,0
12,"SugarCrop",0,0,0,0,0,0,0,0.051211,0.458601,22.808571,1.965133,0.070006,0,0,0.044913,0.014323,0,0
13,"SugarCrop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"SugarCrop",0.403714,2.24045,156.34272,54.648068,2.232,0.880057,0.442387,18.97561,46.50906,3.216354,1.133005,0.090002,0.003715,0.000385,0,0,0,0
1,"Wheat",0,0,0,0,0,0,19.556516,16.069629,6.512531,9.613686,6.980455,2.171418,1.009695,0.157611,0.024961,0.000591,0,0
2,"Wheat",0,0,0,0,0,0,5.715101,3.861443,4.499255,2.002483,0.000983,0,1.903131,0.965129,4.482875,0.198863,0,0
3,"Wheat",0,0,0,0.004604,0,0,0.031708,7.294196,11.274386,47.775356,41.333847,6.121381,0.000452,0.073213,0.626706,0.370201,0,0
4,"Wheat",0,0,0,0,0,0,0,0,0.061735,0.40671,0.104349,0.116459,0,0,0.0336,0,0,0
5,"Wheat",0.009656,0.102258,0,0.015133,0,0.000659,2.294559,5.09659,4.221747,1.262597,0.614429,1.147445,0,0,6.9e-05,0.004694,2.6e-05,0
6,"Wheat",0,0,0,0,0,0,5.010402,20.204318,13.920216,16.795113,0.193325,0.044391,8.69562,3.373985,3.895096,0.080327,0,0
7,"Wheat",0,0,0,0,0.001407,0.078293,4.729737,12.491789,29.861896,15.522479,26.454164,11.574663,0.938449,0.631072,0.670419,0.244557,0.012445,0
8,"Wheat",0.432489,0.001172,0.016145,0,0,0,4.828214,7.999208,2.474264,1.291103,0,0,0,0,0,0,0,0
9,"Wheat",4.627757,0.832125,0.549439,0.633073,0.336219,0.060497,2.113925,0.728859,2.917827,3.355717,0.154918,0.034324,0,0,0,0,0,0
10,"Wheat",1.492057,0.603073,0.071146,0.072024,0.105347,0.846134,0.655686,1.081422,2.78908,3.660215,4.447772,7.27036,0.03058,0.050788,0.022099,0.020151,0.00113,0
11,"Wheat",1.424047,0,0.109291,1.185201,1.468246,0.000137,11.608827,3.270042,1.077282,2.568309,0.932463,0.425174,0.130956,0.075449,0.012718,0.007554,0,0
12,"Wheat",0,0,0,0,0,0,0,0.411063,5.056968,21.445634,2.995892,0.057315,0,0,0.0503,0.041269,0,0
13,"Wheat",0,0,0,0,0,0,0,0,0,0.000116,0,0,0,0,0,0,0,0
14,"Wheat",0.155567,1.725161,23.283786,4.339341,0.275416,0.026898,2.859408,22.935396,13.131139,1.091166,0.483547,0.075097,0.001411,0.005042,0.009895,0.013453,0,0
