"GCAM_region_ID","GCAM_commodity","year","HA_bm2"
12,"Root_Tuber",1990,26.668428
13,"Root_Tuber",1990,0.457188
14,"Root_Tuber",1990,13.7034
1,"SugarCrop",1990,9.1557
2,"SugarCrop",1990,0.22967
3,"SugarCrop",1990,25.596772
4,"SugarCrop",1990,1.03269
5,"SugarCrop",1990,3.26401
6,"SugarCrop",1990,32.751468
7,"SugarCrop",1990,19.597338
8,"SugarCrop",1990,2.174432
9,"SugarCrop",1990,12.457236
10,"SugarCrop",1990,78.889888
11,"SugarCrop",1990,27.785074
12,"SugarCrop",1990,10.91937
13,"SugarCrop",1990,0
14,"SugarCrop",1990,35.145
1,"Wheat",1990,246.895632
2,"Wheat",1990,137.501
3,"Wheat",1990,269.051226
4,"Wheat",1990,2.5588
5,"Wheat",1990,85.409688
6,"Wheat",1990,473.597122
7,"Wheat",1990,307.752972
8,"Wheat",1990,101.297072
9,"Wheat",1990,84.248752
10,"Wheat",1990,98.122372
11,"Wheat",1990,106.677736
12,"Wheat",1990,95.216998
13,"Wheat",1990,0.003506
14,"Wheat",1990,236.20544
1,"Corn",2005,307.566078
2,"Corn",2005,11.885634
3,"Corn",2005,48.108494
4,"Corn",2005,0.26361
5,"Corn",2005,0.922746
6,"Corn",2005,38.35696
7,"Corn",2005,284.02475
8,"Corn",2005,5.523604
9,"Corn",2005,286.067632
10,"Corn",2005,280.338226
11,"Corn",2005,98.396974
12,"Corn",2005,67.189652
13,"Corn",2005,0.162004
14,"Corn",2005,76.7468
1,"Cotton_Total",2005,50.24988
2,"Cotton_Total",2005,0
3,"Cotton_Total",2005,10.38288
4,"Cotton_Total",2005,0
5,"Cotton_Total",2005,2.468456
6,"Cotton_Total",2005,26.199458
7,"Cotton_Total",2005,55.6363
8,"Cotton_Total",2005,4.134034
9,"Cotton_Total",2005,49.572038
10,"Cotton_Total",2005,19.036426
11,"Cotton_Total",2005,34.794238
12,"Cotton_Total",2005,0.026738
13,"Cotton_Total",2005,0
14,"Cotton_Total",2005,87.2272
1,"FiberCrop",2005,0
2,"FiberCrop",2005,0.3537
3,"FiberCrop",2005,1.229456
4,"FiberCrop",2005,0
5,"FiberCrop",2005,0.062
6,"FiberCrop",2005,2.083622
7,"FiberCrop",2005,3.453886
8,"FiberCrop",2005,0
9,"FiberCrop",2005,3.987654
10,"FiberCrop",2005,4.16191
11,"FiberCrop",2005,6.251462
12,"FiberCrop",2005,0.097556
13,"FiberCrop",2005,0.000232
14,"FiberCrop",2005,9.4574
1,"FodderGrass",2005,68.787936
2,"FodderGrass",2005,0
3,"FodderGrass",2005,77.551978
4,"FodderGrass",2005,2.7788
5,"FodderGrass",2005,6.0354
6,"FodderGrass",2005,22.4236
7,"FodderGrass",2005,20.9564
8,"FodderGrass",2005,5.973238
9,"FodderGrass",2005,10.994
10,"FodderGrass",2005,62.193028
11,"FodderGrass",2005,4.701224
12,"FodderGrass",2005,11.695458
13,"FodderGrass",2005,0.138
14,"FodderGrass",2005,90
1,"FodderHerb",2005,126.3814
2,"FodderHerb",2005,2.2666
3,"FodderHerb",2005,105.667446
4,"FodderHerb",2005,0.927564
5,"FodderHerb",2005,4.516426
6,"FodderHerb",2005,45.98483
7,"FodderHerb",2005,0.26446
8,"FodderHerb",2005,8.586292
9,"FodderHerb",2005,15.394878
10,"FodderHerb",2005,33.071544
11,"FodderHerb",2005,0
12,"FodderHerb",2005,41.202332
13,"FodderHerb",2005,0
14,"FodderHerb",2005,0
1,"MiscCrop",2005,38.431732
2,"MiscCrop",2005,23.349282
3,"MiscCrop",2005,137.261882
4,"MiscCrop",2005,7.584912
5,"MiscCrop",2005,21.54309
6,"MiscCrop",2005,62.195376
7,"MiscCrop",2005,420.33018
8,"MiscCrop",2005,61.084182
9,"MiscCrop",2005,473.785402
10,"MiscCrop",2005,264.323338
11,"MiscCrop",2005,207.95008
12,"MiscCrop",2005,35.593478
13,"MiscCrop",2005,5.779584
14,"MiscCrop",2005,383.301338
1,"OilCrop",2005,310.158552
2,"OilCrop",2005,73.7434
3,"OilCrop",2005,117.645112
4,"OilCrop",2005,1.504098
5,"OilCrop",2005,13.128776
6,"OilCrop",2005,124.789112
7,"OilCrop",2005,239.21292
8,"OilCrop",2005,12.891184
9,"OilCrop",2005,198.867148
10,"OilCrop",2005,425.806808
11,"OilCrop",2005,63.17849
12,"OilCrop",2005,43.505508
13,"OilCrop",2005,1.5096
14,"OilCrop",2005,261.4774
1,"OtherGrain",2005,51.890346
2,"OtherGrain",2005,57.735
3,"OtherGrain",2005,185.729128
4,"OtherGrain",2005,1.029298
5,"OtherGrain",2005,67.806042
6,"OtherGrain",2005,276.650682
7,"OtherGrain",2005,40.31819
8,"OtherGrain",2005,48.192422
9,"OtherGrain",2005,550.688722
10,"OtherGrain",2005,59.967716
11,"OtherGrain",2005,19.854284
12,"OtherGrain",2005,86.390452
13,"OtherGrain",2005,0.696746
14,"OtherGrain",2005,218.194
1,"PalmFruit",2005,0.003754
2,"PalmFruit",2005,0
3,"PalmFruit",2005,0.005
4,"PalmFruit",2005,0
5,"PalmFruit",2005,0.08594
6,"PalmFruit",2005,0
7,"PalmFruit",2005,2.195752
8,"PalmFruit",2005,0
9,"PalmFruit",2005,50.827076
10,"PalmFruit",2005,12.64087
11,"PalmFruit",2005,151.661722
12,"PalmFruit",2005,0
13,"PalmFruit",2005,0
14,"PalmFruit",2005,19.3546
1,"Rice",2005,12.347096
2,"Rice",2005,0
3,"Rice",2005,4.894232
4,"Rice",2005,16.866
5,"Rice",2005,0.564898
6,"Rice",2005,3.950312
7,"Rice",2005,388.833312
8,"Rice",2005,7.151626
9,"Rice",2005,87.580108
10,"Rice",2005,60.81065
11,"Rice",2005,507.182196
12,"Rice",2005,0.143438
13,"Rice",2005,9.80477
14,"Rice",2005,431.478
1,"Root_Tuber",2005,5.034818
2,"Root_Tuber",2005,1.651966
3,"Root_Tuber",2005,14.048252
4,"Root_Tuber",2005,1.5512
5,"Root_Tuber",2005,0.505954
6,"Root_Tuber",2005,56.720152
7,"Root_Tuber",2005,102.37081
8,"Root_Tuber",2005,3.239202
9,"Root_Tuber",2005,229.606774
10,"Root_Tuber",2005,43.132648
11,"Root_Tuber",2005,41.23473
12,"Root_Tuber",2005,12.212948
13,"Root_Tuber",2005,0.416272
14,"Root_Tuber",2005,18.9468
1,"SugarCrop",2005,8.96591
2,"SugarCrop",2005,0.137
3,"SugarCrop",2005,19.392006
4,"SugarCrop",2005,0.8994
5,"SugarCrop",2005,4.306452
6,"SugarCrop",2005,17.581502
7,"SugarCrop",2005,19.432912
8,"SugarCrop",2005,2.62087
9,"SugarCrop",2005,16.491186
10,"SugarCrop",2005,92.026058
11,"SugarCrop",2005,34.123214
12,"SugarCrop",2005,5.603502
13,"SugarCrop",2005,0
14,"SugarCrop",2005,42.9426
1,"Wheat",2005,203.10178
2,"Wheat",2005,94.6506
3,"Wheat",2005,262.95478
4,"Wheat",2005,2.1326
5,"Wheat",2005,126.996942
6,"Wheat",2005,450.193026
7,"Wheat",2005,229.769552
8,"Wheat",2005,110.18001
9,"Wheat",2005,98.171732
10,"Wheat",2005,96.986338
11,"Wheat",2005,119.577916
12,"Wheat",2005,85.446546
13,"Wheat",2005,0.026268
14,"Wheat",2005,265.3028
