"GCAM_region_ID","GCAM_commodity","AEZ1","AEZ2","AEZ3","AEZ4","AEZ5","AEZ6","AEZ7","AEZ8","AEZ9","AEZ10","AEZ11","AEZ12","AEZ13","AEZ14","AEZ15","AEZ16","AEZ17","AEZ18"
13,"FiberCrop",0,0,0,0,0,0,0,0,0,0.00016,0,0,0,0,0,0,0,0
14,"FiberCrop",0,0,0.59574,5.95436,2.23226,0.26514,0,0,0.03805,0.00034,0.07632,0.04032,0,0,0,0,0,0
1,"FodderGrass",0,0,0,0,0,0,0.40273,0.15902,0.03977,0.14665,0.02713,0.04696,0,0,0,0,0,0
2,"FodderGrass",0,0,0,0,0,0,0,0,0,0.00025,0,0,0,0,0,0,0,0
3,"FodderGrass",0,0,0,0,0,0,0,0.40392,0.19176,11.34263,7.93547,1.28295,0,0.02877,0.21888,0.05845,0,0
4,"FodderGrass",0,0,0,0,0,0,0,0,0.00701,0.07692,0.05936,0.03782,0,0,0.00355,0,0,0
5,"FodderGrass",0,0,0,0,0,0.00097,0,0,0,0.00897,0.20629,0.33968,0,0,1e-04,0.00685,0,0
6,"FodderGrass",0,0,0,0,0,0,0.54213,5.72861,5.33992,3.37173,0.04415,0.05958,0.77991,1.64233,2.5434,0.05087,0,0
7,"FodderGrass",0,0,0,0.02756,0.0618,1.19074,1.42046,1.61106,0.75488,1.00014,2.28171,10.68715,0.41252,0.12459,0.06731,0.15752,0.00494,0
8,"FodderGrass",1.28474,0,0,0,0,0,1.97145,1.81949,0.2959,0,0,0,0,0,0,0,0,0
9,"FodderGrass",0.15086,0.61508,0.24336,0.33087,0.03406,0,0.13698,0.96752,3.81541,4.60382,0,0,0,0,0,0,0,0
10,"FodderGrass",0.05301,0.00402,0.48552,0.67965,0.19404,0.65908,0.51822,0.76255,1.29192,2.1766,1.44379,22.62025,0,8e-05,0,0,0,0
11,"FodderGrass",0.048,0,0.03879,0.82547,0.2997,0.76377,0.0788,0.0548,0.00211,0.07816,0.10048,0.04346,0.0017,0.00334,0,0.00117,0,0
12,"FodderGrass",0,0,0,0,0,0,0,0.00338,0,0.23482,0.01233,0,0,0,0.00054,0,0,0
13,"FodderGrass",0,0,0,0,0,0,0,0,0,0.11501,0.28624,0,0,0,0,0,0,0
14,"FodderGrass",1.29716,6.39362,38.10369,15.92598,3.12889,0.81169,3.19963,8.76224,6.77602,0.69786,0.45964,0.27536,0.00483,0.00546,0.03751,0.01447,0,0
1,"FodderHerb",0,0,0,0,0,0,26.20579,29.01383,8.56255,45.31373,13.01419,0.79248,1.60716,0.53599,0.03904,0.0015,0,0
2,"FodderHerb",0,0,0,0,0,0,4.99831,3.94222,11.48476,12.72764,0.02267,0,1.58004,1.15357,12.40383,0.88084,0,0
3,"FodderHerb",0,0,0,0.00169,0,0,0.00338,1.05084,2.77565,26.17236,24.81613,3.4153,0.00049,0.10935,0.39688,0.12242,0,0
4,"FodderHerb",0,0,0,0,0,0,0,0,0.03105,0.39374,0.31754,0.22226,0,0,0.01671,0,0,0
5,"FodderHerb",0,0.00032,0,9e-05,0,9e-04,0.25091,0.2424,0.35237,0.12669,0.2681,0.45327,0,0,9e-05,0.00684,9e-05,0
6,"FodderHerb",0,0,0,0,0,0,2.18795,17.42636,15.99075,19.19735,0.05332,0,1.93769,2.72557,5.44164,0.03632,0,0
7,"FodderHerb",0,0,0,0.00319,0.00614,0.01275,0.00126,0.00701,0.00845,0.02669,0,0.01523,0.00301,0.00356,0.00483,0,0,0
8,"FodderHerb",0.95449,0.00157,0.01035,0,0,0,2.39143,3.48549,0.64237,0.01356,0,0,0,0,0,0,0,0
9,"FodderHerb",8.46239,0.75796,0.02755,0.03423,0.02978,0.09135,3.03807,0.29485,0.27033,0.27814,0.0944,0,0,0,0,0,0,0
10,"FodderHerb",0.17144,0.02308,0.08188,0.26158,0.06342,0.31275,1.28862,4.3214,5.61246,7.72769,5.17955,3.35918,0.04852,0.09775,0.09551,0.09503,0,0
11,"FodderHerb",0,0,0,0,0,0,0.03287,0.0384,0,0,0,0,0.00012,0.00036,0,0,0,0
12,"FodderHerb",0,0,0,0,0,0,0,0.5008,3.56716,16.29627,3.49803,0.06459,0,0,0.09995,0.08094,0,0
13,"FodderHerb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"FodderHerb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"MiscCrop",0,0,0,0,0,0,4.68955,6.52295,7.04919,9.28853,2.85228,4.15779,0.10877,0.02045,0.00759,0.00166,0,0
2,"MiscCrop",0,0,0,0,0,0,7.23905,3.19196,1.98535,1.92368,0.04537,0,2.40354,0.90618,2.70358,0.06685,0,0
3,"MiscCrop",0,0,0,0.01029,0,0,0.04229,13.74037,34.19044,37.57346,31.79867,3.92419,0.00017,0.34426,0.78517,0.22479,0,0
4,"MiscCrop",0,0,0,0,0,0,0,0,0.218,2.54339,2.01056,1.29458,0,0,0.11615,0,0,0
5,"MiscCrop",0.03258,0.28455,0.01398,0.04119,0.00032,0.00114,1.13895,6.54562,3.9917,0.93839,0.61923,0.84016,0,0,0,0.00952,0.00062,0
6,"MiscCrop",0,0,0,0,0,0,2.56852,11.53787,11.88113,16.05344,0.25321,0.4036,0.67493,1.19958,1.42927,0.28704,0,0
7,"MiscCrop",0,0,0,0.5807,13.74303,26.0306,3.26341,38.41161,54.16631,36.95597,47.21845,105.83373,0.63206,0.30445,1.35246,0.34012,0.01645,0
8,"MiscCrop",5.43431,0.02629,0.16713,0,0,0,10.184,19.45614,6.7749,2.37021,0,0,0,0,0,0,0,0
9,"MiscCrop",25.38628,43.00853,28.12754,71.88075,97.04302,55.77276,4.13779,3.26075,10.26687,12.2863,2.12324,0.24959,0,0,0,0,0,0
10,"MiscCrop",1.86228,4.46209,20.67558,30.27222,53.81872,60.22014,9.51551,8.76585,6.00498,6.3942,2.24154,25.38042,0.27771,0.28135,0.24567,0.2763,0.00016,0
11,"MiscCrop",2.95896,0,0.21565,25.07538,41.10667,54.42901,13.69282,2.09473,1.33708,3.5294,4.79584,2.59889,0.01591,0.05368,0.05073,0.04231,0,0
12,"MiscCrop",0,0,0,0,0,0,0,0.65831,6.60522,18.42269,4.60507,0.09486,0,0,0.0476,0.05233,0,0
13,"MiscCrop",0,0,0,0,0,0,0,0,0,1.71788,4.51954,0,0,0,0,0,0,0
14,"MiscCrop",4.03369,17.09282,157.14208,62.42366,18.10953,3.78661,10.20146,28.46923,34.25995,2.18754,1.71361,1.08306,0.01312,0.00697,0.07806,0.02941,0,0
1,"OilCrop",0,0,0,0,0,0,5.5288,30.24944,33.48827,127.35413,100.63835,28.17782,0.12983,0.00309,0.0013,0,0,0
2,"OilCrop",0,0,0,0,0,0,8.74699,10.46172,15.79415,12.86127,0,0,3.27504,2.79103,16.35252,0.6127,0,0
3,"OilCrop",0,0,0,0.08291,0,0,0.01041,4.50228,20.96687,52.44408,27.80313,2.84945,9e-05,0.1078,0.70411,0.27896,0,0
4,"OilCrop",0,0,0,0,0,0,0,0,0.02494,0.4547,0.49498,0.3991,0,0,0.01336,0,0,0
5,"OilCrop",0.00076,0.00767,0.00275,0.08019,0,1e-04,1.49309,1.93006,3.73132,1.49861,0.62279,0.48724,0,0,0,8e-05,0,0
6,"OilCrop",0,0,0,0,0,0,2.46468,39.58318,23.65737,11.76738,0.26398,0.07531,2.64637,2.72217,1.16101,0.08501,0,0
7,"OilCrop",0,0,0,0.1152,2.50031,7.03544,3.49235,32.90615,33.40335,24.2803,47.91756,82.15139,1.30531,0.96519,2.60021,0.61979,0.0322,0
8,"OilCrop",0.35044,0.02934,0.15491,0,0,0,0.90579,2.81295,2.73246,1.72068,0,0,0,0,0,0,0,0
9,"OilCrop",6.93818,29.32624,30.94126,29.50006,19.69028,4.93846,2.46043,4.09541,9.61129,9.75123,0.55414,0.04686,0,0,0,0,0,0
10,"OilCrop",0.32349,0.53205,2.33052,14.43369,60.39904,18.10192,0.53279,7.25011,15.33792,31.56778,28.39435,110.84145,7e-05,0.00017,0,0.00016,0,0
11,"OilCrop",0.64771,0,0.07688,12.24125,23.33291,13.68119,3.76143,0.55309,0.36963,1.13646,2.69512,1.24595,0.00118,0.01201,0.02655,0.02581,0,0
12,"OilCrop",0,0,0,0,0,0,0,1.80706,9.54448,20.55218,3.49476,0.05704,0,0,0.03035,0.0289,0,0
13,"OilCrop",0,0,0,0,0,0,0,0,0,0.47523,1.17303,0,0,0,0,0,0,0
14,"OilCrop",1.37762,36.9605,98.97163,26.51287,4.85735,1.59754,5.43223,29.06101,29.43654,1.02617,0.37301,0.28533,0.00397,0.00217,0.03986,0.00426,0,0
1,"OtherGrain",0,0,0,0,0,0,20.8978,15.3092,7.89086,13.59799,5.55795,1.69625,0.49405,0.38165,0.02286,0,0,0
2,"OtherGrain",0,0,0,0,0,0,9.207,10.02217,12.85776,5.38632,0.00271,0,3.50607,2.67159,16.54874,0.65601,0,0
3,"OtherGrain",0,0,0,0.00907,0,0,0.10557,19.83469,43.3747,81.414,31.6324,6.15864,0.00061,0.47151,8.98792,1.55513,0,0
4,"OtherGrain",0,0,0,0,0,0,0,0,0.02958,0.35885,0.28769,0.19917,0,0,0.01578,0,0,0
5,"OtherGrain",0.01492,0.10478,0.01797,0.1429,0.00033,0.00257,6.60945,10.97896,12.23373,3.59843,1.54877,2.61966,0,0,0.00014,0.01083,0.00177,0
6,"OtherGrain",0,0,0,0,0,0,9.58876,71.7955,69.86185,88.71048,0.20165,0.07087,20.32576,16.21081,22.14954,0.46134,0,0
7,"OtherGrain",0,0,0,0.00816,0.01769,0.45677,1.0239,22.01781,13.27419,4.31214,4.3709,4.24432,0.24138,0.21051,0.46276,0.17835,0.01013,0
8,"OtherGrain",6.06012,0.00926,0.01935,0,0,0,5.35328,14.48564,7.34447,3.09084,0,0,0,0,0,0,0,0
9,"OtherGrain",30.17776,136.69591,80.4052,48.99894,23.03986,4.59199,3.32755,10.22068,17.53797,10.93813,2.73473,0.58607,0,0,0,0,0,0
10,"OtherGrain",0.11399,0.98715,2.70689,4.62252,6.57705,3.38897,9.22067,2.89997,8.11011,5.52961,3.48726,8.85094,0.07035,0.16555,0.30609,0.19292,0,0
11,"OtherGrain",1.6956,0,0.03415,1.70012,2.68059,0.14427,5.48567,1.73503,0.48012,1.41784,1.33587,0.92521,0.1416,0.11002,0.04332,0.03729,0,0
12,"OtherGrain",0,0,0,0,0,0,0,0.79356,6.105,78.97057,3.80312,0.04893,0,0,0.12852,0.11298,0,0
13,"OtherGrain",0,0,0,0,0,0,0,0,0,0.22426,0.54779,0,0,0,0,0,0,0
14,"OtherGrain",10.8896,16.11667,111.23174,18.78651,2.16842,0.46085,10.7878,43.91855,9.69257,1.10055,1.38652,0.12219,0.0034,0.02458,0.05095,0.07962,0,0
1,"PalmFruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"PalmFruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"PalmFruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"PalmFruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"PalmFruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"PalmFruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"PalmFruit",0,0,0,0.05053,0.94839,0.70284,0,0,0,0,0.00202,0.09612,0,0,0,0,0,0
8,"PalmFruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,"PalmFruit",0.01282,0.11995,0.77636,6.53383,25.95347,6.16879,0,0,0.02414,0.03529,0.00031,0,0,0,0,0,0,0
10,"PalmFruit",0.01465,0.10365,0.79525,1.94662,2.77637,3.8444,0.00037,0.02109,0.03012,0.06748,0.13208,0.21189,0.00011,0.00105,0.00012,0,0,0
11,"PalmFruit",0,0,0.10327,7.20962,11.7578,117.64385,0,0,0,0.01588,0.01544,0.01955,0,0,0,0,0,0
12,"PalmFruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,"PalmFruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"PalmFruit",0,0.68238,3.88553,5.38875,8.95258,0.08379,0,0,0.00056,0,0.01295,0.00758,0,0,0,0,0,0
1,"Rice",0,0,0,0,0,0,0,0.0051,0.33798,2.42411,5.94677,4.61147,0,0.00079,0,0,0,0
2,"Rice",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Rice",0,0,0,0.00109,0,0,0,0.08685,1.01147,1.19125,2.3372,0.00341,0,0.00892,0.02161,0.00787,0,0
4,"Rice",0,0,0,0,0,0,0,0,0.19914,5.98626,7.91974,4.78879,0,0,0.10847,0,0,0
5,"Rice",0,0,0,0,0,0,0.34078,0.18771,0.34705,0.08354,0.03091,0,0,0,0,0,0,0
6,"Rice",0,0,0,0,0,0,1.56847,1.23478,0.24974,0.23578,0.01063,0,0.02623,0.0479,0.58181,0.00399,0,0
7,"Rice",0,0,0,3.21515,65.26825,48.3936,0.84102,5.65323,10.308,15.19351,58.39889,215.62588,0.05237,0.02227,1.08773,0.24719,0.01253,0
8,"Rice",0.00208,0,0,0,0,0,2.81843,3.31015,0.15187,0,0,0,0,0,0,0,0,0
9,"Rice",7.46524,5.31239,5.84072,15.57988,20.56167,12.21167,0.03409,0,0.01589,0.20696,0.0438,0,0,0,0,0,0,0
10,"Rice",0.45207,0.36898,1.69201,7.95141,16.55888,11.68102,0.26078,0.61151,0.6072,0.65877,0.58721,15.52255,0.09103,0.23533,0.25313,0.23111,0,0
11,"Rice",3.52687,0,0.83633,152.36945,184.98461,132.76211,14.0469,3.25076,1.06355,5.73818,10.38443,3.97416,0.14581,0.15351,0.18604,0.0712,0,0
12,"Rice",0,0,0,0,0,0,0,0.00516,0.07236,0.02599,0,0,0,0,0,0,0,0
13,"Rice",0,0,0,0,0,0,0,0,0,3.15916,7.49946,0,0,0,0,0,0,0
14,"Rice",0.1795,6.31233,169.97082,165.88553,32.22094,12.71195,1.95415,23.42925,19.74765,3.49928,3.71473,2.36079,0.00664,0.02831,0.10592,0.05447,0,0
1,"Root_Tuber",0,0,0,0,0,0,2.20958,0.88893,0.62563,0.92829,0.21233,0.5192,0.02423,0.01237,0.00425,0.00143,0,0
2,"Root_Tuber",0,0,0,0,0,0,0.1857,0.05596,0.66088,0.63454,0.03076,0,0.00696,0,0.0998,0.00516,0,0
3,"Root_Tuber",0,0,0,0.00038,0,0,0.00088,1.00448,1.2811,5.23378,6.0814,0.65737,9e-05,0.0399,0.3382,0.10079,0,0
4,"Root_Tuber",0,0,0,0,0,0,0,0,0.03648,0.45935,0.46667,0.5663,0,0,0.01965,0,0,0
5,"Root_Tuber",0,0,0,0,0,0,0.01044,0.0043,0.01317,0.00249,0.08475,0.09873,0,0,0,0.00141,0.00068,0
6,"Root_Tuber",0,0,0,0,0,0,0.96339,7.08339,12.56868,31.78315,0.07164,0.06283,1.51043,1.94097,4.91283,0.12702,0,0
7,"Root_Tuber",0,0,0,0.15241,2.75168,8.22581,1.18836,12.69135,10.45406,11.49926,22.02682,40.53852,0.10445,0.26615,0.47339,0.44824,0.01495,0
8,"Root_Tuber",0.1801,0.00232,0.0147,0,0,0,0.84792,1.14819,0.327,0.13259,0,0,0,0,0,0,0,0
9,"Root_Tuber",1.61529,3.94801,6.659,38.19297,81.47205,35.38753,0.41182,0.61014,1.71742,2.29167,0.96291,0.06665,0,0,0,0,0,0
10,"Root_Tuber",0.34671,0.30448,1.5358,5.1143,7.7125,10.25388,0.53995,1.17758,1.24503,0.72003,0.69393,5.8275,0.14227,0.27078,0.46754,0.35509,0,0
11,"Root_Tuber",0.00053,0,0.04404,11.61748,8.52494,14.59319,0.93601,1.74803,0.08951,0.45458,0.58439,0.37675,0.24085,0.11068,0.01236,0.01036,0,0
12,"Root_Tuber",0,0,0,0,0,0,0,0.04872,0.64916,16.0641,1.51325,0.04834,0,0,0.04701,0.09975,0,0
13,"Root_Tuber",0,0,0,0,0,0,0,0,0,0.10493,0.27721,0,0,0,0,0,0,0
14,"Root_Tuber",0.02049,0.31858,4.50256,4.84636,2.20299,0.45862,0.16223,1.09757,1.25066,0.13789,0.26831,0.16251,0.00144,0.00074,0.00273,0.00378,0,0
1,"SugarCrop",0,0,0,0,0,0,1.67207,0.65468,2.21995,2.35906,0.251,2.87389,0.08169,0.01227,0,0,0,0
2,"SugarCrop",0,0,0,0,0,0,0,0,0.08942,0.0252,0,0,0,0,0,0,0,0
3,"SugarCrop",0,0,0,0.00125,0,0,0.01412,2.36514,2.34216,7.45364,9.24614,0.49485,0.00018,0.04498,0.30177,0.01882,0,0
4,"SugarCrop",0,0,0,0,0,0,0,0,0.02158,0.27033,0.22737,0.26883,0,0,0.0117,0,0,0
5,"SugarCrop",0.01249,0.33831,0.49395,0.2474,0.00934,0.02585,0.48866,0.2248,0.23662,0.68056,0.20671,0.30193,0,0,0,0,0,0
6,"SugarCrop",0,0,0,0,0,0,0.17867,2.25804,6.0522,8.9153,0.04664,0,0.12477,0.22788,0.11576,0.01418,0,0
7,"SugarCrop",0,0,0,0.16795,2.07012,6.558,0.7161,1.53729,0.69736,0.42227,1.72703,6.45092,0.15141,0.01978,0.19442,0.00553,0,0
8,"SugarCrop",0.00284,0,0,0,0,0,0.74324,1.2297,0.17228,0.08746,0,0,0,0,0,0,0,0
9,"SugarCrop",1.70083,0.57613,0.66502,0.64115,2.42095,3.26284,0.30239,0.07902,0.39764,0.89915,0.4939,0.00039,0,0,0,0,0,0
10,"SugarCrop",0.17102,0.2669,1.13887,8.89148,33.58684,34.579,0.34473,0.30955,1.20835,3.13169,0.30981,2.89334,0.00996,0.03462,0.03615,0.04105,0,0
11,"SugarCrop",1.38841,0,0.14882,8.33188,6.4155,7.1994,5.69797,0.92077,0.62112,1.30839,0.84703,0.41816,0.00024,0.01201,0.00362,0.00019,0,0
12,"SugarCrop",0,0,0,0,0,0,0,0.02543,0.14179,6.10905,0.52787,0.0167,0,0,0.01018,0.00601,0,0
13,"SugarCrop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"SugarCrop",0.0724,0.28258,22.18322,8.15276,0.609,0.2247,0.10216,3.12907,7.1278,0.49672,0.17927,0.02297,0.00045,8e-05,0,0,0,0
1,"Wheat",0,0,0,0,0,0,78.35411,63.35789,25.33274,27.46357,18.53686,6.54241,5.30178,0.55583,0.05615,0.00084,0,0
2,"Wheat",0,0,0,0,0,0,30.20273,19.00854,19.0499,5.62886,0.00388,0,10.05709,4.41356,18.03101,0.68738,0,0
3,"Wheat",0,0,0,0.02597,0,0,0.14829,40.88073,49.98785,92.97418,64.63771,9.03105,0.00122,0.58266,1.88236,0.58602,0,0
4,"Wheat",0,0,0,0,0,0,0,0,0.1533,1.02567,0.32082,0.35553,0,0,0.08344,0,0,0
5,"Wheat",0.06633,0.70251,0,0.08852,0,0.001,12.56211,31.92195,22.48381,5.9447,2.34053,4.19988,0,0,0.00011,0.00711,7e-05,0
6,"Wheat",0,0,0,0,0,0,26.39525,103.50221,64.69271,60.78941,0.55368,0.2222,87.46191,26.54904,29.58065,0.39431,0,0
7,"Wheat",0,0,0,0,0.01024,0.31539,11.32051,32.26512,68.55505,40.21178,69.46525,39.39014,2.3214,2.96504,2.4729,0.95019,0.05838,0
8,"Wheat",1.69253,0.02037,0.11375,0,0,0,16.95668,45.72371,12.93765,4.41552,0,0,0,0,0,0,0,0
9,"Wheat",7.87452,3.5752,3.08867,4.70886,2.66683,0.42831,4.34139,6.71015,23.73431,22.56764,1.00139,0.25137,0,0,0,0,0,0
10,"Wheat",2.88163,1.16206,0.25371,0.37758,0.57684,4.59446,2.12444,4.80045,10.22148,15.13933,17.86008,34.19103,0.13056,0.20547,0.13331,0.12734,0.00285,0
11,"Wheat",5.78597,0,0.51329,5.86276,7.10469,0.00192,51.68894,23.10141,5.42436,11.9794,4.83318,2.82314,2.13153,1.07172,0.07343,0.04931,0,0
12,"Wheat",0,0,0,0,0,0,0,1.83735,18.18296,62.63697,8.88257,0.15515,0,0,0.16009,0.16549,0,0
13,"Wheat",0,0,0,0,0,0,0,0,0,0.00073,0,0,0,0,0,0,0,0
14,"Wheat",0.64617,8.13267,106.76849,21.81163,1.71669,0.18039,8.67666,59.96665,44.93252,5.24608,3.32166,0.37117,0.01424,0.04104,0.08377,0.10377,0,0
