# UC Davis transportation database,,,,,,,,,,,,,,
UCD_region,UCD_sector,mode,size.class,UCD_technology,UCD_fuel,variable,unit,2005,2020,2035,2050,2065,2080,2095
Canada,Passenger,LDV_4W,Van,All,All,annual travel per vehicle,vkt/veh/yr,16800,,,,,,
Canada,Passenger,LDV_4W,Light Truck and SUV,All,All,annual travel per vehicle,vkt/veh/yr,17480,,,,,,
China,Passenger,LDV_2W,Motorcycle (50-250cc),All,All,annual travel per vehicle,vkt/veh/yr,9145.299145,,,,,,
China,Passenger,LDV_3W,Three-Wheeler,All,All,annual travel per vehicle,vkt/veh/yr,21931.90275,,,,,,
China,Passenger,LDV_4W,Mini Car,All,All,annual travel per vehicle,vkt/veh/yr,21931.90275,,,,,,
China,Passenger,LDV_4W,Subcompact Car,All,All,annual travel per vehicle,vkt/veh/yr,21632.1608,,,,,,
China,Passenger,LDV_4W,Compact Car,All,All,annual travel per vehicle,vkt/veh/yr,19485.70392,,,,,,
China,Passenger,LDV_4W,Large Car and SUV,All,All,annual travel per vehicle,vkt/veh/yr,19650,,,,,,
Eastern Europe,Passenger,LDV_2W,Moped,All,All,annual travel per vehicle,vkt/veh/yr,9689.731375,,,,,,
Eastern Europe,Passenger,LDV_2W,Motorcycle (50-250cc),All,All,annual travel per vehicle,vkt/veh/yr,9689.731375,,,,,,
Eastern Europe,Passenger,LDV_2W,Motorcycle (>250cc),All,All,annual travel per vehicle,vkt/veh/yr,9689.731375,,,,,,
Eastern Europe,Passenger,LDV_4W,Subcompact Car,All,All,annual travel per vehicle,vkt/veh/yr,8961.852093,,,,,,
Eastern Europe,Passenger,LDV_4W,Compact Car,All,All,annual travel per vehicle,vkt/veh/yr,8961.852093,,,,,,
Eastern Europe,Passenger,LDV_4W,Van,All,All,annual travel per vehicle,vkt/veh/yr,8961.852093,,,,,,
Eastern Europe,Passenger,LDV_4W,Large Car and SUV,All,All,annual travel per vehicle,vkt/veh/yr,8961.852093,,,,,,
Former Soviet Union,Passenger,LDV_2W,Moped,All,All,annual travel per vehicle,vkt/veh/yr,7828.784538,,,,,,
Former Soviet Union,Passenger,LDV_2W,Motorcycle (50-250cc),All,All,annual travel per vehicle,vkt/veh/yr,7828.784538,,,,,,
Former Soviet Union,Passenger,LDV_2W,Motorcycle (>250cc),All,All,annual travel per vehicle,vkt/veh/yr,7828.784538,,,,,,
Former Soviet Union,Passenger,LDV_4W,Subcompact Car,All,All,annual travel per vehicle,vkt/veh/yr,11481.88433,,,,,,
Former Soviet Union,Passenger,LDV_4W,Compact Car,All,All,annual travel per vehicle,vkt/veh/yr,11481.88433,,,,,,
Former Soviet Union,Passenger,LDV_4W,Midsize Car,All,All,annual travel per vehicle,vkt/veh/yr,11481.88433,,,,,,
Former Soviet Union,Passenger,LDV_4W,Large Car and SUV,All,All,annual travel per vehicle,vkt/veh/yr,11481.88433,,,,,,
India,Passenger,LDV_2W,Moped,All,All,annual travel per vehicle,vkt/veh/yr,8478.317463,,,,,,
India,Passenger,LDV_2W,Scooter,All,All,annual travel per vehicle,vkt/veh/yr,8478.317463,,,,,,
India,Passenger,LDV_2W,Motorcycle (50-250cc),All,All,annual travel per vehicle,vkt/veh/yr,8478.317463,,,,,,
India,Passenger,LDV_3W,Three-Wheeler,All,All,annual travel per vehicle,vkt/veh/yr,8478.317463,,,,,,
India,Passenger,LDV_4W,Mini Car,All,All,annual travel per vehicle,vkt/veh/yr,10390.53113,,,,,,
India,Passenger,LDV_4W,Subcompact Car,All,All,annual travel per vehicle,vkt/veh/yr,10392.03251,,,,,,
India,Passenger,LDV_4W,Compact Car,All,All,annual travel per vehicle,vkt/veh/yr,10401.28314,,,,,,
India,Passenger,LDV_4W,Multipurpose Vehicle,All,All,annual travel per vehicle,vkt/veh/yr,9466.194222,,,,,,
Japan,Passenger,LDV_2W,Moped,All,All,annual travel per vehicle,vkt/veh/yr,3673.944973,,,,,,
Japan,Passenger,LDV_2W,Motorcycle (50-250cc),All,All,annual travel per vehicle,vkt/veh/yr,3673.944973,,,,,,
Japan,Passenger,LDV_2W,Motorcycle (>250cc),All,All,annual travel per vehicle,vkt/veh/yr,3673.944973,,,,,,
Japan,Passenger,LDV_4W,Mini Car,All,All,annual travel per vehicle,vkt/veh/yr,9424.19295,,,,,,
Japan,Passenger,LDV_4W,Subcompact Car,All,All,annual travel per vehicle,vkt/veh/yr,9164.312236,,,,,,
Japan,Passenger,LDV_4W,Compact Car,All,All,annual travel per vehicle,vkt/veh/yr,10925.42587,,,,,,
Japan,Passenger,LDV_4W,Large Car and SUV,All,All,annual travel per vehicle,vkt/veh/yr,8710.49556,,,,,,
Korea,Passenger,LDV_2W,Motorcycle (50-250cc),All,All,annual travel per vehicle,vkt/veh/yr,3673.944973,,,,,,
Korea,Passenger,LDV_4W,Subcompact Car,All,All,annual travel per vehicle,vkt/veh/yr,15353.20863,,,,,,
Korea,Passenger,LDV_4W,Compact Car,All,All,annual travel per vehicle,vkt/veh/yr,15353.20863,,,,,,
Korea,Passenger,LDV_4W,Large Car,All,All,annual travel per vehicle,vkt/veh/yr,15353.20863,,,,,,
Korea,Passenger,LDV_4W,Light Truck and SUV,All,All,annual travel per vehicle,vkt/veh/yr,15353.20863,,,,,,
Latin America,Passenger,LDV_2W,Moped,All,All,annual travel per vehicle,vkt/veh/yr,4500,,,,,,
Latin America,Passenger,LDV_2W,Motorcycle (50-250cc),All,All,annual travel per vehicle,vkt/veh/yr,6000,,,,,,
Latin America,Passenger,LDV_2W,Motorcycle (>250cc),All,All,annual travel per vehicle,vkt/veh/yr,6000,,,,,,
Latin America,Passenger,LDV_4W,Mini Car,All,All,annual travel per vehicle,vkt/veh/yr,14000,,,,,,
Latin America,Passenger,LDV_4W,Subcompact Car,All,All,annual travel per vehicle,vkt/veh/yr,14000,,,,,,
Latin America,Passenger,LDV_4W,Compact Car,All,All,annual travel per vehicle,vkt/veh/yr,14000,,,,,,
Latin America,Passenger,LDV_4W,Large Car and SUV,All,All,annual travel per vehicle,vkt/veh/yr,14000,,,,,,
Middle East,Passenger,LDV_2W,Motorcycle (50-250cc),All,All,annual travel per vehicle,vkt/veh/yr,5000,,,,,,
Middle East,Passenger,LDV_4W,Mini Car,All,All,annual travel per vehicle,vkt/veh/yr,10000,,,,,,
Middle East,Passenger,LDV_4W,Subcompact Car,All,All,annual travel per vehicle,vkt/veh/yr,14000,,,,,,
Middle East,Passenger,LDV_4W,Compact Car,All,All,annual travel per vehicle,vkt/veh/yr,14000,,,,,,
Middle East,Passenger,LDV_4W,Large Car and SUV,All,All,annual travel per vehicle,vkt/veh/yr,14000,,,,,,
Southeast Asia,Passenger,LDV_2W,Moped,All,All,annual travel per vehicle,vkt/veh/yr,8478.317463,,,,,,
Southeast Asia,Passenger,LDV_2W,Scooter,All,All,annual travel per vehicle,vkt/veh/yr,8478.317463,,,,,,
Southeast Asia,Passenger,LDV_2W,Motorcycle (50-250cc),All,All,annual travel per vehicle,vkt/veh/yr,8478.317463,,,,,,
Southeast Asia,Passenger,LDV_3W,Three-Wheeler,All,All,annual travel per vehicle,vkt/veh/yr,8478.317463,,,,,,
Southeast Asia,Passenger,LDV_4W,Mini Car,All,All,annual travel per vehicle,vkt/veh/yr,10390.53113,,,,,,
Southeast Asia,Passenger,LDV_4W,Subcompact Car,All,All,annual travel per vehicle,vkt/veh/yr,10392.03251,,,,,,
Southeast Asia,Passenger,LDV_4W,Compact Car,All,All,annual travel per vehicle,vkt/veh/yr,10401.28314,,,,,,
Southeast Asia,Passenger,LDV_4W,Multipurpose Vehicle,All,All,annual travel per vehicle,vkt/veh/yr,9466.194222,,,,,,
USA,Passenger,LDV_2W,Motorcycle (>250cc),All,All,annual travel per vehicle,vkt/veh/yr,3437.5,,,,,,
USA,Passenger,LDV_4W,Compact Car,All,All,annual travel per vehicle,vkt/veh/yr,19204.18693,,,,,,
USA,Passenger,LDV_4W,Midsize Car,All,All,annual travel per vehicle,vkt/veh/yr,19204.18693,,,,,,
USA,Passenger,LDV_4W,Large Car,All,All,annual travel per vehicle,vkt/veh/yr,19204.18693,,,,,,
USA,Passenger,LDV_4W,Light Truck and SUV,All,All,annual travel per vehicle,vkt/veh/yr,16586.96724,,,,,,
Western Europe,Passenger,LDV_2W,Moped,All,All,annual travel per vehicle,vkt/veh/yr,3605.803957,,,,,,
Western Europe,Passenger,LDV_2W,Motorcycle (50-250cc),All,All,annual travel per vehicle,vkt/veh/yr,4377.2276,,,,,,
Western Europe,Passenger,LDV_2W,Motorcycle (>250cc),All,All,annual travel per vehicle,vkt/veh/yr,4326.842435,,,,,,
Western Europe,Passenger,LDV_4W,Subcompact Car,All,All,annual travel per vehicle,vkt/veh/yr,11646.01906,,,,,,
Western Europe,Passenger,LDV_4W,Compact Car,All,All,annual travel per vehicle,vkt/veh/yr,11646.01906,,,,,,
Western Europe,Passenger,LDV_4W,Van,All,All,annual travel per vehicle,vkt/veh/yr,11646.01906,,,,,,
Western Europe,Passenger,LDV_4W,Large Car and SUV,All,All,annual travel per vehicle,vkt/veh/yr,11646.01906,,,,,,
Africa,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,5.015472633,4.64869133,4.475969604,4.61214499,4.61214499,4.61214499,4.61214499
Africa,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,8.681002677,8.046161317,7.747206886,7.982905289,7.982905289,7.982905289,7.982905289
Australia_NZ,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.922067367,4.562116788,4.392611732,4.526251066,4.526251066,4.526251066,4.526251066
Australia_NZ,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.011215916,8.352226076,8.041899835,8.286563877,8.286563877,8.286563877,8.286563877
Brazil,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,5.018754063,4.65173279,4.478898058,4.615162539,4.615162539,4.615162539,4.615162539
Brazil,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.375366414,8.689746263,8.366879489,8.621430602,8.621430602,8.621430602,8.621430602
Canada,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,5.046894476,4.749194629,4.642231899,4.783465593,4.783465593,4.783465593,4.783465593
Canada,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.383074634,8.829597659,8.630734917,8.893313478,8.893313478,8.893313478,8.893313478
China,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.922067367,4.562116788,4.392611732,4.526251066,4.526251066,4.526251066,4.526251066
China,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.011215916,8.352226076,8.041899835,8.286563877,8.286563877,8.286563877,8.286563877
Eastern Europe,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.877443842,4.52075658,4.352788258,4.485216017,4.485216017,4.485216017,4.485216017
Eastern Europe,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.032903579,8.37232772,8.061254605,8.30650749,8.30650749,8.30650749,8.30650749
Former Soviet Union,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.877443842,4.52075658,4.352788258,4.485216017,4.485216017,4.485216017,4.485216017
Former Soviet Union,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.032903579,8.37232772,8.061254605,8.30650749,8.30650749,8.30650749,8.30650749
India,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.922067367,4.562116788,4.392611732,4.526251066,4.526251066,4.526251066,4.526251066
India,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.011215916,8.352226076,8.041899835,8.286563877,8.286563877,8.286563877,8.286563877
Japan,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.922067367,4.562116788,4.392611732,4.526251066,4.526251066,4.526251066,4.526251066
Japan,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.011215916,8.352226076,8.041899835,8.286563877,8.286563877,8.286563877,8.286563877
Korea,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.922067367,4.562116788,4.392611732,4.526251066,4.526251066,4.526251066,4.526251066
Korea,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.011215916,8.352226076,8.041899835,8.286563877,8.286563877,8.286563877,8.286563877
Latin America,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.574836955,4.240279321,4.082732108,4.206943769,4.206943769,4.206943769,4.206943769
Latin America,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,8.211157824,7.610676198,7.327902179,7.550843798,7.550843798,7.550843798,7.550843798
Middle East,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,5.555360484,5.149097206,4.957782943,5.108616855,5.108616855,5.108616855,5.108616855
Middle East,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.103906157,8.438137883,8.124619597,8.371800277,8.371800277,8.371800277,8.371800277
Southeast Asia,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.574836955,4.240279321,4.082732108,4.206943769,4.206943769,4.206943769,4.206943769
Southeast Asia,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,8.211157824,7.610676198,7.327902179,7.550843798,7.550843798,7.550843798,7.550843798
USA,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,5.046894476,4.749194629,4.642231899,4.783465593,4.783465593,4.783465593,4.783465593
USA,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.383074634,8.829597659,8.630734917,8.893313478,8.893313478,8.893313478,8.893313478
Western Europe,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.877443842,4.385684368,4.097067391,4.221715184,4.221715184,4.221715184,4.221715184
Western Europe,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.032903579,8.122177375,7.587665977,7.818510562,7.818510562,7.818510562,7.818510562
Africa,Passenger,Bus,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,1.631913972,1.631913972,1.631913972,1.631913972,1.631913972,1.631913972,1.631913972
Africa,Passenger,Bus,All,NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.760917099,1.760917099,1.760917099,1.760917099,1.760917099,1.760917099,1.760917099
Africa,Passenger,HSR,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,58.73850606,58.74001651,48.95126774,48.95251704,48.95376166,48.95500161,48.95623693
Africa,Passenger,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,15.6051413,15.62605211,15.64688465,15.6676392,15.68831605,15.7089155,15.72943784
Africa,Passenger,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,16.36424008,16.36606892,16.3678909,16.36970607,16.37151444,16.37331604,16.3751109
Africa,Passenger,Rail,All,Tech-Adv-Liquid,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,,,12.1263356,12.14242038,12.15844494,12.17440951,12.19031433
Africa,Passenger,Rail,All,Tech-Adv-Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,,,12.68511545,12.6865222,12.68792369,12.68931993,12.69071095
Africa,Freight,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,21.38222358,21.40300143,21.42370149,21.44432407,21.46486945,21.48533792,21.50572977
Africa,Freight,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,15.78744395,15.78883714,15.79022511,15.79160789,15.79298549,15.79435794,15.79572525
Africa,Freight,Rail,All,Tech-Adv-Liquid,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,,20.22330843,20.24286755,20.26235346,20.28176641,20.3011067,20.32037459
Africa,Freight,Rail,All,Tech-Adv-Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,,14.17773131,14.17897765,14.18021933,14.18145636,14.18268876,14.18391655
Africa,Freight,Ship Domestic,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.913738199,0.913738199,0.913738199,0.913738199,0.913738199,0.913738199,0.913738199
Africa,Freight,Ship International,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,22.83811652,22.83811652,22.83811652,22.83811652,22.83811652,22.83811652,22.83811652
Africa,Freight,Truck,Truck (0-2t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.284387325,0.26542817,0.246469015,0.22750986,0.219926198,0.212342536,0.204758874
Africa,Freight,Truck,Truck (0-2t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.374030668,0.34212303,0.311211429,0.281295866,0.271919337,0.262542808,0.253166279
Africa,Freight,Truck,Truck (2-5t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.511897185,0.477770706,0.443644227,0.409517748,0.395867156,0.382216565,0.368565973
Africa,Freight,Truck,Truck (2-5t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.673255202,0.615821454,0.560180573,0.506332558,0.489454806,0.472577054,0.455699302
Africa,Freight,Truck,Truck (5-9t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.570777726,0.532725878,0.49467403,0.456622181,0.441401442,0.426180702,0.410959963
Africa,Freight,Truck,Truck (5-9t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.750695813,0.686655797,0.62461487,0.564573033,0.545753932,0.526934831,0.50811573
Africa,Freight,Truck,Truck (9-16t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.596844795,0.557055142,0.517265489,0.477475836,0.461559975,0.445644114,0.429728252
Africa,Freight,Truck,Truck (9-16t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.784979631,0.718014946,0.653140648,0.590356737,0.570678179,0.550999622,0.531321064
Australia_NZ,Passenger,Bus,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,1.631913972,1.631913972,1.631913972,1.631913972,1.631913972,1.631913972,1.631913972
Australia_NZ,Passenger,Bus,All,NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.760917099,1.760917099,1.760917099,1.760917099,1.760917099,1.760917099,1.760917099
Australia_NZ,Passenger,HSR,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,53.60173612,53.60173612,53.60306448,44.67032322,44.67142191,44.67251649,44.67360698
Australia_NZ,Passenger,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,9.016923272,9.016991459,9.01705939,9.017127066,9.01719449,9.017261661,9.01732858
Australia_NZ,Passenger,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,7.137991791,7.138169354,7.138346252,7.138522488,7.138698064,7.138872983,7.139047247
Australia_NZ,Passenger,Rail,All,Tech-Adv-Liquid,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,,,6.988221027,6.988273476,6.98832573,6.988377787,6.98842965
Australia_NZ,Passenger,Rail,All,Tech-Adv-Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,,,5.532218345,5.532354928,5.532491,5.532626562,5.532761617
Australia_NZ,Freight,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,80.12586551,80.12706768,80.12826534,80.12945852,80.13064724,80.1318315,80.13301133
Australia_NZ,Freight,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,47.62706027,47.62946035,47.63185145,47.63423359,47.63660682,47.63897117,47.64132666
Australia_NZ,Freight,Rail,All,Tech-Adv-Liquid,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,,75.71061513,75.55456052,75.55627635,75.55798576,75.55968877,75.56138541
Australia_NZ,Freight,Rail,All,Tech-Adv-Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,,42.76931134,42.48430282,42.48751684,42.49071883,42.49390883,42.49708689
Australia_NZ,Freight,Ship Domestic,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.913738199,0.913738199,0.913738199,0.913738199,0.913738199,0.913738199,0.913738199
Australia_NZ,Freight,Ship International,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,22.83811652,22.83811652,22.83811652,22.83811652,22.83811652,22.83811652,22.83811652
Australia_NZ,Freight,Truck,Truck (0-1t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,1.021989862,1.021989862,1.021989862,1.021989862,1.021989862,1.021989862,1.021989862
Australia_NZ,Freight,Truck,Truck (0-1t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.344137087,1.317291485,1.290445883,1.263600281,1.263600281,1.263600281,1.263600281
Australia_NZ,Freight,Truck,Truck (1-6t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,1.233990718,1.233990718,1.233990718,1.233990718,1.233990718,1.233990718,1.233990718
Australia_NZ,Freight,Truck,Truck (1-6t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.622963937,1.590549502,1.558135067,1.525720632,1.525720632,1.525720632,1.525720632
Australia_NZ,Freight,Truck,Truck (6-30t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,1.377167181,1.377167181,1.377167181,1.377167181,1.377167181,1.377167181,1.377167181
Australia_NZ,Freight,Truck,Truck (6-30t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.811271864,1.775096474,1.738921084,1.702745693,1.702745693,1.702745693,1.702745693
Brazil,Passenger,Bus,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,1.631913972,1.631913972,1.631913972,1.631913972,1.631913972,1.631913972,1.631913972
Brazil,Passenger,Bus,All,NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.760917099,1.760917099,1.760917099,1.760917099,1.760917099,1.760917099,1.760917099
Brazil,Passenger,HSR,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,187.0522267,187.0522267,187.0560879,155.8832788,155.8864725,155.8896541,155.8928239
Brazil,Passenger,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,157.3042078,157.3055678,157.3069227,157.3082725,157.3096173,157.310957,157.3122918
Brazil,Passenger,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,124.6989006,124.7014845,124.7040586,124.7066231,124.709178,124.7117233,124.7142591
Brazil,Passenger,Rail,All,Tech-Adv-Liquid,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,,,121.9128651,121.9139112,121.9149534,121.9159917,121.9170261
Brazil,Passenger,Rail,All,Tech-Adv-Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,,,96.6456454,96.64763288,96.64961293,96.65158556,96.6535508
Brazil,Freight,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,27.47278669,27.47745025,27.48209635,27.48672506,27.49133644,27.49593056,27.50050748
Brazil,Freight,Rail,All,Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,17.23114789,17.23114789,17.23114789,17.23114789,17.23114789,17.23114789,17.23114789
Brazil,Freight,Rail,All,Tech-Adv-Liquid,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,,25.96294512,25.96733514,25.97170872,25.97606593,25.98040683,25.98473147
Brazil,Freight,Rail,All,Tech-Adv-Electric,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,,15.47286749,15.47286749,15.47286749,15.47286749,15.47286749,15.47286749
Brazil,Freight,Ship Domestic,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.913738199,0.913738199,0.913738199,0.913738199,0.913738199,0.913738199,0.913738199
Brazil,Freight,Ship International,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,22.83811652,22.83811652,22.83811652,22.83811652,22.83811652,22.83811652,22.83811652
Brazil,Freight,Truck,Truck (0-1t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.409517748,0.382216565,0.354915381,0.327614198,0.316693725,0.305773252,0.294852778
Brazil,Freight,Truck,Truck (0-1t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.538604162,0.492657163,0.448144458,0.405066046,0.391563845,0.378061643,0.364559442
Brazil,Freight,Truck,Truck (6-15t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.456622181,0.426180702,0.395739224,0.365297745,0.353121153,0.340944562,0.32876797
Brazil,Freight,Truck,Truck (6-15t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.600556651,0.549324637,0.499691896,0.451658427,0.436603146,0.421547865,0.406492584
Brazil,Freight,Truck,Truck (>15t),Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,0.477475836,0.445644114,0.413812391,0.381980669,0.36924798,0.356515291,0.343782602
Brazil,Freight,Truck,Truck (>15t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.627983704,0.574411957,0.522512518,0.47228539,0.456542544,0.440799697,0.425056851
