; RCP4.5 Emissions, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
; http://tntcat.iiasa.ac.at:8787/RcpDb/dsd?Action=htmlpage&page=download,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;UNITS:,GtC/yr,GtC/yr,MtCH4/yr,MtN2O-N/yr,MtS/yr,GgS/yr,MtCO/yr,Mt/yr,MtN/yr,Mt/yr,kg/yr,kg/yr,Mt/yr,kg/yr,MtN/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr
1782,0.005,0.090751037,9.7389706,0.084039195,0.38885633,388.85633,72.32634,12.847795,1.0530902,0.5402275,540227500,433229500,4.0628238,4062823800,1.1294337,0.010685398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1783,0.005,0.096089334,10.242021,0.088970241,0.4079128,407.9128,76.339972,13.561303,1.1126483,0.56822778,568227780,461229780,4.2853938,4285393800,1.143053,0.010681171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1784,0.005,0.10142763,10.747466,0.093901714,0.42710016,427.10016,80.361863,14.27626,1.1722883,0.59635759,596357590,489359590,4.5085268,4508526800,1.1563396,0.010676935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1785,0.005,0.10676593,11.25538,0.098833627,0.44642248,446.42248,84.392268,14.992711,1.2320128,0.62462095,624620950,517622950,4.7322403,4732240300,1.169301,0.010672691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1786,0.005,0.11210422,11.765839,0.10376599,0.46588391,465.88391,88.431451,15.710701,1.2918242,0.65302198,653021980,546023980,4.9565522,4956552200,1.1819444,0.010668437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1787,0.005,0.11744252,12.278921,0.10869883,0.48548877,485.48877,92.479683,16.430278,1.3517254,0.68156496,681564960,574566960,5.1814809,5181480900,1.194277,0.010664172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1788,0.005,0.12278082,12.794707,0.11363214,0.50524148,505.24148,96.537244,17.151491,1.4117191,0.71025425,710254250,603256250,5.4070456,5407045600,1.2063064,0.010659899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1789,0.005,0.12811911,13.313282,0.11856595,0.52514663,525.14663,100.60442,17.874391,1.4718082,0.73909439,739094390,632096390,5.633266,5633266000,1.2180397,0.010655614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1790,0.005,0.13345741,13.834732,0.12350027,0.54520892,545.20892,104.68152,18.59903,1.5319956,0.76809005,768090050,661092050,5.8601623,5860162300,1.2294843,0.010651319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1791,0.006,0.1387957,14.359145,0.12843512,0.56543322,565.43322,108.76883,19.325462,1.5922843,0.79724604,797246040,690248040,6.0877554,6087755400,1.2436895,0.010647012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1792,0.006,0.144134,14.886613,0.13337052,0.58582453,585.82453,112.86668,20.053742,1.6526776,0.8265673,826567300,719569300,6.3160669,6316066900,1.2545786,0.010642695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1793,0.006,0.1494723,15.417231,0.13830648,0.60638803,606.38803,116.9754,20.783927,1.7131785,0.85605896,856058960,749060960,6.5451189,6545118900,1.265201,0.010638364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1794,0.006,0.15481059,15.951096,0.14324301,0.62712904,627.12904,121.09532,21.516077,1.7737906,0.88572629,885726290,778728290,6.7749345,6774934500,1.2755639,0.010634021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1795,0.006,0.16014889,16.488308,0.14818014,0.64805304,648.05304,125.22678,22.250252,1.8345171,0.91557471,915574710,808576710,7.0055372,7005537200,1.2856747,0.010629666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1796,0.006,0.16548719,17.028971,0.15311788,0.66916569,669.16569,129.37015,22.986514,1.8953617,0.94560984,945609840,838611840,7.2369513,7236951300,1.2955407,0.010625297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1797,0.007,0.17082548,17.573192,0.15805626,0.69047284,690.47284,133.52578,23.724929,1.9563279,0.97583743,975837430,868839430,7.469202,7469202000,1.3082113,0.010620914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1798,0.007,0.17616378,18.121081,0.16299529,0.7119805,711.9805,137.69407,24.465563,2.0174196,1.0062635,1006263500,899265500,7.7023151,7702315100,1.3176096,0.010616517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1799,0.007,0.18150207,18.672751,0.167935,0.73369486,733.69486,141.8754,25.208484,2.0786406,1.036894,1036894000,929896000,7.9363173,7936317300,1.3267852,0.010612106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1800,0.008,0.18684037,19.228319,0.1728754,0.75562233,755.62233,146.07018,25.953763,2.1399949,1.0677355,1067735500,960737500,8.1712361,8171236100,1.3387872,0.010607681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1801,0.008,0.19217867,19.787906,0.17781651,0.77776949,777.76949,150.27882,26.701473,2.2014867,1.0987944,1098794400,991796400,8.4070999,8407099900,1.347539,0.010603238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1802,0.01,0.19751696,20.351635,0.18275836,0.80014313,800.14313,154.50174,27.45169,2.2631202,1.1300774,1130077400,1023079400,8.6439378,8643937800,1.362174,0.01059878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1803,0.009,0.20285526,20.919636,0.18770098,0.82275026,822.75026,158.7394,28.204491,2.3248998,1.1615915,1161591500,1054593500,8.88178,8881780000,1.3674894,0.010594305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1804,0.009,0.20819356,21.49204,0.19264437,0.84559811,845.59811,162.99225,28.959955,2.38683,1.1933438,1193343800,1086345800,9.1206576,9120657600,1.3756605,0.010589813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1805,0.009,0.21353185,22.068984,0.19758858,0.86869411,868.69411,167.26075,29.718165,2.4489154,1.2253417,1225341700,1118343700,9.3606025,9360602500,1.3836527,0.010585303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1806,0.01,0.21887015,22.650607,0.20253362,0.89204595,892.04595,171.5454,30.479207,2.511161,1.2575928,1257592800,1150594800,9.6016479,9601647900,1.3945153,0.010580775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1807,0.01,0.22420845,23.237055,0.20747952,0.91566153,915.66153,175.84668,31.243167,2.5735715,1.2901048,1290104800,1183106800,9.8438276,9843827600,1.4021716,0.010576228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1808,0.01,0.22954674,23.828476,0.2124263,0.93954901,939.54901,180.16513,32.010136,2.6361521,1.322886,1322886000,1215888000,10.087177,10087177000,1.409671,0.010571661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1809,0.01,0.23488504,24.425025,0.217374,0.9637168,963.7168,184.50125,32.780207,2.6989081,1.3559445,1355944500,1248946500,10.331732,10331732000,1.4170207,0.010567074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1810,0.01,0.24022333,25.02686,0.22232264,0.98817358,988.17358,188.85561,33.553476,2.7618449,1.3892891,1389289100,1282291100,10.57753,10577530000,1.424228,0.010562467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1811,0.011,0.24556163,25.634145,0.22727225,1.0129283,1012.9283,193.22877,34.330042,2.8249681,1.4229284,1422928400,1315930400,10.824609,10824609000,1.4343424,0.010557838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1812,0.011,0.25089993,26.247048,0.23222285,1.0379901,1037.9901,197.62131,35.110006,2.8882835,1.4568717,1456871700,1349873700,11.073009,11073009000,1.4412871,0.010553187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1813,0.011,0.25623822,26.865743,0.2371745,1.0633685,1063.3685,202.03382,35.893474,2.951797,1.4911284,1491128400,1384130400,11.322772,11322772000,1.4481114,0.010548513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1814,0.011,0.26157652,27.490408,0.2421272,1.0890734,1089.0734,206.46693,36.680555,3.0155147,1.5257081,1525708100,1418710100,11.573938,11573938000,1.4548227,0.010543815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1815,0.012,0.26691482,28.12123,0.247081,1.1151148,1115.1148,210.92127,37.471359,3.0794429,1.5606208,1560620800,1453622800,11.826552,11826552000,1.4644703,0.010539094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1816,0.013,0.27225311,28.758398,0.25203593,1.1415031,1141.5031,215.39751,38.266003,3.1435882,1.5958768,1595876800,1488878800,12.080658,12080658000,1.4740194,0.010534347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1817,0.014,0.27759141,29.402108,0.25699203,1.1682491,1168.2491,219.8963,39.064605,3.2079573,1.6314868,1631486800,1524488800,12.336302,12336302000,1.4834775,0.010529574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1818,0.014,0.2829297,30.052563,0.26194932,1.1953638,1195.3638,224.41836,39.867286,3.272557,1.6674616,1667461600,1560463600,12.593532,12593532000,1.4898097,0.010524775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1819,0.014,0.288268,30.709971,0.26690786,1.2228586,1222.8586,228.96441,40.674175,3.3373946,1.7038127,1703812700,1596814700,12.852397,12852397000,1.4960655,0.010519947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1820,0.014,0.2936063,31.374548,0.27186767,1.2507453,1250.7453,233.53518,41.485399,3.4024773,1.7405516,1740551600,1633553600,13.112948,13112948000,1.5022522,0.010515091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1821,0.014,0.29894459,32.046514,0.2768288,1.279036,1279.036,238.13144,42.301095,3.4678129,1.7776902,1777690200,1670692200,13.375236,13375236000,1.5083771,0.010510206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1822,0.015,0.30428289,32.7261,0.28179128,1.3077432,1307.7432,242.75398,43.121399,3.533409,1.815241,1815241000,1708243000,13.639316,13639316000,1.5174895,0.010505291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1823,0.016,0.30962119,33.413539,0.28675516,1.3368798,1336.8798,247.40361,43.946455,3.5992737,1.8532168,1853216800,1746218800,13.905243,13905243000,1.5265547,0.010500343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1824,0.016,0.31495948,34.109076,0.29172049,1.366459,1366.459,252.08117,44.77641,3.6654154,1.8916306,1891630600,1784632600,14.173074,14173074000,1.532538,0.010495364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1825,0.017,0.32029778,34.81296,0.2966873,1.3964945,1396.4945,256.78752,45.611414,3.7318426,1.930496,1930496000,1823498000,14.442867,14442867000,1.5415308,0.010490352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1826,0.017,0.32563608,35.52545,0.30165564,1.4270005,1427.0005,261.52355,46.451625,3.7985641,1.969827,1969827000,1862829000,14.714684,14714684000,1.5474564,0.010485305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1827,0.018,0.33097437,36.246813,0.30662557,1.4579916,1457.9916,266.29019,47.297202,3.8655891,2.009638,2009638000,1902640000,14.988587,14988587000,1.5564061,0.010480223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1828,0.018,0.33631267,36.977321,0.31159712,1.4894826,1489.4826,271.08837,48.148313,3.9329269,2.0499438,2049943800,1942945800,15.264641,15264641000,1.5623033,0.010475104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1829,0.018,0.34165096,37.717259,0.31657035,1.5214891,1521.4891,275.91908,49.005128,4.0005873,2.0907597,2090759700,1983761700,15.542912,15542912000,1.5681971,0.010469948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1830,0.024,0.34698926,38.466917,0.32154532,1.554027,1554.027,280.78331,49.867824,4.0685801,2.1321015,2132101500,2025103500,15.823469,15823469000,1.5923472,0.010464751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1831,0.023,0.35232756,39.226597,0.32652206,1.5871128,1587.1128,285.68212,50.736582,4.1369156,2.1739855,2173985500,2066987500,16.106382,16106382000,1.5952145,0.010459517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1832,0.023,0.35766585,39.996609,0.33150065,1.6207633,1620.7633,290.61656,51.611591,4.2056046,2.2164284,2216428400,2109430400,16.391724,16391724000,1.6011425,0.010454239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1833,0.024,0.36300415,40.777271,0.33648114,1.6549962,1654.9962,295.58773,52.493043,4.2746578,2.2594475,2259447500,2152449500,16.679571,16679571000,1.6101385,0.01044892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1834,0.024,0.36834245,41.568914,0.34146358,1.6898292,1689.8292,300.59678,53.381137,4.3440866,2.3030607,2303060700,2196062700,16.97,16970000000,1.6161259,0.010443556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1835,0.025,0.37368074,42.371876,0.34644803,1.7252812,1725.2812,305.64487,54.27608,4.4139026,2.3472862,2347286200,2240288200,17.26309,17263090000,1.6251959,0.010438147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1836,0.029,0.37901904,43.186509,0.35143456,1.7613711,1761.3711,310.73322,55.178082,4.4841177,2.3921432,2392143200,2285145200,17.558925,17558925000,1.64344,0.010432691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1837,0.029,0.38435733,44.013173,0.35642324,1.7981187,1798.1187,315.86307,56.087363,4.5547443,2.437651,2437651000,2330653000,17.857588,17857588000,1.6495713,0.010427186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1838,0.03,0.38969563,44.85224,0.36141413,1.8355443,1835.5443,321.03569,57.004147,4.6257951,2.4838298,2483829800,2376831800,18.159168,18159168000,1.6588072,0.010421632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1839,0.031,0.39503393,45.704093,0.36640729,1.873669,1873.669,326.25242,57.928667,4.6972833,2.5307004,2530700400,2423702400,18.463755,18463755000,1.6681131,0.010416028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1840,0.032999999,0.40037222,46.569129,0.3714028,1.9125143,1912.5143,331.51462,58.861161,4.7692224,2.5782841,2578284100,2471286100,18.771441,18771441000,1.6805382,0.010410369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1841,0.033999999,0.40571052,47.447755,0.37640073,1.9521025,1952.1025,336.82369,59.801876,4.8416262,2.6266031,2626603100,2519605100,19.082323,19082323000,1.6900059,0.010404655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1842,0.035999999,0.41104882,48.34039,0.38140115,1.9924567,1992.4567,342.18109,60.751067,4.9145093,2.67568,2675680000,2568682000,19.396499,19396499000,1.7026076,0.010398886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1843,0.036999999,0.41638711,49.247469,0.38640415,2.0336004,2033.6004,347.5883,61.708996,4.9878863,2.7255383,2725538300,2618540300,19.714071,19714071000,1.7122664,0.010393057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1844,0.038999999,0.42172541,50.169439,0.3914098,2.0755581,2075.5581,353.04688,62.675932,5.0617727,2.7762021,2776202100,2669204100,20.035144,20035144000,1.7250737,0.01038717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1845,0.042999999,0.42706371,51.106759,0.39641818,2.118355,2118.355,358.5584,63.652156,5.1361841,2.8276964,2827696400,2720698400,20.359827,20359827000,1.744079,0.01038122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1846,0.042999999,0.432402,52.059904,0.40142938,2.1620171,2162.0171,364.1245,64.637952,5.2111367,2.8800469,2880046900,2773048900,20.688231,20688231000,1.7510373,0.010375207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1847,0.045999999,0.4377403,53.029365,0.40644349,2.206571,2206.571,369.74689,65.633619,5.2866474,2.9332801,2933280100,2826282100,21.020471,21020471000,1.7672503,0.010369128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1848,0.046999999,0.44307859,54.015644,0.41146059,2.2520444,2252.0444,375.42728,66.639461,5.3627334,2.9874231,2987423100,2880425100,21.356666,21356666000,1.7775149,0.010362983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1849,0.049999999,0.44841689,55.019264,0.41648078,2.2984658,2298.4658,381.16749,67.655792,5.4394124,3.0425043,3042504300,2935506300,21.696939,21696939000,1.7940068,0.010356769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1850,0.053999999,0.45375519,56.040759,0.42150415,2.3458644,2345.8644,386.96935,68.682938,5.5167028,3.0985525,3098552500,2991554500,22.041414,22041414000,1.8136911,0.010350482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.395,0,0,0,0,0,0,0,0,157.267,3100.211
