#Basin to country mapping,,,,,
#Basin assigned to the country which has the largest basin area.,,,,,
GCAM_basin_ID,Basin_name,GLU,ISO,ISO_NUM,Country_name
98,Sinai_Peninsula,GLU098,EGY,818,Egypt
99,Eastern_Jordan_Syria,GLU099,SAU,682,Saudi Arabia
100,Africa_Red_Sea_Gulf_of_Aden_Coast,GLU100,SOM,706,Somalia
101,Caribbean,GLU101,CUB,192,Cuba
102,HamuniMashkel,GLU102,PAK,586,Pakistan
103,Taiwan,GLU103,TWN,158,Taiwan
104,Arabian_Sea_Coast,GLU104,PAK,586,Pakistan
105,North_Gulf,GLU105,MEX,484,Mexico
106,Yangtze,GLU106,CHN,156,China
107,Sabarmati,GLU107,IND,356,India
108,Xun_Jiang,GLU108,CHN,156,China
109,Hong_(Red_River),GLU109,VNM,704,Viet Nam
110,Ganges_Bramaputra,GLU110,IND,356,India
111,Yucatan_Peninsula,GLU111,MEX,484,Mexico
112,South_China_Sea_Coast,GLU112,CHN,156,China
113,Mahi,GLU113,IND,356,India
114,Mexico_Interior,GLU114,MEX,484,Mexico
115,Pacific_Central_Coast,GLU115,MEX,484,Mexico
116,Bay_of_Bengal_North_East_Coast,GLU116,MMR,104,Myanmar
117,Tapti,GLU117,IND,356,India
118,Yasai,GLU118,IND,356,India
119,Philippines,GLU119,PHL,608,Philippines
120,Brahamani,GLU120,IND,356,India
121,North_Marina_Islands_and_Guam,GLU121,GUM,316,Guam
122,Mahandi,GLU122,IND,356,India
123,Godavari,GLU123,IND,356,India
124,Hainan,GLU124,CHN,156,China
125,Mekong,GLU125,LAO,418,Lao Peoples Democratic Republic
126,Viet_Nam_Coast,GLU126,VNM,704,Viet Nam
127,Salween,GLU127,CHN,156,China
128,India_North_East_Coast,GLU128,IND,356,India
129,India_West_Coast,GLU129,IND,356,India
130,Papaloapan,GLU130,MEX,484,Mexico
131,Rio_Lerma,GLU131,MEX,484,Mexico
132,Rio_Verde,GLU132,MEX,484,Mexico
133,Grijalva_Usumacinta,GLU133,MEX,484,Mexico
134,Rio_Balsas,GLU134,MEX,484,Mexico
135,Southern_Central_America,GLU135,NIC,558,Nicaragua
136,Isthmus_of_Tehuantepec,GLU136,MEX,484,Mexico
137,Irrawaddy,GLU137,MMR,104,Myanmar
138,Sittang,GLU138,MMR,104,Myanmar
139,Peninsula_Malaysia,GLU139,MYS,458,Malaysia
140,Krishna,GLU140,IND,356,India
141,Andaman_Nicobar_Islands,GLU141,IND,356,India
142,Africa_West_Coast,GLU142,CIV,384,Cote dIvoire
143,Caribbean_Coast,GLU143,VEN,862,Venezuela
144,Africa_North_Interior,GLU144,DZA,12,Algeria
145,India_East_Coast,GLU145,IND,356,India
146,Chao_Phraya,GLU146,THA,764,Thailand
147,Pennar,GLU147,IND,356,India
148,Gulf_of_Thailand_Coast,GLU148,THA,764,Thailand
149,Niger,GLU149,MLI,466,Mali
150,Micronesia,GLU150,FSM,583,"Micronesia, Federated States of"
151,Lake_Chad,GLU151,TCD,148,Chad
152,Senegal,GLU152,MRT,478,Mauritania
153,Cauvery,GLU153,IND,356,India
154,Sri_Lanka,GLU154,LKA,144,Sri Lanka
155,India_South_Coast,GLU155,IND,356,India
156,Orinoco,GLU156,BRA,76,Brazil
157,Colombia_Ecuador_Pacific_Coast,GLU157,ECU,218,Ecuador
158,Palau_and_East_Indonesia,GLU158,IDN,360,Indonesia
159,North_Borneo_Coast,GLU159,MYS,458,Malaysia
160,Volta,GLU160,BFA,854,Burkina Faso
161,Northeast_South_America_South_Atlantic_Coast,GLU161,GUY,328,Guyana
162,Gulf_of_Guinea,GLU162,GAB,266,Gabon
163,Sumatra,GLU163,IDN,360,Indonesia
164,Sulawesi,GLU164,IDN,360,Indonesia
165,Kalimantan,GLU165,IDN,360,Indonesia
166,Magdalena,GLU166,COL,170,Colombia
167,Irian_Jaya_Coast,GLU167,IDN,360,Indonesia
168,Amazon,GLU168,BRA,76,Brazil
169,South_Chile_Pacific_Coast,GLU169,CHL,152,Chile
170,Shebelli_Juba,GLU170,ETH,231,Ethiopia
171,Africa_East_Central_Coast,GLU171,TZA,834,Tanzania
172,North_Brazil_South_Atlantic_Coast,GLU172,BRA,76,Brazil
173,Papua_New_Guinea_Coast,GLU173,PNG,598,Papua New Guinea
174,Tocantins,GLU174,BRA,76,Brazil
175,Java_Timor,GLU175,IDN,360,Indonesia
176,Solomon_Islands,GLU176,SLB,90,Solomon Islands
177,Madasgacar,GLU177,MDG,450,Madagascar
178,Sepik,GLU178,PNG,598,Papua New Guinea
179,Rift_Valley,GLU179,ETH,231,Ethiopia
180,Peru_Pacific_Coast,GLU180,PER,604,Peru
181,Fly,GLU181,PNG,598,Papua New Guinea
182,Angola_Coast,GLU182,AGO,24,Angola
183,Congo,GLU183,COD,180,"Congo, The Democratic Republic of the"
184,Australia_North_Coast,GLU184,AUS,36,Australia
185,South_Pacific_Islands,GLU185,NCL,540,New Caledonia
186,East_Brazil_South_Atlantic_Coast,GLU186,BRA,76,Brazil
187,Parnaiba,GLU187,BRA,76,Brazil
188,Zambezi,GLU188,ZMB,894,Zambia
189,Australia_East_Coast,GLU189,AUS,36,Australia
190,Africa_Indian_Ocean_Coast,GLU190,MOZ,508,Mozambique
191,Australia_West_Coast,GLU191,AUS,36,Australia
192,Sao_Francisco,GLU192,BRA,76,Brazil
193,Australia_Interior,GLU193,AUS,36,Australia
194,Orange,GLU194,ZAF,710,South Africa
195,Uruguay_Brazil_South_Atlantic_Coast,GLU195,BRA,76,Brazil
196,Namibia_Coast,GLU196,NAM,516,Namibia
197,Africa_South_Interior,GLU197,BWA,72,Botswana
198,South_Africa_South_Coast,GLU198,ZAF,710,South Africa
199,Limpopo,GLU199,ZAF,710,South Africa
200,La_Puna_Region,GLU200,BOL,68,Bolivia
201,New_Zealand,GLU201,NZL,554,New Zealand
202,Australia_South_Coast,GLU202,AUS,36,Australia
203,Mar_Chiquita,GLU203,ARG,32,Argentina
204,South_Africa_West_Coast,GLU204,ZAF,710,South Africa
205,Salinas_Grandes,GLU205,ARG,32,Argentina
206,La_Plata,GLU206,BRA,76,Brazil
207,North_Chile_Pacific_Coast,GLU207,CHL,152,Chile
208,Murray_Darling,GLU208,AUS,36,Australia
209,Pampas_Region,GLU209,ARG,32,Argentina
210,North_Argentina_South_Atlantic_Coast,GLU210,ARG,32,Argentina
211,Tasmania,GLU211,AUS,36,Australia
212,South_America_Colorado,GLU212,ARG,32,Argentina
213,Negro,GLU213,ARG,32,Argentina
214,Central_Patagonia_Highlands,GLU214,ARG,32,Argentina
215,South_Argentina_South_Atlantic_Coast,GLU215,ARG,32,Argentina
216,Antarctica,GLU216,ATF,260,French Southern Territories
217,California_River_Basin,GLU217,USA,840,United States
218,Upper_Mississippi_Basin,GLU218,USA,840,United States
219,Lower_Mississippi_River_Basin,GLU219,USA,840,United States
220,Upper_Colorado_River_Basin,GLU220,USA,840,United States
221,Lower_Colorado_River_Basin,GLU221,USA,840,United States
222,Great_Basin,GLU222,USA,840,United States
223,Missouri_River_Basin,GLU223,USA,840,United States
224,Arkansas_White_Red_Basin,GLU224,USA,840,United States
225,Texas_Gulf_Coast_Basin,GLU225,USA,840,United States
226,South_Atlantic_Gulf_Basin,GLU226,USA,840,United States
227,Great_Lakes_Basin,GLU227,CAN,124,Canada
228,Ohio_River_Basin,GLU228,USA,840,United States
229,Pacific_Northwest_Basin,GLU229,USA,840,United States
230,Tennessee_River_Basin,GLU230,USA,840,United States
231,Rio_Grande_River_Basin,GLU231,USA,840,United States
232,New_England_Basin,GLU232,USA,840,United States
233,Mid_Atlantic_Basin,GLU233,USA,840,United States
234,Hawaii,GLU234,USA,840,United States
235,Narmada,GLU235,IND,356,India
