glu,type,Year,value
137,6,2015,17.2987
137,7,2015,0
137,8,2015,0
137,9,2015,3.26865e+06
138,1,2015,0.0866599
138,2,2015,61.2666
138,3,2015,4.80751
138,4,2015,145.989
138,5,2015,67.104
138,6,2015,178.768
138,7,2015,0
138,8,2015,0
138,9,2015,1.24866e+07
139,1,2015,0
139,2,2015,1.6245
139,3,2015,0.18402
139,4,2015,15.7899
139,5,2015,2.77068
139,6,2015,4.59118
139,7,2015,0
139,8,2015,0
139,9,2015,1.37735e+06
140,1,2015,0
140,2,2015,0.0490199
140,3,2015,0
140,4,2015,0.0954199
140,5,2015,0.00847999
140,6,2015,0.01432
140,7,2015,0
140,8,2015,0
140,9,2015,7574.99
141,1,2015,0
141,2,2015,0
141,3,2015,0
141,4,2015,0.0510099
141,5,2015,0.00885999
141,6,2015,0.0206398
141,7,2015,0
141,8,2015,0
141,9,2015,4824.99
142,1,2015,0
142,2,2015,10.5922
142,3,2015,0.639339
142,4,2015,12.6283
142,5,2015,6.77529
142,6,2015,20.3346
142,7,2015,0
142,8,2015,0
142,9,2015,1.11707e+06
143,1,2015,0.20113
143,2,2015,5.13875
143,3,2015,0.0841899
143,4,2015,2.42767
143,5,2015,0.04003
143,6,2015,1.21624
143,7,2015,0
143,8,2015,0
143,9,2015,87724.9
144,1,2015,0
144,2,2015,5.68381
144,3,2015,0.0900399
144,4,2015,7.47015
144,5,2015,1.38575
144,6,2015,3.70426
144,7,2015,0
144,8,2015,0
144,9,2015,618124
145,1,2015,0
145,2,2015,19.507
145,3,2015,0.466809
145,4,2015,7.88141
145,5,2015,3.43843
145,6,2015,18.4272
145,7,2015,0
145,8,2015,0.02612
145,9,2015,794524
146,1,2015,0
146,2,2015,16.1461
146,3,2015,2.59092
146,4,2015,41.8483
146,5,2015,10.8055
146,6,2015,41.0312
146,7,2015,0
146,8,2015,0
146,9,2015,3.56452e+06
147,1,2015,0
147,2,2015,6.6309
147,3,2015,0.570409
147,4,2015,10.109
147,5,2015,2.90201
147,6,2015,8.74312
147,7,2015,0
147,8,2015,0
147,9,2015,920249
148,1,2015,0
148,2,2015,39.364
148,3,2015,3.74623
148,4,2015,55.8687
148,5,2015,19.2478
148,6,2015,51.0727
148,7,2015,0
148,8,2015,0
148,9,2015,5.02869e+06
149,1,2015,24.8679
149,2,2015,12.1278
149,3,2015,0.647401
149,4,2015,10.1375
149,5,2015,42.0505
149,6,2015,36.2501
149,7,2015,0
149,8,2015,0
149,9,2015,852312
150,1,2015,0
150,2,2015,0
150,3,2015,0.0470779
150,4,2015,0
150,5,2015,0.113015
150,6,2015,0.0949758
150,7,2015,1.04183
150,8,2015,0
150,9,2015,0
151,1,2015,17.1857
151,2,2015,0.0386983
151,3,2015,0.0266988
151,4,2015,0
151,5,2015,0
151,6,2015,0
151,7,2015,1896.95
151,8,2015,180.156
151,9,2015,0
152,1,2015,0
152,2,2015,7.64371
152,3,2015,0.000309986
152,4,2015,0
152,5,2015,0
152,6,2015,0
152,7,2015,0
152,8,2015,0
152,9,2015,0
153,1,2015,0.0486678
153,2,2015,28.6177
153,3,2015,2.00563
153,4,2015,50.0712
153,5,2015,25.0015
153,6,2015,30.2928
153,7,2015,0.371064
153,8,2015,0.576015
153,9,2015,5.52971e+06
154,1,2015,0
154,2,2015,10.9503
154,3,2015,1.94878
154,4,2015,10.4527
154,5,2015,7.73273
154,6,2015,38.8189
154,7,2015,0
154,8,2015,0
154,9,2015,1.18445e+06
155,1,2015,17.7961
155,2,2015,21.6364
155,3,2015,0.744007
155,4,2015,6.85247
155,5,2015,20.4501
155,6,2015,31.1737
155,7,2015,0
155,8,2015,0
155,9,2015,179892
156,1,2015,19.4282
156,2,2015,21.1999
156,3,2015,0.604153
156,4,2015,6.22221
156,5,2015,15.0441
156,6,2015,26.3062
156,7,2015,0
156,8,2015,0.104845
156,9,2015,488478
157,1,2015,0
157,2,2015,25.5996
157,3,2015,1.83307
157,4,2015,18.9484
157,5,2015,10.8669
157,6,2015,34.0422
157,7,2015,0
157,8,2015,0
157,9,2015,2.11881e+06
158,1,2015,0
158,2,2015,15.244
158,3,2015,1.11169
158,4,2015,13.5307
158,5,2015,9.61594
158,6,2015,23.613
158,7,2015,0
158,8,2015,0
158,9,2015,1.71002e+06
159,1,2015,0
159,2,2015,16.1059
159,3,2015,7.24663
159,4,2015,18.3126
159,5,2015,55.0493
159,6,2015,53.2263
159,7,2015,0
159,8,2015,0
159,9,2015,1.74842e+06
160,1,2015,0.356434
160,2,2015,15.2135
160,3,2015,1.11054
160,4,2015,207.453
160,5,2015,0.245899
160,6,2015,21.9978
160,7,2015,0
160,8,2015,0
160,9,2015,1.5562e+07
161,1,2015,2.68442
161,2,2015,12.6376
161,3,2015,0.67656
161,4,2015,7.13056
161,5,2015,2.75602
161,6,2015,4.62642
161,7,2015,0.0368684
161,8,2015,0.137324
161,9,2015,611348
162,1,2015,0.393893
162,2,2015,15.3144
162,3,2015,1.08657
162,4,2015,16.5592
162,5,2015,22.7325
162,6,2015,47.9847
162,7,2015,0
162,8,2015,0.163553
162,9,2015,1.69443e+06
163,1,2015,0.208371
163,2,2015,20.2796
163,3,2015,0.553776
163,4,2015,20.359
163,5,2015,13.9874
163,6,2015,23.816
163,7,2015,0
163,8,2015,0
163,9,2015,2.18198e+06
164,1,2015,14.0335
164,2,2015,5.40857
164,3,2015,0.6872
164,4,2015,1.48928
164,5,2015,12.0965
164,6,2015,24.0967
164,7,2015,0
164,8,2015,0
164,9,2015,39823.2
165,1,2015,16.4327
165,2,2015,6.03526
165,3,2015,0.359404
165,4,2015,3.40287
165,5,2015,18.4947
165,6,2015,26.5255
165,7,2015,0
165,8,2015,0
165,9,2015,40023.2
166,1,2015,11.6354
166,2,2015,46.7169
166,3,2015,2.06568
166,4,2015,2.92094
166,5,2015,10.7196
166,6,2015,8.17279
166,7,2015,0
166,8,2015,0
166,9,2015,276988
167,1,2015,0
167,2,2015,16.349
167,3,2015,1.32991
167,4,2015,7.22725
167,5,2015,45.1117
167,6,2015,12.7783
167,7,2015,0
167,8,2015,0
167,9,2015,256089
168,1,2015,6.45614
168,2,2015,7.81644
168,3,2015,1.88436
168,4,2015,19.3783
168,5,2015,10.1714
168,6,2015,28.3715
168,7,2015,0
168,8,2015,0
168,9,2015,2.04108e+06
169,1,2015,21.214
169,2,2015,7.05047
169,3,2015,2.15469
169,4,2015,10.8074
169,5,2015,7.0637
169,6,2015,18.7911
169,7,2015,0
169,8,2015,0
169,9,2015,1.12403e+06
170,1,2015,0
170,2,2015,23.7427
170,3,2015,0.954178
170,4,2015,21.0291
170,5,2015,24.9638
170,6,2015,48.294
170,7,2015,0
170,8,2015,0
170,9,2015,2.56026e+06
171,1,2015,0.0662371
171,2,2015,0
171,3,2015,0
171,4,2015,0
171,5,2015,0.0195691
171,6,2015,0.00291987
171,7,2015,0
171,8,2015,0
171,9,2015,0
172,1,2015,20.7949
172,2,2015,7.51951
172,3,2015,1.05062
172,4,2015,2.22675
172,5,2015,12.028
172,6,2015,17.174
172,7,2015,0
172,8,2015,0
172,9,2015,149118
173,1,2015,0
173,2,2015,0.238379
173,3,2015,0.00466979
173,4,2015,3.23358
173,5,2015,0.00185992
173,6,2015,0.199881
173,7,2015,0
173,8,2015,0
173,9,2015,279613
174,1,2015,0
174,2,2015,0.90933
174,3,2015,0.045968
174,4,2015,1.38878
174,5,2015,0.614103
174,6,2015,2.20002
174,7,2015,0
174,8,2015,0
174,9,2015,157443
175,1,2015,0.0341585
175,2,2015,13.9258
175,3,2015,2.95609
175,4,2015,31.7395
175,5,2015,10.4687
175,6,2015,22.3467
175,7,2015,0.386613
175,8,2015,3.08243
175,9,2015,3.3225e+06
176,1,2015,0
176,2,2015,57.3356
176,3,2015,8.76856
176,4,2015,52.399
176,5,2015,24.3729
176,6,2015,49.721
176,7,2015,0
176,8,2015,0
176,9,2015,6.41982e+06
177,1,2015,0.284207
177,2,2015,32.8331
177,3,2015,1.0051
177,4,2015,27.3425
177,5,2015,11.1231
177,6,2015,15.7515
177,7,2015,0.109855
177,8,2015,1.59694
177,9,2015,3.3187e+06
178,1,2015,0
178,2,2015,4.56748
178,3,2015,2.72327
178,4,2015,4.92513
178,5,2015,3.94866
178,6,2015,9.19991
178,7,2015,0
178,8,2015,0
178,9,2015,486478
179,1,2015,2.95812
179,2,2015,10.3997
179,3,2015,0.00476979
179,4,2015,16.2175
179,5,2015,0.0267788
179,6,2015,0.0313586
179,7,2015,0
179,8,2015,2.01496
179,9,2015,900535
180,1,2015,0
180,2,2015,7.7147
180,3,2015,0.68961
180,4,2015,19.7644
180,5,2015,36.6594
180,6,2015,9.05935
180,7,2015,0
180,8,2015,0
180,9,2015,1.51031e+06
181,1,2015,0
181,2,2015,10.1261
181,3,2015,1.67743
181,4,2015,12.9342
181,5,2015,12.389
181,6,2015,37.8564
181,7,2015,0
181,8,2015,0
181,9,2015,1.60858e+06
182,1,2015,30.3737
182,2,2015,17.1985
182,3,2015,2.14011
182,4,2015,5.27637
182,5,2015,14.1535
182,6,2015,31.4644
182,7,2015,0
182,8,2015,0
182,9,2015,220290
183,1,2015,10.6439
183,2,2015,65.4032
183,3,2015,2.07502
183,4,2015,309.03
183,5,2015,4.25062
183,6,2015,25.8854
183,7,2015,0.166903
183,8,2015,17.9573
183,9,2015,2.50156e+07
184,1,2015,19.2986
184,2,2015,17.4811
184,3,2015,1.50701
184,4,2015,4.14204
184,5,2015,17.9006
184,6,2015,19.4166
184,7,2015,0
184,8,2015,0
184,9,2015,148543
185,1,2015,4.33386
185,2,2015,2.11725
185,3,2015,0.797475
185,4,2015,3.2611
185,5,2015,1.97175
185,6,2015,5.74603
185,7,2015,0
185,8,2015,0
185,9,2015,390608
186,1,2015,4.01426
186,2,2015,15.6074
186,3,2015,1.66512
186,4,2015,8.99307
186,5,2015,23.1827
186,6,2015,95.2337
186,7,2015,0
186,8,2015,0
186,9,2015,393375
187,1,2015,0.04507
187,2,2015,4.17911
187,3,2015,0.41043
187,4,2015,15.9963
187,5,2015,3.95146
187,6,2015,18.6974
187,7,2015,0
187,8,2015,0
187,9,2015,675925
188,1,2015,0
188,2,2015,3.87892
188,3,2015,0.13982
188,4,2015,16.6549
188,5,2015,4.70542
188,6,2015,6.36174
188,7,2015,0
188,8,2015,0
188,9,2015,793326
189,1,2015,0.22775
189,2,2015,37.697
189,3,2015,3.48793
189,4,2015,112.15
189,5,2015,56.2535
189,6,2015,195.379
189,7,2015,0.02599
189,8,2015,3.39657
189,9,2015,5.61018e+06
190,1,2015,0
190,2,2015,6.33448
190,3,2015,0.868001
190,4,2015,17.1374
190,5,2015,7.81629
190,6,2015,40.0619
190,7,2015,0
190,8,2015,0
190,9,2015,755126
191,1,2015,0
191,2,2015,11.5221
191,3,2015,0.791441
191,4,2015,1.37373
191,5,2015,7.87332
191,6,2015,31.8251
191,7,2015,0
191,8,2015,0
191,9,2015,59175
192,1,2015,0
192,2,2015,2.59954
192,3,2015,0.24511
192,4,2015,19.715
192,5,2015,6.70007
192,6,2015,14.9595
192,7,2015,0
192,8,2015,0
192,9,2015,1.00238e+06
193,1,2015,0
193,2,2015,0.0871201
193,3,2015,0
193,4,2015,0.20468
193,5,2015,0.03342
193,6,2015,0.0066
193,7,2015,0
193,8,2015,0
193,9,2015,7400.01
194,1,2015,0
194,2,2015,1.05662
194,3,2015,0.2808
194,4,2015,7.35067
194,5,2015,2.78445
194,6,2015,9.90676
194,7,2015,0
194,8,2015,1.32178
194,9,2015,404775
195,1,2015,2.19351
195,2,2015,28.7234
195,3,2015,1.39251
195,4,2015,32.1421
195,5,2015,32.249
195,6,2015,28.8402
195,7,2015,0
195,8,2015,0
195,9,2015,2.09352e+06
196,1,2015,17.2671
196,2,2015,80.1267
196,3,2015,2.93753
196,4,2015,61.9613
196,5,2015,45.9708
196,6,2015,75.266
196,7,2015,0.01255
196,8,2015,1.11895
196,9,2015,3.49325e+06
197,1,2015,0.35873
197,2,2015,17.115
197,3,2015,0.29832
197,4,2015,1.8765
197,5,2015,9.05846
197,6,2015,13.2277
197,7,2015,0
197,8,2015,0.09099
197,9,2015,16525
198,1,2015,0
198,2,2015,18.8636
198,3,2015,2.00441
198,4,2015,65.3056
198,5,2015,18.9348
198,6,2015,52.0339
198,7,2015,0
198,8,2015,0
198,9,2015,4.54022e+06
199,1,2015,0.14487
199,2,2015,0
199,3,2015,0
199,4,2015,0
199,5,2015,0.15022
199,6,2015,0.32391
199,7,2015,0
199,8,2015,0
199,9,2015,0
200,1,2015,41.5131
200,2,2015,62.9657
200,3,2015,2.44974
200,4,2015,24.9513
200,5,2015,39.9
200,6,2015,73.0247
200,7,2015,0.33929
200,8,2015,0
200,9,2015,540775
201,1,2015,14.9237
201,2,2015,54.7163
201,3,2015,1.16199
201,4,2015,1.07338
201,5,2015,45.9597
201,6,2015,57.4816
201,7,2015,0
201,8,2015,0.15074
201,9,2015,14725
202,1,2015,0.689796
202,2,2015,0
202,3,2015,0.00912008
202,4,2015,0
202,5,2015,0
202,6,2015,0
202,7,2015,16.941
202,8,2015,7.65369
202,9,2015,0
203,1,2015,0
203,2,2015,0.636145
203,3,2015,0.00525004
203,4,2015,0.261772
203,5,2015,0.704086
203,6,2015,0.081761
203,7,2015,0
203,8,2015,0.172061
203,9,2015,10100.1
204,1,2015,0.123171
204,2,2015,3.72251
204,3,2015,0.0710306
204,4,2015,4.16105
204,5,2015,17.0195
204,6,2015,2.17278
204,7,2015,24.585
204,8,2015,43.8064
204,9,2015,80550.7
205,1,2015,0
205,2,2015,1.48976
205,3,2015,0.0521404
205,4,2015,0.973248
205,5,2015,0.938008
205,6,2015,0.155031
205,7,2015,0.0572005
205,8,2015,0.278232
205,9,2015,45925.4
206,1,2015,0
206,2,2015,4.99629
206,3,2015,1.01754
206,4,2015,9.27286
206,5,2015,7.77839
206,6,2015,3.32597
206,7,2015,0.294542
206,8,2015,0.441334
206,9,2015,405103
207,1,2015,0.113501
207,2,2015,1.64525
207,3,2015,0.243222
207,4,2015,2.14242
207,5,2015,1.49166
207,6,2015,0.767666
207,7,2015,0.422154
207,8,2015,0.277302
207,9,2015,100501
208,1,2015,4.71824
208,2,2015,64.6159
208,3,2015,1.69366
208,4,2015,120.741
208,5,2015,1.62809
208,6,2015,7.70879
208,7,2015,4.14991
208,8,2015,82.5431
208,9,2015,3.25573e+06
209,1,2015,0.122021
209,2,2015,4.02366
209,3,2015,0.0177501
209,4,2015,9.70196
209,5,2015,0.0727706
209,6,2015,0.332563
209,7,2015,0.147981
209,8,2015,2.88288
209,9,2015,278777
210,1,2015,0
210,2,2015,0.92849
210,3,2015,0
210,4,2015,0.20821
210,5,2015,0.0085
210,6,2015,0.03856
210,7,2015,0
210,8,2015,0
210,9,2015,42300
211,1,2015,0
211,2,2015,0.23316
211,3,2015,0.00148
211,4,2015,10.2892
211,5,2015,0.01447
211,6,2015,0.30003
211,7,2015,0
211,8,2015,0
211,9,2015,2.4762e+06
212,1,2015,0
212,2,2015,5.76841
212,3,2015,0.81162
212,4,2015,17.7676
212,5,2015,2.30256
212,6,2015,43.4526
212,7,2015,0
212,8,2015,0
212,9,2015,1.56463e+06
213,1,2015,0.1906
213,2,2015,11.0086
213,3,2015,0.27851
213,4,2015,13.1663
213,5,2015,2.48498
213,6,2015,27.0233
213,7,2015,0
213,8,2015,0
213,9,2015,2.03845e+06
214,1,2015,1.76466
214,2,2015,6.09397
214,3,2015,0.9441
214,4,2015,27.2876
214,5,2015,2.8959
214,6,2015,45.1679
214,7,2015,0
214,8,2015,0
214,9,2015,3.56218e+06
215,1,2015,27.543
215,2,2015,97.5628
215,3,2015,12.0899
215,4,2015,278.947
215,5,2015,30.3091
215,6,2015,581.138
215,7,2015,6.36219
215,8,2015,7.31773
215,9,2015,4.82817e+07
216,1,2015,5.7036
216,2,2015,66.39
216,3,2015,1.23123
216,4,2015,56.6346
216,5,2015,11.06
216,6,2015,174.081
216,7,2015,0
216,8,2015,0
216,9,2015,4.1258e+06
217,1,2015,10.9565
217,2,2015,2.86734
217,3,2015,1.15701
217,4,2015,6.66284
217,5,2015,2.54442
217,6,2015,38.3936
217,7,2015,0.03903
217,8,2015,0
217,9,2015,764300
218,1,2015,0.12242
218,2,2015,15.3189
218,3,2015,0.3268
218,4,2015,9.56949
218,5,2015,2.73871
218,6,2015,16.5563
218,7,2015,0
218,8,2015,0
218,9,2015,1.34115e+06
219,1,2015,4.35688
219,2,2015,5.19044
219,3,2015,0.60443
219,4,2015,21.3935
219,5,2015,1.76602
219,6,2015,28.1456
219,7,2015,0.09274
219,8,2015,0
219,9,2015,3.62875e+06
220,1,2015,0.86866
220,2,2015,18.2123
220,3,2015,1.61545
220,4,2015,31.1382
220,5,2015,2.25894
220,6,2015,28.6006
220,7,2015,0
220,8,2015,0
220,9,2015,4.76155e+06
221,1,2015,31.2532
221,2,2015,25.244
221,3,2015,0.79593
221,4,2015,11.3354
221,5,2015,12.073
221,6,2015,42.4331
221,7,2015,38.5743
221,8,2015,20.1711
221,9,2015,1.992e+06
222,1,2015,0
222,2,2015,1.83287
222,3,2015,0.06634
222,4,2015,13.9154
222,5,2015,0.14435
222,6,2015,1.68499
222,7,2015,0
222,8,2015,0
222,9,2015,3.6941e+06
223,1,2015,20.6475
223,2,2015,15.0986
223,3,2015,1.79985
223,4,2015,42.7978
223,5,2015,7.02226
223,6,2015,188.107
223,7,2015,0
223,8,2015,0
223,9,2015,2.1966e+06
224,1,2015,0.19822
224,2,2015,30.8002
224,3,2015,0.88926
224,4,2015,29.3724
224,5,2015,6.62245
224,6,2015,74.2779
224,7,2015,0
224,8,2015,0
224,9,2015,4.25753e+06
225,1,2015,0.27297
225,2,2015,1.3607
225,3,2015,0.24328
225,4,2015,7.69525
225,5,2015,1.38962
225,6,2015,27.2579
225,7,2015,0
225,8,2015,0
225,9,2015,169950
226,1,2015,0.08609
226,2,2015,12.3088
226,3,2015,0.34086
226,4,2015,21.3541
226,5,2015,3.62891
226,6,2015,61.574
226,7,2015,0
226,8,2015,0
226,9,2015,2.93865e+06
227,1,2015,6.93475
227,2,2015,4.65253
227,3,2015,0.17877
227,4,2015,11.8319
227,5,2015,3.00886
227,6,2015,46.8965
227,7,2015,0
227,8,2015,0
227,9,2015,791025
228,1,2015,97.7058
228,2,2015,9.94098
228,3,2015,1.48496
228,4,2015,11.6521
228,5,2015,11.6217
228,6,2015,216.229
228,7,2015,58.4858
228,8,2015,0
228,9,2015,228550
229,1,2015,0.92247
229,2,2015,6.14057
229,3,2015,0.4436
229,4,2015,13.5924
229,5,2015,1.83905
229,6,2015,46.2607
229,7,2015,0
229,8,2015,0
229,9,2015,316850
230,1,2015,0
230,2,2015,0.561671
230,3,2015,0.0045
230,4,2015,3.5789
230,5,2015,0.0905201
230,6,2015,0.56458
230,7,2015,0
230,8,2015,0
230,9,2015,99175.1
231,1,2015,0
231,2,2015,0
231,3,2015,0
231,4,2015,2.2623
231,5,2015,0.00356
231,6,2015,0.0343799
231,7,2015,0
231,8,2015,0
231,9,2015,82575.1
232,1,2015,0
232,2,2015,11.9139
232,3,2015,0.0871301
232,4,2015,52.2224
232,5,2015,0.954151
232,6,2015,6.52133
232,7,2015,0
232,8,2015,0
232,9,2015,1.5077e+06
233,1,2015,0
233,2,2015,99.0575
233,3,2015,0.22598
233,4,2015,281.586
233,5,2015,4.10315
233,6,2015,17.5155
233,7,2015,0
233,8,2015,0
233,9,2015,9.43471e+06
234,1,2015,0
234,2,2015,17.5694
234,3,2015,6.59834
234,4,2015,46.9902
234,5,2015,31.1265
234,6,2015,96.717
234,7,2015,0
234,8,2015,0
234,9,2015,880451
235,1,2015,0
235,2,2015,13.7895
235,3,2015,0.632141
235,4,2015,369.406
235,5,2015,28.7898
235,6,2015,119.724
235,7,2015,0
235,8,2015,0
235,9,2015,1.11017e+07
236,1,2015,0
236,2,2015,0.977011
236,3,2015,0
236,4,2015,2.89648
236,5,2015,0.00329
236,6,2015,0.0619796
236,7,2015,0
236,8,2015,0
236,9,2015,89875.1
237,1,2015,0
237,2,2015,20.1124
237,3,2015,0.711611
237,4,2015,114.538
237,5,2015,5.39493
237,6,2015,39.9651
237,7,2015,0
237,8,2015,0
237,9,2015,2.8697e+06
238,1,2015,0
238,2,2015,39.3335
238,3,2015,2.21062
238,4,2015,211.539
238,5,2015,35.1336
238,6,2015,179.791
238,7,2015,0
238,8,2015,0
238,9,2015,5.05418e+06
239,1,2015,31.8364
239,2,2015,49.4779
239,3,2015,13.4527
239,4,2015,243.985
239,5,2015,0
239,6,2015,42.4892
239,7,2015,0
239,8,2015,0.111519
239,9,2015,5.67351e+06
240,1,2015,0.0430697
240,2,2015,0
240,3,2015,0
240,4,2015,0.273708
240,5,2015,0
240,6,2015,0.0706196
240,7,2015,0
240,8,2015,0
240,9,2015,5824.96
241,1,2015,0.950631
241,2,2015,0.01438
241,3,2015,0.44444
241,4,2015,0.18394
241,5,2015,3.4817
241,6,2015,0.27558
241,7,2015,0
241,8,2015,0
241,9,2015,1225
242,1,2015,0
242,2,2015,0
242,3,2015,0.0702301
242,4,2015,1.27323
242,5,2015,0.19278
242,6,2015,0.687801
242,7,2015,0
242,8,2015,0
242,9,2015,44850
243,1,2015,0.45315
243,2,2015,8.86536
243,3,2015,0.659201
243,4,2015,42.5046
243,5,2015,12.6413
243,6,2015,18.1704
243,7,2015,0
243,8,2015,0
243,9,2015,1.56483e+06
244,1,2015,43.09
244,2,2015,3.66654
244,3,2015,0.1344
244,4,2015,2.49382
244,5,2015,78.353
244,6,2015,3.78647
244,7,2015,0.506651
244,8,2015,0
244,9,2015,30400
245,1,2015,29.2753
245,2,2015,10.0153
245,3,2015,0.873851
245,4,2015,142.968
245,5,2015,114.834
245,6,2015,42.0819
245,7,2015,0
245,8,2015,0
245,9,2015,3.10625e+06
246,1,2015,19.8922
246,2,2015,4.83119
246,3,2015,0.29804
246,4,2015,17.8948
246,5,2015,7.77703
246,6,2015,7.97819
246,7,2015,0
246,8,2015,0
246,9,2015,454450
247,1,2015,9.49887
247,2,2015,8.85546
247,3,2015,0.508801
247,4,2015,5.72356
247,5,2015,38.4124
247,6,2015,19.4987
247,7,2015,0
247,8,2015,0
247,9,2015,96950.1
248,1,2015,38.9066
248,2,2015,7.07739
248,3,2015,0.562341
248,4,2015,6.06339
248,5,2015,176.786
248,6,2015,10.1821
248,7,2015,0
248,8,2015,0
248,9,2015,99350.1
249,1,2015,11.3499
249,2,2015,11.2474
249,3,2015,0.850311
249,4,2015,6.28588
249,5,2015,12.3261
249,6,2015,14.4857
249,7,2015,0
249,8,2015,0
249,9,2015,122575
250,1,2015,24.6821
250,2,2015,44.7481
250,3,2015,2.00492
250,4,2015,16.5309
250,5,2015,46.023
250,6,2015,23.0394
250,7,2015,0
250,8,2015,0.02036
250,9,2015,290075
251,1,2015,46.8836
251,2,2015,18.317
251,3,2015,1.56765
251,4,2015,9.19461
251,5,2015,178.895
251,6,2015,22.7436
251,7,2015,0
251,8,2015,0
251,9,2015,145175
252,1,2015,31.7846
252,2,2015,9.84865
252,3,2015,2.63216
252,4,2015,25.21
252,5,2015,41.4304
252,6,2015,20.6947
252,7,2015,0
252,8,2015,0
252,9,2015,448775
253,1,2015,17.4491
253,2,2015,16.2663
253,3,2015,2.91714
253,4,2015,7.73115
253,5,2015,35.6998
253,6,2015,18.6359
253,7,2015,0
253,8,2015,0
253,9,2015,128575
254,1,2015,4.92981
254,2,2015,5.19919
254,3,2015,0.714091
254,4,2015,35.7565
254,5,2015,18.862
254,6,2015,18.2032
254,7,2015,0
254,8,2015,0
254,9,2015,995501
255,1,2015,8.80741
255,2,2015,0.959711
255,3,2015,0.10641
255,4,2015,0.33357
255,5,2015,41.7228
255,6,2015,3.52037
255,7,2015,0.01472
255,8,2015,0
255,9,2015,925.001
256,1,2015,4.17917
256,2,2015,6.4139
256,3,2015,0.477301
256,4,2015,97.3309
256,5,2015,9.68444
256,6,2015,13.8745
256,7,2015,0
256,8,2015,0.0486701
256,9,2015,3.52508e+06
257,1,2015,0.434008
257,2,2015,0
257,3,2015,0
257,4,2015,0
257,5,2015,1.93899
257,6,2015,0.798915
257,7,2015,0
257,8,2015,0
257,9,2015,0
258,1,2015,194.665
258,2,2015,2.77305
258,3,2015,6.47708
258,4,2015,0
258,5,2015,1075.5
258,6,2015,26.0978
258,7,2015,813.525
258,8,2015,0
258,9,2015,0
259,1,2015,2.62409
259,2,2015,0.831506
259,3,2015,0.0430508
259,4,2015,0
259,5,2015,0.234634
259,6,2015,0.621611
259,7,2015,70.4533
259,8,2015,0
259,9,2015,0
260,1,2015,62.7015
260,2,2015,25.576
260,3,2015,0.817965
260,4,2015,3.71715
260,5,2015,13.0173
260,6,2015,27.6307
260,7,2015,5.31772
260,8,2015,0
260,9,2015,267980
261,1,2015,5.12486
261,2,2015,18.9122
261,3,2015,1.23732
261,4,2015,3.6798
261,5,2015,73.1621
261,6,2015,64.4122
261,7,2015,0.296626
261,8,2015,0.0145103
261,9,2015,269805
262,1,2015,12.504
262,2,2015,1.46086
262,3,2015,1.06622
262,4,2015,0
262,5,2015,8.42983
262,6,2015,9.7338
262,7,2015,7.64991
262,8,2015,0
262,9,2015,0
263,1,2015,65.8732
263,2,2015,1.69982
263,3,2015,0.655932
263,4,2015,0
263,5,2015,45.7188
263,6,2015,12.2712
263,7,2015,62.2478
263,8,2015,0
263,9,2015,0
264,1,2015,4.35593
264,2,2015,3.58915
264,3,2015,0.051991
264,4,2015,0
264,5,2015,1.5727
264,6,2015,1.44495
264,7,2015,18.432
264,8,2015,0
264,9,2015,0
265,1,2015,2.49859
265,2,2015,1.16587
265,3,2015,0.0277205
265,4,2015,0
265,5,2015,0.615832
265,6,2015,0.369167
265,7,2015,32.2832
265,8,2015,0
265,9,2015,0
266,1,2015,0.245475
266,2,2015,0.571801
266,3,2015,0.0854216
266,4,2015,0
266,5,2015,0.249735
266,6,2015,0.207004
266,7,2015,9.57037
266,8,2015,0
266,9,2015,0
267,1,2015,156.015
267,2,2015,56.6939
267,3,2015,2.79481
267,4,2015,0.00917017
267,5,2015,101.467
267,6,2015,42.0699
267,7,2015,427.608
267,8,2015,0
267,9,2015,0
268,1,2015,11.1666
268,2,2015,3.43932
268,3,2015,2.36261
268,4,2015,0
268,5,2015,9.6181
268,6,2015,18.5337
268,7,2015,0.313286
268,8,2015,0
268,9,2015,0
269,1,2015,95.336
269,2,2015,32.6067
269,3,2015,0.456299
269,4,2015,0
269,5,2015,23.4523
269,6,2015,13.6462
269,7,2015,29.125
269,8,2015,0
269,9,2015,0
270,1,2015,33.7221
270,2,2015,7.89498
270,3,2015,2.96592
270,4,2015,0
270,5,2015,451.009
270,6,2015,22.9259
270,7,2015,38.3471
270,8,2015,0
270,9,2015,0
271,1,2015,3.2316
271,2,2015,0
271,3,2015,0.0193004
271,4,2015,0
271,5,2015,3.52733
271,6,2015,0.160523
271,7,2015,3.92716
271,8,2015,0
271,9,2015,0
272,1,2015,201.49
272,2,2015,39.8379
272,3,2015,4.2757
272,4,2015,2.36463
272,5,2015,201.843
272,6,2015,106.586
272,7,2015,197.501
272,8,2015,0.0167503
272,9,2015,15450.3
273,1,2015,0
273,2,2015,0
273,3,2015,0
273,4,2015,0
273,5,2015,0.00781001
273,6,2015,0
273,7,2015,0.0614701
273,8,2015,0
273,9,2015,0
274,1,2015,28.1578
274,2,2015,0.14052
274,3,2015,0.833261
274,4,2015,0
274,5,2015,6.25725
274,6,2015,5.74941
274,7,2015,74.8268
274,8,2015,0
274,9,2015,0
275,1,2015,13.8836
275,2,2015,0
275,3,2015,0.13734
275,4,2015,0
275,5,2015,3.94326
275,6,2015,4.18935
275,7,2015,95.5055
275,8,2015,0
