BLDGID6  ,REGION6  ,CENDIV6  ,SQFT6    ,SQFTC6   ,YRCONC6  ,PBA6     ,ELUSED6  ,NGUSED6  ,FKUSED6  ,STUSED6  ,HWUSED6  ,ADJWT6   ,PAIR6    ,STRATUM6 ,ELHTBTU6 ,ELCLBTU6 ,ELVNBTU6 ,ELWTBTU6 ,ELLTBTU6 ,ELCKBTU6 ,ELRFBTU6 ,ELOFBTU6 ,ELMSBTU6
05809,3,5,   110000,07,05,02,1,1,2,2,2,  114.76,1,29,             0,             0,        421975,             0,       2178583,             0,         33838,        972559,        639958
05810,3,5,    85000,06,05,01,2,2,2,2,2,  100.36,2,38,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
05811,4,8,    11250,04,04,13,1,1,2,2,2,  484.14,2,35,             0,             0,           782,             0,         15980,             0,           390,           272,          1333
05813,4,9,   600000,09,06,18,1,1,1,2,2,   15.41,1,41,             0,             0,       2209923,             0,      22556971,             0,       3159919,       5734244,       7230037
05814,2,3,   130000,07,04,17,1,1,2,2,2,  128.46,2,21,        127385,        764186,        124780,             0,       1627862,        327097,        270553,        120000,        990003
05815,3,7,     1500,02,04,26,1,2,2,2,2, 6308.52,1,21,             0,             0,             0,             0,          7758,             0,           478,          1614,           645
05817,1,2,    65000,06,06,05,1,1,2,2,2,   94.90,1,23,             0,        100271,         55518,          9434,        712189,             0,         46832,        374090,        217329
05819,3,7,   550000,09,05,02,1,1,2,2,2,    8.15,1,06,         21867,        350584,        238496,             0,        319098,             0,         24261,        402029,        624894
05821,3,5,    18750,04,06,12,1,1,2,2,2,  488.82,2,43,             0,         44642,         18840,         18663,         99185,             0,          8807,          5108,         13840
05822,3,7,   140000,07,08,25,1,1,2,2,2,  107.43,1,03,       3757036,       2224069,        621289,        247086,       6359543,             0,        346191,        568058,       1357784
05824,4,9,     9500,03,06,02,1,1,2,2,2,  174.25,2,17,          2062,         24099,          6856,             0,         60159,             0,           763,         24367,          7368
05826,3,5,    42500,05,06,05,1,1,2,2,2,  109.55,2,05,             0,        100085,         22999,         15170,        242138,             0,         46001,        336709,        213218
05830,2,3,     2000,02,02,26,1,1,2,2,2,  414.10,1,26,             0,         11867,         13127,             0,         41525,             0,          1574,          6243,          1553
05831,1,1,    50001,06,05,18,1,2,2,1,2,  116.86,1,20,             0,             0,             0,             0,       1259568,             0,         90339,        317086,         53549
05832,2,3,   200001,08,03,02,1,1,2,2,2,   53.72,2,39,        932073,       1751812,        826573,        141589,       3727098,         71606,         51728,       1793997,        671041
05833,3,5,    40000,05,05,23,1,1,2,2,2,  114.43,2,26,         62765,        263262,         72870,         38230,        890235,         12761,         38582,         46926,        152694
05834,3,7,   425000,08,07,14,1,1,2,2,2,   88.46,1,03,         29009,       2632985,        812404,        700213,       9791598,        193261,        303109,        431845,        542946
05835,3,7,     3000,02,06,06,1,2,2,2,2, 3003.97,1,15,         39992,         58446,         16684,         15412,        110328,          6845,        280167,          3551,         15109
05836,1,1,   160000,07,05,05,1,1,2,2,2,  114.43,2,30,             0,         36550,         11767,             0,       1695204,             0,         27984,        249433,        120433
05837,3,5,   700000,09,08,13,1,1,1,2,2,    4.15,1,32,             0,      10285694,       7613463,       2344741,      39066090,             0,       2789900,       5210678,       8802661
05838,1,1,    32500,05,04,13,1,2,1,2,2,  151.31,1,09,             0,        361275,         93775,         72428,       1725401,         84284,         65238,         52689,        159050
05840,1,1,    27500,05,01,13,1,1,2,2,2,  367.06,2,16,             0,         39272,         15640,         83146,        410828,             0,         39075,         40333,         66358
05841,4,8,     4000,02,04,08,1,1,2,2,2,  151.31,2,30,             0,         32707,         12193,          2588,         45841,             0,          1055,         37917,          6123
05842,3,5,     9000,03,06,26,1,2,2,2,2,  488.82,1,43,             0,         33637,         29572,          8121,        163719,             0,          9773,         34676,         11964
05843,2,3,    37500,05,03,02,1,1,2,2,2,  444.11,2,16,             0,        277760,         97669,             0,        613634,             0,         13966,        435953,        141049
05844,4,9,     5000,02,03,02,1,1,2,2,2, 3003.97,2,10,             0,             0,          1782,             0,         41979,             0,          1044,         34004,          9572
05847,2,3,     5000,02,09,26,1,1,2,2,2,  487.36,2,32,             0,          4098,          3312,             0,         27681,             0,          1217,          4456,          1433
05848,2,3,    10001,04,07,23,1,2,2,2,2,  530.18,1,13,         48170,          3857,          2733,          1076,         22890,             0,          1758,          6145,          2086
05849,1,2,   600000,09,03,02,1,2,2,1,2,    7.64,2,37,             0,             0,       4204661,             0,      10481828,        289232,        230397,       8025879,       2186243
05853,3,5,    90000,06,07,05,1,2,2,2,2,   97.15,2,11,             0,        377121,         44334,             0,       1488117,             0,        117712,        962369,        484820
05854,2,3,    11250,04,06,25,1,1,2,2,2,  546.18,1,07,         36538,         24590,          7576,          3154,        118761,             0,          2324,         10263,          3544
05855,4,9,   300000,08,07,02,1,1,1,2,2,   13.84,2,24,       1551995,       1490244,       1693527,        180918,       6937816,             0,        129937,       4323367,       1232606
05857,4,9,    25001,05,06,13,1,1,2,2,2,  156.92,1,41,             0,        119092,         69204,        113387,        254268,             0,         51970,         43968,         67835
05860,2,3,   850000,09,04,16,1,1,1,2,2,   13.84,2,44,             0,       6276178,       9725121,             0,      32618265,        422248,       5147309,      11289553,      13541261
05862,3,5,    30000,05,07,23,1,2,2,2,2,  105.20,2,38,       2356244,       2143396,        530939,        262222,       7844697,        249105,        231286,       1505283,          7909
05863,2,3,    12500,04,07,13,1,1,2,2,2, 6241.10,2,07,             0,         94418,         76714,         24790,        356972,         19026,         26945,         29161,         64583
05864,3,7,    13750,04,06,26,1,1,2,2,2,  189.21,2,04,         31846,         91632,         27014,          4933,        166866,             0,         11086,         45233,          7170
05867,4,9,    13750,04,03,14,1,1,2,2,2,  393.07,2,10,             0,        146519,         42732,             0,        479604,             0,         21398,         33052,         18785
05869,3,7,   140000,07,05,14,1,1,2,2,2,   88.46,2,33,             0,       3768975,        140227,       1494185,       8699531,        249045,       1012828,       1141996,        557223
05870,1,1,   190000,07,09,14,1,2,1,2,2,  176.45,2,20,             0,        398527,         93959,        145220,       1054303,         35829,         69205,        115882,         74101
05871,1,2,    55000,06,05,24,1,1,2,2,2,  120.84,2,41,             0,          7526,          1872,             0,         33211,             0,          1900,          1711,          7140
05874,1,1,   750000,09,08,02,1,1,1,2,2,    6.92,2,06,       2170680,        645854,       3125448,        429655,      15635086,             0,        255271,       8779394,       2607173
05877,3,5,    15000,04,03,14,1,2,2,2,2,  418.84,1,38,         20234,         35355,          4264,         11221,         35692,             0,          2537,          4085,          2506
05878,3,6,   425000,08,07,16,1,1,1,2,2,    7.37,2,02,             0,      12328677,       3798893,             0,      24880615,        308378,       3759207,      12199056,       5935500
05880,1,1,    42500,05,04,02,1,1,2,2,2,  118.68,1,20,             0,         98126,         39387,             0,        343484,             0,          8333,        202800,        183999
05881,2,3,    60000,06,08,05,1,1,2,2,2,  437.28,1,25,             0,         20186,         15541,             0,        737226,             0,         31914,        319797,        103038
05883,1,1,  1500000,10,07,24,1,1,1,2,2,  107.43,2,10,        124728,       4205994,       2842687,        958321,      36155083,        432484,       1439113,       2052718,       5106542
05885,2,4,    60000,06,07,05,1,1,2,2,2,  141.84,2,08,             0,        132139,         49899,         14782,       1210274,             0,         61470,        535402,        230652
05886,4,8,     2500,02,06,01,2,2,2,2,2,  488.82,2,30,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
05888,1,2,   225000,08,03,05,1,2,2,2,2,  100.52,2,27,             0,             0,             0,             0,         85894,             0,         30223,        205066,        156241
05890,2,3,    85000,06,06,14,1,1,2,2,2,   93.41,2,26,             0,        310629,        140662,             0,       1470252,         82746,        131049,        151072,        104720
05892,3,7,     1500,02,06,08,1,2,2,2,2, 3003.97,2,15,          3555,         11099,          2553,          2216,         15949,             0,           353,         10935,          3763
05894,4,9,     5000,02,04,12,1,1,2,2,2,  207.27,2,41,             0,             0,         28209,             0,         63931,             0,         17365,          3341,         16373
05896,3,5,    25001,05,05,01,1,2,2,2,2,  105.20,1,31,        213324,          8944,          3829,          5539,          2510,             0,          6365,          8109,         47136
05897,1,1,    12500,04,07,02,1,1,2,2,2,  171.40,2,15,             0,         18672,          5362,           406,         52435,             0,           578,         20373,          3687
05899,3,5,   800000,09,06,24,1,1,2,2,2,   25.05,2,44,         15937,       6125466,       1415260,        333558,      18856392,        215943,        646356,       1296264,       2062146
05901,1,1,    12500,04,07,23,1,1,2,2,2,  469.96,2,19,             0,          7796,          4393,          1294,         52296,             0,          2115,          8720,          1756
05902,2,4,   110000,07,06,14,1,2,2,1,1,   27.75,1,08,             0,        184018,        587066,             0,       4351266,             0,        200795,        339361,        283321
05903,2,4,     7500,03,04,12,1,1,2,2,2,  189.21,1,08,             0,         35682,         22115,             0,         67803,             0,         10282,          6262,         30682
05904,1,1,   150000,07,05,14,1,2,1,2,2,  151.31,1,25,        157604,        236851,          3901,        126160,        899993,         25334,         47795,         66654,         66869
05906,2,3,    11250,04,07,15,1,2,2,2,2, 3204.89,1,22,         24978,        594214,        143456,        140755,        832110,        277156,        772093,         82729,        355500
05907,1,2,     4750,02,01,13,1,1,2,2,2, 5849.83,2,09,             0,         13379,         18099,         11466,         27729,             0,          3786,           980,          4802
05908,2,3,   700000,09,07,16,1,1,1,2,2,   13.84,1,34,             0,       8454613,      14460990,             0,      55633975,        630565,       7686750,      26989220,      10091956
05909,2,3,     3250,02,06,18,1,1,2,2,2,  431.20,2,28,             0,        141692,         19389,             0,        329805,             0,         16528,          7331,         60480
05910,3,5,    95000,06,05,01,1,2,2,2,2,  111.09,2,38,             0,        300951,         44554,         96069,        217512,             0,        131548,        179055,       1040757
05912,4,9,    18750,04,06,02,1,1,1,2,2,  431.20,2,29,        285944,        279027,         75312,         55698,       1645173,             0,         13199,        734478,         46846
05913,3,5,    27500,05,05,23,1,2,2,2,2,  107.43,2,38,        288228,        118779,         38628,         15336,        471582,          7677,         11844,         53552,          7209
05914,3,7,   950000,09,03,05,1,2,2,2,2,   15.28,2,42,             0,             0,             0,             0,         28525,             0,        312063,       2257286,       1755667
05915,3,6,    22500,04,06,25,1,1,2,2,2,  105.20,1,39,             0,        202564,        106934,         41194,        626969,             0,         35034,        148242,         30707
05916,3,5,    40000,05,05,02,1,2,1,2,2,  170.59,1,43,             0,        410392,        164859,         36668,       1056708,             0,          9105,        391005,        147971
05918,3,5,     2000,02,02,25,1,1,2,2,2, 5742.51,1,19,             0,         22152,         10023,             0,         45761,             0,          1681,          5594,          2238
05919,4,8,    30000,05,05,02,1,1,2,2,2,  186.88,1,21,         15495,       1004793,        214000,         35052,       1049631,             0,         30903,       1157814,        150235
05920,3,7,   375000,08,06,16,1,1,2,1,2,   13.84,2,07,         66842,        381280,       2593210,             0,      21378848,        102072,       1866433,       2900232,       6103510
05923,3,7,   150000,07,07,14,1,1,2,1,2,   27.75,2,42,             0,       3079322,        488518,             0,       6029105,             0,        364877,        697997,        467110
05924,3,5,     9000,03,04,25,1,1,2,2,2, 6308.52,2,08,             0,         28998,         13190,             0,        200974,             0,          4307,         16639,          5740
05925,4,9,     6000,03,07,13,1,2,2,2,2,  189.21,2,35,        235978,             0,          7248,         44764,        382079,             0,         24991,         29864,         48260
05926,2,4,    37500,05,05,05,1,1,2,2,2,  211.91,2,29,             0,         46469,         33978,             0,        228227,             0,         21444,        172332,         87686
05927,4,9,     5500,03,05,08,1,2,2,2,2,  393.07,2,41,           256,         30051,          6662,          9766,        115328,             0,          2470,         98705,         12146
05929,2,4,     2750,02,05,15,1,1,2,2,2,  431.20,1,08,             0,         73090,         22635,             0,        165436,             0,        105755,          4040,         45223
05930,3,6,    27500,05,08,25,1,1,2,2,2,  105.20,1,39,             0,        194366,         73329,             0,        901513,             0,         50164,        187570,         60863
05933,3,6,    55000,06,05,14,1,1,2,2,2,  116.86,2,01,             0,        953922,         30480,             0,       2508190,             0,        158655,        128742,        180934
05935,3,7,   120000,07,06,14,1,1,2,2,2,   88.46,1,03,             0,        750839,        355222,        356854,       2392936,             0,        148238,        368164,         45965
05938,3,7,     1250,02,06,26,1,1,2,2,2,  598.31,2,42,             0,         97320,         36406,         16933,        136842,             0,          4464,         22550,          1806
05939,3,5,     1250,02,04,26,1,2,1,2,2, 6308.52,1,38,             0,          8543,          1387,          3562,         11931,             0,           519,          2136,           433
05940,3,5,    25000,04,05,12,1,2,2,2,2,  151.31,1,38,             0,        128268,         40975,             0,        254285,             0,          8526,          6597,         32328
05941,1,2,     2500,02,01,15,1,1,1,2,2, 3003.97,2,17,             0,         13473,          3662,             0,         38921,          7489,         33670,          1302,         14669
05942,2,4,    27500,05,09,26,1,1,2,2,2,  479.67,2,18,             0,         39063,         30620,             0,        281061,             0,         21198,         82118,         15657
05943,4,9,     9000,03,06,23,1,1,2,2,2,  114.43,2,38,             0,         79887,         21847,         18334,        465514,             0,         18186,         75216,         25950
05944,3,5,    13750,04,06,13,1,2,2,2,2,  455.65,1,38,         48602,        329379,         67915,         41248,        705721,         37112,         25847,         15443,         75668
05946,1,1,     2000,02,07,25,1,2,2,2,2, 3003.97,1,25,         19981,             0,          4191,         15133,        218221,          2669,          5186,         23651,          9461
05948,3,7,     4250,02,04,12,1,1,2,2,2, 5849.83,2,33,             0,          5103,           674,             0,          9542,             0,           314,           217,          1061
05951,4,9,    12500,04,07,05,1,1,2,2,2,  474.50,2,11,             0,           847,           173,             0,         21653,             0,          1858,         13550,          8658
05952,3,6,    15000,04,06,01,1,1,2,2,2,  123.48,1,24,             0,             0,          1036,           970,           456,             0,           705,           939,          5457
05953,3,6,   225000,08,07,02,1,2,1,2,2,   28.87,1,39,        284115,       1728156,       1865733,        256771,       7566238,             0,         67820,       3205050,        809538
05954,3,7,    55000,06,04,14,1,1,2,2,2,   93.41,2,04,             0,        324647,         80853,             0,        323347,             0,         38920,         42678,         33288
05958,4,9,     6500,03,07,25,1,2,2,2,2,  488.82,2,28,             0,             0,         29648,         19722,        511797,             0,         18599,         82340,         26982
05959,3,7,     4000,02,06,02,1,1,2,2,2,  344.67,2,33,             0,        114775,         31431,         20947,        232729,             0,          4313,        161822,         17610
05960,3,5,    10000,03,05,12,1,2,2,2,2, 5849.83,1,40,             0,          6178,          1612,           988,         14801,             0,           376,           262,          1284
05961,3,6,   200001,08,09,25,1,1,2,2,2,   90.82,2,12,        462130,       3541538,        732116,        438018,       9456503,        247959,        384322,       1054226,       1730235
05962,4,9,     4750,02,06,15,1,1,2,2,2, 3003.97,1,11,             0,        142440,         38359,             0,        280406,         37417,        156496,          6235,         69778
05963,1,2,  1500000,10,05,02,1,2,2,1,2,    4.89,2,28,             0,       8314611,      19852971,             0,      77333431,             0,        553369,      24446226,       8310423
05965,3,5,    95000,06,07,18,1,1,1,2,2,  165.71,2,26,         37099,        923660,        201666,             0,       2051726,             0,        144321,        130703,        461406
05968,4,9,     1500,02,05,26,1,1,2,2,2,  488.82,1,43,             0,             0,          3322,          6551,         51460,             0,          1126,          4148,           916
05969,2,4,     4000,02,05,01,1,2,1,2,2,  431.20,2,10,         23124,          4618,          6231,          7318,         17373,             0,          1853,          2361,         13725
05970,3,7,   150000,07,07,14,1,1,2,2,2,   28.87,1,04,             0,        152868,         65789,             0,        303048,             0,         19256,         23537,         30258
05973,1,2,    30000,05,05,05,1,1,2,2,2,  441.33,1,18,             0,         58214,         44162,             0,        361031,             0,         27038,        210563,        124573
05974,4,9,   325000,08,07,05,1,1,1,2,2,   13.84,1,14,             0,        456734,             0,        138858,       5428376,             0,        232500,       2531199,       1204279
05975,3,5,    20000,04,05,14,1,1,1,2,2,  151.31,1,14,         27537,         91387,         15982,             0,        183747,          7237,          9610,         14084,          6969
05976,2,4,     7500,03,05,02,1,1,2,2,2,  363.67,2,13,             0,         53824,         22494,             0,        164759,             0,          2833,        102637,         15240
05977,2,3,    55000,06,02,05,1,1,2,2,2,  199.80,2,32,             0,          8595,          3683,             0,         39898,             0,          3966,         28656,         19438
05979,2,3,    30000,05,08,13,1,1,2,2,2,  487.36,2,13,             0,        400264,        132273,             0,       1484362,         53426,         50754,         35960,        105188
05980,4,9,    30000,05,04,05,1,2,2,2,2,  113.17,2,35,             0,             0,             0,             0,         35592,             0,          9966,         71991,         54850
05981,2,3,     5500,03,06,23,1,1,2,2,2,  134.32,2,11,             0,         45311,         48767,         18887,        347838,             0,         14042,         55796,         22318
05982,2,3,    30000,05,02,23,1,1,2,2,2,  107.43,1,32,             0,         84405,          1754,             0,        429770,          3929,          8977,         38500,         14267
05983,3,5,    50000,05,04,13,1,2,1,2,2,  119.21,1,38,        390085,       3316328,        873211,        503081,       6289647,             0,        211310,       1002265,         59119
05984,2,3,     2000,02,04,02,1,1,2,2,2, 6640.55,2,07,             0,          7336,          3892,             0,         46205,             0,           378,         12967,          3137
05985,2,3,     1500,02,02,02,1,1,2,2,2,  363.67,2,33,             0,         10263,          5087,             0,         48236,             0,           635,         24075,          2063
05986,3,5,     2750,02,03,15,1,2,2,2,2, 3003.97,2,31,        241608,         79441,         29889,         65511,        123667,             0,        141819,         12171,         55691
05987,3,5,   200001,08,06,02,1,1,1,2,2,   92.00,1,29,             0,       1101539,       2679079,             0,       7433904,             0,        172839,       6828919,        709577
05989,4,9,     7500,03,04,13,1,2,2,2,2,  488.82,2,35,         92217,             0,          3605,          3500,         11655,             0,          1709,           501,          2457
05991,4,8,    15000,04,05,14,1,1,2,2,2,  151.31,2,10,             0,        144588,          7429,             0,        573199,         13495,         35840,         56867,         21649
05992,3,6,    25001,05,07,18,1,1,2,2,2,  393.07,1,39,       1318299,        124770,         40065,             0,        240018,             0,         36662,         16261,        134153
05993,2,3,   140000,07,08,02,1,1,2,2,2,  100.52,1,22,         93791,       1151152,       1036479,             0,       5571944,         66731,         50955,       1917923,        411996
05994,1,1,   600000,09,03,02,1,1,1,2,2,    8.15,1,25,         48763,       1339252,        419809,             0,       2610824,             0,         19785,        920441,        250728
05995,2,3,     4000,02,04,17,1,1,2,2,2, 3204.89,2,32,             0,             0,         12847,        290113,        115944,             0,         12289,          5451,         44967
05998,3,7,    75000,06,05,18,1,2,2,1,2,   31.14,2,09,             0,             0,        393756,             0,       2227744,             0,        260222,        853586,        214032
06001,4,8,   800000,09,06,02,1,1,1,2,2,    8.15,1,11,             0,       9244805,       8410656,             0,      24064498,             0,        406205,      14418707,       4380616
06003,1,2,    35000,05,05,23,1,1,1,2,2,  431.20,2,40,             0,         39109,          9637,             0,        134123,             0,          2812,          7131,         13240
06004,3,5,    37500,05,08,26,1,2,2,2,2,  159.06,2,40,         22441,        338090,         74153,         10011,        507410,             0,         17229,         47103,         45417
06006,3,5,   170000,07,07,02,1,1,1,2,2,   92.00,1,29,             0,       3210702,       1295428,             0,       7200893,        110992,         88414,       3147788,        771076
06008,3,5,   120000,07,05,16,1,1,1,2,2,   29.49,2,08,             0,        604424,         54769,             0,       2565531,         30022,        365979,       1031233,        734265
06009,2,3,    65000,06,07,02,1,1,2,2,2,  111.09,2,32,             0,        306820,        189109,         27815,        916961,             0,         18428,        469859,        336511
06010,3,5,   300000,08,04,14,1,1,1,2,2,   29.49,2,08,             0,        454695,         14019,             0,       2281879,             0,        249851,        248825,        238854
06012,4,9,    35000,05,07,23,1,1,2,2,2,  469.96,1,33,             0,           160,         30388,         22148,        538427,             0,         26916,         95789,         43472
06013,4,9,    30000,05,06,01,2,2,2,2,2,  207.27,2,22,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
06017,3,7,    20000,04,04,13,1,1,2,2,2,  418.84,1,42,             0,         98718,          9033,         27153,         92819,             0,         14148,          4829,         23660
06018,2,3,     6000,03,03,18,1,1,2,2,2,  487.36,1,26,        167034,         40779,           727,        187732,         78240,             0,         10019,          4444,         36659
06021,3,7,     3500,02,03,13,1,1,2,2,2, 5849.83,1,42,             0,             0,           795,          1062,          4473,             0,           498,           146,           716
06022,4,9,     5500,03,07,14,1,1,2,2,2,  393.07,2,04,             0,             0,          9362,             0,        324846,             0,         17941,         45052,          6790
06023,3,6,    35000,05,05,14,1,2,2,2,2,  222.08,1,12,        169648,        259999,         58736,        213596,        614424,         37041,         58664,         72104,         42401
06024,3,5,    13750,04,07,02,1,1,2,2,2,   92.00,2,40,         17117,        274238,         56442,         11455,        272075,             0,          6354,        232376,         36553
06025,4,9,  1300000,10,07,26,1,1,1,2,2,    4.15,1,23,             0,      13552987,      10306508,       1753391,      56204430,       1065912,       1652100,       9072412,       2897268
06026,1,2,   225000,08,08,18,1,1,1,1,2,   27.75,1,38,             0,        392164,        191125,             0,       1909114,             0,        226574,        595147,        334423
06027,2,4,   120000,07,07,04,1,1,2,1,2,   27.75,1,23,             0,             0,       1542393,             0,       3001070,             0,         56060,       2938665,       2249475
06030,3,5,     9500,03,07,02,1,2,2,2,2,  112.72,2,26,          2661,         66266,         13815,          4017,        170298,             0,          2763,         91328,         27614
06031,4,8,    12500,04,05,18,1,2,2,2,1,  418.84,2,42,             0,        122130,         15021,             0,        211415,             0,         16733,          7422,         61231
06033,1,2,    75000,06,03,02,1,1,2,2,2,  111.09,1,09,             0,        212428,         14909,             0,        626663,             0,          6354,        202503,        173634
06034,2,3,    10001,04,05,05,1,1,2,2,2,  414.10,1,32,             0,          1405,          2064,             0,         12345,             0,           651,          5570,          2432
06035,3,7,    25000,04,07,05,1,1,2,2,2,  114.43,2,27,             0,         33388,          6509,             0,        169755,             0,         11167,         94192,         43093
06039,2,4,    42500,05,07,13,1,1,2,2,2,  134.32,1,24,        156981,        257757,        132212,         62063,       1344499,             0,         83710,         70526,        234037
06041,2,3,    85000,06,04,14,1,1,1,2,2,  116.86,1,28,             0,        153187,          2578,             0,        585613,             0,         31309,         40509,         28080
06042,1,2,   600000,09,06,16,1,1,1,2,2,    6.92,1,10,             0,             0,       8805715,             0,      32703666,             0,       4720276,      13296288,       9474507
06043,3,5,    12500,04,07,02,1,2,2,2,2,  370.61,1,44,         25228,        108867,         24319,          9522,        187733,             0,          4354,        166087,         22572
06047,3,5,    55000,06,02,01,1,2,2,2,2,  159.79,2,44,             0,             0,             0,             0,             0,             0,             0,             0,             0
06049,3,6,    12500,04,07,05,1,2,2,2,2,  370.61,1,39,         18579,          2978,          1199,          1081,          2363,             0,          1374,         11278,          5384
06052,4,8,     6000,03,08,25,1,1,2,2,2,  469.96,2,10,          6947,             0,          3618,             0,         36906,             0,          1485,          6270,          2024
06053,3,6,    13750,04,06,23,1,2,2,2,2,  455.65,2,02,         24156,         11597,          2952,          2011,          5415,             0,          2040,          7635,          3054
06055,1,2,   450000,08,06,16,1,1,1,1,2,    6.92,2,13,             0,             0,         84401,             0,       3732007,             0,        617245,       1765667,       1211947
06056,2,3,    65000,06,07,18,1,2,2,1,1,   29.31,2,26,             0,             0,         19967,             0,       2733761,             0,        447231,       1506215,        328650
06057,2,4,    50000,05,06,14,1,2,2,2,2,  174.97,2,41,        104985,        161118,         58917,         44795,        471153,         19604,         31047,         24608,         35992
06058,2,4,    80000,06,05,16,1,1,1,2,2,   93.41,1,31,             0,        424138,        458024,        573381,       1627667,         36719,        223808,        367233,        712424
06059,1,1,    12500,04,01,12,1,2,1,2,2,  484.14,1,09,         17895,             0,          4804,          4576,         10820,           854,          1953,           964,          2134
06062,3,5,   150000,07,05,23,1,2,2,2,2,  107.43,1,38,        118094,       1042057,        207888,         93466,       1878851,             0,         90506,        138134,        343965
06063,4,8,    37500,05,07,15,1,1,2,2,2,  367.06,2,10,             0,         28259,         12189,             0,         60476,         24215,        133951,          5817,         53910
06064,2,3,    35000,05,04,13,1,1,2,2,2,  119.21,1,34,             0,        171762,         81273,             0,        556142,             0,         49179,         43060,        133648
06066,4,9,  1300000,10,06,02,1,1,1,2,2,    4.89,1,03,             0,      25029696,      22457773,       2386131,      97454533,       1224317,        668620,      33680198,       5898745
06068,1,2,    70000,06,05,14,1,1,2,2,2,  116.86,2,05,             0,        228476,          4488,             0,        743810,          5227,         14393,         23072,          7705
06071,4,8,    32500,05,04,12,1,2,1,2,2,  189.21,1,30,         71229,         10094,         10321,          9499,         17453,             0,         10036,          2944,         14428
06072,4,9,     8000,03,06,02,1,1,2,2,2,  174.25,2,17,         15562,         23718,          7088,             0,        138996,             0,          4036,        157702,         10791
06073,3,7,     6500,03,07,02,1,1,2,2,2,  174.25,2,27,           796,         85152,         22150,          5320,        152686,             0,          2984,        116375,         15890
06074,4,8,   100000,06,06,01,1,1,2,2,2,  205.36,2,10,             0,        122625,         47486,             0,       1948656,             0,         75423,        218430,        450900
06075,4,9,    27500,05,06,02,1,1,2,2,2,  168.30,2,10,         51125,         19677,          7868,             0,        670026,             0,         19455,        720896,         88528
06077,2,3,   150000,07,05,18,1,2,2,1,1,  110.66,2,26,             0,             0,         61126,             0,        689544,             0,        104096,        351778,         75300
06078,1,2,    15000,04,05,05,1,2,2,2,2,  488.82,2,20,        289551,          7391,          8829,          3801,         64321,             0,          3397,         24515,         16097
06081,2,3,     4500,02,06,26,1,1,2,2,2, 6241.10,1,07,             0,         38998,         39107,             0,        147391,             0,          9133,         33932,         10685
06084,4,8,    45000,05,06,13,1,2,2,2,2,  151.31,1,30,       1336562,             0,         45723,        236122,       1364598,        192305,        161201,        392384,         99833
06085,4,8,     5001,03,05,15,1,1,2,2,2, 3003.97,2,42,             0,         71209,         21426,             0,        134571,             0,         78143,          3006,         33646
06086,3,7,     2750,02,03,13,1,1,2,2,2,  454.60,2,33,        132540,         35213,         12798,         14808,         44964,          2169,          5435,          6123,          6304
06088,2,4,     9000,03,07,18,1,1,2,2,2, 3204.89,1,26,        205039,         15408,          1130,        102748,         92665,             0,          5953,         18628,          5794
06089,1,2,     3750,02,05,18,1,2,2,1,2, 3003.86,2,37,             0,             0,             0,             0,        493698,             0,         20987,         79728,          6375
06090,2,3,   160000,07,06,14,1,2,2,1,2,   27.75,2,34,             0,       1468935,        863585,             0,       8289130,             0,        251481,        514340,        253840
06091,3,5,   600000,09,05,02,1,2,1,1,1,    6.92,2,36,             0,             0,        974957,             0,      49299428,             0,        929116,      28148273,      13033831
06092,3,7,  1600000,10,05,23,1,1,1,2,2,    8.15,1,25,        771601,      10047053,       2430779,        359354,      20013012,        272840,        666955,       1139534,       2655366
06093,3,5,   190000,07,07,02,1,2,1,2,2,   30.67,2,08,       1769439,       2196770,       1101472,        171812,       4549266,        137407,        113950,       3565301,       1339696
06095,2,4,     9000,03,02,25,1,1,2,2,2, 5742.51,2,23,             0,          7342,          6974,             0,         19536,             0,          1258,          4186,          1674
06096,4,9,     5500,03,08,18,1,1,2,2,2, 3003.97,2,11,          1437,         43318,          9783,             0,         60809,             0,          8016,          3555,         29332
06099,3,6,    40000,05,05,05,1,2,2,2,2,  225.31,2,01,             0,             0,             0,             0,         49356,             0,           915,          6387,          4867
06100,4,8,    12500,04,06,13,1,1,2,2,2,  344.67,1,30,             0,         45854,         19532,         33659,         66497,             0,         13958,          8743,         19364
06101,3,7,    27500,05,06,02,1,1,2,2,2,  381.67,2,42,             0,        505269,        170749,             0,        826476,             0,         15734,        582998,         71594
06103,4,9,     7000,03,05,14,1,1,2,2,2, 3003.97,2,04,             0,             0,          7427,             0,         78788,             0,          9536,          2935,         14382
06104,2,4,    23750,04,03,02,1,1,2,2,2, 1091.01,2,31,             0,        322339,          7310,         58010,        952578,             0,         28384,       1089354,         91554
06105,2,4,   120000,07,07,05,2,1,2,2,2,  150.40,2,36,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
06107,3,6,     3500,02,08,05,1,2,2,2,2,  370.61,1,12,             0,             0,             0,             0,          2036,             0,           724,          4958,          3777
