BLDGID5,REGION5,CENDIV5,SQFT5,SQFTC5,YRCONC5,PBA5,ADJWT5,PAIR5,STRATUM5,ELSUPL5,NGSUPL5,FKSUPL5,STSUPL5,HWSUPL5,ELHTBTU5,ELCLBTU5,ELVNBTU5,ELWTBTU5,ELLTBTU5,ELCKBTU5,ELRFBTU5,ELOFBTU5,ELMSBTU5
5479,1,2,100000,6,4,12,287.68,1,8,1,1,2,2,2,0,10830,203,0,134497,0,4976,2088,9954
5480,2,3,160000,7,6,16,92.63,1,21,1,1,1,2,2,0,1851425,1833542,0,5942736,0,772791,1635317,2092652
5481,4,9,120000,7,7,18,291.47,2,13,1,1,1,2,2,391910,5734903,354621,0,3097500,0,230320,148821,796116
5482,3,7,3000,2,4,7,1485.95,1,12,1,2,2,1,2,0,26951,8428,10301,86026,0,86,799,4646
5483,3,7,12500,4,4,12,225.04,2,21,1,1,2,2,2,0,42364,11521,0,7012,0,1086,758,3712
5484,2,3,5000,2,7,3,92.63,2,2,1,1,2,2,2,0,0,8475,0,85202,0,5099,18038,7215
5485,3,5,6000,3,6,15,1530.27,2,6,1,2,2,2,2,9363,817694,66490,145727,280088,839045,156353,2557,18005
5486,2,3,5000,2,6,3,296.15,2,21,1,2,2,2,2,235855,32518,26556,142090,214520,0,12475,49940,7602
5487,3,5,5001,3,7,2,1543.02,1,1,1,2,2,2,2,1538,37940,5719,10073,19180,0,420,14209,3861
5488,4,9,6000,3,6,14,1.3,2,22,1,1,2,2,2,0,40971,16135,0,24218,0,2081,688,3373
5489,4,9,80000,6,6,14,290.6,2,14,1,2,2,2,2,637343,494038,137361,950879,2014102,0,85829,139002,111054
5490,3,6,90000,6,6,1,21.73,2,9,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
5491,3,7,15000,4,4,13,582.99,2,19,1,1,2,2,2,0,0,3345,0,163811,0,5702,2210,10828
5492,2,3,50001,6,6,3,517.24,2,18,1,2,2,2,2,28603,0,2950,106426,306231,0,11771,9503,48793
5493,1,2,7000,3,5,8,460.39,2,10,1,1,2,2,2,0,56260,12875,0,258801,0,1401,68424,14514
5494,1,2,1500,2,3,5,2139.22,1,8,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
5495,1,1,2500,2,3,13,421.1,1,14,1,1,2,2,2,0,0,0,0,25968,0,1069,434,2125
5496,3,5,700000,9,9,2,1.07,0,0,1,1,1,1,2,2239309,2500739,7496801,1431205,9149275,0,243608,9453214,3241244
5497,3,6,200001,8,6,1,10.03,2,7,1,1,2,2,2,4203713,0,139351,0,47220,0,234530,312117,1814181
5498,3,5,1500,2,5,14,1684.34,2,3,1,2,2,2,2,35071,26736,12537,17541,34988,0,1613,1039,3543
5499,2,3,2000,2,3,15,1349.78,1,18,1,2,2,2,2,0,112317,10844,38394,12790,30126,5879,1646,18424
5500,3,5,2000,2,3,13,1707.8,2,3,1,2,2,2,2,0,0,0,0,86960,0,2986,1304,6390
5501,3,7,10001,4,8,5,10.43,1,16,1,2,2,2,2,9445,125915,7317,98470,432936,0,1829,18771,10616
5502,3,7,12500,4,4,12,425.71,1,19,1,1,2,2,2,0,56847,12529,6885,33820,588,5743,1105,5414
5503,2,3,35000,5,2,1,10.63,2,10,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
5504,3,6,2500,2,6,2,1882.46,2,11,1,2,2,2,2,18292,63706,12299,49783,107546,0,1647,59010,11870
5505,2,3,3500,2,4,3,1605.92,1,21,1,1,2,2,2,0,0,179,0,1553,0,64,228,91
5506,2,4,80000,6,6,5,296.15,1,7,1,1,1,2,2,0,67822,436,0,526465,0,5975,47684,30906
5507,3,7,35000,5,5,14,1422.04,1,19,1,2,2,2,2,67191,112486,25949,0,58770,0,3030,1315,5792
5508,4,9,1001,2,4,5,1525.12,2,13,1,1,2,2,2,0,7996,666,0,5936,0,39,261,199
5509,3,5,90000,6,5,2,234.82,2,17,1,2,1,2,1,144269,144241,2237278,617358,7935202,0,46692,2327307,622222
5510,4,9,140000,7,6,20,76.43,1,12,1,1,2,2,2,87139,837620,176851,0,4171890,0,5253,8509,49460
5511,3,7,60000,6,4,14,1.03,0,0,1,1,2,2,2,132576,670020,184231,0,1195419,0,57435,30575,118638
5512,3,7,60000,6,7,14,293.72,2,1,1,1,2,2,2,0,475401,109439,0,698282,0,52317,21883,94095
5513,3,5,12500,4,7,5,1678.97,1,2,1,2,2,2,2,0,0,0,0,30551,0,645,4968,3785
5514,3,7,50000,5,7,5,150.01,1,20,1,1,2,2,2,0,100927,5957,0,191894,0,1189,8969,5854
5515,4,8,35000,5,3,14,407.72,1,20,1,2,2,2,2,0,0,9512,248670,373715,17184,13600,8054,35372
5516,3,5,300000,8,6,13,20.5,1,2,1,2,2,2,1,0,0,1795015,0,24852706,729778,470313,330224,1433395
5517,2,4,30000,5,6,13,389.35,1,11,1,2,2,2,2,829016,109731,55184,47151,824811,23315,15850,9995,46957
5518,4,8,8000,3,3,5,415.45,2,22,1,2,2,2,2,1056,17746,62063,0,67452,0,755,5479,3680
5519,2,3,35000,5,7,3,291.24,1,6,1,1,2,2,2,0,0,123473,0,1539532,0,107090,108253,436387
5520,4,9,3000,2,6,3,484.66,2,20,1,2,2,2,2,30507,18105,9269,14094,30532,0,1501,5988,1208
5521,1,1,9000,3,3,2,460.39,1,22,1,2,1,2,2,0,118622,0,101042,71838,0,1091,61498,7495
5522,2,4,3500,2,5,15,1361.3,2,12,1,1,2,2,2,0,42232,4148,0,9231,0,4660,49,552
5523,3,5,5000,2,3,13,24.97,1,3,1,2,2,2,2,0,0,0,0,5316,0,315,92,453
5524,2,4,7000,3,6,5,1525.12,2,8,1,1,2,2,2,0,9263,2399,38440,77730,0,771,5814,3874
5525,4,9,7000,3,5,13,435.97,2,18,1,1,2,2,2,0,0,17104,0,111341,4285,6703,2644,11944
5526,1,2,4500,2,6,3,1580.41,2,18,1,1,2,2,2,0,4402,5424,0,74767,0,3785,14918,3319
5527,2,3,4000,2,6,3,2091.03,2,21,1,1,2,2,2,0,2786,3740,0,21570,0,1400,5717,1217
5528,3,5,400000,8,9,2,1.07,0,0,1,1,1,2,2,3909207,3740222,3995187,1201182,4970022,88029,131734,5173187,1885437
5529,4,8,12500,4,6,3,3.4,1,19,1,1,2,2,2,0,0,8940,0,600882,0,17843,79386,20255
5530,3,6,70000,6,3,14,274.92,2,9,1,1,2,2,2,0,935705,217211,0,481929,0,37408,12935,60083
5531,3,5,35000,5,4,14,18.93,1,6,1,1,2,2,2,0,35630,150708,0,606767,0,50655,18372,80501
5532,3,5,8000,3,8,21,1880.68,1,3,1,2,2,2,2,10518,6509,2126,39342,12497,0,258,305,1776
5533,2,4,2500,2,4,2,1740.98,1,2,1,1,2,2,2,0,13995,3299,0,33559,0,211,9114,2367
5534,2,3,8000,3,1,5,18.53,1,16,1,1,2,2,2,0,1067,728,0,4613,0,70,500,7009
5535,1,2,600000,9,9,1,1.69,1,18,1,1,1,2,2,3625436,521403,225763,0,11208908,1741,46920,61124,355281
5536,4,9,350000,8,2,12,207.73,1,9,1,1,2,2,2,55876,1400187,409210,0,1071006,15315,24645,13415,64219
5537,4,8,450000,8,8,2,1.04,0,0,1,2,1,2,2,6702,5201902,3769279,950861,3537589,0,113711,4469537,1647192
5538,2,4,500000,8,9,2,1.07,0,0,1,2,1,2,2,3895552,11798871,6387326,1436392,7757627,267635,211357,8051353,2481827
5539,2,3,7000,3,7,12,560.24,1,15,1,2,2,2,2,0,0,0,9319,26830,1713,4211,1090,5342
5540,3,7,17500,4,6,13,685.38,2,19,1,1,2,2,2,7921,121307,25299,22615,186359,0,4966,2234,10944
5541,3,6,25001,5,3,1,1811.71,1,17,1,1,2,2,2,16018,30061,8690,151516,158872,0,638,840,4881
5542,3,6,3000,2,5,5,548.45,1,11,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
5543,2,3,15000,4,5,2,560.24,2,16,1,1,2,2,2,0,129906,0,0,293934,0,4857,220875,23990
5544,1,2,600000,9,7,5,149.54,1,17,1,1,1,2,2,114510,2395921,121494,0,43016119,0,253283,2337645,1731836
5545,3,5,100000,6,8,7,2.61,1,9,1,1,1,2,2,0,762102,429341,0,3214175,0,11780,79401,461519
5546,3,7,3500,2,1,2,1680.67,2,5,1,1,2,2,2,0,4569,1995,0,43050,0,889,29111,8525
5547,2,3,45000,5,3,13,5.28,1,18,1,2,2,1,2,0,49424,2535,0,744398,0,15063,9842,46642
5548,3,7,17500,4,4,13,276.78,2,19,1,1,2,2,2,0,0,361,0,17687,0,559,229,1124
5549,4,9,25001,5,8,2,435.97,2,9,1,2,2,2,2,5742,88136,20953,76471,127708,0,3276,114897,26126
5550,1,2,600000,9,3,1,12.03,2,20,1,2,2,2,2,0,0,0,0,2717,0,1135,1510,8777
5551,3,6,1001,2,5,3,1908.68,2,11,1,2,2,2,2,45334,94598,29178,124275,233816,0,11143,45537,7133
5552,1,2,10000,3,2,3,1942.26,1,8,1,1,2,2,2,0,0,2242,20390,29192,0,1373,4525,1810
5553,3,7,2000,2,6,14,17.84,2,5,1,1,2,2,2,0,1371,1985,0,37821,0,3342,1256,6153
5554,3,6,9000,3,6,2,272.55,2,17,1,1,2,2,2,4571,210587,48433,0,194162,0,850,50312,5966
5555,3,7,3500,2,3,5,1678.97,1,15,1,2,2,2,2,11038,7268,1543,34683,29593,0,342,2516,1626
5556,1,2,3000,2,4,1,1299.89,2,4,1,2,2,2,2,0,0,0,3329,20528,0,34,56,323
5557,1,2,3000,2,5,3,1514.72,1,18,1,1,2,2,2,0,100380,36344,0,328476,0,7080,28989,11596
5558,1,2,70000,6,6,14,20.71,1,8,1,1,2,2,2,0,169317,0,0,1277250,53684,85021,33436,132515
5559,4,9,17500,4,6,13,419.05,2,4,1,1,2,2,2,0,99458,27625,0,1112449,0,23964,16602,70587
5560,3,5,250000,8,8,2,10.43,1,1,1,2,1,2,2,21887,642388,445025,553320,2267897,0,78372,2047493,1492394
5561,1,2,2000,2,5,3,1927.1,1,4,1,2,1,2,2,0,981,1649,5043,5881,0,330,1099,439
5562,4,8,2500,2,5,3,2115.72,2,20,1,1,2,2,2,0,1000,16900,0,48602,0,1516,5910,2364
5563,2,4,3000,2,5,3,3233.97,1,2,1,1,2,2,2,0,2595,1646,8733,11447,0,551,1914,766
5564,2,3,12500,4,6,5,1545.96,1,21,1,1,2,2,2,0,3546,579,0,13521,0,309,2126,23118
5565,3,7,3500,2,5,6,2708.42,2,19,1,1,2,2,2,0,70862,16679,0,64256,0,292559,1795,16714
5566,2,4,2500,2,7,15,1262.19,2,12,1,1,2,2,2,0,115941,108312,0,87580,0,65872,3980,26003
5567,3,7,1500,2,9,14,300.61,1,3,1,2,2,2,2,7987,14924,4793,0,11794,0,796,299,1466
5568,1,2,600000,9,4,4,20.12,2,16,1,1,1,2,2,165947,2171240,2170596,0,5763328,0,11117,935602,5438189
5569,1,2,40000,5,5,13,97.9,2,8,1,1,2,1,2,0,212171,118280,0,806647,22399,22391,10476,49520
5570,1,2,3000,2,4,3,1879.71,1,10,1,1,2,2,2,0,7080,6637,0,36979,0,1615,5531,2213
5571,3,7,10000,3,4,14,212.86,1,16,1,1,2,2,1,0,0,556,0,106279,0,6517,2156,10565
5572,3,6,4000,2,3,12,1426.16,1,9,1,1,2,2,2,0,4151,2377,0,2125,0,246,70,342
5573,3,7,6000,3,6,5,1911.82,1,10,1,2,2,2,2,71,33491,1661,22492,42480,0,513,3798,2505
5574,4,9,8000,3,6,5,1438.51,2,13,1,2,2,2,2,55318,0,1313,0,88538,0,1012,7063,74076
5575,2,3,3500,2,3,3,517.24,1,10,1,1,2,2,2,14795,3907,6276,0,31252,0,1590,5289,2116
5576,4,9,40000,5,5,18,1.02,0,0,1,2,2,1,2,0,0,0,0,1649856,0,104566,110880,318126
5577,2,3,3000,2,6,8,430.01,1,18,1,1,2,2,2,0,27228,8827,0,99912,0,1271,45449,11956
5578,1,2,2000,2,4,3,1409.09,2,4,1,2,2,2,2,0,0,0,18864,22144,0,1423,4943,1977
5579,2,3,40000,5,3,14,388.87,2,2,1,2,1,2,2,278584,213211,69715,0,372432,0,13887,8105,34639
5580,2,3,450000,8,4,16,21.13,1,4,1,1,1,2,2,0,3153470,5136803,0,16568409,1706217,2079922,4342364,5691254
5581,1,2,7000,3,5,16,490.69,2,17,1,2,2,2,2,149489,106374,29640,0,48729,0,4809,4542,18658
5582,4,8,8000,3,6,1,415.45,2,8,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
5583,3,7,1500,2,7,2,1803.13,1,19,1,1,2,2,2,0,18568,6408,0,18604,0,492,16790,4024
5584,3,5,600000,9,6,16,11,1,20,1,1,1,2,2,0,32845152,6471049,0,23015642,0,2646784,5440237,7327937
5585,4,8,25001,5,3,2,209.53,2,19,1,1,1,2,2,0,597884,16284,370633,110462,0,1590,53740,14673
5586,1,2,600000,9,5,16,20.12,1,18,1,1,1,2,2,2158345,16152511,5431665,0,23709868,1964457,2394727,4960969,6591276
5587,4,9,6000,3,3,12,436.92,1,4,1,1,2,2,2,0,23560,7485,0,61019,0,1757,888,3999
5588,3,7,200001,8,7,5,225.04,1,14,1,1,2,2,2,0,82719,3240,46059,201705,0,3607,24800,356847
5589,2,4,12500,4,4,5,209.53,2,11,1,1,2,2,2,0,32368,33921,0,1512359,0,9907,69129,52670
5590,3,6,12500,4,4,12,439.81,2,17,1,1,2,2,2,0,27748,9175,0,16441,0,1405,378,1851
5591,2,4,12500,4,3,3,556.45,1,16,1,1,2,2,2,48717,11545,2579,149615,166463,3011,3680,14955,5982
5592,4,9,2500,2,5,13,1348.96,1,9,1,1,2,2,2,0,0,2607,0,46130,2843,5136,1269,6218
5593,2,3,2000,2,5,8,444.28,1,18,1,1,2,2,2,0,3154,1639,0,8647,0,147,4696,1616
5594,2,4,120000,7,7,5,148.07,1,8,1,1,2,2,2,0,17190,3130,315287,481919,0,8915,66674,47392
5595,3,7,2500,2,6,13,1898.76,1,5,1,1,2,2,2,0,10421,3855,0,6666,0,664,195,955
5596,2,3,3500,2,5,2,1499.41,1,18,1,2,1,2,2,302887,77568,25886,127926,111713,0,1717,85033,9805
5597,2,4,90000,6,3,2,20.22,1,17,1,1,1,2,2,0,773809,41308,80781,644746,0,10804,463370,170559
5598,3,7,600000,9,9,2,1.04,0,0,1,2,1,2,2,5041072,8610409,7761968,2383901,9692867,0,420106,15590389,4893839
5599,3,7,15000,4,1,3,570.58,1,16,1,1,2,2,2,16321,25265,40550,126460,101935,0,4628,17858,4646
5600,4,9,120000,7,3,2,222.14,1,2,1,1,2,1,2,0,2819459,149771,347801,2343313,0,21791,569354,483907
5601,2,3,5000,2,6,15,241.5,1,10,1,1,2,2,2,142529,232376,43001,0,290067,0,466308,16160,118022
5602,2,3,2500,2,3,5,437.26,1,10,1,1,2,2,2,0,3969,2552,0,17892,0,188,1276,972
5603,4,8,5001,3,5,1,2115.72,2,20,1,2,2,2,2,0,0,0,0,353,0,461,613,3565
5604,3,5,4500,2,5,3,1593.18,1,13,1,2,1,2,2,27896,36714,20645,109645,174228,0,6404,23769,9507
5605,4,9,12500,4,7,2,207.73,1,21,1,1,2,2,2,15,23189,5412,0,14776,0,335,11768,2663
5606,2,3,15000,4,5,5,31.29,2,21,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
5607,3,7,2000,2,2,13,1387.55,2,16,1,1,2,2,2,0,55482,15950,0,130415,0,3746,1985,9725
5608,2,4,3500,2,4,13,435.97,2,12,1,2,2,2,2,100661,0,3980,0,43318,0,1226,624,3059
5609,4,9,180000,7,7,2,10.29,1,8,1,1,2,2,2,68777,2378634,745115,359666,1136814,0,51027,1884474,682638
5610,4,9,5000,2,4,12,222.14,1,20,1,1,2,2,2,0,0,565,0,22908,0,757,300,1472
5611,3,5,70000,6,6,5,225.04,1,12,1,2,2,2,2,0,350500,1467,0,236441,0,3354,23628,17035
5612,2,4,180000,7,3,16,292.75,2,8,1,1,1,2,2,0,11090505,163037,0,3284270,290260,353834,553092,1153815
5613,3,5,200001,8,5,4,5.15,1,22,1,1,2,1,2,0,0,8637148,0,16479099,0,61843,3729752,21679183
5614,3,7,6000,3,9,2,10.43,1,16,1,2,2,2,2,19351,77736,19787,48260,100299,0,2593,94740,16889
5615,3,5,7000,3,6,12,1426.16,1,1,1,2,2,2,2,2863,43949,5951,4839,43158,0,2211,837,4100
5616,3,5,15000,4,6,15,1387.55,2,13,1,2,2,2,2,0,245241,1414,34762,34734,0,14896,173,1940
5617,2,4,60000,6,6,13,294.23,1,20,1,1,2,2,2,513266,287780,77574,0,2846366,0,59663,36949,170626
5618,3,7,4500,2,6,3,2237.14,2,5,1,1,2,2,2,0,2778,3503,0,70078,0,5645,21216,8486
5619,2,3,25000,4,3,13,1279.77,2,10,1,1,2,2,2,119495,103701,46322,84192,689238,0,18669,10726,44910
5620,1,2,2000,2,3,15,537.09,2,7,1,1,2,2,2,0,0,20576,64019,18858,0,10654,108,1222
5621,2,4,2000,2,6,4,9.8,2,8,1,1,2,2,2,0,37952,33866,0,48622,0,173,12824,74541
5622,3,7,45000,5,5,5,225.04,1,16,1,2,2,1,2,0,384175,1770,160938,417001,0,3348,25448,18258
5623,4,8,1500,2,6,14,3.38,1,19,1,2,2,2,2,241937,0,10311,23023,41350,0,3808,3511,3194
5624,2,4,160000,7,5,5,186.75,1,2,1,1,2,2,2,0,0,2987,0,587665,0,8342,57409,43740
5625,1,1,250000,8,3,14,73.05,1,8,1,1,1,2,2,0,1490132,33332,0,2065541,0,66105,38394,175701
5626,4,9,1500,2,3,3,1438.51,1,22,1,2,2,2,2,0,0,0,0,33081,0,1840,6062,2425
5627,2,3,140000,7,5,14,39.27,1,21,1,1,2,2,2,0,307888,17668,0,2011778,96495,84257,48059,201410
5628,3,7,7000,3,3,12,489.1,2,15,1,1,2,2,2,0,208771,3607,0,217197,0,8483,3298,14952
5629,4,8,4500,2,4,5,2533.68,2,20,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
5630,3,5,1500,2,5,14,2.61,1,1,1,2,2,2,2,14291,58222,12898,0,97374,0,7410,2619,12834
5631,4,8,250000,8,3,14,20.39,2,7,1,1,2,2,2,0,1451012,0,0,1918729,45649,130530,51315,220906
5632,3,5,40000,5,4,12,548.97,2,3,1,1,2,2,2,13552,41536,12202,0,84092,0,3496,1323,6483
5633,3,7,25001,5,6,1,415.45,2,13,1,2,2,2,2,32094,35456,7132,119644,113112,0,716,933,5421
5634,1,2,140000,7,5,2,206.97,1,17,1,1,2,2,2,2313371,893365,1219451,596864,2781236,72388,61446,2170146,762366
5635,2,3,3000,2,3,3,1927.1,2,20,1,1,2,2,2,0,9753,10758,52946,60215,0,3557,13990,2823
5636,3,6,45000,5,7,5,274.41,2,5,1,2,2,2,2,0,0,0,0,47258,0,1791,12496,9521
5637,3,6,45000,5,5,5,274.41,1,5,1,2,2,2,2,0,0,0,0,57083,0,1052,7528,5401
5638,1,2,10000,3,7,3,727.55,1,8,1,1,2,2,2,0,0,4446,29990,51076,0,2592,9581,3832
5639,3,6,500000,8,6,2,225.04,1,17,1,1,1,2,2,1221905,6610013,6897730,2787362,12649316,136284,231372,8116501,3014132
5640,2,4,2000,2,1,3,2450.05,2,16,1,1,2,2,2,0,0,241,0,192,0,31,88,35
5641,2,3,250000,8,5,14,291.23,2,21,1,1,1,2,2,0,551420,31291,0,4280579,108724,310877,127338,520994
5642,1,2,70000,6,2,1,296.53,2,18,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
5643,1,1,12500,4,7,3,460.39,1,21,1,2,2,2,2,121641,5482,8436,35255,70839,0,2265,11268,2833
5644,2,3,300000,8,8,2,22.93,1,10,1,2,1,2,2,511688,5192841,1765244,431059,2194834,0,63864,2291798,865934
5645,3,7,4000,2,8,5,1865.67,2,5,1,1,1,2,2,0,12028,220,0,1245,0,963,5859,4464
5646,4,8,30000,5,4,14,577.31,2,20,1,1,2,2,2,0,12509,191672,0,304236,0,17867,8033,33883
5647,3,5,2500,2,7,5,1911.82,1,13,1,2,1,2,2,0,2131,303,9617,8452,0,252,1658,1263
5648,1,2,500000,8,7,2,10.06,2,21,1,2,1,1,2,0,8565848,417133,2071624,8744833,371799,296169,11344829,3497040
5649,4,8,300000,8,6,13,1.92,2,20,1,2,2,1,2,0,0,67541,0,19339160,0,363769,295529,1232514
5650,1,2,80000,6,3,2,299.07,2,10,1,1,2,2,2,0,753725,58850,0,2020684,0,30424,1197974,397502
5651,3,5,180000,7,3,2,228.39,2,13,1,1,2,2,2,0,50988,1418,7716,5488,0,107,2530,2064
5652,3,5,25001,5,6,3,570.58,1,6,1,1,2,2,2,22635,27369,19276,0,142378,0,6536,25217,7154
5653,3,5,8000,3,5,13,290.6,1,9,1,1,2,2,2,0,53409,20170,0,102236,0,4083,1583,7755
5654,1,2,2000,2,7,5,2243.82,1,8,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
5655,2,3,12500,4,5,2,12,1,18,1,2,2,1,2,0,413538,139461,556539,1476687,0,9499,508106,47025
5656,2,4,15000,4,9,14,13.63,1,22,1,2,2,1,2,0,0,3248,0,411270,0,16496,27425,32210
5657,4,9,10001,4,7,5,934.09,2,9,1,2,2,2,2,0,0,0,0,20317,0,75,574,437
5658,1,2,350000,8,9,2,21.37,1,1,1,1,1,1,2,0,5071447,8168499,2562095,15115333,0,188242,9335054,2662251
5659,2,3,2500,2,6,20,1814.15,2,21,1,1,2,2,2,48170,4447,2011,0,36983,0,155,200,1164
5660,3,5,350000,8,9,18,21.37,2,1,1,1,1,2,2,0,7720076,104168,0,9763232,4244249,702108,452227,2428340
5661,3,7,400000,8,5,3,21.73,1,12,1,1,2,2,2,628040,547598,774717,4902351,4159802,0,171255,143920,700381
5662,1,1,25000,4,7,2,387.47,2,17,1,1,2,2,2,0,97290,34723,105989,196423,0,3115,114587,26555
5663,4,8,10000,3,6,3,717.4,2,15,1,1,2,2,2,0,18945,13220,50141,126156,0,4504,18317,4492
5664,3,7,8000,3,5,1,2055.44,2,19,1,1,2,2,2,0,47948,9894,0,20318,0,466,599,3484
5665,4,9,17500,4,7,2,145.62,2,22,1,2,2,2,2,16499,80879,13493,46498,69432,0,1495,53561,11845
5666,2,3,70000,6,6,14,21.21,1,21,1,2,1,2,2,0,477451,12558,910769,1931588,95646,72385,45908,2827311
5667,4,9,3000,2,4,3,1855.16,1,20,1,2,2,2,2,2846,0,163,0,3485,0,172,591,236
5668,3,7,160000,7,6,2,21.9,2,21,1,1,2,2,2,83941,1262926,1422672,382575,2486657,0,31203,803504,631930
5669,2,3,9000,3,5,3,444.28,1,18,1,1,2,2,2,43121,4998,10978,0,51241,1333,2170,7779,3112
5670,3,7,700000,9,6,2,21.73,1,21,1,1,1,2,2,0,6219939,4179368,586683,7624472,94379,160224,5938162,2044082
5671,2,3,100001,7,3,5,148.07,2,22,1,1,2,2,2,0,127803,9964,0,100370,0,1657,11789,8524
5672,3,5,17500,4,5,14,708.6,1,3,1,2,1,2,2,0,46980,1180,47747,172352,9023,11774,4970,21130
5673,2,3,4000,2,3,3,1701.16,2,10,1,1,2,2,2,0,3813,12912,53049,59207,0,1761,7023,2809
5674,3,7,5001,3,7,18,1422.04,2,15,1,2,2,2,2,259,196198,12712,125703,28648,0,2028,899,7420
5675,3,7,2000,2,4,2,1426.16,1,16,1,1,2,2,2,0,0,18156,0,74412,0,1292,56332,5481
5676,3,5,2000,2,3,3,2014.77,1,11,1,1,2,2,2,0,6993,335,0,26639,0,1091,3596,1438
5677,3,5,2000,2,2,6,1684.34,2,3,1,2,2,2,2,2072,61653,14490,55945,71047,18294,191613,3819,35559
5678,3,6,400000,8,5,5,1.69,1,9,1,1,2,2,2,0,57548,3649,0,953370,0,8641,66936,45028
5679,2,4,1001,2,9,18,1288.68,1,2,1,2,2,2,2,0,0,0,0,1862,0,129,57,472
5680,2,3,450000,8,7,2,20.76,1,20,1,1,2,2,2,1305329,333003,860520,381033,1487800,29885,45452,1726415,587028
5681,2,4,25001,5,4,14,272.55,1,8,1,1,2,1,2,0,216793,5976,0,411297,0,22410,23672,28902
5682,2,3,2000,2,4,3,556.45,2,16,1,1,2,2,2,0,2511,1416,0,93893,0,3634,13259,5304
5683,4,8,1000000,9,6,3,13.8,1,15,1,1,2,2,2,3896870,2823933,1488704,8288756,18294921,0,524421,447724,2458440
5684,1,2,800000,9,3,16,10.47,2,11,1,1,1,1,2,229175,14886321,582484,0,30894205,0,4117860,8742904,11121790
5685,2,3,40000,5,3,5,225.18,2,21,1,1,2,2,2,0,0,0,0,16308,0,161,1112,865
5686,3,5,800000,9,8,3,5.34,2,12,1,1,1,2,2,0,9621321,3296601,9818300,22284999,6446626,10067655,2826816,13982555
5687,1,2,7000,3,8,5,2139.22,1,8,1,2,2,2,2,52715,3350,1093,10968,15776,0,323,2382,1587
5688,3,5,1600000,10,3,5,5.06,2,14,1,2,1,2,2,2736087,2643994,159624,5622144,12174874,0,151042,1072497,733399
5689,2,3,80000,6,2,2,21.23,2,20,1,1,2,1,2,0,3378606,211860,0,4361896,0,84349,3651372,1074012
5690,3,5,20000,4,5,14,20.67,2,9,1,2,2,2,2,425209,471602,131692,333017,621706,27896,33523,13870,64775
5691,4,8,22500,4,6,3,1989.67,2,9,1,1,2,2,2,0,139831,90652,0,1044152,0,28676,131633,29108
5692,1,2,12500,4,2,15,516.63,2,18,1,1,2,2,2,0,110221,22077,0,30590,0,21680,225,2536
5693,2,3,400000,8,9,2,1.53,1,11,1,2,1,2,2,1751680,1001266,1139687,378558,1419953,58033,46027,1752907,635360
5694,3,7,200001,8,7,2,11,2,20,1,2,1,2,2,12261,5486258,5113614,826033,5094282,0,125328,4899347,1488028
5695,3,7,20000,4,7,2,425.71,2,16,1,2,2,2,2,23903,411891,89949,203134,449973,0,8796,312877,69525
5696,4,9,17500,4,6,5,1701.16,2,13,1,2,2,2,2,10111,25523,1754,134733,107126,73,4558,32160,22323
5697,1,2,4500,2,1,2,1496.57,1,17,1,1,2,2,2,22198,38548,10216,0,22404,0,304,10488,2580
5698,2,3,40000,5,3,4,8.41,2,21,1,2,2,1,1,0,259781,210093,0,497570,0,570,84290,489935
5699,3,5,15000,4,8,18,290.6,2,5,1,1,1,2,2,484727,1201580,155245,0,1589311,0,113174,91602,372720
5700,1,2,160000,7,8,2,10.69,2,2,1,1,2,2,2,6456489,5264451,2851704,808699,3704720,0,142058,5081860,1690069
5701,3,7,30000,5,4,3,634.52,2,5,1,2,2,2,2,112056,28895,3688,557779,382083,0,47733,37916,193122
5702,3,7,8000,3,7,3,1678.97,1,16,1,2,2,2,2,32556,130956,29029,59881,141597,0,9317,35645,8395
5703,1,2,140000,7,8,3,10.69,2,16,1,1,2,2,2,706840,953750,369055,1091703,3214382,0,168887,219333,617073
5704,2,3,30000,5,3,14,479.43,2,21,1,1,2,2,2,0,0,0,0,177790,0,11144,5024,21121
5705,4,8,4500,2,1,13,1782.83,2,15,1,1,2,2,2,0,0,3618,4324,42477,0,1153,614,2764
5706,4,9,25001,5,5,17,430.01,2,13,1,1,2,2,2,0,504347,69411,0,322704,0,22417,13456,78514
5707,2,3,25001,5,9,3,311.84,1,20,1,1,2,2,2,0,67245,72828,0,760051,0,33119,144161,40783
5708,2,4,9000,3,6,5,1496.57,2,8,1,1,2,2,2,0,0,20352,0,389609,0,10238,73768,56204
5709,2,3,9000,3,5,2,444.28,1,10,1,1,2,2,2,0,7121,3285,0,13977,0,221,7423,2109
5710,2,3,50000,5,3,12,436.92,2,15,1,1,2,2,2,0,65791,1738,0,400170,0,9608,5445,24359
