PUBID7   ,REGION7  ,CENDIV7  ,SQFT7    ,SQFTC7   ,YRCONC7  ,PBA7     ,ELUSED7  ,NGUSED7  ,FKUSED7  ,PRUSED7  ,STUSED7  ,HWUSED7  ,CLIMATE7 ,NFLOOR7  ,YRCON7   ,MONCON7  ,GOVOWN7  ,GOVTYP7  ,NOCC7    ,NOCCAT7  ,OWNOCC7  ,OWNREP7  ,MONUSE7  ,PORVAC7  ,OPEN247  ,OPNMF7   ,OPNWE7   ,WKHRS7   ,WKHRSC7  ,NWKER7   ,NWKERC7  ,HT17     ,HT27     ,COOL7    ,WATR7    ,COOK7    ,MANU7    ,GENR7    ,HEATP7   ,HTLS507  ,COOLP7   ,LTOHRP7  ,ADJWT7   ,PAIR7    ,STRATUM7
03450,3,6,  40000.00,05,06,05,1,2,2,2,2,2,4,  2,1982,  ,2, ,    1,02,2,2, 9,2,2,1,2, 50,4,    15,04,1,2,1,1,2,2,2, 35, , 35, 98,  556.68,2,24
03451,4,9, 200000.00,07,03,05,1,1,2,2,2,2,3,  1,1957,  ,1,1,    1,02,2,2,12,2,2,1,2, 50,4,   292,08,1,2,1,1,1,2,2,100, , 25,100,   27.35,2,18
03452,3,6,  20000.00,04,05,02,1,2,2,2,2,2,4,  1,1974,  ,2, ,    1,02,1, ,12,2,2,1,2, 40,3,    60,06,1,2,1,1,2,2,2,100, ,100, 80,  352.62,2,39
03453,3,7,  30000.00,05,05,05,1,2,2,2,2,2,5,  1,1973,  ,2, ,   11,05,2,2,12,2,2,1,2, 40,3,    72,06,2,2,1,1,2,2,2,   , ,100, 90,  564.87,1,39
03454,1,1,  85000.00,06,08,18,1,1,2,2,2,2,2,  6,1997,  ,2, ,    1,02,2,1,12,2,1, , ,168,7,    24,05,1,1,1,1,2,2,1,100, ,100, 80,  114.17,2,20
03455,2,3, 100001.00,07,08,14,1,1,2,2,2,2,1,  1,1997,  ,1,3,    1,02,1, ,12,2,2,1,1, 70,5,    60,06,1,2,1,1,1,2,2,100, ,  8, 95,   30.52,1,28
03456,4,9,  35000.00,05,03,05,1,2,2,2,2,2,4,  1,1951,  ,2, ,    1,02,2,2,12,2,2,1,1, 95,6,    50,06,1,2,1,1,2,2,2, 25, , 25, 50,  618.02,2,41
03457,3,7,   8500.00,03,06,12,1,1,2,2,2,2,5,  1,1986,  ,2, ,    1,02,1, ,12,2,2,2,1, 10,2,    15,04,1,2,1,1,2,2,2,100, ,100, 75,  325.16,2,04
03458,1,2,  35000.00,05,03,12,1,2,1,2,2,2,3,  3,1957,  ,2, ,    1,02,1, ,12,2,2,1,1, 60,4,    10,04,1,2,1,1,2,2,2,100, , 50, 50,  736.96,2,17
03459,4,8,  17500.00,04,06,05,1,2,2,2,2,2,5,  1,1985,  ,2, ,    1,02,1, ,12,2,2,1,2, 54,4,    12,04,1,2,1,1,2,2,2, 30, , 70,100,  236.58,2,19
03460,2,4,  50000.00,05,07,14,1,2,2,1,2,2,3,  1,1993,  ,2, ,    1,02,1, ,12,2,2,1,1, 50,4,    35,05,1,1,1,1,1,2,2,100, , 60,100,  464.40,1,41
03461,4,9,  30000.00,05,04,05,1,2,2,2,2,2,4,  1,1969,  ,2, ,    1,02,2,2,12,2,2,1,2, 50,4,     4,02,2,2,2,2,2,2,2,   , ,   ,100,  446.91,2,38
03462,3,7,  23750.00,04,02,14,1,1,2,2,2,2,5,  1,1945,  ,1,3,    1,02,1, , 9,1,2,1,1, 50,4,    30,05,1,2,1,1,2,2,2,100, ,100, 95,  195.91,1,04
03463,3,5, 300000.00,08,07,02,1,2,1,2,2,2,3,991,1990,  ,2, ,   14,05,2,2,12,1,2,1,1, 64,5,  3000,11,1,2,1,1,2,2,1, 75, , 75, 95,   16.34,2,12
03464,3,6,  30000.00,05,05,26,1,1,2,2,2,2,3,  1,1972,  ,1,2,    2,03,1, ,12,2,2,1,1,105,6,    86,06,1,1,1,1,1,2,1,100, , 30,100,  190.16,1,12
03465,3,6, 110000.00,07,08,18,1,1,2,2,2,2,5,  3,1999,01,1,1,    1,02,2,2, 9,2,1, , ,168,7,     2,02,1,2,1,1,2,2,2,100, ,100, 50,   34.28,2,02
03466,2,3, 100000.00,06,05,02,1,1,2,2,2,2,2,  4,1973,  ,1,3,    1,02,1, ,12,1,2,1,2, 70,5,    80,06,1,1,1,1,2,2,2,100, ,100, 90,   84.99,2,14
03467,3,7,   4000.00,02,03,15,1,1,2,2,2,2,5,  1,1950,  ,2, ,    1,02,1, ,12,2,2,2,1, 50,4,     4,02,1,1,1,1,2,2,2, 75, , 75, 75, 3494.37,2,21
03468,3,5, 400000.00,08,06,02,1,2,1,2,2,2,5,991,1985,  ,2, ,   61,07,2,1,12,1,2,1,1, 62,5,   600,09,1,2,1,1,1,2,1,100, ,100,100,   18.93,1,37
03469,1,2,  15000.00,04,02,02,1,1,2,2,2,2,3,  4,1942,  ,2, ,   10,04,2,2,12,1,2,1,1, 91,6,    14,04,1,2,1,1,1,2,2, 75, , 75, 90,  169.77,2,06
03470,4,9, 120000.00,07,01,02,1,2,2,2,1,2,3, 11,1908,  ,2, ,    7,04,2,1,12,2,2,1,1, 79,5,   150,07,1,1,1,1,2,2,2,100, ,100,100,   99.49,1,40
03471,2,3,  12500.00,04,02,05,1,1,2,2,2,2,2,  3,1940,  ,2, ,    1,02,2,2,12,2,2,1,1, 58,4,     8,03,1,2,2,1,2,1,2,100, ,   ,100,  519.86,1,39
03472,3,7,1500000.00,10,05,24,1,1,2,2,2,2,5,  2,1974,  ,2, ,  120,08,2,1,12,1,2,1,1, 72,5,   350,08,1,1,1,1,1,2,1,100, , 90,100,    8.73,1,17
03473,4,9,   4500.00,02,02,13,1,1,2,2,2,2,4,  2,1941,  ,2, ,    2,03,1, ,12,2,2,1,1, 40,3,     5,03,1,1,1,1,1,2,2, 60, , 55, 60,  436.80,2,03
03474,2,3,  42500.00,05,03,14,1,1,2,2,2,2,1,  2,1949,  ,1,3,    1,02,1, ,12,1,2,1,2, 50,4,    33,05,1,1,1,1,1,2,2,100, , 35, 80,  147.14,1,34
03475,3,7,   4000.00,02,07,26,1,1,2,2,2,2,5,  1,1993,  ,2, ,    2,03,1, ,12,2,2,1,2, 40,3,     1,02,1,2,1,1,2,2,2, 65, , 65, 65,  946.33,1,39
03476,4,8,  10000.00,03,06,18,1,2,2,2,2,1,5,  5,1984,  ,2, ,    1,02,2,2,12,2,1, , ,168,7,    54,06,1,2,1,1,2,2,2,100, ,100,100,  497.28,1,19
03477,3,7,  32500.00,05,08,18,1,1,2,2,2,2,5,  3,1997,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,     7,03,1,2,1,1,2,2,2,100, ,100, 75,  250.28,1,42
03478,1,1,  27500.00,05,04,12,1,1,1,2,2,2,2,  2,1960,  ,2, ,    1,02,1, ,12,2,2,1,1, 30,2,     2,02,1,2,1,1,2,2,2,100, ,  1,  2,  558.67,2,16
03479,1,2,  60000.00,06,05,12,1,2,2,1,2,2,2,  3,1975,  ,2, ,    1,02,1, ,12,2,2,2,1, 45,3,     5,03,1,2,1,1,2,2,2, 90, , 90, 80,  946.83,1,37
03480,3,6,  85000.00,06,07,14,1,1,2,2,2,2,4,  1,1990,  ,1,3,    1,02,1, , 9,2,2,1,2, 40,3,    50,06,1,1,1,1,1,2,2,100, ,100,100,  118.21,1,39
03481,3,5, 275000.00,08,04,18,1,2,2,1,2,2,5,  8,1969,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,   410,08,2,2,1,1,1,2,2,   , ,100, 60,   23.10,2,34
03482,4,8,  65000.00,06,05,16,1,1,1,2,2,2,1,  3,1976,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,    92,06,1,1,1,1,1,2,1,100, , 95, 95,  156.03,2,22
03483,3,7,   5500.00,03,01,26,1,2,2,2,2,2,5,  1,1910,  ,2, ,    1,02,1, ,12,2,2,1,2, 40,3,     2,02,2,2,2,2,2,2,2,   , ,   , 10, 5764.94,1,04
03484,1,2,  80000.00,06,03,05,1,1,2,2,2,2,3,  1,1950,  ,2, ,    4,03,2,1,12,2,2,1,2, 50,4,    12,04,1,2,2,1,2,2,2,100, ,   , 30,  173.58,1,17
03485,2,3, 425000.00,08,05,02,1,1,2,2,2,2,2,  3,1971,  ,2, ,    1,02,1, ,12,2,2,1,2, 55,4,   800,09,1,2,1,1,1,2,2,100, ,100,100,    8.94,1,32
03486,3,6,  75000.00,06,03,12,1,1,2,2,2,2,4,  3,1958,  ,2, ,    1,02,1, ,12,2,2,1,1, 98,6,    30,05,1,1,1,1,1,2,2,100, , 95,100,  131.01,1,39
03487,4,8, 250000.00,08,07,14,1,1,2,2,2,2,2,  2,1994,  ,1,2,    1,02,2,2,12,2,2,1,1, 45,3,   130,07,1,2,1,1,1,2,2,100, ,100,100,   14.12,1,23
03488,3,7,  42500.00,05,05,17,1,1,1,2,2,2,5,  1,1970,  ,2, ,    1,02,2,2,12,2,1, , ,168,7,    50,06,1,1,1,1,1,2,1,100, ,100, 95,  188.47,2,33
03489,4,9,  37500.00,05,08,14,1,1,2,2,2,2,4,  4,1999,04,1,2,    1,02,1, , 1,1,2,1,1, 88,6,    40,05,1,2,1,1,2,2,2,100, ,100,100,  151.26,1,21
03490,2,4,  25000.00,04,02,14,1,1,1,2,2,2,2,  3,1941,  ,2, ,    1,02,1, ,12,1,2,1,1, 43,3,    22,05,1,1,1,1,1,2,2, 85, , 10, 85,  414.39,1,23
03491,3,6, 650000.00,09,07,16,1,1,1,2,2,2,3,  5,1993,  ,1,3,    1,02,1, ,12,2,1, , ,168,7,  1000,10,1,2,1,1,1,2,1,100, ,100, 75,   21.61,1,06
03492,2,3,  75000.00,06,03,14,1,1,2,2,2,2,2,  3,1958,  ,1,2,    1,02,1, , 9,1,2,1,2, 40,3,    35,05,1,2,2,1,1,2,2,100, ,   , 95,  161.76,1,09
03493,1,1,  40000.00,05,05,26,1,1,2,2,2,2,2,  1,1973,  ,1,1,    3,03,1, ,12,1,1, , ,168,7,   120,07,1,1,1,1,1,2,2, 99, ,100,100,  378.83,1,36
03494,3,5,   3250.00,02,05,08,1,2,2,2,2,2,3,  2,1979,  ,2, ,    1,02,1, ,12,2,2,1,2, 50,4,     8,03,1,2,1,1,2,2,2, 50, , 50, 50, 2911.94,1,43
03495,3,6,  55000.00,06,07,14,1,1,2,1,2,2,4,  1,1994,  ,1,3,    1,02,1, , 9,1,2,1,2, 35,2,    48,05,1,1,1,1,1,2,2,100, ,100,100,  182.87,2,39
03496,4,9,   8000.00,03,05,02,1,2,2,2,2,2,4,  1,1974,  ,2, ,    1,02,1, ,12,2,2,1,1, 42,3,    10,04,1,2,1,2,2,2,2,100, ,100,100,  352.83,1,11
03497,3,7, 225000.00,08,08,11,1,1,2,2,2,2,5,  2,1998,  ,2, ,    1,02,2,2,12,1,9,1,1,168,7,   150,07,1,1,1,1,2,2,2,100, , 80, 80,   30.83,2,10
03498,3,7,  32500.00,05,03,14,1,1,2,2,2,2,5,  1,1950,  ,1,3,    1,02,1, ,10,2,2,1,2, 40,3,    23,05,1,1,1,1,1,2,2, 90, , 85, 90,  141.00,2,33
03499,1,2,  42500.00,05,04,14,1,1,2,2,2,2,3,  2,1964,  ,1,3,    1,02,1, ,12,2,2,1,2, 35,2,    32,05,1,2,1,1,2,2,2,100, , 20,100,  147.14,2,05
03500,3,5, 700000.00,09,08,05,1,2,2,2,2,2,5,  3,1999,01,1,1,    1,02,1, ,12,2,1, , ,168,7,   300,08,1,2,1,1,2,2,2,100, ,100,100,   16.82,1,38
03501,1,2,  50000.00,05,06,23,1,1,2,2,2,2,3,  1,1986,  ,2, ,   19,05,2,2,12,1,2,1,1,144,6,    72,06,1,2,1,1,1,2,2,100, ,100, 90,  201.22,1,40
03502,4,8, 110000.00,07,08,25,1,2,2,2,2,2,5,  1,1999,03,2, ,    1,02,1, , 4,2,2,1,1,110,6,    50,06,2,2,1,2,2,2,2,   , ,100,100,   42.63,1,09
03503,3,5,   4500.00,02,07,08,1,2,2,2,2,2,5,  1,1993,  ,2, ,    1,02,1, ,12,1,2,1,2, 45,3,    10,04,1,2,1,1,2,2,1,100, ,100, 85, 4892.78,2,38
03504,3,5, 475000.00,08,05,16,1,1,1,2,1,2,3,  7,1973,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,   900,09,1,1,1,1,1,2,1, 80, , 80, 85,  156.34,1,42
03505,2,3,  16250.00,04,02,13,1,1,2,2,2,2,1,  3,1942,  ,2, ,    1,02,1, ,12,2,2,1,1, 91,6,     5,03,1,1,1,1,1,2,2,100, , 70, 85,  461.36,2,02
03506,2,3,  40000.00,05,02,14,1,2,2,2,1,1,3,  3,1929,  ,2, ,    1,02,1, ,12,2,2,1,1, 60,4,     4,02,1,1,2,1,2,2,2,100, ,   , 60,  182.30,1,22
03507,1,1,  32500.00,05,02,02,1,2,1,2,2,2,1,  2,1926,  ,1,2,    3,03,2,2,12,2,2,1,1, 40,3,     9,03,1,1,1,1,2,2,2, 40, , 10, 40,  118.74,1,25
03508,3,5,1500000.00,10,07,02,1,1,1,2,2,2,4,992,1992,  ,2, ,   54,07,1, ,12,2,2,1,1, 66,5,  4000,11,1,2,1,1,1,2,1,100, ,100,100,    5.27,1,31
03509,3,7, 350000.00,08,02,02,1,1,2,2,2,2,5,992,1931,  ,2, ,    6,04,1, ,12,2,1, , ,168,7,   500,09,1,2,1,1,1,2,2,100, , 90, 85,   14.49,1,42
03510,1,1,  13750.00,04,02,26,1,2,1,2,2,2,2,  1,1920,  ,2, ,    1,02,1, ,12,2,2,1,1, 45,3,     2,02,1,2,2,2,2,2,2, 75, ,   , 33, 6018.54,1,10
03511,2,3,  16250.00,04,04,12,1,1,2,2,2,2,2,  1,1960,  ,2, ,    1,02,1, ,12,2,2,1,1, 50,4,     2,02,1,2,1,1,2,2,2,100, , 25, 10,  464.40,2,13
03512,2,3,1500000.00,10,08,16,1,1,1,2,2,2,2,  9,1996,  ,1,1,    1,02,1, ,12,2,1, , ,168,7,  1000,10,1,1,1,1,2,2,1,100, , 95,100,    1.53,1,01
03513,3,5, 150000.00,07,02,05,1,1,2,2,2,2,3,  1,1927,  ,2, ,    1,02,1, ,12,2,2,1,2, 40,3,     5,03,1,2,2,2,2,2,2,  0,1,   ,100,   30.32,2,44
03514,1,2,  75000.00,06,04,18,1,1,2,2,2,2,2,  5,1966,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,    11,04,1,2,1,1,1,2,2,100, ,100,100,  129.43,2,37
03515,2,3,   9500.00,03,06,15,1,2,2,1,2,2,3,  1,1989,  ,2, ,    1,02,1, ,12,2,2,1,1,118,6,    25,05,1,2,1,1,1,2,2, 90, , 90, 90, 3494.37,1,22
03516,1,1,  22500.00,04,04,13,1,1,2,2,2,2,2,  1,1965,  ,2, ,    1,02,2,2,12,1,2,1,1, 50,4,     2,02,1,1,2,1,2,2,2,100, ,   ,100,  372.85,2,36
03517,3,7,  13750.00,04,05,05,1,1,2,2,2,2,5,  1,1972,  ,2, ,    1,02,1, ,11,2,2,1,2, 40,3,    15,04,1,1,2,1,2,2,2,100, ,   ,100,  148.18,2,15
03518,4,8,  30000.00,05,04,02,1,1,2,2,2,2,5,  1,1965,  ,1,1,    1,02,1, ,12,2,2,1,2, 50,4,   100,07,1,2,1,1,2,2,2,100, ,100,100,  148.10,1,21
03519,3,5,1500000.00,10,05,13,1,2,1,1,2,2,5,  9,1971,  ,1,2,  100,07,2,1,12,2,2,1,1,140,6,  7750,12,1,2,1,1,1,2,1, 30, , 30,100,    8.54,1,22
03520,2,4, 500000.00,08,01,02,1,1,2,2,1,2,2, 12,1896,  ,2, ,   37,06,2,1,12,1,2,1,1, 66,5,  1000,10,1,2,1,1,1,2,2,100, , 95, 95,   17.03,2,36
03521,1,2,  17500.00,04,05,05,1,1,2,2,2,2,2,  1,1978,  ,2, ,    2,03,2,2,12,2,2,1,1, 60,4,    12,04,1,2,1,1,2,2,2, 22, , 15, 22,  236.58,1,27
03522,4,9,   2000.00,02,03,15,1,1,2,2,2,2,5,  1,1955,  ,2, ,    1,02,2,2,12,2,2,1,1, 60,4,     2,02,1,2,1,1,1,2,2,100, ,100,100, 6549.23,1,16
03523,2,3,  50001.00,06,07,13,1,1,2,2,2,2,2,  1,1993,  ,1,3,    2,03,2,1,12,2,2,1,1, 68,5,    25,05,1,2,1,1,2,2,2,100, , 90, 75,  232.89,1,32
03524,1,2,  70000.00,06,06,02,1,1,2,2,2,2,3,  4,1980,  ,1,3,    1,02,1, ,12,2,2,1,1, 45,3,   115,07,1,2,1,1,2,2,1,100, ,100,100,  135.94,2,35
03525,2,3,  85000.00,06,06,05,1,1,2,2,2,2,2,  1,1989,  ,2, ,    5,03,2,2,12,1,2,1,2, 50,4,    53,06,1,1,1,1,2,2,2,100, , 10,100,   63.76,1,25
03526,1,1, 200000.00,07,07,14,1,2,1,1,2,2,2,  3,1993,  ,1,3,    1,02,1, ,12,2,2,1,1, 50,4,    48,05,1,1,1,1,1,2,1,100, , 80, 90,  217.82,2,20
03527,2,3,  12500.00,04,07,12,1,1,2,2,2,2,1,  2,1993,  ,2, ,    1,02,1, ,12,2,2,1,1, 45,3,     4,02,1,1,1,1,2,2,2,100, , 44, 66,  461.36,2,23
03528,4,8, 400000.00,08,05,16,1,1,1,2,1,2,2, 10,1970,  ,1,3,    1,02,2,1,12,2,1, , ,168,7,   667,09,1,1,1,1,1,2,1,100, ,100, 95,   14.49,1,06
03529,3,5,  50001.00,06,08,06,1,1,2,2,2,2,5,  1,1996,  ,2, ,    1,02,1, ,12,2,2,1,1,126,6,    35,05,1,1,1,1,1,2,2,100, ,100,100,  128.25,2,40
03530,2,4,  80000.00,06,04,13,1,2,2,2,1,2,3,  2,1968,  ,2, ,    1,02,1, ,12,2,2,1,1, 60,4,    30,05,1,2,2,1,2,2,2,100, ,   , 80,  148.02,2,08
03531,3,7, 275000.00,08,07,26,1,2,2,2,2,2,5,  1,1993,  ,1,1,    1,02,1, ,12,2,1, , ,168,7,   250,08,1,2,1,1,1,2,2,100, , 90,100,   18.10,1,42
03532,2,3,   5000.00,02,03,25,1,1,2,2,2,2,2,  1,1953,  ,2, ,    2,03,1, ,12,2,2,1,1, 70,5,     3,02,1,2,1,1,2,2,2,100, ,100, 40,  523.51,2,12
03533,1,1,  55000.00,06,01,02,1,2,2,2,1,2,2,  5,1910,  ,2, ,    1,02,1, ,12,2,2,1,1, 90,6,    65,06,1,1,1,1,2,2,2,100, , 70, 98,  144.01,1,31
03534,3,6, 100000.00,06,06,05,1,2,2,2,2,2,4,  1,1984,  ,2, ,    3,03,2,2,12,1,2,1,1, 40,3,     6,03,1,2,1,1,2,2,2, 10, , 10, 10,  108.66,2,39
03535,2,3,  65000.00,06,05,14,1,1,2,2,2,2,2,  1,1970,  ,1,3,    1,02,1, , 9,2,2,1,1, 42,3,    69,06,1,2,1,1,1,2,2,100, ,  3, 98,  118.21,1,32
03536,4,9,  75000.00,06,08,05,1,2,2,2,2,2,4,  1,1997,  ,2, ,    7,04,2,2,12,2,2,1,9, 40,3,    85,06,2,2,2,1,2,2,2,   , ,   ,100,  544.83,1,21
03537,3,5, 250000.00,08,06,05,1,2,2,2,2,2,5,  1,1980,  ,2, ,    1,02,1, ,12,2,2,1,1, 45,3,    13,04,1,2,1,1,2,2,2,  2, ,  2,100,   96.65,1,40
03538,2,4, 450000.00,08,04,11,1,1,1,2,2,2,1,  2,1960,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,   175,07,1,1,1,1,2,2,1, 60, , 10,100,   97.75,2,29
03539,3,5,  10001.00,04,05,05,1,1,2,2,2,2,3,  1,1976,  ,2, ,    0,01, , , 0,1, , , ,  0,1,     0,01,1,2,1,1,2,2,2,100, ,  5,   ,  170.10,1,24
03540,3,5,  47500.00,05,06,18,1,2,2,1,2,2,3,  3,1982,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,    15,04,1,2,1,1,1,2,1, 84, , 84, 50,  164.54,1,14
03541,1,1,  70000.00,06,02,91,1,2,1,2,2,2,1,  3,1941,  ,1,2,    9,04,2,2,12,2,2,1,1, 40,3,    90,06,1,1,1,1,2,2,2, 65, , 40, 65,  130.63,1,25
03542,2,4,  18750.00,04,03,18,1,2,2,2,1,2,3,  4,1956,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,    15,04,1,2,1,1,2,2,2,100, , 10,100,  390.10,2,08
03543,3,5,  25000.00,04,05,26,1,2,2,2,2,2,3,  1,1978,  ,1,3,    1,02,1, ,12,2,2,1,2, 80,5,    75,06,1,2,1,2,2,2,2, 75, ,100,100,  486.75,1,24
03544,4,9,  30000.00,05,05,02,1,1,2,2,2,2,4,  3,1978,  ,2, ,    1,02,1, ,12,2,2,1,2, 50,4,   250,08,1,2,1,1,2,2,2,100, ,100,100,  528.75,1,03
03545,2,3,   5500.00,03,01,15,1,1,2,2,2,2,2,  4,1898,  ,2, ,    2,03,1, ,12,2,2,1,1,105,6,    12,04,1,2,1,1,1,2,2,100, , 75, 85, 5064.47,1,27
03546,3,7,1500000.00,10,06,02,1,1,1,2,2,2,5,992,1985,  ,2, ,   41,06,1, ,12,1,2,1,1, 70,5,  7750,12,1,2,1,1,1,2,1,100, ,100,100,    5.27,1,12
03547,3,6,   5000.00,02,05,02,1,2,2,2,2,2,5,  1,1972,  ,2, ,    1,02,2,2,12,2,2,1,1, 60,4,    12,04,1,2,1,1,2,2,2, 95, , 95, 95,  352.83,2,02
03548,1,1, 200000.00,07,04,02,1,2,1,1,2,2,1,  4,1968,  ,1,1,    1,02,2,1,12,1,2,1,1, 66,5,   130,07,1,2,1,1,2,2,1,100, , 80, 80,  106.61,2,09
03549,4,9,  10000.00,03,02,05,1,2,2,2,2,2,4,  1,1930,  ,2, ,    1,02,1, ,12,2,2,1,2, 42,3,     3,02,1,2,1,1,2,2,2, 30, , 30, 95,  425.69,2,41
03550,3,7, 700000.00,09,06,02,1,2,1,2,2,2,5,991,1986,  ,2, ,   25,06,2,1,12,1,2,1,1, 65,5,  1000,10,1,2,1,1,1,2,1, 44, , 44,100,   17.03,2,28
03551,3,5, 200001.00,08,05,02,1,1,2,2,2,2,3, 10,1970,  ,2, ,   60,07,1, ,12,2,2,1,1, 65,5,  2000,10,1,2,1,1,2,2,2,100, ,100, 95,   98.30,1,29
03552,4,9,  30000.00,05,01,12,1,1,2,2,2,2,3,  3,1883,  ,2, ,    1,02,1, ,12,2,2,1,1, 50,4,    15,04,1,1,1,1,1,2,2, 80, , 50,100,  219.31,1,29
03553,2,4, 650000.00,09,03,05,1,1,2,1,2,2,3,  3,1955,  ,2, ,    1,02,2,2,12,2,2,1,2, 50,4,    35,05,1,1,1,2,2,2,2,100, ,  1,100,   19.69,1,04
03554,2,3,  18750.00,04,01,25,1,1,2,2,2,2,1,  2,1912,  ,2, ,    1,02,1, ,12,1,2,1,1, 60,4,     4,02,1,1,1,1,2,2,2, 40, , 40, 40, 5713.48,2,34
03555,2,3, 170000.00,07,06,11,1,1,2,2,2,2,2,  2,1984,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,   350,08,1,2,1,1,2,1,1,100, ,100,100,  202.13,1,07
03556,4,8,  55000.00,06,08,13,1,1,2,2,2,2,2,  2,1998,  ,2, ,    1,02,1, ,12,2,2,1,1,105,6,    25,05,1,1,1,1,2,2,1,100, ,100, 95,  143.71,2,10
03557,3,7, 140000.00,07,03,05,1,1,2,2,2,2,4,  2,1957,  ,2, ,    1,02,2,1,12,2,2,1,1,115,6,    70,06,1,1,1,1,2,2,2,100, ,100,100,   98.30,2,03
03558,2,4,  50000.00,05,05,14,1,1,2,2,2,2,3,  1,1972,  ,2, ,    1,02,1, ,12,1,2,1,1, 90,6,    60,06,1,1,1,1,1,2,2,100, ,100, 80,  250.07,2,08
03559,3,6,  35000.00,05,06,07,1,1,2,2,1,2,4,  1,1985,  ,1,2,    1,02,2,1,12,2,1, , ,168,7,     7,03,1,2,1,1,1,2,2,100, ,100, 60,  170.79,2,39
03560,4,8,  45000.00,05,05,13,1,2,2,2,2,2,5,  2,1977,  ,1,2,    1,02,1, ,12,2,2,1,1, 85,6,    60,06,2,2,1,1,1,2,2,   , , 90, 95,  177.00,1,30
03561,3,5, 140000.00,07,07,25,1,1,2,2,2,2,5,  2,1992,  ,2, ,    3,03,1, ,12,2,2,1,1, 90,6,   110,07,1,1,1,1,1,2,2,100, ,100,100,  123.65,1,38
03562,2,3,  10001.00,04,04,26,1,1,2,2,2,2,2,  1,1962,  ,1,3,    1,02,1, , 9,2,2,1,2, 40,3,     9,03,1,1,2,1,2,2,2, 80, ,   , 40,  424.59,1,21
03563,2,3,  23750.00,04,03,25,1,1,2,2,2,2,1,  3,1949,  ,2, ,    1,02,1, ,12,2,2,1,1, 62,5,    28,05,1,1,1,1,2,2,2, 30, ,  5, 30,  133.78,2,23
03564,2,3,  75000.00,06,08,14,1,1,2,2,2,2,1,  1,1999,03,2, ,    1,02,1, , 4,2,2,1,2, 14,2,    35,05,1,2,1,1,1,2,2,100, , 10, 95,  121.69,1,28
03565,1,2, 150000.00,07,06,02,1,2,2,2,1,2,3,  8,1989,  ,2, ,    6,04,2,1,12,2,2,1,2, 60,4,   150,07,1,1,1,1,2,2,2, 40, , 60,100,  123.30,1,17
03566,2,4,  13750.00,04,06,05,1,1,2,2,2,2,1,  1,1987,  ,1,3,    1,02,1, ,12,2,1, , ,168,7,    50,06,1,2,2,2,2,2,2,100, ,   ,100,  200.46,2,24
03567,4,9,   5000.00,02,05,15,1,2,2,1,2,2,5,  1,1976,  ,1,2,    1,02,1, ,12,2,2,1,2, 60,4,    13,04,2,2,2,1,1,2,2,   , ,   ,100, 3090.31,2,30
03568,3,5,  27500.00,05,04,14,1,2,2,2,2,1,4,  3,1967,  ,2, ,    1,02,1, ,12,2,2,1,1, 76,5,    20,05,1,2,1,1,2,2,2, 90, , 90, 80,  147.14,1,44
03569,4,8, 140000.00,07,08,06,1,1,2,2,2,2,5,  1,1997,  ,2, ,    2,03,1, ,12,2,2,1,1,140,6,    50,06,1,2,1,1,1,2,1,100, , 77,100,  159.50,2,01
03570,1,2, 550000.00,09,04,16,1,1,1,2,2,2,3,  9,1961,  ,2, ,    1,02,1, ,12,1,1, , ,168,7,   600,09,1,1,1,1,1,2,2,100, , 70, 80,   28.73,2,32
03571,1,1,  25000.00,04,02,01,2,2,2,2,2,2,2,  5,1931,  ,2, ,    0,01, , , 0,1, , , ,  0,1,     0,01,2,2,2,2,2,2,2,   , ,   ,   ,  202.68,2,36
03572,4,9,  50000.00,05,05,13,1,1,2,2,2,2,3,  2,1970,  ,2, ,    4,03,2,2,12,1,2,1,1, 84,5,    25,05,1,2,1,1,1,2,2, 80, ,100,100,  225.48,1,43
03573,3,7,  11250.00,04,02,13,1,1,2,2,2,2,5,  1,1930,  ,2, ,    1,02,1, ,12,2,2,1,1, 60,4,     4,02,1,2,1,1,2,2,2, 75, , 75, 75,  122.21,2,33
03574,4,9,   1750.00,02,06,02,2,2,2,2,2,2,4,  1,1985,  ,2, ,    1,02,1, ,11,2,2,1,2, 45,3,     3,02,2,2,2,2,2,2,2,   , ,   ,   ,  352.83,2,10
03575,4,9, 275000.00,08,06,02,1,1,2,2,2,2,4,991,1980,  ,2, ,   22,06,2,1,12,1,2,1,1, 70,5,   700,09,1,2,1,1,2,2,2, 75, , 75, 85,   15.37,1,23
03576,3,6,   6000.00,03,03,13,1,2,1,2,2,2,3,  3,1958,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,     4,02,1,1,1,2,2,2,2, 90, , 90, 80,  450.80,1,12
