BLDGID6  ,REGION6  ,CENDIV6  ,SQFT6    ,SQFTC6   ,YRCONC6  ,PBA6     ,ELUSED6  ,NGUSED6  ,FKUSED6  ,STUSED6  ,HWUSED6  ,ADJWT6   ,PAIR6    ,STRATUM6 ,NGHTBTU6 ,NGCLBTU6 ,NGWTBTU6 ,NGCKBTU6 ,NGMSBTU6 ,FKHTBTU6 ,FKCLBTU6 ,FKWTBTU6 ,FKCKBTU6 ,FKMSBTU6 ,DHHTBTU6 ,DHCLBTU6 ,DHWTBTU6 ,DHCKBTU6 ,DHMSBTU6
04086,3,7,  1600000,10,05,16,1,1,1,1,2,    6.92,1,03,             0,             0,      61589673,      13197787,      13197787,             0,             0,             0,             0,        910500,     175735000,             0,             0,             0,             0
04087,1,1,    85000,06,05,17,1,2,2,2,2,  165.71,2,32,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04088,4,9,   600000,09,07,02,1,1,1,2,2,    8.15,1,39,       5213052,             0,             0,             0,             0,             0,             0,             0,             0,         79053,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04089,4,8,    13750,04,04,12,1,1,2,2,2,  454.60,1,30,        172584,             0,         15152,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04090,2,3,     5000,02,06,25,1,1,2,2,2,  414.10,1,07,        352604,             0,         12084,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04094,3,5,     2000,02,05,01,2,2,2,2,2, 5849.83,1,38,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04097,3,7,    27500,05,04,14,1,1,2,2,1,  595.36,1,33,         98360,             0,        363379,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,        594000,             0,             0,             0,             0
04100,3,7,   130000,07,05,14,1,1,2,2,2,  110.66,1,33,        442658,             0,       1507480,        266026,        198724,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04101,3,6,     1250,02,03,15,1,1,2,2,2, 3003.97,1,24,        144862,             0,         78423,        235270,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04102,2,4,   150000,07,06,14,1,1,1,1,2,   27.75,1,23,             0,             0,             0,             0,        227070,             0,             0,             0,             0,        128883,        403205,             0,      16203795,             0,             0
04103,2,3,     3500,02,05,23,1,1,2,2,2,  441.67,1,34,       1014881,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04108,1,2,     1250,02,06,26,1,2,2,2,2, 5849.83,1,06,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04109,4,9,     4500,02,04,15,1,1,2,2,2,  393.07,2,28,             0,             0,        626059,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04110,3,7,    45000,05,09,08,1,1,1,2,2,  151.31,2,03,        788715,             0,       1496668,             0,             0,             0,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04112,3,5,   130000,07,05,14,1,1,2,2,2,   88.46,1,38,        391569,             0,       1486410,        262308,        152285,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04113,4,9,    16250,04,06,24,1,2,2,2,2,  105.20,2,35,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04114,4,9,    17500,04,06,02,1,1,2,2,2,  370.61,1,21,        420778,         47739,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04117,1,2,    22500,04,07,05,1,1,2,2,2,  484.14,1,37,        661719,             0,         26371,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04118,1,1,   100001,07,06,18,1,2,2,1,2,   27.75,1,20,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,      10018905,             0,       4756095,             0,             0
04120,2,4,     5000,02,04,02,1,1,2,2,2, 6640.55,2,36,        779160,             0,         25700,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04122,4,8,    27500,05,03,14,1,1,2,2,2,  745.71,2,22,        229750,             0,         45996,          8117,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04123,3,7,   400000,08,07,16,1,1,2,1,1,   13.84,2,03,             0,             0,             0,      21880851,      21880851,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,      11592310,             0,      33777690,             0,             0
04124,3,6,     5001,03,06,06,1,2,2,2,2, 3003.97,1,39,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04125,1,2,     1250,02,04,25,1,2,1,2,2, 6640.55,2,05,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,         88762,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04126,4,8,    75000,06,08,02,1,1,2,2,2,  125.89,2,10,       1744172,             0,       1754612,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04127,4,9,    17500,04,07,05,1,1,2,2,2,  370.61,1,21,        170825,             0,          9311,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04130,2,4,    80000,06,02,14,1,1,2,2,2,   93.41,1,08,       1524443,             0,       1201523,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04131,1,2,   350000,08,07,02,1,2,2,2,2,   19.06,1,31,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04132,4,9,    16250,04,06,23,1,1,2,2,2,  134.32,1,41,        113175,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04133,4,9,     4000,02,06,12,1,2,2,2,2,  393.07,1,11,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04134,3,7,    30000,05,03,14,1,1,2,2,2,   67.51,2,33,        439963,             0,        244122,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04135,3,5,     3000,02,06,02,1,1,2,2,2, 6640.55,2,05,         48186,             0,         69919,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04138,2,3,     7000,03,01,05,1,1,2,2,2, 6308.52,1,26,        222377,             0,         10957,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04139,3,7,     1500,02,04,01,1,2,2,2,2, 6308.52,1,12,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04140,3,7,    22500,04,05,12,1,1,2,2,2,  207.27,1,15,        343262,             0,         62525,         62525,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04141,3,7,    32500,05,08,06,1,1,2,2,2,  105.20,1,04,        107090,             0,        832718,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04142,2,3,    40000,05,05,02,1,2,2,1,2,  183.83,2,06,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,        371263,             0,        468737,             0,             0
04143,4,9,   750000,09,08,02,1,1,1,2,2,   14.53,2,29,             0,             0,      70185590,      17546398,             0,             0,             0,             0,             0,        122325,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04145,1,2,   650000,09,07,14,1,1,2,2,2,   27.75,2,38,        800995,             0,      10807875,       1907272,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04146,3,5,   100000,06,07,05,1,1,2,2,2,   30.48,2,44,       3866244,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04149,1,2,     1500,02,04,91,1,2,2,2,2, 5849.83,2,09,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04150,2,4,     1750,02,05,26,1,1,2,2,2, 3204.89,1,18,        368405,             0,         32741,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04151,4,9,    85000,06,07,02,1,2,2,2,2,  119.03,1,20,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04153,2,3,    55000,06,03,14,1,1,2,1,2,  159.79,1,22,             0,             0,          1746,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,       4555000,             0,             0,             0,             0
04154,3,6,     4500,02,06,26,1,1,2,2,2, 6308.52,1,39,        446824,             0,         16661,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04155,3,7,    22500,04,07,25,1,1,2,2,2,  681.37,1,27,       1049080,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04156,3,6,     2000,02,06,15,1,1,2,2,2, 5849.83,1,02,             0,             0,         41645,        124934,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04157,3,5,    20000,04,06,01,2,2,2,2,2,   92.00,1,14,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04158,4,9,   325000,08,06,02,1,2,1,2,1,   15.41,1,05,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,             0,             0,             0,             0,         82521,       1251780,             0,       2525220,             0,             0
04159,2,4,     9000,03,07,05,2,2,2,2,2,  488.82,1,41,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04160,1,2,   200001,08,06,05,1,1,2,2,2,  100.52,1,17,       6479240,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04161,1,2,     7500,03,07,15,1,1,2,2,2,  431.20,2,05,        197367,             0,        116852,        350557,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04162,4,9,   400000,08,06,16,1,1,1,2,2,   14.53,2,29,      73991968,             0,      99229618,      21263490,      21263490,             0,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04163,2,3,    50001,06,08,02,1,1,2,2,2,  135.65,1,16,        648291,             0,        158109,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04165,1,2,    95000,06,07,02,1,1,2,2,2,  135.65,1,38,       2470160,             0,        940470,             0,        741531,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04168,1,2,   375000,08,05,14,1,1,2,1,2,    6.92,1,17,             0,             0,       6040988,       1066057,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,      17354160,             0,      16017492,        284348,             0
04169,4,8,    40000,05,07,02,1,1,2,2,2,  170.59,2,10,        719083,             0,        229865,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04170,3,5,     1750,02,05,13,1,2,2,2,2, 3003.97,2,43,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04171,3,6,     5000,02,06,02,1,2,2,2,2,  453.62,2,02,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04173,3,6,    27500,05,07,07,1,1,1,2,2,  151.31,1,12,        674486,             0,       1584478,        176053,             0,             0,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04174,2,3,     5000,02,04,25,1,1,2,2,2,  530.18,2,26,        764293,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04175,2,4,    12500,04,04,05,1,2,1,2,2,  488.82,2,41,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,        277380,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04176,1,2,     3750,02,04,25,1,2,1,2,2, 6308.52,2,40,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,        132449,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04177,4,9,    32500,05,05,05,1,1,2,2,2,  123.98,2,36,         14600,             0,         13643,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04178,2,4,     6000,03,07,07,1,2,2,1,2,  161.85,2,13,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,        496000,             0,             0,             0,             0
04179,1,2,     1250,02,04,26,1,1,2,2,2,  474.50,1,18,        137070,             0,         14310,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04182,4,8,     6000,03,03,26,1,1,2,2,2, 6308.52,1,35,        287345,             0,          7507,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04183,3,5,     8000,03,05,14,1,2,1,2,2,  393.07,2,43,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,        243817,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04184,4,8,    23750,04,06,14,1,1,2,2,2,  151.31,1,30,        576876,             0,         38864,             0,         21000,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04185,1,2,     7500,03,01,02,1,1,2,1,2, 6640.55,1,17,             0,             0,         45496,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,        253000,             0,             0,             0,             0
04187,3,6,   350000,08,09,18,1,1,1,2,2,   13.84,2,02,        950506,             0,      34073668,       6013000,             0,             0,             0,             0,             0,        321761,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04188,1,2,   650000,09,07,24,1,1,2,2,2,  107.43,2,17,             0,             0,             0,        239614,        197272,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04189,4,9,   120000,07,08,25,1,1,2,2,2,  105.20,1,21,        325504,             0,       1531080,        656177,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04191,3,6,     8500,03,04,05,1,2,2,2,2,  189.21,1,39,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04192,1,2,  1000000,09,05,02,1,2,1,1,2,    4.89,1,21,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,             0,             0,             0,             0,             0,       3808289,      21800369,       9002341,             0,             0
04193,3,5,    21250,04,08,02,1,2,2,2,2,  159.06,1,14,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04194,4,9,   140000,07,06,05,1,1,2,2,2,  104.11,2,34,       7995103,             0,       4465139,             0,       9502769,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04195,2,4,   110000,07,07,14,1,1,2,1,2,  161.85,1,08,             0,             0,             0,             0,        165347,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,        357126,             0,       3116874,             0,             0
04196,3,5,  1600000,10,08,91,1,1,1,2,2,    4.15,2,32,             0,             0,             0,        471906,             0,             0,             0,             0,             0,       1108965,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04198,2,3,    15000,04,04,02,1,2,2,2,2,  488.82,2,28,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04199,4,9,    16250,04,04,18,1,2,2,2,2,  151.31,2,35,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04200,3,7,    23750,04,06,01,1,1,2,2,2,  174.25,2,27,        368282,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04202,2,3,     8000,03,03,25,1,1,2,2,2,  105.20,1,23,        373078,             0,         25603,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04203,1,1,    25001,05,04,12,1,1,1,2,2,  203.89,2,16,             0,             0,             0,          1643,             0,       1184829,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04204,3,5,    47500,05,04,23,1,1,2,2,2,  488.82,1,07,        779740,             0,        144038,         61731,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04205,4,9,    42500,05,06,05,1,2,2,2,2,  582.10,2,11,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04207,1,1,    95000,06,09,14,1,2,1,2,2,  116.86,2,20,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,        538530,             0,       1240975,             0,         23465,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04208,2,3,    20000,04,03,05,1,2,2,2,2,  488.82,2,28,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04209,3,6,    40000,05,05,18,1,1,2,2,2,  151.31,2,01,        623355,             0,       7640400,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04210,4,8,    12500,04,05,18,1,1,2,2,2,  418.84,2,42,        416705,             0,       1645203,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04212,3,5,   150000,07,07,05,1,2,2,2,2,   95.04,1,40,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04213,3,5,   550000,09,07,18,1,1,2,2,2,   13.84,1,38,         45907,             0,      11734455,       2070786,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04214,3,7,    12500,04,03,14,1,1,2,2,2,  454.60,2,33,        406897,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04217,1,1,    50000,05,06,02,1,1,2,2,2,  168.30,2,30,       2208563,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04219,3,7,     6500,03,07,07,1,2,2,2,2,  174.25,1,39,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04220,4,8,     9500,03,02,01,1,1,2,2,2,  151.31,2,10,        595660,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04221,2,3,    30000,05,06,06,1,2,2,2,2,  107.43,2,26,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04223,3,5,    18750,04,03,02,1,1,2,2,2, 6640.55,1,31,        563412,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04225,3,6,    22500,04,05,18,1,1,2,2,2,  393.07,2,06,         92466,             0,        384267,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04226,3,7,    12500,04,09,08,1,1,2,2,2,  151.31,2,04,        693340,             0,       1925728,             0,        170675,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04227,3,6,     6000,03,05,06,1,2,2,2,2,  431.20,1,12,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04228,1,2,   650000,09,06,02,1,1,2,2,2,    8.15,2,10,             0,             0,             0,             0,         27626,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04230,2,3,     3000,02,03,07,1,2,2,1,2, 6241.10,1,06,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,        331000,             0,             0,             0,             0
04231,3,6,     1250,02,01,02,1,1,2,2,2, 5742.51,2,01,         87398,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04232,3,7,     6000,03,04,25,1,1,2,2,2,  159.06,2,15,         87911,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04233,2,3,   600000,09,09,14,1,1,2,2,2,    1.21,1,25,          7117,             0,      38579650,       6808173,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04234,3,5,    21250,04,07,13,1,2,2,2,2,  189.21,1,43,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04236,2,3,    20000,04,01,02,1,1,2,2,2,   95.04,2,22,        417194,             0,         34070,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04238,3,7,    20000,04,03,05,1,1,2,2,2,  104.11,2,25,        328107,             0,        380934,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04240,1,2,    23750,04,03,17,1,1,2,2,2,  151.31,1,05,       2316483,             0,       3106615,        548226,        144050,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04242,1,2,   500000,08,05,02,1,2,2,1,2,  100.52,1,17,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,      18224030,       1693930,       3643039,             0,             0
04243,1,2,   300000,08,06,02,1,1,2,2,2,    4.11,1,17,             0,             0,             0,             0,         39540,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04245,3,7,   325000,08,05,05,1,1,2,2,2,   19.06,2,42,       1460158,             0,       2081862,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04247,4,9,   450000,08,06,02,1,1,1,2,2,   15.41,1,12,       5828065,             0,      15217219,             0,             0,             0,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04250,2,3,   130000,07,07,02,1,1,1,2,2,   50.26,2,25,       6212836,             0,             0,             0,             0,             0,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04251,2,4,   300000,08,07,13,1,2,2,1,2,  118.37,2,08,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,       1453000,             0,             0,             0,             0
04252,3,7,    45000,05,05,14,1,1,2,2,2,  222.08,1,42,        854705,             0,             0,             0,        102048,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04254,3,7,    27500,05,07,05,1,1,2,2,2,  525.50,1,33,        296803,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04255,3,5,    27500,05,08,05,1,2,2,2,2,  225.31,1,38,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04257,4,9,     7500,03,04,14,1,1,2,2,2,  429.14,1,21,        384272,             0,         31766,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
