BLDGID6  ,REGION6  ,CENDIV6  ,SQFT6    ,SQFTC6   ,YRCONC6  ,PBA6     ,ELUSED6  ,NGUSED6  ,FKUSED6  ,STUSED6  ,HWUSED6  ,ADJWT6   ,PAIR6    ,STRATUM6 ,NGHTBTU6 ,NGCLBTU6 ,NGWTBTU6 ,NGCKBTU6 ,NGMSBTU6 ,FKHTBTU6 ,FKCLBTU6 ,FKWTBTU6 ,FKCKBTU6 ,FKMSBTU6 ,DHHTBTU6 ,DHCLBTU6 ,DHWTBTU6 ,DHCKBTU6 ,DHMSBTU6
00019,3,7,   250000,08,07,02,1,1,1,2,2,   28.87,2,35,             0,             0,             0,             0,         50323,             0,             0,             0,             0,        119412,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00020,4,9,    85000,06,07,02,1,1,2,2,2,  184.00,1,37,         75279,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00024,2,4,   140000,07,06,02,1,1,2,2,2,  119.21,2,36,       3263087,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00025,2,3,     4500,02,03,05,1,1,2,2,2, 6308.52,2,32,         66591,             0,          3450,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00026,2,3,    35000,05,05,12,1,1,2,2,2,  100.52,1,15,       1157220,             0,        105680,        105680,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00027,2,4,     8000,03,06,13,1,1,2,2,2, 6241.10,2,24,         89246,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00029,3,5,   250000,08,05,23,1,1,2,2,2,   33.71,2,40,             0,             0,             0,       8370951,       1436591,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00030,3,6,   900000,09,05,16,1,1,1,1,1,   13.84,2,39,             0,             0,             0,      30627602,     127125965,             0,             0,             0,             0,       1049606,      35231427,             0,      63436609,        177964,             0
00031,2,4,    10000,03,04,26,1,1,2,2,2, 6241.10,2,36,       5635721,             0,        194661,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00032,1,2,    35000,05,04,12,1,1,2,2,2,   93.89,1,17,         45984,             0,          2901,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00033,1,2,    75000,06,05,14,1,1,1,2,2,  165.71,2,18,       2876303,             0,        678907,        119807,             0,        687081,             0,        431315,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00035,4,8,    15000,04,07,05,1,2,2,2,2,  569.41,2,19,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00036,2,4,    12500,04,07,13,1,1,2,2,2,  182.05,1,18,        784580,             0,        138693,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00038,3,5,   300000,08,03,02,1,2,1,1,2,    4.15,2,35,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,             0,             0,             0,             0,             0,      31495907,             0,       9504905,        253188,             0
00040,1,2,     8000,03,01,01,1,2,2,2,2, 5849.83,2,05,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00041,1,1,     9000,03,04,15,1,1,2,2,2,  432.00,2,15,        320486,             0,        124637,        373910,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00045,4,9,  1300000,10,06,02,1,2,1,1,2,    8.15,2,18,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,             0,             0,             0,             0,             0,       1786857,             0,       7591143,             0,             0
00046,3,5,  1600000,10,06,13,1,2,2,2,1,    8.15,1,22,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,       7561970,        126030,             0,             0,             0
00047,4,8,    23750,04,08,26,1,1,2,2,2,  355.88,2,42,         48953,             0,        539415,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00048,2,3,   500000,08,03,16,1,1,1,2,2,   13.84,2,07,      36241311,             0,      41302372,       8850508,       8850508,             0,             0,             0,             0,        509270,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00051,3,7,   225000,08,05,13,1,1,2,1,2,   27.75,1,42,       7010880,             0,             0,      12429306,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,       7284269,             0,       8389902,        258829,             0
00052,3,6,     2250,02,03,25,1,1,2,2,2, 6308.52,1,24,         76654,             0,         15879,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00054,3,7,    16250,04,07,05,1,2,2,2,2,  114.43,2,27,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00055,2,3,     7000,03,04,05,1,1,2,2,2,  546.18,1,26,        483464,             0,         16069,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00056,3,7,    45000,05,06,05,1,1,2,2,2,  207.50,1,39,         53835,             0,         61394,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00057,3,6,    20000,04,04,12,1,1,2,2,2,  189.21,1,39,        882723,             0,             0,         56366,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00059,3,7,    13750,04,07,05,1,1,2,2,2,  474.50,2,03,         62031,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00060,3,7,    10000,03,06,13,1,1,2,2,2,  488.82,2,03,        218421,             0,         23951,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00061,4,8,    80000,06,07,05,1,2,2,2,2,  109.94,2,19,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00062,1,1,   100001,07,03,02,1,1,2,2,2,  128.46,2,10,       3788706,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00063,2,4,   650000,09,04,05,1,1,2,2,2,   15.41,1,04,       4192111,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00065,4,8,    47500,05,07,02,1,1,2,2,2,  170.59,2,10,         88971,             0,        252301,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00066,3,5,  1600000,10,06,24,1,1,2,2,2,  114.43,1,11,             0,             0,       1060147,        454349,        506743,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00067,1,1,     8000,03,07,13,1,2,1,2,2,  484.14,1,25,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,         17421,             0,         24186,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00068,3,6,   500000,08,07,12,1,1,2,2,2,    6.92,2,24,         84036,             0,        220227,        220227,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00069,3,7,    55000,06,04,14,1,1,2,2,2,  121.19,1,15,       1210389,             0,        786906,        138866,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00070,3,5,   190000,07,07,02,1,1,1,2,2,   30.67,2,08,             0,             0,             0,       1040043,             0,          9638,             0,             0,             0,         12136,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00071,1,1,    70000,06,02,01,1,2,2,2,2,  125.89,1,20,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00072,4,9,   325000,08,04,18,1,1,1,2,2,   44.23,1,36,        342431,             0,       9277162,       1637146,        498303,             0,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00074,1,1,    30000,05,04,14,1,1,1,2,2,  230.31,1,42,        177718,             0,         36537,          6448,             0,        693762,             0,         43098,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00075,1,2,    90000,06,05,18,1,2,2,2,1,  121.19,1,20,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,       9052944,         98237,       2408818,             0,             0
00076,2,3,    70000,06,05,14,1,2,2,1,1,   29.31,2,26,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,       4067229,             0,       2919771,             0,             0
00077,2,3,     8500,03,07,02,1,1,2,2,2,  105.20,2,26,        517103,             0,         34499,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00078,3,5,    20000,04,02,02,1,2,2,2,2,  159.06,1,40,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00081,4,9,  1300000,10,07,24,1,1,1,2,2,    4.00,1,29,             0,             0,             0,       1130419,             0,             0,             0,             0,             0,         82521,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00082,1,2,     5500,03,05,26,1,2,1,2,2,  367.06,1,09,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,        695530,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00083,4,8,   550000,09,04,16,1,1,1,2,2,   13.84,2,10,      16551637,             0,      36658514,       7855396,       7855396,             0,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00086,2,3,     1500,02,01,12,1,2,1,2,2,  488.82,2,28,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,        150063,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00087,1,2,    22500,04,05,14,1,1,2,2,2,  151.31,1,37,       1812486,             0,        525572,         92748,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00089,4,9,   275000,08,06,13,1,1,1,2,2,  100.52,1,29,       1432332,             0,      12689367,      12689367,             0,       2103927,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00090,2,3,   225000,08,06,13,1,2,2,1,2,   27.75,2,34,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,       7515912,             0,       3269088,             0,             0
00091,3,5,    27500,05,08,05,1,1,2,2,2,  107.01,2,14,       2565192,             0,         79025,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00094,3,5,    27500,05,07,02,1,2,2,2,2,   98.67,1,14,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00095,2,4,   100000,06,05,02,1,1,1,2,2,   33.31,1,40,       8658668,             0,        407893,             0,             0,             0,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00096,3,6,    11250,04,06,26,1,1,1,2,2, 5849.83,1,24,       5975673,             0,        531810,             0,             0,         54644,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00097,3,6,    21250,04,05,14,1,1,2,2,2,   88.46,2,02,         21897,             0,        363652,         64174,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00098,4,9,   140000,07,06,91,1,2,1,1,2,   31.54,2,18,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,             0,             0,             0,             0,             0,       1389833,             0,       4604167,             0,             0
00099,4,8,     5001,03,03,05,1,1,2,2,2,  484.14,2,06,        161425,             0,          6900,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00101,2,3,    50000,05,04,14,1,1,1,2,2,  222.08,2,34,       2589594,             0,        227980,             0,             0,             0,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00102,2,3,   190000,07,05,14,1,1,2,2,2,   88.46,1,28,       4948347,             0,       2274598,        401400,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00103,3,6,    22500,04,08,25,1,1,2,2,2,   92.00,1,12,        204168,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00105,3,5,    30000,05,07,05,1,2,2,2,2,  107.01,1,24,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00106,3,6,    12500,04,04,01,1,1,2,2,2,  370.61,1,12,        123137,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00107,3,6,   120000,07,03,16,1,1,1,1,2,   27.75,2,02,             0,             0,      24081065,       5160228,       5160228,             0,             0,             0,             0,        393325,       1589394,             0,       6860176,         32429,             0
00108,3,7,     3000,02,07,15,1,1,2,2,2,  405.64,2,15,         38144,             0,        169547,        508641,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00110,2,3,    30000,05,09,23,1,1,2,2,2,  134.32,2,13,       1458209,             0,         49838,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00111,1,2,    16250,04,03,08,1,1,1,2,2, 3003.97,2,03,             0,             0,        663236,        663236,             0,       1597850,             0,             0,             0,        311773,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00116,4,9,    50001,06,05,05,1,2,2,2,2,  218.87,2,36,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00117,4,9,    37500,05,06,24,1,1,2,2,2,  474.50,2,37,         73978,             0,        200018,         85722,         96887,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00118,1,2,   500000,08,03,02,1,1,1,2,2,    8.15,1,05,             0,             0,             0,        425897,             0,         87491,             0,      24272760,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00119,2,3,   180000,07,07,05,1,1,2,2,2,  100.52,1,13,       6927628,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00120,4,9,     2500,02,05,04,1,2,2,2,2, 3003.97,1,39,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00122,4,9,    10000,03,06,26,1,2,2,2,2,  174.25,2,38,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00123,3,5,     8000,03,07,26,1,1,2,2,2, 5849.83,2,14,        276730,             0,          9700,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00124,3,5,   300000,08,07,18,1,1,1,2,2,    1.04,2,08,       6866673,             0,      19558316,       3451468,             0,         31256,             0,             0,             0,          8548,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00125,3,5,   140000,07,07,16,1,2,1,2,2,   88.46,1,14,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,       4547016,             0,      11611573,             0,        104755,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00126,3,5,    65000,06,08,14,1,1,2,2,2,  116.86,1,31,        593766,             0,       1094194,        193093,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00127,2,3,     2500,02,06,05,1,1,2,2,2,  414.10,1,07,        460593,             0,         88236,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00128,3,7,     2500,02,07,15,1,1,2,2,2, 3003.97,1,03,         73844,             0,        158286,        474857,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00132,3,7,     2500,02,05,06,1,2,2,2,2, 5849.83,2,15,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00135,2,4,   130000,07,03,14,2,1,2,2,2,  428.01,1,31,       6802677,             0,       1417729,        250187,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00138,3,6,     2750,02,07,23,1,2,2,2,2,  105.20,1,39,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00140,3,6,    90000,06,07,23,1,1,2,2,2,  130.39,2,39,        370202,             0,             0,       2304106,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00141,3,6,    65000,06,04,05,1,2,2,2,2,   97.15,2,01,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00143,2,4,    15000,04,04,26,1,1,2,2,2,  546.18,1,36,        707911,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00146,4,9,    15000,04,04,23,1,1,2,2,2,  114.43,1,44,         17767,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00147,2,3,     5500,03,04,02,1,2,2,2,2,  171.40,1,15,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00148,3,6,   100001,07,04,02,1,1,1,1,2,  119.21,1,24,             0,             0,      17990658,       4497664,             0,             0,             0,             0,             0,        157413,       3562000,             0,             0,             0,             0
00149,4,9,     6500,03,05,13,1,2,2,2,2, 6308.52,2,11,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00150,2,3,     7500,03,05,15,1,1,2,2,2,  414.10,1,13,          6339,             0,        177550,        532650,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00151,1,2,    13750,04,05,26,1,1,2,1,2,  100.52,1,38,         10097,             0,          4692,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,       1279000,             0,             0,             0,             0
00152,3,5,   140000,07,07,05,1,1,2,2,2,   28.87,2,44,       3794046,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00154,3,7,     1750,02,07,26,1,2,2,2,2, 6308.52,2,04,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00155,3,5,     3000,02,07,06,1,2,2,2,2, 3003.97,2,24,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00156,4,9,     1250,02,07,14,1,2,2,2,2, 3003.97,1,43,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00157,4,9,  1300000,10,06,02,1,1,1,2,2,    4.89,1,40,          4993,             0,       6094085,       1523521,             0,             0,             0,             0,             0,        254635,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00158,2,4,    20000,04,05,12,1,1,2,2,2,   95.04,2,18,       3106926,             0,        248488,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00160,3,5,    90000,06,05,04,1,2,1,1,2,   29.31,1,22,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,       3384732,             0,             0,             0,        600386,       7318654,             0,       2982346,             0,             0
00162,3,5,    11250,04,03,02,1,1,2,2,2,  370.61,1,31,        203962,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00163,4,8,    22500,04,08,05,1,2,2,2,2,  130.59,2,19,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00164,2,4,    32500,05,06,91,1,1,2,2,2,  177.95,1,08,       4534205,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00166,4,8,    25001,05,07,12,1,1,2,2,2,  189.21,2,10,        350353,             0,         63733,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00167,2,3,     5500,03,03,13,1,1,2,2,2,  487.36,2,09,       1767314,             0,        134411,             0,         20305,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00168,1,2,    13750,04,04,01,1,1,2,2,2,  370.61,2,06,        341093,             0,         11373,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00169,1,2,    50000,05,07,14,1,2,2,2,2,  168.44,1,06,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00170,4,9,    40000,05,08,02,1,1,2,2,2,  170.59,1,11,        792744,             0,        116870,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00171,4,8,    60000,06,06,02,1,2,2,2,2,  455.88,2,19,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00172,4,9,     7000,03,05,14,1,1,2,2,2,  174.25,1,28,        305545,             0,         80299,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
