# File: EPA_MACC_baselines_MtCO2e.csv
# Title: EPA MACC curves - baseline by sector/region/country
# Units: MtCO2e
# Source: EPA report - Global Mitigation of Non-CO2 Greenhouse Gases: 2010-2030
#         https://www.epa.gov/sites/production/files/2016-09/mac_report_2013-data_annex.zip
# Description: Cumulative Reductions (MtCO2e) as a function of Breakeven price by Sector/Region/Country
Sector,Process,EPA_region,2010,2015,2020,2025,2030
Agriculture,Rice Cultivation,Indonesia,109.344439,102.4266495,98.26815213,94.82309879,91.53904327
Agriculture,Rice Cultivation,Mexico,1.305692072,1.374245159,1.45713389,1.498368389,1.515119972
Agriculture,Rice Cultivation,Russia,0.312405844,0.509665922,0.557264358,0.583373027,0.59937964
Agriculture,Rice Cultivation,Turkey,0.114075001,0.259082129,0.314516962,0.348030377,0.370449331
Agriculture,Rice Cultivation,United States,5.730688128,8.074922535,8.568580333,8.766092122,8.774889166
Agriculture,Rice Cultivation,Rest of Regions,0,0,0,0,0
Agriculture,Rice Cultivation,Africa,12.37413504,13.66506754,16.10536189,17.41696678,18.23473226
Agriculture,Rice Cultivation,Central & South America,24.18133162,24.50743789,25.66499594,26.25780471,26.38801986
Agriculture,Rice Cultivation,Middle East,1.473378323,2.439660823,3.116754998,3.473114601,3.676061252
Agriculture,Rice Cultivation,Europe,0.370431382,1.022085272,1.338049758,1.524466527,1.658033461
Agriculture,Rice Cultivation,Eurasia,0.719698454,0.83073136,0.808912751,0.79491123,0.785664857
Agriculture,Rice Cultivation,Asia,244.3829481,281.2023679,316.6240928,333.8491007,340.292644
Agriculture,Rice Cultivation,North America,0,0,0,0,0
Agriculture,Rice Cultivation,World Total ,564.9551122,649.9085395,722.0932163,751.401281,756.0712364
Industrial Processes,Semiconductor Manufacturing,Australia,0.005668734,0.006719417,0.007789646,0.009030334,0.009030334
Industrial Processes,Semiconductor Manufacturing,Brazil,0,0,0,0,0
Industrial Processes,Semiconductor Manufacturing,Canada,0.01548074,0.018563149,0.021259879,0.024348373,0.027885543
Industrial Processes,Semiconductor Manufacturing,China,4.413234887,6.264742217,5.073454487,5.073454487,5.073454487
Industrial Processes,Semiconductor Manufacturing,India,0.114353817,0.166626822,0.23567172,0.32746413,0.455009013
Industrial Processes,Semiconductor Manufacturing,Indonesia,0,0,0,0,0
Industrial Processes,Semiconductor Manufacturing,Mexico,0,0,0,0,0
Industrial Processes,Semiconductor Manufacturing,Russia,0.120157747,0.15298477,0.195251641,0.24919607,0.318044349
Industrial Processes,Semiconductor Manufacturing,Turkey,0,0,0,0,0
Industrial Processes,Semiconductor Manufacturing,United States,4.497005485,4.497005485,4.497005485,4.497005485,4.497005485
Industrial Processes,Semiconductor Manufacturing,Rest of Regions,0,0,0,0,0
Industrial Processes,Semiconductor Manufacturing,Africa,0.020378042,0.025809962,0.032940779,0.042041709,0.053657058
Industrial Processes,Semiconductor Manufacturing,Central & South America,0,0,0,0,0
Industrial Processes,Semiconductor Manufacturing,Middle East,0.204075725,0.252631407,0.316122514,0.388996362,0.471293335
Industrial Processes,Semiconductor Manufacturing,Europe,1.735291691,1.737292478,1.739164589,1.74090646,1.742540683
Industrial Processes,Semiconductor Manufacturing,Eurasia,0.027313735,0.032287298,0.036707637,0.039506603,0.041440618
Industrial Processes,Semiconductor Manufacturing,Asia,7.026294898,7.422528812,7.852078885,8.312739528,8.821745337
Industrial Processes,Semiconductor Manufacturing,North America,0,0,0,0,0
Industrial Processes,Semiconductor Manufacturing,World Total ,18.1792555,20.57719182,20.00744726,20.70468954,21.51110624
Agriculture,Cropland Management,Australia,7.309189486,,4.061107495,,3.186657133
Agriculture,Cropland Management,Brazil,35.19447255,,32.93250128,,33.89365218
Agriculture,Cropland Management,Canada,6.275027663,,6.90295644,,6.871695591
Agriculture,Cropland Management,China,109.4545562,,115.6049465,,104.7877788
Agriculture,Cropland Management,India,59.7013953,,60.61119596,,65.53056506
Agriculture,Cropland Management,Indonesia,3.960309381,,3.947264304,,3.83865865
Agriculture,Cropland Management,Mexico,8.403248691,,7.030385473,,7.215621278
Agriculture,Cropland Management,Russia,9.932759486,,7.900763673,,7.226664049
Agriculture,Cropland Management,Turkey,6.346817654,,6.787640477,,8.568380553
Agriculture,Cropland Management,United States,82.13517425,,71.30581314,,86.12144204
Agriculture,Cropland Management,Rest of Regions,0,,0,,0
Agriculture,Cropland Management,Africa,30.90750057,,29.50625218,,29.002644
Agriculture,Cropland Management,Central & South America,26.77534542,,28.4155677,,28.64640518
Agriculture,Cropland Management,Middle East,4.302354088,,6.668644343,,9.75380103
Agriculture,Cropland Management,Europe,55.49486963,,52.14396233,,51.43153743
Agriculture,Cropland Management,Eurasia,7.775322116,,6.973014531,,6.254102639
Agriculture,Cropland Management,Asia,20.12835382,,19.12973786,,19.95783819
Agriculture,Cropland Management,North America,0,,0,,0
Agriculture,Cropland Management,World Total ,474.0966963,,459.9217537,,472.2874438
Industrial Processes,Solvent Use,Australia,0.064606088,0.073474925,0.082372551,0.092334851,0.103099613
Industrial Processes,Solvent Use,Brazil,0.116973288,0.138709465,0.163089356,0.191752657,0.224576527
Industrial Processes,Solvent Use,Canada,0.103867469,0.119661174,0.132438799,0.146579577,0.161599082
Industrial Processes,Solvent Use,China,0.716106507,1.023102126,1.419430494,1.9692712,2.721473592
Industrial Processes,Solvent Use,India,0.045767017,0.064070874,0.08757417,0.117592973,0.157287391
Industrial Processes,Solvent Use,Indonesia,0.015927009,0.019635696,0.024097383,0.029285895,0.035237223
Industrial Processes,Solvent Use,Mexico,0.076963299,0.088331263,0.102367252,0.11863256,0.136947452
Industrial Processes,Solvent Use,Russia,0.355790989,0.435216307,0.536790075,0.662064116,0.813397473
Industrial Processes,Solvent Use,Turkey,0.007101825,0.008589252,0.010369435,0.012461175,0.014883727
Industrial Processes,Solvent Use,United States,1.323816,1.46159,1.613729,1.781689,1.967121
Industrial Processes,Solvent Use,Rest of Regions,0,0,0,0,0
Industrial Processes,Solvent Use,Africa,0.080087582,0.098096302,0.119992205,0.145278885,0.172794078
Industrial Processes,Solvent Use,Central & South America,0.042008883,0.049275871,0.058094041,0.068280725,0.079901392
Industrial Processes,Solvent Use,Middle East,0.032881774,0.03976863,0.04801096,0.057695812,0.068912336
Industrial Processes,Solvent Use,Europe,1.058651537,1.125459275,1.200497068,1.272530539,1.34161346
Industrial Processes,Solvent Use,Eurasia,0.009715962,0.011884914,0.014658696,0.018079688,0.022212308
Industrial Processes,Solvent Use,Asia,1.171152752,1.270873737,1.395517547,1.535087622,1.685459681
Industrial Processes,Solvent Use,North America,0,0,0,0,0
Industrial Processes,Solvent Use,World Total ,5.22141798,6.02773981,7.009029034,8.218617276,9.706516335
Waste,Wastewater,Australia,2.574295447,2.722090602,2.864181586,2.997596368,3.117500131
Waste,Wastewater,Brazil,14.27885931,15.07712258,15.80571172,16.46457608,17.0528814
Waste,Wastewater,Canada,0.340614483,0.354135186,0.36712548,0.378944389,0.389095191
Waste,Wastewater,China,132.0305309,135.1444568,137.4306934,138.4325774,138.120125
Waste,Wastewater,India,41.88085121,44.68648727,47.3425406,49.83991824,52.14964564
Waste,Wastewater,Indonesia,23.98558674,25.24830733,26.41053041,27.49352026,28.49804205
Waste,Wastewater,Mexico,48.3415152,51.01513381,53.57878865,55.96217769,58.09987828
Waste,Wastewater,Russia,21.71034689,21.18387027,20.59701565,19.96439321,19.32800187
Waste,Wastewater,Turkey,2.036516381,2.160034005,2.270854177,2.368777994,2.453713268
Waste,Wastewater,United States,24.7505879,25.97178491,27.23605933,28.51773231,29.79837605
Waste,Wastewater,Rest of Regions,0,0,0,0,0
Waste,Wastewater,Africa,82.82597074,91.23657385,99.7406533,108.2282994,116.6414514
Waste,Wastewater,Central & South America,32.87720717,35.20020455,37.44760423,39.59269786,41.57437991
Waste,Wastewater,Middle East,21.6223119,23.16960346,24.79460649,26.26710541,27.58098036
Waste,Wastewater,Europe,16.86838639,17.25826282,17.46810432,17.37672086,17.23688048
Waste,Wastewater,Eurasia,4.150955209,4.155255025,4.156198161,4.141398404,4.109535922
Waste,Wastewater,Asia,41.48539361,44.29948008,47.17930981,50.02010821,52.63797587
Waste,Wastewater,North America,0,0,0,0,0
Waste,Wastewater,World Total ,511.7599295,538.8828026,564.6899773,588.0465442,608.7884629
