filename; year; sector; africa;central_america;east_asia;eastern_europe;ec25_europe;latin_america;middle_east;north_america;north_central_asia;oceania;oecd_europe;old_ec_europe;south_america;south_asia;south_east_asia;world;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1963_N2O.nc;1963;grassfire;0.05111;0;8.06E-05;0;0;0.00445;0;0;0.0001829;0.02496;0;0;0.00445;0;9.80E-07;0.081;0.081;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1970;N2O;;
RETRO_FIRES_V2_1963_N2O.nc;1963;woodedfire;0.2284;0.0001406;0.0003759;0;5.22E-06;0.1785;8.93E-07;0.003467;0.001873;0.01111;2.01E-05;4.33E-06;0.1783;0.008632;1.29E-05;0.4322;0.4323;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1970;N2O;;
RETRO_FIRES_V2_1964_N2O.nc;1964;forestfire;0.02;0.006819;0.006043;0.0007154;0.003792;0.04378;2.18E-05;0.01148;0.01763;0.004503;0.003162;0.003157;0.03696;0.003378;0.01842;0.134;0.1352;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1970;N2O;;
RETRO_FIRES_V2_1964_N2O.nc;1964;grassfire;0.07871;0;0.0001243;0;0;0.002715;0;0;0.0002086;0.0416;0;0;0.002715;7.57E-08;6.94E-07;0.1235;0.1235;m^2;RETRO;FIRES;V2;1970;N2O;;
RETRO_FIRES_V2_1964_N2O.nc;1964;woodedfire;0.3613;8.29E-05;0.0004199;0;1.98E-06;0.1087;1.98E-06;0.001993;0.001851;0.01926;0;0;0.1086;0.01164;1.71E-05;0.5051;0.5052;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1965_N2O.nc;1965;forestfire;0.0214;0.009295;0.005958;0.0004225;0.001698;0.0493;2.12E-05;0.003864;0.01158;0.006952;0.001383;0.001381;0.04;0.002408;0.05113;0.1574;0.1594;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1971;N2O;;
RETRO_FIRES_V2_1965_N2O.nc;1965;grassfire;0.07452;0;7.99E-05;0;0;0.00389;0;0;0.0001877;0.06441;0;0;0.00389;2.01E-07;4.96E-07;0.1433;0.1433;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1971;N2O;;
RETRO_FIRES_V2_1965_N2O.nc;1965;woodedfire;0.3353;0.0004137;0.0003725;0;1.84E-06;0.1563;1.84E-06;0.0009241;0.001917;0.0297;0;0;0.1559;0.008778;1.38E-05;0.5332;0.5335;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1971;N2O;;
RETRO_FIRES_V2_1966_N2O.nc;1966;forestfire;0.02283;0.005513;0.0048;0.0005913;0.001657;0.0473;2.42E-05;0.006836;0.006062;0.003341;0.001305;0.001302;0.04179;0.00228;0.02798;0.1264;0.1269;m^2;RETRO;FIRES;V2;1971;N2O;;
RETRO_FIRES_V2_1966_N2O.nc;1966;grassfire;0.05447;0;0.000111;0;0;0.003938;0;0;0.0002042;0.03042;0;0;0.003938;3.23E-07;3.18E-07;0.08932;0.08932;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1966_N2O.nc;1966;woodedfire;0.2418;0.0002278;0.0003947;0;2.26E-06;0.1579;2.26E-06;0.002011;0.001847;0.01395;7.34E-06;0;0.1577;0.007726;1.14E-05;0.4256;0.4256;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1972;N2O;;
RETRO_FIRES_V2_1967_N2O.nc;1967;forestfire;0.02426;0.008972;0.001422;0.00029;0.001496;0.05427;2.15E-05;0.007849;0.008581;0.003902;0.001293;0.001286;0.0453;0.001941;0.01327;0.1213;0.1219;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1972;N2O;;
RETRO_FIRES_V2_1967_N2O.nc;1967;grassfire;0.05672;0;3.36E-05;0;0;0.004145;0;0;0.0001576;0.03717;0;0;0.004145;7.92E-07;9.68E-07;0.0985;0.0985;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1972;N2O;;
RETRO_FIRES_V2_1967_N2O.nc;1967;woodedfire;0.247;0.0001862;0.0002926;0;1.94E-06;0.1663;1.94E-06;0.002104;0.001913;0.01637;5.73E-06;0;0.1661;0.00849;1.43E-05;0.4424;0.4426;m^2;RETRO;FIRES;V2;1972;N2O;;
RETRO_FIRES_V2_1968_N2O.nc;1968;forestfire;0.02571;0.008669;0.004245;0.001953;0.00181;0.0563;2.04E-05;0.01321;0.009181;0.002545;0.001144;0.001134;0.04763;0.002555;0.02222;0.142;0.1426;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1968_N2O.nc;1968;grassfire;0.063;0;0.0001871;0;0;0.004596;0;0;0.0001743;0.02392;0;0;0.004596;1.51E-07;5.33E-07;0.09199;0.092;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;N2O;;
RETRO_FIRES_V2_1968_N2O.nc;1968;woodedfire;0.2829;0.0001886;0.000394;0;8.10E-06;0.1843;1.84E-06;0.001878;0.001871;0.0104;6.26E-06;6.26E-06;0.1841;0.0101;1.06E-05;0.4917;0.4918;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;N2O;;
RETRO_FIRES_V2_1969_N2O.nc;1969;forestfire;0.02711;0.02194;0.006691;0.0005947;0.00209;0.07373;1.49E-05;0.01814;0.01507;0.005734;0.001544;0.001538;0.05179;0.00292;0.03426;0.1912;0.1921;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;N2O;;
RETRO_FIRES_V2_1969_N2O.nc;1969;grassfire;0.06075;0;4.34E-05;0;0;0.005118;0;0;0.0001496;0.05373;0;0;0.005118;3.35E-07;5.55E-07;0.1201;0.1201;m^2;RETRO;FIRES;V2;1973;N2O;;
RETRO_FIRES_V2_1969_N2O.nc;1969;woodedfire;0.2739;9.00E-05;0.0003145;0;1.34E-06;0.2051;1.34E-06;0.002923;0.001831;0.02421;4.78E-06;0;0.205;0.008744;1.39E-05;0.517;0.5173;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1970_N2O.nc;1970;forestfire;0.02854;0.01365;0.004908;0.0005136;0.003506;0.06708;3.13E-05;0.01308;0.01221;0.004162;0.00274;0.002739;0.05343;0.002767;0.0244;0.1655;0.1661;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;N2O;;
RETRO_FIRES_V2_1970_N2O.nc;1970;grassfire;0.1047;0;8.21E-05;0;0;0.006467;0;0;0.0001729;0.03981;0;0;0.006467;4.94E-07;4.80E-07;0.1515;0.1515;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;N2O;;
RETRO_FIRES_V2_1970_N2O.nc;1970;woodedfire;0.4861;0.0003252;0.0004078;0;2.76E-06;0.2592;2.76E-06;0.001343;0.001815;0.01795;4.04E-06;0;0.2589;0.009466;1.16E-05;0.7762;0.7763;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;N2O;;
RETRO_FIRES_V2_1971_N2O.nc;1971;forestfire;0.02997;0.01734;0.0005959;0.001291;0.00106;0.07396;1.40E-05;0.01607;0.01124;0.002845;0.0007294;0.0007294;0.05661;0.002169;0.006831;0.1477;0.1481;m^2;RETRO;FIRES;V2;1974;N2O;;
RETRO_FIRES_V2_1971_N2O.nc;1971;grassfire;0.06082;0;4.47E-05;0;0;0.002459;0;0;0.000109;0.02737;0;0;0.002459;7.96E-07;2.51E-07;0.09099;0.09099;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1971_N2O.nc;1971;woodedfire;0.2693;0.0002214;0.000293;0;1.70E-05;0.09859;1.21E-06;0.001815;0.001235;0.01188;1.58E-05;1.58E-05;0.09837;0.01099;1.53E-05;0.394;0.3942;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;N2O;;
RETRO_FIRES_V2_1972_N2O.nc;1972;forestfire;0.03142;0.01392;0.00498;0.009767;0.005695;0.07234;1.12E-05;0.007347;0.02967;0.007379;0.004642;0.004631;0.05842;0.002422;0.06271;0.2488;0.2519;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;N2O;;
RETRO_FIRES_V2_1972_N2O.nc;1972;grassfire;0.064;0;4.45E-05;0;0;0.004438;0;0;0.0001671;0.0566;0;0;0.004438;2.32E-07;4.95E-07;0.1256;0.1256;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;N2O;;
RETRO_FIRES_V2_1972_N2O.nc;1972;woodedfire;0.2864;0.0001464;0.0003424;0;1.20E-06;0.1778;1.02E-06;0.001023;0.002143;0.02519;4.57E-06;1.81E-07;0.1777;0.01118;8.54E-06;0.5041;0.5043;m^2;RETRO;FIRES;V2;1975;N2O;;
RETRO_FIRES_V2_1973_N2O.nc;1973;forestfire;0.03282;0.01845;0.004875;0.0006044;0.001882;0.08017;2.42E-05;0.004916;0.01027;0.002773;0.001489;0.001476;0.06172;0.00554;0.03331;0.183;0.184;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1973_N2O.nc;1973;grassfire;0.07268;0;6.50E-05;0;0;0.002587;0;0;0.0004013;0.02656;0;0;0.002587;2.13E-07;4.46E-07;0.1028;0.1028;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;N2O;;
RETRO_FIRES_V2_1973_N2O.nc;1973;woodedfire;0.3247;7.25E-05;0.0006411;0;8.50E-06;0.1036;2.18E-06;0.0008579;0.003934;0.01186;1.63E-05;6.32E-06;0.1036;0.00785;8.63E-06;0.4533;0.4534;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;N2O;;
RETRO_FIRES_V2_1974_N2O.nc;1974;forestfire;0.03425;0.02447;0.0004932;0.001879;0.001927;0.08991;2.32E-05;0.00858;0.003569;0.003823;0.001149;0.001136;0.06544;0.002106;0.006222;0.1538;0.1543;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;N2O;;
RETRO_FIRES_V2_1974_N2O.nc;1974;grassfire;0.04829;0;3.89E-05;0;0;0.003181;0;0;6.24E-05;0.03624;0;0;0.003181;4.67E-08;1.14E-07;0.08792;0.08792;m^2;RETRO;FIRES;V2;1976;N2O;;
RETRO_FIRES_V2_1974_N2O.nc;1974;woodedfire;0.2192;0.0001395;0.0001888;0;2.17E-06;0.1275;2.17E-06;0.001261;0.0007214;0.01559;0;0;0.1274;0.01093;1.75E-05;0.3755;0.3759;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1975_N2O.nc;1975;forestfire;0.03568;0.02336;0.004791;0.0006217;0.001603;0.09187;2.19E-05;0.007149;0.003686;0.005079;0.001311;0.001306;0.06851;0.002726;0.01037;0.1649;0.1656;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;N2O;;
RETRO_FIRES_V2_1975_N2O.nc;1975;grassfire;0.06233;0;4.70E-05;0;0;0.004333;0;0;5.00E-05;0.04764;0;0;0.004333;1.68E-07;3.02E-07;0.1145;0.1145;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;N2O;;
RETRO_FIRES_V2_1975_N2O.nc;1975;woodedfire;0.2854;0.0001119;0.000164;0;3.30E-06;0.1738;1.93E-06;0.000783;0.0005645;0.02144;1.37E-06;1.37E-06;0.1737;0.00923;4.50E-06;0.4914;0.4916;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;N2O;;
RETRO_FIRES_V2_1976_N2O.nc;1976;forestfire;0.03713;0.01757;0.001139;0.0001978;0.001443;0.08755;1.09E-05;0.01909;0.002186;0.00782;0.001258;0.001247;0.06999;0.002734;0.02409;0.1848;0.1856;m^2;RETRO;FIRES;V2;1977;N2O;;
RETRO_FIRES_V2_1976_N2O.nc;1976;grassfire;0.05638;0;9.00E-05;0;0;0.00595;0;0;0.0007366;0.0733;0;0;0.00595;5.23E-07;5.17E-07;0.1376;0.1376;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1976_N2O.nc;1976;woodedfire;0.2541;6.26E-05;0.001277;0;1.05E-05;0.2385;9.37E-07;0.002515;0.007673;0.03191;3.18E-05;9.52E-06;0.2385;0.01241;1.54E-05;0.5485;0.5496;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;N2O;;
RETRO_FIRES_V2_1977_N2O.nc;1977;forestfire;0.03853;0.02348;0.005156;0.0005292;0.001698;0.09773;2.71E-05;0.01401;0.01181;0.007814;0.001277;0.001271;0.07425;0.004403;0.07175;0.255;0.2577;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;N2O;;
RETRO_FIRES_V2_1977_N2O.nc;1977;grassfire;0.07562;0;4.58E-05;0;0;0.002804;0;0;0.0001426;0.07164;0;0;0.002804;2.96E-07;4.39E-07;0.1504;0.1504;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;N2O;;
RETRO_FIRES_V2_1977_N2O.nc;1977;woodedfire;0.3395;0.0001099;0.0002912;0;2.51E-06;0.1124;2.51E-06;0.001242;0.001376;0.03348;1.36E-05;0;0.1123;0.009326;1.40E-05;0.4976;0.4977;m^2;RETRO;FIRES;V2;1978;N2O;;
RETRO_FIRES_V2_1978_N2O.nc;1978;forestfire;0.03996;0.02569;0.003614;0.0005239;0.002895;0.1009;2.79E-05;0.005234;0.003185;0.004669;0.002457;0.002455;0.0752;0.003121;0.04134;0.2065;0.2075;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1978_N2O.nc;1978;grassfire;0.06487;0;3.85E-05;0;0;0.004754;0;0;7.71E-05;0.04369;0;0;0.004754;3.29E-07;5.02E-07;0.1136;0.1136;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;N2O;;
RETRO_FIRES_V2_1978_N2O.nc;1978;woodedfire;0.2987;0.0001323;0.0002169;0;2.54E-06;0.1905;2.54E-06;0.001817;0.0008315;0.02003;1.67E-06;0;0.1904;0.01028;1.21E-05;0.5224;0.5225;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;N2O;;
RETRO_FIRES_V2_1979_N2O.nc;1979;forestfire;0.04138;0.03635;0.004375;0.0004656;0.001969;0.1178;2.04E-05;0.02619;0.005534;0.007662;0.001513;0.001502;0.08142;0.002766;0.04862;0.2582;0.2598;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;N2O;;
RETRO_FIRES_V2_1979_N2O.nc;1979;grassfire;0.091;0;8.16E-05;0;0;0.00526;0;0;0.0001383;0.07091;0;0;0.00526;0;4.16E-07;0.1675;0.1675;m^2;RETRO;FIRES;V2;1979;N2O;;
RETRO_FIRES_V2_1979_N2O.nc;1979;woodedfire;0.4239;0.000572;0.000298;0;1.78E-06;0.2111;1.78E-06;0.0008502;0.001245;0.03303;0;0;0.2105;0.01123;1.50E-05;0.6816;0.6817;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1980_N2O.nc;1980;forestfire;0.04285;0.02747;0.005532;0.0003586;0.002177;0.1093;2.22E-05;0.03735;0.004293;0.008906;0.001834;0.00183;0.08185;0.002605;0.05321;0.2677;0.2691;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;N2O;;
RETRO_FIRES_V2_1980_N2O.nc;1980;grassfire;0.09394;0;4.22E-05;0;0;0.005793;0;0;5.24E-05;0.08316;0;0;0.005793;3.00E-07;6.23E-07;0.1831;0.1831;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;N2O;;
RETRO_FIRES_V2_1980_N2O.nc;1980;woodedfire;0.4206;0.001504;0.0001908;0;3.83E-06;0.2334;2.17E-06;0.001191;0.0006208;0.03836;7.23E-06;1.66E-06;0.2319;0.01084;6.28E-06;0.7052;0.7053;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;N2O;;
RETRO_FIRES_V2_1981_N2O.nc;1981;forestfire;0.04424;0.01491;0.006787;0.0008263;0.00282;0.09689;4.24E-05;0.04056;0.006764;0.003679;0.002116;0.002099;0.08197;0.002602;0.04064;0.2463;0.2475;m^2;RETRO;FIRES;V2;1980;N2O;;
RETRO_FIRES_V2_1981_N2O.nc;1981;grassfire;0.06678;0;0.0001066;0;0;0.004244;0;0;0.0001828;0.03403;0;0;0.004244;0;4.04E-07;0.1056;0.1056;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1981_N2O.nc;1981;woodedfire;0.302;0.0005747;0.0004123;0;1.18E-05;0.1706;3.84E-06;0.001818;0.001907;0.01515;1.01E-05;7.97E-06;0.17;0.007965;9.59E-06;0.4998;0.4999;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;N2O;;
RETRO_FIRES_V2_1982_N2O.nc;1982;forestfire;0.04567;0.04037;0.008785;0.000723;0.001274;0.1315;1.63E-05;0.01351;0.008102;0.01427;0.001113;0.001108;0.0911;0.003508;0.2478;0.4782;0.4893;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;N2O;;
RETRO_FIRES_V2_1982_N2O.nc;1982;grassfire;0.08566;0;4.42E-05;0;0;0.004772;0;0;0.0001093;0.06916;0;0;0.004772;0;7.50E-07;0.1599;0.1599;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;N2O;;
RETRO_FIRES_V2_1982_N2O.nc;1982;woodedfire;0.3855;0.0003887;0.0002134;0;3.17E-06;0.1915;1.41E-06;0.0008211;0.001243;0.03081;1.76E-06;1.76E-06;0.1911;0.01058;1.26E-05;0.6207;0.6209;m^2;RETRO;FIRES;V2;1981;N2O;;
RETRO_FIRES_V2_1983_N2O.nc;1983;forestfire;0.04709;0.02338;0.004534;0.002707;0.002515;0.1116;3.80E-05;0.01634;0.002421;0.004312;0.002145;0.002141;0.0882;0.005308;0.1167;0.3146;0.3197;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1983_N2O.nc;1983;grassfire;0.07731;0;4.89E-05;0;0;0.00489;0;0;7.05E-05;0.04116;0;0;0.00489;2.28E-07;7.82E-07;0.1236;0.1236;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;N2O;;
RETRO_FIRES_V2_1983_N2O.nc;1983;woodedfire;0.3511;0.000309;0.0002658;0;3.90E-06;0.1963;3.45E-06;0.002212;0.0007385;0.01866;4.50E-07;4.50E-07;0.196;0.01024;5.10E-06;0.5795;0.5796;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;N2O;;
RETRO_FIRES_V2_1984_N2O.nc;1984;forestfire;0.04856;0.02634;0.004089;0.0008403;0.003118;0.1188;1.85E-05;0.006112;0.007584;0.004471;0.002288;0.002284;0.09243;0.003923;0.03825;0.2384;0.2395;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;N2O;;
RETRO_FIRES_V2_1984_N2O.nc;1984;grassfire;0.05957;0;9.92E-05;0;0;0.001954;0;0;0.0001872;0.04157;0;0;0.001954;1.70E-07;4.78E-07;0.1035;0.1035;m^2;RETRO;FIRES;V2;1982;N2O;;
RETRO_FIRES_V2_1984_N2O.nc;1984;woodedfire;0.2632;0.0005472;0.0003429;0;7.01E-06;0.07879;1.60E-06;0.000601;0.001653;0.01856;1.58E-05;5.41E-06;0.07824;0.01235;1.43E-05;0.3755;0.3757;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1985_N2O.nc;1985;forestfire;0.04995;0.03007;0.003894;0.0008016;0.00199;0.1252;2.77E-05;0.009465;0.01641;0.008646;0.001358;0.001354;0.09517;0.002588;0.0273;0.2494;0.2502;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;N2O;;
RETRO_FIRES_V2_1985_N2O.nc;1985;grassfire;0.05209;0;4.48E-05;0;0;0.002551;0;0;0.0001549;0.08149;0;0;0.002551;1.37E-07;3.85E-07;0.1366;0.1366;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;N2O;;
RETRO_FIRES_V2_1985_N2O.nc;1985;woodedfire;0.2339;0.0001925;0.0003667;0;2.49E-06;0.1023;2.49E-06;0.001937;0.001868;0.03795;6.64E-06;0;0.1021;0.00917;7.90E-06;0.3875;0.3876;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;N2O;;
RETRO_FIRES_V2_1986_N2O.nc;1986;forestfire;0.05137;0.03319;0.006615;0.003033;0.003339;0.1281;2.09E-05;0.008378;0.01384;0.006225;0.002728;0.002718;0.09487;0.003253;0.07353;0.3058;0.3078;m^2;RETRO;FIRES;V2;1983;N2O;;
RETRO_FIRES_V2_1986_N2O.nc;1986;grassfire;0.05149;0;8.82E-05;0;0;0.003549;0;0;0.0004096;0.05652;0;0;0.003549;4.60E-07;4.50E-08;0.1126;0.1126;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1986_N2O.nc;1986;woodedfire;0.2301;0.0008803;0.0007563;0;8.22E-06;0.1431;1.84E-06;0.0007482;0.004027;0.02606;2.82E-05;6.38E-06;0.1422;0.01098;5.10E-06;0.4157;0.416;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1984;N2O;;
RETRO_FIRES_V2_1987_N2O.nc;1987;forestfire;0.0528;0.03896;0.01163;0.002277;0.00324;0.1332;2.84E-05;0.008817;0.01174;0.003777;0.002194;0.00219;0.09421;0.002225;0.1572;0.3922;0.3969;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1984;N2O;;
RETRO_FIRES_V2_1987_N2O.nc;1987;grassfire;0.07511;0;0.0002719;0;0;0.005898;0;0;0.0006994;0.03367;0;0;0.005898;3.97E-07;2.84E-07;0.1164;0.1164;m^2;RETRO;FIRES;V2;1992;N2O;;
RETRO_FIRES_V2_1987_N2O.nc;1987;woodedfire;0.3446;0.001163;0.001146;0;6.73E-06;0.2373;3.45E-06;0.000974;0.006573;0.01528;2.06E-05;3.28E-06;0.2361;0.008789;5.22E-06;0.6143;0.6144;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1988_N2O.nc;1988;forestfire;0.05427;0.04348;0.008174;0.0007974;0.002447;0.1355;4.27E-05;0.0177;0.023;0.003779;0.001646;0.001639;0.09202;0.002656;0.03114;0.2837;0.2846;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1993;N2O;;
RETRO_FIRES_V2_1988_N2O.nc;1988;grassfire;0.04652;0;4.24E-05;0;0;0.003589;0;0;0.0002047;0.0355;0;0;0.003589;0;1.02E-06;0.08615;0.08615;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1993;N2O;;
RETRO_FIRES_V2_1988_N2O.nc;1988;woodedfire;0.2077;0.0009279;0.0004148;0;9.10E-06;0.1447;9.10E-06;0.002442;0.002147;0.0162;1.06E-06;0;0.1438;0.009251;1.66E-05;0.3828;0.3829;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1993;N2O;;
RETRO_FIRES_V2_1989_N2O.nc;1989;forestfire;0.05565;0.03046;0.005964;0.006369;0.005013;0.1181;3.24E-05;0.04536;0.01095;0.003942;0.004691;0.00469;0.08768;0.002238;0.02723;0.2888;0.2898;m^2;RETRO;FIRES;V2;1993;N2O;;
RETRO_FIRES_V2_1989_N2O.nc;1989;grassfire;0.0612;0;0.0002613;0;0;0.003597;0;0;0.0002432;0.0367;0;0;0.003597;2.37E-07;4.94E-07;0.1022;0.1022;;field1;field2;field3;field4;field5;field6;field7
