RETRO_FIRES_V2_1992_CO2.nc;1992;grassfire;941.6;0;0.5172;0;0;43.68;0;0;2.666;379.3;0;0;43.68;0.003771;0.009163;1372;1372;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1992;CO2
RETRO_FIRES_V2_1992_CO2.nc;1992;woodedfire;4390;0.6021;5.325;0;0.05334;1749;0.0001599;8.867;30.36;173.9;0.06156;0.05318;1749;61.67;0.1309;6417;6418;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1992;CO2
RETRO_FIRES_V2_1993_CO2.nc;1993;forestfire;462.2;275.4;27.95;5.991;52.64;929.7;0.2097;118.2;109.5;25.01;47.87;47.84;654.2;24.7;574.2;2363;2382;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1993;CO2
RETRO_FIRES_V2_1993_CO2.nc;1993;grassfire;495.6;0;2.036;0;0;52.96;0;0;3.602;298.2;0;0;52.96;0.004337;0.005553;854.4;854.4;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1993;CO2
RETRO_FIRES_V2_1993_CO2.nc;1993;woodedfire;2212;0.6412;6.201;0;0.09808;2120;0.001226;8.286;30.44;134.1;0.1594;0.09686;2120;89.51;0.05288;4598;4599;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1993;CO2
RETRO_FIRES_V2_1994_CO2.nc;1994;forestfire;462.2;238.3;43.91;33.78;23.42;873.8;0.3296;313.6;73.93;53.85;21.86;21.8;635.5;18.31;1138;3057;3095;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1994;CO2
RETRO_FIRES_V2_1994_CO2.nc;1994;grassfire;571.6;0;0.4748;0;0;16.81;0;0;0.9014;618.9;0;0;16.81;0.004484;0.001531;1210;1210;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1994;CO2
RETRO_FIRES_V2_1994_CO2.nc;1994;woodedfire;2603;5.626;2.829;0;0.02629;678.6;0.003142;13.55;12.27;290.3;0.07262;0.02315;673;77.04;0.09343;3677;3680;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1994;CO2
RETRO_FIRES_V2_1995_CO2.nc;1995;forestfire;462.2;235;25;5.543;9.591;868.1;0.07203;317.5;49.3;24.16;8.273;8.241;633.1;30.16;362.7;2188;2198;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1995;CO2
RETRO_FIRES_V2_1995_CO2.nc;1995;grassfire;660.5;0;0.2848;0;0;27.04;0;0;0.5268;295.5;0;0;27.04;0.001812;0.004767;985;985;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1995;CO2
RETRO_FIRES_V2_1995_CO2.nc;1995;woodedfire;2977;0.9268;2.431;0;0.001244;1083;0.001244;8.339;6.871;131.8;0.008008;0;1082;89.25;0.05774;4298;4299;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1995;CO2
RETRO_FIRES_V2_1996_CO2.nc;1996;forestfire;462.6;269.8;127.3;19.93;22.74;891.2;0.234;90.37;388.5;24.85;13.62;13.59;621.4;18.21;248.6;2390;2398;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1996;CO2
RETRO_FIRES_V2_1996_CO2.nc;1996;grassfire;569;0;1.099;0;0;32.42;0;0;2.843;301.9;0;0;32.42;0.003833;0.003382;911.6;911.6;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1996;CO2
RETRO_FIRES_V2_1996_CO2.nc;1996;woodedfire;2525;12.34;5.981;0;0.03204;1310;0.002062;14.81;32.51;131.9;0.1082;0.02998;1298;85.78;0.05646;4105;4106;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1996;CO2
RETRO_FIRES_V2_1997_CO2.nc;1997;forestfire;462.2;161.1;107.5;11.7;10.49;752.9;0.09727;68.94;91.31;135;8.675;8.53;591.9;23.54;3602;5281;5443;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1997;CO2
RETRO_FIRES_V2_1997_CO2.nc;1997;grassfire;543.3;0;1.597;0;0;33.39;0;0;1.47;383.8;0;0;33.39;0.001795;0.007226;964.9;964.9;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1997;CO2
RETRO_FIRES_V2_1997_CO2.nc;1997;woodedfire;2395;4.43;4.073;0;0.002968;1341;0.002968;8.823;16.79;172.6;0.01882;0;1336;94.71;0.03417;4031;4032;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1997;CO2
RETRO_FIRES_V2_1998_CO2.nc;1998;forestfire;462.2;354.5;327.7;50.04;63.82;984.2;0.1079;226;419;32.73;50.72;50.67;629.6;36.24;1141;3856;3916;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1998;CO2
RETRO_FIRES_V2_1998_CO2.nc;1998;grassfire;635.6;0;7.239;0;0;52.16;0;0;4.71;397.9;0;0;52.16;0.004938;0.004105;1098;1098;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1998;CO2
RETRO_FIRES_V2_1998_CO2.nc;1998;woodedfire;2910;1.307;9.397;0;0.04365;2089;0.01003;7.809;49.63;180.8;0.1651;0.03361;2088;89.81;0.128;5334;5335;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1998;CO2
RETRO_FIRES_V2_1999_CO2.nc;1999;forestfire;462.2;209.2;116;5.326;34.8;776.4;0.0897;93;81.05;33.5;29.17;29.12;567.2;36.85;408.8;2084;2098;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1999;CO2
RETRO_FIRES_V2_1999_CO2.nc;1999;grassfire;694.9;0;0.4594;0;0;17.42;0;0;1.06;394.4;0;0;17.42;0;0.002987;1110;1110;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1999;CO2
RETRO_FIRES_V2_1999_CO2.nc;1999;woodedfire;3141;4.804;3.571;0;0.02548;702;5.33E-05;17.93;13.86;181.5;0.06859;0.02542;697.2;94.1;0.08796;4154;4156;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1999;CO2
RETRO_FIRES_V2_2000_CO2.nc;2000;forestfire;462.6;162;64.11;23.89;51.03;704.5;0.4178;86.29;183.9;35.48;41.5;41.4;542.6;44.71;441.6;2153;2172;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;2000;CO2
RETRO_FIRES_V2_2000_CO2.nc;2000;grassfire;667.4;0;1.39;0;0;27.98;0;0;2.163;432.5;0;0;27.98;0.001171;0.001285;1134;1134;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;2000;CO2
RETRO_FIRES_V2_2000_CO2.nc;2000;woodedfire;2945;1.082;5.645;0;0.1491;1121;0.142;32.03;20.83;200.4;0.09151;0.007082;1120;95.76;0.1497;4422;4423;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;2000;CO2
