RETRO_FIRES_V2_1970_OC.nc;1970;forestfire;0.7421;0.4405;0.1742;0.01806;0.1297;1.837;0.001102;0.472;0.4437;0.1442;0.1028;0.1027;1.396;0.08546;0.7325;4.942;4.963;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1970;OC
RETRO_FIRES_V2_1970_OC.nc;1970;grassfire;1.596;0;0.001738;0;0;0.09896;0;0;0.003058;0.6066;0;0;0.09896;7.53E-06;7.32E-06;2.309;2.309;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1970;OC
RETRO_FIRES_V2_1970_OC.nc;1970;woodedfire;7.407;0.004955;0.008656;0;4.21E-05;3.966;4.21E-05;0.02067;0.03192;0.2736;0.0001219;0;3.961;0.1442;0.0001882;11.85;11.85;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1970;OC
RETRO_FIRES_V2_1971_OC.nc;1971;forestfire;0.7792;0.5636;0.02272;0.04539;0.03817;2.043;0.0004923;0.5846;0.4024;0.0989;0.02655;0.02655;1.479;0.06226;0.1985;4.337;4.346;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1971;OC
RETRO_FIRES_V2_1971_OC.nc;1971;grassfire;0.9268;0;0.0009142;0;0;0.03757;0;0;0.001856;0.417;0;0;0.03757;1.21E-05;6.20E-06;1.387;1.387;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1971;OC
RETRO_FIRES_V2_1971_OC.nc;1971;woodedfire;4.103;0.003374;0.005671;0;0.0002949;1.508;1.84E-05;0.02936;0.0214;0.1811;0.0002764;0.0002764;1.505;0.1675;0.0002335;6.015;6.017;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1971;OC
RETRO_FIRES_V2_1972_OC.nc;1972;forestfire;0.817;0.4543;0.1799;0.3433;0.2223;1.98;0.0003951;0.2767;1.062;0.2434;0.1852;0.1848;1.526;0.07105;1.703;7.453;7.541;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1972;OC
RETRO_FIRES_V2_1972_OC.nc;1972;grassfire;0.9752;0;0.0008249;0;0;0.06793;0;0;0.002662;0.8625;0;0;0.06793;3.54E-06;1.08E-05;1.915;1.915;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1972;OC
RETRO_FIRES_V2_1972_OC.nc;1972;woodedfire;4.364;0.002231;0.00638;0;2.10E-05;2.721;1.55E-05;0.01811;0.03568;0.384;0.0001041;5.47E-06;2.718;0.1703;0.0001347;7.699;7.701;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1972;OC
RETRO_FIRES_V2_1973_OC.nc;1973;forestfire;0.8534;0.5961;0.1741;0.02125;0.06915;2.209;0.0008509;0.1858;0.3661;0.09625;0.0548;0.05434;1.613;0.1848;0.9651;5.332;5.361;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;OC
RETRO_FIRES_V2_1973_OC.nc;1973;grassfire;1.108;0;0.001406;0;0;0.03959;0;0;0.006478;0.4047;0;0;0.03959;3.25E-06;8.66E-06;1.568;1.568;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;OC
RETRO_FIRES_V2_1973_OC.nc;1973;woodedfire;4.947;0.001105;0.0144;0;0.0001531;1.586;3.32E-05;0.01328;0.06853;0.1809;0.0004209;0.0001199;1.585;0.1196;0.0001315;6.924;6.926;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;OC
RETRO_FIRES_V2_1974_OC.nc;1974;forestfire;0.8905;0.7891;0.01794;0.06604;0.06798;2.499;0.0008167;0.3055;0.1265;0.1328;0.04056;0.04011;1.71;0.06058;0.1813;4.387;4.401;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;OC
RETRO_FIRES_V2_1974_OC.nc;1974;grassfire;0.7359;0;0.0006914;0;0;0.04868;0;0;0.001022;0.5523;0;0;0.04868;7.11E-07;1.74E-06;1.34;1.34;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;OC
RETRO_FIRES_V2_1974_OC.nc;1974;woodedfire;3.341;0.002125;0.003744;0;3.30E-05;1.949;3.30E-05;0.02013;0.0123;0.2379;0;0;1.947;0.1666;0.0002661;5.729;5.736;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;OC
RETRO_FIRES_V2_1975_OC.nc;1975;forestfire;0.9276;0.7645;0.1694;0.02185;0.0584;2.554;0.0007695;0.2709;0.1339;0.1767;0.04798;0.0478;1.79;0.08401;0.3152;4.764;4.783;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;OC
RETRO_FIRES_V2_1975_OC.nc;1975;grassfire;0.9498;0;0.0008243;0;0;0.06652;0;0;0.0007985;0.7259;0;0;0.06652;2.56E-06;7.62E-06;1.745;1.745;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;OC
RETRO_FIRES_V2_1975_OC.nc;1975;woodedfire;4.349;0.001706;0.003024;0;7.08E-05;2.657;2.95E-05;0.01215;0.009799;0.3269;4.13E-05;4.13E-05;2.655;0.1407;6.85E-05;7.498;7.501;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;OC
RETRO_FIRES_V2_1976_OC.nc;1976;forestfire;0.9655;0.5633;0.04089;0.006954;0.0548;2.391;0.0003843;0.6984;0.07968;0.2713;0.04828;0.04788;1.828;0.08031;0.6644;5.307;5.329;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;OC
RETRO_FIRES_V2_1976_OC.nc;1976;grassfire;0.8591;0;0.001898;0;0;0.09122;0;0;0.01183;1.117;0;0;0.09122;7.97E-06;7.88E-06;2.101;2.101;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;OC
RETRO_FIRES_V2_1976_OC.nc;1976;woodedfire;3.872;0.0009532;0.02641;0;0.0001992;3.646;1.43E-05;0.03878;0.1331;0.4865;0.0008576;0.0001849;3.645;0.1891;0.0002339;8.389;8.406;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;OC
RETRO_FIRES_V2_1977_OC.nc;1977;forestfire;1.002;0.7655;0.1829;0.0186;0.0601;2.705;0.0009514;0.5236;0.4281;0.271;0.04528;0.04508;1.94;0.1429;1.977;7.37;7.443;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;OC
RETRO_FIRES_V2_1977_OC.nc;1977;grassfire;1.152;0;0.0009263;0;0;0.04297;0;0;0.002385;1.092;0;0;0.04297;4.51E-06;1.08E-05;2.293;2.293;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;OC
RETRO_FIRES_V2_1977_OC.nc;1977;woodedfire;5.173;0.001675;0.006236;0;3.83E-05;1.719;3.83E-05;0.02289;0.02404;0.5103;0.0004096;0;1.717;0.1421;0.0002129;7.596;7.597;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;OC
RETRO_FIRES_V2_1978_OC.nc;1978;forestfire;1.039;0.8365;0.128;0.01842;0.1096;2.801;0.0009819;0.185;0.1163;0.162;0.09426;0.09415;1.964;0.09678;1.189;5.887;5.913;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;OC
RETRO_FIRES_V2_1978_OC.nc;1978;grassfire;0.9886;0;0.0007175;0;0;0.07282;0;0;0.001283;0.6657;0;0;0.07282;5.01E-06;7.65E-06;1.731;1.731;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;OC
RETRO_FIRES_V2_1978_OC.nc;1978;woodedfire;4.552;0.002016;0.004489;0;3.86E-05;2.914;3.86E-05;0.02771;0.01449;0.3053;5.04E-05;0;2.912;0.1567;0.0001842;7.973;7.974;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;OC
RETRO_FIRES_V2_1979_OC.nc;1979;forestfire;1.076;1.184;0.1555;0.01637;0.07278;3.311;0.000717;0.9484;0.1984;0.2654;0.05659;0.05618;2.127;0.08318;1.391;7.573;7.619;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;OC
RETRO_FIRES_V2_1979_OC.nc;1979;grassfire;1.387;0;0.001834;0;0;0.08041;0;0;0.002669;1.08;0;0;0.08041;0;9.41E-06;2.553;2.553;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;OC
RETRO_FIRES_V2_1979_OC.nc;1979;woodedfire;6.46;0.008717;0.005991;0;2.71E-05;3.228;2.71E-05;0.01458;0.02154;0.5035;0;0;3.219;0.1711;0.0002312;10.4;10.4;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;OC
RETRO_FIRES_V2_1980_OC.nc;1980;forestfire;1.114;0.9028;0.1932;0.01261;0.08061;3.041;0.0007796;1.356;0.1537;0.3083;0.06862;0.06843;2.138;0.07737;1.529;7.905;7.949;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;OC
RETRO_FIRES_V2_1980_OC.nc;1980;grassfire;1.431;0;0.0008719;0;0;0.0886;0;0;0.0009542;1.267;0;0;0.0886;4.57E-06;1.12E-05;2.79;2.79;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;OC
RETRO_FIRES_V2_1980_OC.nc;1980;woodedfire;6.41;0.02292;0.003348;0;5.83E-05;3.571;3.31E-05;0.01876;0.01106;0.5848;0.0001933;2.53E-05;3.549;0.1652;9.57E-05;10.76;10.77;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;OC
RETRO_FIRES_V2_1981_OC.nc;1981;forestfire;1.15;0.4843;0.2409;0.02905;0.1015;2.626;0.001492;1.453;0.2426;0.127;0.07678;0.07617;2.141;0.08154;1.174;7.246;7.281;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;OC
RETRO_FIRES_V2_1981_OC.nc;1981;grassfire;1.018;0;0.00187;0;0;0.06499;0;0;0.002998;0.5185;0;0;0.06499;0;1.00E-05;1.61;1.61;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;OC
RETRO_FIRES_V2_1981_OC.nc;1981;woodedfire;4.602;0.008757;0.008558;0;0.0002991;2.607;5.86E-05;0.02912;0.03383;0.2309;0.0002858;0.0002405;2.598;0.1214;0.0001462;7.631;7.632;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;OC
RETRO_FIRES_V2_1982_OC.nc;1982;forestfire;1.187;1.298;0.3089;0.02542;0.0469;3.679;0.0005724;0.4835;0.2929;0.4342;0.04124;0.04108;2.382;0.1099;6.647;13.33;13.63;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;OC
RETRO_FIRES_V2_1982_OC.nc;1982;grassfire;1.305;0;0.0007879;0;0;0.073;0;0;0.001733;1.054;0;0;0.073;0;1.37E-05;2.438;2.438;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;OC
RETRO_FIRES_V2_1982_OC.nc;1982;woodedfire;5.875;0.005924;0.004046;0;7.45E-05;2.927;2.15E-05;0.01284;0.0203;0.4698;5.30E-05;5.30E-05;2.921;0.1612;0.0001913;9.471;9.473;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;OC
RETRO_FIRES_V2_1983_OC.nc;1983;forestfire;1.224;0.7572;0.161;0.09515;0.09112;3.062;0.001337;0.5815;0.0871;0.1496;0.0781;0.07796;2.305;0.1734;3.178;8.844;8.979;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;OC
RETRO_FIRES_V2_1983_OC.nc;1983;grassfire;1.178;0;0.0009293;0;0;0.07492;0;0;0.001205;0.6271;0;0;0.07492;3.47E-06;1.40E-05;1.884;1.884;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;OC
RETRO_FIRES_V2_1983_OC.nc;1983;woodedfire;5.351;0.004709;0.005372;0;6.62E-05;2.997;5.26E-05;0.03406;0.01413;0.2846;1.36E-05;1.36E-05;2.993;0.1561;7.77E-05;8.841;8.842;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;OC
RETRO_FIRES_V2_1984_OC.nc;1984;forestfire;1.263;0.8612;0.1433;0.02954;0.1179;3.276;0.0006494;0.2197;0.2729;0.1548;0.08873;0.08861;2.415;0.1219;1.11;6.806;6.837;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1984;OC
RETRO_FIRES_V2_1984_OC.nc;1984;grassfire;0.9077;0;0.002275;0;0;0.02989;0;0;0.003554;0.6334;0;0;0.02989;2.58E-06;1.10E-05;1.579;1.579;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1984;OC
RETRO_FIRES_V2_1984_OC.nc;1984;woodedfire;4.011;0.008339;0.006531;0;0.0001874;1.205;2.44E-05;0.009678;0.02938;0.283;0.000475;0.000163;1.196;0.1882;0.000218;5.731;5.735;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1984;OC
RETRO_FIRES_V2_1985_OC.nc;1985;forestfire;1.299;0.9748;0.14;0.02818;0.0716;3.461;0.0009727;0.343;0.5902;0.2999;0.04914;0.04902;2.487;0.07921;0.7802;7.205;7.23;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1985;OC
RETRO_FIRES_V2_1985_OC.nc;1985;grassfire;0.7937;0;0.0009063;0;0;0.03911;0;0;0.002546;1.242;0;0;0.03911;2.08E-06;7.45E-06;2.083;2.083;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1985;OC
RETRO_FIRES_V2_1985_OC.nc;1985;woodedfire;3.565;0.002934;0.007486;0;3.79E-05;1.568;3.79E-05;0.0308;0.03285;0.5784;0.0002002;0;1.565;0.1397;0.0001204;5.92;5.922;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1985;OC
RETRO_FIRES_V2_1986_OC.nc;1986;forestfire;1.336;1.085;0.233;0.1066;0.1269;3.563;0.0007353;0.3172;0.5131;0.2147;0.1055;0.1051;2.478;0.1008;2.06;8.868;8.926;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1986;OC
RETRO_FIRES_V2_1986_OC.nc;1986;grassfire;0.7847;0;0.001895;0;0;0.05428;0;0;0.006806;0.8612;0;0;0.05428;7.01E-06;1.36E-06;1.718;1.718;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1986;OC
RETRO_FIRES_V2_1986_OC.nc;1986;woodedfire;3.507;0.01341;0.01548;0;0.0002206;2.183;2.80E-05;0.01306;0.07006;0.3971;0.0008093;0.0001926;2.17;0.1672;7.77E-05;6.35;6.354;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1986;OC
RETRO_FIRES_V2_1987_OC.nc;1987;forestfire;1.373;1.276;0.4125;0.08005;0.1183;3.737;0.0009977;0.3286;0.4246;0.1295;0.08128;0.08115;2.46;0.06706;4.351;11.22;11.34;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1987;OC
RETRO_FIRES_V2_1987_OC.nc;1987;grassfire;1.145;0;0.006565;0;0;0.09021;0;0;0.01308;0.5131;0;0;0.09021;6.05E-06;6.76E-06;1.777;1.777;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1987;OC
RETRO_FIRES_V2_1987_OC.nc;1987;woodedfire;5.25;0.01772;0.02538;0;0.0001347;3.628;5.26E-05;0.01536;0.1149;0.233;0.0005866;8.21E-05;3.611;0.1339;7.96E-05;9.392;9.393;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1987;OC
RETRO_FIRES_V2_1988_OC.nc;1988;forestfire;1.411;1.411;0.2902;0.02803;0.08887;3.816;0.0015;0.6541;0.823;0.1313;0.0604;0.06016;2.405;0.0815;0.9116;8.391;8.414;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1988;OC
RETRO_FIRES_V2_1988_OC.nc;1988;grassfire;0.7089;0;0.0008689;0;0;0.05499;0;0;0.003268;0.5409;0;0;0.05499;0;2.18E-05;1.314;1.314;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1988;OC
RETRO_FIRES_V2_1988_OC.nc;1988;woodedfire;3.166;0.01414;0.008954;0;0.0001386;2.213;0.0001386;0.0444;0.03724;0.2469;1.61E-05;0;2.199;0.141;0.0002535;5.854;5.856;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1988;OC
RETRO_FIRES_V2_1989_OC.nc;1989;forestfire;1.447;0.9821;0.2122;0.2239;0.1913;3.274;0.001139;1.643;0.3933;0.1368;0.1796;0.1795;2.292;0.06546;0.7595;8.637;8.667;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1989;OC
RETRO_FIRES_V2_1989_OC.nc;1989;grassfire;0.9326;0;0.004834;0;0;0.05512;0;0;0.004355;0.5593;0;0;0.05512;3.61E-06;8.39E-06;1.559;1.559;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1989;OC
RETRO_FIRES_V2_1989_OC.nc;1989;woodedfire;4.182;0.002327;0.007502;0;9.38E-05;2.205;5.06E-05;0.02379;0.04414;0.2526;0.000242;4.33E-05;2.203;0.1563;2.83E-05;6.87;6.871;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1989;OC
