ctry,landtype,AEZ1,AEZ2,AEZ3,AEZ4,AEZ5,AEZ6,AEZ7,AEZ8,AEZ9,AEZ10,AEZ11,AEZ12,AEZ13,AEZ14,AEZ15,AEZ16,AEZ17,AEZ18
aus,Cropland,31315,305635,156894,148484,2742,8409,4695180,10473461,8876234,2697979,1146756,1249813,0,0,0,0,2092,0
aus,Pastureland,30489268,23081606,4763218,1522974,56728,213640,165758944,20908624,12351972,6504709,6447690,4374870,0,0,0,0,16877,0
aus,Builtupland,10520,8477,15241,3610,8492,87525,39714,13333,161981,184823,197772,173308,0,0,0,0,0,0
aus,Otherland,288162,0,0,0,0,0,1172579,0,0,0,0,0,0,0,0,0,0,0
aut,Forest,0,0,0,0,0,0,0,0,0,2136347,174495,0,0,0,1741917,690742,0,0
aut,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aut,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aut,Cropland,0,0,0,0,0,0,0,0,0,1291282,160027,0,0,0,69963,48435,0,0
aut,Pastureland,0,0,0,0,0,0,0,0,0,845148,23113,0,0,0,699164,93749,0,0
aut,Builtupland,0,0,0,0,0,0,0,0,0,103553,57555,0,0,0,22064,1479,0,0
aut,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aze,Forest,0,0,0,0,0,0,0,0,950113,0,0,0,0,116384,281458,0,0,0
aze,SavnGrasslnd,0,0,0,0,0,0,0,168120,324906,0,0,0,0,0,0,0,0,0
aze,Shrubland,0,0,0,0,0,0,0,754725,941714,0,0,0,0,0,0,0,0,0
aze,Cropland,0,0,0,0,0,0,0,525791,1458419,0,0,0,0,19830,50280,0,0,0
aze,Pastureland,0,0,0,0,0,0,0,577184,1567382,0,0,0,0,96136,253035,0,0,0
aze,Builtupland,0,0,0,0,0,0,0,108700,68527,0,0,0,0,907,1974,0,0,0
aze,Otherland,0,0,0,0,0,0,0,0,129523,0,0,0,0,0,114767,0,0,0
bdi,Forest,0,0,0,0,204753,0,0,0,0,0,0,0,0,0,0,0,0,0
bdi,SavnGrasslnd,0,0,0,0,969200,0,0,0,0,0,0,0,0,0,0,0,0,0
bdi,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdi,Cropland,0,0,0,0,588748,0,0,0,0,0,0,0,0,0,0,0,0,0
bdi,Pastureland,0,0,0,0,708858,0,0,0,0,0,0,0,0,0,0,0,0,0
bdi,Builtupland,0,0,0,0,6041,0,0,0,0,0,0,0,0,0,0,0,0,0
bdi,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bel,Forest,0,0,0,0,0,0,0,0,0,426163,1004841,0,0,0,0,0,0,0
bel,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bel,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bel,Cropland,0,0,0,0,0,0,0,0,0,149574,902011,0,0,0,0,0,0,0
bel,Pastureland,0,0,0,0,0,0,0,0,0,201656,420918,0,0,0,0,0,0,0
bel,Builtupland,0,0,0,0,0,0,0,0,0,22371,416123,0,0,0,0,0,0,0
bel,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ben,Forest,0,0,281438,3100706,442396,0,0,0,0,0,0,0,0,0,0,0,0,0
ben,SavnGrasslnd,0,0,3407656,755591,374878,0,0,0,0,0,0,0,0,0,0,0,0,0
ben,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ben,Cropland,0,0,525794,1693542,661359,0,0,0,0,0,0,0,0,0,0,0,0,0
ben,Pastureland,0,0,348443,256632,17131,0,0,0,0,0,0,0,0,0,0,0,0,0
ben,Builtupland,0,0,846,8625,42703,0,0,0,0,0,0,0,0,0,0,0,0,0
ben,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfa,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfa,SavnGrasslnd,319147,2396731,10823750,1321764,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfa,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfa,Cropland,137005,1228621,2459000,89618,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfa,Pastureland,143898,1197684,3086324,418885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfa,Builtupland,0,1760,15006,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfa,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bgd,Forest,0,0,0,1135154,3639827,0,0,0,0,0,0,0,0,0,0,0,0,0
bgd,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bgd,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bgd,Cropland,0,0,0,2238146,7469550,0,0,0,0,0,0,0,0,0,0,0,0,0
bgd,Pastureland,0,0,0,20543,694644,0,0,0,0,0,0,0,0,0,0,0,0,0
bgd,Builtupland,0,0,0,17304,119061,0,0,0,0,0,0,0,0,0,0,0,0,0
bgd,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bgr,Forest,0,0,0,0,0,0,0,0,2133380,1506456,0,0,0,0,0,0,0,0
bgr,SavnGrasslnd,0,0,0,0,0,0,0,0,1360971,153292,0,0,0,0,0,0,0,0
bgr,Shrubland,0,0,0,0,0,0,0,0,390374,0,0,0,0,0,0,0,0,0
bgr,Cropland,0,0,0,0,0,0,0,0,3277502,400905,0,0,0,0,0,0,0,0
bgr,Pastureland,0,0,0,0,0,0,0,0,1166581,620985,0,0,0,0,0,0,0,0
bgr,Builtupland,0,0,0,0,0,0,0,0,94456,50320,0,0,0,0,0,0,0,0
bgr,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bhr,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bhr,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bhr,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bhr,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bhr,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bhr,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bhr,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bhs,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bhs,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bhs,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bhs,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bhs,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bhs,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bhs,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bih,Forest,0,0,0,0,0,0,0,0,0,2274242,647023,136402,0,0,0,0,0,0
bih,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bih,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bih,Cropland,0,0,0,0,0,0,0,0,0,613875,363592,18047,0,0,0,0,0,0
bih,Pastureland,0,0,0,0,0,0,0,0,0,670968,299100,73375,0,0,0,0,0,0
bih,Builtupland,0,0,0,0,0,0,0,0,0,9724,25421,0,0,0,0,0,0,0
bih,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blr,Forest,0,0,0,0,0,0,0,0,0,10092505,0,0,0,0,0,0,0,0
blr,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blr,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blr,Cropland,0,0,0,0,0,0,0,0,0,5872892,0,0,0,0,0,0,0,0
blr,Pastureland,0,0,0,0,0,0,0,0,0,2815312,0,0,0,0,0,0,0,0
blr,Builtupland,0,0,0,0,0,0,0,0,0,126932,0,0,0,0,0,0,0,0
blr,Otherland,0,0,0,0,0,0,0,0,0,179060,0,0,0,0,0,0,0,0
blz,Forest,0,0,0,0,0,2226018,0,0,0,0,0,0,0,0,0,0,0,0
blz,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blz,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blz,Cropland,0,0,0,0,0,102505,0,0,0,0,0,0,0,0,0,0,0,0
blz,Pastureland,0,0,0,0,0,40608,0,0,0,0,0,0,0,0,0,0,0,0
blz,Builtupland,0,0,0,0,0,1085,0,0,0,0,0,0,0,0,0,0,0,0
blz,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bmu,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bmu,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bmu,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bmu,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bmu,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bmu,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bmu,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bol,Forest,744670,244264,2454976,3612644,14841397,12868909,0,0,5971692,2275785,1022537,266182,0,0,0,0,0,0
bol,SavnGrasslnd,0,0,1062481,1605559,2388096,52725,1736755,1161966,2051636,1400742,461879,0,2347941,132398,214485,0,0,0
bol,Shrubland,236776,245287,1665818,211900,0,0,243027,1659367,714633,0,0,0,0,201243,229349,229252,0,0
bol,Cropland,21133,8198,277168,492966,645671,176183,92662,317899,513253,336860,189405,7048,28385,24498,18250,5929,0,0
bol,Pastureland,165395,88056,1013974,1496859,12763079,5851020,1119385,3353816,3597514,1591467,703135,27473,292653,387670,123133,63419,0,0
bol,Builtupland,0,0,167,0,14299,247,8064,27364,34343,1262,0,0,571,164,10492,0,0,0
bol,Otherland,0,0,0,0,0,0,5543927,1685439,0,0,0,0,1379383,138704,0,0,0,0
bra,Forest,0,0,2631099,16556394,113699872,310152000,0,0,0,454286,0,12499113,0,0,0,0,0,0
bra,SavnGrasslnd,0,0,2352391,28488338,55424968,4125896,0,0,0,0,271379,11329022,0,0,0,0,0,0
bra,Shrubland,1102775,7410775,30252932,18921726,2325545,361971,0,0,0,0,0,71051,0,0,0,0,0,0
bra,Cropland,20062,674803,5273220,6341452,15790295,10064481,0,0,0,61320,3476,13102049,0,0,0,0,0,0
bra,Pastureland,101128,1705932,10283056,19977964,95885552,31007694,0,0,0,370581,15166,21699684,0,0,0,0,0,0
bra,Builtupland,0,17871,28373,128241,425864,857616,0,0,0,1066,1051,576779,0,0,0,0,0,0
bra,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brb,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brb,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brb,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brb,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brb,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brb,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brb,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brn,Forest,0,0,0,0,0,1159862,0,0,0,0,0,0,0,0,0,0,0,0
brn,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brn,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brn,Cropland,0,0,0,0,0,57747,0,0,0,0,0,0,0,0,0,0,0,0
brn,Pastureland,0,0,0,0,0,12127,0,0,0,0,0,0,0,0,0,0,0,0
brn,Builtupland,0,0,0,0,0,7423,0,0,0,0,0,0,0,0,0,0,0,0
brn,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
btn,Forest,0,0,0,0,0,0,0,0,0,0,1341424,1049685,0,0,0,656255,0,0
btn,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
btn,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
btn,Cropland,0,0,0,0,0,0,0,0,0,0,165916,37245,0,0,0,23230,0,0
btn,Pastureland,0,0,0,0,0,0,0,0,0,0,140910,16336,0,0,0,145465,0,0
btn,Builtupland,0,0,0,0,0,0,0,0,0,0,5359,0,0,0,0,0,0,0
btn,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bwa,Forest,0,0,0,0,0,0,0,69703,0,0,0,0,0,0,0,0,0,0
bwa,SavnGrasslnd,0,0,0,0,0,0,15699665,9924279,600556,0,0,0,0,0,0,0,0,0
bwa,Shrubland,0,0,0,0,0,0,6053466,309191,0,0,0,0,0,0,0,0,0,0
bwa,Cropland,0,0,0,0,0,0,532910,234483,10693,0,0,0,0,0,0,0,0,0
bwa,Pastureland,0,0,0,0,0,0,18001534,6641720,272680,0,0,0,0,0,0,0,0,0
bwa,Builtupland,0,0,0,0,0,0,16186,15997,0,0,0,0,0,0,0,0,0,0
bwa,Otherland,0,0,0,0,0,0,187867,0,0,0,0,0,0,0,0,0,0,0
caf,Forest,0,0,0,0,1456336,3704088,0,0,0,0,0,0,0,0,0,0,0,0
caf,SavnGrasslnd,0,0,2810667,16607163,31432140,1696609,0,0,0,0,0,0,0,0,0,0,0,0
caf,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caf,Cropland,0,0,49691,1230035,784936,64783,0,0,0,0,0,0,0,0,0,0,0,0
caf,Pastureland,0,0,499280,2133937,884445,94004,0,0,0,0,0,0,0,0,0,0,0,0
caf,Builtupland,0,0,0,1109,7470,11460,0,0,0,0,0,0,0,0,0,0,0,0
caf,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
can,Forest,0,0,0,0,0,0,0,206663,56419968,33557084,1086418,0,5566343,212737456,320449664,7345760,0,0
can,SavnGrasslnd,0,0,0,0,0,0,1416379,1005227,1291355,377756,0,0,660150,257143,937871,66146,0,0
can,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
can,Cropland,0,0,0,0,0,0,8664308,5862701,7773236,6862726,31485,0,3042134,1516370,8575586,421109,0,0
can,Pastureland,0,0,0,0,0,0,4521242,2209043,3316552,1834909,12474,0,2073281,873942,5215466,301959,0,0
can,Builtupland,0,0,0,0,0,0,8217,14072,109657,592834,68109,0,9910,9734,96141,7265,0,0
can,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,172847952,108455456,2428929,0,0,0
che,Forest,0,0,0,0,0,0,0,0,0,1353349,0,0,0,0,1045837,0,0,0
che,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
che,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
che,Cropland,0,0,0,0,0,0,0,0,0,327395,0,0,0,5358,41468,0,0,0
che,Pastureland,0,0,0,0,0,0,0,0,0,571448,0,0,0,44862,382331,0,0,0
che,Builtupland,0,0,0,0,0,0,0,0,0,76243,0,0,0,8156,24297,0,0,0
che,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,156165,0,0,0,0
chl,Forest,0,0,0,0,0,0,0,307834,685839,1016098,990524,4316014,192441,3047123,3210180,5185288,2765413,1989058
chl,SavnGrasslnd,203512,0,0,0,0,0,1153129,54312,205185,365978,0,323341,1714069,1485098,1688758,1027226,154548,0
chl,Shrubland,0,0,0,0,0,0,0,0,636654,2186112,141718,0,0,0,0,0,0,0
chl,Cropland,15032,0,0,0,0,0,89498,108985,281451,1100600,359419,348201,65454,42380,13877,19589,3334,1469
chl,Pastureland,95358,0,0,0,0,0,1624476,1437431,1113459,2028438,684557,1435430,1960394,1759796,1166949,1519771,421706,142487
chl,Builtupland,10624,0,0,0,0,0,76925,8618,128441,63475,6409,7309,14503,2720,597,1109,0,0
chl,Otherland,2799759,0,0,0,0,0,14812193,177714,0,0,0,0,8621844,2190882,2024167,1644101,0,0
chn,Forest,0,0,0,51078,744141,6513120,30584,5612961,20675576,18695546,31284844,83663000,88108,767020,17646914,916650,0,0
chn,SavnGrasslnd,0,0,0,0,0,885837,5312554,3916521,2369324,1689925,4771024,6195102,3590272,1787224,4896204,6589514,531206,0
chn,Shrubland,0,0,0,0,0,0,32003720,1429564,5453,1087500,5868393,99455,6733680,247513,250017,1500078,0,0
chn,Cropland,0,0,0,33254,147017,3657173,6355138,25110046,27579616,17355146,22880324,37718228,1610481,802238,1950686,667733,28087,0
chn,Pastureland,0,0,0,38219,124888,2993047,50920176,54457820,15521859,9537621,19896014,26557518,33996528,36636220,27252042,8184840,253476,0
chn,Builtupland,0,0,0,163561,130431,595978,394486,1402002,2146612,852704,1076908,2999847,39257,23353,44382,4506,0,0
chn,Otherland,0,0,0,0,0,0,99450936,0,59477,116762,0,0,91280688,40495812,7690045,284032,0,0
civ,Forest,0,0,0,932226,2219452,10000855,0,0,0,0,0,0,0,0,0,0,0,0
civ,SavnGrasslnd,0,0,0,1558528,1068171,947331,0,0,0,0,0,0,0,0,0,0,0,0
civ,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
civ,Cropland,0,0,0,1056041,3813910,1954417,0,0,0,0,0,0,0,0,0,0,0,0
civ,Pastureland,0,0,0,4400725,6400180,867618,0,0,0,0,0,0,0,0,0,0,0,0
civ,Builtupland,0,0,0,1785,11210,111263,0,0,0,0,0,0,0,0,0,0,0,0
civ,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmr,Forest,0,0,0,286765,4280849,17655378,0,0,0,0,0,0,0,0,0,0,0,0
cmr,SavnGrasslnd,0,821239,1948415,3099297,8492008,2045887,0,0,0,0,0,0,0,0,0,0,0,0
cmr,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmr,Cropland,0,161831,924954,2031571,3960942,358365,0,0,0,0,0,0,0,0,0,0,0,0
cmr,Pastureland,0,534020,781772,417293,209384,26784,0,0,0,0,0,0,0,0,0,0,0,0
cmr,Builtupland,0,2705,10642,171,28105,42079,0,0,0,0,0,0,0,0,0,0,0,0
cmr,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
