ctry,landtype,AEZ1,AEZ2,AEZ3,AEZ4,AEZ5,AEZ6,AEZ7,AEZ8,AEZ9,AEZ10,AEZ11,AEZ12,AEZ13,AEZ14,AEZ15,AEZ16,AEZ17,AEZ18
grl,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gtm,Forest,0,0,0,0,633255,5498052,0,0,0,0,0,517950,0,0,0,0,0,0
gtm,SavnGrasslnd,0,0,0,0,32032,70075,0,0,0,0,0,0,0,0,0,0,0,0
gtm,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gtm,Cropland,0,0,0,0,1112550,1376283,0,0,0,0,0,141983,0,0,0,0,0,0
gtm,Pastureland,0,0,0,0,609044,1987734,0,0,0,0,0,238741,0,0,0,0,0,0
gtm,Builtupland,0,0,0,0,18042,3668,0,0,0,0,0,0,0,0,0,0,0,0
gtm,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guf,Forest,0,0,0,0,0,8947227,0,0,0,0,0,0,0,0,0,0,0,0
guf,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guf,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guf,Cropland,0,0,0,0,0,15752,0,0,0,0,0,0,0,0,0,0,0,0
guf,Pastureland,0,0,0,0,0,12430,0,0,0,0,0,0,0,0,0,0,0,0
guf,Builtupland,0,0,0,0,0,1676,0,0,0,0,0,0,0,0,0,0,0,0
guf,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gum,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gum,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gum,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gum,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gum,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gum,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gum,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guy,Forest,0,0,0,0,1175849,17830390,0,0,0,0,0,0,0,0,0,0,0,0
guy,SavnGrasslnd,0,0,0,265721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guy,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guy,Cropland,0,0,0,34608,8521,395117,0,0,0,0,0,0,0,0,0,0,0,0
guy,Pastureland,0,0,0,319454,55858,616784,0,0,0,0,0,0,0,0,0,0,0,0
guy,Builtupland,0,0,0,0,0,3636,0,0,0,0,0,0,0,0,0,0,0,0
guy,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hkg,Forest,0,0,0,0,0,0,0,0,0,0,0,91026,0,0,0,0,0,0
hkg,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hkg,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hkg,Cropland,0,0,0,0,0,0,0,0,0,0,0,74367,0,0,0,0,0,0
hkg,Pastureland,0,0,0,0,0,0,0,0,0,0,0,6767,0,0,0,0,0,0
hkg,Builtupland,0,0,0,0,0,0,0,0,0,0,0,113952,0,0,0,0,0,0
hkg,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hnd,Forest,0,0,0,566193,3209705,5116031,0,0,0,0,0,0,0,0,0,0,0,0
hnd,SavnGrasslnd,0,0,0,421164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hnd,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hnd,Cropland,0,0,0,600450,725496,297427,0,0,0,0,0,0,0,0,0,0,0,0
hnd,Pastureland,0,0,0,520177,559525,560602,0,0,0,0,0,0,0,0,0,0,0,0
hnd,Builtupland,0,0,0,188,6938,8017,0,0,0,0,0,0,0,0,0,0,0,0
hnd,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hrv,Forest,0,0,0,0,0,0,0,0,0,564522,1846112,108954,0,0,0,0,0,0
hrv,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hrv,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hrv,Cropland,0,0,0,0,0,0,0,0,0,106625,1742154,100084,0,0,0,0,0,0
hrv,Pastureland,0,0,0,0,0,0,0,0,0,201569,1360297,215112,0,0,0,0,0,0
hrv,Builtupland,0,0,0,0,0,0,0,0,0,4793,87942,18382,0,0,0,0,0,0
hrv,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hti,Forest,0,0,0,95925,299719,812702,0,0,0,0,0,0,0,0,0,0,0,0
hti,SavnGrasslnd,0,0,0,150770,227773,123957,0,0,0,0,0,0,0,0,0,0,0,0
hti,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hti,Cropland,0,0,0,217485,676303,673800,0,0,0,0,0,0,0,0,0,0,0,0
hti,Pastureland,0,0,0,120201,259270,446218,0,0,0,0,0,0,0,0,0,0,0,0
hti,Builtupland,0,0,0,521,3168,537,0,0,0,0,0,0,0,0,0,0,0,0
hti,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hun,Forest,0,0,0,0,0,0,0,0,0,1026102,1003402,0,0,0,0,0,0,0
hun,SavnGrasslnd,0,0,0,0,0,0,0,0,83233,831903,75827,0,0,0,0,0,0,0
hun,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hun,Cropland,0,0,0,0,0,0,0,0,275413,3388262,1129694,0,0,0,0,0,0,0
hun,Pastureland,0,0,0,0,0,0,0,0,49935,766037,263425,0,0,0,0,0,0,0
hun,Builtupland,0,0,0,0,0,0,0,0,18538,295327,64590,0,0,0,0,0,0,0
hun,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
idn,Forest,0,0,0,2388644,3064559,108959248,0,0,0,0,0,0,0,0,0,0,0,0
idn,SavnGrasslnd,0,0,0,206025,681502,6817018,0,0,0,0,0,0,0,0,0,0,0,0
idn,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
idn,Cropland,0,0,0,1560620,3776098,49362492,0,0,0,0,0,0,0,0,0,0,0,0
idn,Pastureland,0,0,0,403462,123950,1935160,0,0,0,0,0,0,0,0,0,0,0,0
idn,Builtupland,0,0,0,39791,44128,165327,0,0,0,0,0,0,0,0,0,0,0,0
idn,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ind,Forest,0,3486966,32777424,17182688,5908460,4991407,0,3233780,5728691,1823527,1675071,4922471,0,0,0,0,0,0
ind,SavnGrasslnd,0,199420,6992261,2818686,0,0,0,426302,180467,1099672,106768,0,0,0,551501,431093,0,0
ind,Shrubland,1601308,1456364,3437250,1467804,0,0,1781639,1366093,253821,823541,1376247,139742,511466,251914,0,195219,0,0
ind,Cropland,2658772,13296213,75645672,31342290,6600984,1863629,6254912,17177772,13355684,1419809,1136744,680053,14749,22946,79063,34511,0,0
ind,Pastureland,272357,1033111,4583096,1238797,257180,124677,306288,1169674,825983,812972,498220,113720,40519,153500,235064,133022,0,0
ind,Builtupland,9926,309075,1324812,593595,42228,11935,51093,563588,327207,53645,15613,11097,1148,518,1032,366,0,0
ind,Otherland,1372161,368839,0,0,0,0,3943163,34320,0,0,0,0,2783932,4259800,713700,0,0,0
irl,Forest,0,0,0,0,0,0,0,0,0,0,1185415,1561454,0,0,0,0,0,0
irl,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
irl,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
irl,Cropland,0,0,0,0,0,0,0,0,0,0,263232,1024885,0,0,0,0,0,0
irl,Pastureland,0,0,0,0,0,0,0,0,0,0,1289783,2617280,0,0,0,0,0,0
irl,Builtupland,0,0,0,0,0,0,0,0,0,0,2306,47681,0,0,0,0,0,0
irl,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
irn,Forest,0,0,0,0,0,0,459728,661599,105701,0,0,0,0,0,0,0,0,0
irn,SavnGrasslnd,0,0,0,0,0,0,597995,4786015,83324,0,0,0,0,0,0,0,0,0
irn,Shrubland,415334,0,0,0,0,0,14657362,4185615,479595,0,0,0,0,0,0,0,0,0
irn,Cropland,97424,0,0,0,0,0,3775376,9299919,1380082,0,0,0,0,0,0,0,0,0
irn,Pastureland,1783550,0,0,0,0,0,27839918,33061552,2200692,0,0,0,0,0,0,0,0,0
irn,Builtupland,51199,0,0,0,0,0,1102246,1343121,98156,0,0,0,0,0,0,0,0,0
irn,Otherland,4603606,0,0,0,0,0,52258556,610590,0,0,0,0,0,0,0,0,0,0
irq,Forest,0,0,0,0,0,0,0,0,325536,0,0,0,0,0,0,0,0,0
irq,SavnGrasslnd,0,0,0,0,0,0,0,583899,428896,0,0,0,0,0,0,0,0,0
irq,Shrubland,0,0,0,0,0,0,6016053,2724284,3906642,545764,0,0,0,0,0,0,0,0
irq,Cropland,0,0,0,0,0,0,2887777,1446777,1455341,164888,0,0,0,0,0,0,0,0
irq,Pastureland,0,0,0,0,0,0,2254805,1276157,585169,34450,0,0,0,0,0,0,0,0
irq,Builtupland,0,0,0,0,0,0,310353,52511,86738,2273,0,0,0,0,0,0,0,0
irq,Otherland,0,0,0,0,0,0,17743426,1300605,0,0,0,0,0,0,0,0,0,0
isl,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,2582875,1345368,0,0,0
isl,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isl,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isl,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isl,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isl,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isl,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,534257,5359543,546445,0,0,0
isr,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isr,SavnGrasslnd,0,0,87746,0,0,0,0,0,180589,0,0,0,0,0,0,0,0,0
isr,Shrubland,0,0,0,0,0,0,255617,442720,0,0,0,0,0,0,0,0,0,0
isr,Cropland,2331,26955,82043,0,0,0,103,56199,239426,0,0,0,0,0,0,0,0,0
isr,Pastureland,22523,24440,19695,0,0,0,135447,28178,60904,0,0,0,0,0,0,0,0,0
isr,Builtupland,0,1875,72902,0,0,0,0,3374,43833,0,0,0,0,0,0,0,0,0
isr,Otherland,241775,211965,0,0,0,0,412824,0,0,0,0,0,0,0,0,0,0,0
ita,Forest,0,0,0,0,0,0,0,0,0,3624413,5482750,35061,125033,323739,635748,0,0,0
ita,SavnGrasslnd,0,0,0,0,0,0,0,0,0,163018,340366,0,0,0,0,0,0,0
ita,Shrubland,0,0,0,0,0,0,0,0,0,1379381,851968,0,0,0,0,0,0,0
ita,Cropland,0,0,0,0,0,0,0,0,11529,1831725,6270804,209388,655,60319,190373,0,0,0
ita,Pastureland,0,0,0,0,0,0,0,0,13783,960008,2340390,118891,82643,171913,88079,0,0,0
ita,Builtupland,0,0,0,0,0,0,0,0,13646,506980,2164321,77262,4247,11065,29584,0,0,0
ita,Otherland,0,0,0,0,0,0,0,0,179461,0,0,0,0,501742,557973,0,0,0
jam,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jam,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jam,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jam,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jam,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jam,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jam,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jor,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jor,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jor,Shrubland,0,0,160434,0,0,0,3016554,1122030,79257,0,0,0,0,0,0,0,0,0
jor,Cropland,0,0,77075,0,0,0,26609,132670,359418,0,0,0,0,0,0,0,0,0
jor,Pastureland,0,0,17245,0,0,0,713200,43846,72741,0,0,0,0,0,0,0,0,0
jor,Builtupland,0,0,9067,0,0,0,736,21953,13357,0,0,0,0,0,0,0,0,0
jor,Otherland,0,0,0,0,0,0,3675014,0,0,0,0,0,0,0,0,0,0,0
jpn,Forest,0,0,0,0,0,0,0,0,543110,14218055,9499369,5038436,0,0,367585,0,0,0
jpn,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpn,Shrubland,0,0,0,0,0,0,0,0,0,0,162995,0,0,0,0,0,0,0
jpn,Cropland,0,0,0,0,0,0,0,0,114451,1577773,1194342,803721,0,0,62350,0,0,0
jpn,Pastureland,0,0,0,0,0,0,0,0,18910,359740,11605,5732,0,0,17119,0,0,0
jpn,Builtupland,0,0,0,0,0,0,0,0,1442,763816,2774178,2402078,0,0,1172,0,0,0
jpn,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kaz,Forest,0,0,0,0,0,0,19186,0,0,0,0,0,226362,788497,946978,0,0,0
kaz,SavnGrasslnd,0,0,0,0,0,0,9677093,3872338,0,0,0,0,24077170,4141640,98315,0,0,0
kaz,Shrubland,0,0,0,0,0,0,12866139,1377368,0,0,0,0,412442,438411,0,0,0,0
kaz,Cropland,0,0,0,0,0,0,2801420,2042850,0,0,0,0,16158938,2051562,144493,0,0,0
kaz,Pastureland,0,0,0,0,0,0,97188784,12859906,0,0,0,0,67683504,7628946,756612,0,0,0
kaz,Builtupland,0,0,0,0,0,0,79795,101544,0,0,0,0,102806,44736,772,0,0,0
kaz,Otherland,0,0,0,0,0,0,3424232,154902,0,0,0,0,251190,447998,53170,0,0,0
ken,Forest,0,0,158338,242420,278383,720068,0,0,0,0,0,0,0,0,0,0,0,0
ken,SavnGrasslnd,3300929,5197852,2160446,1380707,1964561,2043449,0,0,0,0,0,0,0,0,0,0,0,0
ken,Shrubland,4713036,2901059,1467832,511323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ken,Cropland,1087718,1647116,691459,380894,357378,908514,0,0,0,0,0,0,0,0,0,0,0,0
ken,Pastureland,7634070,8852441,2334057,1141024,482047,631560,0,0,0,0,0,0,0,0,0,0,0,0
ken,Builtupland,345,1412,7755,65285,19808,39593,0,0,0,0,0,0,0,0,0,0,0,0
ken,Otherland,4029769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kgz,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,244267,0,0,0,0
kgz,SavnGrasslnd,0,0,0,0,0,0,79267,138775,0,0,0,0,249792,1421762,0,0,0,0
kgz,Shrubland,0,0,0,0,0,0,0,503765,0,0,0,0,0,160544,0,0,0,0
kgz,Cropland,0,0,0,0,0,0,36396,311771,0,0,0,0,312495,499242,0,0,0,0
kgz,Pastureland,0,0,0,0,0,0,219356,1319660,0,0,0,0,3006148,3522284,0,0,0,0
kgz,Builtupland,0,0,0,0,0,0,0,60274,0,0,0,0,6684,6390,0,0,0,0
kgz,Otherland,0,0,0,0,0,0,124285,0,0,0,0,0,3199332,889571,0,0,0,0
khm,Forest,0,0,0,2856930,9093326,777248,0,0,0,0,0,0,0,0,0,0,0,0
khm,SavnGrasslnd,0,0,0,0,599429,0,0,0,0,0,0,0,0,0,0,0,0,0
khm,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khm,Cropland,0,0,0,449594,3563709,101990,0,0,0,0,0,0,0,0,0,0,0,0
khm,Pastureland,0,0,0,307760,1270630,32867,0,0,0,0,0,0,0,0,0,0,0,0
khm,Builtupland,0,0,0,0,4718,735,0,0,0,0,0,0,0,0,0,0,0,0
khm,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kir,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kir,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kir,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kir,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kir,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kir,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kir,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kna,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kna,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kna,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kna,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kna,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kna,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kna,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kor,Forest,0,0,0,0,0,0,0,0,0,3614186,2599017,0,0,0,0,0,0,0
kor,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kor,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kor,Cropland,0,0,0,0,0,0,0,0,0,552760,1306102,0,0,0,0,0,0,0
kor,Pastureland,0,0,0,0,0,0,0,0,0,22521,27119,0,0,0,0,0,0,0
kor,Builtupland,0,0,0,0,0,0,0,0,0,528310,845004,0,0,0,0,0,0,0
kor,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kwt,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kwt,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kwt,Shrubland,0,0,0,0,0,0,532122,0,0,0,0,0,0,0,0,0,0,0
kwt,Cropland,0,0,0,0,0,0,15704,0,0,0,0,0,0,0,0,0,0,0
kwt,Pastureland,0,0,0,0,0,0,158866,0,0,0,0,0,0,0,0,0,0,0
kwt,Builtupland,0,0,0,0,0,0,67034,0,0,0,0,0,0,0,0,0,0,0
kwt,Otherland,0,0,0,0,0,0,1390428,0,0,0,0,0,0,0,0,0,0,0
lao,Forest,0,0,0,1454332,5126795,3305661,0,0,0,0,10416202,2100628,0,0,0,0,0,0
lao,SavnGrasslnd,0,0,0,0,513157,0,0,0,0,281572,0,0,0,0,0,0,0,0
lao,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lao,Cropland,0,0,0,192424,259261,156138,0,0,0,11083,347450,171462,0,0,0,0,0,0
lao,Pastureland,0,0,0,134256,308666,112024,0,0,0,2825,312508,29996,0,0,0,0,0,0
lao,Builtupland,0,0,0,4620,83,0,0,0,0,0,81,477,0,0,0,0,0,0
lao,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbn,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbn,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbn,Shrubland,0,0,0,0,0,0,0,180047,0,480848,0,0,0,0,0,0,0,0
lbn,Cropland,0,0,0,0,0,0,0,68396,0,195805,0,0,0,0,0,0,0,0
lbn,Pastureland,0,0,0,0,0,0,0,4802,0,5980,0,0,0,0,0,0,0,0
lbn,Builtupland,0,0,0,0,0,0,0,3202,0,91236,0,0,0,0,0,0,0,0
lbn,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbr,Forest,0,0,0,0,1214732,5893623,0,0,0,0,0,0,0,0,0,0,0,0
lbr,SavnGrasslnd,0,0,0,0,0,1491238,0,0,0,0,0,0,0,0,0,0,0,0
lbr,Shrubland,0,0,0,0,295099,278733,0,0,0,0,0,0,0,0,0,0,0,0
lbr,Cropland,0,0,0,0,27327,352532,0,0,0,0,0,0,0,0,0,0,0,0
lbr,Pastureland,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0
lbr,Builtupland,0,0,0,0,0,2478,0,0,0,0,0,0,0,0,0,0,0,0
lbr,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lby,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lby,SavnGrasslnd,0,0,0,0,0,0,0,70894,0,0,0,0,0,0,0,0,0,0
lby,Shrubland,0,0,0,0,0,0,29528,0,399410,0,0,0,0,0,0,0,0,0
lby,Cropland,0,80875,0,0,0,0,57012,290920,278891,0,0,0,0,0,0,0,0,0
lby,Pastureland,15214,146454,0,0,0,0,11771061,597903,646903,0,0,0,0,0,0,0,0,0
lby,Builtupland,17876,51762,0,0,0,0,43512,160517,18013,0,0,0,0,0,0,0,0,0
lby,Otherland,7105924,1570464,0,0,0,0,138784480,2292161,487667,0,0,0,0,0,0,0,0,0
lca,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lca,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lca,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lca,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lca,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lca,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lca,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lie,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lie,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lie,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lie,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lie,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lie,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lie,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lka,Forest,0,0,525029,1665658,853869,1541077,0,0,0,0,0,0,0,0,0,0,0,0
lka,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lka,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lka,Cropland,0,0,41601,356422,290039,1358395,0,0,0,0,0,0,0,0,0,0,0,0
lka,Pastureland,0,0,45362,114208,87426,179045,0,0,0,0,0,0,0,0,0,0,0,0
lka,Builtupland,0,0,437,12909,0,725,0,0,0,0,0,0,0,0,0,0,0,0
lka,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lso,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lso,SavnGrasslnd,0,0,0,0,0,0,0,0,96129,456087,188824,0,0,0,0,0,0,0
lso,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lso,Cropland,0,0,0,0,0,0,0,0,55261,255511,106367,0,0,0,0,0,0,0
lso,Pastureland,0,0,0,0,0,0,0,0,382348,1177039,510202,0,0,0,0,0,0,0
lso,Builtupland,0,0,0,0,0,0,0,0,4957,827,6660,0,0,0,0,0,0,0
lso,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ltu,Forest,0,0,0,0,0,0,0,0,0,3486876,0,0,0,0,0,0,0,0
ltu,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ltu,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ltu,Cropland,0,0,0,0,0,0,0,0,0,3734526,0,0,0,0,0,0,0,0
ltu,Pastureland,0,0,0,0,0,0,0,0,0,912720,0,0,0,0,0,0,0,0
ltu,Builtupland,0,0,0,0,0,0,0,0,0,59902,0,0,0,0,0,0,0,0
ltu,Otherland,0,0,0,0,0,0,0,0,0,112526,0,0,0,0,0,0,0,0
lux,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lux,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lux,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lux,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lux,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lux,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lux,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lva,Forest,0,0,0,0,0,0,0,0,0,3939234,0,0,0,0,0,0,0,0
lva,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lva,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lva,Cropland,0,0,0,0,0,0,0,0,0,1838371,0,0,0,0,0,0,0,0
lva,Pastureland,0,0,0,0,0,0,0,0,0,630826,0,0,0,0,0,0,0,0
lva,Builtupland,0,0,0,0,0,0,0,0,0,32739,0,0,0,0,0,0,0,0
lva,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mac,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mac,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mac,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mac,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mac,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mac,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mac,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mar,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mar,SavnGrasslnd,0,0,0,0,0,0,0,23634,81286,0,0,0,0,0,0,0,0,0
mar,Shrubland,0,0,0,0,0,0,376320,545701,258800,117682,0,0,0,0,0,0,0,0
mar,Cropland,18922,110872,153958,395753,0,0,130918,1663746,3020164,2424886,0,0,0,0,0,0,0,0
mar,Pastureland,709907,154251,99011,364566,0,0,4502166,6123617,4117474,2511006,0,0,0,0,0,0,0,0
mar,Builtupland,2576,113,9418,7494,0,0,39312,44373,107698,70292,0,0,0,0,0,0,0,0
mar,Otherland,3091962,0,0,0,0,0,8062616,3143126,711673,0,0,0,0,0,0,0,0,0
mco,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mco,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
