# File: GAINS_activities.csv
# Title: GAINS model historical/modeled activity data
# Description: Activity data by GAINS sector for historical and modeled years
# Units: Identified by variable in data
# Source: Rao et al. 2017 "Future air pollution in the Shared Socio-economic Pathways" Global Environmental Change.
TIMER_REGION,TIMER_SECTOR,UNIT,IDYEARS,ACT
Asia-Stan,End_Use_Others_Bio_Mod,PJ,2030,2.715492871
Asia-Stan,End_Use_Others_Bio_Trad,PJ,2000,3.197700032
Asia-Stan,End_Use_Others_Bio_Trad,PJ,2005,15.12708015
Asia-Stan,End_Use_Others_Bio_Trad,PJ,2010,8.889302883
Asia-Stan,End_Use_Others_Bio_Trad,PJ,2020,14.52854166
Asia-Stan,End_Use_Others_Bio_Trad,PJ,2030,24.43943584
Asia-Stan,End_Use_Others_Coal,PJ,2000,6.875584069
Asia-Stan,End_Use_Others_Coal,PJ,2005,6.785510588
Asia-Stan,End_Use_Others_Coal,PJ,2010,167.5477683
Asia-Stan,End_Use_Others_Coal,PJ,2020,50.80558587
Asia-Stan,End_Use_Others_Coal,PJ,2030,55.52493848
Asia-Stan,End_Use_Others_HLF,PJ,2000,132.4037152
Asia-Stan,End_Use_Others_HLF,PJ,2005,139.4908428
Asia-Stan,End_Use_Others_HLF,PJ,2010,221.894215
Asia-Stan,End_Use_Others_HLF,PJ,2020,225.7455785
Asia-Stan,End_Use_Others_HLF,PJ,2030,234.9076092
Asia-Stan,End_Use_Others_LLF,PJ,2000,8.473091398
Asia-Stan,End_Use_Others_LLF,PJ,2005,16.94481867
Asia-Stan,End_Use_Others_LLF,PJ,2010,32.79893234
Asia-Stan,End_Use_Others_LLF,PJ,2020,12.70530333
Asia-Stan,End_Use_Others_LLF,PJ,2030,17.75748176
Asia-Stan,End_Use_Others_NatGas,PJ,2000,470.1875117
Asia-Stan,End_Use_Others_NatGas,PJ,2005,576.9484748
Asia-Stan,End_Use_Others_NatGas,PJ,2010,405.1907512
Asia-Stan,End_Use_Others_NatGas,PJ,2020,591.8498604
Asia-Stan,End_Use_Others_NatGas,PJ,2030,667.4423116
Asia-Stan,End_Use_Residential_Coal,PJ,2000,0.484416005
Asia-Stan,End_Use_Residential_Coal,PJ,2005,0.479561512
Asia-Stan,End_Use_Residential_Coal,PJ,2010,11.83938822
Asia-Stan,End_Use_Residential_Coal,PJ,2020,3.590930482
Asia-Stan,End_Use_Residential_Coal,PJ,2030,3.921875501
Asia-Stan,End_Use_Residential_HLF,PJ,2000,3.219339318
Asia-Stan,End_Use_Residential_HLF,PJ,2005,3.766800967
Asia-Stan,End_Use_Residential_HLF,PJ,2010,7.062045512
Asia-Stan,End_Use_Residential_HLF,PJ,2020,3.479304957
Asia-Stan,End_Use_Residential_HLF,PJ,2030,4.483795792
Asia-Stan,End_Use_Residential_LLF,PJ,2000,0.031889386
Asia-Stan,End_Use_Residential_LLF,PJ,2005,0.067571878
Asia-Stan,End_Use_Residential_LLF,PJ,2010,0.132252285
Asia-Stan,End_Use_Residential_LLF,PJ,2020,0.046500415
Asia-Stan,End_Use_Residential_LLF,PJ,2030,0.067401403
Asia-Stan,End_Use_Residential_NatGas,PJ,2000,596.324264
Asia-Stan,End_Use_Residential_NatGas,PJ,2005,717.7064133
Asia-Stan,End_Use_Residential_NatGas,PJ,2010,504.1687052
Asia-Stan,End_Use_Residential_NatGas,PJ,2020,737.1562677
Asia-Stan,End_Use_Residential_NatGas,PJ,2030,831.9351291
Asia-Stan,End_Use_Services_HLF,PJ,2000,21.77265622
Asia-Stan,End_Use_Services_HLF,PJ,2005,20.30685778
Asia-Stan,End_Use_Services_HLF,PJ,2010,25.72230192
Asia-Stan,End_Use_Services_HLF,PJ,2020,25.12384891
Asia-Stan,End_Use_Services_HLF,PJ,2030,12.64953192
Asia-Stan,End_Use_Services_NatGas,PJ,2000,119.2846675
Asia-Stan,End_Use_Services_NatGas,PJ,2005,143.4931306
Asia-Stan,End_Use_Services_NatGas,PJ,2010,100.7999156
Asia-Stan,End_Use_Services_NatGas,PJ,2020,147.3817966
Asia-Stan,End_Use_Services_NatGas,PJ,2030,166.33121
Asia-Stan,End_Use_Transport_Air_Domestic,PJ,2000,18.67694019
Asia-Stan,End_Use_Transport_Air_Domestic,PJ,2005,4.901354378
Asia-Stan,End_Use_Transport_Air_Domestic,PJ,2010,5.181962371
Asia-Stan,End_Use_Transport_Air_Domestic,PJ,2020,7.912636936
Asia-Stan,End_Use_Transport_Air_Domestic,PJ,2030,10.48849995
Asia-Stan,End_Use_Transport_Air_LTO,PJ,2000,41.60000042
Asia-Stan,End_Use_Transport_Air_LTO,PJ,2005,59.79887581
Asia-Stan,End_Use_Transport_Air_LTO,PJ,2010,63.22130681
Asia-Stan,End_Use_Transport_Air_LTO,PJ,2020,96.53738112
Asia-Stan,End_Use_Transport_Air_LTO,PJ,2030,127.9710188
Asia-Stan,End_Use_Transport_HLF,PJ,2000,29.02798526
Asia-Stan,End_Use_Transport_HLF,PJ,2005,40.22336753
Asia-Stan,End_Use_Transport_HLF,PJ,2010,42.27208378
Asia-Stan,End_Use_Transport_HLF,PJ,2020,63.49738583
Asia-Stan,End_Use_Transport_HLF,PJ,2030,79.76727168
Asia-Stan,End_Use_Transport_LLF,PJ,2000,204.0541848
Asia-Stan,End_Use_Transport_LLF,PJ,2005,283.2573481
Asia-Stan,End_Use_Transport_LLF,PJ,2010,296.6194241
Asia-Stan,End_Use_Transport_LLF,PJ,2020,452.9038419
Asia-Stan,End_Use_Transport_LLF,PJ,2030,612.6430153
Asia-Stan,End_Use_Transport_NatGas,PJ,2000,3.691629594
Asia-Stan,End_Use_Transport_NatGas,PJ,2005,11.62258324
Asia-Stan,End_Use_Transport_NatGas,PJ,2010,15.86069442
Asia-Stan,End_Use_Transport_NatGas,PJ,2020,19.88027656
Asia-Stan,End_Use_Transport_NatGas,PJ,2030,31.07970167
Asia-Stan,Losses_Vent_Flare,PJ,2000,6135.226707
Asia-Stan,Losses_Vent_Flare,PJ,2005,8311.701876
Asia-Stan,Losses_Vent_Flare,PJ,2010,9768.992415
Asia-Stan,Losses_Vent_Flare,PJ,2020,12754.68586
Asia-Stan,Losses_Vent_Flare,PJ,2030,16867.3798
Asia-Stan,NACID,Mt,2000,0.100000001
Asia-Stan,NACID,Mt,2005,0.106398421
Asia-Stan,NACID,Mt,2010,0.113628222
Asia-Stan,NACID,Mt,2020,0.128475955
Asia-Stan,NACID,Mt,2030,0.138950899
Asia-Stan,PAPER,Mt,2005,0.01
Asia-Stan,PAPER,Mt,2010,0.00946
Asia-Stan,PAPER,Mt,2020,0.00946
Asia-Stan,PAPER,Mt,2030,0.00946
Asia-Stan,Power_Gen_Coal,PJ,2000,581.4700058
Asia-Stan,Power_Gen_Coal,PJ,2005,796.1810129
Asia-Stan,Power_Gen_Coal,PJ,2010,798.9555889
Asia-Stan,Power_Gen_Coal,PJ,2020,1031.60684
Asia-Stan,Power_Gen_Coal,PJ,2030,1131.289268
Asia-Stan,Power_Gen_HLF,PJ,2000,113.8399715
Asia-Stan,Power_Gen_HLF,PJ,2005,166.1213672
Asia-Stan,Power_Gen_HLF,PJ,2010,302.7880865
Asia-Stan,Power_Gen_HLF,PJ,2020,385.3715802
Asia-Stan,Power_Gen_HLF,PJ,2030,382.0542698
Asia-Stan,Power_Gen_LLF,PJ,2000,0.420000004
Asia-Stan,Power_Gen_LLF,PJ,2005,0.272777625
Asia-Stan,Power_Gen_LLF,PJ,2010,0.033071565
Asia-Stan,Power_Gen_LLF,PJ,2020,0.176098525
Asia-Stan,Power_Gen_LLF,PJ,2030,0.211372301
Asia-Stan,Power_Gen_NatGas,PJ,2000,1054.880509
Asia-Stan,Power_Gen_NatGas,PJ,2005,1251.600792
Asia-Stan,Power_Gen_NatGas,PJ,2010,2183.57231
Asia-Stan,Power_Gen_NatGas,PJ,2020,2180.007245
Asia-Stan,Power_Gen_NatGas,PJ,2030,2498.182669
Asia-Stan,STEEL,Mt,2000,5.847
Asia-Stan,STEEL,Mt,2005,6.035
Asia-Stan,STEEL,Mt,2010,6.04
Asia-Stan,STEEL,Mt,2020,6.04
Asia-Stan,STEEL,Mt,2030,6.04
Asia-Stan,Transformations_HLF,PJ,2000,236.6306108
Asia-Stan,Transformations_HLF,PJ,2005,298.3764829
Asia-Stan,Transformations_HLF,PJ,2010,343.6379148
Asia-Stan,Transformations_HLF,PJ,2020,429.8262036
Asia-Stan,Transformations_HLF,PJ,2030,543.8200948
Asia-Stan,Transformations_HLF_Refinery,Mt,2000,20.343789
Asia-Stan,Transformations_HLF_Refinery,Mt,2005,25.308187
Asia-Stan,Transformations_HLF_Refinery,Mt,2010,65.0241203
Asia-Stan,Transformations_HLF_Refinery,Mt,2020,72.765087
Asia-Stan,Transformations_HLF_Refinery,Mt,2030,80.5060537
Asia-Stan,Transformations_LLF,PJ,2000,442.2193667
Asia-Stan,Transformations_LLF,PJ,2005,616.9213866
Asia-Stan,Transformations_LLF,PJ,2010,646.4822581
Asia-Stan,Transformations_LLF,PJ,2020,968.0657913
Asia-Stan,Transformations_LLF,PJ,2030,1294.389636
Brazil,AACID,Mt,2000,0.068
Brazil,AACID,Mt,2005,0.0748
Brazil,AACID,Mt,2010,0.08228
Brazil,AACID,Mt,2020,0.0995588
Brazil,AACID,Mt,2030,0.120466148
Brazil,CEMENT,Mt,2000,43.76217844
Brazil,CEMENT,Mt,2005,44.9
Brazil,CEMENT,Mt,2010,53.327116
Brazil,CEMENT,Mt,2020,72.71356
Brazil,CEMENT,Mt,2030,95.839946
Brazil,CHEM,Mt,2000,5.221
Brazil,CHEM,Mt,2005,5.393152
Brazil,CHEM,Mt,2010,5.678756
Brazil,CHEM,Mt,2020,6.232372
Brazil,CHEM,Mt,2030,6.770687
Brazil,CHEMBULK,Mt,2000,4.456576
Brazil,CHEMBULK,Mt,2005,5.230773
Brazil,CHEMBULK,Mt,2010,5.230773
Brazil,CHEMBULK,Mt,2020,5.230773
Brazil,CHEMBULK,Mt,2030,5.230773
Brazil,CUSM,Mt,2000,0.4885
Brazil,CUSM,Mt,2005,0.602778
Brazil,CUSM,Mt,2010,0.6765
Brazil,CUSM,Mt,2020,0.789953
Brazil,CUSM,Mt,2030,0.906916
Brazil,End_Use_Industry_Bio_Trad,PJ,2000,901.790009
Brazil,End_Use_Industry_Bio_Trad,PJ,2005,1390.726205
Brazil,End_Use_Industry_Bio_Trad,PJ,2010,1723.609703
Brazil,End_Use_Industry_Bio_Trad,PJ,2020,2306.940038
Brazil,End_Use_Industry_Bio_Trad,PJ,2030,2673.709741
Brazil,End_Use_Industry_Coal,PJ,2000,173.0000017
Brazil,End_Use_Industry_Coal,PJ,2005,252.7351353
Brazil,End_Use_Industry_Coal,PJ,2010,296.8513694
Brazil,End_Use_Industry_Coal,PJ,2020,269.5792212
Brazil,End_Use_Industry_Coal,PJ,2030,300.0359709
Brazil,End_Use_Industry_HLF,PJ,2000,522.8431552
Brazil,End_Use_Industry_HLF,PJ,2005,457.4713434
Brazil,End_Use_Industry_HLF,PJ,2010,490.8007353
Brazil,End_Use_Industry_HLF,PJ,2020,652.250991
Brazil,End_Use_Industry_HLF,PJ,2030,724.6581107
Brazil,End_Use_Industry_LLF,PJ,2000,0.840000008
Brazil,End_Use_Industry_LLF,PJ,2005,136.2855411
Brazil,End_Use_Industry_LLF,PJ,2010,193.852309
Brazil,End_Use_Industry_LLF,PJ,2020,291.6934359
Brazil,End_Use_Industry_LLF,PJ,2030,331.8146809
Brazil,End_Use_Industry_NatGas,PJ,2000,222.0300022
Brazil,End_Use_Industry_NatGas,PJ,2005,304.9973538
Brazil,End_Use_Industry_NatGas,PJ,2010,396.9586733
Brazil,End_Use_Industry_NatGas,PJ,2020,636.3824931
Brazil,End_Use_Industry_NatGas,PJ,2030,964.6245487
Brazil,End_Use_Others_Bio_Trad,PJ,2000,369.5800037
Brazil,End_Use_Others_Bio_Trad,PJ,2005,86.49514679
Brazil,End_Use_Others_Bio_Trad,PJ,2010,81.34986661
Brazil,End_Use_Others_Bio_Trad,PJ,2020,94.74381594
Brazil,End_Use_Others_Bio_Trad,PJ,2030,102.7881806
Brazil,End_Use_Others_HLF,PJ,2000,225.0568423
Brazil,End_Use_Others_HLF,PJ,2005,203.0310886
Brazil,End_Use_Others_HLF,PJ,2010,223.4536739
Brazil,End_Use_Others_HLF,PJ,2020,244.3656482
Brazil,End_Use_Others_HLF,PJ,2030,264.0343054
Brazil,End_Use_Others_LLF,PJ,2000,1.550000016
Brazil,End_Use_Others_LLF,PJ,2005,0.981218699
Brazil,End_Use_Others_LLF,PJ,2010,1.07991798
Brazil,End_Use_Others_LLF,PJ,2020,1.180982405
Brazil,End_Use_Others_LLF,PJ,2030,1.276038066
Brazil,End_Use_Others_NatGas,PJ,2000,9.420000094
Brazil,End_Use_Others_NatGas,PJ,2005,0.145742508
Brazil,End_Use_Others_NatGas,PJ,2010,0.158791182
Brazil,End_Use_Others_NatGas,PJ,2020,0.315185583
Brazil,End_Use_Others_NatGas,PJ,2030,0.539578828
Brazil,End_Use_Residential_Bio_Trad,PJ,2005,371.5206387
Brazil,End_Use_Residential_Bio_Trad,PJ,2010,349.4202336
Brazil,End_Use_Residential_Bio_Trad,PJ,2020,406.9509599
Brazil,End_Use_Residential_Bio_Trad,PJ,2030,441.5037368
Brazil,End_Use_Residential_LLF,PJ,2005,242.0407284
Brazil,End_Use_Residential_LLF,PJ,2010,266.3872333
Brazil,End_Use_Residential_LLF,PJ,2020,291.3171568
Brazil,End_Use_Residential_LLF,PJ,2030,314.7648768
Brazil,End_Use_Residential_NatGas,PJ,2005,7.56052344
Brazil,End_Use_Residential_NatGas,PJ,2010,8.237435119
Brazil,End_Use_Residential_NatGas,PJ,2020,16.35053507
Brazil,End_Use_Residential_NatGas,PJ,2030,27.99113612
Brazil,End_Use_Services_Bio_Mod,PJ,2005,2.064972304
Brazil,End_Use_Services_Bio_Mod,PJ,2010,2.219582455
Brazil,End_Use_Services_Bio_Mod,PJ,2020,3.23128544
Brazil,End_Use_Services_Bio_Mod,PJ,2030,4.206771047
Brazil,End_Use_Services_Bio_Trad,PJ,2005,6.856005942
Brazil,End_Use_Services_Bio_Trad,PJ,2010,6.170719397
Brazil,End_Use_Services_Bio_Trad,PJ,2020,6.540448031
Brazil,End_Use_Services_Bio_Trad,PJ,2030,6.394645998
Brazil,End_Use_Services_HLF,PJ,2005,13.33801778
Brazil,End_Use_Services_HLF,PJ,2010,14.67966849
Brazil,End_Use_Services_HLF,PJ,2020,16.05346936
Brazil,End_Use_Services_HLF,PJ,2030,17.34559118
Brazil,End_Use_Services_LLF,PJ,2005,31.67955591
Brazil,End_Use_Services_LLF,PJ,2010,34.86615376
Brazil,End_Use_Services_LLF,PJ,2020,38.12911247
Brazil,End_Use_Services_LLF,PJ,2030,41.19807266
Brazil,End_Use_Services_NatGas,PJ,2005,11.17662073
Brazil,End_Use_Services_NatGas,PJ,2010,12.17729022
Brazil,End_Use_Services_NatGas,PJ,2020,24.17077743
Brazil,End_Use_Services_NatGas,PJ,2030,41.37892234
Brazil,End_Use_Transport_Air_Domestic,PJ,2000,135.1185674
Brazil,End_Use_Transport_Air_Domestic,PJ,2005,110.1406877
Brazil,End_Use_Transport_Air_Domestic,PJ,2010,141.8154003
Brazil,End_Use_Transport_Air_Domestic,PJ,2020,169.640089
Brazil,End_Use_Transport_Air_Domestic,PJ,2030,195.2364284
Brazil,End_Use_Transport_Air_LTO,PJ,2000,163.7800816
Brazil,End_Use_Transport_Air_LTO,PJ,2005,157.4563084
Brazil,End_Use_Transport_Air_LTO,PJ,2010,202.738242
Brazil,End_Use_Transport_Air_LTO,PJ,2020,242.5162101
Brazil,End_Use_Transport_Air_LTO,PJ,2030,279.1085466
Brazil,End_Use_Transport_HLF,PJ,2000,1030.559425
Brazil,End_Use_Transport_HLF,PJ,2005,1171.50577
Brazil,End_Use_Transport_HLF,PJ,2010,1524.912235
Brazil,End_Use_Transport_HLF,PJ,2020,1842.152227
Brazil,End_Use_Transport_HLF,PJ,2030,2125.470467
Brazil,End_Use_Transport_LLF,PJ,2000,836.3506633
Brazil,End_Use_Transport_LLF,PJ,2005,933.0034366
Brazil,End_Use_Transport_LLF,PJ,2010,1215.315615
Brazil,End_Use_Transport_LLF,PJ,2020,1469.072034
Brazil,End_Use_Transport_LLF,PJ,2030,1695.283506
Brazil,Losses_Vent_Flare,PJ,2000,2913.00058
Brazil,Losses_Vent_Flare,PJ,2005,3913.500356
Brazil,Losses_Vent_Flare,PJ,2010,4878.167994
Brazil,Losses_Vent_Flare,PJ,2020,8212.906189
Brazil,Losses_Vent_Flare,PJ,2030,9829.988367
Brazil,NACID,Mt,2000,1.521712321
Brazil,NACID,Mt,2005,1.632415033
Brazil,NACID,Mt,2010,1.738583041
Brazil,NACID,Mt,2020,1.922155574
Brazil,NACID,Mt,2030,2.066217635
Brazil,PAPER,Mt,2000,6.473
Brazil,PAPER,Mt,2005,8.221
Brazil,PAPER,Mt,2010,9.433787
Brazil,PAPER,Mt,2020,12.089822
Brazil,PAPER,Mt,2030,15.078732
Brazil,Power_Gen_Bio_Trad,PJ,2000,79.20000079
Brazil,Power_Gen_Bio_Trad,PJ,2005,179.9868933
Brazil,Power_Gen_Bio_Trad,PJ,2010,342.9138438
Brazil,Power_Gen_Bio_Trad,PJ,2020,429.2643258
Brazil,Power_Gen_Bio_Trad,PJ,2030,528.866738
Brazil,Power_Gen_Coal,PJ,2000,97.74000098
Brazil,Power_Gen_Coal,PJ,2005,108.8447839
Brazil,Power_Gen_Coal,PJ,2010,133.9487877
Brazil,Power_Gen_Coal,PJ,2020,268.6695283
Brazil,Power_Gen_Coal,PJ,2030,244.4497032
Brazil,Power_Gen_HLF,PJ,2000,234.3200023
Brazil,Power_Gen_HLF,PJ,2005,144.0011165
Brazil,Power_Gen_HLF,PJ,2010,194.5975726
Brazil,Power_Gen_HLF,PJ,2020,152.4770253
Brazil,Power_Gen_HLF,PJ,2030,162.63914
Brazil,Power_Gen_LLF,PJ,2000,0.210000002
Brazil,Power_Gen_LLF,PJ,2005,49.57591339
Brazil,Power_Gen_LLF,PJ,2010,76.30934847
Brazil,Power_Gen_LLF,PJ,2020,111.2861819
Brazil,Power_Gen_LLF,PJ,2030,126.7405511
Brazil,Power_Gen_NatGas,PJ,2000,262.5800026
Brazil,Power_Gen_NatGas,PJ,2005,297.191106
Brazil,Power_Gen_NatGas,PJ,2010,474.6923568
Brazil,Power_Gen_NatGas,PJ,2020,899.890149
Brazil,Power_Gen_NatGas,PJ,2030,1441.130191
Brazil,STEEL,Mt,2000,27.422
Brazil,STEEL,Mt,2005,31.609
Brazil,STEEL,Mt,2010,36.27435655
Brazil,STEEL,Mt,2020,46.4857924
Brazil,STEEL,Mt,2030,57.97766845
Brazil,Transformations_HLF,PJ,2000,1455.5686
Brazil,Transformations_HLF,PJ,2005,1624.286943
Brazil,Transformations_HLF,PJ,2010,2061.179801
Brazil,Transformations_HLF,PJ,2020,2400.151239
Brazil,Transformations_HLF,PJ,2030,2740.089906
Brazil,Transformations_HLF_Refinery,Mt,2000,84.389
Brazil,Transformations_HLF_Refinery,Mt,2005,91.918
Brazil,Transformations_HLF_Refinery,Mt,2010,168.778
Brazil,Transformations_HLF_Refinery,Mt,2020,222.78696
Brazil,Transformations_HLF_Refinery,Mt,2030,270.0448
Brazil,Transformations_LLF,PJ,2000,1999.47118
Brazil,Transformations_LLF,PJ,2005,2151.314525
Brazil,Transformations_LLF,PJ,2010,2811.971696
Brazil,Transformations_LLF,PJ,2020,3345.701352
Brazil,Transformations_LLF,PJ,2030,3839.55267
Canada,AACID,Mt,2000,0.154545455
Canada,AACID,Mt,2005,0.17
Canada,AACID,Mt,2010,0.187
Canada,AACID,Mt,2020,0.22627
Canada,AACID,Mt,2030,0.273786701
Canada,CEMENT,Mt,2000,15.278
Canada,CEMENT,Mt,2005,16.469
Canada,CEMENT,Mt,2010,17.56035611
Canada,CEMENT,Mt,2020,19.48965148
Canada,CEMENT,Mt,2030,20.95692218
Canada,CHEM,Mt,2000,4.333
Canada,CHEM,Mt,2005,4.45265
Canada,CHEM,Mt,2010,4.56059
Canada,CHEM,Mt,2020,4.70321
Canada,CHEM,Mt,2030,4.80347
Canada,CHEMBULK,Mt,2000,22.516092
Canada,CHEMBULK,Mt,2005,19.482216
Canada,CHEMBULK,Mt,2010,19.482216
Canada,CHEMBULK,Mt,2020,19.482216
Canada,CHEMBULK,Mt,2030,19.482216
Canada,CUSM,Mt,2000,1.45749235
Canada,CUSM,Mt,2005,2.941965051
Canada,CUSM,Mt,2010,3.079931365
Canada,CUSM,Mt,2020,3.31799798
Canada,CUSM,Mt,2030,3.49455603
Canada,End_Use_Industry_Bio_Trad,PJ,2000,320.0764639
Canada,End_Use_Industry_Bio_Trad,PJ,2005,324.797685
Canada,End_Use_Industry_Bio_Trad,PJ,2010,264.4249181
Canada,End_Use_Industry_Bio_Trad,PJ,2020,407.993432
Canada,End_Use_Industry_Bio_Trad,PJ,2030,421.0605605
Canada,End_Use_Industry_Coal,PJ,2000,86.11482923
Canada,End_Use_Industry_Coal,PJ,2005,130.969478
Canada,End_Use_Industry_Coal,PJ,2010,123.8259174
Canada,End_Use_Industry_Coal,PJ,2020,98.60861583
Canada,End_Use_Industry_Coal,PJ,2030,101.911371
Canada,End_Use_Industry_HLF,PJ,2000,309.7275232
Canada,End_Use_Industry_HLF,PJ,2005,388.6602693
Canada,End_Use_Industry_HLF,PJ,2010,291.1938478
Canada,End_Use_Industry_HLF,PJ,2020,239.0954304
Canada,End_Use_Industry_HLF,PJ,2030,249.8043494
Canada,End_Use_Industry_LLF,PJ,2000,35.36946466
Canada,End_Use_Industry_LLF,PJ,2005,38.44673094
Canada,End_Use_Industry_LLF,PJ,2010,31.98995012
Canada,End_Use_Industry_LLF,PJ,2020,21.7035444
Canada,End_Use_Industry_LLF,PJ,2030,20.55354069
Canada,End_Use_Industry_NatGas,PJ,2000,948.1239984
Canada,End_Use_Industry_NatGas,PJ,2005,887.3369541
Canada,End_Use_Industry_NatGas,PJ,2010,975.1919464
Canada,End_Use_Industry_NatGas,PJ,2020,1157.333036
Canada,End_Use_Industry_NatGas,PJ,2030,1241.672313
Canada,End_Use_Others_HLF,PJ,2000,113.0247594
Canada,End_Use_Others_HLF,PJ,2005,87.9408232
Canada,End_Use_Others_HLF,PJ,2010,54.79572682
Canada,End_Use_Others_HLF,PJ,2020,86.94182744
Canada,End_Use_Others_HLF,PJ,2030,87.55609165
Canada,End_Use_Others_LLF,PJ,2000,5.53641498
Canada,End_Use_Others_LLF,PJ,2005,6.746401711
Canada,End_Use_Others_LLF,PJ,2010,4.210478618
Canada,End_Use_Others_LLF,PJ,2020,6.695603345
Canada,End_Use_Others_LLF,PJ,2030,6.749657055
Canada,End_Use_Others_NatGas,PJ,2000,24.53866733
Canada,End_Use_Others_NatGas,PJ,2005,17.80051161
Canada,End_Use_Others_NatGas,PJ,2010,17.10892111
Canada,End_Use_Others_NatGas,PJ,2020,18.88402355
Canada,End_Use_Others_NatGas,PJ,2030,20.35985137
Canada,End_Use_Residential_Bio_Mod,PJ,2000,0.994286617
Canada,End_Use_Residential_Bio_Mod,PJ,2005,2.1966
Canada,End_Use_Residential_Bio_Mod,PJ,2010,4.033847018
Canada,End_Use_Residential_Bio_Mod,PJ,2020,6.238142213
Canada,End_Use_Residential_Bio_Mod,PJ,2030,9.773932245
Canada,End_Use_Residential_Bio_Trad,PJ,2000,197.8630368
Canada,End_Use_Residential_Bio_Trad,PJ,2005,217.4634
Canada,End_Use_Residential_Bio_Trad,PJ,2010,264.8892875
Canada,End_Use_Residential_Bio_Trad,PJ,2020,243.2875463
Canada,End_Use_Residential_Bio_Trad,PJ,2030,269.4812748
Canada,End_Use_Residential_Coal,PJ,2000,1.51310952
Canada,End_Use_Residential_Coal,PJ,2005,1.47019482
Canada,End_Use_Residential_Coal,PJ,2010,0.142853825
Canada,End_Use_Residential_Coal,PJ,2020,0.912395411
Canada,End_Use_Residential_Coal,PJ,2030,0.966100332
Canada,End_Use_Residential_HLF,PJ,2000,117.1910441
Canada,End_Use_Residential_HLF,PJ,2005,82.72620448
Canada,End_Use_Residential_HLF,PJ,2010,46.86644122
Canada,End_Use_Residential_HLF,PJ,2020,64.29564495
Canada,End_Use_Residential_HLF,PJ,2030,60.24089489
Canada,End_Use_Residential_LLF,PJ,2000,20.78829936
Canada,End_Use_Residential_LLF,PJ,2005,16.61850154
Canada,End_Use_Residential_LLF,PJ,2010,9.414792211
Canada,End_Use_Residential_LLF,PJ,2020,12.91606791
Canada,End_Use_Residential_LLF,PJ,2030,12.10152709
Canada,End_Use_Residential_NatGas,PJ,2000,580.172496
Canada,End_Use_Residential_NatGas,PJ,2005,581.7739151
