# File: GAINS_activities.csv
# Title: GAINS model historical/modeled activity data
# Description: Activity data by GAINS sector for historical and modeled years
# Units: Identified by variable in data
# Source: Rao et al. 2017 "Future air pollution in the Shared Socio-economic Pathways" Global Environmental Change.
TIMER_REGION,TIMER_SECTOR,UNIT,IDYEARS,ACT
Rest Central America,End_Use_Residential_NatGas,PJ,2030,132.0408167
Rest Central America,End_Use_Services_Bio_Mod,PJ,2005,3.859870633
Rest Central America,End_Use_Services_Bio_Mod,PJ,2010,5.102686287
Rest Central America,End_Use_Services_Bio_Mod,PJ,2020,6.221672113
Rest Central America,End_Use_Services_Bio_Mod,PJ,2030,7.475531527
Rest Central America,End_Use_Services_Bio_Trad,PJ,2005,8.793052064
Rest Central America,End_Use_Services_Bio_Trad,PJ,2010,9.533402229
Rest Central America,End_Use_Services_Bio_Trad,PJ,2020,8.054877711
Rest Central America,End_Use_Services_Bio_Trad,PJ,2030,6.819232051
Rest Central America,End_Use_Services_HLF,PJ,2005,35.33417107
Rest Central America,End_Use_Services_HLF,PJ,2010,33.26506476
Rest Central America,End_Use_Services_HLF,PJ,2020,39.50899213
Rest Central America,End_Use_Services_HLF,PJ,2030,42.98154565
Rest Central America,End_Use_Services_LLF,PJ,2005,19.97331061
Rest Central America,End_Use_Services_LLF,PJ,2010,18.80370901
Rest Central America,End_Use_Services_LLF,PJ,2020,22.33320742
Rest Central America,End_Use_Services_LLF,PJ,2030,24.29613419
Rest Central America,End_Use_Services_NatGas,PJ,2005,19.63445758
Rest Central America,End_Use_Services_NatGas,PJ,2010,22.77360851
Rest Central America,End_Use_Services_NatGas,PJ,2020,28.1494376
Rest Central America,End_Use_Services_NatGas,PJ,2030,34.06025285
Rest Central America,End_Use_Transport_Air_Domestic,PJ,2000,15.50992717
Rest Central America,End_Use_Transport_Air_Domestic,PJ,2005,16.3794345
Rest Central America,End_Use_Transport_Air_Domestic,PJ,2010,19.12753299
Rest Central America,End_Use_Transport_Air_Domestic,PJ,2020,23.07069648
Rest Central America,End_Use_Transport_Air_Domestic,PJ,2030,26.63743589
Rest Central America,End_Use_Transport_Air_LTO,PJ,2000,136.1714414
Rest Central America,End_Use_Transport_Air_LTO,PJ,2005,163.794345
Rest Central America,End_Use_Transport_Air_LTO,PJ,2010,191.2753299
Rest Central America,End_Use_Transport_Air_LTO,PJ,2020,230.7069648
Rest Central America,End_Use_Transport_Air_LTO,PJ,2030,266.3743589
Rest Central America,End_Use_Transport_Coal,PJ,2005,0.022197845
Rest Central America,End_Use_Transport_Coal,PJ,2010,0.024046186
Rest Central America,End_Use_Transport_Coal,PJ,2020,0.030378152
Rest Central America,End_Use_Transport_Coal,PJ,2030,0.045577244
Rest Central America,End_Use_Transport_HLF,PJ,2000,511.7958651
Rest Central America,End_Use_Transport_HLF,PJ,2005,718.8101221
Rest Central America,End_Use_Transport_HLF,PJ,2010,766.510982
Rest Central America,End_Use_Transport_HLF,PJ,2020,988.6335772
Rest Central America,End_Use_Transport_HLF,PJ,2030,1261.528437
Rest Central America,End_Use_Transport_LLF,PJ,2000,1022.948
Rest Central America,End_Use_Transport_LLF,PJ,2005,1144.187386
Rest Central America,End_Use_Transport_LLF,PJ,2010,1402.044527
Rest Central America,End_Use_Transport_LLF,PJ,2020,1626.561708
Rest Central America,End_Use_Transport_LLF,PJ,2030,1778.56848
Rest Central America,End_Use_Transport_NatGas,PJ,2000,7.305920073
Rest Central America,End_Use_Transport_NatGas,PJ,2005,47.59925101
Rest Central America,End_Use_Transport_NatGas,PJ,2010,54.59916707
Rest Central America,End_Use_Transport_NatGas,PJ,2020,73.15551808
Rest Central America,End_Use_Transport_NatGas,PJ,2030,92.12508311
Rest Central America,Losses_Vent_Flare,PJ,2000,12052.87143
Rest Central America,Losses_Vent_Flare,PJ,2005,12325.82073
Rest Central America,Losses_Vent_Flare,PJ,2010,11808.21225
Rest Central America,Losses_Vent_Flare,PJ,2020,12139.79321
Rest Central America,Losses_Vent_Flare,PJ,2030,12894.16693
Rest Central America,NACID,Mt,2000,0.088000001
Rest Central America,NACID,Mt,2005,0.093793992
Rest Central America,NACID,Mt,2010,0.09994701
Rest Central America,NACID,Mt,2020,0.111697592
Rest Central America,NACID,Mt,2030,0.12137175
Rest Central America,PAPER,Mt,2000,2.028
Rest Central America,PAPER,Mt,2005,2.126
Rest Central America,PAPER,Mt,2010,2.468043
Rest Central America,PAPER,Mt,2020,3.199739
Rest Central America,PAPER,Mt,2030,3.990795
Rest Central America,Power_Gen_Bio_Trad,PJ,2000,51.32000051
Rest Central America,Power_Gen_Bio_Trad,PJ,2005,57.6259289
Rest Central America,Power_Gen_Bio_Trad,PJ,2010,121.8587281
Rest Central America,Power_Gen_Bio_Trad,PJ,2020,139.6076449
Rest Central America,Power_Gen_Bio_Trad,PJ,2030,227.029703
Rest Central America,Power_Gen_Coal,PJ,2000,35.32000035
Rest Central America,Power_Gen_Coal,PJ,2005,96.03245592
Rest Central America,Power_Gen_Coal,PJ,2010,162.2231654
Rest Central America,Power_Gen_Coal,PJ,2020,256.8095632
Rest Central America,Power_Gen_Coal,PJ,2030,425.9042618
Rest Central America,Power_Gen_HLF,PJ,2000,740.3500074
Rest Central America,Power_Gen_HLF,PJ,2005,867.832422
Rest Central America,Power_Gen_HLF,PJ,2010,1138.360825
Rest Central America,Power_Gen_HLF,PJ,2020,790.5803527
Rest Central America,Power_Gen_HLF,PJ,2030,514.3763759
Rest Central America,Power_Gen_LLF,PJ,2000,1.670000017
Rest Central America,Power_Gen_LLF,PJ,2005,41.76638123
Rest Central America,Power_Gen_LLF,PJ,2010,72.73007523
Rest Central America,Power_Gen_LLF,PJ,2020,58.84601274
Rest Central America,Power_Gen_LLF,PJ,2030,65.58840162
Rest Central America,Power_Gen_NatGas,PJ,2000,1080.030011
Rest Central America,Power_Gen_NatGas,PJ,2005,755.3713269
Rest Central America,Power_Gen_NatGas,PJ,2010,1138.580912
Rest Central America,Power_Gen_NatGas,PJ,2020,1060.079382
Rest Central America,Power_Gen_NatGas,PJ,2030,1284.103448
Rest Central America,STEEL,Mt,2000,6.740093
Rest Central America,STEEL,Mt,2005,8.083
Rest Central America,STEEL,Mt,2010,9.383438
Rest Central America,STEEL,Mt,2020,12.16533
Rest Central America,STEEL,Mt,2030,15.172907
Rest Central America,Transformations_HLF,PJ,2000,1029.66864
Rest Central America,Transformations_HLF,PJ,2005,1419.470071
Rest Central America,Transformations_HLF,PJ,2010,1732.104816
Rest Central America,Transformations_HLF,PJ,2020,1908.02294
Rest Central America,Transformations_HLF,PJ,2030,2181.267901
Rest Central America,Transformations_HLF_Refinery,Mt,2000,122.274
Rest Central America,Transformations_HLF_Refinery,Mt,2005,122.98
Rest Central America,Transformations_HLF_Refinery,Mt,2010,122.274
Rest Central America,Transformations_HLF_Refinery,Mt,2020,122.274
Rest Central America,Transformations_HLF_Refinery,Mt,2030,116.7160909
Rest Central America,Transformations_LLF,PJ,2000,2179.500422
Rest Central America,Transformations_LLF,PJ,2005,2369.246662
Rest Central America,Transformations_LLF,PJ,2010,2905.392501
Rest Central America,Transformations_LLF,PJ,2020,3360.97087
Rest Central America,Transformations_LLF,PJ,2030,3668.950538
Rest South America,CEMENT,Mt,2000,10.3543001
Rest South America,CEMENT,Mt,2005,12.509
Rest South America,CEMENT,Mt,2010,15.073336
Rest South America,CEMENT,Mt,2020,20.852672
Rest South America,CEMENT,Mt,2030,27.484817
Rest South America,CHEM,Mt,2000,2.589
Rest South America,CHEM,Mt,2005,2.752909
Rest South America,CHEM,Mt,2010,2.911306
Rest South America,CHEM,Mt,2020,3.209029
Rest South America,CHEM,Mt,2030,3.486205
Rest South America,CHEMBULK,Mt,2000,1.13475
Rest South America,CHEMBULK,Mt,2005,2.097819
Rest South America,CHEMBULK,Mt,2010,2.097819
Rest South America,CHEMBULK,Mt,2020,2.097819
Rest South America,CHEMBULK,Mt,2030,2.097819
Rest South America,CUSM,Mt,2000,2.761
Rest South America,CUSM,Mt,2005,2.925834
Rest South America,CUSM,Mt,2010,3.2125
Rest South America,CUSM,Mt,2020,3.778499
Rest South America,CUSM,Mt,2030,4.337954
Rest South America,End_Use_Industry_Bio_Trad,PJ,2000,136.9700014
Rest South America,End_Use_Industry_Bio_Trad,PJ,2005,96.00124652
Rest South America,End_Use_Industry_Bio_Trad,PJ,2010,87.29766569
Rest South America,End_Use_Industry_Bio_Trad,PJ,2020,130.1851771
Rest South America,End_Use_Industry_Bio_Trad,PJ,2030,129.055488
Rest South America,End_Use_Industry_Coal,PJ,2000,28.31000028
Rest South America,End_Use_Industry_Coal,PJ,2005,50.84410571
Rest South America,End_Use_Industry_Coal,PJ,2010,48.12166558
Rest South America,End_Use_Industry_Coal,PJ,2020,63.39532879
Rest South America,End_Use_Industry_Coal,PJ,2030,63.71706133
Rest South America,End_Use_Industry_HLF,PJ,2000,85.93452286
Rest South America,End_Use_Industry_HLF,PJ,2005,89.15026545
Rest South America,End_Use_Industry_HLF,PJ,2010,130.2735491
Rest South America,End_Use_Industry_HLF,PJ,2020,176.923633
Rest South America,End_Use_Industry_HLF,PJ,2030,193.7504542
Rest South America,End_Use_Industry_LLF,PJ,2000,2.640000026
Rest South America,End_Use_Industry_LLF,PJ,2005,48.25192468
Rest South America,End_Use_Industry_LLF,PJ,2010,74.98053633
Rest South America,End_Use_Industry_LLF,PJ,2020,78.76552858
Rest South America,End_Use_Industry_LLF,PJ,2030,93.09448719
Rest South America,End_Use_Industry_NatGas,PJ,2000,271.2500027
Rest South America,End_Use_Industry_NatGas,PJ,2005,374.7990384
Rest South America,End_Use_Industry_NatGas,PJ,2010,318.0667439
Rest South America,End_Use_Industry_NatGas,PJ,2020,414.3200305
Rest South America,End_Use_Industry_NatGas,PJ,2030,453.4241805
Rest South America,End_Use_Others_Bio_Trad,PJ,2000,136.2100014
Rest South America,End_Use_Others_Bio_Trad,PJ,2005,0.991873272
Rest South America,End_Use_Others_Bio_Trad,PJ,2010,1.147335311
Rest South America,End_Use_Others_Bio_Trad,PJ,2020,1.11915077
Rest South America,End_Use_Others_Bio_Trad,PJ,2030,1.120578562
Rest South America,End_Use_Others_Coal,PJ,2000,0.420000004
Rest South America,End_Use_Others_Coal,PJ,2005,0.556483026
Rest South America,End_Use_Others_Coal,PJ,2010,0.878223168
Rest South America,End_Use_Others_Coal,PJ,2020,0.462369258
Rest South America,End_Use_Others_Coal,PJ,2030,0.499317768
Rest South America,End_Use_Others_HLF,PJ,2000,116.4963212
Rest South America,End_Use_Others_HLF,PJ,2005,145.1298482
Rest South America,End_Use_Others_HLF,PJ,2010,138.2456323
Rest South America,End_Use_Others_HLF,PJ,2020,163.5692101
Rest South America,End_Use_Others_HLF,PJ,2030,178.1019749
Rest South America,End_Use_Others_LLF,PJ,2000,11.34000011
Rest South America,End_Use_Others_NatGas,PJ,2000,317.4300032
Rest South America,End_Use_Others_NatGas,PJ,2005,1.928534859
Rest South America,End_Use_Others_NatGas,PJ,2010,2.02820707
Rest South America,End_Use_Others_NatGas,PJ,2020,3.592660664
Rest South America,End_Use_Others_NatGas,PJ,2030,4.352808922
Rest South America,End_Use_Residential_Bio_Trad,PJ,2005,141.720127
Rest South America,End_Use_Residential_Bio_Trad,PJ,2010,166.0954687
Rest South America,End_Use_Residential_Bio_Trad,PJ,2020,167.0357505
Rest South America,End_Use_Residential_Bio_Trad,PJ,2030,181.4539196
Rest South America,End_Use_Residential_HLF,PJ,2005,0.428820203
Rest South America,End_Use_Residential_HLF,PJ,2010,0.617550023
Rest South America,End_Use_Residential_HLF,PJ,2020,0.650617494
Rest South America,End_Use_Residential_HLF,PJ,2030,0.72849545
Rest South America,End_Use_Residential_LLF,PJ,2005,76.3522623
Rest South America,End_Use_Residential_LLF,PJ,2010,89.74791378
Rest South America,End_Use_Residential_LLF,PJ,2020,99.67172436
Rest South America,End_Use_Residential_LLF,PJ,2030,110.1611088
Rest South America,End_Use_Residential_NatGas,PJ,2005,274.9010726
Rest South America,End_Use_Residential_NatGas,PJ,2010,317.24871
Rest South America,End_Use_Residential_NatGas,PJ,2020,400.4798772
Rest South America,End_Use_Residential_NatGas,PJ,2030,484.6168667
Rest South America,End_Use_Services_Bio_Mod,PJ,2005,0.611736552
Rest South America,End_Use_Services_Bio_Mod,PJ,2010,0.808705786
Rest South America,End_Use_Services_Bio_Mod,PJ,2020,0.986049691
Rest South America,End_Use_Services_Bio_Mod,PJ,2030,1.18476921
Rest South America,End_Use_Services_Bio_Trad,PJ,2005,1.136082168
Rest South America,End_Use_Services_Bio_Trad,PJ,2010,1.213058679
Rest South America,End_Use_Services_Bio_Trad,PJ,2020,0.986049691
Rest South America,End_Use_Services_Bio_Trad,PJ,2030,0.78984614
Rest South America,End_Use_Services_HLF,PJ,2005,7.824911377
Rest South America,End_Use_Services_HLF,PJ,2010,9.326395484
Rest South America,End_Use_Services_HLF,PJ,2020,10.31773795
Rest South America,End_Use_Services_HLF,PJ,2030,11.41423237
Rest South America,End_Use_Services_LLF,PJ,2005,11.07871217
Rest South America,End_Use_Services_LLF,PJ,2010,12.99778855
Rest South America,End_Use_Services_LLF,PJ,2020,14.44265308
Rest South America,End_Use_Services_LLF,PJ,2030,15.96054633
Rest South America,End_Use_Services_NatGas,PJ,2005,43.09007176
Rest South America,End_Use_Services_NatGas,PJ,2010,49.58799679
Rest South America,End_Use_Services_NatGas,PJ,2020,63.32948424
Rest South America,End_Use_Services_NatGas,PJ,2030,76.63820627
Rest South America,End_Use_Transport_Air_LTO,PJ,2000,101.474771
Rest South America,End_Use_Transport_Air_LTO,PJ,2005,83.61636291
Rest South America,End_Use_Transport_Air_LTO,PJ,2010,98.95022402
Rest South America,End_Use_Transport_Air_LTO,PJ,2020,123.1406552
Rest South America,End_Use_Transport_Air_LTO,PJ,2030,146.9313816
Rest South America,End_Use_Transport_HLF,PJ,2000,428.0581611
Rest South America,End_Use_Transport_HLF,PJ,2005,457.9184656
Rest South America,End_Use_Transport_HLF,PJ,2010,527.2528534
Rest South America,End_Use_Transport_HLF,PJ,2020,664.0539422
Rest South America,End_Use_Transport_HLF,PJ,2030,806.3758751
Rest South America,End_Use_Transport_LLF,PJ,2000,256.2312655
Rest South America,End_Use_Transport_LLF,PJ,2005,247.9185289
Rest South America,End_Use_Transport_LLF,PJ,2010,281.6901414
Rest South America,End_Use_Transport_LLF,PJ,2020,355.1538751
Rest South America,End_Use_Transport_LLF,PJ,2030,431.584623
Rest South America,End_Use_Transport_NatGas,PJ,2000,59.2444808
Rest South America,End_Use_Transport_NatGas,PJ,2005,90.25466582
Rest South America,End_Use_Transport_NatGas,PJ,2010,113.4693532
Rest South America,End_Use_Transport_NatGas,PJ,2020,136.3934556
Rest South America,End_Use_Transport_NatGas,PJ,2030,193.1334482
Rest South America,Losses_Vent_Flare,PJ,2000,3315.487532
Rest South America,Losses_Vent_Flare,PJ,2005,3194.921856
Rest South America,Losses_Vent_Flare,PJ,2010,3262.361134
Rest South America,Losses_Vent_Flare,PJ,2020,3534.283052
Rest South America,Losses_Vent_Flare,PJ,2030,4094.078034
Rest South America,NACID,Mt,2000,0.100000001
Rest South America,NACID,Mt,2005,0.210746108
Rest South America,NACID,Mt,2010,0.221586167
Rest South America,NACID,Mt,2020,0.241509568
Rest South America,NACID,Mt,2030,0.257160971
Rest South America,PAPER,Mt,2000,2.131
Rest South America,PAPER,Mt,2005,2.605
Rest South America,PAPER,Mt,2010,3.024107
Rest South America,PAPER,Mt,2020,3.920658
Rest South America,PAPER,Mt,2030,4.889945
Rest South America,Power_Gen_Bio_Trad,PJ,2000,21.56000022
Rest South America,Power_Gen_Bio_Trad,PJ,2005,41.89514446
Rest South America,Power_Gen_Bio_Trad,PJ,2010,52.60514421
Rest South America,Power_Gen_Bio_Trad,PJ,2020,93.42378158
Rest South America,Power_Gen_Bio_Trad,PJ,2030,144.3331768
Rest South America,Power_Gen_Coal,PJ,2000,109.5100011
Rest South America,Power_Gen_Coal,PJ,2005,99.36896666
Rest South America,Power_Gen_Coal,PJ,2010,185.9016575
Rest South America,Power_Gen_Coal,PJ,2020,397.4685498
Rest South America,Power_Gen_Coal,PJ,2030,522.066108
Rest South America,Power_Gen_HLF,PJ,2000,78.44000078
Rest South America,Power_Gen_HLF,PJ,2005,78.19772466
Rest South America,Power_Gen_HLF,PJ,2010,148.3862657
Rest South America,Power_Gen_HLF,PJ,2020,104.9283862
Rest South America,Power_Gen_HLF,PJ,2030,79.33267233
Rest South America,Power_Gen_LLF,PJ,2005,18.66035767
Rest South America,Power_Gen_LLF,PJ,2010,32.94463032
Rest South America,Power_Gen_LLF,PJ,2020,28.16400671
Rest South America,Power_Gen_LLF,PJ,2030,31.3864343
Rest South America,Power_Gen_NatGas,PJ,2000,689.7700069
Rest South America,Power_Gen_NatGas,PJ,2005,719.3383543
Rest South America,Power_Gen_NatGas,PJ,2010,919.2143734
Rest South America,Power_Gen_NatGas,PJ,2020,911.2189096
Rest South America,Power_Gen_NatGas,PJ,2030,1135.254035
Rest South America,STEEL,Mt,2000,5.825986
Rest South America,STEEL,Mt,2005,6.95
Rest South America,STEEL,Mt,2010,7.32259
Rest South America,STEEL,Mt,2020,10.4644673
Rest South America,STEEL,Mt,2030,13.04902388
Rest South America,Transformations_HLF,PJ,2000,683.4957037
Rest South America,Transformations_HLF,PJ,2005,765.5702309
Rest South America,Transformations_HLF,PJ,2010,904.549865
Rest South America,Transformations_HLF,PJ,2020,1108.345237
Rest South America,Transformations_HLF,PJ,2030,1295.247385
Rest South America,Transformations_HLF_Refinery,Mt,2000,36.46
Rest South America,Transformations_HLF_Refinery,Mt,2005,36.898
Rest South America,Transformations_HLF_Refinery,Mt,2010,36.46
Rest South America,Transformations_HLF_Refinery,Mt,2020,36.46
Rest South America,Transformations_HLF_Refinery,Mt,2030,34.80272728
Rest South America,Transformations_LLF,PJ,2000,588.4825318
Rest South America,Transformations_LLF,PJ,2005,531.4142723
Rest South America,Transformations_LLF,PJ,2010,608.3811164
Rest South America,Transformations_LLF,PJ,2020,759.1238122
Rest South America,Transformations_LLF,PJ,2030,913.4469093
Rest South Asia,CEMENT,Mt,2000,15.7705642
Rest South Asia,CEMENT,Mt,2005,22.790678
Rest South Asia,CEMENT,Mt,2010,28.92832459
Rest South Asia,CEMENT,Mt,2020,43.99610339
Rest South Asia,CEMENT,Mt,2030,65.8791185
Rest South Asia,CHEM,Mt,2000,0.11124
Rest South Asia,CHEM,Mt,2005,0.1278
Rest South Asia,CHEM,Mt,2010,0.1389
Rest South Asia,CHEM,Mt,2020,0.1654
Rest South Asia,CHEM,Mt,2030,0.1886
Rest South Asia,CHEMBULK,Mt,2000,5.886597
Rest South Asia,CHEMBULK,Mt,2005,6.366607
Rest South Asia,CHEMBULK,Mt,2010,6.366607
Rest South Asia,CHEMBULK,Mt,2020,6.366607
Rest South Asia,CHEMBULK,Mt,2030,6.366607
Rest South Asia,CUSM,Mt,2000,0.003
Rest South Asia,CUSM,Mt,2005,0.003
Rest South Asia,CUSM,Mt,2010,0.003
Rest South Asia,CUSM,Mt,2020,0.003
Rest South Asia,CUSM,Mt,2030,0.003
Rest South Asia,End_Use_Industry_Bio_Trad,PJ,2000,313.31
Rest South Asia,End_Use_Industry_Bio_Trad,PJ,2005,191.3606518
Rest South Asia,End_Use_Industry_Bio_Trad,PJ,2010,207.3174466
Rest South Asia,End_Use_Industry_Bio_Trad,PJ,2020,303.3011955
Rest South Asia,End_Use_Industry_Bio_Trad,PJ,2030,346.268775
Rest South Asia,End_Use_Industry_Coal,PJ,2000,95.212
Rest South Asia,End_Use_Industry_Coal,PJ,2005,108.6691447
Rest South Asia,End_Use_Industry_Coal,PJ,2010,175.9078592
Rest South Asia,End_Use_Industry_Coal,PJ,2020,492.0790662
Rest South Asia,End_Use_Industry_Coal,PJ,2030,858.6708926
Rest South Asia,End_Use_Industry_HLF,PJ,2000,88.8188548
Rest South Asia,End_Use_Industry_HLF,PJ,2005,128.5135786
Rest South Asia,End_Use_Industry_HLF,PJ,2010,106.1653478
Rest South Asia,End_Use_Industry_HLF,PJ,2020,177.6223336
Rest South Asia,End_Use_Industry_HLF,PJ,2030,215.0992499
Rest South Asia,End_Use_Industry_LLF,PJ,2000,5.86
Rest South Asia,End_Use_Industry_LLF,PJ,2005,10.10388691
Rest South Asia,End_Use_Industry_LLF,PJ,2010,8.86218482
Rest South Asia,End_Use_Industry_LLF,PJ,2020,13.45271482
Rest South Asia,End_Use_Industry_LLF,PJ,2030,14.14416154
Rest South Asia,End_Use_Industry_NatGas,PJ,2000,299.13
Rest South Asia,End_Use_Industry_NatGas,PJ,2005,323.6169431
Rest South Asia,End_Use_Industry_NatGas,PJ,2010,357.1627557
Rest South Asia,End_Use_Industry_NatGas,PJ,2020,790.2252848
Rest South Asia,End_Use_Industry_NatGas,PJ,2030,1099.861856
Rest South Asia,End_Use_Others_Bio_Trad,PJ,2000,188.3
Rest South Asia,End_Use_Others_Bio_Trad,PJ,2005,211.655669
Rest South Asia,End_Use_Others_Bio_Trad,PJ,2010,217.9922607
Rest South Asia,End_Use_Others_Bio_Trad,PJ,2020,252.0708449
Rest South Asia,End_Use_Others_Bio_Trad,PJ,2030,220.2419202
Rest South Asia,End_Use_Others_Coal,PJ,2000,12.05
Rest South Asia,End_Use_Others_Coal,PJ,2005,32.53226768
Rest South Asia,End_Use_Others_Coal,PJ,2010,28.67845736
Rest South Asia,End_Use_Others_Coal,PJ,2020,61.74815668
Rest South Asia,End_Use_Others_Coal,PJ,2030,106.1070249
Rest South Asia,End_Use_Others_HLF,PJ,2000,26.98997529
Rest South Asia,End_Use_Others_HLF,PJ,2005,28.65590424
Rest South Asia,End_Use_Others_HLF,PJ,2010,29.17342278
Rest South Asia,End_Use_Others_HLF,PJ,2020,37.74987893
Rest South Asia,End_Use_Others_HLF,PJ,2030,53.01014858
Rest South Asia,End_Use_Others_LLF,PJ,2000,17.70708088
Rest South Asia,End_Use_Others_LLF,PJ,2005,21.88034196
Rest South Asia,End_Use_Others_LLF,PJ,2010,22.85983093
Rest South Asia,End_Use_Others_LLF,PJ,2020,28.40953503
Rest South Asia,End_Use_Others_LLF,PJ,2030,32.30057947
Rest South Asia,End_Use_Others_NatGas,PJ,2000,0.786212
Rest South Asia,End_Use_Others_NatGas,PJ,2005,6.714292929
Rest South Asia,End_Use_Others_NatGas,PJ,2010,8.868215733
Rest South Asia,End_Use_Others_NatGas,PJ,2020,14.66913105
Rest South Asia,End_Use_Others_NatGas,PJ,2030,20.56214241
Rest South Asia,End_Use_Residential_Bio_Trad,PJ,2000,1348.456234
Rest South Asia,End_Use_Residential_Bio_Trad,PJ,2005,1539.014721
Rest South Asia,End_Use_Residential_Bio_Trad,PJ,2010,1591.243822
Rest South Asia,End_Use_Residential_Bio_Trad,PJ,2020,1611.689916
Rest South Asia,End_Use_Residential_Bio_Trad,PJ,2030,1621.110104
Rest South Asia,End_Use_Residential_Coal,PJ,2000,1.4
Rest South Asia,End_Use_Residential_Coal,PJ,2005,13.93328849
Rest South Asia,End_Use_Residential_Coal,PJ,2010,10.67240236
Rest South Asia,End_Use_Residential_Coal,PJ,2020,20.45225548
Rest South Asia,End_Use_Residential_Coal,PJ,2030,32.11048424
Rest South Asia,End_Use_Residential_HLF,PJ,2000,1.013625133
Rest South Asia,End_Use_Residential_LLF,PJ,2000,76.7522825
Rest South Asia,End_Use_Residential_LLF,PJ,2005,80.00320597
Rest South Asia,End_Use_Residential_LLF,PJ,2010,86.07241489
Rest South Asia,End_Use_Residential_LLF,PJ,2020,111.5676426
Rest South Asia,End_Use_Residential_LLF,PJ,2030,133.8015639
Rest South Asia,End_Use_Residential_NatGas,PJ,2000,179.061585
Rest South Asia,End_Use_Residential_NatGas,PJ,2005,232.074398
Rest South Asia,End_Use_Residential_NatGas,PJ,2010,300.2577985
Rest South Asia,End_Use_Residential_NatGas,PJ,2020,461.9382261
Rest South Asia,End_Use_Residential_NatGas,PJ,2030,656.5944982
Rest South Asia,End_Use_Services_Bio_Mod,PJ,2000,5.273766
Rest South Asia,End_Use_Services_Bio_Mod,PJ,2005,6.368867002
Rest South Asia,End_Use_Services_Bio_Mod,PJ,2010,6.588146211
Rest South Asia,End_Use_Services_Bio_Mod,PJ,2020,8.406494289
Rest South Asia,End_Use_Services_Bio_Mod,PJ,2030,8.221359565
Rest South Asia,End_Use_Services_Bio_Trad,PJ,2005,24.25999392
Rest South Asia,End_Use_Services_Bio_Trad,PJ,2010,24.87183741
Rest South Asia,End_Use_Services_Bio_Trad,PJ,2020,25.86763258
Rest South Asia,End_Use_Services_Bio_Trad,PJ,2030,25.86653668
Rest South Asia,End_Use_Services_Coal,PJ,2005,0.35629668
Rest South Asia,End_Use_Services_Coal,PJ,2010,0.301330531
Rest South Asia,End_Use_Services_Coal,PJ,2020,0.473749977
Rest South Asia,End_Use_Services_Coal,PJ,2030,0.571524803
Rest South Asia,End_Use_Services_HLF,PJ,2000,5.706400576
Rest South Asia,End_Use_Services_HLF,PJ,2005,5.049573257
Rest South Asia,End_Use_Services_HLF,PJ,2010,5.262470922
Rest South Asia,End_Use_Services_HLF,PJ,2020,10.02934772
Rest South Asia,End_Use_Services_HLF,PJ,2030,9.083574942
Rest South Asia,End_Use_Services_LLF,PJ,2000,6.271942628
Rest South Asia,End_Use_Services_LLF,PJ,2005,14.24853853
Rest South Asia,End_Use_Services_LLF,PJ,2010,15.55718902
Rest South Asia,End_Use_Services_LLF,PJ,2020,21.16343675
Rest South Asia,End_Use_Services_LLF,PJ,2030,28.4137662
Rest South Asia,End_Use_Services_NatGas,PJ,2000,25.822203
Rest South Asia,End_Use_Services_NatGas,PJ,2005,37.27119869
Rest South Asia,End_Use_Services_NatGas,PJ,2010,48.47890046
Rest South Asia,End_Use_Services_NatGas,PJ,2020,74.86812932
Rest South Asia,End_Use_Services_NatGas,PJ,2030,107.9477634
Rest South Asia,End_Use_Transport_Air_Domestic,PJ,2000,19.3963
Rest South Asia,End_Use_Transport_Air_Domestic,PJ,2005,24.05541788
Rest South Asia,End_Use_Transport_Air_Domestic,PJ,2010,25.53245872
Rest South Asia,End_Use_Transport_Air_Domestic,PJ,2020,44.29901542
Rest South Asia,End_Use_Transport_Air_Domestic,PJ,2030,60.57927499
Rest South Asia,End_Use_Transport_Air_LTO,PJ,2000,25.19
Rest South Asia,End_Use_Transport_Air_LTO,PJ,2005,32.48085203
Rest South Asia,End_Use_Transport_Air_LTO,PJ,2010,34.42811523
Rest South Asia,End_Use_Transport_Air_LTO,PJ,2020,59.4318472
Rest South Asia,End_Use_Transport_Air_LTO,PJ,2030,82.19606491
Rest South Asia,End_Use_Transport_HLF,PJ,2000,363.0871121
Rest South Asia,End_Use_Transport_HLF,PJ,2005,417.8872216
Rest South Asia,End_Use_Transport_HLF,PJ,2010,396.2394418
Rest South Asia,End_Use_Transport_HLF,PJ,2020,667.4968985
Rest South Asia,End_Use_Transport_HLF,PJ,2030,806.3834667
Rest South Asia,End_Use_Transport_LLF,PJ,2000,87.53053749
Rest South Asia,End_Use_Transport_LLF,PJ,2005,149.8731073
Rest South Asia,End_Use_Transport_LLF,PJ,2010,168.2862661
Rest South Asia,End_Use_Transport_LLF,PJ,2020,279.1532147
Rest South Asia,End_Use_Transport_LLF,PJ,2030,313.0011513
Rest South Asia,End_Use_Transport_NatGas,PJ,2000,11.64271992
Rest South Asia,End_Use_Transport_NatGas,PJ,2005,29.84342737
Rest South Asia,End_Use_Transport_NatGas,PJ,2010,134.8118208
Rest South Asia,End_Use_Transport_NatGas,PJ,2020,156.6058624
Rest South Asia,End_Use_Transport_NatGas,PJ,2030,211.5109576
Rest South Asia,Losses_Vent_Flare,PJ,2000,1275.292
