# File: RECS_2001.csv
# Title: Residential Energy Consumption Survey 2001
# Source: Fill in
# Units: Fill in
DOEID,NWEIGHT,DIVISION,LRGSTATE,TOTSQFT,TOTHSQFT,CDD65,HDD65,TYPEHUQ,BTUKER,BTUEL,BTUNG,BTUFO,BTULP,BTUELSPH,BTUNGSPH,BTUFOSPH,BTULPSPH,BTUKRSPH,BTUELWTH,BTUNGWTH,BTUFOWTH,BTULPWTH,BTUKRWTH,BTUELAPL,BTUNGAPL,BTUFOAPL,BTULPAPL,BTUKRAPL,BTUELCOL,BTUELRFG,BTUELFZZ,BTUELDWH,BTUELCDR
1020,33640,5,4,1240,1240,3458,416,5,0,13194,0,0,0,1198,0,0,0,0,1833,0,0,0,0,3973,0,0,0,0,3983,2207,0,844,0
1021,33640,5,4,936,936,3458,416,5,0,9588,0,0,0,819,0,0,0,0,1654,0,0,0,0,3201,0,0,0,0,1924,1990,0,0,0
1022,33640,5,4,780,780,3458,416,5,0,8411,0,0,0,632,0,0,0,0,1460,0,0,0,0,1897,0,0,0,0,2665,1757,0,0,0
1023,32693,2,1,1878,1878,1216,4298,4,0,23792,0,0,0,8949,0,0,0,0,4348,0,0,0,0,7779,0,0,0,0,1357,1359,0,0,0
1024,23933,2,1,1377,891,1251,4242,2,0,9608,127082,0,0,0,94470,0,0,0,0,20850,0,0,0,6899,11762,0,0,0,586,2123,0,940,0
1025,23933,2,1,857,857,1251,4242,5,0,9448,5280,19268,0,0,0,10204,0,0,0,0,9064,0,0,6608,5280,0,0,0,0,2840,0,0,0
1026,23933,2,1,1409,1409,1251,4242,5,0,21932,5280,19529,0,0,0,10485,0,0,0,0,9044,0,0,13755,5280,0,0,0,4881,3296,0,0,0
1027,27619,2,0,1234,1234,1271,4398,5,0,12563,32161,0,0,0,24376,0,0,0,0,7785,0,0,0,9555,0,0,0,0,0,3008,3688,0,0
1028,28587,2,0,2474,2008,1271,4398,2,0,41797,26240,68235,0,2053,0,54004,0,0,0,26240,14231,0,0,26229,0,0,0,0,7644,5871,5844,0,0
1029,24775,2,0,5732,3544,1271,4398,2,0,26030,140253,0,0,0,116467,0,0,0,0,19644,0,0,0,17471,4142,0,0,0,4889,3670,0,1619,0
1030,29189,5,0,2006,2006,1072,4394,3,0,78445,24008,0,0,0,19814,0,0,0,18847,0,0,0,0,42645,4194,0,0,0,10615,6338,3257,4695,8104
1031,45902,5,0,551,331,1536,3163,2,0,28235,0,0,42191,1964,0,0,28475,0,0,0,0,10425,0,21925,0,0,3291,0,0,4346,0,0,6171
1032,40448,5,0,1314,608,1536,3163,2,0,15839,85510,0,0,0,56637,0,0,0,0,21562,0,0,0,10607,7311,0,0,0,2215,3017,3953,0,0
1033,34426,5,0,1056,880,1025,4095,2,0,21854,0,0,72790,0,0,0,49653,0,0,0,0,17310,0,14562,0,0,5827,0,3197,4095,0,0,2066
1034,13763,6,0,1632,1382,1206,3568,2,0,26177,68737,0,0,0,35323,0,0,0,0,21908,0,0,0,15825,11506,0,0,0,7207,3145,0,672,2405
1035,16347,2,1,909,682,1251,4242,5,0,7313,43932,0,0,0,27585,0,0,0,0,10308,0,0,0,4855,6039,0,0,0,0,2458,0,0,0
1036,16347,2,1,289,289,1251,4242,4,0,10604,64827,0,0,0,44699,0,0,0,0,12692,0,0,0,7570,7436,0,0,0,0,3034,0,0,0
1037,16347,2,1,1372,1372,1251,4242,4,0,13286,77168,0,0,0,52652,0,0,0,0,18019,0,0,0,8665,6497,0,0,0,1580,3041,0,0,0
1038,19415,2,0,600,600,704,5263,1,39690,13243,0,0,548,0,0,0,0,39690,3475,0,0,0,0,4677,0,0,548,0,1428,3663,0,0,0
1039,19415,2,0,720,720,704,5263,1,62235,15640,0,0,0,0,0,0,0,62235,3982,0,0,0,0,6631,0,0,0,0,1535,3492,0,0,0
1040,19820,2,0,2736,2736,1271,4398,4,0,19650,144021,0,0,0,104965,0,0,0,0,25789,0,0,0,10499,13267,0,0,0,6163,2988,0,0,0
1041,19820,2,0,888,888,1271,4398,5,0,30988,55061,0,0,0,33954,0,0,0,0,13323,0,0,0,23133,7784,0,0,0,3516,4339,0,2576,0
1042,21885,2,0,822,822,1271,4398,5,0,11765,32807,0,0,0,21938,0,0,0,0,6861,0,0,0,4262,4008,0,0,0,3528,3975,0,0,0
1043,19246,3,0,606,606,849,5936,5,0,7134,30300,0,0,0,19258,0,0,0,0,7035,0,0,0,4569,4007,0,0,0,0,2565,0,0,0
1044,25587,3,0,2124,2124,849,5936,4,0,13000,36324,0,0,0,33354,0,0,0,0,2970,0,0,0,9813,0,0,0,0,0,3187,0,0,0
1045,13077,8,0,700,0,5161,1093,5,0,35519,0,0,0,2477,0,0,0,0,11430,0,0,0,0,12608,0,0,0,0,0,9004,0,0,0
1046,20665,1,0,345,345,903,5053,3,0,31336,0,0,0,12494,0,0,0,0,5920,0,0,0,0,8791,0,0,0,0,1101,3030,0,0,0
1047,20665,1,0,345,345,903,5053,4,0,26057,0,0,0,12127,0,0,0,0,3739,0,0,0,0,5523,0,0,0,0,0,4668,0,0,0
1048,25280,5,0,1254,1254,1356,3377,2,0,26798,69869,0,0,0,37811,0,0,0,0,32058,0,0,0,15814,0,0,0,0,5153,5831,0,0,0
1049,25280,5,0,2352,1802,1356,3377,2,0,22499,63592,0,0,0,45764,0,0,0,0,17828,0,0,0,12509,0,0,0,0,6459,3531,0,0,1594
1050,44662,5,0,1568,1568,1133,4591,2,0,27484,154247,0,0,0,111311,0,0,0,0,27589,0,0,0,18603,15347,0,0,0,4750,4131,0,0,0
1051,11469,6,0,3640,3640,1315,3649,2,0,52988,125538,0,0,1586,93508,0,0,0,0,25912,0,0,0,30350,6118,0,0,0,14220,6832,5248,2001,0
1052,11469,6,0,3403,3403,1315,3649,2,0,71587,68779,0,0,0,68779,0,0,0,13469,0,0,0,0,37107,0,0,0,0,14205,6806,0,2491,4965
1053,13890,6,0,3722,3722,1797,2620,2,0,31373,60197,0,0,0,40599,0,0,0,0,19598,0,0,0,17453,0,0,0,0,8923,4997,0,2042,0
1054,12579,6,0,3538,3538,1797,2620,2,0,26907,46408,0,0,0,31541,0,0,0,0,14867,0,0,0,12891,0,0,0,0,5633,8383,0,1364,2718
1055,22951,5,0,2400,1200,1643,2932,2,8100,42411,0,0,48862,0,0,0,45306,8100,10399,0,0,0,0,24654,0,0,3556,0,4047,3311,3266,0,3085
1056,29755,5,0,2022,1622,1422,3175,2,0,81850,0,0,0,17398,0,0,0,0,13041,0,0,0,0,33930,0,0,0,0,11801,5680,0,2752,4278
1057,36697,5,0,1746,1164,1025,4095,2,0,20813,0,38556,0,0,0,38556,0,0,3243,0,0,0,0,10029,0,0,0,0,4335,3206,0,0,2462
1058,13851,1,0,6170,6170,781,5791,2,0,41203,0,108872,0,0,0,76142,0,0,0,0,32730,0,0,28624,0,0,0,0,5695,6884,0,1513,8131
1059,20434,2,1,820,410,1216,4298,5,0,17405,24679,0,0,3510,11800,0,0,0,0,8124,0,0,0,9858,4755,0,0,0,0,4037,0,0,0
1061,16358,2,0,1368,1368,1225,4148,3,0,26153,98064,0,0,0,66654,0,0,0,0,22747,0,0,0,18847,8663,0,0,0,3430,3876,0,0,0
1062,16358,2,0,1368,1368,1225,4148,3,0,9047,84790,0,0,0,52062,0,0,0,0,20878,0,0,0,7173,11850,0,0,0,0,1874,0,0,0
1063,14360,2,1,2575,2575,1251,4242,2,0,32984,0,115529,0,1596,0,85396,0,0,0,0,30133,0,0,22170,0,0,0,0,5354,3864,0,0,5016
1064,14604,2,0,2449,1932,704,5263,2,0,49938,191600,0,0,0,105461,0,0,0,0,27071,0,0,0,40844,59068,0,0,0,1794,7300,4199,2122,0
1065,18255,2,0,2625,2063,704,5263,2,0,21209,68326,0,0,1479,35400,0,0,0,0,30252,0,0,0,12553,2674,0,0,0,2148,5029,0,2332,0
1066,20157,2,0,2631,1794,704,5263,2,0,13880,97035,0,0,0,73682,0,0,0,0,15560,0,0,0,6772,7793,0,0,0,3664,3444,0,1702,0
1067,28587,2,0,670,670,1271,4398,5,0,9659,43012,0,0,0,24083,0,0,0,0,11949,0,0,0,5054,6980,0,0,0,1587,3018,0,0,0
1068,28587,2,0,1616,1616,1271,4398,4,0,11277,65959,0,0,0,51691,0,0,0,0,9006,0,0,0,7117,5262,0,0,0,888,3272,0,0,0
1069,19246,3,0,395,395,849,5936,5,0,8802,49625,0,0,0,21808,0,0,0,0,17721,0,0,0,5450,10096,0,0,0,0,3352,0,0,0
1070,19246,3,0,1600,1600,849,5936,4,0,14109,99093,0,0,0,73366,0,0,0,0,16940,0,0,0,10390,8787,0,0,0,0,3719,0,0,0
1071,19246,3,0,1031,1031,849,5936,4,0,15306,119055,0,0,0,94540,0,0,0,0,15618,0,0,0,11276,8897,0,0,0,0,4030,0,0,0
1072,24058,3,0,2235,2235,849,5936,2,0,46495,273405,0,0,0,200419,0,0,0,0,48556,0,0,0,32164,24430,0,0,0,2634,11697,0,0,0
1073,25662,3,0,4685,3725,849,5936,2,0,23799,154325,0,0,0,132296,0,0,0,0,17026,0,0,0,19258,5003,0,0,0,0,4541,1936,0,2417
1074,35887,5,4,576,576,4546,138,5,0,39344,0,0,0,1475,0,0,0,0,6169,0,0,0,0,8664,0,0,0,0,17566,5470,0,0,0
1075,26994,5,4,1529,1529,4546,138,2,0,47290,0,0,0,2246,0,0,0,0,8259,0,0,0,0,26659,0,0,0,0,0,10126,4921,0,3619
1076,14440,8,0,617,617,5161,1093,5,0,37064,0,0,0,3171,0,0,0,0,5540,0,0,0,0,6650,0,0,0,0,15831,5872,0,0,0
1077,11108,1,0,1924,1924,777,5312,2,0,42649,59715,0,0,0,38541,0,0,0,0,21174,0,0,0,33377,0,0,0,0,4172,5100,0,4017,4632
1078,16107,1,0,3600,3600,903,5053,2,0,29637,0,104711,28952,0,0,104711,0,0,0,0,0,28952,0,21419,0,0,0,0,1472,6746,3423,0,3507
1079,17405,2,1,2580,1474,653,6217,2,0,49624,0,0,0,21995,0,0,0,0,8870,0,0,0,0,16769,0,0,0,0,0,1990,2920,0,2483
1080,17405,2,1,1182,746,653,6217,2,0,45264,0,0,0,16833,0,0,0,0,9794,0,0,0,0,13502,0,0,0,0,1343,3792,0,0,1906
1081,18796,2,1,5078,3282,653,6217,2,0,22236,100945,0,0,0,73539,0,0,0,0,18303,0,0,0,16357,9103,0,0,0,3437,2442,0,1398,0
1082,16860,2,0,2619,2619,714,5631,2,0,24812,19345,53950,0,0,0,53950,0,0,0,14935,0,0,0,20023,4410,0,0,0,1867,2922,0,0,2400
1083,12645,2,0,2308,2308,714,5631,3,0,58383,4631,89316,0,0,0,89316,0,0,18625,0,0,0,0,33276,4631,0,0,0,2978,3504,2821,0,0
1084,21465,2,0,2653,1933,714,5631,3,0,9066,2778,158384,0,0,0,122998,0,0,0,0,35386,0,0,5836,2778,0,0,0,1467,1763,840,0,809
1085,40312,5,4,1175,0,4151,224,5,0,48614,0,0,0,849,0,0,0,0,10132,0,0,0,0,18079,0,0,0,0,15530,4024,0,3262,3761
1086,25280,5,0,1960,1960,1356,3377,2,0,33953,45791,0,0,0,31483,0,0,0,0,14308,0,0,0,19664,0,0,0,0,8305,5984,0,1532,3818
1087,13478,2,1,2970,1725,1251,4242,2,0,26774,0,55044,2009,0,0,55044,0,0,5516,0,0,0,0,17712,0,0,2009,0,0,3546,5553,0,2039
1088,14414,2,1,540,540,1251,4242,2,0,28067,0,0,0,13222,0,0,0,0,5775,0,0,0,0,5464,0,0,0,0,0,3606,0,0,0
1089,22951,5,0,1225,1021,1643,2932,2,10125,41548,0,0,27399,0,0,0,27399,10125,7079,0,0,0,0,24424,0,0,0,0,1322,8723,6971,0,3799
1090,39672,5,0,2240,2240,1463,3241,1,0,80513,0,0,0,13407,0,0,0,0,14754,0,0,0,0,33815,0,0,0,0,12665,5872,0,4152,4787
1091,22157,5,0,2010,2010,1025,4095,2,0,23700,0,82659,20641,0,0,82659,20641,0,4986,0,0,0,0,13266,0,0,0,0,3030,2418,1143,1096,2185
1092,25566,5,0,3402,1237,1025,4095,2,53730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53730,0,0,0,0,0
1093,50871,5,4,1170,0,3458,416,3,0,23410,0,0,0,1101,0,0,0,0,3681,0,0,0,0,9446,0,0,0,0,5269,3913,0,0,1745
1094,10940,1,0,830,830,820,5247,4,0,35611,0,0,0,14571,0,0,0,0,6829,0,0,0,0,9548,0,0,0,0,1887,2776,0,0,0
1095,12685,1,0,2948,2948,820,5247,4,0,33821,21863,121280,0,1474,0,121280,0,0,0,15916,0,0,0,26029,5947,0,0,0,1942,4376,0,1859,2709
1096,13077,8,0,621,621,5161,1093,5,0,36454,0,0,0,1940,0,0,0,0,7809,0,0,0,0,9287,0,0,0,0,12732,4686,0,2766,0
1097,19252,8,0,504,504,5161,1093,1,0,38187,0,0,0,7063,0,0,0,0,7962,0,0,0,0,10924,0,0,0,0,6013,6225,0,0,0
1098,11412,1,0,933,473,903,5053,2,0,21032,0,0,63990,1683,0,0,60177,0,4074,0,0,0,0,10653,0,0,3813,0,804,3818,0,0,3092
1099,10336,1,0,600,600,903,5053,2,0,34721,0,0,43290,1504,0,0,38672,0,10470,0,0,0,0,20092,0,0,4618,0,0,2655,2412,0,4727
1100,22833,5,4,2243,1176,2628,1061,2,0,29797,38896,0,0,1003,14475,0,0,0,0,17293,0,0,0,13666,7128,0,0,0,11731,3397,0,0,2459
1101,39144,5,4,1800,1400,2723,1010,2,0,29181,41189,0,0,0,15064,0,0,0,0,26125,0,0,0,14877,0,0,0,0,10775,3529,0,530,4860
1102,29810,6,0,1650,1650,1315,3649,2,0,54251,0,0,0,18966,0,0,0,0,3824,0,0,0,0,21705,0,0,0,0,5700,4056,3842,0,3910
1103,17999,6,0,960,960,1315,3649,1,0,59959,0,0,0,12677,0,0,0,0,11535,0,0,0,0,21802,0,0,0,0,10269,3676,0,0,3157
1105,37844,5,4,867,0,3458,416,4,0,36464,0,0,0,1408,0,0,0,0,6302,0,0,0,0,13903,0,0,0,0,12122,2729,0,1450,3613
1106,33640,5,4,1639,1639,3458,416,5,0,31373,0,0,0,3778,0,0,0,0,4853,0,0,0,0,12354,0,0,0,0,3513,6875,0,0,0
1107,33640,5,4,656,656,3458,416,5,0,19368,0,0,0,1333,0,0,0,0,4374,0,0,0,0,4108,0,0,0,0,6985,2568,0,0,0
1108,10940,1,0,5787,4470,761,6183,2,0,22250,115042,0,0,953,88495,0,0,0,0,21672,0,0,0,16624,4875,0,0,0,2579,2094,2643,1201,0
1109,12685,1,0,2284,1142,708,5939,4,0,20077,69381,0,20658,0,50475,0,20658,0,0,13998,0,0,0,14438,4908,0,0,0,1819,3820,0,0,1956
1110,27244,2,1,942,565,1216,4298,5,0,29576,17351,0,0,10834,0,0,0,0,0,10945,0,0,0,8602,6406,0,0,0,3884,6256,0,1302,0
1111,18474,2,0,717,717,1225,4148,5,0,19192,13835,79404,0,0,0,23427,0,0,0,0,55977,0,0,15136,13835,0,0,0,900,3156,0,0,5266
1112,20399,2,0,1282,1282,1225,4148,3,0,20434,78513,0,0,0,58289,0,0,0,0,15777,0,0,0,13199,4447,0,0,0,2876,4359,0,0,2841
1113,18474,2,0,1883,1057,1225,4148,3,0,27006,62422,0,0,0,44939,0,0,0,0,11017,0,0,0,19719,6466,0,0,0,0,7287,0,0,0
1114,19246,3,0,1019,1019,849,5936,4,0,7056,53714,0,0,0,35906,0,0,0,0,11726,0,0,0,4613,6082,0,0,0,1596,847,0,0,0
1115,19246,3,0,1891,1641,849,5936,3,0,17742,49392,0,0,0,34956,0,0,0,0,10914,0,0,0,13792,3522,0,0,0,2334,1616,0,0,2950
1116,25662,3,0,5098,5098,849,5936,2,0,46636,275914,0,0,0,225923,0,0,0,0,37401,0,0,0,27591,12590,0,0,0,7933,11112,0,0,0
1117,11471,8,0,3151,2751,4612,1212,2,0,81216,0,0,0,6403,0,0,0,0,0,0,0,0,0,40631,0,0,0,0,27284,6898,0,3391,3910
1118,22942,8,0,675,675,5161,1093,4,0,49959,0,0,0,2561,0,0,0,0,9902,0,0,0,0,17151,0,0,0,0,15661,4684,0,1279,3722
1119,22942,8,0,989,989,5161,1093,5,0,80933,0,0,0,4667,0,0,0,0,15755,0,0,0,0,25083,0,0,0,0,27834,7594,0,844,7737
1120,18456,9,2,3256,2856,646,1730,2,0,15931,46922,0,0,0,27964,0,0,0,0,15489,0,0,0,9767,3469,0,0,0,0,6164,0,1508,0
1121,18456,9,2,2200,1800,646,1730,2,0,31435,48672,0,0,0,23745,0,0,0,0,13718,0,0,0,22702,11209,0,0,0,1758,6975,3744,1635,2382
1122,18456,9,2,3554,2248,646,1730,2,0,24133,98681,0,0,886,56456,0,0,0,0,33962,0,0,0,18617,8263,0,0,0,1296,3334,0,1398,1629
1123,12605,9,0,4264,3380,106,4670,2,0,44823,79850,0,0,1326,58125,0,0,0,0,21725,0,0,0,36455,0,0,0,0,2112,4930,3054,1673,4168
1124,16663,1,0,3475,2275,777,5312,2,2700,20318,176739,0,0,0,140316,0,0,2700,0,30296,0,0,0,16061,6127,0,0,0,1684,2573,0,684,0
1125,17148,1,0,1877,1877,903,5053,5,0,11652,2796,56254,0,0,0,43426,0,0,0,0,12828,0,0,6120,2796,0,0,0,2170,3362,0,0,0
1126,30414,3,0,1352,1060,653,7526,2,0,18650,80571,0,0,0,80571,0,0,0,5967,0,0,0,0,10778,0,0,0,0,0,1905,0,0,0
1127,20737,3,0,569,569,722,7076,5,0,6635,49974,0,0,0,40512,0,0,0,0,9462,0,0,0,2465,0,0,0,0,0,4170,0,0,0
1128,25040,3,0,3291,2235,722,7076,4,0,26300,152601,0,0,0,152601,0,0,0,8202,0,0,0,0,16337,0,0,0,0,0,1761,1316,0,2894
1129,18780,3,0,1664,1664,722,7076,2,0,48123,0,101521,0,0,0,101521,0,0,10136,0,0,0,0,26463,0,0,0,0,1772,9752,2340,0,10303
1130,25040,3,0,2740,2340,722,7076,2,0,23485,96006,0,0,1222,96006,0,0,0,5313,0,0,0,0,8308,0,0,0,0,1799,6843,0,627,1752
1131,20123,3,0,711,711,722,7076,5,0,9349,0,0,0,4576,0,0,0,0,1600,0,0,0,0,1886,0,0,0,0,800,487,0,0,0
1132,31209,3,0,1487,1487,902,5080,2,0,12867,55582,0,0,0,41465,0,0,0,0,11052,0,0,0,8540,3065,0,0,0,1041,3286,0,0,1998
1133,23475,3,0,2788,2788,902,5080,4,0,17855,68952,0,0,0,52933,0,0,0,0,16019,0,0,0,13827,0,0,0,0,1305,2723,0,0,4239
1134,22219,3,0,2662,761,902,5080,2,0,81642,0,0,0,47483,0,0,0,0,7317,0,0,0,0,21637,0,0,0,0,0,5205,5220,0,8103
1135,23036,5,4,1189,1189,4151,224,2,0,35263,0,0,0,1259,0,0,0,0,7898,0,0,0,0,14354,0,0,0,0,9369,2383,0,0,1971
1136,23036,5,4,1742,871,4151,224,2,0,37559,0,0,0,797,0,0,0,0,4467,0,0,0,0,12751,0,0,0,0,12557,6987,0,0,1312
1137,23036,5,4,1099,1099,4151,224,2,0,54022,0,0,0,1363,0,0,0,0,9357,0,0,0,0,22363,0,0,0,0,15513,5426,0,1579,5888
1138,22331,5,0,891,356,1936,2164,2,0,7650,28606,0,0,0,25449,0,0,0,1783,0,0,0,0,2276,3157,0,0,0,508,3083,0,0,0
1139,17947,6,0,418,418,1315,3649,5,0,24592,0,0,0,6834,0,0,0,0,4536,0,0,0,0,9408,0,0,0,0,0,3814,0,0,3677
1140,29651,7,3,753,753,2947,1376,5,0,39501,0,0,0,4100,0,0,0,0,9133,0,0,0,0,11437,0,0,0,0,9316,5515,0,3235,0
1141,16798,9,0,5776,5376,357,4195,2,0,103448,0,0,0,38203,0,0,0,0,11415,0,0,0,0,39280,0,0,0,0,6499,8051,3285,2267,4520
1142,12002,1,0,1080,1080,447,6822,2,0,18664,0,0,47857,0,0,0,42123,0,5034,0,0,0,0,11167,0,0,5734,0,0,2463,1213,471,2885
1143,26205,3,0,1839,1337,642,6932,2,0,32083,82011,0,0,1354,62833,0,0,0,0,14549,0,0,0,22833,4629,0,0,0,4048,3848,11716,0,0
1144,13404,3,0,1128,1128,1149,5046,2,0,43485,0,0,49572,0,0,0,39087,0,0,0,0,10485,0,23387,0,0,0,0,6314,13784,4297,1685,4197
1145,18780,3,0,1500,1500,1149,5046,2,0,35075,192320,0,0,1100,141949,0,0,0,0,41026,0,0,0,21373,9345,0,0,0,6463,6139,3539,1734,5176
1146,20737,3,0,1131,754,1149,5046,2,0,13505,83452,0,0,0,61951,0,0,0,0,14309,0,0,0,9665,7192,0,0,0,1823,2017,0,0,0
1147,18780,3,0,1152,1152,1149,5046,2,0,29749,91478,0,0,0,51237,0,0,0,0,25778,0,0,0,22828,14463,0,0,0,2800,4121,4734,0,0
1148,16119,4,0,5704,5704,980,5771,2,6750,83219,100842,0,0,3319,96082,0,0,6750,12202,0,0,0,0,45349,4760,0,0,0,14463,7886,4613,4322,4983
1149,16119,4,0,980,980,980,5771,1,0,35638,100945,0,0,0,69056,0,0,0,0,24093,0,0,0,24534,7796,0,0,0,6295,4809,0,0,4921
1150,17799,4,0,1464,1064,980,5771,2,0,26334,71824,0,0,0,53679,0,0,0,0,18145,0,0,0,17530,0,0,0,0,3915,4889,4632,0,3903
1151,11287,4,0,1008,1008,711,8122,1,0,47185,0,0,35162,1971,0,0,32324,0,10802,0,0,0,0,20816,0,0,2838,0,5575,8021,0,0,6192
1152,11287,4,0,1691,1691,711,8122,2,0,29183,0,0,36558,0,0,0,33436,0,8768,0,0,0,0,17579,0,0,3122,0,0,2836,2286,0,3201
1153,11287,4,0,1280,1280,711,8122,1,0,17847,0,0,91330,0,0,0,53645,0,0,0,0,30339,0,13571,0,0,7346,0,2227,2049,0,2941,1546
1154,11287,4,0,1680,1260,711,8122,2,0,29968,0,0,88590,0,0,0,71336,0,0,0,0,13483,0,21649,0,0,3771,0,3422,4897,0,869,0
1155,15006,4,0,1296,540,711,8122,2,0,25177,0,0,64296,4789,0,0,48265,0,0,0,0,13085,0,15217,0,0,2946,0,0,5171,0,0,0
1156,15769,4,0,1594,1344,711,8122,2,0,24321,0,37446,0,0,0,37446,0,0,4912,0,0,0,0,13662,0,0,0,0,2081,3666,1945,0,2328
1157,11287,4,0,480,480,711,8122,1,0,22668,0,0,71439,0,0,0,55358,0,0,0,0,10617,0,16259,0,0,5464,0,2444,3965,0,0,0
1158,12463,4,0,1344,629,711,8122,1,0,14286,0,0,86307,0,0,0,75044,0,0,0,0,11263,0,10828,0,0,0,0,0,3458,0,0,3333
1159,31537,5,4,1846,1846,3458,416,2,0,69458,0,0,0,3990,0,0,0,0,15099,0,0,0,0,28838,0,0,0,0,16066,5465,0,0,3713
1160,33640,5,4,552,184,3458,416,1,0,48795,0,0,13608,3167,0,0,0,0,16048,0,0,0,0,18142,0,0,13608,0,6134,5304,0,0,0
1161,20963,7,0,2077,1677,2604,1718,2,0,42029,53096,0,0,0,25563,0,0,0,0,21572,0,0,0,24762,5961,0,0,0,14095,3172,2340,638,5846
1162,10901,8,0,2330,2330,538,7594,2,0,44553,0,0,109665,0,0,0,109665,0,10578,0,0,0,0,29820,0,0,0,0,0,4155,4754,2417,2197
1163,14492,8,0,2175,2175,538,7594,2,0,56626,0,0,45665,0,0,0,45665,0,8489,0,0,0,0,35326,0,0,0,0,0,12811,12273,0,4024
1164,14492,8,0,4040,3070,538,7594,2,0,7564,0,0,94253,0,0,0,85366,0,0,0,0,8887,0,6110,0,0,0,0,0,1454,1428,0,731
1165,11466,8,0,2480,2240,538,7594,2,0,156833,0,0,0,58368,0,0,0,0,35819,0,0,0,0,57166,0,0,0,0,0,5480,7888,0,12442
1166,19058,2,0,1824,1824,704,5263,3,0,14781,82320,0,0,0,61661,0,0,0,0,15578,0,0,0,11622,5081,0,0,0,0,3159,0,0,2678
1167,98559,5,0,2710,2460,1072,4394,3,0,12833,69458,0,0,0,51349,0,0,0,0,14424,0,0,0,8246,3685,0,0,0,2811,1776,0,430,1539
