# File: RECS_2001.csv
# Title: Residential Energy Consumption Survey 2001
# Source: Fill in
# Units: Fill in
DOEID,NWEIGHT,DIVISION,LRGSTATE,TOTSQFT,TOTHSQFT,CDD65,HDD65,TYPEHUQ,BTUKER,BTUEL,BTUNG,BTUFO,BTULP,BTUELSPH,BTUNGSPH,BTUFOSPH,BTULPSPH,BTUKRSPH,BTUELWTH,BTUNGWTH,BTUFOWTH,BTULPWTH,BTUKRWTH,BTUELAPL,BTUNGAPL,BTUFOAPL,BTULPAPL,BTUKRAPL,BTUELCOL,BTUELRFG,BTUELFZZ,BTUELDWH,BTUELCDR
5165,50081,3,0,3531,2898,1064,5530,2,0,52217,110103,0,0,1449,76888,0,0,0,0,33215,0,0,0,32290,0,0,0,0,10614,7864,2930,2284,3551
5166,31627,7,3,2134,1734,2580,2340,2,0,70654,10836,0,0,17470,0,0,0,0,0,10836,0,0,0,26323,0,0,0,0,18778,8083,0,2313,3369
5167,17441,8,0,1736,1736,592,6074,2,0,38013,0,0,90143,0,0,0,59094,0,0,0,0,24382,0,32449,0,0,6667,0,2569,2995,2204,3768,3389
5168,27244,2,1,993,993,1216,4298,5,0,11751,5145,131356,0,0,0,63005,0,0,0,0,68351,0,0,8719,5145,0,0,0,928,2104,0,0,0
5169,27593,2,1,1623,1623,1216,4298,4,0,24877,15847,0,0,0,11957,0,0,0,0,2929,0,0,0,17439,961,0,0,0,1791,5647,3572,0,1768
5170,55186,2,1,1756,1756,1216,4298,5,0,23990,0,23980,0,0,0,11665,0,0,0,0,12315,0,0,16161,0,0,0,0,4972,2857,0,3699,0
5171,23093,2,0,2103,1363,1404,4168,3,0,49846,0,0,0,24624,0,0,0,0,7282,0,0,0,0,11717,0,0,0,0,2152,4071,3277,0,1922
5172,16414,2,0,602,602,1271,4398,5,0,11240,23604,0,0,0,15660,0,0,0,0,7944,0,0,0,5958,0,0,0,0,3056,2226,0,0,0
5173,29511,3,0,2139,2139,931,5855,4,0,14080,93645,0,0,0,68606,0,0,0,0,15945,0,0,0,9366,9094,0,0,0,2238,2476,0,0,0
5174,33948,3,0,1750,875,849,5936,2,0,28722,160010,0,0,0,116183,0,0,0,0,33873,0,0,0,19218,9954,0,0,0,3152,6352,2338,0,3795
5175,16974,3,0,1250,1250,863,5637,2,0,11311,124715,0,0,0,98760,0,0,0,0,16508,0,0,0,8291,9447,0,0,0,0,3020,0,0,0
5176,37062,7,3,1100,1100,3086,1189,2,0,49956,51875,0,0,0,16422,0,0,0,0,29414,0,0,0,28532,6039,0,0,0,15743,5681,5617,2210,0
5177,29691,9,0,712,712,106,4670,5,0,18529,0,0,0,9739,0,0,0,0,3000,0,0,0,0,3945,0,0,0,0,0,1845,0,0,0
5178,15756,9,0,1428,714,106,4670,2,0,72295,0,0,0,19615,0,0,0,0,10933,0,0,0,0,39511,0,0,0,0,0,2236,1467,2070,4127
5179,15756,9,0,2040,1343,106,4670,2,0,23952,71927,0,0,1252,53239,0,0,0,0,18688,0,0,0,19419,0,0,0,0,0,3281,2497,1579,2300
5180,28564,5,0,1708,1708,1936,2164,3,0,121426,0,0,0,20353,0,0,0,0,18640,0,0,0,0,49385,0,0,0,0,26015,7033,0,0,7037
5181,29651,7,3,2043,2043,2947,1376,2,0,53278,0,0,0,4893,0,0,0,0,11953,0,0,0,0,18107,0,0,0,0,13612,4713,0,2816,3247
5182,36300,5,0,5518,4863,1648,2592,2,0,41343,22432,0,0,2338,15345,0,0,0,0,7087,0,0,0,29720,0,0,0,0,4865,4420,3624,1761,3510
5183,34416,5,0,3416,3416,1648,2592,2,0,49218,30767,0,0,0,30767,0,0,0,10211,0,0,0,0,25307,0,0,0,0,9862,3838,5157,3054,2746
5184,21779,5,0,1799,1799,1648,2592,2,0,36843,26061,0,0,0,26061,0,0,0,9024,0,0,0,0,23216,0,0,0,0,0,4603,4049,0,4223
5185,18544,7,3,3312,2912,1828,4280,2,0,31551,61431,0,0,0,49622,0,0,0,0,11809,0,0,0,18909,0,0,0,0,6577,6065,2609,1651,4113
5186,27593,2,1,759,253,1216,4298,5,0,4378,8541,50238,0,0,0,25351,0,0,0,0,24887,0,0,3259,8541,0,0,0,0,1119,0,0,0
5187,27264,2,0,2149,2149,1045,4781,2,0,68659,0,0,0,25499,0,0,0,0,11198,0,0,0,0,21090,0,0,0,0,5802,5070,0,1780,2593
5188,27264,2,0,1905,1164,1045,4781,2,0,69595,0,0,0,28125,0,0,0,0,7579,0,0,0,0,21284,0,0,0,0,8875,3732,4903,797,2854
5189,27619,2,0,461,461,1271,4398,5,0,4555,21235,0,0,0,15044,0,0,0,0,3908,0,0,0,2382,2283,0,0,0,915,1258,0,0,0
5190,23251,7,3,1972,1972,2875,1568,2,0,72379,0,0,0,9305,0,0,0,0,12333,0,0,0,0,33550,0,0,0,0,13902,3289,4730,3469,8625
5191,15403,2,0,2939,1067,961,4850,2,0,66012,0,0,0,29505,0,0,0,0,5823,0,0,0,0,18418,0,0,0,0,6142,6124,0,0,3125
5192,46951,3,0,5221,4821,713,6796,2,0,56830,104341,0,0,1489,67403,0,0,0,0,31907,0,0,0,39821,5031,0,0,0,7242,8278,4375,4058,0
5193,19469,9,2,1620,648,1050,1290,2,0,15985,61740,0,0,0,26636,0,0,0,0,21917,0,0,0,10428,13187,0,0,0,0,5557,0,0,0
5194,33959,9,2,1792,1792,2041,1849,2,0,49215,0,0,0,6813,0,0,0,0,7531,0,0,0,0,19319,0,0,0,0,9731,5821,0,705,2524
5195,13450,3,0,3180,2385,590,7927,2,0,32247,0,0,120373,0,0,0,82327,0,0,0,0,26977,0,24688,0,0,11069,0,4175,3384,5532,1152,0
5196,16773,4,0,635,635,1294,4665,5,0,12048,15015,0,0,0,8507,0,0,0,0,6508,0,0,0,7124,0,0,0,0,2353,2571,0,0,0
5197,31795,5,4,4533,2466,4151,224,2,0,38887,0,0,0,2427,0,0,0,0,6521,0,0,0,0,18671,0,0,0,0,0,11268,0,2122,3091
5198,30625,5,4,660,330,2726,992,1,0,16507,0,0,0,2894,0,0,0,0,2840,0,0,0,0,3820,0,0,0,0,2414,4539,0,0,0
5199,23036,5,4,1015,1015,2726,992,2,0,53640,0,0,0,8259,0,0,0,0,10032,0,0,0,0,13555,0,0,0,0,17135,4659,0,0,0
5200,17927,7,0,3000,2750,2078,3287,2,0,49682,65856,0,0,0,43650,0,0,0,0,22206,0,0,0,27255,0,0,0,0,19389,3038,0,0,6022
5201,27244,2,1,987,987,1216,4298,5,0,32968,37096,0,0,17916,0,0,0,0,0,28844,0,0,0,7681,8252,0,0,0,3696,3675,0,0,0
5202,27244,2,1,4536,4286,1251,4242,2,0,70915,243564,0,0,0,198747,0,0,0,0,39091,0,0,0,46479,5726,0,0,0,16403,8033,0,3520,0
5203,27264,2,0,1943,1543,1083,4931,2,0,84944,0,101660,0,27844,0,0,0,0,0,0,101660,0,0,37079,0,0,0,0,11071,8950,4816,2559,2983
5204,27264,2,0,2452,1567,1083,4931,2,0,32544,0,97083,0,0,0,97083,0,0,5313,0,0,0,0,21903,0,0,0,0,1755,3573,5751,1528,1781
5205,19630,2,0,2298,1532,1045,4781,2,0,20100,108354,0,0,0,80973,0,0,0,0,19221,0,0,0,10187,8160,0,0,0,6399,3514,0,2616,0
5206,23806,3,0,2422,2022,863,5637,2,0,17988,126876,0,0,0,91855,0,0,0,0,22581,0,0,0,8399,12440,0,0,0,2502,7087,0,1694,0
5207,45469,7,3,4896,544,3086,1189,2,0,70498,61855,0,0,0,30607,0,0,0,0,23556,0,0,0,31103,7692,0,0,0,32141,7254,0,4203,2834
5208,12664,6,0,1368,161,1797,2620,2,0,21845,23924,0,0,0,14331,0,0,0,0,5973,0,0,0,16888,3620,0,0,0,0,4957,10149,0,0
5209,15674,6,0,1296,1296,1907,2760,2,0,64705,103415,0,0,5310,65662,0,0,0,0,23537,0,0,0,32689,14216,0,0,0,18766,7940,0,0,0
5210,12861,9,0,754,754,531,5897,1,0,83641,0,0,0,35649,0,0,0,0,19524,0,0,0,0,22148,0,0,0,0,0,6320,0,0,0
5211,16076,9,0,1508,1508,357,6860,1,0,79776,0,0,0,34533,0,0,0,0,15512,0,0,0,0,20346,0,0,0,0,4189,5196,0,0,3676
5212,15216,4,0,6102,5702,1713,4249,2,0,47543,76146,0,0,0,55144,0,0,0,0,21002,0,0,0,25545,0,0,0,0,16684,5314,0,636,3894
5213,22586,7,3,4756,4756,3086,1189,2,0,62863,60917,0,0,0,35991,0,0,0,0,24926,0,0,0,30581,0,0,0,0,22127,10155,0,2276,4536
5214,23251,7,3,3384,3384,2875,1568,2,0,110047,0,0,0,18393,0,0,0,0,17749,0,0,0,0,39959,0,0,0,0,25499,8447,4155,5080,8769
5215,23856,9,2,1140,1140,446,1539,2,0,25007,0,0,0,6344,0,0,0,0,5934,0,0,0,0,9939,0,0,0,0,0,2790,0,0,2777
5216,37497,9,2,1170,1170,446,1539,2,0,30319,43630,0,0,0,27842,0,0,0,0,10927,0,0,0,13172,4861,0,0,0,5406,11741,0,0,0
5217,22957,2,0,1026,1026,1027,4807,5,0,39211,0,0,0,15983,0,0,0,0,6929,0,0,0,0,11161,0,0,0,0,2658,2480,0,530,0
5218,22957,2,0,1026,1026,1027,4807,5,0,115066,0,0,0,38451,0,0,0,0,18450,0,0,0,0,34824,0,0,0,0,14127,9214,0,4245,6184
5219,23803,5,0,961,961,1936,2164,4,0,42740,0,0,0,7198,0,0,0,0,6252,0,0,0,0,17550,0,0,0,0,7685,4055,0,1798,3584
5220,21779,5,0,5237,5237,1648,2592,2,0,67500,53096,0,0,1217,53096,0,0,0,7327,0,0,0,0,36079,0,0,0,0,10828,12049,4231,1919,5725
5221,12228,9,0,869,869,357,6860,2,0,12221,0,0,17543,0,0,0,13134,0,0,0,0,2894,0,9419,0,0,1515,0,0,2802,0,0,0
5222,12228,9,0,3800,3400,357,6860,2,0,52709,0,0,0,3278,0,0,0,0,13711,0,0,0,0,28097,0,0,0,0,0,7623,6875,2485,4829
5223,12228,9,0,3188,2588,357,6860,2,0,33284,0,0,0,1965,0,0,0,0,8221,0,0,0,0,17734,0,0,0,0,1820,3544,3113,0,0
5224,13502,9,0,2242,2242,357,6860,2,0,22908,0,0,0,3548,0,0,0,0,5014,0,0,0,0,12360,0,0,0,0,0,1986,1303,1606,0
5225,12228,9,0,1296,0,357,6860,2,0,27299,0,0,0,1854,0,0,0,0,4843,0,0,0,0,13100,0,0,0,0,784,6718,2937,1405,0
5226,41949,5,4,1031,1031,4553,83,5,0,47178,0,0,0,1173,0,0,0,0,7880,0,0,0,0,9100,0,0,0,0,20976,8049,0,0,0
5227,37991,5,4,1212,0,4546,138,3,0,57653,0,0,0,900,0,0,0,0,9728,0,0,0,0,13750,0,0,0,0,27350,5925,0,0,0
5228,22365,9,2,771,514,446,1539,5,0,12370,8290,0,0,0,3376,0,0,0,0,4914,0,0,0,9067,0,0,0,0,0,3303,0,1320,0
5229,19933,9,2,312,104,152,1967,1,0,23865,0,0,5813,5244,0,0,0,0,6042,0,0,0,0,9155,0,0,5813,0,0,3424,0,0,0
5230,16587,2,0,3170,3170,608,5826,3,0,27289,0,0,0,0,0,0,0,0,0,0,0,0,0,21342,0,0,0,0,2138,3809,2140,1789,2408
5231,27649,3,0,3294,2894,1083,4889,2,0,26412,78616,0,0,830,66746,0,0,0,0,11870,0,0,0,14926,0,0,0,0,3786,6870,2640,426,1526
5232,11469,6,0,4480,4263,1797,2620,2,0,60747,43938,0,0,0,43938,0,0,0,15522,0,0,0,0,20726,0,0,0,0,16634,7865,0,0,4882
5233,15292,6,0,936,936,1797,2620,2,1319,48925,112778,0,0,0,77608,0,0,1319,0,35170,0,0,0,29085,0,0,0,0,12620,7220,2865,0,4082
5234,16199,6,0,712,475,2716,1291,4,0,47597,0,0,0,5595,0,0,0,0,10115,0,0,0,0,13376,0,0,0,0,13814,4697,0,2615,0
5235,19740,9,2,2614,2214,828,2443,2,0,27245,52685,0,0,0,26939,0,0,0,0,25746,0,0,0,23431,0,0,0,0,0,3814,0,3025,3488
5236,15749,6,0,2128,2128,1833,2565,1,0,78234,0,0,0,13879,0,0,0,0,15685,0,0,0,0,32597,0,0,0,0,12510,3563,3518,0,4860
5237,16874,6,0,2432,2032,1833,2565,2,0,61160,0,0,0,10446,0,0,0,0,11366,0,0,0,0,19522,0,0,0,0,14018,5808,2628,2102,0
5238,16269,6,0,792,396,1833,2565,2,0,20302,0,0,22832,0,0,0,13706,0,0,0,0,6913,0,16336,0,0,2213,0,898,3068,5313,0,4185
5239,21224,9,2,2639,1791,579,1971,2,0,12283,22329,0,0,0,12134,0,0,0,0,10195,0,0,0,9558,0,0,0,0,0,2725,0,0,0
5240,22576,4,0,2700,2700,1114,4873,2,0,36103,0,0,78246,0,0,0,58675,0,0,0,0,12241,0,27528,0,0,7330,0,4252,4323,6958,1471,0
5241,22576,4,0,768,768,1114,4873,2,0,28548,0,0,40284,0,0,0,28436,0,0,0,0,8179,0,20163,0,0,3669,0,3735,4650,5869,0,0
5242,21748,2,0,2674,2274,1404,4168,2,0,27130,180533,0,0,0,156834,0,0,0,0,23699,0,0,0,16133,0,0,0,0,6885,4112,0,1569,2286
5243,19933,9,2,467,467,544,1413,5,0,6374,20168,0,0,0,4049,0,0,0,0,10261,0,0,0,4711,5858,0,0,0,0,1663,0,0,0
5244,33959,9,2,684,0,544,1413,4,0,10492,0,0,0,0,0,0,0,0,4403,0,0,0,0,4113,0,0,0,0,0,1976,0,0,0
5245,22225,4,0,1285,1285,1294,4665,5,0,12164,36941,0,0,0,22972,0,0,0,0,13969,0,0,0,6515,0,0,0,0,3270,2379,0,0,1345
5246,12579,6,0,1976,1186,1797,2620,2,0,50511,43424,0,0,0,35246,0,0,0,8741,0,0,0,0,19878,8178,0,0,0,12168,9724,5505,0,0
5247,14906,6,0,4480,4480,1797,2620,2,0,61099,36221,0,0,16697,22577,0,0,0,0,13644,0,0,0,19164,0,0,0,0,13475,11763,0,0,3093
5248,13499,6,0,1216,1216,1797,2620,2,0,26733,57521,0,0,0,37400,0,0,0,0,20121,0,0,0,14266,0,0,0,0,8516,3951,0,0,0
5249,23328,9,2,550,550,828,2443,4,0,13781,20847,0,0,0,15690,0,0,0,0,5157,0,0,0,10991,0,0,0,0,0,2790,0,734,0
5250,17547,9,2,2734,2734,828,2443,2,0,21199,76043,0,0,0,51449,0,0,0,0,24594,0,0,0,17810,0,0,0,0,0,3389,0,3106,2094
5251,25566,5,0,3456,2616,1025,4095,2,0,58352,0,18862,0,0,0,18862,0,0,12901,0,0,0,0,23187,0,0,0,0,15258,7006,0,0,4710
5252,17454,1,0,753,753,820,5247,5,0,9322,17583,0,0,0,10899,0,0,0,0,6684,0,0,0,6282,0,0,0,0,1165,1875,0,1214,0
5253,19026,1,0,2817,1760,769,5549,4,0,24572,0,44258,0,0,0,25691,0,0,0,0,18567,0,0,17235,0,0,0,0,4897,2440,0,0,3966
5254,28588,4,0,947,947,1713,4249,4,0,48730,0,0,0,14726,0,0,0,0,7947,0,0,0,0,15274,0,0,0,0,7592,3191,2941,0,0
5255,19020,4,0,942,942,1713,4249,2,0,20370,65547,0,0,0,49718,0,0,0,0,15829,0,0,0,13367,0,0,0,0,4428,2575,3716,1790,0
5256,43190,5,4,1047,628,3675,421,2,0,75102,0,0,0,3520,0,0,0,0,19322,0,0,0,0,28979,0,0,0,0,17031,6250,0,4901,3304
5257,16979,9,2,1434,250,1058,1281,3,0,28552,60094,0,0,0,12206,0,0,0,0,30433,0,0,0,20568,17455,0,0,0,0,7984,0,0,0
5258,23554,3,0,5243,4843,653,7526,2,0,102536,0,0,0,0,0,0,0,0,38742,0,0,0,0,55663,0,0,0,0,0,8131,5295,6727,0
5259,19170,4,0,7469,7469,1294,4665,2,0,69406,39005,0,0,23982,0,0,0,0,0,39005,0,0,0,25579,0,0,0,0,12316,7529,0,2288,5689
5260,19170,4,0,6296,5425,1294,4665,2,0,139284,0,0,0,39513,0,0,0,0,13027,0,0,0,0,50074,0,0,0,0,21760,14910,2573,1758,2561
5261,19051,4,0,1285,964,1294,4665,5,0,19329,27680,0,0,7101,0,0,0,0,0,27680,0,0,0,6427,0,0,0,0,3177,2624,0,414,1484
5262,21514,9,2,1379,1379,828,2443,2,0,7138,0,0,55897,773,0,0,32661,0,0,0,0,17227,0,4722,0,0,6009,0,0,1643,624,0,1161
5263,15216,4,0,3502,2852,1377,4404,2,0,89568,0,0,0,31218,0,0,0,0,11067,0,0,0,0,35622,0,0,0,0,6677,4984,5059,1910,7123
5264,15216,4,0,4968,4968,1377,4404,2,0,164059,0,0,0,49949,0,0,0,0,23635,0,0,0,0,53054,0,0,0,0,25598,11823,4439,1232,3442
5265,15814,4,0,2704,2454,711,6727,2,0,22457,71723,0,0,0,57056,0,0,0,0,14667,0,0,0,18246,0,0,0,0,0,4211,0,0,3031
5266,15769,4,0,868,700,711,6727,2,0,11500,0,66555,4293,0,0,66555,0,0,0,0,0,2816,0,4177,0,0,1477,0,1935,5388,0,0,0
5267,21009,1,0,2756,2756,820,5247,4,0,18572,98167,0,0,0,87425,0,0,0,0,10742,0,0,0,11563,0,0,0,0,2614,4395,0,1807,2632
5268,44630,5,0,1384,692,1420,3047,2,0,52702,77690,0,0,0,47154,0,0,0,0,30536,0,0,0,35165,0,0,0,0,11755,5782,7526,0,4658
5269,23787,9,2,500,0,446,1539,4,0,14317,17583,0,0,0,8939,0,0,0,0,5321,0,0,0,10286,3323,0,0,0,548,3483,5454,0,0
5270,17365,9,2,800,800,106,6083,1,0,14377,94049,0,0,0,64916,0,0,0,0,20951,0,0,0,12292,8182,0,0,0,0,2085,0,1651,0
5271,12645,2,0,3770,3575,983,4880,3,0,22217,0,45078,0,1096,0,45078,0,0,7628,0,0,0,0,11283,0,0,0,0,0,2210,0,0,2014
5272,17515,2,0,1728,1152,881,5289,3,0,16721,0,83609,0,0,0,83609,0,0,3901,0,0,0,0,8297,0,0,0,0,0,4523,2558,0,1287
5273,28170,3,0,1185,948,1083,4889,3,0,26719,78101,0,0,1908,58360,0,0,0,0,12500,0,0,0,13853,7241,0,0,0,5678,5280,0,0,0
5274,37560,3,0,2688,2688,537,6019,2,0,24494,151983,0,0,0,113169,0,0,0,0,25011,0,0,0,21339,13803,0,0,0,0,3155,0,0,0
5275,41473,3,0,2736,2336,606,5725,2,0,18587,68204,0,0,0,51493,0,0,0,0,10809,0,0,0,10266,5902,0,0,0,5446,2875,0,0,0
5276,16773,4,0,2596,1594,1294,4665,3,0,40941,33031,0,0,0,21294,0,0,0,0,11737,0,0,0,26532,0,0,0,0,8891,5518,0,5992,0
5277,22947,4,0,2064,1869,711,6727,2,0,25300,60814,0,0,0,43535,0,0,0,0,13099,0,0,0,19038,4180,0,0,0,1839,4423,3733,0,2502
5278,22947,4,0,1998,1877,711,6727,2,0,44933,122863,0,0,0,84425,0,0,0,0,29482,0,0,0,32386,8956,0,0,0,8471,4076,4399,0,7550
5279,17210,4,0,1244,1244,711,6727,4,0,82052,63592,0,0,7425,63592,0,0,0,24691,0,0,0,0,27848,0,0,0,0,11823,10265,0,0,0
5280,30082,2,1,561,561,1216,4298,5,0,6432,7986,0,0,2739,0,0,0,0,0,5038,0,0,0,2137,2948,0,0,0,554,1002,0,0,0
5281,27593,2,1,1310,1310,1216,4298,4,0,30909,11628,0,0,0,8168,0,0,0,0,2421,0,0,0,19621,1039,0,0,0,3515,7773,0,2314,0
5282,25919,2,1,3217,3217,571,6243,4,0,46401,15015,0,0,28882,0,0,0,0,0,11364,0,0,0,13264,3651,0,0,0,1602,2653,1691,0,3871
5283,25393,3,0,1440,1440,863,5637,3,0,23239,147147,0,0,0,127137,0,0,0,0,20010,0,0,0,18001,0,0,0,0,2941,2297,3315,1473,3669
5284,19020,4,0,1184,1184,1713,4249,2,0,30381,84939,0,0,0,56105,0,0,0,0,21649,0,0,0,18461,7185,0,0,0,7941,3979,0,0,4096
5285,29821,9,2,2112,2112,446,1539,2,0,17691,58571,0,0,0,30392,0,0,0,0,18210,0,0,0,12827,9969,0,0,0,0,4864,0,0,0
5286,13580,1,0,2872,1748,887,5456,2,0,11034,111029,0,0,0,91205,0,0,0,0,15540,0,0,0,5919,4284,0,0,0,0,5115,0,0,1772
5287,28468,6,0,2813,1406,1797,2620,2,0,40951,0,0,42742,0,0,0,42742,0,7679,0,0,0,0,20696,0,0,0,0,7124,5452,0,0,4904
5288,14805,6,0,2817,1208,1797,2620,3,0,92018,0,0,0,18818,0,0,0,0,15263,0,0,0,0,31153,0,0,0,0,19244,7540,0,2313,5762
5289,11287,4,0,3650,2538,708,7574,2,0,102370,0,0,133433,0,0,0,99559,0,0,0,0,33874,0,76927,0,0,0,0,14856,10587,12875,6051,10445
5290,27822,9,0,2604,1102,531,5897,2,0,80117,0,0,1666,46458,0,0,0,0,7277,0,0,0,0,18100,0,0,1666,0,0,8282,0,0,5523
5291,21435,9,0,1413,1413,531,5897,2,0,103433,0,0,0,24750,0,0,0,0,21221,0,0,0,0,52873,0,0,0,0,0,4589,13749,0,6775
5292,21435,9,0,4256,3192,531,5897,2,0,84325,0,0,0,40297,0,0,0,0,12539,0,0,0,0,27967,0,0,0,0,0,3522,0,2148,3129
5293,12861,9,0,1924,770,531,5897,2,0,71660,0,0,0,35603,0,0,0,0,9918,0,0,0,0,22288,0,0,0,0,0,3851,10118,0,0
5294,33948,3,0,3200,2800,931,5855,2,0,36014,89111,0,0,0,56554,0,0,0,0,21672,0,0,0,17849,10885,0,0,0,5084,13081,0,1761,0
5295,33948,3,0,2300,1900,931,5855,2,0,41278,138298,0,0,0,77754,0,0,0,0,42876,0,0,0,26583,17668,0,0,0,9839,4856,0,4353,0
5296,24337,9,2,602,602,1050,1290,5,0,6821,7383,0,0,1685,0,0,0,0,0,7383,0,0,0,2674,0,0,0,0,898,1564,0,0,0
5297,17632,9,2,2015,2015,1050,1290,2,0,22393,18008,0,0,0,8545,0,0,0,0,7711,0,0,0,10421,1752,0,0,0,3787,8185,0,671,0
5298,17873,9,2,1701,871,135,2642,2,0,8018,23769,0,0,0,12895,0,0,0,0,8965,0,0,0,6977,1909,0,0,0,0,1041,0,863,0
5299,44353,2,0,2454,1786,961,4850,3,0,15870,154718,0,0,0,97099,0,0,0,0,40074,0,0,0,9706,17545,0,0,0,4021,2143,0,1250,0
5300,28313,5,0,2116,1852,1555,2957,2,0,36458,77677,0,0,0,50960,0,0,0,0,26717,0,0,0,21472,0,0,0,0,8562,6424,0,1447,3605
5301,52559,7,3,1059,1059,2580,2340,5,0,15429,0,0,0,3489,0,0,0,0,2010,0,0,0,0,4496,0,0,0,0,3949,1485,0,654,953
5302,35886,4,0,1400,1400,1114,4873,2,0,55006,0,0,0,19450,0,0,0,0,8220,0,0,0,0,17623,0,0,0,0,6605,3108,0,2073,4132
5303,14353,4,0,3031,2344,1114,4873,3,0,75345,0,0,0,23358,0,0,0,0,9167,0,0,0,0,31153,0,0,0,0,8527,3140,2378,2094,4175
5304,11952,4,0,1330,1330,1114,4873,2,0,19994,0,0,73977,0,0,0,51626,0,0,0,0,22351,0,13537,0,0,0,0,4448,2009,1380,1302,2595
5305,35886,4,0,840,840,1114,4873,2,0,43401,64210,0,0,15403,64210,0,0,0,7880,0,0,0,0,13750,0,0,0,0,2771,3597,0,0,3589
5306,22261,4,0,600,600,1114,4873,2,0,13635,71996,0,0,0,56978,0,0,0,0,15018,0,0,0,7744,0,0,0,0,2320,3571,0,0,2084
5307,32927,9,2,665,665,446,1539,5,0,6833,12877,0,0,0,4916,0,0,0,0,4901,0,0,0,4368,3060,0,0,0,0,2465,0,0,0
5308,13986,1,0,4704,4116,777,5312,2,0,8440,2631,142491,0,0,0,130122,0,0,0,0,12369,0,0,5615,2631,0,0,0,0,2825,0,0,0
5309,25920,3,0,1748,1348,973,5641,2,0,47031,65033,0,0,2015,50404,0,0,0,0,11885,0,0,0,27983,2744,0,0,0,6137,10896,5435,0,7395
5310,17776,3,0,475,475,973,5641,3,0,20516,0,0,0,12974,0,0,0,0,2186,0,0,0,0,1961,0,0,0,0,627,2768,0,0,0
5311,20138,2,1,6242,4215,1251,4242,2,0,66551,219383,0,0,0,130978,0,0,0,0,27450,0,0,0,52034,60955,0,0,0,3706,10811,0,4433,0
5312,16410,1,0,949,475,583,5455,2,0,10246,46717,0,0,1411,42145,0,0,0,0,4572,0,0,0,4888,0,0,0,0,0,3947,0,0,0
5313,21840,7,3,4326,3926,2642,2294,2,0,71823,81497,0,0,0,46963,0,0,0,0,34534,0,0,0,37926,0,0,0,0,27282,6615,0,2352,4688
5314,29734,9,2,272,272,446,1539,5,0,4718,3167,0,0,0,3167,0,0,0,0,0,0,0,0,3255,0,0,0,0,0,1463,0,0,0
5315,29734,9,2,573,573,446,1539,5,0,9011,17718,0,0,0,6151,0,0,0,0,7121,0,0,0,6464,4446,0,0,0,0,2547,0,0,0
5316,22365,9,2,794,794,446,1539,5,0,10976,20671,0,0,0,5387,0,0,0,0,9744,0,0,0,9300,5540,0,0,0,0,1676,0,0,0
5317,25920,3,0,1083,1083,1064,5530,5,0,11669,23873,0,0,0,16062,0,0,0,0,7811,0,0,0,6683,0,0,0,0,3254,1732,0,0,1554
5318,31209,3,0,957,957,1064,5530,5,0,18449,43053,0,0,0,31146,0,0,0,0,7568,0,0,0,13296,4339,0,0,0,2320,2833,0,1744,0
5319,16831,1,0,1248,1248,447,6822,1,0,40872,0,56013,0,3018,0,56013,0,0,9950,0,0,0,0,21311,0,0,0,0,808,5785,0,1819,2649
5320,15185,6,0,2320,2320,1833,2565,2,0,54630,0,0,67402,0,0,0,58005,0,11855,0,0,0,0,26432,0,0,9397,0,13492,2851,2139,0,8385
5321,21629,6,0,700,280,1833,2565,2,0,18858,0,0,26291,0,0,0,23788,0,5388,0,0,0,0,7727,0,0,2503,0,0,5743,0,0,2554
5322,20448,2,0,3432,3032,1045,4781,2,0,83031,0,0,0,20523,0,0,0,0,13452,0,0,0,0,35747,0,0,0,0,8941,4368,7142,2898,2606
5323,21840,7,3,1212,1212,2642,2294,5,0,41241,0,0,0,10235,0,0,0,0,6632,0,0,0,0,8808,0,0,0,0,10923,4643,0,1526,0
5324,24696,9,2,895,895,446,1539,5,0,16135,0,0,0,6072,0,0,0,0,3168,0,0,0,0,3814,0,0,0,0,0,3081,0,0,0
5325,22365,9,2,794,794,446,1539,5,0,12253,14988,0,0,0,8436,0,0,0,0,0,0,0,0,9595,6552,0,0,0,0,2658,0,0,0
5326,28170,3,0,672,672,1072,5409,1,0,29319,127596,0,0,0,73947,0,0,0,0,39637,0,0,0,22400,14012,0,0,0,0,6919,0,0,6957
5327,18780,3,0,1082,1082,1064,5530,1,0,29418,78204,0,0,0,46667,0,0,0,0,20321,0,0,0,16242,11216,0,0,0,6359,6817,4009,0,0
5328,32176,5,4,1550,1550,2726,992,4,0,51555,0,0,0,5676,0,0,0,0,9445,0,0,0,0,16476,0,0,0,0,15822,4136,0,0,2515
5329,26794,7,3,830,830,2642,2294,4,0,16825,63755,0,0,0,49672,0,0,0,0,8742,0,0,0,7432,5341,0,0,0,4695,4698,0,0,0
5330,17417,7,3,1517,1084,2916,2022,2,0,68124,50833,0,0,1451,30528,0,0,0,0,20305,0,0,0,39805,0,0,0,0,11031,15837,8598,0,9833
5331,17417,7,3,3510,2194,2916,2022,2,0,57697,84995,0,0,2806,54734,0,0,0,0,23923,0,0,0,38099,6338,0,0,0,4611,12181,2964,3654,4213
5332,36401,7,3,840,840,2642,2294,2,0,54015,54228,0,0,11260,0,0,0,0,0,37609,0,0,0,22851,16619,0,0,0,14388,5516,0,1540,3837
