# File: reeds_offshore_wind_curve_CF_avg.csv
# Title: Offshore Wind Average Annual Capacity Factor by ReEDS Wind Region and Class
# Units: unitless (capacity factor)
# Comments: Annual average capacity factor for each ReEDS wind resource region / wind class.  Calculated by taking the average of (8760) hourly net capacity factor profiles for each wind resource region / wind class.
# Source: Information based on ReEDS version 2017.  Files provided by ReEDS team in April 2017.
# Column types: icn
#  ----------
Wind_Resource_Region,TRG,CF
25,class3,0.390876454
25,class4,0.335318148
25,class6,0.441164723
25,class7,0.38428883
25,class8,0.488366688
25,class9,0.459622839
256,class10,0.36795259
256,class3,0.376141338
256,class4,0.366059572
256,class7,0.36795259
261,class4,0.339135925
264,class4,0.331816409
267,class4,0.326573046
268,class4,0.322939792
269,class4,0.327818919
270,class4,0.320719676
275,class10,0.385907041
275,class3,0.383323211
275,class4,0.353635423
275,class7,0.391276396
29,class1,0.49112059
29,class10,0.401492936
29,class2,0.454661695
29,class3,0.389511671
29,class4,0.334894549
29,class5,0.479489739
29,class6,0.44689997
29,class7,0.394785958
29,class8,0.484948639
29,class9,0.453941965
292,class10,0.400895348
292,class2,0.431645003
292,class3,0.410639723
292,class4,0.352495978
292,class6,0.437995703
292,class7,0.422836074
292,class9,0.439207197
293,class10,0.381520666
293,class2,0.431415914
293,class3,0.407286169
293,class4,0.354141263
293,class6,0.432971744
293,class7,0.425529636
293,class9,0.436764802
294,class10,0.408497275
294,class2,0.439365809
294,class3,0.414832359
294,class4,0.357642227
294,class6,0.441115802
294,class7,0.429386471
294,class9,0.447535607
297,class10,0.401046768
297,class3,0.386083417
297,class4,0.370266011
297,class7,0.396767286
298,class10,0.425346426
298,class2,0.432233241
298,class3,0.413664587
298,class4,0.372539717
298,class6,0.433170289
298,class7,0.425995221
298,class9,0.432586462
299,class10,0.416946595
299,class3,0.39978026
299,class4,0.370427132
299,class6,0.426849286
299,class7,0.408507669
3,class4,0.344096493
305,class4,0.350473551
307,class10,0.40834551
307,class2,0.437305772
307,class3,0.411573525
307,class4,0.361034793
307,class6,0.439699601
307,class7,0.432994827
307,class9,0.447369339
309,class4,0.312386881
31,class10,0.403790794
31,class3,0.393207783
31,class4,0.358143971
31,class7,0.392774764
31,class9,0.445114509
310,class10,0.366375332
310,class4,0.32758616
310,class7,0.366375332
311,class4,0.317870701
312,class4,0.308899025
313,class4,0.317928203
314,class10,0.430127728
314,class2,0.437805362
314,class3,0.412943346
314,class4,0.363170855
314,class6,0.441276793
314,class7,0.428886648
314,class9,0.442259531
315,class10,0.424546869
315,class3,0.410845213
315,class4,0.351822245
315,class6,0.435983223
315,class7,0.422984013
315,class9,0.434910915
316,class4,0.323137733
317,class4,0.329715029
318,class3,0.404715324
318,class4,0.361492053
318,class7,0.421271683
320,class2,0.43184179
320,class3,0.408042518
320,class4,0.35329521
320,class6,0.433587227
320,class7,0.418632203
330,class10,0.427118019
330,class2,0.454781937
330,class3,0.419038607
330,class4,0.368706161
330,class5,0.508765871
330,class6,0.468489091
330,class7,0.427056302
330,class9,0.467935856
331,class4,0.343019152
332,class10,0.435237395
332,class2,0.442759591
332,class3,0.417452931
332,class4,0.363819708
332,class6,0.445279914
332,class7,0.42889992
332,class9,0.448643982
333,class10,0.410637717
333,class2,0.437388525
333,class3,0.396400637
333,class4,0.362449
333,class6,0.441728855
333,class7,0.405366264
334,class10,0.420384633
334,class3,0.390959505
334,class4,0.355490957
334,class6,0.443908584
334,class7,0.407472082
334,class9,0.438572293
336,class10,0.407651143
336,class3,0.394990618
336,class4,0.356015915
336,class7,0.398719291
341,class3,0.403795279
341,class4,0.348216655
342,class1,0.502330315
342,class10,0.406071739
342,class2,0.459027515
342,class3,0.407256753
342,class4,0.359805781
342,class5,0.486153173
342,class6,0.474568104
342,class7,0.395054888
342,class8,0.487430835
342,class9,0.480834874
344,class10,0.392199671
344,class3,0.395949435
344,class4,0.357014111
344,class7,0.394582765
345,class1,0.483137333
345,class10,0.44108888
345,class2,0.465153956
345,class3,0.420438596
345,class4,0.364231366
345,class5,0.48702081
345,class6,0.471132398
345,class7,0.416805961
345,class8,0.488479102
345,class9,0.483241852
346,class2,0.456262076
346,class3,0.42328456
346,class4,0.365231921
346,class5,0.500531771
346,class6,0.47038297
346,class7,0.44032803
348,class10,0.434009412
348,class2,0.443043126
348,class3,0.410491809
348,class4,0.366768909
348,class5,0.484466261
348,class6,0.447873376
348,class7,0.424733465
348,class8,0.497530727
348,class9,0.453543047
349,class1,0.495883124
349,class10,0.412070463
349,class2,0.465687104
349,class3,0.418507601
349,class4,0.380429662
349,class5,0.503068919
349,class6,0.478383015
349,class7,0.420712145
349,class8,0.503476076
349,class9,0.479855692
354,class3,0.400307426
354,class4,0.375461345
356,class1,0.492082917
356,class10,0.427011412
356,class2,0.457634736
356,class3,0.409864042
356,class4,0.362055339
356,class5,0.495993004
356,class6,0.459597541
356,class7,0.415517942
356,class8,0.513596624
356,class9,0.462918025
