# File: reeds_CSP_curve_grid_cost.csv
# Title: CSP Grid Interconnection Costs by ReEDS Region; CSP Class; and Bin
# Units: 2004$/MW
# Comments: These costs are the additional cost in $/MW (2004 USD) for interconnecting to the grid on top of the capital and OM costs. Costs are sometimes assigned at an arbitrary high value for region-class-bin combinations where no resource exists. Note that we need to apply an FCR to these interconnection costs.
# Source: Information based on ReEDS version 2017.  Files provided by ReEDS team in April 2017.
# Column types: icnnnnn 
# ----------
Region,CSP.class,cspsc1,cspsc2,cspsc3,cspsc4,cspsc5
279,cspclass1,,,,,433640.0256
280,cspclass5,,,,,433640.0256
280,cspclass4,,,,,433640.0256
280,cspclass3,,,,,433640.0256
280,cspclass2,,,,,433640.0256
280,cspclass1,,,,,433640.0256
281,cspclass5,,,,,433640.0256
281,cspclass4,,,,,433640.0256
281,cspclass3,,,,,433640.0256
281,cspclass2,,,,,433640.0256
281,cspclass1,,,,,433640.0256
282,cspclass5,,,,,433640.0256
282,cspclass4,,,,,433640.0256
282,cspclass3,,,,,433640.0256
282,cspclass2,,,,,433640.0256
282,cspclass1,,,,,433640.0256
283,cspclass5,,,,,433640.0256
283,cspclass4,,,,,433640.0256
283,cspclass3,,,,,433640.0256
283,cspclass2,,,,,433640.0256
283,cspclass1,,,,,433640.0256
284,cspclass5,,,,,433640.0256
284,cspclass4,,,,,433640.0256
284,cspclass3,,,,,433640.0256
284,cspclass2,,,,,433640.0256
284,cspclass1,,,,,433640.0256
285,cspclass5,,,,,433640.0256
285,cspclass4,,,,,433640.0256
285,cspclass3,,,,,433640.0256
285,cspclass2,,,,,433640.0256
285,cspclass1,,,,,433640.0256
286,cspclass5,,,,,421808.1768
286,cspclass4,,,,,421808.1768
286,cspclass3,,,,,421808.1768
286,cspclass2,,,,,421808.1768
286,cspclass1,,,,,421808.1768
287,cspclass5,,,,,421808.1768
287,cspclass4,,,,,421808.1768
287,cspclass3,,,,,421808.1768
287,cspclass2,,,,,421808.1768
287,cspclass1,,,,,421808.1768
288,cspclass5,,,,,414793.5808
288,cspclass4,,,,,414793.5808
288,cspclass3,,,,,414793.5808
288,cspclass2,,,,,414793.5808
288,cspclass1,,,,,414793.5808
289,cspclass5,,,,,414793.5808
289,cspclass4,,,,,414793.5808
289,cspclass3,,,,,414793.5808
289,cspclass2,,,,,414793.5808
289,cspclass1,,,,,414793.5808
290,cspclass5,,,,,414793.5808
290,cspclass4,,,,,414793.5808
290,cspclass3,,,,,414793.5808
290,cspclass2,,,,,414793.5808
290,cspclass1,,,,,414793.5808
291,cspclass5,,,,,414793.5808
291,cspclass4,,,,,414793.5808
291,cspclass3,,,,,414793.5808
291,cspclass2,,,,,414793.5808
291,cspclass1,,,,,414793.5808
292,cspclass5,,,,,414793.5808
292,cspclass4,,,,,414793.5808
292,cspclass3,,,,,414793.5808
292,cspclass2,,,,,414793.5808
292,cspclass1,,,,,414793.5808
293,cspclass5,,,,,414793.5808
293,cspclass4,,,,,414793.5808
293,cspclass3,,,,,414793.5808
293,cspclass2,,,,,414793.5808
293,cspclass1,,,,,414793.5808
294,cspclass5,,,,,414793.5808
294,cspclass4,,,,,414793.5808
294,cspclass3,,,,,414793.5808
294,cspclass2,,,,,414793.5808
294,cspclass1,,,,,414793.5808
295,cspclass5,,,,,409215.7092
295,cspclass4,,,,,409215.7092
295,cspclass3,,,,,409215.7092
295,cspclass2,,,,,409215.7092
295,cspclass1,,,,,409215.7092
296,cspclass5,,,,,409215.7092
296,cspclass4,,,,,409215.7092
296,cspclass3,,,,,409215.7092
296,cspclass2,,,,,409215.7092
296,cspclass1,,,,,409215.7092
297,cspclass5,,,,,409215.7092
297,cspclass4,,,,,409215.7092
297,cspclass3,,,,,409215.7092
297,cspclass2,,,,,409215.7092
297,cspclass1,,,,,409215.7092
298,cspclass5,,,,,409215.7092
298,cspclass4,,,,,409215.7092
298,cspclass3,,,,,409215.7092
298,cspclass2,,,,,409215.7092
298,cspclass1,,,,,409215.7092
299,cspclass5,,,,,409215.7092
299,cspclass4,,,,,409215.7092
299,cspclass3,,,,,409215.7092
299,cspclass2,,,,,409215.7092
299,cspclass1,,,,,409215.7092
300,cspclass5,,,,,419948.8863
300,cspclass4,,,,,419948.8863
300,cspclass3,,,,,419948.8863
300,cspclass2,,,,,419948.8863
300,cspclass1,,,,,419948.8863
301,cspclass5,,,,,419948.8863
301,cspclass4,,,,,419948.8863
301,cspclass3,,,,,419948.8863
301,cspclass2,,,,,419948.8863
301,cspclass1,,,,,419948.8863
302,cspclass5,,,,,419948.8863
302,cspclass4,,,,,419948.8863
302,cspclass3,,,,,419948.8863
302,cspclass2,,,,,419948.8863
302,cspclass1,,,,,419948.8863
303,cspclass5,,,,,419948.8863
303,cspclass4,,,,,419948.8863
303,cspclass3,,,,,419948.8863
303,cspclass2,,,,,419948.8863
303,cspclass1,,,,,419948.8863
304,cspclass5,,,,,419948.8863
304,cspclass4,,,,,419948.8863
304,cspclass3,,,,,419948.8863
304,cspclass2,,,,,419948.8863
304,cspclass1,,,,,419948.8863
305,cspclass5,,,,,419948.8863
305,cspclass4,,,,,419948.8863
305,cspclass3,,,,,419948.8863
305,cspclass2,,,,,419948.8863
305,cspclass1,,,,,419948.8863
306,cspclass5,,,,,419948.8863
306,cspclass4,,,,,419948.8863
306,cspclass3,,,,,419948.8863
306,cspclass2,,,,,419948.8863
306,cspclass1,,,,,419948.8863
307,cspclass5,,,,,419948.8863
307,cspclass4,,,,,419948.8863
307,cspclass3,,,,,419948.8863
307,cspclass2,,,,,419948.8863
307,cspclass1,,,,,419948.8863
308,cspclass5,,,,,432837.1501
308,cspclass4,,,,,432837.1501
308,cspclass3,,,,,432837.1501
308,cspclass2,,,,,432837.1501
308,cspclass1,,,,,432837.1501
309,cspclass5,,,,,412934.2903
309,cspclass4,,,,,412934.2903
309,cspclass3,,,,,412934.2903
309,cspclass2,,,,,412934.2903
309,cspclass1,,,,,412934.2903
310,cspclass5,,,,,412934.2903
310,cspclass4,,,,,412934.2903
310,cspclass3,,,,,412934.2903
310,cspclass2,,,,,412934.2903
310,cspclass1,,,,,412934.2903
311,cspclass5,,,,,412934.2903
311,cspclass4,,,,,412934.2903
311,cspclass3,,,,,412934.2903
311,cspclass2,,,,,412934.2903
311,cspclass1,,,,,412934.2903
312,cspclass5,,,,,412934.2903
312,cspclass4,,,,,412934.2903
312,cspclass3,,,,,412934.2903
312,cspclass2,,,,,412934.2903
312,cspclass1,318841.5252,367607.4573,416373.3895,,416373.3895
313,cspclass5,,,,,412934.2903
313,cspclass4,,,,,412934.2903
313,cspclass3,,,,,412934.2903
313,cspclass2,,,,,412934.2903
313,cspclass1,,,,,412934.2903
314,cspclass5,,,,,419948.8863
314,cspclass4,,,,,419948.8863
314,cspclass3,,,,,419948.8863
314,cspclass2,,,,,419948.8863
314,cspclass1,,,,,419948.8863
315,cspclass5,,,,,436978.2972
315,cspclass4,,,,,436978.2972
315,cspclass3,,,,,436978.2972
315,cspclass2,,,,,436978.2972
315,cspclass1,,,,,436978.2972
316,cspclass5,,,,,436978.2972
316,cspclass4,,,,,436978.2972
316,cspclass3,,,,,436978.2972
316,cspclass2,,,,,436978.2972
316,cspclass1,,,,,436978.2972
317,cspclass5,,,,,436978.2972
317,cspclass4,,,,,436978.2972
317,cspclass3,,,,,436978.2972
317,cspclass2,,,,,436978.2972
317,cspclass1,,,,,436978.2972
318,cspclass5,,,,,448725.6327
318,cspclass4,,,,,448725.6327
318,cspclass3,,,,,448725.6327
318,cspclass2,,,,,448725.6327
318,cspclass1,,,,,448725.6327
319,cspclass5,,,,,448725.6327
319,cspclass4,,,,,448725.6327
319,cspclass3,,,,,448725.6327
319,cspclass2,,,,,448725.6327
319,cspclass1,,,,,448725.6327
320,cspclass5,,,,,445894.4403
320,cspclass4,,,,,445894.4403
320,cspclass3,,,,,445894.4403
320,cspclass2,,,,,445894.4403
320,cspclass1,,,,,445894.4403
321,cspclass5,,,,,445894.4403
321,cspclass4,,,,,445894.4403
321,cspclass3,,,,,445894.4403
321,cspclass2,,,,,445894.4403
321,cspclass1,,,,,445894.4403
322,cspclass5,,,,,445894.4403
322,cspclass4,,,,,445894.4403
322,cspclass3,,,,,445894.4403
322,cspclass2,,,,,445894.4403
322,cspclass1,,,,,445894.4403
323,cspclass5,,,,,445894.4403
323,cspclass4,,,,,445894.4403
323,cspclass3,,,,,445894.4403
323,cspclass2,,,,,445894.4403
323,cspclass1,,,,,445894.4403
324,cspclass5,,,,,445894.4403
324,cspclass4,,,,,445894.4403
324,cspclass3,,,,,445894.4403
324,cspclass2,,,,,445894.4403
324,cspclass1,,,,,445894.4403
325,cspclass5,,,,,445894.4403
325,cspclass4,,,,,445894.4403
325,cspclass3,,,,,445894.4403
325,cspclass2,,,,,445894.4403
325,cspclass1,,,,,445894.4403
326,cspclass5,,,,,445894.4403
326,cspclass4,,,,,445894.4403
326,cspclass3,,,,,445894.4403
326,cspclass2,,,,,445894.4403
326,cspclass1,,,,,445894.4403
327,cspclass5,,,,,445894.4403
327,cspclass4,,,,,445894.4403
327,cspclass3,,,,,445894.4403
327,cspclass2,,,,,445894.4403
327,cspclass1,,,,,445894.4403
328,cspclass5,,,,,497785.5484
328,cspclass4,,,,,497785.5484
328,cspclass3,,,,,497785.5484
328,cspclass2,,,,,497785.5484
328,cspclass1,,,,,497785.5484
329,cspclass5,,,,,497785.5484
329,cspclass4,,,,,497785.5484
329,cspclass3,,,,,497785.5484
329,cspclass2,,,,,497785.5484
329,cspclass1,,,,,497785.5484
330,cspclass5,,,,,497785.5484
330,cspclass4,,,,,497785.5484
330,cspclass3,,,,,497785.5484
330,cspclass2,,,,,497785.5484
330,cspclass1,,,,,497785.5484
331,cspclass5,,,,,497785.5484
331,cspclass4,,,,,497785.5484
331,cspclass3,,,,,497785.5484
331,cspclass2,,,,,497785.5484
331,cspclass1,,,,,497785.5484
332,cspclass5,,,,,497785.5484
332,cspclass4,,,,,497785.5484
332,cspclass3,,,,,497785.5484
332,cspclass2,,,,,497785.5484
332,cspclass1,,,,,497785.5484
333,cspclass5,,,,,502645.0577
333,cspclass4,,,,,502645.0577
333,cspclass3,,,,,502645.0577
333,cspclass2,,,,,502645.0577
333,cspclass1,,,,,502645.0577
334,cspclass5,,,,,502645.0577
334,cspclass4,,,,,502645.0577
334,cspclass3,,,,,502645.0577
334,cspclass2,,,,,502645.0577
334,cspclass1,,,,,502645.0577
335,cspclass5,,,,,502645.0577
335,cspclass4,,,,,502645.0577
335,cspclass3,,,,,502645.0577
335,cspclass2,,,,,502645.0577
335,cspclass1,,,,,502645.0577
336,cspclass5,,,,,502645.0577
336,cspclass4,,,,,502645.0577
336,cspclass3,,,,,502645.0577
336,cspclass2,,,,,502645.0577
336,cspclass1,,,,,502645.0577
337,cspclass5,,,,,502645.0577
337,cspclass4,,,,,502645.0577
337,cspclass3,,,,,502645.0577
337,cspclass2,,,,,502645.0577
337,cspclass1,,,,,502645.0577
338,cspclass5,,,,,502645.0577
338,cspclass4,,,,,502645.0577
338,cspclass3,,,,,502645.0577
338,cspclass2,,,,,502645.0577
338,cspclass1,,,,,502645.0577
339,cspclass5,,,,,502645.0577
339,cspclass4,,,,,502645.0577
339,cspclass3,,,,,502645.0577
339,cspclass2,,,,,502645.0577
339,cspclass1,,,,,502645.0577
340,cspclass5,,,,,502645.0577
340,cspclass4,,,,,502645.0577
340,cspclass3,,,,,502645.0577
340,cspclass2,,,,,502645.0577
340,cspclass1,,,,,502645.0577
341,cspclass5,,,,,502645.0577
341,cspclass4,,,,,502645.0577
341,cspclass3,,,,,502645.0577
341,cspclass2,,,,,502645.0577
341,cspclass1,,,,,502645.0577
342,cspclass5,,,,,502645.0577
342,cspclass4,,,,,502645.0577
342,cspclass3,,,,,502645.0577
342,cspclass2,,,,,502645.0577
342,cspclass1,,,,,502645.0577
343,cspclass5,,,,,478051.7149
343,cspclass4,,,,,478051.7149
343,cspclass3,,,,,478051.7149
343,cspclass2,,,,,478051.7149
343,cspclass1,,,,,478051.7149
344,cspclass5,,,,,478051.7149
344,cspclass4,,,,,478051.7149
344,cspclass3,,,,,478051.7149
344,cspclass2,,,,,478051.7149
344,cspclass1,,,,,478051.7149
345,cspclass5,,,,,470994.8623
345,cspclass4,,,,,470994.8623
345,cspclass3,,,,,470994.8623
345,cspclass2,,,,,470994.8623
345,cspclass1,,,,,470994.8623
346,cspclass5,,,,,470994.8623
346,cspclass4,,,,,470994.8623
346,cspclass3,,,,,470994.8623
346,cspclass2,,,,,470994.8623
346,cspclass1,,,,,470994.8623
347,cspclass5,,,,,489714.5373
347,cspclass4,,,,,489714.5373
347,cspclass3,,,,,489714.5373
347,cspclass2,,,,,489714.5373
347,cspclass1,,,,,489714.5373
348,cspclass5,,,,,489714.5373
348,cspclass4,,,,,489714.5373
348,cspclass3,,,,,489714.5373
348,cspclass2,,,,,489714.5373
348,cspclass1,,,,,489714.5373
349,cspclass5,,,,,489714.5373
349,cspclass4,,,,,489714.5373
349,cspclass3,,,,,489714.5373
349,cspclass2,,,,,489714.5373
349,cspclass1,,,,,489714.5373
350,cspclass5,,,,,422357.5127
350,cspclass4,,,,,422357.5127
350,cspclass3,,,,,422357.5127
350,cspclass2,,,,,422357.5127
350,cspclass1,,,,,422357.5127
351,cspclass5,,,,,422357.5127
351,cspclass4,,,,,422357.5127
351,cspclass3,,,,,422357.5127
351,cspclass2,,,,,422357.5127
351,cspclass1,,,,,422357.5127
352,cspclass5,,,,,422357.5127
352,cspclass4,,,,,422357.5127
352,cspclass3,,,,,422357.5127
352,cspclass2,,,,,422357.5127
352,cspclass1,,,,,422357.5127
353,cspclass5,,,,,434527.4142
353,cspclass4,,,,,434527.4142
353,cspclass3,,,,,434527.4142
353,cspclass2,,,,,434527.4142
353,cspclass1,,,,,434527.4142
354,cspclass5,,,,,434527.4142
354,cspclass4,,,,,434527.4142
354,cspclass3,,,,,434527.4142
354,cspclass2,,,,,434527.4142
354,cspclass1,,,,,434527.4142
355,cspclass5,,,,,419653.0901
355,cspclass4,,,,,419653.0901
355,cspclass3,,,,,419653.0901
355,cspclass2,,,,,419653.0901
355,cspclass1,,,,,419653.0901
356,cspclass5,,,,,419653.0901
356,cspclass4,,,,,419653.0901
356,cspclass3,,,,,419653.0901
356,cspclass2,,,,,419653.0901
356,cspclass1,,,,,419653.0901
