# File: reeds_CSP_curve_grid_cost.csv
# Title: CSP Grid Interconnection Costs by ReEDS Region; CSP Class; and Bin
# Units: 2004$/MW
# Comments: These costs are the additional cost in $/MW (2004 USD) for interconnecting to the grid on top of the capital and OM costs. Costs are sometimes assigned at an arbitrary high value for region-class-bin combinations where no resource exists. Note that we need to apply an FCR to these interconnection costs.
# Source: Information based on ReEDS version 2017.  Files provided by ReEDS team in April 2017.
# Column types: icnnnnn 
# ----------
Region,CSP.class,cspsc1,cspsc2,cspsc3,cspsc4,cspsc5
13,cspclass3,,,,,460346.1984
13,cspclass2,,,,,460346.1984
13,cspclass1,,,,,460346.1984
14,cspclass5,,,,,460346.1984
14,cspclass4,,,,,460346.1984
14,cspclass3,,,,,460346.1984
14,cspclass2,,,,,460346.1984
14,cspclass1,,,,,460346.1984
15,cspclass5,,,,,460346.1984
15,cspclass4,,,,,460346.1984
15,cspclass3,,,,,460346.1984
15,cspclass2,,,,,460346.1984
15,cspclass1,825636.8568,991730.8093,1084641.107,1365055.606,1365055.606
16,cspclass5,,,,,460346.1984
16,cspclass4,,,,,460346.1984
16,cspclass3,,,,,460346.1984
16,cspclass2,,,,,460346.1984
16,cspclass1,,,,,460346.1984
17,cspclass5,,,,,460346.1984
17,cspclass4,,,,,460346.1984
17,cspclass3,,,,,460346.1984
17,cspclass2,,,,,460346.1984
17,cspclass1,,,,,460346.1984
18,cspclass5,,,,,460346.1984
18,cspclass4,,,,,460346.1984
18,cspclass3,,,,,460346.1984
18,cspclass2,,,,,460346.1984
18,cspclass1,913683.444,1018692.134,1242315.444,1364003.08,1364003.08
19,cspclass5,,,,,460346.1984
19,cspclass4,,,,,460346.1984
19,cspclass3,,,,,460346.1984
19,cspclass2,,,,,460346.1984
19,cspclass1,1437519.232,,,,1437519.232
20,cspclass5,,,,,516209.4271
20,cspclass4,,,,,516209.4271
20,cspclass3,,,,,516209.4271
20,cspclass2,641127.313,713823.2717,878904.6926,1365106.2,1365106.2
20,cspclass1,480445.2318,748606.8947,822122.0348,942785.1826,942785.1826
21,cspclass5,,,,,516209.4271
21,cspclass4,,,,,516209.4271
21,cspclass3,,,,,516209.4271
21,cspclass2,944052.8948,1515647.488,2021017.029,2209748.235,2209748.235
21,cspclass1,493060.2236,849543.2229,1192349.665,1540261.083,1540261.083
22,cspclass5,,,,,516209.4271
22,cspclass4,,,,,516209.4271
22,cspclass3,,,,,516209.4271
22,cspclass2,,,,,516209.4271
22,cspclass1,,,,,516209.4271
23,cspclass5,,,,,516209.4271
23,cspclass4,,,,,516209.4271
23,cspclass3,,,,,516209.4271
23,cspclass2,,,,,516209.4271
23,cspclass1,,,,,516209.4271
24,cspclass5,,,,,516209.4271
24,cspclass4,,,,,516209.4271
24,cspclass3,,,,,516209.4271
24,cspclass2,675337.947,765545.7656,1107092.448,1779340.891,1779340.891
24,cspclass1,1365106.2,,,,1365106.2
25,cspclass5,,,,,516209.4271
25,cspclass4,,,,,516209.4271
25,cspclass3,,,,,516209.4271
25,cspclass2,,,,,516209.4271
25,cspclass1,,,,,516209.4271
26,cspclass5,,,,,516209.4271
26,cspclass4,,,,,516209.4271
26,cspclass3,,,,,516209.4271
26,cspclass2,,,,,516209.4271
26,cspclass1,,,,,516209.4271
27,cspclass5,,,,,516209.4271
27,cspclass4,,,,,516209.4271
27,cspclass3,,,,,516209.4271
27,cspclass2,,,,,516209.4271
27,cspclass1,,,,,516209.4271
28,cspclass5,219770.8026,390199.3486,609666.3518,776864.3389,776864.3389
28,cspclass4,273522.2815,495766.6627,610467.7089,728271.1455,728271.1455
28,cspclass3,368729.3255,492464.4715,601520.4546,713292.528,713292.528
28,cspclass2,433511.3463,550331.281,641127.313,737050.7211,737050.7211
28,cspclass1,,,,,801930.8537
29,cspclass5,,,,,516209.4271
29,cspclass4,,,,,516209.4271
29,cspclass3,,,,,516209.4271
29,cspclass2,,,,,516209.4271
29,cspclass1,,,,,516209.4271
30,cspclass5,244111.2449,339469.4435,483430.9189,781712.4073,781712.4073
30,cspclass4,278123.2377,421248.3688,616345.6397,752228.1036,752228.1036
30,cspclass3,761790.4609,822122.0348,,,822122.0348
30,cspclass2,,,,,516209.4271
30,cspclass1,,,,,516209.4271
31,cspclass5,98143.14783,158474.7217,279137.8696,,516209.4271
31,cspclass4,37811.57391,98143.14783,158474.7217,218806.2957,516209.4271
31,cspclass3,98143.14783,158474.7217,218806.2957,,516209.4271
31,cspclass2,,,,,516209.4271
31,cspclass1,,,,,516209.4271
32,cspclass5,,,,,516209.4271
32,cspclass4,,,,,516209.4271
32,cspclass3,98143.14783,158474.7217,218806.2957,,516209.4271
32,cspclass2,,98143.14783,158474.7217,218806.2957,516209.4271
32,cspclass1,,,,,516209.4271
33,cspclass5,72073.81085,189755.7962,318440.4683,863043.3749,863043.3749
33,cspclass4,34654.94369,98143.14783,158474.7217,291924.342,516209.4271
33,cspclass3,37811.57391,98143.14783,158474.7217,219821.9787,516209.4271
33,cspclass2,,,,,516209.4271
33,cspclass1,,,,,516209.4271
34,cspclass5,,,,,474840.2131
34,cspclass4,,,,,474840.2131
34,cspclass3,,,,,474840.2131
34,cspclass2,671147.0672,1284431.322,1467169.44,1860689.911,1860689.911
34,cspclass1,1032351.941,1400128.784,1515154.353,1648440.762,1648440.762
35,cspclass5,,,,,474840.2131
35,cspclass4,,,,,474840.2131
35,cspclass3,,,,,474840.2131
35,cspclass2,1063941.188,1365986.664,1439169.118,1796945.918,1796945.918
35,cspclass1,1035755.149,1334909.079,1463055.563,1554819.556,1554819.556
36,cspclass5,,,,,474840.2131
36,cspclass4,,,,,474840.2131
36,cspclass3,,,,,474840.2131
36,cspclass2,,,,,515431.2162
36,cspclass1,,,,,534651.9878
37,cspclass5,200274.7682,645864.3046,757261.6887,,757261.6887
37,cspclass4,608454.7353,719888.7321,833106.7162,1369947.301,1369947.301
37,cspclass3,594842.602,1068602.081,1365897.842,1632638.058,1632638.058
37,cspclass2,494367.3191,950194.054,1556671.289,1735441.257,1735441.257
37,cspclass1,,,,,474840.2131
38,cspclass5,144576.0762,833679.2179,1115876.534,1382590.563,1382590.563
38,cspclass4,95045.36007,719229.9256,904028.2609,1390670.215,1390670.215
38,cspclass3,499624.7014,1005492.724,1281375.204,1559757.898,1559757.898
38,cspclass2,954571.1878,1233794.943,1527935.643,1659789.308,1659789.308
38,cspclass1,,,,,474840.2131
39,cspclass5,,,,,474840.2131
39,cspclass4,517872.0646,732838.5384,812960.3808,1039989.972,1039989.972
39,cspclass3,276147.7897,688466.9326,820452.3199,1159781.888,1159781.888
39,cspclass2,639379.334,701562.9967,799719.348,930440.3053,930440.3053
39,cspclass1,,,,,474840.2131
40,cspclass5,,,,,474840.2131
40,cspclass4,33178.69205,88877.3841,144576.0762,200274.7682,474840.2131
40,cspclass3,88877.3841,,,,474840.2131
40,cspclass2,,,,,474840.2131
40,cspclass1,,,,,474840.2131
41,cspclass5,,,,,455021.8665
41,cspclass4,,,,,455021.8665
41,cspclass3,,,,,455021.8665
41,cspclass2,,,,,455021.8665
41,cspclass1,,,,,455021.8665
42,cspclass5,,,,,455021.8665
42,cspclass4,,,,,455021.8665
42,cspclass3,,,,,455021.8665
42,cspclass2,,,,,455021.8665
42,cspclass1,,,,,455021.8665
43,cspclass5,,,,,455021.8665
43,cspclass4,,,,,455021.8665
43,cspclass3,,,,,455021.8665
43,cspclass2,,,,,455021.8665
43,cspclass1,1047065.249,1133322.124,1367940.823,1421420.086,1421420.086
44,cspclass5,,,,,455021.8665
44,cspclass4,,,,,455021.8665
44,cspclass3,,,,,455021.8665
44,cspclass2,,,,,455021.8665
44,cspclass1,597319.507,1010006.632,1220785.972,1354419.29,1354419.29
45,cspclass5,,,,,455021.8665
45,cspclass4,,,,,455021.8665
45,cspclass3,,,,,455021.8665
45,cspclass2,,,,,455021.8665
45,cspclass1,512272.6244,860595.2278,1034683.863,1432970.341,1432970.341
46,cspclass5,,,,,455021.8665
46,cspclass4,,,,,455021.8665
46,cspclass3,,,,,455021.8665
46,cspclass2,,,,,455021.8665
46,cspclass1,1528378.611,,,,1528378.611
47,cspclass5,,,,,455021.8665
47,cspclass4,,,,,455021.8665
47,cspclass3,,,,,455021.8665
47,cspclass2,,,,,455021.8665
47,cspclass1,,,,,455021.8665
48,cspclass5,,,,,445640.9007
48,cspclass4,,,,,445640.9007
48,cspclass3,187194.8035,,,,498568.3391
48,cspclass2,659053.1113,711481.8122,816339.2139,868767.9148,868767.9148
48,cspclass1,449338.3078,501767.0087,659053.1113,,659053.1113
49,cspclass5,,,,,445640.9007
49,cspclass4,,,,,445640.9007
49,cspclass3,,,,,445640.9007
49,cspclass2,,,,,445640.9007
49,cspclass1,,,,,445640.9007
50,cspclass5,,,,,445640.9007
50,cspclass4,,,,,445640.9007
50,cspclass3,,,,,445640.9007
50,cspclass2,606624.4104,,,,606624.4104
50,cspclass1,292052.2052,344480.9061,396909.607,449338.3078,449338.3078
51,cspclass5,,,,,445640.9007
51,cspclass4,,,,,445640.9007
51,cspclass3,,,,,445640.9007
51,cspclass2,393334.9228,501767.0087,586634.2645,766235.3331,766235.3331
51,cspclass1,,,,,445640.9007
52,cspclass5,,,,,445640.9007
52,cspclass4,,,,,445640.9007
52,cspclass3,,,,,445640.9007
52,cspclass2,406500.223,537621.4751,609613.7662,768262.3024,768262.3024
52,cspclass1,,,,,445640.9007
53,cspclass5,,,,,454514.7873
53,cspclass4,84324.95065,,,,454514.7873
53,cspclass3,110760.8147,191169.9013,244592.3766,309402.715,454514.7873
53,cspclass2,,,,,454514.7873
53,cspclass1,,,,,454514.7873
54,cspclass5,,,,,454514.7873
54,cspclass4,,,,,454514.7873
54,cspclass3,84324.95065,137747.426,458282.2779,625227.5133,625227.5133
54,cspclass2,30902.47532,382817.9561,518346.9793,792753.4278,792753.4278
54,cspclass1,,,,,454514.7873
55,cspclass5,,,,,454514.7873
55,cspclass4,,,,,454514.7873
55,cspclass3,,,,,454514.7873
55,cspclass2,120285.0406,229865.0996,439305.9546,541862.6022,541862.6022
55,cspclass1,,,,,454514.7873
56,cspclass5,,,,,454514.7873
56,cspclass4,30902.47532,84324.95065,137747.426,,454514.7873
56,cspclass3,30902.47532,84324.95065,137747.426,,454514.7873
56,cspclass2,,30902.47532,,,454514.7873
56,cspclass1,,,,,454514.7873
57,cspclass5,,,,,454514.7873
57,cspclass4,30902.47532,84324.95065,137747.426,,454514.7873
57,cspclass3,30902.47532,84324.95065,137747.426,,454514.7873
57,cspclass2,,30902.47532,84324.95065,,454514.7873
57,cspclass1,,,,,454514.7873
58,cspclass5,,,,,454514.7873
58,cspclass4,,,,,454514.7873
58,cspclass3,30902.47532,84324.95065,,,454514.7873
58,cspclass2,,30902.47532,,,454514.7873
58,cspclass1,,,,,454514.7873
59,cspclass5,,,,,454514.7873
59,cspclass4,,,,,454514.7873
59,cspclass3,,30902.47532,84324.95065,137747.426,454514.7873
59,cspclass2,,30902.47532,,,454514.7873
59,cspclass1,,,,,454514.7873
60,cspclass5,,,,,445176.0781
60,cspclass4,,,,,445176.0781
60,cspclass3,,,,,445176.0781
60,cspclass2,,,,,445176.0781
60,cspclass1,,,,,445176.0781
61,cspclass5,,,,,445176.0781
61,cspclass4,,,,,445176.0781
61,cspclass3,,,,,445176.0781
61,cspclass2,,,,,445176.0781
61,cspclass1,,,,,445176.0781
62,cspclass5,,,,,445176.0781
62,cspclass4,,,,,445176.0781
62,cspclass3,,,,,445176.0781
62,cspclass2,,,,,445176.0781
62,cspclass1,,,,,445176.0781
63,cspclass5,,,,,445176.0781
63,cspclass4,,,,,445176.0781
63,cspclass3,,,,,445176.0781
63,cspclass2,,,,,445176.0781
63,cspclass1,,,,,445176.0781
64,cspclass5,,,,,445176.0781
64,cspclass4,,,,,445176.0781
64,cspclass3,,,,,445176.0781
64,cspclass2,,,,,445176.0781
64,cspclass1,,,,,445176.0781
65,cspclass5,,,,,445176.0781
65,cspclass4,,,,,445176.0781
65,cspclass3,,,,,445176.0781
65,cspclass2,,,,,445176.0781
65,cspclass1,,,,,445176.0781
66,cspclass5,,,,,445176.0781
66,cspclass4,,,,,445176.0781
66,cspclass3,,,,,445176.0781
66,cspclass2,,,,,445176.0781
66,cspclass1,,,,,445176.0781
67,cspclass5,,,,,445176.0781
67,cspclass4,,,,,445176.0781
67,cspclass3,,,,,445176.0781
67,cspclass2,,,,,445176.0781
67,cspclass1,,,,,445176.0781
68,cspclass5,,,,,445176.0781
68,cspclass4,,,,,445176.0781
68,cspclass3,,,,,445176.0781
68,cspclass2,,,,,445176.0781
68,cspclass1,,,,,445176.0781
69,cspclass5,,,,,445176.0781
69,cspclass4,,,,,445176.0781
69,cspclass3,,,,,445176.0781
69,cspclass2,,,,,445176.0781
69,cspclass1,,,,,445176.0781
70,cspclass5,,,,,460177.172
70,cspclass4,,,,,460177.172
70,cspclass3,,,,,460177.172
70,cspclass2,788328.9711,842385.5691,,,842385.5691
70,cspclass1,573245.7697,827927.8281,983192.5932,1284906.545,1284906.545
71,cspclass5,,,,,460177.172
71,cspclass4,,,,,460177.172
71,cspclass3,,,,,460177.172
71,cspclass2,,,,,460177.172
71,cspclass1,409932.7846,463989.3826,538662.9158,659582.1839,659582.1839
72,cspclass5,,,,,460177.172
72,cspclass4,,,,,460177.172
72,cspclass3,,,,,460177.172
72,cspclass2,,,,,460177.172
72,cspclass1,,,,,460177.172
73,cspclass5,,,,,460177.172
73,cspclass4,,,,,460177.172
73,cspclass3,,,,,460177.172
73,cspclass2,,,,,460177.172
73,cspclass1,,,,,460177.172
74,cspclass5,,,,,460177.172
74,cspclass4,,,,,460177.172
74,cspclass3,,,,,460177.172
74,cspclass2,,,,,460177.172
74,cspclass1,586193.5859,994103.4571,1315604.025,1566813.287,1566813.287
75,cspclass5,,,,,448218.5535
75,cspclass4,,,,,448218.5535
75,cspclass3,,,,,448218.5535
75,cspclass2,768240.5303,820957.899,,,820957.899
75,cspclass1,346501.5808,399218.9495,451936.3182,,451936.3182
76,cspclass5,,,,,448218.5535
76,cspclass4,,,,,448218.5535
76,cspclass3,,,,,448218.5535
76,cspclass2,,,,,461789.6677
76,cspclass1,241066.8434,,,,448218.5535
77,cspclass5,,,,,448218.5535
77,cspclass4,,,,,448218.5535
77,cspclass3,,,,,448218.5535
77,cspclass2,188349.4747,241066.8434,,,448218.5535
77,cspclass1,,,,,448218.5535
78,cspclass5,,,,,448218.5535
78,cspclass4,,,,,448218.5535
78,cspclass3,368483.1927,576028.7209,1037441.044,1481866.055,1481866.055
78,cspclass2,342985.0391,546394.5829,844084.5277,1456302.068,1456302.068
78,cspclass1,,,,,448218.5535
79,cspclass5,,,,,448218.5535
79,cspclass4,,,,,448218.5535
79,cspclass3,,,,,448218.5535
79,cspclass2,,,,,448218.5535
79,cspclass1,,,,,448218.5535
80,cspclass5,,,,,448218.5535
80,cspclass4,,,,,448218.5535
80,cspclass3,,,,,448218.5535
80,cspclass2,,,,,448218.5535
80,cspclass1,,,,,448218.5535
81,cspclass5,,,,,448218.5535
81,cspclass4,,,,,448218.5535
81,cspclass3,,,,,448218.5535
81,cspclass2,511341.7113,634413.5009,781953.5146,925681.3076,925681.3076
81,cspclass1,,,,,448218.5535
82,cspclass5,,,,,448218.5535
82,cspclass4,,,,,448218.5535
82,cspclass3,,,,,448218.5535
82,cspclass2,,,,,448218.5535
82,cspclass1,,,,,448218.5535
83,cspclass5,,,,,448218.5535
83,cspclass4,,,,,448218.5535
83,cspclass3,,,,,448218.5535
83,cspclass2,979110.0051,1189979.48,,,1189979.48
83,cspclass1,,,,,448218.5535
84,cspclass5,,,,,448218.5535
84,cspclass4,,,,,448218.5535
84,cspclass3,,,,,448218.5535
84,cspclass2,398920.2675,655405.6275,954375.8122,1611718.429,1611718.429
84,cspclass1,,,,,448218.5535
85,cspclass5,,,,,448218.5535
85,cspclass4,,,,,448218.5535
85,cspclass3,,,,,448218.5535
85,cspclass2,,,,,448218.5535
85,cspclass1,,,,,448218.5535
86,cspclass5,,,,,448218.5535
86,cspclass4,,,,,448218.5535
86,cspclass3,,,,,448218.5535
86,cspclass2,768240.5303,965123.7644,1822587.904,1928022.641,1928022.641
86,cspclass1,448084.8209,557371.0556,610088.4242,1453566.323,1453566.323
87,cspclass5,,,,,448218.5535
87,cspclass4,,,,,448218.5535
87,cspclass3,,,,,448218.5535
87,cspclass2,484377.7758,833446.5,1435491.797,1813284.839,1813284.839
87,cspclass1,1559001.061,,,,1559001.061
88,cspclass5,,,,,417582.5166
88,cspclass4,,,,,417582.5166
88,cspclass3,,,,,417582.5166
88,cspclass2,73877.98666,125339.4421,174625.9228,241514.718,417582.5166
88,cspclass1,,,,,417582.5166
89,cspclass5,,,,,417582.5166
89,cspclass4,,,,,417582.5166
89,cspclass3,,,,,417582.5166
89,cspclass2,76052.96138,125339.4421,174625.9228,,417582.5166
89,cspclass1,,,,,417582.5166
90,cspclass5,,,,,417582.5166
90,cspclass4,,,,,417582.5166
90,cspclass3,,26766.48069,76052.96138,209979.8294,417582.5166
90,cspclass2,,26766.48069,76052.96138,154827.0801,417582.5166
90,cspclass1,,,,,417582.5166
91,cspclass5,,,,,417582.5166
91,cspclass4,,,,,417582.5166
91,cspclass3,,,,,417582.5166
91,cspclass2,76052.96138,125339.4421,174625.9228,809315.0925,809315.0925
91,cspclass1,,,,,417582.5166
92,cspclass5,,,,,417582.5166
92,cspclass4,,,,,417582.5166
92,cspclass3,,,,,417582.5166
92,cspclass2,75682.38634,125339.4421,174625.9228,229599.3051,417582.5166
92,cspclass1,,,,,417582.5166
93,cspclass5,,,,,417582.5166
93,cspclass4,,,,,417582.5166
93,cspclass3,,,,,417582.5166
93,cspclass2,467363.2952,815365.0709,1064684.935,1376430.872,1376430.872
93,cspclass1,,,,,417582.5166
94,cspclass5,,,,,421174.3278
94,cspclass4,,,,,421174.3278
94,cspclass3,,,,,421174.3278
94,cspclass2,76857.44546,,,,421174.3278
94,cspclass1,,,,,421174.3278
95,cspclass5,,,,,426498.6597
95,cspclass4,,,,,426498.6597
95,cspclass3,,,,,426498.6597
95,cspclass2,,,,,426498.6597
95,cspclass1,773849.1319,1001596.883,1293270.504,1603211.602,1603211.602
96,cspclass5,,,,,445176.0781
96,cspclass4,,,,,445176.0781
96,cspclass3,,,,,445176.0781
96,cspclass2,,,,,445176.0781
96,cspclass1,,,,,445176.0781
97,cspclass5,,,,,446443.7762
97,cspclass4,,,,,446443.7762
97,cspclass3,,,,,446443.7762
97,cspclass2,,,,,446443.7762
97,cspclass1,,,,,446443.7762
98,cspclass5,,,,,446443.7762
98,cspclass4,,,,,446443.7762
98,cspclass3,,,,,446443.7762
98,cspclass2,,,,,446443.7762
98,cspclass1,,,,,446443.7762
99,cspclass5,,,,,446443.7762
99,cspclass4,,,,,446443.7762
99,cspclass3,,,,,446443.7762
99,cspclass2,,,,,446443.7762
99,cspclass1,,,,,446443.7762
100,cspclass5,,,,,446443.7762
100,cspclass4,,,,,446443.7762
100,cspclass3,,,,,446443.7762
100,cspclass2,,,,,446443.7762
100,cspclass1,,,,,446443.7762
101,cspclass5,,,,,446443.7762
101,cspclass4,,,,,446443.7762
101,cspclass3,,,,,446443.7762
101,cspclass2,,,,,446443.7762
101,cspclass1,,,,,446443.7762
102,cspclass5,,,,,446443.7762
102,cspclass4,,,,,446443.7762
102,cspclass3,,,,,446443.7762
102,cspclass2,,,,,446443.7762
102,cspclass1,,,,,446443.7762
103,cspclass5,,,,,446443.7762
103,cspclass4,,,,,446443.7762
103,cspclass3,,,,,446443.7762
103,cspclass2,,,,,446443.7762
103,cspclass1,,,,,446443.7762
104,cspclass5,,,,,426498.6597
104,cspclass4,,,,,426498.6597
104,cspclass3,,,,,426498.6597
104,cspclass2,,,,,426498.6597
104,cspclass1,,,,,621487.5765
105,cspclass5,,,,,426498.6597
105,cspclass4,,,,,426498.6597
105,cspclass3,,,,,426498.6597
105,cspclass2,,,,,426498.6597
105,cspclass1,,,,,513972.1333
106,cspclass5,,,,,426498.6597
106,cspclass4,,,,,426498.6597
106,cspclass3,,,,,426498.6597
106,cspclass2,,,,,426498.6597
106,cspclass1,,,,,426498.6597
107,cspclass5,,,,,426498.6597
107,cspclass4,,,,,426498.6597
107,cspclass3,,,,,426498.6597
107,cspclass2,,,,,426498.6597
107,cspclass1,,,,,440158.4187
108,cspclass5,,,,,426498.6597
108,cspclass4,,,,,426498.6597
108,cspclass3,,,,,426498.6597
108,cspclass2,,,,,426498.6597
108,cspclass1,2441444.383,,,,2441444.383
109,cspclass5,,,,,426498.6597
109,cspclass4,,,,,426498.6597
109,cspclass3,,,,,426498.6597
109,cspclass2,,,,,426498.6597
109,cspclass1,,,,,426498.6597
110,cspclass5,,,,,426498.6597
110,cspclass4,,,,,426498.6597
110,cspclass3,,,,,426498.6597
110,cspclass2,,,,,426498.6597
110,cspclass1,,,,,426498.6597
111,cspclass5,,,,,426498.6597
111,cspclass4,,,,,426498.6597
111,cspclass3,,,,,426498.6597
111,cspclass2,,,,,426498.6597
111,cspclass1,,,,,426498.6597
112,cspclass5,,,,,426498.6597
112,cspclass4,,,,,426498.6597
112,cspclass3,,,,,426498.6597
112,cspclass2,,,,,426498.6597
112,cspclass1,,,,,426498.6597
113,cspclass5,,,,,426498.6597
113,cspclass4,,,,,426498.6597
113,cspclass3,,,,,426498.6597
113,cspclass2,,,,,426498.6597
113,cspclass1,,,,,426498.6597
114,cspclass5,,,,,425653.5277
114,cspclass4,,,,,425653.5277
114,cspclass3,,,,,425653.5277
114,cspclass2,,,,,425653.5277
114,cspclass1,814871.616,1321972.804,1512512.556,1734141.978,1734141.978
115,cspclass5,,,,,425653.5277
115,cspclass4,,,,,425653.5277
115,cspclass3,,,,,425653.5277
115,cspclass2,,,,,425653.5277
115,cspclass1,1159714.657,1493937.733,1694261.252,1917201.121,1917201.121
116,cspclass5,,,,,425653.5277
116,cspclass4,,,,,425653.5277
116,cspclass3,,,,,425653.5277
116,cspclass2,,,,,425653.5277
116,cspclass1,1730911.906,2009376.957,2270654.425,2336426.084,2336426.084
117,cspclass5,,,,,425653.5277
117,cspclass4,,,,,425653.5277
117,cspclass3,,,,,425653.5277
117,cspclass2,,,,,425653.5277
117,cspclass1,2135664.715,2185855.058,2236045.4,,2236045.4
118,cspclass5,,,,,425653.5277
118,cspclass4,,,,,425653.5277
118,cspclass3,,,,,425653.5277
118,cspclass2,,,,,425653.5277
118,cspclass1,,,,,425653.5277
119,cspclass5,,,,,425653.5277
119,cspclass4,,,,,425653.5277
119,cspclass3,,,,,425653.5277
119,cspclass2,,,,,425653.5277
119,cspclass1,,,,,425653.5277
120,cspclass5,,,,,452993.5496
120,cspclass4,,,,,452993.5496
120,cspclass3,,,,,452993.5496
120,cspclass2,,,,,452993.5496
120,cspclass1,,,,,452993.5496
121,cspclass5,,,,,452993.5496
121,cspclass4,,,,,452993.5496
121,cspclass3,,,,,452993.5496
121,cspclass2,,,,,452993.5496
121,cspclass1,,,,,452993.5496
122,cspclass5,,,,,452993.5496
122,cspclass4,,,,,452993.5496
122,cspclass3,,,,,452993.5496
122,cspclass2,,,,,452993.5496
122,cspclass1,,,,,452993.5496
123,cspclass5,,,,,452993.5496
123,cspclass4,,,,,452993.5496
123,cspclass3,,,,,452993.5496
123,cspclass2,,,,,452993.5496
123,cspclass1,,,,,452993.5496
124,cspclass5,,,,,452993.5496
124,cspclass4,,,,,452993.5496
124,cspclass3,,,,,452993.5496
124,cspclass2,,,,,452993.5496
124,cspclass1,,,,,452993.5496
125,cspclass5,,,,,452993.5496
125,cspclass4,,,,,452993.5496
125,cspclass3,,,,,452993.5496
125,cspclass2,,,,,452993.5496
125,cspclass1,,,,,452993.5496
126,cspclass5,,,,,452993.5496
126,cspclass4,,,,,452993.5496
126,cspclass3,,,,,452993.5496
126,cspclass2,,,,,452993.5496
126,cspclass1,,,,,452993.5496
127,cspclass5,,,,,452993.5496
127,cspclass4,,,,,452993.5496
127,cspclass3,,,,,452993.5496
127,cspclass2,,,,,452993.5496
127,cspclass1,,,,,452993.5496
128,cspclass5,,,,,452993.5496
128,cspclass4,,,,,452993.5496
128,cspclass3,,,,,452993.5496
128,cspclass2,,,,,452993.5496
128,cspclass1,,,,,452993.5496
129,cspclass5,,,,,465670.5304
129,cspclass4,,,,,465670.5304
129,cspclass3,,,,,465670.5304
129,cspclass2,,,,,465670.5304
129,cspclass1,,,,,465670.5304
130,cspclass5,,,,,465670.5304
130,cspclass4,,,,,465670.5304
130,cspclass3,,,,,465670.5304
130,cspclass2,,,,,465670.5304
130,cspclass1,,,,,465670.5304
131,cspclass5,,,,,465670.5304
131,cspclass4,,,,,465670.5304
131,cspclass3,,,,,465670.5304
131,cspclass2,,,,,465670.5304
131,cspclass1,,,,,465670.5304
132,cspclass5,,,,,431484.9388
132,cspclass4,,,,,431484.9388
132,cspclass3,,,,,431484.9388
132,cspclass2,,,,,431484.9388
132,cspclass1,,,,,431484.9388
133,cspclass5,,,,,431484.9388
