# File: RECS_1990.csv
# Title: Residential Energy Consumption Survey 1990
# Source: Fill in
# Units: Fill in
HHID,NWEIGHT,DIVISION,HEATED,HOMEAREA,CDD65,HDD65,BTUEL,BTUNG,BTUELEST,BTUNGEST,BTUELSPH,BTUNGSPH,BTUELWTH,BTUNGWTH,BTUELAPL,BTUNGAPL,BTUELCOL,BTUNGCOL,BTUELRFG,BTUELFZZ,BTUKER,BTUFO,BTULP,BTUFOEST,BTULPEST,BTUKREST,BTUFOSPH,BTULPSPH,BTUKRSPH,BTUFOWTH,BTULPWTH,BTUKRWTH,BTUFOAPL,BTULPAPL,BTUKRAPL 
1011,16610,2,3968,4606,552,5782,46796,158363,42091,163561,2587,122512,9999999,35851,32525,9999999,1502,9999999,10182,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1012,22470,5,1000,1000,3017,1170,50994,29330,45455,27082,7931,9999999,9999999,29330,16071,9999999,21981,9999999,5011,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1013,14363,1,2072,2632,589,5584,20687,110837,20938,121322,9999999,85577,9999999,20432,11840,4828,3012,9999999,5835,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1014,18890,9,951,951,1529,1412,12635,9999999,15634,9999999,2801,9999999,9999999,9999999,5302,9999999,2320,9999999,2212,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1015,15398,2,2112,2112,1304,3721,26003,12238,19016,5375,9999999,9999999,9999999,9999999,19487,12238,9999999,9999999,6516,5190,9999999,119127,9999999,100125,9999999,9999999,96949,9999999,9999999,22178,9999999,9999999,9999999,9999999,9999999
1016,12807,6,476,476,1515,2979,44844,9999999,34061,9999999,7251,9999999,13743,9999999,9463,9999999,9319,9999999,5068,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1017,17920,3,1200,1722,852,4794,64207,96730,57455,77110,9999999,96730,17728,9999999,30915,9999999,9835,9999999,5729,4612,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1018,23030,3,1221,1221,706,6303,10533,68649,12772,66126,9999999,36868,9999999,26521,5181,5260,2342,9999999,3010,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1019,30795,2,965,965,995,4252,12696,260440,13061,107907,9999999,184941,9999999,61959,8964,13540,778,9999999,2954,2331,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1020,7564,4,1232,2184,1168,4680,28166,9999999,25736,9999999,9999999,9999999,9999999,9999999,17348,9999999,7389,9999999,3429,4034,9999999,9999999,53885,9999999,61516,9999999,9999999,32885,9999999,9999999,17316,9999999,9999999,3684,9999999
1021,10089,8,2481,2598,1133,5311,63091,9999999,66968,9999999,9999999,9999999,18239,9999999,32310,9999999,7294,9999999,5248,4095,9999999,77112,9999999,77286,9999999,9999999,77112,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1022,18173,3,546,546,977,4661,23396,66550,27194,74074,9999999,61271,7110,9999999,6857,5279,5920,9999999,3509,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1023,25662,2,1980,1980,1262,3851,5559,3465,7157,5629,9999999,9999999,9999999,9999999,3354,3465,9999999,9999999,2205,9999999,9999999,53609,9999999,59266,9999999,9999999,33534,9999999,9999999,20075,9999999,9999999,9999999,9999999,9999999
1024,17994,4,483,483,949,5625,17603,52064,11714,75676,9999999,45426,9999999,6638,5552,9999999,5472,9999999,6579,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1025,21487,8,505,505,737,5648,8182,90906,11814,54143,9999999,43713,9999999,28222,3618,9999999,1562,18971,3002,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1026,30696,9,969,969,1656,1013,27165,4837,17946,9388,9999999,4837,9302,9999999,9310,9999999,4310,9999999,4243,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1027,17920,3,1256,2155,803,5483,22970,97739,27752,86638,1315,97739,5864,9999999,10096,9999999,9999999,9999999,5695,3133,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1028,16533,7,816,816,1619,4087,12659,86500,10773,70635,9999999,48599,9999999,30534,8106,7367,9999999,9999999,4553,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1029,18175,9,1035,1035,379,6454,57131,9999999,31671,9999999,27839,9999999,7261,9999999,13796,9999999,990,9999999,7245,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1030,19460,9,1657,1657,1061,1138,38289,44867,32486,45309,10973,16236,9999999,19605,18183,9026,5037,9999999,4096,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1031,15319,4,2863,2863,625,7748,32332,114010,21912,145424,9999999,95125,9999999,18885,25743,9999999,9999999,9999999,6589,5305,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1032,11490,1,2553,2553,780,5006,39759,9999999,22738,9999999,9999999,9999999,9999999,9999999,30142,9999999,4440,9999999,5177,6157,9999999,83178,39467,121783,21911,9999999,83178,19462,9999999,9999999,20005,9999999,9999999,9999999,9999999
1033,12657,6,1054,1054,2516,1118,49815,85275,31559,64418,9999999,27242,9999999,40235,34847,17798,9999999,9999999,14968,5860,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1034,17194,7,837,837,2258,2621,19588,67300,27060,75719,9999999,27996,9999999,30572,14985,8732,9999999,9999999,4603,3667,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1035,22641,3,896,896,952,5302,9779,64107,12248,57652,9999999,38642,9999999,14872,4775,10593,2775,9999999,2229,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1036,15710,9,1470,2050,1887,1638,23372,29252,23178,52437,9999999,13268,9999999,11500,13255,4484,5053,9999999,5064,1943,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1037,13358,2,2434,3682,636,5439,29442,9999999,22708,9999999,1861,9999999,5227,9999999,16912,9999999,1780,9999999,3662,2890,9999999,110952,9999999,193768,9999999,9999999,98988,9999999,9999999,11964,9999999,9999999,9999999,9999999,9999999
1038,17920,3,3234,3450,718,5612,45775,148773,45341,112511,9999999,148773,17106,9999999,26459,9999999,9999999,9999999,2210,3822,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1039,19695,5,405,405,1832,3188,20832,45136,15078,49038,9999999,25156,9999999,16185,11085,3795,3900,9999999,5847,4543,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1040,10966,6,480,480,2371,2422,39733,9999999,42844,9999999,4466,9999999,9666,9999999,13600,9999999,7680,9999999,4321,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1041,15485,3,1952,1952,417,7265,42179,9999999,37297,9999999,1688,9999999,9896,9999999,22932,9999999,9999999,9999999,7663,2426,9999999,9999999,125122,9999999,81635,9999999,9999999,118675,9999999,9999999,9999999,9999999,9999999,6447,9999999
1042,18744,3,1896,4278,707,5150,68424,9999999,65484,9999999,27112,9999999,11312,9999999,25578,9999999,9999999,9999999,4422,2557,414,9999999,9999999,9999999,9999999,925,9999999,9999999,414,9999999,9999999,9999999,9999999,9999999,9999999
1043,14168,9,3589,4036,545,2619,38796,127700,29837,122314,9999999,87087,9999999,40613,32080,9999999,9999999,9999999,6716,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1044,22477,3,3200,4010,539,7631,64767,71113,60738,123453,9999999,71113,19092,9999999,30433,9999999,5155,9999999,10087,2707,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1045,15710,9,2860,2860,4491,939,28739,37892,38751,35206,9999999,26730,9999999,11162,8331,9999999,13350,9999999,7058,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1046,21579,7,4950,6600,2524,1159,101933,9999999,106833,9999999,15227,9999999,10038,9999999,25877,9999999,41499,9999999,9292,8321,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1047,15821,3,720,720,704,6838,21274,9999999,11264,9999999,9999999,9999999,9999999,9999999,13721,9999999,9999999,9999999,7553,9999999,9999999,96891,9999999,79904,9999999,9999999,68731,9999999,9999999,28160,9999999,9999999,9999999,9999999,9999999
1048,38142,5,2628,3768,1021,3313,110856,175617,82610,132831,9999999,79149,9999999,44989,69304,51479,20694,9999999,20858,10163,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1049,20024,9,597,597,766,2752,8220,35220,6178,26810,9999999,16361,9999999,18859,5037,9999999,9999999,9999999,3183,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1050,17141,6,1056,1056,1823,2251,60474,9999999,48783,9999999,2863,9999999,14343,9999999,33420,9999999,7201,9999999,2647,6067,9999999,9999999,4566,9999999,19059,9999999,9999999,4566,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1051,18424,3,556,660,922,5573,6067,94943,10779,90055,9999999,63329,9999999,26272,2436,5342,1241,9999999,2390,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1052,40430,6,1960,1960,1229,3175,36123,9999999,48188,9999999,1719,9999999,9986,9999999,18458,9999999,9999999,9999999,5960,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1053,9792,8,1272,1272,779,6636,15098,9999999,36486,9999999,9999999,9999999,4904,9999999,5171,9999999,3079,9999999,1944,1517,9999999,9999999,36441,9999999,22920,9999999,9999999,17179,9999999,9999999,12575,9999999,9999999,6687,9999999
1054,9679,8,1489,1489,892,5782,15948,70502,22064,67375,9999999,35670,9999999,34832,7713,9999999,6030,9999999,2205,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1055,16537,3,1684,2308,629,6998,26934,9999999,21946,9999999,9999999,9999999,8688,9999999,13568,9999999,1089,9999999,3589,4136,9999999,103324,9999999,83940,9999999,9999999,103324,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1056,25899,3,1024,1488,622,5120,11348,95507,22645,95676,9999999,54063,9999999,30371,9880,11073,9999999,9999999,1468,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1057,7862,1,1144,1694,735,5164,30527,9999999,36977,9999999,9999999,9999999,9999999,9999999,24628,9999999,932,9999999,4967,3138,9999999,96618,9999999,81475,9999999,9999999,69287,9999999,9999999,27331,9999999,9999999,9999999,9999999,9999999
1058,7625,4,1134,2412,1750,3937,58461,127092,48963,105290,9999999,69621,9999999,39936,33121,17535,15122,9999999,10218,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1059,13082,6,1550,1875,2064,2520,31001,45232,50100,81110,9999999,26612,9999999,18620,14229,9999999,8272,9999999,8500,3397,13500,9999999,9999999,9999999,9999999,5094,9999999,9999999,13500,9999999,9999999,9999999,9999999,9999999,9999999
1060,20221,8,847,847,3603,1495,39548,9999999,31973,9999999,6217,9999999,6294,9999999,9923,9999999,9543,9999999,7571,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1061,39503,7,594,822,2612,1447,14999,9999999,11800,9999999,9999999,9999999,9999999,9999999,3308,9999999,9999999,9999999,11691,9999999,9999999,9999999,31052,9999999,25417,9999999,9999999,16920,9999999,9999999,10499,9999999,9999999,3633,9999999
1062,22470,5,1620,1620,1274,3752,37827,9999999,51021,9999999,8411,9999999,8387,9999999,12935,9999999,5681,9999999,2413,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1063,18890,9,1165,1165,121,2537,11137,362826,10118,39572,9999999,143198,9999999,219628,8180,9999999,1136,9999999,1821,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1064,20799,2,1680,2520,465,5557,14736,9999999,21036,9999999,9999999,9999999,5727,9999999,7064,9999999,9999999,9999999,1945,1535,9999999,0,9999999,79071,9999999,9999999,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1065,15858,9,280,760,1579,1397,5028,10930,7333,10549,3307,9999999,9999999,10930,1721,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1066,17549,3,3694,3944,716,5137,47468,9999999,32977,9999999,9999999,9999999,15732,9999999,25157,9999999,9999999,9999999,6579,5134,9999999,146041,9999999,149509,9999999,9999999,146041,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1067,14564,2,3045,3045,874,4817,89804,9999999,72555,9999999,42433,9999999,17857,9999999,22004,9999999,1480,9999999,6030,3222,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1068,13358,2,1296,1848,906,4638,32356,9999999,35696,9999999,9999999,9999999,9999999,9999999,21868,9999999,7443,9999999,3045,9999999,9999999,177801,9999999,105380,9999999,9999999,144929,9999999,9999999,32872,9999999,9999999,9999999,9999999,9999999
1069,29284,2,1176,1176,1172,4334,57694,9999999,69076,9999999,22491,9999999,9130,9999999,13105,9999999,8341,9999999,4627,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1070,14692,6,828,884,1790,2261,41210,9999999,25096,9999999,9999999,9999999,9999999,9999999,22586,9999999,8144,9999999,10480,5503,9999999,9999999,45949,9999999,49925,9999999,9999999,26124,9999999,9999999,15954,9999999,9999999,3871,9999999
1071,9001,1,4181,4181,383,7065,34693,9999999,28823,9999999,9999999,9999999,6149,9999999,21867,9999999,520,9999999,6157,7376,9999999,244094,9999999,220054,9999999,9999999,244094,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1072,15485,3,1686,3394,706,6416,20438,9999999,54454,9999999,9999999,9999999,6087,9999999,9557,9999999,1809,9999999,2985,1409,9999999,9999999,25664,9999999,13233,9999999,9999999,25664,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1073,40979,9,1962,3577,1863,1170,35908,54757,34547,66525,9999999,26009,9999999,19660,11325,9088,10767,9999999,13816,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1074,21252,9,2887,2887,77,5157,126811,9999999,86092,9999999,75674,9999999,19182,9999999,28228,9999999,9999999,9999999,3727,6607,2683,9999999,9999999,9999999,9999999,2038,9999999,9999999,2683,9999999,9999999,9999999,9999999,9999999,9999999
1075,26831,9,168,168,857,1406,7706,35436,8127,23223,9999999,6793,9999999,28643,5278,9999999,9999999,9999999,2428,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1076,20332,4,2160,2208,1273,4791,27647,137700,39235,149751,9999999,78068,9999999,30510,15718,29122,3900,9999999,8029,3005,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1077,22470,5,2580,2832,1042,3890,36440,108763,32451,116173,9999999,77365,9999999,26154,18233,5244,6563,9999999,11644,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1078,12956,6,612,612,2282,2157,33373,69188,17875,33039,1989,44871,9999999,15735,7260,8582,16232,9999999,7892,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1079,8617,1,773,773,773,5218,15746,40986,13325,51851,9999999,23238,9999999,17748,11255,9999999,1211,9999999,3280,9999999,9999999,0,9999999,37324,9999999,9999999,0,9999999,9999999,0,9999999,9999999,9999999,9999999,9999999
1080,22470,5,1559,1559,1357,3689,47694,9999999,44270,9999999,9478,9999999,8996,9999999,19420,9999999,6586,9999999,3214,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1081,15710,9,1490,1730,219,4922,20670,123314,20859,123286,9999999,93048,9999999,22447,16065,7819,9999999,9999999,4605,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1082,16751,2,1835,1835,823,5103,4129,14448,6222,3271,700,9999999,9999999,9999999,2726,14448,9999999,9999999,703,9999999,9999999,58666,9999999,69937,9999999,9999999,47931,9999999,9999999,10735,9999999,9999999,9999999,9999999,9999999
1083,25755,4,1214,1214,767,6935,13396,35376,17396,77406,9999999,23887,9999999,11489,8815,9999999,2385,9999999,2196,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1084,34134,3,3240,3240,799,5513,21085,191948,31096,239127,9999999,153774,9999999,32757,16873,5417,948,9999999,3264,2624,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1085,22173,7,590,590,2679,2911,38392,9999999,39257,9999999,4140,9999999,7631,9999999,9333,9999999,11439,9999999,5849,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1086,22749,7,3900,4400,3086,1056,101470,9999999,94314,9999999,15413,9999999,9810,9999999,22235,9999999,42245,9999999,11767,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1087,18175,9,976,976,508,5830,47983,9999999,31238,9999999,23196,9999999,7000,9999999,12515,9999999,1030,9999999,4242,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1088,25025,2,520,520,1003,4216,7469,69087,6436,56447,9999999,43114,9999999,21315,3887,4658,9999999,9999999,3582,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1089,9679,8,2160,2160,871,5869,27272,120333,26068,116950,9999999,96081,9999999,24252,21042,9999999,1215,9999999,5015,2679,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1090,26954,5,2444,2487,1571,2659,36283,60372,37817,73655,9999999,48914,2763,11458,16418,9999999,11315,9999999,5787,6804,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1091,40963,5,1020,1420,1680,2708,38917,9999999,35026,9999999,9999999,9999999,9915,9999999,14185,9999999,10592,9999999,4225,3334,9999999,28279,9999999,33007,9999999,9999999,28279,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1092,15336,9,530,530,2164,2211,12672,91571,15707,61789,9999999,41755,9999999,37382,8384,12434,9999999,9999999,4288,3452,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1093,19460,9,2158,2405,578,4099,74317,9999999,67238,9999999,25655,9999999,15397,9999999,27869,9999999,9999999,9999999,5396,4344,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1094,36107,5,0,507,5350,14,11021,9999999,14519,9999999,9999999,9999999,2451,9999999,3730,9999999,9999999,9999999,4840,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1095,18302,2,1848,3861,714,4670,33943,9999999,40040,9999999,9999999,9999999,9999999,9999999,26980,9999999,3279,9999999,3684,2966,675,157691,9999999,91816,9999999,4075,115304,9999999,675,42387,9999999,9999999,9999999,9999999,9999999
1096,12807,6,1458,1458,1551,3466,92578,9999999,74078,9999999,33508,9999999,16265,9999999,23837,9999999,11209,9999999,7759,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1097,20860,5,1196,1196,2420,1590,43104,9999999,46871,9999999,6044,9999999,7606,9999999,12849,9999999,11133,9999999,5472,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1098,16533,7,1912,1912,1419,4192,21223,161408,26298,146284,9999999,103900,9999999,46209,14932,11299,9999999,9999999,6291,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1099,15398,2,2401,4803,1250,3890,24720,5938,16836,7333,9999999,9999999,9999999,9999999,15417,5938,2949,9999999,6354,7698,9999999,105032,9999999,112360,9999999,9999999,81649,9999999,9999999,23383,9999999,9999999,9999999,9999999,9999999
1100,8726,1,896,998,791,4864,10932,116636,12577,73780,9999999,75143,9999999,34273,7712,7220,838,9999999,2382,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1101,13183,6,2640,2640,1341,3368,78991,9999999,65634,9999999,27414,9999999,13620,9999999,20394,9999999,4882,9999999,12681,3388,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1102,19797,7,975,975,2788,1995,51629,9999999,41951,9999999,6972,9999999,8663,9999999,9032,9999999,19271,9999999,7691,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1103,19217,7,5065,5890,2256,2623,148879,363000,143828,39571,49053,9999999,12758,9999999,47151,363000,25135,9999999,14782,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1104,26831,9,400,400,937,1302,3473,10505,2532,14980,9999999,2903,9999999,7602,2525,9999999,9999999,9999999,948,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1105,22749,7,980,980,2742,1562,39026,9999999,35744,9999999,2599,9999999,11338,9999999,22726,9999999,9999999,9999999,2363,8074,9999999,9999999,9133,9999999,6651,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9133,9999999
1106,11490,1,2632,3984,659,5187,28842,9999999,31903,9999999,1981,9999999,9999999,9999999,21964,9999999,9999999,9999999,4897,9999999,9999999,0,9999999,101060,9999999,9999999,0,9999999,9999999,0,9999999,9999999,9999999,9999999,9999999
