# File: EIA_923_generator_gen_fuel_2015.csv
# Title: EIA Form 923 generation data for year 2015
# Unit: MWh
# Comments: Selected columns from original form
# Source: https://www.eia.gov/electricity/data/eia923/archive/xls/f923_2015.zip; Page 4 Generator Data from file
# Column types: cici 
# ----------
State,Plant.Id,Generator.Id,Net.Generation.Year.To.Date
CA,377,5,83720
CA,377,8A,16026
CA,377,8BC,6112
IL,384,7,2734761
IL,384,8,2731992
CA,389,2,81078
CA,389,2A,189348
CA,389,30,191305
CA,389,31,232566
CA,389,32,167143
CA,389,4,137557
CA,399,10A,21840
CA,399,10B,20686
CA,399,5,17208
CA,400,1,139394
CA,400,10,697797
CA,400,2,170493
CA,400,8,879168
CA,400,9,781715
CA,404,1,121977
CA,404,2,309018
CA,404,3,847125
CA,408,6,314779
CA,408,7,318517
CA,408,8,377547
CA,420,B3,21297
CO,469,3,444131
CO,469,4,1901037
CO,469,5,194912
CO,469,6,329129
CO,469,7,323271
CO,470,1,2011914
CO,470,2,2286903
CO,470,3,4337199
CO,477,5,1057147
CO,478,2,-1091
CO,492,5,207202
CO,492,6,479902
CO,492,7,700214
CO,493,1,686
CO,493,2,522
CO,493,3,1341
CO,525,1,1021427
CO,525,2,1855857
CO,527,1,45434
CO,527,2,43787
CO,527,3,43325
CO,527,ST4,283604
AL,533,1,19849
AL,533,2,20123
AL,533,3,38258
AL,533,4,265410
AL,533,VAN1,1191485
AL,533,VAN2,1197719
AL,533,VAN3,1268377
CT,546,5,678
CT,546,6,12563
WA,550,1,320517
CT,562,2,153401
CT,562,3,262246
CT,562,4,7127
FL,564,1,1679747
FL,564,2,2221132
FL,564,B,501610
FL,564,B1,796924
CT,568,3,601853
VT,589,1,290370
DE,593,3,70380
DE,593,4,158085
DE,593,5,357181
DE,594,4,602337
DE,599,1,80
DE,599,2,66
DE,599,3,11411
MD,602,1,2012885
MD,602,2,2949794
FL,609,3A,1714525
FL,609,3B,1350549
FL,609,3C,1434504
FL,609,3ST,2546501
FL,612,2A,903884
FL,612,2B,767304
FL,612,2C,851223
FL,612,2D,798140
FL,612,2E,773953
FL,612,2F,869368
FL,612,ST1,335298
FL,612,ST2,2478143
FL,613,4GT1,724544
FL,613,4GT2,801568
FL,613,5GT1,747341
FL,613,5GT2,758897
FL,613,ST4,667449
FL,613,ST5,683085
FL,619,5A,1583750
FL,619,5B,1567223
FL,619,5C,1521995
FL,619,5ST,2306903
FL,620,4,710542
FL,620,4A,729946
FL,620,4B,772542
FL,620,4C,768760
FL,620,4D,1618591
FL,620,5,744754
FL,620,5A,704367
FL,620,5B,697427
FL,620,5C,704014
FL,620,5D,1570276
FL,621,5CA,2758593
FL,621,5CTA,1072824
FL,621,5CTB,1094096
FL,621,5CTC,1082213
FL,621,5CTD,1112116
FL,621,ST1,171362
FL,621,ST2,0
FL,628,1,703709
FL,628,2,1725300
FL,628,5,3226798
FL,628,ST4,4089065
FL,634,4AGT,1069774
FL,634,4BGT,1260433
FL,634,4CGT,1031533
FL,634,4DGT,1357668
FL,634,4ST,2369109
FL,638,1,71536
FL,638,2,129008
FL,638,3,284496
FL,641,4,173313
FL,641,5,44135
FL,641,6,454808
FL,641,7,1804173
FL,642,1,0
FL,642,2,26903
FL,643,1,261320
FL,643,2,117530
FL,643,3A,1118316
FL,643,3B,1100242
FL,643,3S,1419175
FL,645,ST1,1583687
FL,645,ST2,1325448
FL,645,ST3,2126577
FL,645,ST4,2504107
FL,663,1,103448
FL,663,2,786988
FL,664,8,161238
FL,664,CT04,355643
FL,667,1,1510648
FL,667,2,1252457
FL,667,ST3,1024319
FL,673,GT2,4207
FL,673,S3,794
FL,673,S5,924
FL,675,5,138
FL,675,8,2451
FL,676,3,1359579
FL,676,5CT,1359110
FL,676,5ST,738808
FL,676,ST1,0
FL,676,ST2,21118
FL,688,1,154866
FL,688,2,382392
FL,688,CT 2A,705890
FL,689,8,799787
FL,689,9,527368
FL,693,1,185
FL,693,2,4732
FL,693,4,213
FL,693,5,11107
GA,703,1,1940723
GA,703,2,3157188
GA,703,3,4088817
GA,703,4,3665215
GA,708,1,50983
GA,708,2,45566
GA,708,3,49399
GA,708,4,1011342
GA,709,1,273384
GA,709,3,93600
GA,709,4,403948
GA,710,4,2163697
GA,710,5,2162906
GA,710,5ACT,1996595
GA,710,5BCT,1990225
GA,710,6,1922989
GA,710,6ACT,1860056
GA,710,6BCT,1854668
GA,710,CT4A,1940628
GA,710,CT4B,1957219
GA,715,1,-404
GA,715,2,212
GA,727,3,46213
GA,728,1,-1240
GA,728,2,-369
GA,728,3,-812
GA,728,4,1961
GA,728,5,2889
GA,728,6,354460
GA,728,7,150641
GA,733,2,207571
GA,733,3,47779
GA,733,4,2639
GA,733,ST1,207726
GA,753,1,253
OK,762,2,0
HI,765,K1,352851
HI,765,K2,346366
HI,765,K3,243974
HI,765,K4,425489
HI,765,K5,664130
HI,765,K6,460454
HI,766,W3,38467
HI,766,W4,57016
HI,766,W5,110259
HI,766,W6,109492
HI,766,W7,436006
HI,766,W8,424110
HI,772,5,62533
HI,772,6,114916
IL,856,1,-21398
IL,856,2,1614414
IL,856,3,1366862
IL,861,1,1488286
IL,861,2,3040618
IL,862,1,27226
IL,862,2,41416
IL,862,3,10433
IL,862,4,18263
IL,874,6,1265697
IL,876,1,2514158
IL,876,2,2543773
IL,879,5,2801705
IL,879,6,2783071
IL,883,7,1229985
IL,883,8,566146
IL,884,3,422090
IL,884,4,2372033
IL,887,1,878018
IL,887,2,802117
IL,887,3,767318
IL,887,4,850101
IL,887,5,842157
IL,887,6,741334
IL,889,1,3595381
IL,889,2,2775173
IL,889,3,3935253
IL,891,6,1880003
IL,892,1,398717
IL,892,2,1144188
IL,898,4,334190
IL,898,5,1885743
IL,963,1,172115
IL,963,2,132236
IL,963,3,751976
IL,963,4,872300
IL,972,4,560
IL,972,6,399
IL,972,7,882
IL,976,1,255280
IL,976,2,208195
IL,976,3,263062
IL,976,4,1066912
IN,983,1,1017545
IN,983,2,819519
IN,983,3,881389
IN,983,4,772106
IN,983,5,998979
IN,983,6,735616
IN,988,1,1668
IN,988,2,104835
IN,988,3,263530
IN,988,4,689544
IN,990,5,343409
IN,990,6,304270
IN,990,7,2345279
IN,991,3,9648
IN,991,4,44998
IN,991,5,55569
IN,991,6,119279
IN,992,4,0
IN,992,6,5504
IN,992,7,2280
IN,992,8,0
IN,994,4,3032236
IN,994,ST1,1513116
IN,994,ST2,2436983
IN,994,ST3,1984517
IN,995,7,685395
IN,995,8,756167
IN,997,12,1650341
IN,1001,1,3184355
IN,1001,2,1799892
IN,1004,CT1,800368
IN,1004,CT2,821519
IN,1004,ST,1485584
IN,1007,1,0
IN,1007,2,0
IN,1007,3,265111
IN,1007,4,265111
IN,1007,5,265110
IN,1008,2,267406
IN,1008,4,240919
IN,1010,2,45564
IN,1010,3,183850
IN,1010,4,207489
IN,1010,5,274
IN,1010,6,1656449
IN,1012,2,67254
IN,1012,3,1341450
NC,1016,1,2722
NC,1016,2,2556
NC,1016,3,2281
NC,1016,6,3160
NC,1016,7,3210
NC,1016,8,2993
NC,1016,9,1062
IN,1024,4,0
IN,1024,5,0
IN,1032,4,46580
IN,1032,5,74810
IN,1037,2,0
IN,1037,3,0
IN,1040,1,17620
IN,1040,2,35671
IN,1043,1,85018
IN,1043,2,0
IA,1046,3,-1898
IA,1046,4,-402
IA,1047,4,860420
IA,1048,2,279515
IA,1073,1,64708
IA,1073,3,-1996
IA,1073,4,245567
IA,1077,1,15925
IA,1077,3,89634
IA,1081,5,179201
IA,1082,1,24825
IA,1082,2,60227
IA,1082,3,3751069
IA,1082,4,5750134
IA,1091,1,164021
IA,1091,2,553904
IA,1091,3,1808141
IA,1104,1,1081826
IA,1122,7,66618
IA,1122,8,184111
IA,1131,6,1523
IA,1131,7,677
,1167,,
,1167,,
,1167,,
,1167,,
IA,1206,1,518
IA,1206,2,484
IA,1206,3,442
IA,1206,GT1,2139
IA,1206,GT2,2855
IA,1217,1,234
KS,1230,1,660
KS,1233,4,67228
KS,1235,3,-775
KS,1239,8,-2071
KS,1240,1,48163
KS,1240,2,162709
KS,1241,1,3221261
KS,1241,2,3759971
KS,1242,3,20295
KS,1242,4,14978
KS,1248,ST4,24057
KS,1250,3,191621
KS,1250,4,491869
KS,1250,5,1699274
KS,1252,7,384251
KS,1252,8,630332
KS,1270,5,0
KS,1270,6,0
KS,1271,6,1455
KS,1271,7,18454
KS,1295,ST1,139476
KS,1295,ST2,176787
KS,1317,5,986
KS,1330,4,882
KS,1336,S2,81544
KY,1353,1,1245893
KY,1353,2,1886250
KY,1355,1,206889
KY,1355,2,621091
KY,1355,3,1204770
KY,1356,1,2529485
KY,1356,2,2549072
KY,1356,3,3019318
KY,1356,4,3270022
KY,1357,3,222443
KY,1357,4,434281
KY,1363,4,270315
KY,1363,5,332092
KY,1363,6,134337
KY,1363,7A,855185
KY,1363,7B,818298
KY,1363,7S,911777
KY,1364,1,1479740
KY,1364,2,1445319
KY,1364,3,2177256
KY,1364,4,2832909
KY,1374,1,895920
KY,1374,2,1404305
KY,1378,1,3772602
KY,1378,2,3929464
KY,1378,3,4306083
KY,1379,1,722891
KY,1379,2,744370
KY,1379,3,632621
KY,1379,4,707503
KY,1379,5,629875
KY,1379,6,691881
KY,1379,7,631750
KY,1379,8,685392
KY,1379,9,695524
KY,1381,1,-2962
KY,1381,2,-2960
KY,1381,3,-2959
KY,1382,1,1010526
KY,1382,2,477759
KY,1383,1,-16649
KY,1384,1,194110
KY,1384,2,330399
KY,1385,1,0
KY,1385,2,0
KY,1385,3,21725
KY,1385,4,26604
LA,1391,1A,0
LA,1391,2A,380360
LA,1391,3A,468188
LA,1393,1,767289
LA,1393,2,500826
LA,1393,4,643769
LA,1393,6,2123816
LA,1394,2,169700
LA,1394,4,110655
LA,1396,6,298449
LA,1396,7,714897
LA,1396,U6CT,620410
LA,1396,U72,698269
LA,1396,U7CT,713787
LA,1400,1,-896
LA,1400,3,90158
LA,1402,1,-5999
LA,1402,2,544055
LA,1402,3,1227818
LA,1403,3,148892
LA,1403,5,2327795
LA,1403,6(4),2379762
LA,1403,6A,1220106
LA,1403,6B,1213724
LA,1403,6C,1538178
LA,1404,7A,-2329
LA,1404,7B,-662
LA,1404,7C,-87
LA,1409,2,640283
LA,1409,3,1101613
LA,1416,5,27400
LA,1417,2,2876
LA,1417,3,33912
LA,1417,4,13053
LA,1439,14,14763
LA,1439,15,21748
LA,1439,16,6187
LA,1447,1,92
LA,1447,2,92
LA,1449,3,1290
LA,1449,4,1742
LA,1455,1,0
LA,1455,2,378
LA,1464,1,5725
LA,1464,2,369
ME,1507,1,16151
ME,1507,2,16136
ME,1507,3,70380
ME,1507,4,383022
ME,1513,1,0
ME,1513,ST2,0
MD,1552,1,152810
MD,1552,2,249763
MD,1553,3,20493
MD,1554,1,77049
MD,1554,2,142677
MD,1554,3,1193853
MD,1554,4,44114
MD,1559,4,0
MD,1564,8,9965
MD,1571,3,262741
MD,1571,4,468134
MD,1571,ST1,785274
MD,1571,ST2,563897
MD,1572,2,178960
MD,1572,3,178467
MD,1572,ST1,161565
MD,1573,ST1,1824513
MD,1573,ST2,2413737
MA,1588,7,217334
MA,1588,GT81,412888
MA,1588,GT82,408931
MA,1588,GT93,474373
MA,1588,GT94,494943
MA,1588,ST85,427461
MA,1588,ST96,508646
MA,1595,1,72983
MA,1595,2,130506
MA,1595,3,67612
MA,1595,GEN4,1251372
MA,1599,1,138307
MA,1599,2,123313
MA,1619,1,574618
MA,1619,2,526057
MA,1619,3,1189514
MA,1619,4,195327
MA,1642,3,12065
MA,1660,CC2,0
MA,1660,CC3,0
MA,1682,8,1013
MA,1682,9A,35733
MA,1682,CA9,131429
MI,1695,4,925116
MI,1695,5,900083
MI,1702,1A,952929
MI,1702,1B,0
MI,1702,2A,1037155
MI,1702,2B,0
MI,1702,3,-2379
MI,1702,4,3295
MI,1710,1,1533454
MI,1710,2,1648136
MI,1710,3,5568324
MI,1720,7,992174
MI,1720,8,941360
MI,1723,1,615019
MI,1723,2,462493
MI,1723,3,692006
MI,1733,1,4311949
MI,1733,2,3856964
MI,1733,3,3070213
MI,1733,4,4910419
MI,1740,1,0
MI,1740,2,672611
MI,1740,3,1133539
MI,1743,1,649178
MI,1743,2,601640
MI,1743,3,598011
MI,1743,4,736341
MI,1743,6,1040065
MI,1743,7,1821304
MI,1745,7,252083
MI,1745,8,-11510
MI,1745,9,2101351
MI,1769,5,262838
MI,1769,6,290071
MI,1769,7,401538
MI,1769,8,387383
MI,1769,9,397169
MI,1771,1,3098
MI,1771,2,3117
MI,1772,1,117788
MI,1825,3,205407
MI,1830,3,30053
MI,1830,4,35603
MI,1830,5,21529
MI,1831,1,2233
MI,1831,3,12105
MI,1831,4,166544
MI,1831,5,174808
MI,1831,6,145186
MI,1832,1,869762
MI,1843,2,-32635
MI,1843,3,285146
MI,1866,4,7692
MI,1866,5,0
MI,1866,6,0
MI,1866,7,24769
MI,1880,6,-30
MN,1888,1,133
MN,1888,3,19791
MN,1891,1,42365
MN,1891,2,46222
MN,1893,1,502427
MN,1893,2,511069
MN,1893,3,2512735
MN,1893,4,3433349
MN,1897,3,823
MN,1897,4,150
MN,1904,2,260628
MN,1904,3,133618
MN,1904,4,239794
MN,1904,5,618850
MN,1912,7,569157
MN,1912,8,680608
MN,1912,9,689064
MN,1915,1,3030017
MN,1926,1,62593
MN,1926,2,55237
MN,1927,10,874893
MN,1927,9,869078
MN,1927,ST7,887593
MN,1934,1,52523
MN,1934,2,57606
MN,1943,2,152123
MN,1943,3,144079
MN,1961,1,0
MN,1979,3,66580
MN,1979,5,68965
MN,1979,6,6121
,1980,,
MN,2001,4,2436
MN,2001,6,1073
MN,2008,1,-511
MN,2008,2,-533
MN,2008,3,-303
MN,2008,4,-538
MN,2018,5,32154
MN,2018,6,85936
MN,2022,3,22041
MN,2022,ST2,24
MN,2039,1,36791
MN,2039,2,34530
MN,2039,3,59222
MS,2048,1,909
MS,2048,2,159
MS,2049,1,0
MS,2049,2,0
MS,2049,3,23657
MS,2049,4,563708
MS,2049,5,1052160
MS,2050,1,24604
MS,2050,2,62499
MS,2053,3,0
MS,2053,4,11615
MS,2059,6,0
MS,2059,7,0
MS,2059,8,48
MS,2059,9,92
MS,2062,1,878
MS,2062,3,6956
MS,2067,2,13
MS,2067,3,61
MS,2067,GT1,127
MS,2070,1,295749
MS,2070,2,301582
MS,2070,3,17915
MS,2070,GTG1,431572
MS,2070,GTG2,437898
MO,2076,1,1079076
MO,2079,5,3480059
MO,2079,6,53054
MO,2079,9,15513
MO,2080,1,389408
MO,2080,2,505887
MO,2080,3,524768
MO,2094,1,103318
MO,2094,2,85511
MO,2094,3,1848218
MO,2098,1,-4498
MO,2098,2,-7787
MO,2098,3,-7733
MO,2098,4,233500
MO,2103,1,4467570
MO,2103,2,4167075
MO,2103,3,3358528
MO,2103,4,4048909
MO,2104,1,217142
MO,2104,2,232101
MO,2104,3,629076
MO,2104,4,1041109
MO,2107,1,2149550
MO,2107,2,2345831
MO,2123,5,137
MO,2123,7,12446
MO,2123,8,11975
MO,2132,2,45315
MO,2132,3,13909
MO,2132,ST1,37513
MO,2144,4,0
MO,2144,5,4365
MO,2161,1,0
MO,2161,2,0
MO,2161,3,856
MO,2161,4,99756
MO,2161,5,101364
MO,2167,1,3576579
MO,2167,2,3018149
MO,2168,1,971606
MO,2168,2,1627086
MO,2168,3,5074077
MO,2171,1,15749
MO,2171,2,0
MT,2187,1,152834
NE,2226,1,4124
NE,2236,1,0
NE,2236,2,0
NE,2236,4,0
NE,2240,6,43860
NE,2240,7,73000
NE,2240,8,306727
NE,2241,1,-700
NE,2241,2,0
NE,2241,3,-212
NE,2244,4,-410
NE,2244,5,-120
NE,2277,1,527124
NE,2277,2,442509
NE,2291,1,347884
NE,2291,2,486045
NE,2291,3,544120
NE,2291,4,661749
NE,2291,5,1055284
NV,2322,10,88772
NV,2322,9,107079
NV,2322,GT5,95831
NV,2322,GT6,93095
NV,2322,GT7,111722
NV,2322,GT8,105930
NV,2324,4,397539
NV,2330,1,171936
NV,2330,2,136185
NV,2336,10,1105581
NV,2336,3,78345
NV,2336,4,167412
NV,2336,5,73413
NV,2336,8,936419
NV,2336,9,940871
NH,2364,1,227127
NH,2364,2,563500
NH,2367,4,86466
NH,2367,5,314157
NH,2367,6,73034
NJ,2378,2,134547
NJ,2378,3,11185
NJ,2393,4,6164
NJ,2393,5,5627
NJ,2393,6,7148
NJ,2393,7,5411
NJ,2393,8,4399
NJ,2398,1101,486837
NJ,2398,1201,614021
NJ,2398,1301,524361
NJ,2398,1401,601478
NJ,2398,1501,1082145
NJ,2398,2101,766342
NJ,2398,2201,721401
NJ,2398,2301,916795
NJ,2403,2,345421
NJ,2406,1001,1533388
NJ,2406,1101,1201933
NJ,2406,1201,1197753
NJ,2406,2001,1414892
NJ,2406,2101,1086578
NJ,2406,2201,1098248
NJ,2408,1,135558
NJ,2408,2,129992
NJ,2411,1,809
NJ,2411,2,837
NJ,2411,3,-319
NJ,2411,4,1815
NM,2442,4,5267495
NM,2442,5,4904757
NM,2444,6,52652
NM,2444,7,79896
NM,2444,8,390751
NM,2446,1,360588
NM,2450,1,42292
NM,2450,2,33931
NM,2450,3,55633
NM,2451,1,1638553
NM,2451,2,2000159
NM,2451,3,2720903
NM,2451,4,2647840
NM,2454,1,103678
NM,2454,2,579126
NM,2465,1,3392
NM,2465,2,2689
NM,2465,GT1,43333
NY,2480,1,1393
NY,2480,2,3366
NY,2480,3,17305
NY,2480,4,12451
NY,2490,2,701285
NY,2490,3,348988
NY,2493,6,558006
NY,2493,7,137407
NY,2500,1,914681
NY,2500,2,893878
NY,2500,3,1439129
NY,2500,4,1059902
NY,2500,4S,471905
NY,2511,ST1,599725
NY,2511,ST2,829509
NY,2516,2,574120
NY,2516,3,958521
NY,2516,4,840038
NY,2516,ST1,680641
NY,2517,3,184445
NY,2517,4,213722
NY,2527,4,0
NY,2535,1,95336
NY,2535,2,436185
NY,2539,5,1170127
NY,2539,6,1142849
NY,2539,7,1142971
NY,2539,8,1696771
NY,2549,67,241562
NY,2549,S68,145552
NY,2554,1,0
NY,2554,2,439947
NY,2594,ST5,34481
NY,2594,ST6,34781
NY,2625,1,1322527
NY,2625,2,125103
NY,2682,5,5774
NY,2682,6,46756
NC,2706,1,714351
NC,2706,2,724149
NC,2712,1,1500493
NC,2712,2,3370896
NC,2712,3,2036589
NC,2712,4,2341016
NC,2718,1,182695
NC,2718,2,191353
NC,2718,3,372463
NC,2718,4,476743
NC,2718,5,433742
NC,2720,CT11,1427788
NC,2720,CT12,1417679
NC,2720,ST10,2130430
NC,2721,5,967351
NC,2721,6,3115162
NC,2723,CT8,1295215
NC,2723,CT9,1304636
NC,2723,ST7,1951604
NC,2727,1,1103800
NC,2727,2,732510
NC,2727,3,2672440
NC,2727,4,3150160
ND,2790,1,91215
ND,2790,2,409415
ND,2817,1,1356773
ND,2817,2,2224897
ND,2823,1,1568465
ND,2823,2,3333898
ND,2824,1,1071694
OH,2828,1,3098592
OH,2828,2,3015800
OH,2828,3,2721108
OH,2832,6,371936
OH,2832,7,2871751
OH,2832,8,3361396
OH,2835,5,94987
OH,2836,7,38347
OH,2836,9,2715334
OH,2837,1,203337
OH,2837,2,178400
OH,2837,3,219738
OH,2838,18,61810
OH,2840,4,2916272
OH,2840,5,1195710
OH,2840,6,1056284
OH,2843,5,0
OH,2848,1,-685
OH,2848,2,-608
OH,2848,3,-308
OH,2848,5,-45
OH,2848,6,-6
OH,2850,1,2521430
OH,2850,2,2372067
OH,2850,3,2346055
OH,2850,4,2609512
OH,2866,1,719419
OH,2866,2,654761
OH,2866,3,673735
OH,2866,4,548518
OH,2866,5,736795
OH,2866,6,2552240
OH,2866,7,2957876
OH,2872,1,0
OH,2872,2,0
OH,2872,3,0
OH,2872,4,72912
OH,2872,5,1406676
OH,2876,1,782222
OH,2876,2,665218
OH,2876,3,831826
OH,2876,4,538618
OH,2876,5,863160
OH,2878,1,1088815
OH,2914,3,0
OH,2914,4,45615
OH,2917,5,-1524
OH,2917,7,-1151
OH,2917,8,-848
OH,2917,9,-2079
OH,2935,10,76077
OH,2935,11,97458
OH,2935,9,47552
OH,2936,3,143
OH,2936,5,3153
OH,2936,7,6082
OH,2936,ST2,9
OK,2951,6,103674
OK,2951,8,184115
OK,2951,ST7,88997
OK,2952,4,249055
OK,2952,5,2322003
OK,2952,6,2055182
OK,2953,1,7455
OK,2953,2,5748
OK,2953,3,24193
OK,2953,4,77140
OK,2956,1,447932
OK,2956,2,433176
OK,2956,3,688546
OK,2963,1,571129
OK,2963,1A,561707
OK,2963,1B,597342
OK,2963,2,44387
OK,2963,3,3301665
OK,2963,4,3021176
OK,2964,1,6820
OK,2964,2,29091
OK,2964,3,248856
OK,2965,2,104069
OK,2965,4,119521
OK,3000,1,130
OK,3000,2,1004
OK,3006,1,23
OK,3006,2,56
OK,3006,3,158
OK,3006,4,158779
OK,3006,5,234470
OK,3006,6,329477
OK,3008,1,12798
OK,3008,2,265535
OK,3008,3,124685
PA,3096,2A,20014
PA,3096,2B,18559
PA,3096,3,23722
PA,3096,ST4,34892
PA,3113,1,-8683
PA,3113,2,-1168
PA,3118,1,5452675
PA,3118,2,5694301
PA,3122,1,2797442
PA,3122,2,2821135
PA,3122,3,3418107
PA,3130,FB1,1682435
PA,3131,1,201003
PA,3131,2,173696
PA,3131,3,256988
PA,3131,4,285304
PA,3136,1,5177962
PA,3136,2,4336800
PA,3138,3,74037
PA,3138,4,107846
PA,3138,5,135461
PA,3140,1,772493
PA,3140,2,1224468
PA,3140,3,2853784
PA,3148,3,2497958
PA,3148,4,1732377
PA,3149,1,3244419
PA,3149,11,0
PA,3149,2,3399679
PA,3161,3,92492
PA,3161,4,97068
PA,3176,3,187561
PA,3176,5,343912
PA,3176,6,372035
RI,3236,G10A,459885
RI,3236,G11A,455600
RI,3236,GE10,212975
RI,3236,GE11,219098
RI,3236,GE9A,374734
RI,3236,GEN9,189828
SC,3264,3,88390
SC,3287,1,373825
SC,3287,2,565870
SC,3295,1,253300
SC,3295,2,318083
SC,3295,3,142767
SC,3295,CT1,526546
SC,3295,CT2,691508
SC,3297,1,1451909
SC,3297,2,1746982
SC,3298,ST1,3734928
SC,3319,1,0
SC,3319,2,-1391
TN,3393,1,874260
TN,3393,2,1097480
TN,3393,3,1157963
TN,3396,1,2487210
TN,3399,1,8351932
TN,3399,2,6086685
TN,3403,1,915242
TN,3403,2,984434
TN,3403,3,1021091
TN,3403,4,905636
TN,3405,CTG1,1022283
TN,3405,CTG2,1038512
TN,3405,CTG3,1003879
TN,3405,STG1,1704374
TN,3406,1,539581
TN,3406,10,-799
TN,3406,2,477459
TN,3406,3,490770
TN,3406,4,462501
TN,3406,5,-1584
TN,3406,6,-914
TN,3406,7,-867
TN,3406,8,-854
TN,3406,9,-826
TN,3407,1,366090
TN,3407,2,330147
TN,3407,3,344211
TN,3407,4,268154
TN,3407,5,588939
TN,3407,6,519079
TN,3407,7,368571
TN,3407,8,580567
TN,3407,9,492063
TX,3441,7,192377
TX,3441,8,682008
TX,3441,9,679450
TX,3443,5,278393
TX,3443,7,533907
TX,3452,1,66449
TX,3452,2,219243
TX,3453,6,52348
TX,3453,7,80307
TX,3453,8,273596
TX,3456,1,253282
TX,3456,2,309105
TX,3456,3,384403
TX,3456,4,314683
TX,3456,5CA1,246491
TX,3456,5CT1,170091
TX,3456,5CT2,240045
TX,3456,CT1,283018
TX,3456,CT2,424801
TX,3457,1,1162048
TX,3457,2,1065039
TX,3459,1,644142
TX,3459,2,497197
TX,3459,3,1022478
TX,3459,4,2195307
TX,3459,5,953931
TX,3460,1,1310346
TX,3460,2,1032513
TX,3464,5,71992
TX,3468,3,-2511
TX,3468,4,0
TX,3468,ST1,-1443
TX,3468,ST2,0
TX,3469,3,113739
TX,3469,31,78478
TX,3469,32,71437
TX,3469,33,59748
TX,3469,34,62022
TX,3469,4,111569
TX,3469,41,75914
TX,3469,42,63347
TX,3469,43,64036
TX,3469,44,61548
TX,3470,1,32836
TX,3470,2,47643
TX,3470,3,162863
TX,3470,4,471683
TX,3470,5,4196925
TX,3470,6,3868242
TX,3470,7,3254167
TX,3470,8,3774085
TX,3476,2,4032
TX,3476,3,2421
TX,3476,4,4061
TX,3476,5,91973
